SED_NAME16	Religion	Denomination	Sex	persons
Auburn	Christianity	Protestant (Other)	F	156
Auburn	Christianity	Protestant (Other)	M	167
Auburn	Christianity	Salvation Army	F	59
Auburn	Christianity	Salvation Army	M	50
Auburn	Christianity	Seventh Day Adventist	F	52
Auburn	Christianity	Seventh Day Adventist	M	60
Auburn	Christianity	Uniting Church	F	776
Auburn	Christianity	Uniting Church	M	737
Auburn	Hinduism		F	2686
Auburn	Hinduism		M	3460
Auburn	Islam		F	12166
Auburn	Islam		M	15691
Auburn	Judaism		F	22
Auburn	Judaism		M	10
Auburn	No religion		F	8977
Auburn	No religion		M	10666
Ballina	(Other)		F	4788
Ballina	(Other)		M	4718
Ballina	(Other)	(Other)	F	263
Ballina	(Other)	(Other)	M	148
Ballina	(Other)	Australian Aboriginal Traditional	F	11
Ballina	(Other)	Australian Aboriginal Traditional	M	9
Ballina	(Other)	Other spiritual beliefs	F	250
Ballina	(Other)	Other spiritual beliefs	M	136
Ballina	(Other)	Secular beliefs	F	125
Ballina	(Other)	Secular beliefs	M	149
Ballina	(Other)	Sikhism	F	50
Ballina	(Other)	Sikhism	M	60
Ballina	Buddhism		F	774
Ballina	Buddhism		M	523
Ballina	Christianity		F	721
Ballina	Christianity		M	610
Ballina	Christianity	(Other)	F	44
Ballina	Christianity	(Other)	M	39
Ballina	Christianity	Anglican	F	5999
Ballina	Christianity	Anglican	M	5032
Ballina	Christianity	Baptist	F	335
Ballina	Christianity	Baptist	M	280
Ballina	Christianity	Brethren	F	3
Ballina	Christianity	Catholic	F	6932
Ballina	Christianity	Catholic	M	6175
Ballina	Christianity	Churches Of Christ	F	18
Ballina	Christianity	Churches Of Christ	M	14
Ballina	Christianity	Eastern Orthodox	F	100
Ballina	Christianity	Eastern Orthodox	M	112
Ballina	Christianity	Jehovah's Witnesses	F	180
Ballina	Christianity	Jehovah's Witnesses	M	145
Ballina	Christianity	Latter Day Saints	F	30
Ballina	Christianity	Latter Day Saints	M	34
Ballina	Christianity	Lutheran	F	85
Ballina	Christianity	Lutheran	M	78
Ballina	Christianity	Oriental Orthodox	M	5
Ballina	Christianity	Pentecostal	F	417
Ballina	Christianity	Pentecostal	M	318
Ballina	Christianity	Presbyterian Reformed	F	1362
Ballina	Christianity	Presbyterian Reformed	M	1100
Ballina	Christianity	Protestant (Other)	F	99
Ballina	Christianity	Protestant (Other)	M	82
Ballina	Christianity	Salvation Army	F	70
Ballina	Christianity	Salvation Army	M	43
Ballina	Christianity	Seventh Day Adventist	F	175
Ballina	Christianity	Seventh Day Adventist	M	136
Ballina	Christianity	Uniting Church	F	1509
Ballina	Christianity	Uniting Church	M	1189
Ballina	Hinduism		F	79
Ballina	Hinduism		M	94
Ballina	Islam		F	38
Ballina	Islam		M	50
Ballina	Judaism		F	157
Ballina	Judaism		M	176
Ballina	No religion		F	13382
Ballina	No religion		M	13841
Balmain	(Other)		F	5132
Balmain	(Other)		M	5103
Balmain	(Other)	(Other)	F	150
Balmain	(Other)	(Other)	M	154
Balmain	(Other)	Australian Aboriginal Traditional	F	15
Balmain	(Other)	Australian Aboriginal Traditional	M	7
Balmain	(Other)	Other spiritual beliefs	F	105
Balmain	(Other)	Other spiritual beliefs	M	69
Balmain	(Other)	Secular beliefs	F	221
Balmain	(Other)	Secular beliefs	M	254
Balmain	(Other)	Sikhism	F	43
Balmain	(Other)	Sikhism	M	23
Balmain	Buddhism		F	1580
Balmain	Buddhism		M	1070
Balmain	Christianity		F	542
Balmain	Christianity		M	402
Balmain	Christianity	(Other)	F	29
Balmain	Christianity	(Other)	M	26
Balmain	Christianity	Anglican	F	4026
Balmain	Christianity	Anglican	M	3268
Balmain	Christianity	Assyrian Apostolic	F	6
Balmain	Christianity	Assyrian Apostolic	M	13
Balmain	Christianity	Baptist	F	188
Balmain	Christianity	Baptist	M	157
Balmain	Christianity	Catholic	F	9175
Balmain	Christianity	Catholic	M	7829
Balmain	Christianity	Churches Of Christ	F	9
Balmain	Christianity	Churches Of Christ	M	6
Balmain	Christianity	Eastern Orthodox	F	898
Balmain	Christianity	Eastern Orthodox	M	794
Balmain	Christianity	Jehovah's Witnesses	F	54
Balmain	Christianity	Jehovah's Witnesses	M	39
Balmain	Christianity	Latter Day Saints	F	25
Balmain	Christianity	Latter Day Saints	M	25
Balmain	Christianity	Lutheran	F	119
Balmain	Christianity	Lutheran	M	71
Balmain	Christianity	Oriental Orthodox	F	52
Balmain	Christianity	Oriental Orthodox	M	52
Balmain	Christianity	Pentecostal	F	202
Balmain	Christianity	Pentecostal	M	132
Balmain	Christianity	Presbyterian Reformed	F	639
Balmain	Christianity	Presbyterian Reformed	M	492
Balmain	Christianity	Protestant (Other)	F	128
Balmain	Christianity	Protestant (Other)	M	98
Balmain	Christianity	Salvation Army	F	32
Balmain	Christianity	Salvation Army	M	26
Balmain	Christianity	Seventh Day Adventist	F	41
Balmain	Christianity	Seventh Day Adventist	M	26
Balmain	Christianity	Uniting Church	F	639
Balmain	Christianity	Uniting Church	M	495
Balmain	Hinduism		F	303
Balmain	Hinduism		M	361
Balmain	Islam		F	327
Balmain	Islam		M	393
Balmain	Judaism		F	233
Balmain	Judaism		M	191
Balmain	No religion		F	18297
Balmain	No religion		M	18000
Bankstown	(Other)		F	4196
Bankstown	(Other)		M	4439
Bankstown	(Other)	(Other)	F	158
Bankstown	(Other)	(Other)	M	152
Bankstown	(Other)	Other spiritual beliefs	F	25
Bankstown	(Other)	Other spiritual beliefs	M	26
Bankstown	(Other)	Secular beliefs	F	34
Bankstown	(Other)	Secular beliefs	M	42
Bankstown	(Other)	Sikhism	F	53
Bankstown	(Other)	Sikhism	M	72
Bankstown	Buddhism		F	4554
Bankstown	Buddhism		M	3860
Bankstown	Christianity		F	933
Bankstown	Christianity		M	910
Bankstown	Christianity	(Other)	F	36
Bankstown	Christianity	(Other)	M	42
Bankstown	Christianity	Anglican	F	2025
Bankstown	Christianity	Anglican	M	1791
Bankstown	Christianity	Assyrian Apostolic	F	34
Bankstown	Christianity	Assyrian Apostolic	M	29
Bankstown	Christianity	Baptist	F	513
Bankstown	Christianity	Baptist	M	459
Bankstown	Christianity	Brethren	F	5
Bankstown	Christianity	Brethren	M	4
Bankstown	Christianity	Catholic	F	9211
Bankstown	Christianity	Catholic	M	8608
Bankstown	Christianity	Churches Of Christ	F	20
Bankstown	Christianity	Churches Of Christ	M	24
Bankstown	Christianity	Eastern Orthodox	F	2367
Bankstown	Christianity	Eastern Orthodox	M	2402
Bankstown	Christianity	Jehovah's Witnesses	F	126
Bankstown	Christianity	Jehovah's Witnesses	M	85
Bankstown	Christianity	Latter Day Saints	F	149
Bankstown	Christianity	Latter Day Saints	M	146
Bankstown	Christianity	Lutheran	F	68
Bankstown	Christianity	Lutheran	M	53
Bankstown	Christianity	Oriental Orthodox	F	244
Bankstown	Christianity	Oriental Orthodox	M	229
Bankstown	Christianity	Pentecostal	F	388
Bankstown	Christianity	Pentecostal	M	339
Bankstown	Christianity	Presbyterian Reformed	F	518
Bankstown	Christianity	Presbyterian Reformed	M	456
Bankstown	Christianity	Protestant (Other)	F	192
Bankstown	Christianity	Protestant (Other)	M	166
Bankstown	Christianity	Salvation Army	F	65
Bankstown	Christianity	Salvation Army	M	32
Bankstown	Christianity	Seventh Day Adventist	F	88
Bankstown	Christianity	Seventh Day Adventist	M	76
Bankstown	Christianity	Uniting Church	F	494
Bankstown	Christianity	Uniting Church	M	451
Bankstown	Hinduism		F	385
Bankstown	Hinduism		M	411
Bankstown	Islam		F	11450
Bankstown	Islam		M	11631
Bankstown	Judaism		F	12
Bankstown	Judaism		M	12
Bankstown	No religion		F	4681
Bankstown	No religion		M	5543
Barwon	(Other)		F	4661
Barwon	(Other)		M	5110
Barwon	(Other)	(Other)	F	53
Barwon	(Other)	(Other)	M	44
Barwon	(Other)	Australian Aboriginal Traditional	F	28
Barwon	(Other)	Australian Aboriginal Traditional	M	34
Barwon	(Other)	Other spiritual beliefs	F	52
Barwon	(Other)	Other spiritual beliefs	M	34
Barwon	(Other)	Secular beliefs	F	41
Barwon	(Other)	Secular beliefs	M	50
Barwon	(Other)	Sikhism	F	7
Barwon	(Other)	Sikhism	M	11
Barwon	Buddhism		F	172
Barwon	Buddhism		M	108
Barwon	Christianity		F	668
Barwon	Christianity		M	576
Barwon	Christianity	(Other)	F	27
Barwon	Christianity	(Other)	M	24
Barwon	Christianity	Anglican	F	9346
Barwon	Christianity	Anglican	M	8869
Barwon	Christianity	Baptist	F	313
Barwon	Christianity	Baptist	M	267
Barwon	Christianity	Brethren	F	94
Barwon	Christianity	Brethren	M	91
Barwon	Christianity	Catholic	F	10196
Barwon	Christianity	Catholic	M	9589
Barwon	Christianity	Churches Of Christ	F	27
Barwon	Christianity	Churches Of Christ	M	25
Barwon	Christianity	Eastern Orthodox	F	92
Barwon	Christianity	Eastern Orthodox	M	113
Barwon	Christianity	Jehovah's Witnesses	F	109
Barwon	Christianity	Jehovah's Witnesses	M	85
Barwon	Christianity	Latter Day Saints	F	66
Barwon	Christianity	Latter Day Saints	M	62
Barwon	Christianity	Lutheran	F	196
Barwon	Christianity	Lutheran	M	176
Barwon	Christianity	Oriental Orthodox	F	17
Barwon	Christianity	Oriental Orthodox	M	15
Barwon	Christianity	Pentecostal	F	313
Barwon	Christianity	Pentecostal	M	241
Barwon	Christianity	Presbyterian Reformed	F	1498
Barwon	Christianity	Presbyterian Reformed	M	1547
Barwon	Christianity	Protestant (Other)	F	166
Barwon	Christianity	Protestant (Other)	M	136
Barwon	Christianity	Salvation Army	F	180
Barwon	Christianity	Salvation Army	M	122
Barwon	Christianity	Seventh Day Adventist	F	103
Barwon	Christianity	Seventh Day Adventist	M	96
Barwon	Christianity	Uniting Church	F	2190
Barwon	Christianity	Uniting Church	M	1808
Barwon	Hinduism		F	94
Barwon	Hinduism		M	100
Barwon	Islam		F	75
Barwon	Islam		M	105
Barwon	Judaism		F	7
Barwon	Judaism		M	3
Barwon	No religion		F	7838
Barwon	No religion		M	9285
Bathurst	(Other)		F	3881
Bathurst	(Other)		M	5503
Bathurst	(Other)	(Other)	F	115
Bathurst	(Other)	(Other)	M	86
Bathurst	(Other)	Australian Aboriginal Traditional	F	16
Bathurst	(Other)	Australian Aboriginal Traditional	M	9
Bathurst	(Other)	Other spiritual beliefs	F	61
Bathurst	(Other)	Other spiritual beliefs	M	38
Bathurst	(Other)	Secular beliefs	F	70
Bathurst	(Other)	Secular beliefs	M	97
Bathurst	(Other)	Sikhism	F	39
Bathurst	(Other)	Sikhism	M	42
Bathurst	Buddhism		F	313
Bathurst	Buddhism		M	213
Bathurst	Christianity		F	673
Bathurst	Christianity		M	604
Bathurst	Christianity	(Other)	F	18
Bathurst	Christianity	(Other)	M	21
Bathurst	Christianity	Anglican	F	8375
Bathurst	Christianity	Anglican	M	7592
Bathurst	Christianity	Baptist	F	515
Bathurst	Christianity	Baptist	M	468
Bathurst	Christianity	Brethren	F	144
Bathurst	Christianity	Brethren	M	168
Bathurst	Christianity	Catholic	F	11570
Bathurst	Christianity	Catholic	M	10700
Bathurst	Christianity	Churches Of Christ	F	37
Bathurst	Christianity	Churches Of Christ	M	18
Bathurst	Christianity	Eastern Orthodox	F	119
Bathurst	Christianity	Eastern Orthodox	M	144
Bathurst	Christianity	Jehovah's Witnesses	F	143
Bathurst	Christianity	Jehovah's Witnesses	M	107
Bathurst	Christianity	Latter Day Saints	F	61
Bathurst	Christianity	Latter Day Saints	M	46
Bathurst	Christianity	Lutheran	F	91
Bathurst	Christianity	Lutheran	M	66
Bathurst	Christianity	Oriental Orthodox	F	12
Bathurst	Christianity	Oriental Orthodox	M	10
Bathurst	Christianity	Pentecostal	F	266
Bathurst	Christianity	Pentecostal	M	217
Bathurst	Christianity	Presbyterian Reformed	F	1637
Bathurst	Christianity	Presbyterian Reformed	M	1510
Bathurst	Christianity	Protestant (Other)	F	143
Bathurst	Christianity	Protestant (Other)	M	140
Bathurst	Christianity	Salvation Army	F	113
Bathurst	Christianity	Salvation Army	M	98
Bathurst	Christianity	Seventh Day Adventist	F	109
Bathurst	Christianity	Seventh Day Adventist	M	81
Bathurst	Christianity	Uniting Church	F	1988
Bathurst	Christianity	Uniting Church	M	1719
Bathurst	Hinduism		F	128
Bathurst	Hinduism		M	152
Bathurst	Islam		F	118
Bathurst	Islam		M	146
Bathurst	Judaism		F	12
Bathurst	Judaism		M	12
Bathurst	No religion		F	7963
Bathurst	No religion		M	9324
Baulkham Hills	(Other)		F	2219
Baulkham Hills	(Other)		M	2260
Baulkham Hills	(Other)	(Other)	F	203
Baulkham Hills	(Other)	(Other)	M	187
Baulkham Hills	(Other)	Other spiritual beliefs	F	48
Baulkham Hills	(Other)	Other spiritual beliefs	M	32
Baulkham Hills	(Other)	Secular beliefs	F	94
Baulkham Hills	(Other)	Secular beliefs	M	106
Baulkham Hills	(Other)	Sikhism	F	392
Baulkham Hills	(Other)	Sikhism	M	371
Baulkham Hills	Buddhism		F	1636
Baulkham Hills	Buddhism		M	1282
Baulkham Hills	Christianity		F	948
Baulkham Hills	Christianity		M	860
Baulkham Hills	Christianity	(Other)	F	31
Baulkham Hills	Christianity	(Other)	M	22
Baulkham Hills	Christianity	Anglican	F	5584
Baulkham Hills	Christianity	Anglican	M	5103
Baulkham Hills	Christianity	Assyrian Apostolic	F	14
Baulkham Hills	Christianity	Assyrian Apostolic	M	9
Baulkham Hills	Christianity	Baptist	F	817
Baulkham Hills	Christianity	Baptist	M	688
Baulkham Hills	Christianity	Brethren	F	106
Baulkham Hills	Christianity	Brethren	M	98
Baulkham Hills	Christianity	Catholic	F	10731
Baulkham Hills	Christianity	Catholic	M	9930
Baulkham Hills	Christianity	Churches Of Christ	F	49
Baulkham Hills	Christianity	Churches Of Christ	M	46
Baulkham Hills	Christianity	Eastern Orthodox	F	745
Baulkham Hills	Christianity	Eastern Orthodox	M	745
Baulkham Hills	Christianity	Jehovah's Witnesses	F	57
Baulkham Hills	Christianity	Jehovah's Witnesses	M	34
Baulkham Hills	Christianity	Latter Day Saints	F	88
Baulkham Hills	Christianity	Latter Day Saints	M	94
Baulkham Hills	Christianity	Lutheran	F	111
Baulkham Hills	Christianity	Lutheran	M	88
Baulkham Hills	Christianity	Oriental Orthodox	F	208
Baulkham Hills	Christianity	Oriental Orthodox	M	193
Baulkham Hills	Christianity	Pentecostal	F	1081
Baulkham Hills	Christianity	Pentecostal	M	908
Baulkham Hills	Christianity	Presbyterian Reformed	F	1222
Baulkham Hills	Christianity	Presbyterian Reformed	M	1131
Baulkham Hills	Christianity	Protestant (Other)	F	289
Baulkham Hills	Christianity	Protestant (Other)	M	291
Baulkham Hills	Christianity	Salvation Army	F	46
Baulkham Hills	Christianity	Salvation Army	M	46
Baulkham Hills	Christianity	Seventh Day Adventist	F	133
Baulkham Hills	Christianity	Seventh Day Adventist	M	99
Baulkham Hills	Christianity	Uniting Church	F	1353
Baulkham Hills	Christianity	Uniting Church	M	1083
Baulkham Hills	Hinduism		F	2239
Baulkham Hills	Hinduism		M	2244
Baulkham Hills	Islam		F	906
Baulkham Hills	Islam		M	942
Baulkham Hills	Judaism		F	42
Baulkham Hills	Judaism		M	46
Baulkham Hills	No religion		F	8819
Baulkham Hills	No religion		M	9993
Bega	(Other)		F	3548
Bega	(Other)		M	3718
Bega	(Other)	(Other)	F	155
Bega	(Other)	(Other)	M	99
Bega	(Other)	Australian Aboriginal Traditional	F	23
Bega	(Other)	Australian Aboriginal Traditional	M	15
Bega	(Other)	Other spiritual beliefs	F	103
Bega	(Other)	Other spiritual beliefs	M	70
Bega	(Other)	Secular beliefs	F	96
Bega	(Other)	Secular beliefs	M	128
Bega	(Other)	Sikhism	F	10
Bega	(Other)	Sikhism	M	10
Bega	Buddhism		F	417
Bega	Buddhism		M	238
Bega	Christianity		F	698
Bega	Christianity		M	577
Bega	Christianity	(Other)	F	35
Bega	Christianity	(Other)	M	32
Bega	Christianity	Anglican	F	8349
Bega	Christianity	Anglican	M	7167
Bega	Christianity	Baptist	F	362
Bega	Christianity	Baptist	M	338
Bega	Christianity	Brethren	F	3
Bega	Christianity	Catholic	F	7175
Bega	Christianity	Catholic	M	6707
Bega	Christianity	Churches Of Christ	F	21
Bega	Christianity	Churches Of Christ	M	12
Bega	Christianity	Eastern Orthodox	F	135
Bega	Christianity	Eastern Orthodox	M	155
Bega	Christianity	Jehovah's Witnesses	F	280
Bega	Christianity	Jehovah's Witnesses	M	187
Bega	Christianity	Latter Day Saints	F	57
Bega	Christianity	Latter Day Saints	M	51
Bega	Christianity	Lutheran	F	156
Bega	Christianity	Lutheran	M	118
Bega	Christianity	Oriental Orthodox	F	7
Bega	Christianity	Oriental Orthodox	M	9
Bega	Christianity	Pentecostal	F	178
Bega	Christianity	Pentecostal	M	141
Bega	Christianity	Presbyterian Reformed	F	1141
Bega	Christianity	Presbyterian Reformed	M	995
Bega	Christianity	Protestant (Other)	F	96
Bega	Christianity	Protestant (Other)	M	78
Bega	Christianity	Salvation Army	F	101
Bega	Christianity	Salvation Army	M	92
Bega	Christianity	Seventh Day Adventist	F	101
Bega	Christianity	Seventh Day Adventist	M	70
Bega	Christianity	Uniting Church	F	1434
Bega	Christianity	Uniting Church	M	1047
Bega	Hinduism		F	61
Bega	Hinduism		M	65
Bega	Islam		F	33
Bega	Islam		M	41
Bega	Judaism		F	35
Bega	Judaism		M	22
Bega	No religion		F	10957
Bega	No religion		M	12136
Blacktown	(Other)		F	3106
Blacktown	(Other)		M	3261
Blacktown	(Other)	(Other)	F	199
Blacktown	(Other)	(Other)	M	176
Blacktown	(Other)	Australian Aboriginal Traditional	F	3
Blacktown	(Other)	Australian Aboriginal Traditional	M	5
Blacktown	(Other)	Other spiritual beliefs	F	34
Blacktown	(Other)	Other spiritual beliefs	M	33
Blacktown	(Other)	Secular beliefs	F	59
Blacktown	(Other)	Secular beliefs	M	82
Blacktown	(Other)	Sikhism	F	1841
Blacktown	(Other)	Sikhism	M	2367
Blacktown	Buddhism		F	835
Blacktown	Buddhism		M	763
Blacktown	Christianity		F	1388
Blacktown	Christianity		M	1241
Blacktown	Christianity	(Other)	F	55
Blacktown	Christianity	(Other)	M	54
Blacktown	Christianity	Anglican	F	4350
Blacktown	Christianity	Anglican	M	3923
Blacktown	Christianity	Assyrian Apostolic	F	4
Blacktown	Christianity	Assyrian Apostolic	M	8
Blacktown	Christianity	Baptist	F	661
Blacktown	Christianity	Baptist	M	616
Blacktown	Christianity	Brethren	F	3
Blacktown	Christianity	Brethren	M	3
Blacktown	Christianity	Catholic	F	13043
Blacktown	Christianity	Catholic	M	11979
Blacktown	Christianity	Churches Of Christ	F	108
Blacktown	Christianity	Churches Of Christ	M	105
Blacktown	Christianity	Eastern Orthodox	F	989
Blacktown	Christianity	Eastern Orthodox	M	945
Blacktown	Christianity	Jehovah's Witnesses	F	169
Blacktown	Christianity	Jehovah's Witnesses	M	129
Blacktown	Christianity	Latter Day Saints	F	223
Blacktown	Christianity	Latter Day Saints	M	226
Blacktown	Christianity	Lutheran	F	53
Blacktown	Christianity	Lutheran	M	45
Blacktown	Christianity	Oriental Orthodox	F	503
Blacktown	Christianity	Oriental Orthodox	M	483
Blacktown	Christianity	Pentecostal	F	862
Blacktown	Christianity	Pentecostal	M	745
Blacktown	Christianity	Presbyterian Reformed	F	833
Blacktown	Christianity	Presbyterian Reformed	M	709
Blacktown	Christianity	Protestant (Other)	F	366
Blacktown	Christianity	Protestant (Other)	M	396
Blacktown	Christianity	Salvation Army	F	70
Blacktown	Christianity	Salvation Army	M	58
Blacktown	Christianity	Seventh Day Adventist	F	278
Blacktown	Christianity	Seventh Day Adventist	M	245
Blacktown	Christianity	Uniting Church	F	901
Blacktown	Christianity	Uniting Church	M	825
Blacktown	Hinduism		F	4433
Blacktown	Hinduism		M	4725
Blacktown	Islam		F	2648
Blacktown	Islam		M	2757
Blacktown	Judaism		F	15
Blacktown	Judaism		M	21
Blacktown	No religion		F	5750
Blacktown	No religion		M	7006
Blue Mountains	(Other)		F	3113
Blue Mountains	(Other)		M	2989
Blue Mountains	(Other)	(Other)	F	247
Blue Mountains	(Other)	(Other)	M	182
Blue Mountains	(Other)	Australian Aboriginal Traditional	F	14
Blue Mountains	(Other)	Australian Aboriginal Traditional	M	11
Blue Mountains	(Other)	Other spiritual beliefs	F	179
Blue Mountains	(Other)	Other spiritual beliefs	M	85
Blue Mountains	(Other)	Secular beliefs	F	202
Blue Mountains	(Other)	Secular beliefs	M	224
Blue Mountains	(Other)	Sikhism	F	7
Blue Mountains	(Other)	Sikhism	M	14
Blue Mountains	Buddhism		F	601
Blue Mountains	Buddhism		M	400
Blue Mountains	Christianity		F	1111
Blue Mountains	Christianity		M	969
Blue Mountains	Christianity	(Other)	F	81
Blue Mountains	Christianity	(Other)	M	35
Blue Mountains	Christianity	Anglican	F	6493
Blue Mountains	Christianity	Anglican	M	5552
Blue Mountains	Christianity	Assyrian Apostolic	F	4
Blue Mountains	Christianity	Baptist	F	1018
Blue Mountains	Christianity	Baptist	M	886
Blue Mountains	Christianity	Brethren	F	126
Blue Mountains	Christianity	Brethren	M	100
Blue Mountains	Christianity	Catholic	F	7449
Blue Mountains	Christianity	Catholic	M	6340
Blue Mountains	Christianity	Churches Of Christ	F	35
Blue Mountains	Christianity	Churches Of Christ	M	43
Blue Mountains	Christianity	Eastern Orthodox	F	247
Blue Mountains	Christianity	Eastern Orthodox	M	251
Blue Mountains	Christianity	Jehovah's Witnesses	F	163
Blue Mountains	Christianity	Jehovah's Witnesses	M	121
Blue Mountains	Christianity	Latter Day Saints	F	78
Blue Mountains	Christianity	Latter Day Saints	M	70
Blue Mountains	Christianity	Lutheran	F	139
Blue Mountains	Christianity	Lutheran	M	96
Blue Mountains	Christianity	Oriental Orthodox	F	14
Blue Mountains	Christianity	Oriental Orthodox	M	18
Blue Mountains	Christianity	Pentecostal	F	403
Blue Mountains	Christianity	Pentecostal	M	388
Blue Mountains	Christianity	Presbyterian Reformed	F	1071
Blue Mountains	Christianity	Presbyterian Reformed	M	903
Blue Mountains	Christianity	Protestant (Other)	F	147
Blue Mountains	Christianity	Protestant (Other)	M	126
Blue Mountains	Christianity	Salvation Army	F	95
Blue Mountains	Christianity	Salvation Army	M	74
Blue Mountains	Christianity	Seventh Day Adventist	F	85
Blue Mountains	Christianity	Seventh Day Adventist	M	61
Blue Mountains	Christianity	Uniting Church	F	1120
Blue Mountains	Christianity	Uniting Church	M	861
Blue Mountains	Hinduism		F	106
Blue Mountains	Hinduism		M	108
Blue Mountains	Islam		F	80
Blue Mountains	Islam		M	88
Blue Mountains	Judaism		F	84
Blue Mountains	Judaism		M	70
Blue Mountains	No religion		F	12475
Blue Mountains	No religion		M	13284
Cabramatta	(Other)		F	2962
Cabramatta	(Other)		M	3008
Cabramatta	(Other)	(Other)	F	280
Cabramatta	(Other)	(Other)	M	254
Cabramatta	(Other)	Australian Aboriginal Traditional	F	4
Cabramatta	(Other)	Other spiritual beliefs	F	16
Cabramatta	(Other)	Other spiritual beliefs	M	8
Cabramatta	(Other)	Secular beliefs	F	24
Cabramatta	(Other)	Secular beliefs	M	28
Cabramatta	(Other)	Sikhism	F	27
Cabramatta	(Other)	Sikhism	M	39
Cabramatta	Buddhism		F	12724
Cabramatta	Buddhism		M	10893
Cabramatta	Christianity		F	1363
Cabramatta	Christianity		M	1218
Cabramatta	Christianity	(Other)	F	29
Cabramatta	Christianity	(Other)	M	31
Cabramatta	Christianity	Anglican	F	1353
Cabramatta	Christianity	Anglican	M	1274
Cabramatta	Christianity	Assyrian Apostolic	F	1053
Cabramatta	Christianity	Assyrian Apostolic	M	994
