SED_NAME16	CountryOfBirth	Sex	persons
Ballina	NZL	M	681
Ballina	PAK	F	7
Ballina	PAK	M	4
Ballina	PHL	F	128
Ballina	PHL	M	35
Ballina	PNG	F	65
Ballina	PNG	M	47
Ballina	POL	F	29
Ballina	POL	M	19
Ballina	SGP	F	28
Ballina	SGP	M	16
Ballina	THA	F	103
Ballina	THA	M	32
Ballina	TUR	F	3
Ballina	TUR	M	12
Ballina	TWN	F	10
Ballina	TWN	M	7
Ballina	USA	F	269
Ballina	USA	M	214
Ballina	VNM	F	28
Ballina	VNM	M	19
Ballina	ZAF	F	205
Ballina	ZAF	M	203
Ballina	ZWE	F	28
Ballina	ZWE	M	27
Balmain		F	5424
Balmain		M	5206
Balmain	AFG	F	6
Balmain	AFG	M	4
Balmain	AUS	F	24615
Balmain	AUS	M	22660
Balmain	BGD	F	27
Balmain	BGD	M	28
Balmain	BIH	F	28
Balmain	BIH	M	19
Balmain	CAN	F	227
Balmain	CAN	M	167
Balmain	CHL	F	59
Balmain	CHL	M	75
Balmain	CHN	F	2588
Balmain	CHN	M	1546
Balmain	DEU	F	263
Balmain	DEU	M	230
Balmain	EGY	F	56
Balmain	EGY	M	64
Balmain	FJI	F	106
Balmain	FJI	M	71
Balmain	FRA	F	192
Balmain	FRA	M	219
Balmain	GBR	F	2557
Balmain	GBR	M	3104
Balmain	GRC	F	168
Balmain	GRC	M	151
Balmain	HKG	F	276
Balmain	HKG	M	241
Balmain	HRV	F	54
Balmain	HRV	M	39
Balmain	IDN	F	244
Balmain	IDN	M	174
Balmain	IND	F	286
Balmain	IND	M	389
Balmain	IRL	F	336
Balmain	IRL	M	412
Balmain	IRN	F	98
Balmain	IRN	M	139
Balmain	IRQ	F	16
Balmain	IRQ	M	24
Balmain	ITA	F	515
Balmain	ITA	M	565
Balmain	JPN	F	278
Balmain	JPN	M	128
Balmain	KHM	F	26
Balmain	KHM	M	13
Balmain	KOR	F	271
Balmain	KOR	M	223
Balmain	LBN	F	69
Balmain	LBN	M	67
Balmain	LKA	F	94
Balmain	LKA	M	99
Balmain	MKD	F	30
Balmain	MKD	M	25
Balmain	MLT	F	60
Balmain	MLT	M	58
Balmain	MMR	F	43
Balmain	MMR	M	33
Balmain	MUS	F	26
Balmain	MUS	M	30
Balmain	MYS	F	298
Balmain	MYS	M	277
Balmain	NLD	F	105
Balmain	NLD	M	121
Balmain	NPL	F	23
Balmain	NPL	M	32
Balmain	NZL	F	1180
Balmain	NZL	M	1076
Balmain	PAK	F	10
Balmain	PAK	M	36
Balmain	PHL	F	321
Balmain	PHL	M	179
Balmain	PNG	F	41
Balmain	PNG	M	30
Balmain	POL	F	119
Balmain	POL	M	77
Balmain	SGP	F	200
Balmain	SGP	M	125
Balmain	THA	F	497
Balmain	THA	M	276
Balmain	TUR	F	81
Balmain	TUR	M	77
Balmain	TWN	F	153
Balmain	TWN	M	90
Balmain	USA	F	475
Balmain	USA	M	434
Balmain	VNM	F	379
Balmain	VNM	M	280
Balmain	ZAF	F	254
Balmain	ZAF	M	262
Balmain	ZWE	F	39
Balmain	ZWE	M	30
Bankstown		F	5620
Bankstown		M	5519
Bankstown	AFG	F	145
Bankstown	AFG	M	204
Bankstown	AUS	F	19945
Bankstown	AUS	M	20109
Bankstown	BGD	F	353
Bankstown	BGD	M	434
Bankstown	BIH	F	66
Bankstown	BIH	M	67
Bankstown	CAN	F	8
Bankstown	CAN	M	9
Bankstown	CHL	F	60
Bankstown	CHL	M	72
Bankstown	CHN	F	1714
Bankstown	CHN	M	1455
Bankstown	DEU	F	122
Bankstown	DEU	M	101
Bankstown	EGY	F	317
Bankstown	EGY	M	367
Bankstown	FJI	F	315
Bankstown	FJI	M	253
Bankstown	FRA	F	24
Bankstown	FRA	M	25
Bankstown	GBR	F	288
Bankstown	GBR	M	305
Bankstown	GRC	F	380
Bankstown	GRC	M	345
Bankstown	HKG	F	141
Bankstown	HKG	M	146
Bankstown	HRV	F	110
Bankstown	HRV	M	100
Bankstown	IDN	F	269
Bankstown	IDN	M	234
Bankstown	IND	F	377
Bankstown	IND	M	446
Bankstown	IRL	F	30
Bankstown	IRL	M	48
Bankstown	IRN	F	127
Bankstown	IRN	M	170
Bankstown	IRQ	F	459
Bankstown	IRQ	M	501
Bankstown	ITA	F	313
Bankstown	ITA	M	328
Bankstown	JPN	F	35
Bankstown	JPN	M	11
Bankstown	KHM	F	133
Bankstown	KHM	M	119
Bankstown	KOR	F	294
Bankstown	KOR	M	254
Bankstown	LBN	F	2836
Bankstown	LBN	M	3085
Bankstown	LKA	F	65
Bankstown	LKA	M	113
Bankstown	MKD	F	457
Bankstown	MKD	M	464
Bankstown	MLT	F	71
Bankstown	MLT	M	54
Bankstown	MMR	F	100
Bankstown	MMR	M	115
Bankstown	MUS	F	79
Bankstown	MUS	M	75
Bankstown	MYS	F	159
Bankstown	MYS	M	148
Bankstown	NLD	F	30
Bankstown	NLD	M	29
Bankstown	NPL	F	57
Bankstown	NPL	M	70
Bankstown	NZL	F	565
Bankstown	NZL	M	561
Bankstown	PAK	F	551
Bankstown	PAK	M	811
Bankstown	PHL	F	486
Bankstown	PHL	M	324
Bankstown	PNG	F	15
Bankstown	PNG	M	11
Bankstown	POL	F	143
Bankstown	POL	M	105
Bankstown	SGP	F	39
Bankstown	SGP	M	34
Bankstown	THA	F	176
Bankstown	THA	M	70
Bankstown	TUR	F	140
Bankstown	TUR	M	134
Bankstown	TWN	F	57
Bankstown	TWN	M	51
Bankstown	USA	F	53
Bankstown	USA	M	70
Bankstown	VNM	F	5252
Bankstown	VNM	M	4469
Bankstown	ZAF	F	42
Bankstown	ZAF	M	45
Bankstown	ZWE	F	24
Bankstown	ZWE	M	33
Barwon		F	4823
Barwon		M	5016
Barwon	AUS	F	32004
Barwon	AUS	M	32158
Barwon	BGD	F	14
Barwon	BGD	M	16
Barwon	BIH	F	4
Barwon	BIH	M	11
Barwon	CAN	F	29
Barwon	CAN	M	20
Barwon	CHL	F	3
Barwon	CHL	M	6
Barwon	CHN	F	39
Barwon	CHN	M	38
Barwon	DEU	F	107
Barwon	DEU	M	91
Barwon	EGY	F	3
Barwon	EGY	M	13
Barwon	FJI	F	19
Barwon	FJI	M	22
Barwon	FRA	F	12
Barwon	FRA	M	7
Barwon	GBR	F	459
Barwon	GBR	M	416
Barwon	GRC	F	14
Barwon	GRC	M	22
Barwon	HKG	F	4
Barwon	HKG	M	5
Barwon	HRV	F	11
Barwon	HRV	M	24
Barwon	IDN	F	9
Barwon	IDN	M	8
Barwon	IND	F	100
Barwon	IND	M	105
Barwon	IRL	F	34
Barwon	IRL	M	39
Barwon	IRN	M	3
Barwon	ITA	F	21
Barwon	ITA	M	37
Barwon	JPN	F	13
Barwon	JPN	M	4
Barwon	KHM	F	5
Barwon	KOR	F	3
Barwon	KOR	M	13
Barwon	LBN	F	10
Barwon	LBN	M	7
Barwon	LKA	F	21
Barwon	LKA	M	26
Barwon	MKD	F	4
Barwon	MKD	M	4
Barwon	MLT	F	10
Barwon	MLT	M	18
Barwon	MMR	F	6
Barwon	MMR	M	4
Barwon	MUS	M	4
Barwon	MYS	F	17
Barwon	MYS	M	16
Barwon	NLD	F	48
Barwon	NLD	M	51
Barwon	NPL	F	25
Barwon	NPL	M	24
Barwon	NZL	F	267
Barwon	NZL	M	228
Barwon	PAK	F	20
Barwon	PAK	M	30
Barwon	PHL	F	214
Barwon	PHL	M	104
Barwon	PNG	F	24
Barwon	PNG	M	18
Barwon	POL	F	10
Barwon	POL	M	6
Barwon	SGP	F	11
Barwon	SGP	M	4
Barwon	THA	F	33
Barwon	THA	M	6
Barwon	TWN	M	3
Barwon	USA	F	66
Barwon	USA	M	56
Barwon	VNM	F	11
Barwon	VNM	M	12
Barwon	ZAF	F	84
Barwon	ZAF	M	49
Barwon	ZWE	F	20
Barwon	ZWE	M	11
Bathurst		F	3921
Bathurst		M	3901
Bathurst	AFG	F	4
Bathurst	AFG	M	15
Bathurst	AUS	F	31805
Bathurst	AUS	M	32345
Bathurst	BGD	F	22
Bathurst	BGD	M	30
Bathurst	BIH	F	8
Bathurst	BIH	M	12
Bathurst	CAN	F	51
Bathurst	CAN	M	30
Bathurst	CHL	F	8
Bathurst	CHL	M	12
Bathurst	CHN	F	93
Bathurst	CHN	M	107
Bathurst	DEU	F	117
Bathurst	DEU	M	123
Bathurst	EGY	F	9
Bathurst	EGY	M	26
Bathurst	FJI	F	33
Bathurst	FJI	M	38
Bathurst	FRA	F	25
Bathurst	FRA	M	22
Bathurst	GBR	F	1071
Bathurst	GBR	M	1071
Bathurst	GRC	F	14
Bathurst	GRC	M	27
Bathurst	HKG	F	11
Bathurst	HKG	M	29
Bathurst	HRV	F	21
Bathurst	HRV	M	29
Bathurst	IDN	F	23
Bathurst	IDN	M	19
Bathurst	IND	F	116
Bathurst	IND	M	136
Bathurst	IRL	F	47
Bathurst	IRL	M	68
Bathurst	IRN	F	19
Bathurst	IRN	M	24
Bathurst	IRQ	F	11
Bathurst	IRQ	M	24
Bathurst	ITA	F	50
Bathurst	ITA	M	67
Bathurst	JPN	F	21
Bathurst	JPN	M	13
Bathurst	KHM	F	11
Bathurst	KHM	M	3
Bathurst	KOR	F	13
Bathurst	KOR	M	28
Bathurst	LBN	F	18
Bathurst	LBN	M	45
Bathurst	LKA	F	42
Bathurst	LKA	M	31
Bathurst	MKD	F	4
Bathurst	MKD	M	11
Bathurst	MLT	F	17
Bathurst	MLT	M	26
Bathurst	MMR	F	5
Bathurst	MMR	M	3
Bathurst	MUS	F	4
Bathurst	MUS	M	9
Bathurst	MYS	F	38
Bathurst	MYS	M	35
Bathurst	NLD	F	108
Bathurst	NLD	M	100
Bathurst	NPL	F	28
Bathurst	NPL	M	30
Bathurst	NZL	F	408
Bathurst	NZL	M	438
Bathurst	PAK	F	13
Bathurst	PAK	M	19
Bathurst	PHL	F	181
Bathurst	PHL	M	93
Bathurst	PNG	F	23
Bathurst	PNG	M	20
Bathurst	POL	F	28
Bathurst	POL	M	32
Bathurst	SGP	F	21
Bathurst	SGP	M	10
Bathurst	THA	F	60
Bathurst	THA	M	32
Bathurst	TUR	M	8
Bathurst	TWN	F	5
Bathurst	TWN	M	5
Bathurst	USA	F	67
Bathurst	USA	M	65
Bathurst	VNM	F	48
Bathurst	VNM	M	69
Bathurst	ZAF	F	76
Bathurst	ZAF	M	83
Bathurst	ZWE	F	16
Bathurst	ZWE	M	12
Baulkham Hills		F	2244
Baulkham Hills		M	2122
Baulkham Hills	AFG	F	81
Baulkham Hills	AFG	M	70
Baulkham Hills	AUS	F	23029
Baulkham Hills	AUS	M	23014
Baulkham Hills	BGD	F	86
Baulkham Hills	BGD	M	101
Baulkham Hills	BIH	F	30
Baulkham Hills	BIH	M	16
Baulkham Hills	CAN	F	91
Baulkham Hills	CAN	M	78
Baulkham Hills	CHL	F	73
Baulkham Hills	CHL	M	62
Baulkham Hills	CHN	F	3254
Baulkham Hills	CHN	M	2761
Baulkham Hills	DEU	F	147
Baulkham Hills	DEU	M	162
Baulkham Hills	EGY	F	151
Baulkham Hills	EGY	M	144
Baulkham Hills	FJI	F	224
Baulkham Hills	FJI	M	183
Baulkham Hills	FRA	F	23
Baulkham Hills	FRA	M	27
Baulkham Hills	GBR	F	1228
Baulkham Hills	GBR	M	1389
Baulkham Hills	GRC	F	80
Baulkham Hills	GRC	M	87
Baulkham Hills	HKG	F	875
Baulkham Hills	HKG	M	835
Baulkham Hills	HRV	F	98
Baulkham Hills	HRV	M	97
Baulkham Hills	IDN	F	284
Baulkham Hills	IDN	M	224
Baulkham Hills	IND	F	1711
Baulkham Hills	IND	M	1704
Baulkham Hills	IRL	F	120
Baulkham Hills	IRL	M	136
Baulkham Hills	IRN	F	378
Baulkham Hills	IRN	M	396
Baulkham Hills	IRQ	F	40
Baulkham Hills	IRQ	M	40
Baulkham Hills	ITA	F	189
Baulkham Hills	ITA	M	235
Baulkham Hills	JPN	F	83
Baulkham Hills	JPN	M	38
Baulkham Hills	KHM	F	31
Baulkham Hills	KHM	M	22
Baulkham Hills	KOR	F	861
Baulkham Hills	KOR	M	770
Baulkham Hills	LBN	F	199
Baulkham Hills	LBN	M	201
Baulkham Hills	LKA	F	774
Baulkham Hills	LKA	M	691
Baulkham Hills	MKD	F	16
Baulkham Hills	MKD	M	15
Baulkham Hills	MLT	F	89
Baulkham Hills	MLT	M	74
Baulkham Hills	MMR	F	65
Baulkham Hills	MMR	M	48
Baulkham Hills	MUS	F	46
Baulkham Hills	MUS	M	49
Baulkham Hills	MYS	F	561
Baulkham Hills	MYS	M	464
Baulkham Hills	NLD	F	73
Baulkham Hills	NLD	M	88
Baulkham Hills	NPL	F	48
Baulkham Hills	NPL	M	43
Baulkham Hills	NZL	F	526
Baulkham Hills	NZL	M	562
Baulkham Hills	PAK	F	157
Baulkham Hills	PAK	M	144
Baulkham Hills	PHL	F	545
Baulkham Hills	PHL	M	376
Baulkham Hills	PNG	F	31
Baulkham Hills	PNG	M	39
Baulkham Hills	POL	F	134
Baulkham Hills	POL	M	95
Baulkham Hills	SGP	F	183
Baulkham Hills	SGP	M	164
Baulkham Hills	THA	F	132
Baulkham Hills	THA	M	51
Baulkham Hills	TUR	F	66
Baulkham Hills	TUR	M	67
Baulkham Hills	TWN	F	167
Baulkham Hills	TWN	M	142
Baulkham Hills	USA	F	294
Baulkham Hills	USA	M	247
Baulkham Hills	VNM	F	213
Baulkham Hills	VNM	M	169
Baulkham Hills	ZAF	F	441
Baulkham Hills	ZAF	M	458
Baulkham Hills	ZWE	F	40
Baulkham Hills	ZWE	M	39
Bega		F	3646
Bega		M	3505
Bega	AUS	F	28012
Bega	AUS	M	26981
Bega	BGD	F	4
Bega	BGD	M	4
Bega	BIH	F	8
Bega	BIH	M	6
Bega	CAN	F	66
Bega	CAN	M	53
Bega	CHL	F	21
Bega	CHL	M	20
Bega	CHN	F	40
Bega	CHN	M	29
Bega	DEU	F	303
Bega	DEU	M	246
Bega	EGY	F	15
Bega	EGY	M	13
Bega	FJI	F	22
Bega	FJI	M	10
Bega	FRA	F	41
Bega	FRA	M	26
Bega	GBR	F	1914
Bega	GBR	M	1891
Bega	GRC	F	27
Bega	GRC	M	39
Bega	HKG	F	17
Bega	HKG	M	5
Bega	HRV	F	58
Bega	HRV	M	60
Bega	IDN	F	28
Bega	IDN	M	14
Bega	IND	F	56
Bega	IND	M	60
Bega	IRL	F	69
Bega	IRL	M	71
Bega	IRN	F	5
Bega	IRN	M	5
Bega	ITA	F	48
Bega	ITA	M	112
Bega	JPN	F	25
Bega	JPN	M	11
Bega	KHM	F	4
Bega	KOR	F	16
Bega	KOR	M	8
Bega	LBN	F	3
Bega	LBN	M	9
Bega	LKA	F	7
Bega	LKA	M	14
Bega	MKD	F	9
Bega	MKD	M	10
Bega	MLT	F	38
Bega	MLT	M	50
Bega	MMR	F	3
Bega	MMR	M	3
Bega	MUS	F	6
Bega	MUS	M	15
Bega	MYS	F	34
Bega	MYS	M	20
Bega	NLD	F	192
Bega	NLD	M	199
Bega	NPL	M	8
Bega	NZL	F	410
Bega	NZL	M	410
Bega	PAK	F	5
Bega	PHL	F	182
Bega	PHL	M	39
Bega	PNG	F	24
Bega	PNG	M	16
Bega	POL	F	28
Bega	POL	M	26
Bega	SGP	F	14
Bega	SGP	M	17
Bega	THA	F	65
Bega	THA	M	18
Bega	TUR	F	4
Bega	TUR	M	3
Bega	TWN	F	4
Bega	USA	F	131
Bega	USA	M	112
Bega	VNM	F	31
Bega	VNM	M	23
Bega	ZAF	F	98
Bega	ZAF	M	109
Bega	ZWE	F	13
Bega	ZWE	M	8
Blacktown		F	4533
Blacktown		M	4431
Blacktown	AFG	F	365
Blacktown	AFG	M	388
Blacktown	AUS	F	21757
Blacktown	AUS	M	22157
Blacktown	BGD	F	350
Blacktown	BGD	M	391
Blacktown	BIH	F	121
Blacktown	BIH	M	126
Blacktown	CAN	F	32
Blacktown	CAN	M	27
Blacktown	CHL	F	87
Blacktown	CHL	M	78
Blacktown	CHN	F	878
Blacktown	CHN	M	742
Blacktown	DEU	F	143
Blacktown	DEU	M	130
Blacktown	EGY	F	270
Blacktown	EGY	M	282
Blacktown	FJI	F	953
Blacktown	FJI	M	894
Blacktown	FRA	F	31
Blacktown	FRA	M	19
Blacktown	GBR	F	714
Blacktown	GBR	M	762
Blacktown	GRC	F	125
Blacktown	GRC	M	132
Blacktown	HKG	F	129
Blacktown	HKG	M	120
Blacktown	HRV	F	191
Blacktown	HRV	M	175
Blacktown	IDN	F	208
Blacktown	IDN	M	163
Blacktown	IND	F	4248
Blacktown	IND	M	4939
Blacktown	IRL	F	59
Blacktown	IRL	M	73
Blacktown	IRN	F	178
Blacktown	IRN	M	201
Blacktown	IRQ	F	94
Blacktown	IRQ	M	102
Blacktown	ITA	F	221
Blacktown	ITA	M	226
Blacktown	JPN	F	30
Blacktown	JPN	M	9
Blacktown	KHM	F	25
Blacktown	KHM	M	21
Blacktown	KOR	F	258
Blacktown	KOR	M	238
Blacktown	LBN	F	297
Blacktown	LBN	M	297
Blacktown	LKA	F	550
Blacktown	LKA	M	682
Blacktown	MKD	F	33
Blacktown	MKD	M	26
Blacktown	MLT	F	306
Blacktown	MLT	M	345
Blacktown	MMR	F	180
Blacktown	MMR	M	178
Blacktown	MUS	F	77
Blacktown	MUS	M	57
Blacktown	MYS	F	149
Blacktown	MYS	M	130
Blacktown	NLD	F	78
Blacktown	NLD	M	83
Blacktown	NPL	F	264
Blacktown	NPL	M	266
Blacktown	NZL	F	934
Blacktown	NZL	M	986
Blacktown	PAK	F	345
Blacktown	PAK	M	404
Blacktown	PHL	F	3485
Blacktown	PHL	M	2787
Blacktown	PNG	F	29
Blacktown	PNG	M	18
Blacktown	POL	F	243
Blacktown	POL	M	165
Blacktown	SGP	F	47
Blacktown	SGP	M	58
Blacktown	THA	F	136
Blacktown	THA	M	49
Blacktown	TUR	F	206
Blacktown	TUR	M	222
Blacktown	TWN	F	29
Blacktown	TWN	M	22
Blacktown	USA	F	82
Blacktown	USA	M	82
Blacktown	VNM	F	142
Blacktown	VNM	M	106
Blacktown	ZAF	F	128
Blacktown	ZAF	M	122
Blacktown	ZWE	F	15
Blacktown	ZWE	M	16
Blue Mountains		F	2654
Blue Mountains		M	2422
Blue Mountains	AFG	M	4
Blue Mountains	AUS	F	28642
Blue Mountains	AUS	M	26836
Blue Mountains	BGD	M	3
Blue Mountains	BIH	F	3
Blue Mountains	BIH	M	3
Blue Mountains	CAN	F	90
Blue Mountains	CAN	M	84
Blue Mountains	CHL	F	50
Blue Mountains	CHL	M	44
Blue Mountains	CHN	F	123
Blue Mountains	CHN	M	79
Blue Mountains	DEU	F	291
Blue Mountains	DEU	M	248
Blue Mountains	EGY	F	26
Blue Mountains	EGY	M	26
Blue Mountains	FJI	F	51
Blue Mountains	FJI	M	28
Blue Mountains	FRA	F	54
Blue Mountains	FRA	M	42
Blue Mountains	GBR	F	2452
Blue Mountains	GBR	M	2393
Blue Mountains	GRC	F	28
Blue Mountains	GRC	M	39
Blue Mountains	HKG	F	47
Blue Mountains	HKG	M	44
Blue Mountains	HRV	F	34
Blue Mountains	HRV	M	33
Blue Mountains	IDN	F	81
Blue Mountains	IDN	M	44
Blue Mountains	IND	F	111
Blue Mountains	IND	M	130
Blue Mountains	IRL	F	112
Blue Mountains	IRL	M	150
Blue Mountains	IRN	F	10
Blue Mountains	IRN	M	19
Blue Mountains	IRQ	F	8
Blue Mountains	IRQ	M	10
Blue Mountains	ITA	F	67
Blue Mountains	ITA	M	92
Blue Mountains	JPN	F	69
Blue Mountains	JPN	M	28
Blue Mountains	KHM	F	21
Blue Mountains	KHM	M	20
Blue Mountains	KOR	F	55
Blue Mountains	KOR	M	39
Blue Mountains	LBN	F	23
Blue Mountains	LBN	M	27
Blue Mountains	LKA	F	25
Blue Mountains	LKA	M	37
Blue Mountains	MKD	F	4
Blue Mountains	MLT	F	39
Blue Mountains	MLT	M	33
Blue Mountains	MMR	F	9
Blue Mountains	MMR	M	4
Blue Mountains	MUS	F	19
Blue Mountains	MUS	M	21
Blue Mountains	MYS	F	78
Blue Mountains	MYS	M	64
Blue Mountains	NLD	F	171
Blue Mountains	NLD	M	160
Blue Mountains	NPL	F	9
Blue Mountains	NPL	M	7
Blue Mountains	NZL	F	588
Blue Mountains	NZL	M	479
Blue Mountains	PAK	F	10
Blue Mountains	PAK	M	14
Blue Mountains	PHL	F	184
Blue Mountains	PHL	M	72
Blue Mountains	PNG	F	40
Blue Mountains	PNG	M	24
Blue Mountains	POL	F	102
Blue Mountains	POL	M	72
Blue Mountains	SGP	F	30
Blue Mountains	SGP	M	33
Blue Mountains	THA	F	81
Blue Mountains	THA	M	35
Blue Mountains	TUR	F	4
Blue Mountains	TUR	M	11
Blue Mountains	TWN	F	15
Blue Mountains	TWN	M	12
Blue Mountains	USA	F	234
Blue Mountains	USA	M	188
Blue Mountains	VNM	F	66
Blue Mountains	VNM	M	59
Blue Mountains	ZAF	F	159
Blue Mountains	ZAF	M	112
Blue Mountains	ZWE	F	10
Blue Mountains	ZWE	M	17
Cabramatta		F	5262
Cabramatta		M	5147
Cabramatta	AFG	F	3
Cabramatta	AFG	M	19
Cabramatta	AUS	F	15735
Cabramatta	AUS	M	17021
Cabramatta	BGD	F	9
Cabramatta	BGD	M	12
Cabramatta	BIH	F	184
Cabramatta	BIH	M	153
Cabramatta	CAN	F	12
Cabramatta	CAN	M	8
Cabramatta	CHL	F	256
Cabramatta	CHL	M	232
