SED_NAME16	Ancestry	responses
Balmain	Korean	610
Balmain	Lebanese	679
Balmain	Macedonian	162
Balmain	Maltese	545
Balmain	Maori	285
Balmain	NZ	1105
Balmain	(Other)	9989
Balmain	Polish	791
Balmain	Russian	522
Balmain	Scottish	8043
Balmain	Serbian	295
Balmain	South African	365
Balmain	Spanish	751
Balmain	Sri Lankan	317
Balmain	Turkish	323
Balmain	Vietnamese	965
Balmain	Welsh	764
Bankstown		6693
Bankstown	Australian	10325
Bankstown	Australian Aboriginal	92
Bankstown	Chinese	8240
Bankstown	Croatian	443
Bankstown	Dutch	144
Bankstown	English	8575
Bankstown	Filipino	1077
Bankstown	French	242
Bankstown	German	906
Bankstown	Greek	2335
Bankstown	Hungarian	156
Bankstown	Indian	1564
Bankstown	Irish	2194
Bankstown	Italian	2278
Bankstown	Korean	728
Bankstown	Lebanese	16171
Bankstown	Macedonian	1735
Bankstown	Maltese	361
Bankstown	Maori	449
Bankstown	NZ	261
Bankstown	(Other)	18559
Bankstown	Polish	563
Bankstown	Russian	217
Bankstown	Scottish	1557
Bankstown	Serbian	223
Bankstown	South African	71
Bankstown	Spanish	396
Bankstown	Sri Lankan	141
Bankstown	Turkish	651
Bankstown	Vietnamese	12718
Bankstown	Welsh	95
Barwon		8895
Barwon	Australian	37565
Barwon	Australian Aboriginal	2450
Barwon	Chinese	349
Barwon	Croatian	144
Barwon	Dutch	477
Barwon	English	27523
Barwon	Filipino	393
Barwon	French	217
Barwon	German	2794
Barwon	Greek	228
Barwon	Hungarian	72
Barwon	Indian	275
Barwon	Irish	7506
Barwon	Italian	974
Barwon	Korean	16
Barwon	Lebanese	95
Barwon	Macedonian	23
Barwon	Maltese	329
Barwon	Maori	195
Barwon	NZ	246
Barwon	(Other)	1866
Barwon	Polish	169
Barwon	Russian	51
Barwon	Scottish	6332
Barwon	Serbian	69
Barwon	South African	108
Barwon	Spanish	115
Barwon	Sri Lankan	48
Barwon	Turkish	12
Barwon	Vietnamese	40
Barwon	Welsh	237
Bathurst		7933
Bathurst	Australian	34036
Bathurst	Australian Aboriginal	449
Bathurst	Chinese	600
Bathurst	Croatian	145
Bathurst	Dutch	993
Bathurst	English	31582
Bathurst	Filipino	372
Bathurst	French	355
Bathurst	German	2651
Bathurst	Greek	296
Bathurst	Hungarian	156
Bathurst	Indian	347
Bathurst	Irish	10776
Bathurst	Italian	1326
Bathurst	Korean	40
Bathurst	Lebanese	220
Bathurst	Macedonian	36
Bathurst	Maltese	351
Bathurst	Maori	257
Bathurst	NZ	441
Bathurst	(Other)	2883
Bathurst	Polish	359
Bathurst	Russian	120
Bathurst	Scottish	7989
Bathurst	Serbian	83
Bathurst	South African	142
Bathurst	Spanish	149
Bathurst	Sri Lankan	81
Bathurst	Turkish	18
Bathurst	Vietnamese	109
Bathurst	Welsh	455
Baulkham Hills		2246
Baulkham Hills	Australian	18254
Baulkham Hills	Australian Aboriginal	50
Baulkham Hills	Chinese	14450
Baulkham Hills	Croatian	695
Baulkham Hills	Dutch	908
Baulkham Hills	English	19001
Baulkham Hills	Filipino	1318
Baulkham Hills	French	401
Baulkham Hills	German	1957
Baulkham Hills	Greek	1139
Baulkham Hills	Hungarian	286
Baulkham Hills	Indian	5726
Baulkham Hills	Irish	6507
Baulkham Hills	Italian	3042
Baulkham Hills	Korean	2326
Baulkham Hills	Lebanese	1653
Baulkham Hills	Macedonian	107
Baulkham Hills	Maltese	884
Baulkham Hills	Maori	217
Baulkham Hills	NZ	559
Baulkham Hills	(Other)	10226
Baulkham Hills	Polish	674
Baulkham Hills	Russian	355
Baulkham Hills	Scottish	5015
Baulkham Hills	Serbian	213
Baulkham Hills	South African	554
Baulkham Hills	Spanish	556
Baulkham Hills	Sri Lankan	1355
Baulkham Hills	Turkish	331
Baulkham Hills	Vietnamese	523
Baulkham Hills	Welsh	374
Bega		5528
Bega	Australian	28735
Bega	Australian Aboriginal	524
Bega	Chinese	407
Bega	Croatian	269
Bega	Dutch	1301
Bega	English	30177
Bega	Filipino	279
Bega	French	391
Bega	German	3327
Bega	Greek	283
Bega	Hungarian	219
Bega	Indian	170
Bega	Irish	9074
Bega	Italian	1258
Bega	Korean	35
Bega	Lebanese	84
Bega	Macedonian	38
Bega	Maltese	314
Bega	Maori	181
Bega	NZ	391
Bega	(Other)	2892
Bega	Polish	400
Bega	Russian	171
Bega	Scottish	7931
Bega	Serbian	54
Bega	South African	165
Bega	Spanish	181
Bega	Sri Lankan	35
Bega	Turkish	25
Bega	Vietnamese	82
Bega	Welsh	534
Blacktown		4654
Blacktown	Australian	18270
Blacktown	Australian Aboriginal	286
Blacktown	Chinese	3957
Blacktown	Croatian	827
Blacktown	Dutch	705
Blacktown	English	16571
Blacktown	Filipino	8247
Blacktown	French	300
Blacktown	German	1739
Blacktown	Greek	1031
Blacktown	Hungarian	318
Blacktown	Indian	11775
Blacktown	Irish	4767
Blacktown	Italian	2060
Blacktown	Korean	672
Blacktown	Lebanese	1634
Blacktown	Macedonian	114
Blacktown	Maltese	2015
Blacktown	Maori	998
Blacktown	NZ	611
Blacktown	(Other)	19468
Blacktown	Polish	847
Blacktown	Russian	264
Blacktown	Scottish	3586
Blacktown	Serbian	504
Blacktown	South African	221
Blacktown	Spanish	877
Blacktown	Sri Lankan	932
Blacktown	Turkish	703
Blacktown	Vietnamese	355
Blacktown	Welsh	202
Blue Mountains		3621
Blue Mountains	Australian	27373
Blue Mountains	Australian Aboriginal	250
Blue Mountains	Chinese	928
Blue Mountains	Croatian	318
Blue Mountains	Dutch	1505
Blue Mountains	English	31959
Blue Mountains	Filipino	363
Blue Mountains	French	579
Blue Mountains	German	3483
Blue Mountains	Greek	598
Blue Mountains	Hungarian	440
Blue Mountains	Indian	374
Blue Mountains	Irish	11674
Blue Mountains	Italian	1832
Blue Mountains	Korean	100
Blue Mountains	Lebanese	204
Blue Mountains	Macedonian	30
Blue Mountains	Maltese	703
Blue Mountains	Maori	153
Blue Mountains	NZ	662
Blue Mountains	(Other)	5291
Blue Mountains	Polish	811
Blue Mountains	Russian	377
Blue Mountains	Scottish	8961
Blue Mountains	Serbian	88
Blue Mountains	South African	241
Blue Mountains	Spanish	373
Blue Mountains	Sri Lankan	93
Blue Mountains	Turkish	45
Blue Mountains	Vietnamese	167
Blue Mountains	Welsh	802
Cabramatta		4355
Cabramatta	Australian	6734
Cabramatta	Australian Aboriginal	98
Cabramatta	Chinese	14484
Cabramatta	Croatian	1549
Cabramatta	Dutch	121
Cabramatta	English	6189
Cabramatta	Filipino	1214
Cabramatta	French	189
Cabramatta	German	751
Cabramatta	Greek	574
Cabramatta	Hungarian	161
Cabramatta	Indian	781
Cabramatta	Irish	1214
Cabramatta	Italian	3895
Cabramatta	Korean	67
Cabramatta	Lebanese	1443
Cabramatta	Macedonian	662
Cabramatta	Maltese	705
Cabramatta	Maori	331
Cabramatta	NZ	218
Cabramatta	(Other)	22086
Cabramatta	Polish	479
Cabramatta	Russian	471
Cabramatta	Scottish	945
Cabramatta	Serbian	2228
Cabramatta	South African	29
Cabramatta	Spanish	833
Cabramatta	Sri Lankan	89
Cabramatta	Turkish	394
Cabramatta	Vietnamese	22230
Cabramatta	Welsh	54
Camden		4803
Camden	Australian	31942
Camden	Australian Aboriginal	272
Camden	Chinese	1919
Camden	Croatian	1183
Camden	Dutch	976
Camden	English	29485
Camden	Filipino	960
Camden	French	454
Camden	German	2821
Camden	Greek	1139
Camden	Hungarian	347
Camden	Indian	1685
Camden	Irish	8587
Camden	Italian	6998
Camden	Korean	83
Camden	Lebanese	1668
Camden	Macedonian	349
Camden	Maltese	2853
Camden	Maori	353
Camden	NZ	686
Camden	(Other)	9418
Camden	Polish	842
Camden	Russian	296
Camden	Scottish	6987
Camden	Serbian	693
Camden	South African	410
Camden	Spanish	651
Camden	Sri Lankan	163
Camden	Turkish	240
Camden	Vietnamese	417
Camden	Welsh	453
Campbelltown		5295
Campbelltown	Australian	25562
Campbelltown	Australian Aboriginal	612
Campbelltown	Chinese	1857
Campbelltown	Croatian	491
Campbelltown	Dutch	681
Campbelltown	English	24072
Campbelltown	Filipino	2392
Campbelltown	French	429
Campbelltown	German	2402
Campbelltown	Greek	842
Campbelltown	Hungarian	290
Campbelltown	Indian	2368
Campbelltown	Irish	6898
Campbelltown	Italian	2233
Campbelltown	Korean	110
Campbelltown	Lebanese	1633
Campbelltown	Macedonian	266
Campbelltown	Maltese	917
Campbelltown	Maori	862
Campbelltown	NZ	790
Campbelltown	(Other)	14417
Campbelltown	Polish	702
Campbelltown	Russian	329
Campbelltown	Scottish	5517
Campbelltown	Serbian	268
Campbelltown	South African	578
Campbelltown	Spanish	898
Campbelltown	Sri Lankan	267
Campbelltown	Turkish	164
Campbelltown	Vietnamese	720
Campbelltown	Welsh	368
Canterbury		5302
Canterbury	Australian	10115
Canterbury	Australian Aboriginal	187
Canterbury	Chinese	14944
Canterbury	Croatian	398
Canterbury	Dutch	276
Canterbury	English	9604
Canterbury	Filipino	2033
Canterbury	French	310
Canterbury	German	1024
Canterbury	Greek	11656
Canterbury	Hungarian	241
Canterbury	Indian	2142
Canterbury	Irish	3835
Canterbury	Italian	5147
Canterbury	Korean	2223
Canterbury	Lebanese	7711
Canterbury	Macedonian	479
Canterbury	Maltese	474
Canterbury	Maori	326
Canterbury	NZ	401
Canterbury	(Other)	18090
Canterbury	Polish	344
Canterbury	Russian	223
Canterbury	Scottish	2360
Canterbury	Serbian	230
Canterbury	South African	121
Canterbury	Spanish	752
Canterbury	Sri Lankan	156
Canterbury	Turkish	504
Canterbury	Vietnamese	3172
Canterbury	Welsh	176
Castle Hill		2705
Castle Hill	Australian	20505
Castle Hill	Australian Aboriginal	40
Castle Hill	Chinese	8145
Castle Hill	Croatian	804
Castle Hill	Dutch	1065
Castle Hill	English	22448
Castle Hill	Filipino	2275
Castle Hill	French	421
Castle Hill	German	2275
Castle Hill	Greek	1134
Castle Hill	Hungarian	286
Castle Hill	Indian	4254
Castle Hill	Irish	7019
Castle Hill	Italian	4551
Castle Hill	Korean	1564
Castle Hill	Lebanese	1649
Castle Hill	Macedonian	69
Castle Hill	Maltese	1774
Castle Hill	Maori	167
Castle Hill	NZ	685
Castle Hill	(Other)	10645
Castle Hill	Polish	710
Castle Hill	Russian	427
Castle Hill	Scottish	5733
Castle Hill	Serbian	288
Castle Hill	South African	982
Castle Hill	Spanish	674
Castle Hill	Sri Lankan	1040
Castle Hill	Turkish	281
Castle Hill	Vietnamese	339
Castle Hill	Welsh	438
Cessnock		6251
Cessnock	Australian	35979
Cessnock	Australian Aboriginal	447
Cessnock	Chinese	429
Cessnock	Croatian	114
Cessnock	Dutch	706
Cessnock	English	32693
Cessnock	Filipino	411
Cessnock	French	244
Cessnock	German	3023
Cessnock	Greek	240
Cessnock	Hungarian	113
Cessnock	Indian	387
Cessnock	Irish	7473
Cessnock	Italian	975
Cessnock	Korean	65
Cessnock	Lebanese	91
Cessnock	Macedonian	130
Cessnock	Maltese	226
Cessnock	Maori	245
Cessnock	NZ	445
Cessnock	(Other)	2556
Cessnock	Polish	613
Cessnock	Russian	118
Cessnock	Scottish	8554
Cessnock	Serbian	34
Cessnock	South African	163
Cessnock	Spanish	175
Cessnock	Sri Lankan	54
Cessnock	Turkish	11
Cessnock	Vietnamese	38
Cessnock	Welsh	644
Charlestown		3364
Charlestown	Australian	30829
Charlestown	Australian Aboriginal	303
Charlestown	Chinese	831
Charlestown	Croatian	134
Charlestown	Dutch	845
Charlestown	English	31426
Charlestown	Filipino	358
Charlestown	French	363
Charlestown	German	3162
Charlestown	Greek	581
Charlestown	Hungarian	161
Charlestown	Indian	453
Charlestown	Irish	9015
Charlestown	Italian	1890
Charlestown	Korean	118
Charlestown	Lebanese	108
Charlestown	Macedonian	756
Charlestown	Maltese	196
Charlestown	Maori	202
Charlestown	NZ	476
Charlestown	(Other)	3590
Charlestown	Polish	665
Charlestown	Russian	177
Charlestown	Scottish	8804
Charlestown	Serbian	125
Charlestown	South African	243
Charlestown	Spanish	206
Charlestown	Sri Lankan	59
Charlestown	Turkish	30
Charlestown	Vietnamese	97
Charlestown	Welsh	838
Clarence		6118
Clarence	Australian	33688
Clarence	Australian Aboriginal	794
Clarence	Chinese	359
Clarence	Croatian	38
Clarence	Dutch	818
Clarence	English	30816
Clarence	Filipino	342
Clarence	French	283
Clarence	German	3234
Clarence	Greek	207
Clarence	Hungarian	69
Clarence	Indian	214
Clarence	Irish	9030
Clarence	Italian	1173
Clarence	Korean	20
Clarence	Lebanese	64
Clarence	Macedonian	11
Clarence	Maltese	189
Clarence	Maori	189
Clarence	NZ	368
Clarence	(Other)	2092
Clarence	Polish	192
Clarence	Russian	75
Clarence	Scottish	8003
Clarence	Serbian	12
Clarence	South African	97
Clarence	Spanish	137
Clarence	Sri Lankan	34
Clarence	Turkish	13
Clarence	Vietnamese	28
Clarence	Welsh	368
Coffs Harbour		5674
Coffs Harbour	Australian	29343
Coffs Harbour	Australian Aboriginal	453
Coffs Harbour	Chinese	645
Coffs Harbour	Croatian	129
Coffs Harbour	Dutch	1013
Coffs Harbour	English	30300
Coffs Harbour	Filipino	394
Coffs Harbour	French	403
Coffs Harbour	German	3116
Coffs Harbour	Greek	280
Coffs Harbour	Hungarian	176
Coffs Harbour	Indian	1346
Coffs Harbour	Irish	9459
Coffs Harbour	Italian	1593
Coffs Harbour	Korean	61
Coffs Harbour	Lebanese	111
Coffs Harbour	Macedonian	30
Coffs Harbour	Maltese	285
Coffs Harbour	Maori	280
Coffs Harbour	NZ	540
Coffs Harbour	(Other)	4765
Coffs Harbour	Polish	357
Coffs Harbour	Russian	158
Coffs Harbour	Scottish	7859
Coffs Harbour	Serbian	31
Coffs Harbour	South African	201
Coffs Harbour	Spanish	276
Coffs Harbour	Sri Lankan	43
Coffs Harbour	Turkish	38
Coffs Harbour	Vietnamese	64
Coffs Harbour	Welsh	484
Coogee		7893
Coogee	Australian	18640
Coogee	Australian Aboriginal	93
Coogee	Chinese	4470
Coogee	Croatian	424
Coogee	Dutch	963
Coogee	English	25759
Coogee	Filipino	812
Coogee	French	1485
Coogee	German	3176
Coogee	Greek	2426
Coogee	Hungarian	844
Coogee	Indian	1109
Coogee	Irish	13438
Coogee	Italian	3651
Coogee	Korean	359
Coogee	Lebanese	787
Coogee	Macedonian	97
Coogee	Maltese	445
Coogee	Maori	275
Coogee	NZ	1031
Coogee	(Other)	11902
Coogee	Polish	1242
Coogee	Russian	1333
Coogee	Scottish	7218
Coogee	Serbian	238
Coogee	South African	1005
Coogee	Spanish	928
Coogee	Sri Lankan	185
Coogee	Turkish	167
Coogee	Vietnamese	359
Coogee	Welsh	673
Cootamundra		7049
Cootamundra	Australian	33162
Cootamundra	Australian Aboriginal	358
Cootamundra	Chinese	420
Cootamundra	Croatian	68
Cootamundra	Dutch	556
Cootamundra	English	28863
Cootamundra	Filipino	239
Cootamundra	French	249
Cootamundra	German	3193
Cootamundra	Greek	217
Cootamundra	Hungarian	66
Cootamundra	Indian	203
Cootamundra	Irish	9083
Cootamundra	Italian	811
Cootamundra	Korean	28
Cootamundra	Lebanese	276
Cootamundra	Macedonian	16
Cootamundra	Maltese	194
Cootamundra	Maori	149
Cootamundra	NZ	240
Cootamundra	(Other)	1597
Cootamundra	Polish	184
Cootamundra	Russian	54
Cootamundra	Scottish	6816
Cootamundra	Serbian	71
Cootamundra	South African	78
Cootamundra	Spanish	95
Cootamundra	Sri Lankan	39
Cootamundra	Turkish	22
Cootamundra	Vietnamese	54
Cootamundra	Welsh	253
Cronulla		3662
Cronulla	Australian	27709
Cronulla	Australian Aboriginal	107
Cronulla	Chinese	1538
Cronulla	Croatian	537
Cronulla	Dutch	851
Cronulla	English	30144
Cronulla	Filipino	465
Cronulla	French	562
Cronulla	German	2710
Cronulla	Greek	2005
Cronulla	Hungarian	241
Cronulla	Indian	439
Cronulla	Irish	10775
Cronulla	Italian	3298
Cronulla	Korean	94
Cronulla	Lebanese	478
Cronulla	Macedonian	293
Cronulla	Maltese	745
Cronulla	Maori	402
Cronulla	NZ	632
Cronulla	(Other)	5205
Cronulla	Polish	561
Cronulla	Russian	425
Cronulla	Scottish	7474
Cronulla	Serbian	194
Cronulla	South African	312
Cronulla	Spanish	374
Cronulla	Sri Lankan	75
Cronulla	Turkish	65
Cronulla	Vietnamese	140
Cronulla	Welsh	613
Davidson		3010
Davidson	Australian	20521
Davidson	Australian Aboriginal	26
Davidson	Chinese	12439
Davidson	Croatian	441
Davidson	Dutch	1119
Davidson	English	26262
Davidson	Filipino	508
Davidson	French	677
Davidson	German	2620
Davidson	Greek	895
Davidson	Hungarian	431
Davidson	Indian	1613
Davidson	Irish	8162
Davidson	Italian	2288
Davidson	Korean	1487
Davidson	Lebanese	348
Davidson	Macedonian	67
Davidson	Maltese	240
Davidson	Maori	113
Davidson	NZ	905
Davidson	(Other)	9569
Davidson	Polish	580
Davidson	Russian	487
Davidson	Scottish	7090
Davidson	Serbian	167
Davidson	South African	1983
Davidson	Spanish	400
Davidson	Sri Lankan	365
Davidson	Turkish	80
Davidson	Vietnamese	274
Davidson	Welsh	593
Drummoyne		4645
Drummoyne	Australian	14723
Drummoyne	Australian Aboriginal	81
Drummoyne	Chinese	12821
Drummoyne	Croatian	729
Drummoyne	Dutch	510
Drummoyne	English	16469
Drummoyne	Filipino	854
Drummoyne	French	473
Drummoyne	German	1686
Drummoyne	Greek	3165
Drummoyne	Hungarian	303
Drummoyne	Indian	2369
Drummoyne	Irish	7621
Drummoyne	Italian	12617
Drummoyne	Korean	2828
Drummoyne	Lebanese	1767
Drummoyne	Macedonian	205
Drummoyne	Maltese	715
Drummoyne	Maori	192
Drummoyne	NZ	563
Drummoyne	(Other)	8377
Drummoyne	Polish	625
Drummoyne	Russian	415
Drummoyne	Scottish	4667
Drummoyne	Serbian	337
Drummoyne	South African	324
Drummoyne	Spanish	762
Drummoyne	Sri Lankan	388
Drummoyne	Turkish	445
Drummoyne	Vietnamese	729
Drummoyne	Welsh	375
Dubbo		7396
Dubbo	Australian	36696
Dubbo	Australian Aboriginal	912
Dubbo	Chinese	635
Dubbo	Croatian	70
Dubbo	Dutch	780
Dubbo	English	29687
Dubbo	Filipino	390
Dubbo	French	272
Dubbo	German	2658
Dubbo	Greek	285
Dubbo	Hungarian	70
Dubbo	Indian	577
Dubbo	Irish	9136
Dubbo	Italian	975
Dubbo	Korean	83
Dubbo	Lebanese	129
Dubbo	Macedonian	11
Dubbo	Maltese	258
Dubbo	Maori	217
Dubbo	NZ	363
Dubbo	(Other)	2390
Dubbo	Polish	208
Dubbo	Russian	85
Dubbo	Scottish	6863
Dubbo	Serbian	32
Dubbo	South African	131
Dubbo	Spanish	120
Dubbo	Sri Lankan	128
Dubbo	Turkish	19
Dubbo	Vietnamese	82
Dubbo	Welsh	300
East Hills		3878
East Hills	Australian	18204
East Hills	Australian Aboriginal	182
East Hills	Chinese	7037
East Hills	Croatian	528
East Hills	Dutch	379
East Hills	English	15921
East Hills	Filipino	1020
East Hills	French	291
East Hills	German	1471
East Hills	Greek	4049
East Hills	Hungarian	236
East Hills	Indian	1703
East Hills	Irish	5496
East Hills	Italian	3246
East Hills	Korean	310
East Hills	Lebanese	8397
East Hills	Macedonian	1715
East Hills	Maltese	766
East Hills	Maori	541
East Hills	NZ	467
East Hills	(Other)	11032
East Hills	Polish	537
East Hills	Russian	240
East Hills	Scottish	3793
East Hills	Serbian	218
East Hills	South African	220
East Hills	Spanish	438
East Hills	Sri Lankan	171
East Hills	Turkish	243
East Hills	Vietnamese	5072
East Hills	Welsh	244
Epping		3028
Epping	Australian	15389
Epping	Australian Aboriginal	29
Epping	Chinese	21108
Epping	Croatian	289
Epping	Dutch	739
Epping	English	18166
Epping	Filipino	926
Epping	French	387
Epping	German	1668
Epping	Greek	630
Epping	Hungarian	241
Epping	Indian	5756
Epping	Irish	5988
Epping	Italian	2067
Epping	Korean	4353
Epping	Lebanese	830
Epping	Macedonian	37
Epping	Maltese	289
Epping	Maori	74
Epping	NZ	516
Epping	(Other)	8315
Epping	Polish	462
Epping	Russian	408
Epping	Scottish	5135
Epping	Serbian	118
Epping	South African	665
Epping	Spanish	366
Epping	Sri Lankan	1458
Epping	Turkish	120
Epping	Vietnamese	522
Epping	Welsh	401
Fairfield		5237
Fairfield	Australian	8455
Fairfield	Australian Aboriginal	87
Fairfield	Chinese	10815
Fairfield	Croatian	978
Fairfield	Dutch	169
Fairfield	English	7495
Fairfield	Filipino	1423
Fairfield	French	193
Fairfield	German	834
Fairfield	Greek	591
Fairfield	Hungarian	155
Fairfield	Indian	948
Fairfield	Irish	1673
Fairfield	Italian	2722
Fairfield	Korean	80
Fairfield	Lebanese	5406
Fairfield	Macedonian	450
Fairfield	Maltese	751
Fairfield	Maori	455
Fairfield	NZ	211
Fairfield	(Other)	30702
Fairfield	Polish	493
Fairfield	Russian	333
Fairfield	Scottish	1317
Fairfield	Serbian	1249
Fairfield	South African	49
Fairfield	Spanish	1225
Fairfield	Sri Lankan	96
Fairfield	Turkish	613
Fairfield	Vietnamese	15439
Fairfield	Welsh	73
Gosford		4855
Gosford	Australian	29094
Gosford	Australian Aboriginal	357
Gosford	Chinese	1463
Gosford	Croatian	245
Gosford	Dutch	978
Gosford	English	30889
Gosford	Filipino	788
Gosford	French	446
Gosford	German	2489
Gosford	Greek	667
Gosford	Hungarian	194
Gosford	Indian	744
Gosford	Irish	9639
Gosford	Italian	1884
Gosford	Korean	347
Gosford	Lebanese	222
Gosford	Macedonian	29
Gosford	Maltese	582
Gosford	Maori	441
Gosford	NZ	763
Gosford	(Other)	5119
Gosford	Polish	408
Gosford	Russian	354
Gosford	Scottish	7604
Gosford	Serbian	84
Gosford	South African	346
Gosford	Spanish	430
Gosford	Sri Lankan	134
Gosford	Turkish	94
Gosford	Vietnamese	138
Gosford	Welsh	557
Goulburn		6081
Goulburn	Australian	32635
Goulburn	Australian Aboriginal	197
Goulburn	Chinese	648
Goulburn	Croatian	268
Goulburn	Dutch	1030
Goulburn	English	31685
Goulburn	Filipino	318
Goulburn	French	396
Goulburn	German	2714
Goulburn	Greek	456
Goulburn	Hungarian	231
Goulburn	Indian	275
Goulburn	Irish	10460
Goulburn	Italian	1298
Goulburn	Korean	78
Goulburn	Lebanese	172
Goulburn	Macedonian	68
Goulburn	Maltese	392
Goulburn	Maori	209
Goulburn	NZ	416
Goulburn	(Other)	3215
Goulburn	Polish	405
Goulburn	Russian	153
Goulburn	Scottish	8370
Goulburn	Serbian	63
Goulburn	South African	181
Goulburn	Spanish	174
Goulburn	Sri Lankan	52
Goulburn	Turkish	29
Goulburn	Vietnamese	64
Goulburn	Welsh	506
Granville		6066
Granville	Australian	11292
Granville	Australian Aboriginal	106
Granville	Chinese	8080
Granville	Croatian	957
Granville	Dutch	225
Granville	English	9964
Granville	Filipino	2441
Granville	French	219
Granville	German	885
Granville	Greek	1155
Granville	Hungarian	152
Granville	Indian	9056
Granville	Irish	2780
Granville	Italian	2289
Granville	Korean	596
Granville	Lebanese	14895
Granville	Macedonian	103
Granville	Maltese	1333
Granville	Maori	562
Granville	NZ	312
Granville	(Other)	24879
Granville	Polish	392
Granville	Russian	339
Granville	Scottish	1814
Granville	Serbian	328
Granville	South African	112
Granville	Spanish	605
Granville	Sri Lankan	787
Granville	Turkish	2117
Granville	Vietnamese	1304
Granville	Welsh	115
Hawkesbury		4514
Hawkesbury	Australian	30584
Hawkesbury	Australian Aboriginal	292
Hawkesbury	Chinese	840
Hawkesbury	Croatian	460
Hawkesbury	Dutch	1434
Hawkesbury	English	29790
Hawkesbury	Filipino	409
Hawkesbury	French	363
Hawkesbury	German	2757
Hawkesbury	Greek	576
Hawkesbury	Hungarian	274
Hawkesbury	Indian	338
Hawkesbury	Irish	8319
Hawkesbury	Italian	2992
Hawkesbury	Korean	95
Hawkesbury	Lebanese	792
Hawkesbury	Macedonian	282
Hawkesbury	Maltese	3374
Hawkesbury	Maori	265
Hawkesbury	NZ	665
Hawkesbury	(Other)	3755
Hawkesbury	Polish	514
Hawkesbury	Russian	203
Hawkesbury	Scottish	6968
Hawkesbury	Serbian	142
Hawkesbury	South African	305
Hawkesbury	Spanish	269
Hawkesbury	Sri Lankan	69
Hawkesbury	Turkish	53
Hawkesbury	Vietnamese	81
Hawkesbury	Welsh	515
Heathcote		2890
Heathcote	Australian	30877
Heathcote	Australian Aboriginal	127
Heathcote	Chinese	1822
Heathcote	Croatian	374
Heathcote	Dutch	1146
Heathcote	English	31230
Heathcote	Filipino	496
Heathcote	French	506
Heathcote	German	2718
Heathcote	Greek	1395
Heathcote	Hungarian	219
Heathcote	Indian	723
Heathcote	Irish	10599
Heathcote	Italian	2775
Heathcote	Korean	113
Heathcote	Lebanese	483
Heathcote	Macedonian	490
Heathcote	Maltese	797
Heathcote	Maori	376
Heathcote	NZ	713
Heathcote	(Other)	5725
Heathcote	Polish	464
Heathcote	Russian	458
Heathcote	Scottish	7802
Heathcote	Serbian	130
Heathcote	South African	411
Heathcote	Spanish	415
Heathcote	Sri Lankan	89
Heathcote	Turkish	84
Heathcote	Vietnamese	165
Heathcote	Welsh	635
