SSC_CODE_2016,Intct_fam_no_otr_chld_pre_Fam,Step_fam_no_otr_chld_pre_Fam,Blnd_fam_no_otr_chld_pre_Fam,Intct_fam_othr_child_pres_Fam,Step_fam_othr_child_pres_Fam,Blnd_fam_othr_child_pres_Fam,Otr_cpl_fam_otr_chld_only_Fam,Tot_Families
SSC11805,143,5,8,0,0,0,0,159
SSC11806,37,3,0,0,0,0,0,38
SSC11807,0,0,0,0,0,0,0,0
SSC11808,12,0,0,0,0,0,0,11
SSC11809,26,3,0,0,0,0,0,26
SSC11810,23,0,0,0,0,0,0,30
SSC11811,0,0,0,0,0,0,0,0
SSC11812,894,78,54,14,0,0,6,1044
SSC11813,64,8,4,0,0,0,3,78
SSC11814,12,0,0,0,0,0,0,16
SSC11815,8,0,0,0,0,0,0,15
SSC11816,0,0,0,0,0,0,0,0
SSC11817,26,4,0,0,0,0,0,25
SSC11818,0,0,0,0,0,0,0,0
SSC11819,0,0,0,0,0,0,0,3
SSC11820,10,0,0,0,0,0,0,10
SSC11821,15,0,0,0,0,0,0,15
SSC11822,168,13,7,4,0,0,0,194
SSC11823,11,0,3,0,0,0,0,12
SSC11824,321,35,23,0,3,0,7,394
SSC11825,252,16,0,0,0,0,0,272
SSC11826,859,70,30,5,0,0,0,960
SSC11827,1060,60,23,3,0,0,0,1151
SSC11828,898,35,12,7,0,0,0,947
SSC11829,0,0,0,0,0,0,0,0
SSC11830,179,25,21,0,3,0,3,233
SSC11831,17,0,3,0,0,0,0,23
SSC11832,56,5,4,0,0,0,0,68
SSC11833,0,0,0,0,0,0,0,3
SSC11834,13,0,0,0,0,0,0,13
SSC11835,55,9,3,0,0,0,0,65
SSC11836,4,0,0,0,0,0,0,4
SSC11837,0,0,0,0,0,0,0,0
SSC11838,299,25,9,3,0,0,3,336
SSC11839,114,8,3,0,0,0,0,124
SSC11840,67,9,7,3,0,0,0,82
SSC11841,386,21,8,0,0,0,0,412
SSC11842,55,3,3,3,0,0,0,67
SSC11843,636,56,56,10,0,0,5,771
SSC11844,403,30,12,4,0,0,0,445
SSC11845,6,0,0,0,0,0,0,8
SSC11846,3,0,0,0,0,0,0,3
SSC11847,3,0,0,0,0,0,0,3
SSC11848,0,0,0,0,0,0,0,0
SSC11849,18,0,0,0,0,0,0,18
SSC11850,137,11,3,0,0,0,0,146
SSC11851,142,9,7,3,0,0,3,170
SSC11852,21,0,0,0,0,0,0,18
SSC11853,19,0,0,0,0,0,0,23
SSC11854,22,0,0,0,0,0,0,21
SSC11855,3,0,0,0,0,0,0,6
SSC11856,4,0,0,0,0,0,0,11
SSC11857,6,0,0,0,0,0,0,11
SSC11858,151,15,3,3,0,0,8,180
SSC11859,1608,124,76,18,0,0,8,1837
SSC11860,709,14,7,6,0,0,0,736
SSC11861,45,0,3,0,0,0,0,47
SSC11862,3,0,0,0,0,0,0,3
SSC11863,3,0,0,0,0,0,0,3
SSC11864,4,0,0,0,0,0,0,4
SSC11865,20,3,0,0,0,0,0,21
SSC11866,619,35,35,23,0,0,4,713
SSC11867,0,0,0,0,0,0,0,0
SSC11868,24,0,0,0,0,0,0,28
SSC11869,21,0,0,0,0,0,0,21
SSC11870,3,0,0,0,0,0,0,3
SSC11871,0,0,0,0,0,0,0,0
SSC11872,59,12,0,0,0,0,0,74
SSC11873,64,10,4,0,0,0,0,75
SSC11874,192,15,5,3,0,0,9,212
SSC11875,30,0,0,0,0,0,0,35
SSC11876,0,0,0,0,0,0,0,0
SSC11877,197,12,6,4,0,0,0,219
SSC11878,0,0,0,0,0,0,0,0
SSC11879,0,0,0,0,0,0,0,6
SSC11880,144,16,15,0,0,0,0,170
SSC11881,562,47,36,5,3,0,6,657
SSC11882,4,0,3,0,0,0,0,5
SSC11883,793,47,20,10,0,0,5,878
SSC11884,15,0,0,0,0,0,0,23
SSC11885,4,0,0,0,0,0,0,4
SSC11886,569,37,34,21,3,0,3,678
SSC11887,259,16,23,14,0,0,4,326
SSC11888,265,28,15,0,0,0,5,318
SSC11889,0,0,0,0,0,0,0,0
SSC11890,917,54,37,15,0,0,0,1024
SSC11891,74,0,0,0,0,0,0,76
SSC11892,96,3,9,6,0,0,8,121
SSC11893,6,0,0,0,0,0,0,3
SSC11894,13,0,0,0,0,0,0,13
SSC11895,23,0,0,0,0,0,0,22
SSC11896,19,0,0,0,0,0,0,19
SSC11897,20,0,3,0,0,0,0,29
SSC11898,8,0,0,0,0,0,0,12
SSC11899,9,0,0,0,0,0,0,7
SSC11900,49,4,0,0,0,0,0,55
SSC11901,0,0,0,0,0,0,0,0
SSC11902,100,5,3,0,0,0,0,113
SSC11903,3,0,0,0,0,0,0,5
SSC11904,9,0,0,0,0,0,0,12
SSC11905,287,28,26,3,0,0,3,349
SSC11906,22,0,0,3,0,0,0,25
SSC11907,16,3,0,0,0,0,0,22
SSC11908,4,0,0,0,0,0,0,4
SSC11909,78,3,3,0,0,0,0,88
SSC11910,7,0,0,0,0,0,0,7
SSC11911,562,39,23,13,0,0,3,642
SSC11912,128,5,7,3,0,0,0,141
SSC11913,35,0,0,0,0,0,0,38
SSC11914,617,69,34,4,3,0,7,734
SSC11915,1634,66,56,30,3,3,3,1797
SSC11916,53,7,3,3,0,0,0,62
SSC11917,279,28,18,0,0,0,0,324
SSC11918,9,0,0,0,0,0,0,8
SSC11919,0,0,0,0,0,0,0,0
SSC11920,125,16,9,0,0,0,3,157
SSC11921,135,8,0,3,0,0,0,151
SSC11922,9,0,0,0,0,0,0,9
SSC11923,7,0,3,0,0,0,0,10
SSC11924,148,22,5,3,0,0,3,187
SSC11925,171,11,5,0,0,0,0,191
SSC11926,787,35,21,9,0,0,3,846
SSC11927,0,0,0,0,0,0,0,0
SSC11928,5,0,0,0,0,0,0,10
SSC11929,791,30,4,18,0,0,3,848
SSC11930,906,39,15,20,0,0,3,982
SSC11931,7,0,0,0,0,0,0,7
SSC11932,4,0,0,0,0,0,0,4
SSC11933,6,0,0,0,0,0,0,12
SSC11934,8,0,0,0,0,0,0,10
SSC11935,604,24,18,5,0,0,0,653
SSC11936,2842,98,39,39,3,0,5,3021
SSC11937,963,41,33,8,0,0,4,1050
SSC11938,6,3,0,0,0,0,0,11
SSC11939,22,4,3,3,0,0,0,32
SSC11940,8,0,0,0,0,0,0,12
SSC11941,63,6,6,0,0,0,0,75
SSC11942,1072,85,70,16,0,0,4,1250
SSC11943,233,12,3,3,0,0,0,251
SSC11944,24,4,0,0,0,0,0,27
SSC11945,3,0,0,0,0,0,0,3
SSC11946,7,0,0,0,0,0,0,7
SSC11947,3,0,0,0,0,0,0,6
SSC11948,3,0,0,0,0,0,3,7
SSC11949,0,0,0,0,0,0,0,0
SSC11950,224,24,22,0,3,0,0,267
SSC11951,662,26,14,17,0,0,3,733
SSC11952,12,0,0,0,0,0,0,14
SSC11953,0,0,0,0,0,0,0,0
SSC11954,1190,50,18,5,0,0,0,1261
SSC11955,376,33,28,0,0,0,0,446
SSC11956,11,0,0,0,0,0,0,15
SSC11957,0,0,0,0,0,0,0,0
SSC11958,20,0,0,0,0,0,0,22
SSC11959,4,0,0,0,0,0,0,9
SSC11960,66,11,0,0,0,0,0,79
SSC11961,17,4,0,0,0,0,0,18
SSC11962,8,0,0,0,0,0,0,8
SSC11963,553,23,17,12,0,0,0,603
SSC11964,3088,156,51,67,7,4,15,3395
SSC11965,403,18,12,7,0,0,0,440
SSC11966,42,8,0,0,0,0,0,45
SSC11967,0,0,0,0,0,0,0,0
SSC11968,37,9,0,0,0,0,0,50
SSC11969,5,0,0,0,0,0,0,5
SSC11970,14,0,0,0,0,0,0,17
SSC11971,12,0,3,0,0,0,0,15
SSC11972,13,0,0,0,0,0,0,18
SSC11973,5,0,0,0,0,0,0,3
SSC11974,1124,46,20,13,3,0,3,1201
SSC11975,67,4,4,0,0,0,0,78
SSC11976,3,0,0,0,0,0,0,3
SSC11977,9,0,0,0,0,0,0,9
SSC11978,1802,112,60,42,5,3,7,2033
SSC11979,125,3,5,4,0,0,0,131
SSC11980,3,0,0,0,0,0,0,4
SSC11981,879,97,64,18,0,3,4,1063
SSC11982,0,0,0,0,0,0,0,0
SSC11983,81,5,4,0,0,0,0,93
SSC11984,5,0,0,0,0,0,0,5
SSC11985,3,0,0,0,0,0,0,3
SSC11986,0,0,0,0,0,0,0,0
SSC11987,9,0,0,0,0,0,0,10
SSC11988,0,0,0,0,0,0,0,0
SSC11989,3,0,0,0,0,0,0,3
SSC11990,105,9,9,0,0,0,0,127
SSC11991,20,0,0,0,0,0,0,27
SSC11992,7,0,0,0,0,0,0,8
SSC11993,12,0,0,0,0,0,0,12
SSC11994,0,0,0,0,0,0,0,0
SSC11995,0,0,0,0,0,0,0,0
SSC11996,0,0,0,0,0,0,0,0
SSC11997,0,0,0,0,0,0,0,0
SSC11998,170,16,11,0,0,0,0,195
SSC11999,27,0,0,0,0,0,0,30
SSC12000,490,28,29,3,0,0,0,559
SSC12001,758,43,21,11,0,0,4,832
SSC12002,31,0,0,0,0,0,0,37
SSC12003,0,0,0,0,0,0,0,0
SSC12004,31,0,3,0,0,0,0,38
SSC12005,10,0,0,0,0,0,0,10
SSC12006,9,0,0,0,0,0,0,5
SSC12007,3,0,0,0,0,0,0,3
SSC12008,6,0,0,0,0,0,0,10
SSC12009,0,0,0,0,0,0,0,3
SSC12010,7,0,0,0,0,0,0,7
SSC12011,9,0,0,0,0,0,0,11
SSC12012,25,0,0,0,0,0,0,25
SSC12013,0,0,0,0,0,0,0,0
SSC12014,88,4,5,0,0,0,0,94
SSC12015,0,0,0,0,0,0,0,0
SSC12016,1439,105,59,9,0,4,3,1611
SSC12017,17,0,0,3,0,0,0,20
SSC12018,4,0,0,0,0,0,0,3
SSC12019,6,0,0,0,0,0,0,9
SSC12020,0,0,0,0,0,0,0,0
SSC12021,31,0,0,0,0,0,0,36
SSC12022,13,0,0,0,0,0,0,12
SSC12023,221,16,6,4,0,0,0,251
SSC12024,280,20,4,4,0,0,3,325
SSC12025,0,0,0,0,0,0,0,0
SSC12026,32,0,0,0,0,0,0,40
SSC12027,209,16,8,6,0,0,0,238
SSC12028,3,0,0,0,0,0,0,3
SSC12029,0,0,0,0,0,0,0,0
SSC12030,217,12,5,0,0,0,0,235
SSC12031,0,0,0,0,0,0,0,0
SSC12032,264,13,14,4,0,0,0,296
SSC12033,0,0,0,0,0,0,0,0
SSC12034,3,3,0,0,0,0,0,3
SSC12035,11,0,0,0,0,0,0,14
SSC12036,0,0,0,0,0,0,0,0
SSC12037,18,0,0,0,0,0,0,18
SSC12038,0,0,0,0,0,0,0,0
SSC12039,0,0,0,0,0,0,0,0
SSC12040,12,0,0,0,0,0,0,16
SSC12041,7,0,0,0,0,0,0,3
SSC12042,676,54,58,11,0,3,3,805
SSC12043,3,0,0,0,0,0,0,3
SSC12044,17,0,0,0,0,0,0,23
SSC12045,135,4,4,0,0,0,3,150
SSC12046,312,24,25,10,0,0,10,379
SSC12047,13,0,0,0,0,0,0,13
SSC12048,271,16,14,3,0,0,0,299
SSC12049,16,0,0,0,0,0,0,22
SSC12050,15,0,3,0,0,0,0,25
SSC12051,74,4,3,0,0,0,0,87
SSC12052,20,0,3,0,0,0,0,20
SSC12053,13,0,0,0,0,0,0,10
SSC12054,11,3,0,0,0,0,0,20
SSC12055,549,50,30,4,3,0,4,641
SSC12056,0,0,0,0,0,0,0,0
SSC12057,80,5,9,0,0,0,3,96
SSC12058,9,0,0,0,0,0,0,14
SSC12059,9,0,0,0,0,0,0,9
SSC12060,89,3,0,0,0,0,0,96
SSC12061,74,4,0,0,0,0,0,79
SSC12062,9,0,0,0,0,0,0,9
SSC12063,0,4,0,0,0,0,0,4
SSC12064,27,3,0,0,0,0,0,35
SSC12065,10,0,0,0,0,0,0,8
SSC12066,19,0,0,0,0,0,0,23
SSC12067,313,33,29,6,0,3,6,386
SSC12068,27,0,3,0,0,0,0,27
SSC12069,0,0,0,0,0,0,0,0
SSC12070,3,0,0,0,0,0,0,3
SSC12071,831,89,67,13,0,0,10,1005
SSC12072,59,8,0,3,0,0,0,72
SSC12073,511,29,23,0,0,0,0,567
SSC12074,823,54,43,8,4,0,5,936
SSC12075,3,0,0,0,0,0,0,3
SSC12076,96,7,8,0,0,0,0,110
SSC12077,537,59,29,11,0,0,3,633
SSC12078,3,0,0,0,0,0,0,3
SSC12079,379,30,17,8,0,0,3,436
SSC12080,92,8,9,0,0,0,0,109
SSC12081,0,0,0,0,0,0,0,0
SSC12082,8,0,0,0,0,0,0,8
SSC12083,12,0,0,0,0,0,0,18
SSC12084,14,0,3,0,0,0,0,15
SSC12085,291,20,3,4,0,0,0,314
SSC12086,19,0,0,0,0,0,0,23
SSC12087,18,0,0,0,0,0,0,20
SSC12088,4606,232,141,43,10,3,6,5033
SSC12089,1738,90,51,19,0,0,6,1905
SSC12090,888,81,63,11,3,3,3,1050
SSC12091,21,0,0,0,0,0,0,22
SSC12092,29,3,0,0,0,0,0,35
SSC12093,8,0,3,0,0,0,0,11
SSC12094,253,8,3,5,0,0,3,279
SSC12095,14,5,0,0,0,0,0,23
SSC12096,101,9,3,0,0,0,0,124
SSC12097,5,0,0,0,0,0,0,3
SSC12098,0,0,0,0,0,0,0,0
SSC12099,919,49,17,10,0,0,3,993
SSC12100,721,36,25,7,0,0,0,794
SSC12101,92,4,7,0,0,0,0,105
SSC12102,12,3,0,0,0,0,0,14
SSC12103,13,0,0,0,0,0,0,13
SSC12104,0,0,0,0,0,0,0,0
SSC12105,3,0,0,0,0,0,0,3
SSC12106,0,0,0,0,0,0,0,0
SSC12107,0,0,0,0,0,0,0,0
SSC12108,3,0,0,0,0,0,0,3
SSC12109,86,3,0,3,0,0,3,89
SSC12110,0,0,0,0,0,0,0,0
SSC12111,18,0,3,0,0,0,0,22
SSC12112,0,0,0,0,0,0,0,0
SSC12113,3,0,0,0,0,0,0,3
SSC12114,8,0,0,0,0,0,0,8
SSC12115,6,0,0,0,0,0,0,12
SSC12116,616,52,31,5,0,0,5,709
SSC12117,632,42,27,4,0,0,8,711
SSC12118,75,4,3,0,0,0,0,89
SSC12119,43,4,0,0,0,0,0,54
SSC12120,0,0,0,0,0,0,0,0
SSC12121,6,3,0,0,0,0,0,6
SSC12122,31,0,0,0,0,0,0,38
SSC12123,9,0,0,0,0,0,0,9
SSC12124,12,0,0,0,0,0,0,12
SSC12125,144,17,3,5,0,0,3,176
SSC12126,6,0,0,0,0,0,0,6
SSC12127,0,0,0,0,0,0,0,5
SSC12128,21,3,0,0,0,0,0,25
SSC12129,1535,64,21,17,0,0,3,1641
SSC12130,701,32,14,7,3,0,0,760
SSC12131,637,62,49,8,3,0,11,771
SSC12132,16,0,0,0,0,0,0,17
SSC12133,36,0,5,0,0,0,3,43
SSC12134,77,15,3,0,0,0,0,97
SSC12135,0,0,0,0,0,0,0,0
SSC12136,7,0,0,0,0,0,0,7
SSC12137,97,11,0,3,0,0,0,108
SSC12138,6,0,0,0,0,0,0,6
SSC12139,13,0,0,0,0,0,0,15
SSC12140,23,0,0,0,0,0,0,25
SSC12141,683,57,33,7,0,0,0,783
SSC12142,27,0,0,0,0,0,0,29
SSC12143,11,0,0,0,0,0,0,9
SSC12144,0,0,0,0,0,0,0,0
SSC12145,191,10,11,0,0,0,0,213
SSC12146,14,3,0,0,0,0,0,22
SSC12147,0,0,0,0,0,0,0,0
SSC12148,0,0,0,0,0,0,0,0
SSC12149,1344,89,42,11,0,0,4,1495
SSC12150,462,27,20,7,0,0,4,516
SSC12151,9,0,0,0,0,0,0,10
SSC12152,0,0,0,0,0,0,0,3
SSC12153,45,0,3,0,0,0,3,59
SSC12154,651,52,24,6,3,0,0,739
SSC12155,24,0,0,0,0,0,0,24
SSC12156,1262,51,18,15,0,0,4,1356
SSC12157,0,0,0,0,0,0,0,0
SSC12158,1604,63,40,28,3,0,3,1738
SSC12159,4,0,0,0,0,0,0,7
SSC12160,3,0,0,0,0,0,0,6
SSC12161,12,0,0,0,0,0,0,12
SSC12162,3,0,0,0,0,0,0,3
SSC12163,795,60,33,14,5,0,10,923
SSC12164,116,17,6,0,0,0,0,143
SSC12165,8,0,0,0,0,0,0,11
SSC12166,5,0,0,0,0,0,0,5
SSC12167,0,0,0,0,0,0,0,0
SSC12168,0,0,0,0,0,0,0,0
SSC12169,0,0,0,0,0,0,0,0
SSC12170,4,0,3,0,0,0,0,9
SSC12171,102,5,4,4,0,0,0,112
SSC12172,1097,75,40,4,0,0,5,1224
SSC12173,185,15,0,0,0,0,0,204
SSC12174,45,5,4,0,0,0,0,56
SSC12175,0,0,0,0,0,0,0,0
SSC12176,3,0,0,0,0,0,0,5
SSC12177,3,0,0,0,0,0,0,3
SSC12178,21,0,0,0,0,0,0,25
SSC12179,3,0,0,0,0,0,0,3
SSC12180,0,0,0,0,0,0,0,0
SSC12181,1695,57,38,33,0,0,10,1833
SSC12182,276,7,8,3,0,0,0,299
SSC12183,10,0,0,0,0,0,0,10
SSC12184,0,0,0,0,0,0,0,0
SSC12185,87,5,4,0,0,0,0,95
SSC12186,0,0,0,0,0,0,0,0
SSC12187,283,42,29,9,0,0,3,378
SSC12188,32,0,3,0,0,0,0,31
SSC12189,4,0,0,0,0,0,0,4
SSC12190,0,0,0,0,0,0,0,0
SSC12191,13,0,0,0,0,0,0,18
SSC12192,30,0,0,0,0,0,0,30
SSC12193,606,41,51,8,0,0,4,715
SSC12194,213,19,10,3,0,0,3,252
SSC12195,25,0,3,0,0,0,0,31
SSC12196,8,0,0,0,0,0,0,8
SSC12197,235,21,8,0,0,0,3,273
SSC12198,0,0,0,0,0,0,0,0
SSC12199,16,3,0,0,0,0,0,22
SSC12200,484,21,19,4,0,0,0,532
SSC12201,134,11,8,0,0,0,0,155
SSC12202,28,4,3,0,0,0,0,37
SSC12203,0,0,0,0,0,0,0,5
SSC12204,8,3,0,0,0,0,0,9
SSC12205,0,0,0,0,0,0,0,0
SSC12206,65,4,6,0,0,0,0,80
SSC12207,3,0,0,0,0,0,0,3
SSC12208,3,0,0,0,0,0,0,5
SSC12209,54,7,9,0,0,0,0,68
SSC12210,5,0,0,0,0,0,0,5
SSC12211,21,0,0,0,0,0,0,23
SSC12212,6,0,3,0,0,0,0,12
SSC12213,12,0,0,0,0,0,0,14
SSC12214,5,0,0,0,0,0,0,3
SSC12215,94,4,8,0,0,0,0,104
SSC12216,280,20,20,3,0,0,0,328
SSC12217,119,9,0,0,0,0,0,129
SSC12218,365,15,21,4,0,0,3,409
SSC12219,158,8,11,3,0,0,0,181
SSC12220,91,7,4,0,0,0,0,99
SSC12221,441,65,49,14,3,3,12,582
SSC12222,12,0,0,0,0,0,0,12
SSC12223,4,0,0,0,0,0,0,4
SSC12224,0,0,0,0,0,0,0,0
SSC12225,12,0,0,0,0,0,0,12
SSC12226,109,3,5,0,0,0,0,120
SSC12227,160,6,6,0,0,0,0,171
SSC12228,5,0,0,0,0,0,0,12
SSC12229,113,17,9,7,0,0,0,147
SSC12230,28,0,3,0,0,0,0,36
SSC12231,15,0,0,0,0,0,0,15
SSC12232,13,0,0,0,0,0,0,12
SSC12233,25,5,0,0,0,0,0,35
SSC12234,12,3,0,0,0,0,0,15
SSC12235,40,0,3,0,0,0,0,44
SSC12236,4,4,0,0,0,0,0,11
SSC12237,11,0,0,0,0,0,0,12
SSC12238,668,41,33,9,0,3,3,758
SSC12239,17,0,0,0,0,0,0,18
SSC12240,0,0,0,0,0,0,0,0
SSC12241,0,0,0,0,0,0,0,0
SSC12242,115,5,7,6,0,0,0,135
SSC12243,307,24,14,6,0,0,3,358
SSC12244,19,4,0,0,0,0,3,27
SSC12245,3,0,0,0,0,0,0,3
SSC12246,14,0,0,0,0,0,0,15
SSC12247,225,35,19,7,0,0,6,296
SSC12248,390,18,15,4,0,0,0,433
SSC12249,9,0,0,0,0,0,0,9
SSC12250,208,42,16,0,0,0,3,264
SSC12251,53,3,3,0,0,0,0,61
SSC12252,0,0,0,0,0,0,0,0
SSC12253,443,39,24,5,0,0,4,521
SSC12254,49,8,0,4,0,0,0,59
SSC12255,122,10,3,3,0,0,0,138
SSC12256,182,13,3,0,0,0,0,207
SSC12257,2252,45,40,41,3,0,8,2383
SSC12258,59,0,3,0,0,0,0,64
SSC12259,78,12,4,0,0,0,0,100
SSC12260,9,0,0,0,0,0,0,9
SSC12261,760,51,33,22,0,0,7,872
SSC12262,17,0,0,0,0,0,0,17
SSC12263,45,3,0,0,0,0,0,53
SSC12264,506,46,21,3,0,0,0,582
SSC12265,0,0,0,0,0,0,0,0
SSC12266,1290,56,18,10,0,0,0,1374
SSC12267,1308,42,24,5,0,0,3,1386
SSC12268,395,20,4,0,0,0,0,420
SSC12269,3,0,0,0,0,0,0,3
SSC12270,24,0,0,0,0,0,0,32
SSC12271,0,0,0,0,0,0,0,0
SSC12272,4,0,0,0,0,0,0,4
SSC12273,41,11,3,0,0,0,3,56
SSC12274,0,0,0,0,0,0,0,0
SSC12275,284,21,9,3,0,0,4,320
SSC12276,123,3,5,0,0,0,0,129
SSC12277,3,0,0,0,0,0,0,3
SSC12278,241,16,7,3,0,0,3,264
SSC12279,26,3,3,0,0,0,0,31
SSC12280,7,0,0,0,0,0,0,7
SSC12281,13,0,0,0,0,0,0,13
SSC12282,3,0,0,0,0,0,0,3
SSC12283,67,8,3,0,0,0,0,80
SSC12284,0,0,0,0,0,0,0,0
SSC12285,59,4,0,0,0,0,0,67
SSC12286,3,0,0,0,0,0,0,6
SSC12287,938,91,62,18,3,0,11,1122
SSC12288,66,6,7,0,3,0,0,77
SSC12289,246,21,16,3,0,0,3,290
SSC12290,14,0,0,0,0,0,0,15
SSC12291,15,6,0,0,0,0,0,19
SSC12292,0,0,0,0,0,0,0,0
SSC12293,782,39,58,6,5,0,13,901
SSC12294,3,0,0,0,0,0,0,3
SSC12295,25,5,0,0,0,0,0,29
SSC12296,14,0,0,0,0,0,0,13
SSC12297,1592,97,29,6,0,0,0,1726
SSC12298,0,0,0,0,0,0,0,0
SSC12299,11,0,0,0,0,0,0,12
SSC12300,171,24,14,0,0,0,6,216
SSC12301,0,0,0,0,0,0,0,0
SSC12302,9,0,0,0,0,0,0,5
SSC12303,712,55,33,0,0,0,3,800
SSC12304,312,29,18,7,0,0,0,372
SSC12305,431,23,18,10,0,0,0,476
SSC12306,0,0,0,0,0,0,0,0
SSC12307,314,34,22,20,0,6,10,404
SSC12308,1010,75,50,29,3,0,13,1189
SSC12309,326,28,13,0,0,0,0,379
SSC12310,3,0,0,0,0,0,0,3
SSC12311,6,0,0,0,0,0,0,6
SSC12312,23,0,0,0,0,0,0,23
SSC12313,281,15,0,0,0,0,0,293
SSC12314,13,0,0,0,0,0,0,14
SSC12315,316,10,5,4,0,0,0,332
SSC12316,2278,107,40,45,7,0,11,2482
SSC12317,0,0,0,0,0,0,0,0
SSC12318,41,4,7,0,0,0,0,55
SSC12319,38,0,3,0,0,0,0,42
SSC12320,94,8,3,8,0,0,4,117
SSC12321,48,6,0,0,0,0,0,60
SSC12322,223,12,3,0,0,0,0,234
SSC12323,11,3,0,0,0,0,0,12
SSC12324,0,0,0,0,0,0,0,0
SSC12325,921,51,14,7,0,0,3,997
SSC12326,0,0,0,0,0,0,0,0
SSC12327,3,0,0,0,0,0,0,7
SSC12328,36,3,3,0,0,0,0,47
SSC12329,0,0,0,0,0,0,0,0
SSC12330,9,0,0,0,0,0,0,13
SSC12331,4,0,0,0,0,0,0,3
SSC12332,0,0,0,0,0,0,0,0
SSC12333,19,3,0,0,0,0,0,23
SSC12334,3,0,0,0,0,0,0,8
SSC12335,45,0,3,0,0,0,0,50
SSC12336,26,0,0,0,0,0,0,27
SSC12337,0,0,0,0,0,0,0,0
SSC12338,0,0,0,0,0,0,0,0
SSC12339,1431,59,27,15,0,0,0,1530
SSC12340,6,0,0,0,0,0,0,6
SSC12341,44,8,0,0,0,0,0,53
SSC12342,0,0,0,0,0,0,0,0
SSC12343,662,56,28,7,0,0,3,763
SSC12344,213,27,15,0,0,0,0,263
SSC12345,148,10,8,3,0,0,0,169
SSC12346,3,0,0,0,0,0,0,7
SSC12347,332,46,20,4,0,0,6,408
SSC12348,4,0,0,0,0,0,0,7
SSC12349,473,33,21,4,0,0,0,529
SSC12350,18,0,0,0,0,0,0,18
SSC12351,15,0,0,0,0,0,0,18
SSC12352,55,3,3,0,0,0,0,57
SSC12353,5,0,0,0,0,0,0,5
SSC12354,8,0,0,0,0,0,0,10
SSC12355,0,0,0,0,0,0,0,0
SSC12356,18,0,3,0,0,0,0,22
SSC12357,5,0,0,0,0,0,0,5
SSC12358,0,0,0,0,0,0,0,0
SSC12359,3,0,0,0,0,0,0,3
SSC12360,75,3,6,0,0,0,0,87
SSC12361,2955,125,67,46,0,3,14,3218
SSC12362,276,22,11,3,0,0,0,314
SSC12363,210,5,4,0,0,0,3,227
SSC12364,17,0,0,0,0,0,0,17
SSC12365,109,6,7,3,0,0,3,122
SSC12366,3,0,0,0,0,0,0,3
SSC12367,29,4,4,0,0,0,0,41
SSC12368,89,4,3,0,0,0,0,97
SSC12369,87,3,10,0,0,0,0,101
SSC12370,3,0,0,0,0,0,0,3
SSC12371,592,21,18,6,0,0,0,637
SSC12372,7,0,0,0,0,0,0,12
SSC12373,12,0,0,0,0,0,0,15
SSC12374,11,0,0,0,0,0,0,11
SSC12375,431,47,28,9,0,0,3,519
SSC12376,126,9,5,0,0,0,3,137
SSC12377,9,0,0,0,0,0,0,9
SSC12378,461,57,26,6,3,0,0,549
SSC12379,0,0,0,0,0,0,0,0
SSC12380,0,0,0,0,0,0,0,0
SSC12381,30,0,4,0,0,0,0,31
SSC12382,3,0,0,0,0,0,0,3
SSC12383,0,0,0,0,0,0,0,0
SSC12384,12,0,0,0,0,0,0,12
SSC12385,331,6,4,0,0,0,0,347
SSC12386,71,6,7,0,0,0,0,79
SSC12387,30,3,0,0,0,0,0,35
SSC12388,3,0,0,0,0,0,0,3
SSC12389,156,11,8,0,0,0,0,174
SSC12390,23,0,0,0,0,0,0,25
SSC12391,4,0,0,0,0,0,0,4
SSC12392,5,0,0,0,0,0,0,7
SSC12393,0,0,0,0,0,0,0,0
SSC12394,4,0,0,0,0,0,0,4
SSC12395,106,7,3,0,0,0,0,117
SSC12396,56,8,0,0,0,0,0,63
SSC12397,8,0,0,0,0,0,0,8
SSC12398,16,5,0,0,0,0,0,22
SSC12399,3,0,0,0,0,0,0,3
SSC12400,0,0,0,0,0,0,0,0
SSC12401,46,7,0,0,0,0,0,54
SSC12402,8,3,0,0,0,0,0,11
SSC12403,3,0,0,0,0,0,0,3
SSC12404,0,0,0,0,0,0,0,0
SSC12405,3,0,0,0,0,0,0,3
SSC12406,3,0,0,0,0,0,0,6
SSC12407,3,0,0,0,0,0,0,3
SSC12408,27,5,0,0,0,0,0,33
SSC12409,6,0,0,0,0,0,0,6
SSC12410,8,0,0,0,0,0,0,7
SSC12411,0,0,0,0,0,0,0,0
SSC12412,65,6,0,0,0,0,0,74
SSC12413,15,3,0,0,0,0,0,14
SSC12414,12,0,0,0,0,0,0,10
SSC12415,3,0,0,0,0,0,0,4
SSC12416,3,0,0,0,0,0,0,9
SSC12417,0,0,0,0,0,0,0,0
SSC12418,33,4,3,0,0,0,0,41
SSC12419,253,13,13,3,0,0,0,280
SSC12420,18,3,0,0,0,0,0,18
SSC12421,823,31,18,5,0,0,0,887
SSC12422,1039,44,30,23,0,0,12,1149
SSC12423,23,3,0,0,0,0,0,28
SSC12424,9,0,0,0,0,0,0,6
SSC12425,3,0,0,0,0,0,0,5
SSC12426,28,4,0,0,0,0,0,39
SSC12427,26,0,0,0,0,0,0,28
SSC12428,0,0,0,0,0,0,0,0
SSC12429,0,0,0,0,0,0,0,0
SSC12430,170,10,17,4,0,0,0,202
