SSC_CODE_2016,IA_DS_Separate_house,IA_DS_SemD_ro_tr_h_th,IA_DS_Flat_or_Apart,IA_DS_Other_dwelling,IA_DS_Not_stated,IA_Total,I_NA_DS_Separate_house,I_NA_DS_SemD_ro_tr_h_th,I_NA_DS_Flat_or_Apart,I_NA_DS_Other_dwelling,I_NA_DS_Not_stated,I_NA_Total,IC_NS_DS_Separate_house,IC_NS_DS_SemD_ro_tr_h_th,IC_NS_DS_Flat_or_Apart,IC_NS_DS_Other_dwelling,IC_NS_DS_Not_stated,IC_not_stated_Total,Total_DS_Separate_house,Total_DS_SemD_ro_tr_h_th,Total_DS_Flat_or_Apart,Total_DS_Other_dwelling,Total_DS_Not_stated,Total_Total
SSC22880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22881,74,0,0,0,0,78,27,0,0,0,0,27,3,0,0,0,0,3,102,0,0,5,0,108
SSC22882,28,0,0,0,0,28,4,0,0,0,0,4,0,0,0,0,0,0,30,0,0,0,0,30
SSC22883,77,0,0,0,0,73,13,3,0,0,0,21,0,0,0,0,0,0,90,3,0,0,0,97
SSC22884,14,0,0,0,0,14,9,0,0,0,0,9,0,0,0,0,0,0,25,0,0,0,0,25
SSC22885,78,0,0,0,3,81,12,0,0,0,0,8,0,0,0,0,0,0,87,0,0,0,3,95
SSC22886,10,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
SSC22887,51,0,0,0,0,51,6,0,0,0,0,6,0,0,0,0,0,0,57,0,0,0,0,57
SSC22888,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,14
SSC22889,35,0,0,0,0,35,3,0,0,0,0,3,0,0,0,0,0,0,39,0,0,0,0,39
SSC22890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22891,64,0,0,0,0,59,13,0,0,0,0,13,7,0,0,0,0,7,79,0,0,0,0,83
SSC22892,62,0,0,0,0,62,22,0,0,0,0,22,3,0,0,0,0,3,87,0,0,0,0,87
SSC22893,49,0,0,0,3,52,9,0,0,0,0,11,0,0,0,0,0,0,57,0,0,0,3,63
SSC22894,21,0,0,0,0,21,0,0,0,0,0,0,5,0,0,0,0,5,25,0,0,0,0,25
SSC22895,827,27,0,0,3,864,80,7,0,0,0,92,17,0,0,0,0,16,926,38,0,3,8,979
SSC22896,689,13,17,22,0,745,144,11,3,37,0,190,25,0,3,4,0,34,858,26,23,60,0,966
SSC22897,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,10
SSC22898,495,7,0,0,3,500,93,5,0,0,0,104,21,0,0,0,0,26,606,15,0,0,3,624
SSC22899,57,0,0,0,0,60,7,0,0,0,0,7,0,0,0,0,0,0,63,0,0,0,0,67
SSC22900,580,23,6,9,0,617,213,15,3,17,0,255,25,3,0,0,0,29,814,42,9,22,0,899
SSC22901,414,0,0,0,3,419,35,0,0,0,0,35,13,0,0,0,0,20,465,0,0,0,3,471
SSC22902,3477,858,446,50,3,4830,499,75,76,8,0,654,79,23,5,4,3,108,4050,953,527,55,7,5591
SSC22903,16,0,0,0,0,21,6,0,0,0,0,6,3,0,0,0,0,0,24,0,0,0,3,26
SSC22904,1978,47,80,9,34,2151,526,49,89,0,28,695,75,0,19,0,4,97,2578,100,191,4,61,2940
SSC22905,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC22906,150,0,0,0,0,150,26,0,0,0,0,27,8,0,0,0,0,5,181,0,0,0,0,180
SSC22907,9,0,0,0,0,9,4,0,0,0,0,4,0,0,0,0,0,0,12,0,0,0,0,12
SSC22908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22909,437,11,14,11,4,467,129,3,12,7,0,159,20,0,3,0,0,29,595,14,27,20,4,653
SSC22910,140,0,0,0,0,140,26,0,0,0,0,26,3,0,0,0,0,3,168,0,0,0,0,168
SSC22911,79,0,0,0,0,83,15,0,0,0,0,19,7,0,0,0,0,7,98,0,0,0,0,103
SSC22912,82,0,0,0,0,83,11,0,0,0,0,11,3,0,0,0,0,3,97,0,0,0,0,98
SSC22913,37,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,41
SSC22914,28,0,0,0,0,28,6,0,0,0,0,6,0,0,0,0,0,0,36,0,0,0,0,36
SSC22915,32,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,35
SSC22916,5,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,13,0,0,0,0,13
SSC22917,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SSC22918,28,0,0,0,0,28,6,0,0,0,0,6,0,0,0,0,0,0,35,0,0,0,0,35
SSC22919,247,6,6,0,0,257,47,0,3,0,0,52,12,0,0,0,0,15,312,6,12,0,0,327
SSC22920,208,0,0,3,0,213,23,0,0,0,0,23,8,0,0,0,0,8,241,0,0,3,0,248
SSC22921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22922,11,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,19,0,0,0,0,19
SSC22923,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
SSC22924,35,0,0,0,0,35,4,0,0,0,0,4,0,0,0,0,0,0,46,0,0,0,0,46
SSC22925,11,0,0,0,0,11,5,0,0,0,0,5,0,0,0,0,0,0,21,0,0,0,0,21
SSC22926,37,0,0,0,0,37,6,0,0,0,0,6,0,0,0,0,0,0,41,0,0,0,0,41
SSC22927,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16
SSC22928,40,0,0,0,0,45,6,0,0,0,0,8,0,0,0,0,0,0,48,0,0,0,0,52
SSC22929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC29494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC30001,7,0,0,0,0,7,7,0,0,0,0,7,0,0,0,0,0,0,10,0,0,0,0,10
SSC30002,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC30003,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,8
SSC30004,88,0,0,0,0,88,31,0,0,0,0,31,5,0,0,0,0,5,123,0,0,0,0,123
SSC30005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC30006,21,0,0,0,0,21,3,0,0,0,0,3,0,0,0,0,0,0,20,0,0,0,0,20
SSC30007,1705,242,50,0,4,1997,378,45,12,0,0,435,66,16,5,0,0,85,2146,301,61,0,8,2523
SSC30008,6,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,13,0,0,0,0,10
SSC30009,162,3,0,23,20,214,21,0,0,4,3,32,7,0,0,0,0,12,191,3,0,33,21,254
SSC30010,19,0,0,0,0,23,11,0,0,0,0,11,0,0,0,0,0,0,33,0,0,0,0,32
SSC30011,117,0,0,0,0,117,9,0,0,0,0,9,3,0,0,0,0,3,127,0,0,0,0,132
SSC30012,121,0,0,24,0,143,10,0,0,11,0,29,4,0,0,0,0,4,133,0,0,38,0,169
SSC30013,104,6,0,0,0,109,17,0,0,0,0,20,5,0,0,0,0,7,122,5,4,0,0,135
SSC30014,570,3,42,11,17,641,105,3,9,3,9,127,20,0,0,0,3,18,691,4,46,16,24,785
SSC30015,32,0,0,0,0,32,4,0,0,0,0,4,0,0,0,0,0,0,36,0,0,0,0,36
SSC30016,97,54,38,15,31,233,11,19,12,3,0,45,0,4,4,0,3,16,110,74,51,15,39,288
SSC30017,94,0,0,0,0,94,21,0,0,0,0,21,0,0,0,0,0,0,112,0,0,0,0,115
SSC30018,1160,230,23,0,3,1419,197,104,18,0,0,319,35,7,0,0,0,46,1387,347,43,0,3,1789
SSC30019,35,0,0,0,0,35,12,0,0,0,0,12,3,0,0,0,0,3,46,0,0,0,0,48
SSC30020,4500,294,131,0,0,4923,190,90,96,0,0,379,60,10,14,0,0,88,4750,401,236,0,0,5390
SSC30021,13,0,0,0,0,14,3,0,0,0,0,3,0,0,0,0,0,0,17,0,0,0,0,18
SSC30022,148,0,0,0,4,150,17,0,0,0,0,17,3,0,0,0,0,3,168,0,0,0,4,175
SSC30023,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4
SSC30024,307,43,514,4,6,869,24,3,84,0,4,117,7,0,28,0,0,39,336,43,627,4,10,1024
SSC30025,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC30026,1336,294,517,3,3,2141,81,20,89,0,0,198,22,6,22,0,13,53,1438,317,622,3,17,2393
SSC30027,191,0,0,0,0,191,45,0,0,0,0,46,9,0,0,0,0,13,242,0,0,3,0,247
SSC30028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC30029,61,0,0,0,0,61,3,0,0,0,0,3,4,0,0,0,0,4,68,0,0,0,0,68
SSC30030,535,114,668,18,10,1339,39,10,131,3,0,178,11,0,29,3,0,43,581,126,823,29,13,1566
SSC30031,4723,173,26,0,7,4931,456,90,12,0,0,557,94,11,3,0,0,109,5278,274,39,0,8,5602
SSC30032,2200,261,28,26,0,2520,194,44,9,23,0,280,35,3,3,0,0,46,2435,314,42,53,0,2841
SSC30033,18,0,0,0,0,18,3,0,0,0,0,3,0,0,0,0,0,0,21,0,0,0,0,22
SSC30034,680,0,3,3,3,690,39,0,3,4,0,41,10,0,0,0,0,10,726,0,8,3,3,741
SSC30035,22,0,0,0,3,22,3,0,0,0,0,3,0,0,0,0,0,0,27,0,0,0,3,31
SSC30036,21,0,0,0,0,20,7,0,0,0,0,7,0,0,0,0,0,0,28,0,0,0,0,26
SSC30037,571,72,98,5,14,774,174,55,80,4,0,304,21,6,22,0,0,51,766,135,194,8,14,1127
SSC30038,46,0,0,0,0,51,8,0,0,0,0,6,0,0,0,0,0,0,57,0,0,0,0,59
SSC30039,207,0,0,13,0,217,24,0,0,3,0,28,8,0,0,20,0,25,233,0,0,33,0,271
SSC30040,419,0,0,0,0,425,30,0,0,0,0,35,8,0,0,0,0,8,461,0,0,3,3,465
SSC30041,320,5,8,5,0,338,112,0,12,3,0,122,21,0,3,0,0,24,446,8,21,10,0,483
SSC30042,116,0,0,0,0,116,33,0,0,0,3,37,11,0,0,0,0,11,159,0,0,0,3,163
SSC30043,11,0,0,0,0,12,5,0,0,0,0,5,3,0,0,0,0,3,17,0,0,0,0,21
SSC30044,140,0,0,3,0,142,20,0,0,0,0,24,10,0,0,0,0,10,167,0,0,3,3,169
SSC30045,93,0,3,4,3,99,27,0,3,0,0,36,4,0,0,0,0,6,125,0,5,4,7,142
SSC30046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC30047,323,0,0,8,0,331,59,0,0,0,0,59,15,0,0,0,0,15,405,0,0,8,0,411
SSC30048,72,0,0,10,0,81,17,0,0,10,0,26,3,0,0,3,0,6,95,0,0,17,0,114
SSC30049,212,0,4,0,0,214,25,0,0,0,0,30,9,0,0,0,0,9,246,0,3,0,0,254
SSC30050,11,0,0,0,0,11,4,0,0,3,0,5,0,0,0,3,0,3,13,0,0,3,0,18
SSC30051,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,10
SSC30052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC30053,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SSC30054,59,0,0,0,0,59,15,0,0,0,0,20,0,0,0,0,0,0,81,0,0,0,0,82
SSC30055,25,0,0,0,0,25,10,0,0,0,0,10,0,0,0,0,0,0,36,0,0,0,0,37
SSC30056,68,0,0,0,0,67,24,0,0,0,0,24,3,0,0,0,0,3,95,0,0,0,3,95
SSC30057,114,0,0,3,0,120,33,0,3,3,0,41,5,0,0,0,0,5,157,0,5,9,0,164
SSC30058,2378,215,117,51,4,2769,295,161,34,38,0,527,40,21,6,3,0,67,2710,402,159,90,8,3363
SSC30059,26,0,0,0,0,26,6,0,0,0,0,6,6,0,0,0,0,6,42,0,0,0,0,42
SSC30060,13,0,0,0,0,13,6,0,0,0,0,6,0,0,0,0,0,0,14,0,0,0,0,14
SSC30061,29,0,0,0,0,29,7,0,0,0,0,7,0,0,0,0,3,3,36,0,0,0,3,41
SSC30062,2553,0,0,0,0,2552,124,0,0,0,0,124,39,0,0,0,0,39,2710,0,0,0,0,2716
SSC30063,1725,689,1449,4,14,3882,124,57,292,0,3,486,44,16,45,0,3,108,1896,765,1787,5,26,4479
SSC30064,452,0,0,0,0,452,16,0,0,0,0,16,8,0,0,0,0,7,476,0,0,0,0,476
SSC30065,32,0,0,0,0,32,4,0,0,0,0,3,0,0,0,0,0,0,34,0,0,0,0,41
SSC30066,39,0,0,0,0,39,13,0,0,0,0,11,4,0,0,0,0,4,51,0,0,0,0,51
SSC30067,173,0,0,4,0,177,57,0,0,0,0,62,12,0,0,0,0,12,241,0,0,7,0,251
SSC30068,151,0,3,3,0,154,25,0,0,0,0,27,7,0,0,0,0,7,179,0,3,3,0,186
SSC30069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC30070,189,0,0,0,0,195,22,0,0,0,0,21,4,0,0,0,0,4,220,0,0,3,0,223
SSC30071,67,0,0,0,0,67,43,0,0,3,0,47,3,0,0,0,0,3,111,0,0,3,0,119
SSC30072,12,0,0,0,0,12,6,0,0,0,0,6,0,0,0,0,0,0,18,0,0,0,0,18
SSC30073,1965,247,10,3,0,2231,119,18,0,0,0,144,32,6,0,0,0,33,2119,276,10,3,0,2405
SSC30074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC30075,139,0,0,9,0,147,39,0,0,0,0,39,3,0,0,0,0,3,184,0,0,9,0,191
SSC30076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC30077,71,3,16,0,0,90,15,3,13,0,0,26,6,0,0,0,0,7,91,4,25,0,0,130
SSC30078,22,0,0,0,0,22,3,0,0,0,0,4,0,0,0,0,0,0,26,0,0,0,0,23
SSC30079,0,0,0,4,0,3,0,0,0,0,0,0,3,0,0,3,0,6,3,0,0,3,0,7
SSC30080,142,3,8,0,0,153,29,0,9,0,0,41,8,0,0,0,0,8,175,3,12,0,0,199
SSC30081,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22
SSC30082,42,0,0,0,0,43,9,0,0,0,0,9,0,0,0,0,0,0,53,0,0,0,0,49
SSC30083,3,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,10
SSC30084,229,0,6,0,0,236,44,0,0,3,0,48,4,0,0,0,0,4,282,0,6,3,0,285
SSC30085,88,0,0,0,0,91,10,0,0,0,0,10,3,0,0,0,0,3,102,0,0,0,0,105
SSC30086,1008,24,4,0,0,1034,111,11,0,0,0,122,17,3,0,0,0,16,1132,40,4,0,0,1179
SSC30087,48,0,0,4,0,53,15,0,0,0,0,16,0,0,0,0,0,3,64,0,0,3,0,73
SSC30088,2620,493,23,0,3,3135,206,52,4,0,3,273,58,19,0,0,3,84,2884,565,28,0,14,3493
SSC30089,1022,152,815,7,8,2001,72,14,147,0,4,240,22,3,23,0,0,54,1110,174,993,3,14,2291
SSC30090,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SSC30091,225,0,0,0,0,227,16,0,0,0,0,14,9,0,0,0,0,9,243,0,0,0,0,252
SSC30092,3153,69,747,7,12,3989,191,3,97,0,7,293,72,0,20,3,19,113,3414,74,870,15,32,4399
SSC30093,2676,663,272,0,5,3623,245,224,77,0,3,538,65,46,25,0,36,172,2990,933,369,3,46,4340
SSC30094,22,0,0,0,0,28,4,0,0,0,0,4,0,0,0,0,0,0,26,0,0,0,0,32
SSC30095,3203,641,27,68,13,3952,271,276,20,86,6,656,73,50,4,14,3,142,3553,962,50,162,21,4749
SSC30096,1832,84,168,22,5,2114,442,78,149,12,3,692,66,12,27,0,0,100,2344,168,343,42,14,2902
SSC30097,40,0,0,0,0,40,3,0,0,0,0,3,0,0,0,0,0,0,47,0,0,0,0,47
SSC30098,43,0,0,6,6,48,13,0,0,18,0,28,0,0,0,3,0,7,52,0,0,26,5,85
SSC30099,72,0,0,0,0,72,16,0,0,0,0,16,0,0,0,0,0,0,87,0,0,0,0,87
SSC30100,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SSC30101,877,29,1186,5,8,2098,39,0,81,0,3,125,18,0,19,0,0,42,937,32,1287,5,11,2272
SSC30102,104,0,0,0,0,109,47,3,0,0,0,52,16,0,0,0,0,16,165,3,0,3,0,179
SSC30103,1340,50,0,0,4,1399,34,4,0,0,0,36,17,0,0,0,0,24,1393,59,0,0,7,1456
SSC30104,144,8,8,3,0,164,73,0,9,0,0,85,10,0,0,0,0,7,227,14,20,3,0,259
SSC30105,84,0,0,0,3,90,10,0,0,0,0,11,3,0,0,0,0,3,104,0,0,0,4,110
SSC30106,1219,115,103,0,3,1441,338,59,102,0,0,493,32,3,15,0,0,51,1582,174,218,0,8,1978
SSC30107,1344,35,5,5,4,1397,441,13,0,3,0,461,58,0,0,3,0,64,1842,57,5,18,4,1917
SSC30108,3,0,0,0,0,5,7,0,0,0,0,7,0,0,0,0,0,0,10,0,0,0,0,8
SSC30109,183,0,0,0,0,184,45,0,0,0,0,45,7,0,0,0,0,7,236,0,0,0,0,237
SSC30110,2079,22,215,28,5,2346,680,11,236,15,5,940,71,4,18,4,26,120,2824,33,469,46,37,3412
SSC30111,315,6,17,10,0,346,128,9,8,4,0,151,16,0,0,0,0,20,459,13,22,14,4,513
SSC30112,22,0,0,0,0,22,5,0,0,0,0,5,0,0,0,0,0,0,25,0,0,0,0,25
SSC30113,133,29,0,0,0,164,31,5,0,0,0,40,4,0,0,0,0,4,171,37,0,0,0,202
SSC30114,46,0,0,10,0,51,7,0,0,7,0,9,0,0,0,0,0,0,53,0,0,11,0,64
SSC30115,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8
SSC30116,516,17,0,0,0,534,46,6,0,0,0,50,15,0,0,0,0,12,570,18,0,0,0,594
SSC30117,109,0,0,0,0,109,35,0,0,0,0,37,5,0,0,0,0,3,151,0,0,3,0,155
SSC30118,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SSC30119,276,7,0,9,0,296,65,0,0,0,0,69,10,0,0,15,4,25,353,7,0,24,3,394
SSC30120,23,0,0,0,0,23,4,0,0,0,0,4,0,0,0,0,0,0,28,0,0,0,0,28
SSC30121,115,0,0,0,0,120,30,0,0,0,0,30,0,0,0,0,0,0,149,0,0,0,0,148
SSC30122,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3
SSC30123,1887,98,3,3,4,1999,199,4,3,0,0,206,36,0,0,0,0,35,2130,106,3,3,4,2243
SSC30124,94,0,0,0,3,96,10,0,0,0,0,10,0,0,0,0,0,0,104,0,0,0,4,108
SSC30125,288,0,0,0,0,288,83,0,0,0,0,82,11,0,0,4,0,11,379,0,0,4,0,386
SSC30126,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC30127,111,0,0,0,0,118,29,0,0,3,0,32,5,0,0,0,0,5,144,0,3,3,0,150
SSC30128,86,0,0,0,4,92,23,0,0,0,0,23,4,0,0,0,0,4,110,0,0,0,4,114
SSC30129,48,0,0,0,0,48,4,0,0,0,0,4,0,0,0,0,0,0,59,0,0,0,0,59
SSC30130,14,0,0,0,0,14,5,0,0,0,0,5,0,0,0,0,0,0,14,0,0,0,0,14
SSC30131,55,0,0,6,0,63,45,0,0,0,0,45,3,0,0,0,0,3,100,0,0,6,0,108
SSC30132,833,195,269,0,3,1294,56,15,41,0,0,112,13,0,4,0,0,21,901,211,311,0,3,1426
SSC30133,95,0,0,0,3,98,6,0,0,0,0,6,3,0,0,0,0,3,106,0,0,0,3,110
SSC30134,122,0,0,0,0,122,13,0,0,0,0,13,0,0,0,0,0,0,131,0,0,0,0,133
SSC30135,220,15,13,9,0,251,22,3,4,0,0,31,14,3,3,0,3,20,252,18,21,11,3,299
SSC30136,35,0,0,0,0,35,13,0,0,0,0,13,0,0,0,0,0,0,50,0,0,0,0,50
SSC30137,37,0,0,0,0,37,9,0,0,0,0,9,0,0,0,0,0,0,48,0,0,0,0,48
SSC30138,26,0,0,3,0,26,11,0,0,0,0,11,0,0,0,0,0,0,31,0,0,3,0,37
SSC30139,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
SSC30140,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SSC30141,89,0,0,0,0,89,23,0,0,0,0,23,3,0,0,0,0,3,119,0,0,0,0,119
SSC30142,24,0,0,0,0,24,11,0,0,0,0,18,5,0,0,0,0,5,37,0,0,0,0,39
SSC30143,55,0,0,0,0,55,4,0,0,0,0,4,0,0,0,0,0,0,62,0,0,0,0,62
SSC30144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC30145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC30146,54,0,0,0,0,54,0,0,0,0,0,0,3,0,0,0,0,3,56,0,0,0,0,56
SSC30147,1940,133,14,13,4,2098,213,28,7,0,0,246,47,3,0,0,0,48,2199,159,17,17,4,2390
SSC30148,184,11,0,0,0,196,14,0,0,0,0,14,3,0,0,0,0,4,200,11,0,0,0,213
SSC30149,1678,43,42,7,3,1767,225,22,20,0,0,265,46,3,0,0,3,53,1951,67,61,7,8,2085
SSC30150,29,0,0,0,0,29,7,0,0,0,0,7,0,0,0,0,0,0,40,0,0,0,0,40
SSC30151,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
SSC30152,79,0,5,3,0,89,37,0,3,3,0,41,7,0,0,3,0,10,123,0,9,10,0,142
SSC30153,14,0,0,0,0,14,4,0,0,0,0,4,0,0,0,0,0,0,17,0,0,0,0,17
SSC30154,358,0,13,9,11,395,117,0,0,10,0,124,13,0,0,0,0,13,489,0,14,21,13,533
SSC30155,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SSC30156,2505,221,236,0,10,2969,133,16,24,0,0,178,36,6,9,0,4,51,2678,240,270,3,19,3202
SSC30157,56,0,0,0,0,56,22,0,0,0,0,25,0,0,0,0,0,0,79,0,0,3,0,78
SSC30158,346,0,0,3,0,352,28,0,0,0,0,28,3,0,0,0,0,3,384,0,0,3,0,388
SSC30159,2046,191,263,22,10,2526,284,95,79,4,3,464,63,27,0,0,8,98,2389,318,345,28,14,3093
SSC30160,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,13
SSC30161,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17
SSC30162,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC30163,9,0,0,0,0,9,5,0,0,0,0,5,0,0,0,0,0,0,18,0,0,0,0,18
SSC30164,243,4,3,0,0,255,31,0,0,0,0,31,4,0,0,0,0,4,271,4,3,0,0,283
SSC30165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC30166,231,0,0,0,0,235,24,0,0,0,0,24,4,0,0,0,0,6,263,0,3,0,0,262
SSC30167,25,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,24
SSC30168,11,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7
SSC30169,235,10,45,0,0,288,84,0,13,0,0,106,14,0,3,0,0,21,334,15,64,0,0,408
SSC30170,16,0,0,0,0,16,3,0,0,0,0,3,4,0,0,0,0,4,28,0,0,0,0,28
SSC30171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC30172,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC30173,19,0,0,0,0,19,5,0,0,0,0,5,0,0,0,0,0,0,23,0,0,0,0,23
SSC30174,74,0,0,0,0,78,4,0,0,0,0,8,0,0,0,0,0,0,81,0,0,3,0,89
SSC30175,18,0,0,0,0,22,4,0,0,0,0,4,0,0,0,0,0,0,21,0,0,0,0,24
SSC30176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC30177,10,0,0,0,0,11,4,0,0,0,0,4,0,0,0,0,0,0,18,0,0,0,0,19
SSC30178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC30179,42,0,0,0,0,42,10,0,0,0,0,10,0,0,0,0,0,0,55,0,0,0,0,55
SSC30180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC30181,41,0,0,8,0,52,13,0,0,3,0,17,5,0,0,0,0,5,59,0,0,6,0,71
SSC30182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC30183,274,12,3,0,0,291,59,0,3,0,0,60,10,0,0,0,0,7,336,18,7,0,0,363
SSC30184,612,165,61,0,0,841,86,45,20,0,0,148,17,7,3,0,0,31,712,218,86,0,0,1018
SSC30185,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SSC30186,196,0,0,3,0,206,60,0,0,0,0,64,10,0,0,0,0,10,272,0,0,6,3,283
SSC30187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC30188,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SSC30189,1277,8,0,0,0,1288,147,0,0,0,0,147,43,3,0,0,0,46,1463,7,0,3,0,1481
SSC30190,11,0,0,0,0,11,4,0,0,0,0,4,0,0,0,0,0,0,19,0,0,0,0,19
SSC30191,1061,148,40,18,8,1270,210,51,20,8,0,292,26,3,0,0,0,35,1300,207,61,27,7,1603
SSC30192,1457,80,80,4,3,1627,179,31,69,3,3,284,33,9,7,0,24,73,1667,121,161,4,27,1981
SSC30193,30,0,0,0,0,30,8,0,0,0,0,8,0,0,0,0,0,0,40,0,0,0,0,40
SSC30194,1421,150,39,24,0,1640,436,118,38,21,0,614,61,17,7,3,0,82,1915,283,78,47,3,2336
SSC30195,11,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,19
SSC30196,15,0,0,0,0,15,3,0,0,0,0,3,0,0,0,0,0,0,19,0,0,0,0,19
SSC30197,28,0,0,0,0,28,3,0,0,0,0,3,3,0,0,0,0,3,35,0,0,0,0,35
