SSC_CODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SSC30701,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,6,4,9,0,13,17,10,6,0,63
SSC30702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,0,12
SSC30703,0,21,127,91,76,51,14,3,0,371,0,10,83,57,45,37,6,0,0,246,0,5,52,56,36,36,10,0,0,186,0,3,36,32,19,12,3,0,0,105,0,0,19,53,30,17,0,0,0,134,0,0,0,8,8,3,0,0,0,25,34,62,98,48,52,38,29,18,7,390,317,614,1240,716,635,501,336,217,80,4654
SSC30704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6
SSC30705,0,0,21,30,31,20,5,0,0,108,0,0,3,20,15,13,0,0,0,58,0,0,5,10,25,3,3,0,0,42,0,0,0,3,5,9,0,0,0,25,0,0,5,4,7,5,0,0,0,25,0,0,0,5,4,0,0,0,0,17,4,7,3,20,27,24,22,7,5,124,69,40,122,236,285,275,162,81,25,1296
SSC30706,0,0,4,0,0,3,0,0,0,12,0,0,0,3,0,0,0,0,0,5,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,14,9,0,19,12,20,23,12,7,3,103
SSC30707,0,7,17,23,36,27,4,3,0,110,0,0,7,21,22,16,4,0,0,73,0,0,4,24,20,9,3,3,0,62,0,0,0,8,11,3,3,0,0,29,0,0,4,13,16,7,0,0,0,49,0,0,3,4,12,8,3,0,0,37,8,3,12,17,33,21,29,6,4,128,135,87,142,256,366,306,267,76,14,1654
SSC30708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SSC30709,0,3,0,3,3,0,0,0,0,9,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,3,4,5,7,20,11,10,10,0,74
SSC30710,0,5,31,52,74,45,18,9,3,233,0,3,14,29,40,21,14,0,0,132,0,0,15,26,39,22,6,3,0,113,0,0,11,12,21,3,3,0,0,47,0,0,5,15,11,10,6,0,0,50,0,0,5,7,11,7,3,0,0,32,12,13,25,28,46,48,41,45,43,304,225,129,299,442,550,553,484,306,107,3108
SSC30711,0,0,0,0,0,4,0,0,0,7,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,3,0,0,0,7,0,0,0,0,3,0,3,0,0,4,3,0,0,0,5,3,0,0,3,10,8,0,3,8,35,30,17,6,3,117
SSC30712,0,147,538,276,188,160,68,36,11,1420,0,61,415,218,176,92,37,17,5,1006,0,26,327,240,184,128,25,9,11,950,0,6,201,211,144,95,22,3,3,691,0,4,265,330,262,160,32,27,4,1074,0,3,103,278,278,122,31,9,5,827,49,102,273,163,137,101,74,69,72,1033,768,1428,3606,2492,2045,1526,933,607,340,13743
SSC30713,0,0,0,3,0,3,0,0,0,10,0,0,0,3,0,0,0,0,0,9,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,11,12,16,17,21,13,5,3,101
SSC30714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,5
SSC30715,0,0,8,15,7,15,6,0,0,45,0,0,0,5,9,11,3,0,0,26,0,0,0,8,3,4,0,0,0,17,0,0,0,5,3,3,0,0,0,13,0,0,3,3,3,4,5,0,0,17,0,0,0,6,0,0,0,0,0,10,13,4,6,10,17,17,14,7,3,86,47,28,50,107,131,170,116,31,5,689
SSC30716,0,0,3,0,5,3,0,0,0,10,0,0,0,0,3,3,0,0,0,5,0,0,3,6,6,3,0,0,0,16,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,3,0,0,5,8,5,9,0,3,0,28,19,4,15,25,47,52,44,12,0,210
SSC30717,0,3,9,13,4,5,3,0,0,39,0,0,0,3,8,3,0,0,0,20,0,0,3,0,0,3,0,0,0,12,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,10,7,4,9,10,18,11,5,3,0,68,36,24,57,85,94,87,58,13,5,450
SSC30718,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,12,4,0,0,17,4,6,11,20,18,62,55,15,5,192
SSC30719,0,0,6,6,3,0,0,0,0,18,0,0,5,9,0,3,0,0,0,19,0,0,5,3,3,0,0,0,0,9,0,0,10,8,8,3,0,0,0,28,0,0,21,20,15,11,0,0,0,72,0,0,0,3,9,0,0,0,0,18,5,25,77,55,41,20,0,0,0,223,9,39,130,111,102,47,9,0,0,435
SSC30720,0,0,0,0,0,0,8,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,4,0,0,7,0,0,7,0,8,11,20,6,3,67
SSC30721,0,0,25,22,21,11,7,0,0,84,0,0,6,17,5,7,7,3,0,49,0,0,3,4,15,19,3,0,0,41,0,0,9,18,8,9,0,0,0,47,0,0,3,9,9,7,5,0,0,40,0,0,0,4,9,10,0,0,0,24,8,3,5,7,13,7,8,3,0,50,75,51,117,145,161,197,209,39,6,1008
SSC30722,0,0,5,4,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,7,3,7,3,0,0,0,27,4,18,34,6,25,20,3,3,0,111
SSC30723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SSC30724,0,0,3,6,8,3,0,0,0,23,0,3,0,0,4,3,0,0,0,12,0,0,3,0,0,0,0,0,0,8,0,0,0,3,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,3,3,3,8,8,9,3,0,40,19,18,38,44,65,74,78,24,3,362
SSC30725,0,0,3,0,7,0,0,0,0,14,0,0,0,0,0,3,0,0,0,10,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,3,3,0,0,0,4,0,0,9,3,3,7,4,3,0,31,5,8,20,21,33,43,28,16,3,174
SSC30726,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7,3,0,0,15,11,6,8,3,0,55
SSC30727,0,0,0,3,3,3,0,0,0,13,0,0,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,3,0,4,3,5,5,0,0,24,3,12,22,20,33,33,22,6,3,153
SSC30728,0,29,68,59,59,51,22,6,3,298,0,15,65,61,42,35,21,0,3,243,0,3,67,66,68,46,4,3,0,259,0,0,37,45,50,38,10,3,0,180,0,9,62,110,92,45,15,5,3,335,0,0,16,82,108,57,10,3,0,286,11,19,26,32,61,39,29,28,42,294,354,309,581,707,751,564,433,207,149,4051
SSC30729,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,5,0,0,6,3,0,8,4,3,12,10,10,5,17,5,0,70
SSC30730,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,7,6,4,9,6,0,34
SSC30731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,5,0,0,16
SSC30732,3,37,143,136,142,111,36,4,0,610,0,20,93,101,116,83,21,0,0,438,0,8,66,108,110,67,9,0,0,367,0,3,35,78,79,53,8,0,0,262,0,3,50,114,123,64,13,0,0,363,0,0,15,58,65,39,16,0,0,196,40,28,50,64,54,44,38,10,6,343,537,474,800,1028,1125,1010,654,168,63,5850
SSC30733,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,0,0,0,0,12
SSC30734,0,8,8,3,5,0,0,0,0,23,0,0,15,6,0,0,0,0,0,27,0,0,5,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,5,0,0,3,3,0,0,0,0,0,5,0,0,0,3,3,0,0,0,0,3,0,0,5,6,0,6,0,0,0,19,12,58,58,34,25,22,15,0,0,227
SSC30735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC30736,0,7,15,15,24,17,12,0,0,94,0,4,5,17,18,13,6,0,0,61,0,0,3,14,25,11,4,0,0,61,0,0,5,5,15,13,4,0,0,51,0,0,3,15,20,19,3,0,0,64,0,0,0,5,14,13,4,0,0,35,6,3,3,10,16,11,13,4,3,60,105,70,98,124,230,218,153,50,7,1045
SSC30737,0,0,3,5,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,11,6,7,10,16,15,26,32,7,3,126
SSC30738,0,0,0,0,0,3,0,0,0,12,0,3,0,0,9,0,0,0,0,14,0,0,0,0,3,0,3,0,0,8,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,18,6,14,26,33,25,20,14,3,155
SSC30739,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,4,5,4,0,19,17,4,9,14,27,37,18,10,0,133
SSC30740,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,4,9,14,3,3,4,44,8,9,6,21,42,56,21,10,4,178
SSC30741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,3,0,5,11,6,4,0,28
SSC30742,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,3,0,0,10,7,5,12,10,16,11,9,4,0,69
SSC30743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,9,6,0,0,22,0,0,4,8,3,22,23,9,3,73
SSC30744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,4,0,0,3,0,0,15
SSC30745,0,0,0,0,0,3,0,0,0,4,0,0,3,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,3,5,17,6,14,20,4,4,0,79
SSC30746,0,0,12,21,25,6,3,0,0,74,0,0,7,8,3,7,4,3,0,38,0,0,4,6,13,3,4,0,0,31,0,0,0,9,3,6,3,0,0,18,0,0,0,9,3,0,4,0,0,17,0,0,0,0,0,0,3,0,0,8,7,7,17,26,11,32,23,37,31,185,35,40,106,155,130,118,100,65,34,786
SSC30747,0,3,14,38,30,29,8,3,0,125,0,0,10,11,20,11,5,0,0,61,0,0,14,13,27,8,0,0,0,60,0,0,0,16,9,3,0,0,0,36,0,0,11,21,14,4,0,0,0,48,0,0,4,11,4,3,3,0,0,18,15,3,11,15,21,23,15,6,0,109,130,68,151,230,289,286,246,61,8,1472
SSC30748,0,24,86,72,88,63,28,7,3,368,0,15,53,58,75,55,17,3,0,273,0,3,26,49,57,53,12,4,0,205,0,0,26,24,45,33,6,3,0,140,0,0,24,40,37,36,10,0,0,154,0,0,4,9,18,8,7,0,0,57,41,36,67,52,57,50,62,49,13,430,455,427,772,663,755,679,633,376,122,4887
SSC30749,0,15,38,19,23,20,9,15,3,144,0,6,18,5,11,3,6,4,0,43,0,3,4,3,4,7,0,0,0,35,0,0,5,3,5,0,0,0,0,19,0,0,4,3,7,3,0,0,0,18,0,0,0,6,3,0,0,0,0,6,11,17,16,11,19,13,31,30,9,154,72,137,178,109,137,175,233,202,34,1270
SSC30750,0,0,0,6,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,8,3,7,12,19,24,29,18,3,3,114
SSC30751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,3,0,0,0,7,3,0,3,5,20,19,6,0,0,65
SSC30752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,0,0,7,3,3,0,0,13,14,0,0,0,30
SSC30753,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,10,14,7,6,15,14,22,9,7,0,96
SSC30754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,7,0,0,0,13
SSC30755,3,44,240,231,168,115,24,0,0,824,0,22,113,135,98,57,9,0,0,427,0,5,81,79,57,35,3,0,0,263,0,4,29,33,36,26,3,0,0,126,0,0,21,28,33,6,0,0,0,86,0,0,13,4,6,6,0,0,0,29,105,110,194,152,135,94,60,30,6,888,951,934,1944,1654,1382,1048,564,177,43,8694
SSC30756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,3,8,0,0,14
SSC30757,0,0,0,4,3,0,0,0,0,13,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,3,5,0,4,3,0,5,0,0,0,18,10,3,9,17,11,12,4,0,0,57
SSC30758,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,7,3,0,14,3,4,6,10,17,26,24,10,0,110
SSC30759,0,0,3,0,0,0,0,0,0,4,0,0,3,0,4,0,0,0,0,12,0,0,0,0,3,3,3,0,0,9,0,0,0,0,3,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,3,4,3,0,3,0,0,9,0,0,0,5,4,0,0,0,0,8,13,14,16,36,32,31,28,14,0,187
SSC30760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,3,0,3,8,4,3,0,21
SSC30761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,3,0,0,13,4,0,4,8,9,15,24,6,3,69
SSC30762,0,3,3,3,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,9,5,8,3,4,3,0,38,7,5,21,13,24,11,11,6,0,97
SSC30763,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,4,0,0,17,8,7,8,7,12,12,18,3,0,74
SSC30764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,3,12,5,4,0,3,39
SSC30765,0,0,14,16,26,19,13,0,0,98,0,0,18,21,10,7,0,0,0,54,0,0,6,4,6,14,4,0,0,35,0,0,4,3,9,4,0,4,0,22,0,0,5,13,13,6,0,0,0,33,0,0,0,3,3,4,0,0,0,12,15,4,7,7,20,16,32,29,5,134,95,64,171,183,230,285,380,259,93,1756
SSC30766,0,0,8,0,7,5,0,0,0,17,0,0,0,3,0,0,0,0,0,7,0,0,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,3,0,0,3,0,5,0,5,11,13,14,9,4,0,0,58,4,15,36,36,45,37,17,4,4,201
SSC30767,0,3,0,4,0,0,0,0,0,10,0,0,0,4,0,0,3,0,0,8,0,0,0,0,4,8,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,10,12,17,12,15,21,6,0,95
SSC30768,0,0,3,3,3,4,0,0,0,14,0,0,0,0,3,3,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,4,0,0,0,10,16,9,21,17,22,35,12,3,3,140
SSC30769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,11
SSC30770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5
SSC30771,0,4,8,8,13,3,0,0,0,37,0,0,0,0,5,4,0,0,0,18,0,0,4,0,12,0,3,0,0,15,0,0,3,0,5,4,3,0,0,17,0,0,0,3,7,4,3,0,0,15,0,0,0,0,4,0,0,0,0,7,3,0,7,3,8,9,10,5,4,47,38,26,68,42,87,63,63,43,17,445
SSC30772,0,0,0,5,4,12,9,0,0,32,0,0,0,6,3,3,0,0,0,9,0,0,0,0,0,8,0,0,0,6,0,0,0,0,8,3,0,0,0,6,0,0,4,0,3,3,0,0,0,12,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,11,5,7,14,25,48,64,59,23,0,254
SSC30773,0,7,19,13,14,15,5,0,0,77,0,0,14,12,9,9,3,0,0,51,0,4,8,3,3,6,0,0,0,30,0,0,0,5,3,3,0,0,0,16,0,0,0,4,7,3,0,0,3,13,0,0,0,3,4,0,0,0,0,10,8,5,10,18,16,27,12,7,3,115,48,61,128,129,139,179,107,69,18,872
SSC30774,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,16,3,3,3,4,5,13,12,5,0,51
SSC30775,0,4,19,23,20,17,0,4,0,84,0,0,6,8,11,10,0,0,0,34,0,0,0,4,0,3,0,0,0,11,0,0,0,0,3,3,0,0,0,8,0,0,3,3,3,0,0,0,0,18,0,0,0,0,3,0,0,0,0,4,19,8,29,30,33,36,27,21,5,217,106,70,165,212,283,282,280,88,19,1510
SSC30776,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,3,9,16,5,3,4,50
