POA_CODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
POA4174,27,31,18,11,9,5,0,103,11,13,3,5,4,0,0,37,16,16,3,0,3,0,0,39,75,75,46,25,28,5,3,264,0,3,0,0,0,0,0,3,135,130,70,41,46,11,3,448,0,7,0,0,0,0,0,8,6,3,3,0,3,0,0,14,0,0,0,0,0,3,0,9,21,31,11,3,7,0,0,83,0,0,0,0,0,0,0,5,31,43,15,5,10,4,3,116,163,180,90,50,61,16,4,567
POA4178,294,290,139,89,129,61,22,1021,151,122,57,44,54,32,9,474,139,114,57,28,58,15,8,425,705,694,387,211,285,136,54,2466,12,11,3,4,6,3,0,41,1305,1229,644,376,529,244,93,4421,25,53,26,23,33,13,6,180,33,44,25,17,18,9,3,150,23,28,24,12,15,9,3,110,116,188,114,85,121,32,15,676,3,11,11,0,3,0,0,35,199,329,196,135,192,66,31,1147,1504,1551,838,518,721,307,118,5569
POA4179,180,180,120,56,81,31,18,666,129,135,70,35,48,19,3,447,106,127,64,29,43,33,3,394,563,616,359,226,318,124,43,2247,3,0,0,0,0,0,0,9,982,1056,606,352,492,205,70,3765,21,41,13,13,28,3,5,130,29,40,23,11,14,3,3,130,15,19,12,11,16,4,0,78,96,150,84,68,90,24,6,515,3,5,3,0,0,0,0,11,156,253,141,107,147,36,22,858,1139,1312,752,458,639,245,85,4623
POA4183,5,0,3,3,0,0,0,10,0,3,6,3,3,0,0,20,3,3,3,0,0,0,0,12,66,70,27,21,22,3,0,196,0,0,0,0,0,0,0,0,74,77,36,23,26,4,0,236,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,8,3,0,0,0,0,0,0,5,18,22,14,19,12,0,0,89,4,0,0,0,0,0,0,9,19,32,22,25,13,0,0,111,91,109,56,51,38,7,0,345
POA4184,12,10,11,5,10,0,0,50,8,16,6,4,6,0,0,46,21,23,9,7,3,0,0,55,56,93,39,30,43,6,3,270,0,5,0,0,3,0,0,7,96,145,67,50,65,10,8,431,5,11,0,3,3,3,0,31,11,8,6,7,7,0,0,41,11,11,15,5,6,0,0,47,74,61,48,32,39,8,3,257,4,3,3,3,0,0,0,18,99,100,81,47,55,10,3,387,194,242,147,96,119,15,8,821
POA4205,19,27,25,19,22,10,3,127,11,19,9,8,9,0,0,56,27,21,9,9,13,4,0,76,136,109,35,32,39,8,3,357,0,0,0,0,0,0,0,7,193,173,78,70,84,22,5,626,9,6,6,3,3,0,0,23,9,12,3,3,5,0,3,41,7,5,0,0,0,0,0,12,47,79,40,27,19,3,5,213,3,0,0,0,0,0,0,3,79,108,43,32,28,9,7,297,271,279,124,103,107,29,10,931
POA4207,556,568,315,212,271,69,44,2044,308,295,143,97,112,32,8,998,271,221,138,87,103,23,15,852,1711,1608,818,518,603,119,50,5430,21,20,9,3,5,0,0,57,2874,2712,1426,914,1086,247,118,9383,110,120,86,60,82,23,12,491,118,124,54,41,48,8,7,402,76,104,53,33,47,9,4,334,683,762,398,255,269,56,21,2444,37,38,18,13,20,0,0,130,1029,1141,614,404,466,96,42,3792,3901,3854,2035,1323,1554,338,164,13177
POA4208,239,289,187,129,145,61,21,1066,186,172,85,39,53,17,3,561,141,139,64,41,39,8,4,440,837,829,478,261,337,72,19,2833,6,7,6,3,3,0,0,29,1415,1432,813,471,578,157,51,4920,18,25,19,17,29,9,0,122,25,42,30,12,21,3,0,134,11,22,14,13,13,3,3,82,120,179,123,66,91,13,0,595,3,3,4,3,0,0,0,18,175,280,188,113,156,30,10,949,1590,1712,1007,588,735,184,55,5871
POA4209,1004,1121,623,366,460,152,39,3770,479,376,183,98,106,31,4,1278,399,309,153,82,86,26,7,1075,2027,1728,824,479,564,137,55,5815,19,21,13,7,13,0,0,75,3931,3561,1792,1044,1231,343,113,12015,92,164,109,81,88,15,6,562,136,142,56,41,37,8,6,419,65,112,44,26,34,16,5,304,503,602,288,191,226,51,24,1882,25,30,10,4,7,0,0,77,826,1050,507,349,390,92,39,3244,4760,4612,2302,1388,1619,434,147,15256
POA4210,220,280,175,137,182,59,32,1084,135,152,80,42,57,17,4,487,137,164,76,47,38,17,4,484,636,654,359,212,282,60,18,2222,13,8,3,0,8,3,0,41,1140,1256,691,439,567,158,58,4309,23,39,32,27,40,10,7,170,25,33,16,7,14,6,4,115,24,18,17,20,12,9,4,94,123,149,91,64,75,17,10,520,3,3,3,3,3,0,0,18,198,242,154,115,145,43,24,918,1334,1500,845,554,709,197,80,5229
POA4211,643,753,437,307,432,161,75,2808,436,365,196,118,164,48,21,1344,378,341,177,110,145,43,22,1220,1788,1741,873,510,686,228,79,5905,18,16,14,16,7,0,0,68,3258,3217,1705,1058,1431,477,199,11346,66,143,108,74,105,37,16,558,115,153,72,49,63,9,17,479,49,90,58,52,61,13,3,316,335,521,293,210,244,57,37,1704,21,19,12,7,5,0,0,73,595,921,545,395,481,120,76,3132,3853,4137,2243,1456,1911,600,274,14475
POA4212,266,337,238,178,256,95,43,1413,138,151,77,57,82,22,12,537,154,140,70,47,85,32,11,546,522,632,426,274,364,102,51,2375,0,3,0,4,3,3,0,5,1082,1250,813,559,795,260,116,4875,27,39,41,32,56,26,10,234,16,21,24,18,25,3,9,118,15,31,28,12,34,5,0,126,67,120,90,66,111,26,11,481,7,6,0,3,0,0,0,16,131,220,176,134,223,64,33,981,1211,1470,996,692,1010,329,150,5859
POA4213,193,353,230,156,188,82,31,1240,212,253,139,93,109,30,8,848,197,226,145,79,96,46,5,789,800,951,562,355,420,148,55,3292,3,0,0,4,3,0,0,10,1406,1781,1080,687,814,303,111,6174,13,39,28,28,34,21,10,173,30,57,30,18,36,6,0,179,19,29,33,23,31,11,11,149,135,205,126,102,131,35,10,748,10,13,9,4,9,0,0,37,207,353,224,170,238,61,34,1290,1613,2135,1306,855,1049,367,138,7461
POA4214,447,515,329,226,313,153,82,2068,182,182,96,66,103,24,14,666,204,200,105,46,86,36,18,704,712,798,502,294,460,154,69,2987,4,6,7,3,5,3,0,34,1551,1701,1037,641,964,376,192,6461,43,86,69,38,83,43,24,387,37,53,31,23,37,15,8,203,28,40,28,27,43,16,0,178,157,241,151,108,142,39,16,858,15,10,3,6,8,0,0,42,282,432,273,208,311,111,54,1667,1836,2135,1313,848,1269,487,244,8126
POA4215,718,502,220,147,207,71,43,1911,171,129,49,33,54,18,10,469,228,160,67,33,49,19,8,567,535,475,273,161,216,54,28,1745,5,16,3,0,0,0,0,21,1655,1276,613,383,527,169,86,4713,102,171,102,85,117,56,36,661,82,90,43,32,37,13,3,312,64,67,56,32,33,11,3,278,210,284,166,117,155,43,18,986,14,25,13,10,3,0,0,69,472,640,380,275,345,131,61,2297,2129,1919,988,653,877,297,147,7017
POA4216,364,342,167,117,147,78,38,1249,144,144,78,42,51,21,11,488,174,166,79,38,47,20,6,533,579,582,365,223,281,112,43,2173,13,10,7,3,7,0,0,33,1277,1239,686,418,533,225,91,4477,41,63,47,29,75,23,14,295,50,61,38,23,22,10,0,203,40,50,26,18,37,8,8,178,173,245,151,107,114,32,17,846,7,16,8,0,0,0,0,33,307,438,274,177,249,70,45,1553,1580,1678,964,598,778,301,134,6030
POA4217,439,345,184,129,168,75,43,1391,114,112,69,50,75,27,9,459,141,152,75,61,53,14,7,510,389,454,292,198,282,107,57,1774,9,8,0,3,0,0,0,18,1085,1072,619,439,581,233,117,4157,42,61,53,47,68,21,17,322,19,32,27,23,42,18,4,157,37,39,27,13,24,11,8,154,98,135,95,67,90,40,14,531,4,11,5,0,3,0,0,22,194,282,206,155,227,89,42,1191,1287,1356,829,590,803,320,162,5348
POA4218,225,213,117,81,129,57,17,834,131,125,70,56,59,14,8,469,197,170,78,47,80,20,3,592,618,565,332,208,264,97,45,2141,9,0,8,4,0,0,0,20,1182,1074,599,395,534,191,70,4050,22,50,46,36,42,20,11,228,33,23,31,27,25,10,7,153,18,49,26,19,21,11,4,143,88,121,100,61,87,26,14,498,5,8,8,0,7,0,0,34,169,256,201,149,178,68,43,1061,1349,1332,803,545,707,262,112,5111
POA4220,190,158,109,55,90,34,11,653,222,160,77,43,61,16,9,585,173,162,78,37,60,19,4,538,890,831,387,253,299,108,40,2800,6,6,0,0,0,0,0,19,1481,1319,658,384,506,182,65,4590,17,45,26,22,29,13,5,160,23,77,22,18,26,6,3,183,24,37,27,20,19,11,7,142,105,162,119,88,114,34,31,652,5,4,5,0,3,0,0,21,179,321,200,150,201,63,45,1161,1659,1638,855,535,705,248,110,5751
POA4221,114,127,82,53,73,25,6,473,120,109,70,41,53,20,3,424,152,147,60,40,54,14,6,477,863,844,462,295,403,106,53,3026,5,6,0,0,3,0,0,17,1258,1231,679,434,586,167,73,4426,13,13,19,11,25,7,3,96,29,53,26,21,30,11,3,166,17,34,24,17,22,4,0,121,115,188,143,107,153,42,16,765,0,8,9,5,3,0,0,31,182,293,223,162,228,59,27,1174,1441,1524,900,593,816,225,95,5602
POA4222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4223,54,64,36,28,50,21,11,263,88,80,43,28,29,9,5,279,63,89,60,36,42,12,3,312,423,464,249,158,209,71,24,1600,3,0,0,0,0,0,0,6,629,704,391,252,333,113,37,2463,3,7,9,8,14,5,0,48,17,32,24,13,22,5,0,102,11,19,20,11,13,0,3,71,42,119,83,62,73,18,15,417,4,0,7,0,0,0,0,10,83,177,144,94,121,26,18,657,705,879,534,346,451,141,61,3117
POA4224,37,27,8,11,7,3,0,97,28,31,11,8,3,0,0,88,54,36,4,3,12,10,0,114,181,153,83,48,71,28,13,557,3,0,0,0,0,0,0,4,298,242,112,74,91,38,14,861,0,5,4,6,7,3,0,22,4,22,5,7,5,0,0,45,7,12,4,3,8,0,0,31,40,56,40,38,54,10,3,236,4,0,5,0,0,0,0,10,60,93,60,44,76,15,3,344,358,335,169,117,172,47,16,1208
POA4225,30,21,9,7,4,4,0,73,21,9,6,8,8,0,0,45,23,12,4,7,3,3,0,49,105,71,42,32,32,16,7,312,0,0,0,0,0,0,0,3,179,114,67,48,47,24,12,484,0,3,3,5,0,0,0,13,7,10,3,3,3,3,0,24,9,7,3,7,8,0,3,36,24,44,26,23,23,7,3,142,3,0,0,4,0,0,0,10,41,58,37,36,33,14,11,222,217,170,103,83,76,35,23,703
POA4226,380,421,259,184,265,135,65,1706,202,189,92,54,97,28,17,674,167,178,113,60,68,28,16,628,681,621,311,210,310,122,50,2301,10,5,0,0,3,0,0,16,1437,1404,778,518,741,306,147,5335,38,74,75,61,88,34,24,396,38,60,40,26,40,12,6,221,26,44,26,21,28,14,10,174,118,208,148,96,159,44,10,788,5,8,3,4,3,0,0,29,230,390,293,211,316,105,52,1602,1666,1797,1070,729,1057,412,200,6931
POA4227,316,356,219,153,185,85,37,1342,133,146,69,43,55,23,5,466,126,146,69,42,46,18,12,460,513,531,332,170,226,60,26,1852,6,3,0,0,0,0,0,7,1092,1177,685,409,513,187,74,4134,26,61,59,48,66,29,9,304,37,45,31,23,30,7,3,172,22,25,30,12,24,7,3,127,72,157,115,91,128,36,13,605,10,9,4,10,8,0,0,40,157,303,244,188,252,83,35,1249,1251,1477,922,598,762,264,108,5390
POA4228,10,24,21,11,24,5,3,104,30,40,41,21,19,9,0,155,44,46,24,9,19,3,7,158,164,197,115,79,108,42,9,712,0,0,0,0,0,0,0,4,248,306,194,127,170,62,25,1135,0,0,3,0,4,0,0,8,5,10,6,5,3,0,0,30,3,5,4,0,9,0,0,22,12,15,14,14,17,4,3,83,0,0,0,0,0,0,0,0,27,33,23,19,31,4,3,142,274,336,218,147,201,62,27,1274
POA4229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4230,22,20,16,4,9,3,0,76,4,5,0,0,3,0,0,10,8,3,0,0,0,0,0,17,11,8,6,3,0,0,0,31,0,0,0,0,0,0,0,0,47,36,20,14,16,4,0,139,0,6,4,0,3,0,0,21,3,4,0,0,0,0,0,11,0,0,3,0,3,0,0,11,0,5,11,8,5,4,0,43,0,0,0,0,0,0,0,0,11,22,22,11,18,6,7,84,54,54,41,24,36,5,9,223
POA4270,14,18,15,9,24,4,3,83,14,17,15,11,16,10,0,83,21,32,20,13,17,0,0,94,107,137,93,64,80,21,5,494,0,0,0,0,0,0,0,0,156,200,139,92,136,34,7,759,0,6,0,0,0,0,0,4,0,3,3,0,3,0,0,11,3,4,3,0,3,0,0,20,16,31,15,14,15,3,0,95,7,0,0,0,0,0,0,5,29,41,28,19,20,3,0,138,185,244,165,108,153,36,7,902
POA4271,11,23,16,10,12,3,0,73,23,22,13,7,3,0,0,82,11,18,12,5,16,0,0,59,54,77,53,32,40,3,3,264,0,0,0,0,0,0,0,0,106,147,93,52,63,10,3,476,0,0,4,0,0,0,0,6,0,0,4,0,6,0,0,17,0,3,3,0,3,0,0,14,9,24,13,11,10,3,0,77,5,0,0,0,0,0,0,3,15,36,27,19,21,3,0,119,117,179,121,66,89,18,5,601
POA4272,20,33,35,21,17,7,5,133,20,31,26,10,12,0,0,107,22,26,32,22,19,5,4,123,72,118,64,51,53,17,4,373,0,0,0,0,0,0,0,3,127,210,155,105,100,24,14,745,3,5,3,3,3,3,0,24,7,3,7,4,9,5,0,24,0,6,3,4,7,0,0,22,10,27,11,8,8,3,0,64,0,0,0,0,0,0,0,0,22,39,28,20,23,8,3,143,149,255,183,124,127,39,20,888
POA4275,3,8,13,9,14,4,3,59,17,19,7,3,5,0,0,47,19,26,13,5,6,4,0,70,97,109,82,42,61,16,6,423,0,0,3,0,0,0,0,5,143,166,111,63,92,27,8,608,3,0,0,0,6,0,0,6,3,0,0,4,3,0,0,13,0,6,3,0,0,0,0,12,22,34,20,19,20,5,0,114,3,4,4,0,0,0,0,5,30,43,32,24,22,4,0,157,173,207,140,85,117,32,8,763
POA4280,61,108,78,57,78,23,4,411,68,97,70,53,50,10,3,359,72,99,59,46,54,12,10,342,645,767,478,316,367,72,14,2669,5,4,3,5,3,0,0,18,858,1075,692,470,546,115,31,3788,9,12,8,12,13,0,0,55,16,20,10,5,9,0,0,59,22,27,23,4,15,0,0,98,141,165,105,56,70,15,8,545,3,4,0,4,6,0,0,18,180,226,147,82,115,19,8,773,1039,1302,838,550,660,136,42,4564
POA4285,44,77,71,41,45,10,3,296,54,97,62,38,62,17,0,320,61,96,47,31,39,11,3,282,711,912,461,305,378,80,23,2873,3,13,3,3,4,0,0,23,865,1188,651,421,529,120,29,3800,5,15,21,9,14,3,0,60,17,20,26,15,17,0,0,101,8,25,7,6,18,3,0,73,196,266,160,94,115,13,3,853,11,16,4,3,3,0,0,36,234,339,217,128,160,24,6,1115,1098,1522,868,550,692,141,37,4917
POA4287,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,27,36,13,9,12,0,3,98,0,0,0,0,0,0,0,0,29,36,17,9,12,0,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,5,4,3,0,0,32,0,0,0,0,0,0,0,0,13,13,5,4,3,0,0,33,39,51,18,16,11,0,3,132
POA4300,1339,1386,786,485,552,235,98,4874,428,354,173,108,131,34,10,1241,358,282,136,77,106,16,12,983,1925,1628,754,461,583,150,44,5549,25,22,11,10,4,0,0,76,4074,3672,1855,1134,1377,439,163,12722,181,232,155,98,157,53,23,903,101,120,67,53,55,3,11,405,65,81,42,37,40,10,4,281,401,525,307,192,237,54,15,1733,28,31,18,16,9,0,0,102,780,989,589,399,500,123,57,3429,4853,4661,2444,1531,1874,560,217,16154
POA4301,799,804,406,270,304,109,36,2718,195,157,59,44,58,12,4,536,132,90,59,26,47,12,5,369,959,738,342,216,271,45,11,2591,11,16,9,0,3,0,0,35,2091,1802,870,570,680,181,60,6244,166,206,120,86,113,44,12,741,82,93,45,29,26,3,3,285,40,59,27,16,25,3,0,175,334,401,203,129,125,24,12,1226,25,30,8,6,12,0,3,76,650,785,406,259,305,73,24,2506,2747,2586,1271,827,984,252,86,8749
POA4303,41,37,25,14,24,8,3,158,6,9,0,3,3,0,0,29,14,4,4,3,3,0,0,27,86,68,37,20,24,7,3,250,0,3,0,0,0,0,0,6,150,124,70,41,54,15,8,463,15,20,17,6,13,3,0,76,8,6,5,3,0,0,0,28,4,5,3,0,0,0,0,13,84,88,63,29,28,3,3,302,6,14,3,0,0,0,0,25,118,133,90,45,45,9,3,441,274,255,157,87,100,28,13,909
POA4304,124,116,74,24,57,8,4,417,69,45,23,23,19,6,3,189,56,58,25,16,20,9,0,183,530,508,248,156,196,51,29,1716,11,3,3,0,7,0,0,19,787,737,374,218,295,74,30,2520,20,33,17,8,16,6,0,107,27,41,21,6,18,6,0,119,17,21,14,3,3,0,4,64,263,251,138,78,109,20,23,879,17,7,4,5,0,0,0,36,340,349,196,113,142,36,26,1200,1120,1089,569,334,439,110,55,3722
POA4305,270,291,163,108,127,25,14,989,247,221,123,58,105,33,12,793,239,227,126,65,72,22,13,764,2596,2306,1204,738,882,261,103,8086,16,14,10,11,4,0,0,51,3359,3055,1622,986,1190,335,134,10688,54,71,62,21,39,14,3,265,83,119,87,34,56,10,5,391,30,48,39,28,41,19,8,202,844,1138,624,390,433,106,30,3565,22,28,16,10,17,3,0,93,1040,1404,817,479,578,151,40,4513,4404,4458,2436,1467,1769,486,176,15203
POA4306,126,179,129,87,96,43,17,691,162,164,113,69,96,21,14,635,136,150,79,69,64,31,14,542,1336,1661,973,597,753,238,87,5643,12,20,13,9,8,3,0,58,1766,2170,1308,833,1023,344,130,7571,3,7,14,13,11,7,0,55,28,42,17,20,17,8,0,136,22,24,19,11,13,9,3,101,236,295,204,134,172,43,13,1103,5,13,8,4,7,0,0,44,290,381,265,184,223,67,19,1430,2057,2547,1569,1020,1245,412,147,8998
POA4307,0,0,0,0,3,0,0,4,0,12,6,7,5,0,0,33,3,3,3,3,0,0,0,8,45,80,41,29,32,9,0,235,0,3,3,0,0,0,0,5,49,95,48,37,45,14,3,296,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,3,0,0,0,3,9,14,9,4,7,0,0,49,0,0,0,0,0,0,0,0,11,14,12,8,7,0,0,60,62,113,61,43,55,11,4,356
POA4309,4,11,0,0,3,0,0,12,9,5,13,4,5,0,0,36,3,6,3,4,3,0,0,15,117,146,94,59,71,9,6,505,0,4,0,0,0,0,0,3,131,166,111,70,80,9,6,573,0,0,3,0,0,0,0,4,5,8,3,0,5,0,0,16,0,3,0,3,0,0,0,9,14,16,10,12,11,0,0,65,0,0,0,0,0,0,0,6,17,29,14,11,10,0,0,99,147,199,130,78,96,8,4,665
POA4310,6,13,3,5,3,0,0,27,5,3,10,3,15,0,0,45,12,16,14,7,8,0,0,55,180,217,167,99,106,21,0,784,0,0,0,0,0,0,0,0,198,248,189,115,134,25,0,911,0,0,3,0,0,0,0,6,0,8,3,0,8,0,0,23,3,0,0,3,6,0,0,8,38,48,30,19,22,4,0,161,0,0,0,0,0,0,0,3,45,56,42,22,37,7,0,206,243,303,231,140,168,27,0,1117
POA4311,19,28,18,4,16,0,0,95,25,24,24,12,15,0,0,96,24,33,18,15,24,11,0,120,385,446,220,129,157,24,7,1379,6,8,4,0,0,0,0,16,461,539,290,169,212,36,7,1709,3,3,4,0,4,0,0,13,15,16,7,5,5,0,0,56,3,10,4,5,9,0,0,27,142,166,116,67,65,9,6,568,0,8,3,0,0,0,0,16,161,204,132,84,84,10,6,685,624,742,422,253,291,44,14,2390
POA4312,0,3,5,0,5,0,0,13,7,3,5,4,8,0,0,32,5,9,6,0,0,0,0,21,68,81,53,31,40,4,0,274,0,0,0,0,0,0,0,3,84,90,70,34,51,10,3,343,0,0,0,0,0,3,0,4,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,19,25,22,13,9,3,0,85,3,0,0,0,0,0,0,6,29,30,20,16,13,3,0,101,111,117,90,49,60,12,3,442
POA4313,0,0,3,0,0,0,0,4,3,0,0,0,7,0,0,5,0,0,3,0,0,0,0,13,80,95,57,29,38,0,6,298,0,3,0,0,0,0,0,4,80,103,64,32,47,0,6,328,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,4,0,0,0,0,0,12,20,24,17,7,15,0,0,88,3,4,0,0,0,0,0,3,27,32,19,15,17,0,0,112,107,134,89,45,61,4,6,442
POA4340,6,11,4,3,6,0,0,39,4,15,3,3,6,5,0,35,5,12,8,7,6,3,0,36,179,199,130,75,102,13,6,698,0,0,3,0,3,0,0,4,194,231,150,87,118,18,7,816,0,3,0,3,0,0,0,13,6,12,8,7,3,0,0,37,0,5,3,0,3,0,0,13,52,84,53,26,48,3,0,274,0,3,3,0,4,0,0,10,68,100,59,41,62,8,0,342,269,340,209,130,181,30,10,1160
POA4341,24,31,28,15,28,4,0,127,38,38,28,15,20,3,0,145,41,45,32,17,13,6,0,146,569,621,353,213,245,47,12,2065,4,8,11,3,0,0,0,19,673,740,441,267,307,57,9,2498,0,6,3,5,3,0,0,18,13,18,8,7,8,0,0,56,11,6,9,9,10,0,0,40,167,219,149,84,134,20,3,772,5,8,0,3,4,0,0,20,191,256,174,106,157,20,3,911,872,998,614,371,466,72,15,3407
POA4342,3,0,0,3,0,0,0,12,3,8,6,3,3,0,0,23,11,11,3,3,0,0,0,23,76,94,63,43,60,6,0,335,0,0,0,0,0,0,0,3,90,110,73,52,70,11,5,400,0,0,3,0,0,0,0,6,5,5,5,3,3,0,0,18,0,0,0,3,3,0,0,3,25,34,20,9,11,0,0,96,4,0,0,0,0,0,0,0,35,36,26,12,18,0,0,133,123,148,93,66,85,12,5,528
POA4343,84,73,30,17,23,3,0,229,22,16,12,8,7,0,0,69,17,29,12,4,11,3,0,78,336,370,226,137,189,24,15,1289,0,0,0,0,0,0,0,4,454,484,288,175,231,31,15,1678,3,11,7,4,7,0,5,43,3,4,6,3,0,0,0,19,8,8,4,8,3,0,0,32,81,123,75,56,57,13,3,405,4,9,5,3,0,0,0,18,98,156,104,71,66,14,4,513,554,642,385,239,303,43,15,2190
POA4344,4,9,5,9,3,0,0,24,9,19,3,0,0,0,0,32,9,11,3,3,3,0,0,26,106,93,50,46,64,10,4,369,0,0,0,0,0,0,0,0,130,131,61,58,73,10,4,457,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,7,0,4,0,0,0,0,0,3,30,38,26,13,13,0,0,118,0,0,0,0,0,0,0,0,32,44,26,12,14,5,0,132,162,172,90,71,82,9,3,590
POA4345,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,11
POA4346,0,0,3,0,0,0,0,12,0,5,3,4,0,0,0,14,3,3,5,0,0,0,0,10,35,51,22,4,20,0,0,135,0,0,0,0,0,0,0,0,45,60,29,9,23,0,4,172,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,4,3,0,0,0,0,0,0,5,10,10,3,0,3,0,0,22,0,3,0,0,0,0,0,3,6,13,5,0,7,0,0,37,50,71,38,8,27,0,4,207
POA4347,4,0,3,0,0,0,0,6,3,7,3,0,0,0,0,9,4,4,3,0,3,3,0,13,44,42,34,15,19,0,0,163,0,0,0,0,0,0,0,3,55,51,42,19,21,4,0,199,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,7,13,7,6,8,0,0,45,0,0,0,0,0,0,0,3,7,13,3,6,9,3,0,49,67,65,48,21,38,5,0,249
