POA_CODE_2016,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1_or2_st_bl_NofB_0_ib,Flt_at_In_1_or2_s_b_NofB_1,Flt_at_In_1_or2_s_b_NofB_2,Flt_at_In_1_or2_s_b_NofB_3,Flt_at_In_1_or2_s_b_NofB_4,Flt_at_In_1_or2_s_b_NofB_5,Flt_at_In_1_or2_s_b_NoB_6_m,Flt_at_In_1_or2_s_b_NoB_NS,Flt_at_In_1_or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4_or_m_s_b_NofB_0_ib,Flt_apt_4_or_m_s_b_NofB_1,Flt_apt_4_or_m_s_b_NofB_2,Flt_apt_4_or_m_s_b_NofB_3,Flt_apt_4_or_m_s_b_NofB_4,Flt_apt_4_or_m_s_b_NofB_5,Flt_apt_4_or_m_s_b_NofB_6_m,Flt_apt_4_or_m_s_b_NofB_NS,Flt_apt_4_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
POA2630,3,54,393,1482,806,178,34,74,3040,0,25,48,19,0,0,0,9,99,0,12,0,0,0,0,0,3,18,0,33,52,20,3,0,0,8,117,3,59,72,12,0,0,0,10,154,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,63,72,10,0,0,0,7,161,6,10,10,3,3,0,0,3,41,0,0,8,12,0,0,3,24,52,16,167,535,1537,824,181,44,119,3412
POA2631,3,12,31,108,53,12,4,3,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,12,35,108,57,12,4,3,230
POA2632,0,16,115,355,144,21,11,17,682,0,4,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,10,0,3,9,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,13,0,0,0,3,0,0,0,0,8,0,0,0,0,5,0,0,0,8,0,27,131,362,148,21,8,17,718
POA2633,4,10,26,84,35,5,6,3,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,10,26,80,38,5,6,6,167
POA2640,14,65,1185,5176,3847,537,96,212,11130,9,284,1108,283,18,0,3,59,1764,7,87,116,74,13,0,0,15,318,18,365,1223,357,35,0,0,75,2078,0,50,118,8,0,0,0,17,201,0,9,14,0,0,0,0,0,22,0,3,22,0,0,0,0,0,29,0,0,0,0,0,0,0,0,3,0,57,160,10,5,0,0,24,258,3,8,8,14,3,0,0,3,41,3,0,14,12,8,0,0,0,40,42,502,2588,5570,3894,545,98,307,13540
POA2641,6,44,599,2546,1167,144,31,105,4639,3,66,868,145,8,0,3,52,1146,0,21,39,34,0,0,0,5,98,3,88,906,179,7,0,5,54,1248,0,3,67,18,0,0,0,6,92,0,0,27,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,96,18,0,0,0,6,124,8,9,15,5,0,0,0,7,46,0,3,10,8,0,4,0,0,27,13,153,1623,2760,1181,149,32,173,6082
POA2642,5,18,140,681,548,124,25,38,1580,0,0,10,4,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,3,17,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,4,0,3,0,0,0,7,0,0,0,0,0,0,0,5,4,4,18,161,688,559,128,22,43,1616
POA2643,0,13,80,545,243,38,7,22,947,0,3,13,14,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,3,13,14,0,0,0,0,33,0,0,26,5,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,5,0,0,0,0,35,0,8,18,3,0,0,0,0,34,0,0,0,0,0,0,0,0,0,3,29,140,564,246,41,7,27,1046
POA2644,0,22,102,414,241,48,20,18,870,0,0,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,12,0,12,7,0,0,0,0,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,0,0,0,0,4,25,0,0,0,0,0,0,0,0,7,0,3,0,0,3,0,0,0,9,3,34,124,412,241,49,21,26,913
POA2645,0,0,20,66,37,3,4,3,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,66,37,3,4,3,143
POA2646,3,25,310,1223,645,102,15,61,2388,0,3,73,33,0,0,0,5,117,0,0,0,0,0,0,0,0,0,0,3,74,33,0,0,0,5,118,0,8,101,18,0,0,0,14,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,101,18,0,0,0,10,136,0,3,17,8,0,0,0,3,37,0,0,0,10,0,0,3,3,15,3,41,506,1285,645,106,21,89,2694
POA2647,0,13,114,336,196,29,4,18,710,0,0,27,11,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,27,7,0,0,0,0,43,0,11,73,11,3,0,0,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,73,11,3,0,0,5,100,3,4,3,4,0,0,0,0,16,0,0,3,3,0,0,0,0,7,3,29,217,368,196,32,4,22,875
POA2648,3,24,143,385,170,27,4,31,783,0,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,12,0,19,30,13,0,0,0,7,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,30,13,0,0,0,7,67,6,17,3,3,0,0,0,6,32,0,4,0,4,0,0,3,0,12,9,62,185,406,178,29,6,42,911
POA2649,0,0,3,0,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,11
POA2650,20,79,1367,7967,6429,1194,201,392,17655,3,56,520,113,7,0,0,38,739,0,3,99,68,3,0,0,0,175,3,65,621,178,12,0,0,38,917,21,256,1451,180,11,0,3,83,2004,0,24,39,12,0,0,0,4,81,3,11,13,6,0,0,0,0,35,0,0,3,3,3,0,0,0,7,24,290,1509,196,13,0,3,87,2122,0,21,30,44,50,5,5,17,176,0,0,7,18,14,0,0,6,46,45,451,3536,8412,6521,1202,209,543,20918
POA2651,3,3,22,318,231,24,3,9,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,49,13,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,49,13,0,0,0,0,70,3,10,0,0,0,0,0,4,20,0,0,0,0,3,0,0,0,4,7,13,77,334,233,24,3,14,704
POA2652,0,26,148,701,494,121,14,49,1553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,9,0,3,3,9,4,3,3,0,24,3,28,156,709,499,123,22,57,1594
POA2653,3,26,103,450,226,38,7,23,872,0,3,5,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,7,5,0,0,0,0,19,0,0,8,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,11,0,5,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,5,3,37,121,452,227,36,7,30,915
POA2655,3,7,55,208,127,31,11,8,457,0,3,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,3,3,11,55,211,130,31,11,10,469
POA2656,0,5,52,224,139,29,6,16,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,0,0,0,0,0,21,0,0,0,4,0,0,0,0,8,0,0,0,0,3,0,0,0,3,3,18,59,228,143,29,6,16,495
POA2658,0,9,90,237,130,28,9,19,518,0,4,8,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,4,7,0,3,0,14,0,14,94,243,130,28,11,19,545
POA2659,0,0,43,145,91,25,0,8,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,3,0,0,45,147,91,25,0,8,318
POA2660,0,9,73,287,149,21,12,12,558,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,4,0,0,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,3,0,13,79,289,147,21,12,14,584
POA2661,0,0,0,19,26,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,19,23,0,0,0,51
POA2663,0,17,193,697,415,59,7,58,1444,0,20,12,10,0,0,0,0,38,0,0,0,4,0,0,0,0,4,0,20,12,11,0,0,0,0,40,0,5,19,0,0,0,0,7,36,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,22,0,0,0,0,7,36,0,0,0,3,0,0,0,0,3,0,0,3,4,3,0,0,0,7,3,46,229,708,417,59,13,62,1532
POA2665,3,22,102,350,215,33,15,23,769,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,9,0,0,4,3,4,0,3,0,9,3,34,108,355,222,38,15,23,802
POA2666,0,29,268,959,593,94,26,45,2000,0,4,17,11,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,4,17,11,0,0,0,0,38,3,50,37,13,0,0,0,7,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,50,37,13,0,0,0,7,112,0,11,3,3,3,0,0,0,19,0,0,0,0,0,3,0,0,5,3,89,327,982,601,94,29,49,2180
POA2668,0,0,27,69,45,6,0,4,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,32,69,45,6,0,4,161
POA2669,0,13,64,257,198,44,9,16,608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,3,0,22,62,260,203,46,7,19,620
POA2671,3,16,155,678,421,67,4,57,1407,0,0,10,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,9,0,22,22,3,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,3,0,0,0,0,53,0,3,6,0,0,0,0,0,8,0,3,4,8,5,4,3,9,29,9,46,197,688,426,73,8,67,1507
POA2672,0,7,55,212,125,15,13,13,436,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,8,8,0,0,0,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,8,8,0,0,0,5,27,0,0,3,0,0,0,0,0,3,0,3,19,32,11,0,0,3,63,3,17,84,241,136,21,14,19,535
POA2675,0,15,61,241,139,34,9,19,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,5,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,5,0,0,0,0,27,11,0,3,3,0,0,0,8,24,0,0,0,0,0,0,0,0,4,12,24,76,249,136,34,12,24,557
POA2678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2680,13,69,494,3063,2389,294,48,179,6552,0,55,147,154,0,3,0,25,388,0,0,10,3,0,0,0,0,12,0,61,156,162,4,3,0,25,401,9,107,454,161,4,0,0,54,790,0,4,7,5,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,7,9,110,465,166,4,3,0,58,807,17,21,10,19,5,0,0,8,88,0,8,5,23,14,6,0,3,56,32,261,1129,3434,2419,305,49,266,7905
POA2681,0,5,56,266,183,30,0,16,558,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,13,7,0,0,0,0,7,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,0,0,0,0,7,29,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,23,67,271,179,30,0,25,592
POA2700,3,24,263,800,440,88,28,47,1690,0,3,19,7,3,0,0,3,38,0,0,0,0,0,0,0,0,0,0,3,19,7,3,0,0,3,38,0,6,41,8,0,0,0,5,57,0,3,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,46,8,0,0,0,5,63,4,3,0,3,0,0,0,0,16,0,0,0,8,0,0,0,0,9,7,38,330,827,444,92,24,55,1826
POA2701,0,6,82,327,253,62,9,19,760,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,12,0,3,0,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,13,0,21,88,340,254,62,13,17,791
POA2702,0,9,37,139,67,13,3,13,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,42,139,74,13,3,13,281
POA2703,0,4,31,100,57,11,0,7,210,0,11,0,0,0,0,0,4,19,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,4,19,0,14,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,25,37,103,57,11,0,10,244
POA2705,3,30,274,1481,1052,182,41,98,3161,0,8,92,44,4,0,0,11,163,0,0,19,0,0,0,0,0,21,0,8,112,44,4,0,0,11,183,3,28,100,44,6,0,0,9,191,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,104,44,6,0,0,6,203,3,15,5,4,0,4,0,0,35,0,0,6,5,11,0,3,6,34,13,81,507,1583,1072,191,44,118,3613
POA2706,0,9,46,235,94,14,3,7,408,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9,54,237,94,14,3,7,421
POA2707,0,3,21,217,146,23,6,11,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,23,0,0,0,0,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,23,0,0,0,0,3,28,0,4,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,14,53,220,144,23,6,14,468
POA2710,4,49,473,1719,968,148,44,100,3509,0,12,37,13,3,0,0,3,64,0,0,0,3,4,0,0,0,7,0,12,37,16,7,0,0,4,70,0,35,181,17,0,0,0,14,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,181,17,0,0,0,14,254,3,14,29,14,6,0,0,0,60,3,0,9,21,3,0,0,0,39,12,105,728,1785,987,152,46,121,3929
POA2711,0,19,157,501,303,69,25,46,1124,0,3,11,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,3,11,3,0,0,0,0,27,0,3,39,6,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,39,6,0,0,0,0,51,3,3,0,4,0,0,0,3,13,0,3,0,6,3,4,0,0,19,9,41,208,519,311,71,25,52,1233
POA2712,0,4,87,229,124,18,4,16,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,0,0,0,0,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0,0,0,0,5,24,0,0,3,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,15,97,230,130,18,4,17,519
POA2713,0,14,121,481,277,43,8,34,965,0,3,44,3,0,0,0,3,52,0,0,0,0,0,0,0,0,0,0,3,44,3,0,0,0,3,52,0,0,22,3,0,0,0,6,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,0,0,0,6,30,0,0,7,3,0,0,0,3,14,0,0,0,0,0,0,0,3,9,3,19,188,491,276,43,8,43,1062
POA2714,0,19,132,512,236,37,7,30,974,0,5,17,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,5,17,3,0,0,0,0,23,0,6,25,7,0,0,0,7,36,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,25,7,0,0,0,7,39,5,21,23,13,11,0,0,9,77,0,0,0,0,0,0,0,0,0,6,46,197,529,248,36,7,41,1116
POA2715,0,16,69,237,148,23,3,20,505,3,0,8,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,3,13,0,11,20,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,20,0,0,0,0,0,25,3,8,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,5,6,27,94,240,151,23,3,23,567
POA2716,0,7,40,188,112,19,5,9,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,0,0,0,0,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,0,0,0,0,3,25,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,3,0,14,48,188,112,19,5,20,409
POA2717,0,11,60,216,102,7,0,14,413,0,4,10,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,17,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,3,0,23,71,220,105,7,0,21,444
POA2720,9,37,354,1408,752,107,12,52,2728,4,19,38,7,0,0,0,3,79,0,6,12,3,0,0,0,0,24,4,26,54,10,0,0,0,8,106,0,27,73,5,0,0,0,3,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,73,5,0,0,0,3,112,0,0,0,3,0,0,0,0,11,0,3,0,8,4,0,0,0,18,11,96,479,1431,765,106,16,65,2977
POA2721,0,3,13,29,25,6,3,3,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,29,25,6,3,3,80
POA2722,3,17,124,515,354,51,13,42,1116,0,0,18,0,0,0,0,3,21,0,0,9,0,0,0,0,0,5,0,0,26,0,0,0,0,3,33,0,8,14,0,0,0,0,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,0,0,0,0,3,22,0,4,7,11,7,0,0,0,24,0,0,7,6,0,0,0,0,14,8,31,171,526,358,56,16,45,1205
