POA_CODE_2016,Num_MVs_per_dweling_0_MVs,Num_MVs_per_dweling_1_MVs,Num_MVs_per_dweling_2_MVs,Num_MVs_per_dweling_3_MVs,Num_MVs_per_dweling_4mo_MVs,Num_MVs_per_dweling_Tot,Num_MVs_NS,Total_dwelings
POA3795,6,61,130,80,86,362,13,370
POA3796,64,738,1325,559,423,3106,79,3186
POA3797,52,370,460,202,130,1211,65,1278
POA3799,103,839,780,292,153,2161,99,2255
POA3800,0,11,7,0,3,19,0,19
POA3802,218,1968,3303,1293,723,7501,220,7727
POA3803,154,1031,1332,446,262,3228,134,3367
POA3804,16,191,822,538,573,2145,59,2203
POA3805,418,4079,7548,2810,1642,16493,493,16986
POA3806,498,4229,7165,2280,1224,15394,338,15734
POA3807,58,474,939,399,300,2170,56,2223
POA3808,3,103,363,219,188,870,16,887
POA3809,25,653,1199,301,161,2342,56,2393
POA3810,584,5287,6705,1977,960,15518,466,15979
POA3812,13,118,264,144,176,722,34,754
POA3813,4,52,100,50,65,276,12,291
POA3814,17,170,273,138,125,712,18,735
POA3815,33,223,359,192,144,950,34,984
POA3816,27,225,377,167,121,917,28,942
POA3818,172,1632,2012,705,403,4923,184,5108
POA3820,332,2002,2241,693,448,5717,243,5961
POA3821,9,143,380,250,165,942,34,974
POA3822,3,55,112,70,60,303,14,315
POA3823,16,192,284,114,71,679,25,705
POA3824,46,537,742,273,155,1751,60,1812
POA3825,731,2937,2587,958,537,7755,425,8174
POA3831,0,162,231,110,73,580,21,600
POA3832,0,31,27,17,13,86,3,88
POA3833,0,47,35,18,16,112,11,123
POA3835,7,33,71,30,27,166,6,172
POA3840,660,2457,1979,681,391,6163,351,6516
POA3842,89,642,639,195,100,1667,80,1751
POA3844,578,3611,4236,1304,661,10387,417,10802
POA3847,18,199,334,140,90,786,42,824
POA3850,442,2129,2087,552,225,5435,223,5660
POA3851,45,569,650,311,199,1772,76,1846
POA3852,0,8,3,3,0,9,0,9
POA3854,6,82,190,103,77,460,15,481
POA3856,4,55,147,78,53,337,13,353
POA3857,4,20,40,38,29,135,4,136
POA3858,32,349,410,159,127,1077,51,1125
POA3859,10,58,104,57,53,286,11,296
POA3860,114,822,977,427,277,2619,108,2724
POA3862,32,294,414,222,135,1108,48,1154
POA3864,0,17,36,15,10,74,7,82
POA3865,3,46,72,29,14,162,12,168
POA3869,8,141,210,113,77,546,37,583
POA3870,14,118,210,93,47,482,15,499
POA3871,16,313,385,158,128,1002,42,1047
POA3873,3,17,48,25,26,114,3,117
POA3874,0,65,94,41,30,228,9,239
POA3875,361,2289,2581,878,488,6593,379,6973
POA3878,11,116,184,69,32,406,9,420
POA3880,60,706,621,169,59,1613,94,1710
POA3882,9,91,164,85,48,397,24,423
POA3885,13,180,303,115,85,693,32,728
POA3886,6,32,73,20,13,139,7,144
POA3887,15,44,31,29,14,128,8,141
POA3888,104,488,489,180,60,1320,75,1393
POA3889,3,28,24,4,7,70,0,68
POA3890,6,51,50,16,9,125,5,137
POA3891,0,19,15,7,3,48,3,53
POA3892,25,189,174,44,17,457,20,470
POA3893,0,0,0,4,3,4,0,4
POA3895,0,24,36,17,14,84,3,88
POA3896,7,49,57,33,11,156,3,157
POA3898,8,82,93,33,19,235,17,260
POA3900,0,18,19,15,12,58,3,60
POA3902,3,55,70,17,10,153,7,162
POA3903,16,81,117,37,26,276,12,289
POA3904,13,186,263,76,29,556,22,585
POA3909,161,1149,1116,325,152,2900,189,3092
POA3910,188,2170,3296,1279,797,7721,206,7929
POA3911,15,299,444,193,174,1124,41,1170
POA3912,156,1253,2021,885,705,5019,140,5157
POA3913,22,267,464,208,170,1137,26,1161
POA3915,296,1553,1224,392,226,3688,205,3898
POA3916,3,85,144,54,30,320,8,330
POA3918,27,310,540,189,183,1252,40,1294
POA3919,24,397,470,178,84,1150,32,1182
POA3920,0,17,54,3,0,81,3,85
POA3921,13,22,15,0,3,46,6,55
POA3922,162,1263,1090,253,120,2888,144,3032
POA3923,4,76,103,28,10,225,7,231
POA3925,53,497,538,136,47,1268,64,1332
POA3926,12,293,498,195,89,1101,53,1154
POA3927,13,182,273,81,47,591,24,612
POA3928,0,27,63,44,18,146,4,151
POA3929,4,105,160,42,27,336,5,345
POA3930,121,1338,2824,1008,516,5805,145,5951
POA3931,516,3680,3609,947,395,9145,364,9510
POA3933,5,29,102,83,90,305,15,317
POA3934,129,1725,3014,895,431,6207,186,6385
POA3936,134,1516,1865,478,215,4211,180,4389
POA3937,4,108,236,105,54,506,19,523
POA3938,22,330,518,147,57,1084,36,1124
POA3939,392,2230,2093,610,271,5597,340,5936
POA3940,188,1052,586,123,39,1989,141,2132
POA3941,189,1687,1904,496,225,4499,238,4737
POA3942,24,324,415,85,29,875,49,922
POA3943,27,269,251,58,26,625,40,668
POA3944,3,66,80,22,4,178,6,185
POA3945,3,94,166,63,54,371,13,383
POA3946,0,26,24,13,9,73,0,77
POA3950,96,637,651,227,130,1740,63,1806
POA3951,3,81,142,77,45,344,14,361
POA3953,141,924,1102,428,215,2804,102,2906
POA3954,3,37,59,23,19,137,3,139
POA3956,24,349,410,155,80,1010,47,1055
POA3957,0,10,40,14,20,90,7,95
POA3958,0,13,40,22,18,90,7,95
POA3959,12,128,173,63,36,409,14,425
POA3960,59,358,367,142,66,989,40,1023
POA3962,14,140,149,57,32,387,21,411
POA3964,3,21,25,7,7,62,0,58
POA3965,3,36,35,13,3,87,7,94
POA3966,10,62,75,35,26,207,9,216
POA3967,0,11,27,5,5,46,3,53
POA3971,87,558,586,210,146,1588,75,1663
POA3975,55,870,2109,644,299,3970,95,4067
POA3976,288,2305,2981,1084,527,7185,290,7481
POA3977,805,7848,13336,4136,2131,28253,929,29185
POA3978,28,757,1769,448,203,3199,92,3293
POA3979,0,15,40,27,25,102,0,103
POA3980,18,239,477,228,132,1090,60,1143
POA3981,48,371,636,279,207,1546,65,1608
POA3984,70,736,739,315,165,2026,103,2130
POA3987,3,105,180,98,104,494,8,505
POA3988,6,92,137,70,47,347,7,359
POA3990,0,6,18,10,5,41,0,47
POA3991,3,30,40,37,15,133,9,138
POA3992,4,106,160,73,25,373,14,391
POA3995,328,1661,1350,391,178,3899,234,4128
POA3996,104,811,916,204,63,2091,92,2181
POA4000,2013,2988,899,151,65,6115,270,6377
POA4005,1138,3902,2001,355,146,7547,199,7749
POA4006,1617,3170,1110,190,59,6139,228,6372
POA4007,458,2275,1774,416,208,5134,141,5276
POA4008,5,41,36,15,13,107,3,115
POA4009,0,0,0,0,0,0,0,0
POA4010,130,467,304,57,18,968,57,1024
POA4011,457,2478,2046,544,249,5768,165,5931
POA4012,849,3833,2972,727,297,8671,235,8909
POA4013,187,689,618,171,74,1747,61,1807
POA4014,215,1396,1694,496,221,4024,125,4152
POA4017,850,4485,5183,1688,756,12960,387,13350
POA4018,351,2227,1548,353,136,4615,129,4742
POA4019,750,3388,2721,806,407,8065,299,8367
POA4020,873,3702,2907,904,453,8836,344,9183
POA4021,292,1394,1195,401,194,3475,135,3611
POA4022,135,1022,799,292,137,2385,64,2456
POA4025,5,20,20,8,5,52,4,57
POA4029,0,0,0,0,0,0,0,0
POA4030,699,2767,2107,542,223,6344,175,6515
POA4031,433,2064,1981,494,202,5171,116,5285
POA4032,790,2777,1909,455,193,6131,320,6452
POA4034,1331,6212,6126,1796,764,16232,478,16711
POA4035,227,1926,3616,1373,806,7948,149,8093
POA4036,63,725,946,292,166,2197,48,2243
POA4037,13,387,1186,465,299,2358,39,2396
POA4051,855,3952,3662,970,386,9827,325,10144
POA4053,1032,5791,6591,1824,817,16057,390,16449
POA4054,330,1812,1938,575,248,4902,155,5058
POA4055,122,1869,3112,986,533,6618,96,6708
POA4059,775,2170,1421,306,142,4808,180,4988
POA4060,259,1445,1795,549,241,4278,117,4399
POA4061,157,1776,2523,741,325,5519,87,5611
POA4064,403,1684,1389,408,172,4059,91,4150
POA4065,134,1096,1355,384,167,3144,57,3202
POA4066,836,2939,1924,482,203,6385,134,6519
POA4067,740,1634,840,210,105,3524,86,3605
POA4068,1002,3834,2904,767,317,8828,234,9065
POA4069,281,2795,4995,1743,917,10733,201,10935
POA4070,57,945,1710,619,317,3649,77,3730
POA4072,0,0,0,0,0,0,6,8
POA4073,58,824,1423,432,166,2906,35,2940
POA4074,204,2385,3721,1198,530,8038,100,8143
POA4075,484,3085,3198,901,337,8006,168,8176
POA4076,114,642,554,187,86,1586,66,1655
POA4077,1049,3528,3021,1030,471,9095,520,9614
POA4078,269,2890,3439,1107,477,8179,237,8419
POA4101,1532,4379,1990,445,165,8509,266,8775
POA4102,552,1248,657,179,80,2714,130,2851
POA4103,694,2391,1700,432,210,5425,165,5589
POA4104,257,1064,815,232,118,2482,77,2559
POA4105,449,2046,1834,490,193,5016,152,5166
POA4106,44,216,190,59,25,534,24,561
POA4107,156,777,835,235,112,2111,69,2180
POA4108,186,812,657,205,99,1962,96,2054
POA4109,725,3715,4262,1581,826,11109,633,11745
POA4110,223,1201,1302,472,205,3402,129,3525
POA4111,10,127,117,33,4,298,4,303
POA4112,51,606,1130,363,155,2308,55,2356
POA4113,421,3336,3810,1225,539,9335,256,9590
POA4114,1165,3660,2457,899,420,8602,517,9121
POA4115,189,1639,2758,966,419,5964,117,6086
POA4116,173,2195,3602,1169,537,7670,155,7830
POA4117,3,92,204,60,31,386,8,396
POA4118,301,2607,3988,1555,876,9321,223,9547
POA4119,59,576,917,304,136,1989,32,2024
POA4120,420,1618,1165,270,117,3587,113,3697
POA4121,521,2975,3657,997,410,8561,230,8792
POA4122,1147,5478,5711,1737,790,14863,383,15247
POA4123,223,1812,2767,912,483,6194,115,6313
POA4124,115,1219,2268,1167,966,5742,144,5881
POA4125,85,632,658,452,464,2291,89,2384
POA4127,427,2993,3427,1231,615,8693,266,8956
POA4128,131,1278,2347,985,564,5301,110,5412
POA4129,35,461,916,354,197,1958,53,2011
POA4130,34,575,1080,543,438,2666,64,2733
POA4131,198,1124,1143,391,221,3075,148,3217
POA4132,340,2279,2769,1048,507,6937,295,7236
POA4133,353,1924,2045,784,536,5648,215,5863
POA4151,626,2776,2198,528,276,6399,151,6552
POA4152,934,5417,6440,1929,907,15630,302,15930
POA4153,36,347,646,246,156,1430,31,1455
POA4154,20,674,1757,508,291,3254,46,3299
POA4155,6,55,144,96,103,399,7,409
POA4156,4,148,405,217,139,911,18,931
POA4157,311,1943,2576,1079,716,6621,196,6820
POA4158,61,648,557,139,84,1487,47,1530
POA4159,170,1385,2031,766,463,4814,123,4940
POA4160,204,1789,2759,968,487,6215,134,6347
POA4161,200,1526,2314,911,506,5458,146,5602
POA4163,477,2232,1961,693,370,5733,233,5963
POA4164,123,1078,2060,860,511,4635,108,4744
POA4165,382,3303,5327,2054,1070,12131,315,12447
POA4169,767,2636,1667,388,178,5633,233,5861
POA4170,540,3515,3551,894,366,8865,249,9112
POA4171,292,2236,2266,579,245,5612,111,5721
POA4172,56,509,609,175,63,1419,51,1472
POA4173,106,1101,1220,382,164,2967,52,3020
POA4174,32,288,320,119,55,815,19,835
POA4178,669,3233,3416,1090,506,8913,488,9403
POA4179,392,2327,2795,912,394,6812,169,6977
POA4183,67,341,250,82,39,781,47,832
POA4184,390,1689,788,184,45,3097,129,3227
POA4205,228,809,563,216,97,1916,88,2001
POA4207,1103,6311,6765,2537,1538,18251,686,18940
POA4208,71,1363,2852,1074,570,5929,130,6059
POA4209,228,3835,7027,2256,1039,14385,350,14736
POA4210,86,1448,2765,1117,626,6030,154,6183
POA4211,722,6206,8436,3036,1716,20120,649,20771
POA4212,257,2849,4063,1470,780,9421,274,9695
POA4213,143,2042,3917,1669,1090,8866,370,9234
POA4214,409,3839,5084,1833,927,12099,448,12545
POA4215,2238,9475,5747,1265,485,19206,1076,20282
POA4216,855,6390,5541,1458,658,14903,509,15415
POA4217,1532,7039,4900,1233,531,15235,632,15868
POA4218,847,4907,4615,1198,548,12120,454,12572
POA4220,649,4510,4700,1266,543,11671,432,12102
POA4221,618,3550,3947,1189,557,9864,373,10232
POA4222,0,0,0,0,0,0,0,0
POA4223,192,1623,1953,722,396,4890,149,5040
POA4224,107,1003,939,243,107,2405,81,2488
POA4225,349,1581,924,202,110,3165,175,3340
POA4226,385,3774,4720,1474,603,10954,325,11281
POA4227,274,2684,3145,907,339,7350,178,7525
POA4228,15,214,628,349,292,1505,29,1537
POA4229,0,0,0,0,0,0,0,0
POA4230,36,383,255,38,13,722,15,737
POA4270,3,187,461,282,237,1164,33,1202
POA4271,30,409,456,127,54,1067,22,1093
POA4272,31,508,741,229,121,1637,61,1698
POA4275,11,247,431,211,161,1067,37,1106
POA4280,55,799,1963,1050,939,4795,128,4921
POA4285,213,1872,2462,1128,792,6470,239,6711
POA4287,4,62,99,44,34,244,16,257
POA4300,546,5174,7514,2429,1119,16784,457,17240
POA4301,342,2859,3378,1083,490,8157,264,8419
POA4303,139,519,343,117,49,1163,75,1234
POA4304,639,2465,2039,708,299,6152,270,6422
POA4305,1609,7857,7961,2609,1281,21316,764,22076
POA4306,162,2501,4712,2219,1635,11224,316,11546
POA4307,5,101,201,98,103,513,10,516
POA4309,18,289,428,186,110,1041,35,1072
POA4310,73,640,818,331,226,2099,76,2173
POA4311,109,1061,1214,591,402,3383,144,3530
POA4312,32,391,361,154,74,1011,57,1071
POA4313,41,317,298,128,74,869,33,902
POA4340,90,521,636,335,210,1793,71,1861
POA4341,147,1352,1913,823,492,4720,270,4991
POA4342,24,206,320,160,118,830,68,898
POA4343,210,1089,1312,550,386,3551,180,3726
POA4344,41,226,332,148,119,866,32,896
POA4345,3,7,6,0,0,14,3,17
POA4346,4,71,131,63,41,313,5,319
POA4347,8,98,156,80,56,401,15,412
POA4350,2908,15102,14109,4354,2101,38575,1357,39931
POA4352,80,1744,4163,1797,1169,8955,221,9173
POA4353,0,20,40,17,17,103,8,108
POA4354,13,121,162,75,47,412,18,431
POA4355,44,393,349,140,77,1004,44,1052
POA4356,47,433,663,290,211,1643,75,1716
POA4357,28,240,341,131,105,847,50,894
POA4358,6,165,295,144,106,718,25,746
POA4359,7,95,160,87,63,409,13,416
POA4360,0,56,86,38,32,214,9,218
POA4361,28,284,344,160,127,943,57,1005
POA4362,44,239,328,151,112,880,45,926
POA4363,5,36,83,38,35,197,5,203
POA4364,0,10,29,20,13,73,0,70
POA4365,4,55,74,27,18,177,12,188
POA4370,464,2419,2421,904,508,6714,271,6984
POA4371,0,79,113,45,35,271,6,275
POA4372,0,13,24,9,16,60,0,60
POA4373,15,137,126,68,31,379,9,387
POA4374,3,46,60,18,18,138,5,149
POA4375,0,24,32,13,14,86,0,86
POA4376,3,48,48,18,12,120,13,135
POA4377,9,65,62,40,30,202,8,210
POA4378,0,49,68,46,15,178,8,186
POA4380,217,1073,1095,369,206,2957,113,3075
POA4381,4,88,72,39,14,219,5,228
POA4382,3,46,77,36,15,178,7,183
POA4383,12,111,83,24,19,244,10,257
POA4384,0,3,8,5,0,20,4,20
POA4385,25,163,184,58,39,474,20,494
POA4387,30,153,178,70,51,482,16,496
POA4388,8,41,60,17,19,137,7,147
POA4390,106,713,912,349,179,2258,107,2363
POA4400,9,156,287,107,71,631,16,651
POA4401,62,583,719,296,199,1859,97,1953
POA4402,3,34,47,15,13,110,5,119
POA4403,3,66,94,51,49,259,15,275
POA4404,0,30,61,43,37,172,10,176
POA4405,278,1570,1761,716,444,4766,150,4915
POA4406,5,106,189,86,83,471,31,496
POA4407,9,42,71,27,35,185,11,194
POA4408,9,69,88,39,21,225,6,237
POA4410,29,164,138,56,50,428,17,444
POA4411,3,23,35,17,19,95,5,97
POA4412,0,14,27,15,11,69,0,67
POA4413,108,838,949,403,237,2535,119,2654
POA4415,48,234,232,97,57,668,36,706
POA4416,3,24,54,38,23,142,5,151
POA4417,17,59,94,46,32,247,8,254
POA4418,0,16,13,5,8,38,0,42
POA4419,11,58,97,60,52,278,13,292
POA4420,10,90,139,83,73,402,19,422
POA4421,42,327,263,100,54,795,32,827
POA4422,5,35,60,33,27,166,4,169
POA4423,0,12,26,18,12,63,3,62
POA4424,0,26,23,18,12,78,7,79
POA4425,0,19,20,22,18,77,3,76
POA4426,0,15,12,19,5,55,3,56
POA4427,7,38,27,24,14,104,8,112
POA4428,5,61,82,44,41,232,3,238
POA4454,5,78,71,40,39,235,8,246
POA4455,133,867,1080,417,272,2773,137,2910
POA4461,0,6,5,6,7,20,0,26
POA4462,3,11,11,11,3,44,3,44
POA4465,27,125,156,73,61,437,19,451
POA4467,0,11,29,11,20,74,7,78
POA4468,5,28,33,14,19,100,7,110
POA4470,88,455,447,174,79,1236,73,1316
POA4472,43,212,154,83,59,541,31,575
POA4474,0,4,13,4,9,32,0,32
POA4475,0,0,0,0,0,0,0,0
POA4477,20,51,50,28,27,169,13,181
POA4478,8,59,39,34,34,173,11,186
POA4479,0,0,0,0,0,3,0,5
POA4480,15,91,96,31,30,259,27,285
POA4481,3,8,15,4,6,44,0,44
POA4482,10,9,18,6,3,43,0,44
POA4486,12,70,79,46,35,234,21,252
POA4487,50,286,391,191,107,1025,49,1078
POA4488,4,16,35,18,20,99,3,106
POA4489,0,5,7,3,11,26,3,30
POA4490,58,184,155,68,55,522,39,561
POA4491,0,11,15,8,11,39,0,39
POA4492,6,37,31,11,20,111,5,115
POA4493,0,0,3,3,0,7,0,7
POA4494,0,13,23,13,4,52,0,57
POA4496,5,22,28,14,15,84,12,100
POA4497,0,17,38,20,28,109,4,110
POA4498,0,18,27,16,9,73,3,75
POA4500,483,3949,5925,2223,1212,13795,284,14081
POA4501,184,822,710,236,110,2066,59,2122
POA4502,114,916,1268,465,164,2934,67,2999
POA4503,564,5078,6295,1906,986,14828,372,15195
POA4504,60,1177,2633,1004,562,5445,110,5554
POA4505,277,1949,2356,1233,972,6794,183,6973
POA4506,292,2155,2682,1018,713,6868,197,7065
POA4507,632,3686,2468,657,290,7735,363,8097
POA4508,422,2527,2290,805,431,6473,281,6761
POA4509,245,2962,4525,1142,461,9336,178,9512
POA4510,1214,5933,5652,2052,1219,16070,660,16731
POA4511,84,1236,1274,414,243,3253,100,3347
POA4512,8,157,417,237,186,1005,26,1032
POA4514,57,515,846,374,300,2088,67,2150
POA4515,48,464,516,211,137,1377,72,1455
POA4516,3,176,413,269,248,1110,36,1146
POA4517,8,90,98,39,23,260,18,274
POA4518,40,416,741,289,194,1679,59,1737
POA4519,90,838,1115,484,304,2838,85,2923
POA4520,24,583,1805,884,675,3973,67,4039
POA4521,22,301,663,319,199,1501,39,1540
POA4550,49,419,576,260,161,1467,47,1511
POA4551,1126,8256,8163,2317,994,20862,624,21487
POA4552,84,1249,1325,424,229,3312,100,3414
POA4553,21,402,769,378,272,1844,49,1895
POA4554,8,139,242,111,87,589,13,604
POA4555,43,628,964,382,272,2294,37,2329
POA4556,712,5265,6112,2047,941,15080,449,15533
POA4557,292,2402,2759,854,359,6674,228,6901
POA4558,627,3704,2552,642,280,7801,379,8177
POA4559,73,551,821,368,244,2055,53,2107
POA4560,596,3958,4456,1523,851,11385,365,11750
POA4561,54,542,1016,394,337,2345,83,2421
POA4562,19,564,1241,501,301,2629,69,2698
POA4563,83,902,1262,507,257,3015,98,3116
POA4564,116,1603,1700,469,177,4060,96,4150
POA4565,272,2007,1999,710,357,5353,237,5587
POA4566,204,1439,1224,308,117,3290,121,3408
POA4567,177,1598,1766,454,158,4154,125,4281
POA4568,24,353,538,235,101,1253,42,1302
POA4569,14,175,251,95,45,572,25,600
POA4570,754,5346,5666,2105,1256,15126,604,15729
POA4571,5,102,118,43,22,288,6,296
POA4572,89,662,556,157,57,1511,53,1566
POA4573,245,3268,4134,1029,402,9072,254,9333
POA4574,16,174,190,69,45,492,20,512
POA4575,407,3307,3522,1089,476,8794,249,9040
POA4580,105,985,702,189,58,2037,100,2133
POA4581,33,213,203,60,22,532,20,551
POA4600,18,122,138,52,32,359,28,383
POA4601,17,144,152,55,52,420,17,440
POA4605,216,570,450,190,104,1540,60,1597
POA4606,48,358,314,134,61,915,40,951
POA4608,4,105,131,58,33,326,9,339
POA4610,296,1877,1999,727,443,5343,232,5577
POA4611,0,7,19,0,9,33,3,37
POA4612,3,31,28,15,14,96,5,102
POA4613,10,117,118,48,32,327,24,349
POA4614,20,210,151,39,26,452,31,476
POA4615,121,1010,902,328,213,2578,142,2722
POA4620,3,41,66,29,17,153,3,151
POA4621,35,241,239,97,57,666,54,717
POA4625,49,307,378,139,87,966,47,1012
POA4626,53,231,264,137,82,762,55,819
POA4627,23,99,83,37,50,288,14,303
POA4630,48,288,293,151,92,869,41,909
POA4650,966,4766,4222,1541,759,12250,585,12837
POA4655,1389,9530,7723,2345,1024,22015,934,22947
POA4659,65,762,703,228,105,1859,92,1953
POA4660,93,967,1040,350,194,2640,119,2764
POA4662,0,87,103,31,21,253,13,262
POA4670,1950,11310,10645,3366,1609,28880,1255,30132
POA4671,63,777,860,311,160,2174,115,2287
POA4673,3,92,85,38,26,238,7,247
POA4674,11,210,211,81,41,547,23,578
POA4676,0,22,29,8,3,66,0,64
POA4677,38,466,527,169,67,1267,60,1329
POA4678,3,88,139,61,31,324,18,346
POA4680,786,5563,7740,2712,1225,18024,529,18548
POA4694,0,18,26,12,12,66,0,64
POA4695,8,113,145,69,52,383,12,394
POA4697,0,19,18,12,7,51,0,52
POA4699,3,35,66,30,19,150,3,155
POA4700,643,2352,2058,668,279,5999,291,6289
POA4701,1063,5398,5565,1904,934,14863,558,15416
POA4702,247,2564,3688,1572,1033,9107,370,9476
POA4703,397,2710,3088,1036,530,7755,369,8129
POA4704,0,16,20,7,9,53,0,53
POA4705,5,25,35,26,35,113,6,121
POA4706,0,11,10,3,4,30,4,36
POA4707,7,34,42,11,6,109,6,113
POA4709,3,42,155,65,8,268,10,283
POA4710,81,646,675,210,67,1680,114,1798
POA4711,8,70,206,132,122,537,13,544
POA4712,7,32,28,17,14,97,10,109
POA4713,119,78,28,3,0,233,12,245
POA4714,122,502,347,116,61,1153,61,1219
POA4715,120,639,916,402,229,2300,115,2415
POA4716,6,66,116,73,53,313,11,322
POA4717,59,462,570,205,100,1397,54,1454
POA4718,25,212,309,128,80,750,33,782
POA4719,19,118,116,54,61,365,23,388
POA4720,135,1302,1858,713,326,4333,166,4500
POA4721,35,350,440,172,157,1150,50,1209
POA4722,3,148,205,100,101,553,17,574
POA4723,17,112,164,86,68,438,13,458
POA4724,5,47,60,40,48,206,9,215
POA4725,24,208,189,82,63,555,23,584
POA4726,12,50,51,17,23,154,6,160
POA4727,0,24,30,20,10,84,4,96
POA4728,3,25,18,9,13,71,6,75
POA4730,80,414,407,158,93,1157,60,1212
POA4731,0,22,22,14,12,77,0,80
POA4732,0,19,18,3,3,51,4,54
POA4733,0,11,17,18,19,66,3,70
POA4735,32,150,128,42,20,373,32,409
POA4736,3,19,15,0,3,45,3,49
POA4737,113,766,1079,434,233,2620,174,2795
POA4738,9,89,166,70,59,397,14,405
POA4739,9,42,57,19,14,134,11,147
POA4740,1726,9512,11099,3776,1588,27695,1115,28809
POA4741,44,572,937,422,279,2251,132,2382
POA4742,11,74,110,49,40,288,18,301
POA4743,3,56,80,21,12,173,4,175
POA4744,56,708,1144,432,166,2500,85,2590
POA4745,25,220,347,122,57,778,32,812
POA4746,10,147,243,66,39,512,11,519
POA4750,53,564,867,286,113,1884,43,1930
POA4751,21,363,678,262,146,1471,68,1534
POA4753,22,277,635,249,102,1286,35,1319
POA4754,12,190,289,123,75,694,34,733
POA4756,5,80,87,37,15,226,17,243
POA4757,3,43,48,23,6,121,4,122
POA4798,7,69,109,42,21,239,9,252
POA4799,10,133,134,59,31,359,29,389
POA4800,135,971,1278,490,242,3119,181,3303
POA4801,0,0,0,0,0,0,0,0
POA4802,209,1280,1204,335,119,3146,160,3300
POA4803,55,37,12,8,0,107,42,149
POA4804,25,240,224,65,47,611,39,646
POA4805,218,1384,1394,455,216,3666,218,3884
POA4806,56,437,557,223,118,1398,60,1459
POA4807,295,1275,1565,596,286,4026,215,4236
POA4808,16,103,200,67,37,422,11,428
POA4809,10,100,167,64,32,371,22,388
POA4810,784,3920,2979,699,285,8663,327,8987
POA4811,150,1449,1845,588,250,4282,139,4419
POA4812,769,3290,2431,656,303,7448,270,7713
POA4814,911,4807,6100,2037,877,14738,425,15158
POA4815,354,2323,2692,948,432,6748,249,7001
POA4816,299,906,1069,423,268,2963,136,3097
POA4817,360,2950,4418,1452,718,9893,271,10164
POA4818,128,2331,4456,1431,655,9007,264,9274
POA4819,125,497,255,60,28,967,65,1024
POA4820,264,1282,1258,463,294,3560,174,3732
POA4821,26,160,162,79,47,471,38,504
POA4822,14,79,85,48,46,277,18,295
POA4823,9,86,77,49,50,271,15,288
POA4824,71,278,277,104,72,801,54,858
POA4825,471,2001,2324,747,355,5905,288,6192
POA4828,11,19,11,4,3,45,15,64
POA4829,24,50,31,17,21,146,14,159
POA4830,138,112,44,12,14,319,31,356
POA4849,42,250,193,30,13,534,45,584
POA4850,199,1376,1630,578,304,4080,206,4284
POA4852,56,566,551,123,43,1337,65,1401
POA4854,121,651,710,265,125,1870,90,1955
POA4855,8,87,127,33,23,283,13,291
POA4856,10,81,103,42,23,250,18,267
POA4858,10,158,221,85,32,518,31,542
POA4859,4,71,59,28,7,180,7,192
POA4860,385,1495,1419,420,187,3904,177,4087
POA4861,48,225,199,61,36,560,34,594
POA4865,103,807,1065,414,243,2625,97,2727
POA4868,428,2646,2974,909,383,7340,319,7660
POA4869,231,1866,2542,765,372,5774,216,5994
POA4870,2561,10075,8472,2308,991,24410,1221,25627
POA4871,211,1124,1205,484,281,3304,193,3497
POA4872,55,423,499,230,163,1376,74,1450
POA4873,129,861,856,293,116,2261,134,2398
POA4874,162,369,598,218,84,1426,68,1492
POA4875,765,577,245,66,39,1685,195,1882
POA4876,186,259,138,31,21,635,49,688
POA4877,122,765,598,138,58,1686,84,1772
POA4878,260,1874,2048,578,226,4984,181,5159
POA4879,237,2650,3017,808,308,7029,179,7204
POA4880,350,1395,1532,584,333,4191,211,4402
POA4881,73,538,618,225,100,1560,74,1630
POA4882,22,283,421,175,79,977,30,1014
POA4883,237,1292,1099,336,184,3146,146,3293
POA4884,15,226,321,95,47,700,27,728
POA4885,37,474,546,217,101,1380,52,1436
POA4886,9,126,129,37,21,332,16,340
POA4887,22,284,272,100,49,735,28,765
POA4888,53,386,394,126,60,1013,67,1072
POA4890,47,138,99,35,24,342,36,379
POA4891,10,105,76,28,8,228,10,237
POA4892,596,393,197,56,37,1268,62,1336
POA4895,187,548,421,138,72,1376,73,1450
POA5000,2289,2598,754,81,37,5762,247,6014
POA5005,0,0,0,0,0,0,0,0
POA5006,345,1299,740,142,55,2584,85,2667
POA5007,359,1319,881,233,61,2852,101,2952
POA5008,681,2007,1670,491,215,5058,186,5250
POA5009,181,750,662,207,89,1888,68,1953
POA5010,282,730,654,183,79,1931,83,2011
POA5011,419,1723,1566,443,217,4364,159,4522
POA5012,494,1449,1232,369,153,3687,171,3860
POA5013,516,1384,1187,426,169,3682,175,3859
POA5014,576,1931,1573,461,219,4757,174,4932
POA5015,309,1146,797,167,87,2499,75,2576
POA5016,293,1341,1295,364,175,3470,99,3570
POA5017,258,834,625,182,60,1964,85,2051
POA5018,109,718,850,347,151,2176,51,2226
POA5019,390,1576,1239,355,146,3709,123,3831
POA5020,53,389,506,143,79,1172,35,1207
POA5021,122,920,911,292,131,2373,61,2433
POA5022,453,2330,2315,695,315,6101,158,6253
POA5023,799,2753,2097,619,255,6522,251,6776
POA5024,330,1865,2067,631,332,5219,150,5368
POA5025,211,1082,1225,361,211,3088,79,3164
POA5031,563,1648,1192,333,125,3853,116,3969
POA5032,484,2011,1723,522,227,4968,147,5110
POA5033,364,1498,1035,271,98,3266,116,3377
