POA_CODE_2016,Intct_fam_no_otr_chld_pre_Fam,Step_fam_no_otr_chld_pre_Fam,Blnd_fam_no_otr_chld_pre_Fam,Intct_fam_othr_child_pres_Fam,Step_fam_othr_child_pres_Fam,Blnd_fam_othr_child_pres_Fam,Otr_cpl_fam_otr_chld_only_Fam,Tot_Families
POA5089,819,70,24,4,0,0,0,921
POA5090,682,52,28,8,3,0,3,780
POA5091,867,85,34,4,0,0,3,985
POA5092,1853,142,81,25,6,0,13,2122
POA5093,917,65,32,7,0,0,6,1029
POA5094,92,3,4,0,0,0,0,103
POA5095,2261,173,68,42,3,0,13,2560
POA5096,1413,110,69,18,7,3,17,1638
POA5097,1397,151,59,7,0,0,3,1619
POA5098,1221,91,57,15,3,3,3,1389
POA5106,0,0,0,0,0,0,0,0
POA5107,1959,132,76,42,8,3,5,2227
POA5108,3798,372,252,78,14,12,31,4555
POA5109,1973,194,112,30,6,0,6,2330
POA5110,871,98,73,17,0,4,4,1066
POA5111,0,0,0,0,0,0,0,0
POA5112,1415,174,119,19,6,0,13,1745
POA5113,1072,171,131,23,3,6,18,1418
POA5114,3233,375,279,65,9,5,36,4007
POA5115,928,109,84,16,8,3,5,1157
POA5116,845,89,61,9,0,0,5,1016
POA5117,437,27,20,3,0,0,5,496
POA5118,1795,206,112,18,6,0,9,2143
POA5120,234,23,6,0,0,0,3,272
POA5121,157,16,9,3,0,0,0,187
POA5125,2293,208,97,16,0,0,5,2618
POA5126,795,69,39,5,0,0,3,909
POA5127,879,86,28,4,0,0,9,1007
POA5131,125,8,8,3,0,0,0,138
POA5132,53,7,5,0,0,0,0,63
POA5133,53,0,3,0,0,0,0,57
POA5134,51,3,0,0,0,0,0,53
POA5136,69,4,3,0,0,0,0,72
POA5137,72,7,0,0,0,0,0,86
POA5138,36,0,0,0,0,0,0,44
POA5139,29,0,0,0,0,0,0,28
POA5140,57,10,3,0,0,0,0,72
POA5141,84,3,0,3,0,0,0,93
POA5142,67,3,3,0,0,0,0,79
POA5144,53,3,3,0,0,0,0,61
POA5150,8,0,0,0,0,0,0,8
POA5151,41,3,0,0,0,0,0,45
POA5152,774,62,23,6,0,0,0,859
POA5153,813,68,37,3,3,0,3,922
POA5154,434,28,7,3,0,0,3,475
POA5155,474,33,15,0,0,0,0,524
POA5156,129,4,3,0,0,0,0,134
POA5157,348,27,17,7,0,0,5,402
POA5158,3190,222,127,33,5,4,8,3584
POA5159,3955,339,172,40,4,0,18,4534
POA5160,0,0,0,0,0,0,0,0
POA5161,1023,104,63,7,0,0,3,1208
POA5162,3191,365,216,37,13,3,18,3840
POA5163,1201,128,97,18,0,3,14,1457
POA5164,328,49,33,8,3,0,3,421
POA5165,336,48,39,5,0,0,0,434
POA5166,123,16,10,0,0,0,0,153
POA5167,507,78,28,6,0,0,7,625
POA5168,481,60,39,6,3,0,7,584
POA5169,1697,189,100,11,0,0,12,2004
POA5170,105,16,10,0,0,0,0,131
POA5171,641,49,24,7,0,0,7,716
POA5172,453,25,29,0,0,0,3,512
POA5173,1119,136,118,10,0,0,7,1392
POA5174,285,34,23,0,0,0,3,343
POA5201,205,18,9,5,0,0,0,237
POA5202,83,7,10,3,0,0,0,103
POA5203,94,11,8,0,0,0,0,112
POA5204,147,17,6,0,0,0,3,186
POA5210,180,21,14,4,0,0,3,223
POA5211,944,92,71,8,3,0,21,1137
POA5212,128,17,3,3,0,0,3,147
POA5213,110,9,3,0,0,0,3,122
POA5214,453,61,38,7,0,0,0,562
POA5220,15,0,0,0,0,0,0,15
POA5221,20,0,0,0,0,0,0,21
POA5222,38,3,0,0,0,0,0,47
POA5223,289,17,21,0,0,0,0,329
POA5231,152,14,5,0,0,0,0,169
POA5232,47,3,0,0,0,0,0,56
POA5233,165,21,4,0,0,0,0,190
POA5234,157,13,4,0,0,0,0,171
POA5235,214,17,14,4,0,0,3,253
POA5236,34,4,0,0,0,0,0,33
POA5237,24,0,0,0,0,0,0,31
POA5238,242,25,27,4,0,0,7,297
POA5240,57,4,3,0,0,0,0,64
POA5241,254,24,13,3,0,0,0,299
POA5242,177,18,9,4,0,0,0,202
POA5243,84,9,4,0,0,0,0,95
POA5244,471,51,14,0,0,0,3,540
POA5245,302,20,10,0,0,0,3,332
POA5250,461,34,20,0,0,0,0,520
POA5251,1493,140,82,12,0,0,4,1732
POA5252,776,64,46,3,0,0,0,896
POA5253,1399,141,101,19,7,0,23,1692
POA5254,223,24,15,5,0,0,7,273
POA5255,888,77,55,13,0,0,4,1035
POA5256,75,7,9,3,0,0,3,98
POA5259,76,11,9,0,0,0,5,96
POA5260,121,11,11,0,0,0,0,146
POA5261,40,0,0,0,0,0,0,37
POA5262,43,0,5,0,0,0,0,49
POA5263,14,0,0,0,0,0,0,16
POA5264,80,4,9,0,0,0,3,93
POA5265,43,4,3,0,0,0,0,45
POA5266,59,3,3,0,0,0,0,64
POA5267,193,15,8,0,0,0,0,217
POA5268,312,29,18,0,0,0,3,363
POA5269,20,0,0,3,0,0,0,22
POA5270,70,4,3,0,0,0,4,83
POA5271,688,58,41,4,0,0,9,798
POA5272,68,6,0,0,0,0,0,80
POA5273,13,0,0,0,0,0,0,14
POA5275,189,18,14,0,0,0,0,229
POA5276,86,4,9,0,0,0,0,91
POA5277,256,23,22,0,0,0,3,306
POA5278,45,7,0,0,0,0,0,50
POA5279,41,4,0,0,0,0,0,50
POA5280,606,52,42,6,0,0,5,708
POA5290,2071,239,152,26,3,0,20,2505
POA5291,1018,78,36,7,0,0,13,1147
POA5301,50,0,8,0,0,0,0,53
POA5302,73,5,4,0,0,0,0,82
POA5303,28,0,0,0,0,0,0,26
POA5304,71,6,0,0,0,0,0,78
POA5306,7,0,0,0,0,0,0,6
POA5307,48,0,0,0,0,0,0,51
POA5308,11,0,3,0,0,0,0,18
POA5309,13,0,0,0,0,0,0,20
POA5310,10,0,0,0,0,0,0,10
POA5311,44,4,4,0,0,0,3,53
POA5320,37,5,0,0,0,0,0,40
POA5321,12,0,0,0,0,0,0,20
POA5322,92,3,3,4,0,0,0,102
POA5330,293,17,17,4,0,0,0,330
POA5331,31,0,0,0,0,0,0,34
POA5332,22,5,0,0,0,0,0,32
POA5333,503,43,30,3,0,0,3,587
POA5340,115,17,4,0,0,0,0,134
POA5341,627,56,44,8,0,0,4,744
POA5342,110,8,3,0,0,0,0,127
POA5343,362,38,16,0,0,0,5,426
POA5344,97,9,4,3,0,0,0,114
POA5345,272,25,25,0,0,0,0,320
POA5346,37,3,4,0,0,0,0,44
POA5350,55,4,3,0,0,0,3,66
POA5351,668,61,42,5,0,0,3,775
POA5352,508,36,20,7,0,0,0,566
POA5353,358,32,16,3,0,0,0,416
POA5354,25,3,3,0,0,0,0,28
POA5355,761,59,46,0,0,0,4,872
POA5356,88,11,3,0,0,0,0,104
POA5357,22,4,0,0,0,0,0,32
POA5360,144,11,10,3,0,0,0,165
POA5371,173,23,8,3,0,0,0,207
POA5372,246,26,20,0,0,0,0,294
POA5373,279,39,20,0,0,0,3,339
POA5374,119,9,15,0,0,0,0,142
POA5381,31,3,3,0,0,0,0,41
POA5400,98,12,6,0,0,0,0,112
POA5401,75,8,9,0,0,0,0,91
POA5410,23,3,4,3,0,0,0,37
POA5411,26,3,3,0,0,0,0,35
POA5412,76,6,5,0,0,0,0,89
POA5413,68,9,0,0,0,0,0,80
POA5414,8,3,0,0,0,0,0,14
POA5415,23,0,0,0,0,0,0,24
POA5416,23,0,0,0,0,0,0,28
POA5417,113,9,11,0,0,0,0,126
POA5418,8,0,0,0,0,0,0,5
POA5419,27,0,0,0,0,0,0,26
POA5420,6,0,0,0,0,0,0,7
POA5421,6,3,0,0,0,0,0,9
POA5422,90,4,5,3,0,0,0,104
POA5431,76,0,7,0,0,0,0,78
POA5432,11,0,0,0,0,0,0,11
POA5433,92,10,3,3,0,0,5,106
POA5434,23,4,0,0,0,0,0,27
POA5440,15,0,0,0,0,0,0,19
POA5451,53,9,0,0,0,0,0,64
POA5452,47,7,4,0,0,0,0,53
POA5453,443,21,19,3,0,0,4,486
POA5454,32,4,0,0,0,0,0,41
POA5455,7,0,0,0,0,0,0,7
POA5460,72,3,5,0,0,0,0,84
POA5461,227,9,15,3,0,0,5,259
POA5462,57,3,5,0,0,0,0,70
POA5464,63,3,3,0,0,0,0,71
POA5470,13,0,0,0,0,0,0,17
POA5471,8,0,0,0,0,0,0,12
POA5472,12,0,0,0,0,0,0,14
POA5473,53,3,4,4,0,0,0,68
POA5480,76,3,0,0,0,0,0,83
POA5481,43,4,3,0,0,0,0,53
POA5482,54,3,0,0,0,0,0,54
POA5483,30,0,0,0,0,0,0,38
POA5485,51,0,0,0,0,0,0,53
POA5490,12,0,0,0,0,0,0,19
POA5491,171,7,4,0,0,0,0,183
POA5493,4,0,0,0,0,0,0,9
POA5495,27,6,3,0,0,0,0,37
POA5501,770,76,64,14,9,3,10,941
POA5502,158,15,13,3,0,0,0,184
POA5510,10,0,0,0,0,0,0,8
POA5520,38,0,4,0,0,0,0,47
POA5521,8,0,0,0,0,0,0,13
POA5522,81,10,0,0,0,0,3,89
POA5523,174,9,5,3,0,0,3,193
POA5540,1194,119,85,12,3,0,21,1439
POA5550,75,14,8,0,0,0,0,95
POA5552,46,0,0,0,0,0,0,51
POA5554,411,50,28,5,0,0,6,498
POA5555,44,3,0,3,0,0,0,45
POA5556,250,33,20,0,0,0,3,306
POA5558,308,30,19,3,3,0,3,367
POA5560,41,3,0,0,0,0,0,46
POA5570,25,3,0,0,0,0,0,31
POA5571,105,9,10,3,0,0,0,132
POA5572,9,0,0,0,0,0,0,11
POA5573,152,6,7,0,0,0,0,174
POA5575,154,12,11,0,0,0,0,179
POA5576,81,5,3,0,0,0,3,102
POA5577,41,3,4,0,0,0,0,47
POA5580,35,3,3,0,0,0,0,37
POA5581,26,0,0,0,0,0,0,28
POA5582,34,0,0,0,0,0,0,37
POA5583,48,7,3,0,0,0,0,54
POA5600,579,58,31,3,0,0,7,682
POA5601,30,3,3,0,0,0,0,46
POA5602,110,10,5,0,0,0,0,124
POA5603,38,4,3,0,0,0,0,43
POA5604,9,0,0,0,0,0,0,12
POA5605,122,3,0,0,0,0,0,131
POA5606,1123,98,85,10,3,3,7,1327
POA5607,478,42,18,3,0,0,6,548
POA5608,870,98,104,12,3,0,17,1111
POA5609,215,23,10,3,0,0,0,250
POA5630,18,3,0,0,0,0,0,24
POA5631,112,4,0,0,0,0,0,112
POA5632,29,0,0,0,0,0,0,31
POA5633,29,5,0,0,0,0,0,34
POA5640,86,8,3,0,0,0,0,94
POA5641,104,4,3,0,0,0,0,106
POA5642,27,0,0,0,0,0,0,29
POA5650,18,0,0,0,0,0,0,21
POA5651,13,0,0,0,0,0,0,16
POA5652,66,3,5,0,0,0,0,80
POA5653,11,0,0,0,0,0,0,10
POA5654,22,0,0,0,0,0,0,22
POA5655,14,0,0,0,0,0,0,14
POA5660,6,0,0,0,0,0,0,8
POA5661,13,0,0,0,0,0,0,15
POA5670,43,0,0,0,0,0,0,51
POA5671,14,0,0,0,0,0,0,14
POA5680,169,17,14,4,0,0,3,200
POA5690,279,30,22,13,0,5,3,358
POA5700,788,66,62,18,3,3,10,945
POA5701,0,0,0,0,0,0,0,0
POA5710,234,21,13,5,0,0,0,271
POA5713,0,0,0,0,0,0,0,0
POA5715,7,0,0,0,0,0,0,7
POA5717,0,0,0,0,0,0,0,0
POA5719,0,0,0,0,0,0,0,0
POA5720,5,0,0,0,0,0,0,8
POA5722,21,3,0,0,0,0,0,27
POA5723,97,8,3,5,0,0,3,119
POA5724,18,0,0,5,0,0,3,31
POA5725,431,31,31,3,0,0,4,502
POA5730,4,0,0,0,0,0,0,7
POA5731,32,0,0,0,0,0,0,31
POA5732,7,3,0,0,0,0,0,11
POA5733,9,0,0,0,0,0,0,17
POA5734,9,0,0,0,0,0,0,16
POA5950,0,0,0,0,0,0,0,0
POA5960,0,0,0,0,0,0,0,0
POA6000,422,32,11,3,0,0,0,468
POA6003,136,13,3,0,0,0,0,148
POA6004,469,38,9,3,0,0,0,511
POA6005,205,12,3,0,0,0,0,214
POA6006,897,54,20,3,0,0,0,969
POA6007,592,40,9,4,0,0,0,641
POA6008,1480,65,17,9,0,0,3,1568
POA6009,2080,67,29,9,0,0,0,2188
POA6010,1857,113,25,10,0,0,0,2010
POA6011,1011,49,19,0,0,0,0,1084
POA6012,910,51,23,3,0,0,3,991
POA6014,2625,101,41,16,0,0,3,2786
POA6015,902,43,18,4,0,0,3,966
POA6016,1201,44,11,6,0,0,3,1272
POA6017,277,27,6,3,0,0,0,316
POA6018,4284,262,90,30,0,0,11,4679
POA6019,2027,143,43,6,0,0,4,2231
POA6020,2714,164,66,12,4,0,7,2971
POA6021,2261,105,64,17,4,0,8,2456
POA6022,534,41,26,8,0,3,3,618
POA6023,2141,123,50,13,0,0,11,2337
POA6024,1525,114,51,23,3,0,6,1726
POA6025,3697,254,129,27,4,0,19,4127
POA6026,3028,179,87,16,0,0,13,3322
POA6027,4914,381,188,43,8,3,21,5563
POA6028,3393,224,125,27,0,0,7,3781
POA6029,374,19,9,0,0,0,0,396
POA6030,4437,389,271,61,8,9,18,5186
POA6031,2167,161,135,21,9,5,13,2499
POA6032,18,3,0,0,0,0,0,25
POA6033,52,3,3,0,0,0,0,59
POA6034,203,14,18,0,0,0,0,235
POA6035,960,86,59,11,3,0,4,1125
POA6036,1867,139,129,17,9,3,9,2168
POA6037,303,28,25,0,0,0,3,356
POA6038,792,61,43,4,0,0,3,899
POA6041,133,8,3,5,0,0,0,153
POA6042,0,0,0,0,0,0,0,0
POA6043,16,0,0,0,0,0,0,20
POA6044,75,3,4,0,0,0,3,89
POA6050,1521,77,27,5,3,0,5,1632
POA6051,944,65,17,7,3,0,3,1032
POA6052,1232,82,23,6,0,0,8,1352
POA6053,1487,117,31,6,0,0,5,1651
POA6054,1958,169,90,18,4,3,9,2263
POA6055,2451,181,77,35,4,0,14,2762
POA6056,3562,359,209,79,8,6,36,4254
POA6057,1744,178,99,20,4,0,14,2056
POA6058,1193,138,87,29,6,3,8,1459
POA6059,2632,158,62,27,7,3,10,2886
POA6060,1919,102,45,12,4,3,5,2089
POA6061,3420,254,137,55,4,4,16,3889
POA6062,3448,225,114,56,5,0,14,3858
POA6063,1671,106,81,61,5,0,5,1939
POA6064,3339,258,174,88,5,6,29,3896
POA6065,8384,565,361,116,10,3,32,9472
POA6066,2292,189,102,43,3,6,13,2638
POA6067,0,0,0,0,0,0,0,0
POA6068,0,0,0,0,0,0,0,0
POA6069,4848,371,276,61,3,8,30,5591
POA6070,473,27,14,0,0,0,3,521
POA6071,434,35,15,3,3,0,0,485
POA6072,85,14,6,0,0,0,0,105
POA6073,316,20,11,4,5,0,5,363
POA6074,113,8,3,0,0,0,0,130
POA6076,2462,193,88,30,5,0,10,2791
POA6077,162,14,12,9,0,0,0,195
POA6078,103,7,4,3,0,0,0,121
POA6079,0,0,0,0,0,0,0,0
POA6081,588,49,27,6,0,0,3,673
POA6082,353,41,20,3,0,0,0,419
POA6083,428,32,6,0,0,0,3,471
POA6084,926,82,55,12,0,0,3,1082
POA6090,0,0,0,0,0,0,0,0
POA6100,1201,82,26,12,0,0,4,1320
POA6101,1349,94,47,9,0,0,12,1508
POA6102,761,53,32,11,0,0,0,850
POA6103,706,52,27,9,0,0,7,795
POA6104,1178,99,48,26,0,0,0,1353
POA6105,1341,96,50,15,0,0,12,1511
POA6106,0,0,0,0,0,0,0,0
POA6107,4669,261,169,85,9,6,23,5222
POA6108,2651,215,116,48,4,4,24,3058
POA6109,1199,93,53,26,3,5,7,1383
POA6110,4572,347,242,80,11,6,26,5287
POA6111,2311,224,149,48,3,3,22,2756
POA6112,6499,509,327,90,19,7,41,7494
POA6121,400,40,13,6,0,0,0,462
POA6122,2110,198,157,27,6,3,15,2514
POA6123,166,19,19,3,0,0,0,207
POA6124,136,11,4,0,0,0,0,151
POA6125,340,31,14,10,0,0,5,400
POA6126,28,0,0,0,0,0,0,29
POA6147,1650,113,53,38,0,0,4,1865
POA6148,2229,101,47,32,0,0,8,2410
POA6149,2473,136,52,27,4,0,8,2703
POA6150,1618,75,25,20,0,0,3,1742
POA6151,1628,80,24,6,0,0,5,1739
POA6152,2276,156,34,26,0,0,3,2499
POA6153,2399,124,49,10,3,0,9,2590
POA6154,1216,67,29,7,3,0,0,1325
POA6155,7457,345,169,120,12,3,17,8122
POA6156,1939,127,57,16,3,0,3,2145
POA6157,1415,84,35,6,0,0,6,1550
POA6158,870,65,20,3,0,0,0,949
POA6159,253,28,3,5,0,0,4,296
POA6160,530,49,14,5,3,0,0,601
POA6161,3,0,0,0,0,0,0,6
POA6162,1070,78,41,3,0,0,3,1195
POA6163,4878,368,158,48,0,0,19,5478
POA6164,7448,496,333,82,12,3,20,8402
POA6165,3,0,0,0,0,0,0,7
POA6166,1210,67,40,15,0,0,4,1339
POA6167,2474,245,171,50,7,0,29,2973
POA6168,1660,228,122,30,3,8,21,2078
POA6169,3255,397,253,47,7,3,37,3997
POA6170,1470,103,79,26,5,0,8,1689
POA6171,3870,319,298,36,5,6,20,4558
POA6172,1551,169,121,34,3,0,18,1886
POA6173,1781,150,97,8,4,0,7,2047
POA6174,432,36,30,0,0,0,3,508
POA6175,494,34,29,3,0,0,6,565
POA6176,167,18,4,3,0,0,3,193
POA6180,590,73,51,5,0,0,0,722
POA6181,75,3,0,0,0,0,0,79
POA6182,0,0,0,0,0,0,0,0
POA6207,121,5,11,0,0,0,0,135
POA6208,968,108,59,16,5,0,22,1185
POA6209,154,20,11,6,0,0,0,192
POA6210,5590,609,392,71,12,12,51,6739
POA6211,678,70,36,3,3,0,5,796
POA6213,59,4,5,0,0,0,0,64
POA6214,70,5,0,0,0,0,0,80
POA6215,358,37,22,6,0,3,5,433
POA6218,37,0,7,0,0,0,3,45
POA6220,427,40,30,8,0,0,6,510
POA6221,27,3,3,0,0,0,0,34
POA6223,22,3,3,0,0,0,0,31
POA6224,102,18,10,0,0,0,0,129
POA6225,789,84,61,11,0,0,12,960
POA6226,112,5,0,0,0,0,0,128
POA6227,98,3,3,3,0,0,0,110
POA6228,15,0,5,0,0,0,0,19
POA6229,16,0,0,0,0,0,0,16
POA6230,3867,363,224,57,5,3,36,4544
POA6232,1068,117,97,19,7,0,9,1313
POA6233,2120,154,137,26,8,3,19,2467
POA6236,224,15,13,4,0,0,5,260
POA6237,277,23,9,3,0,0,3,320
POA6239,415,31,12,3,0,0,3,459
POA6240,10,0,0,0,0,0,0,10
POA6243,4,0,0,0,0,0,0,5
POA6244,128,8,3,0,0,0,0,136
POA6251,28,3,3,0,0,0,0,33
POA6252,8,3,0,0,0,0,0,9
POA6253,33,0,9,0,0,0,0,46
POA6254,32,3,3,0,0,0,0,40
POA6255,318,29,17,3,0,0,3,364
POA6256,31,4,3,0,0,0,0,41
POA6258,574,36,32,5,0,0,8,659
POA6260,131,6,4,0,0,0,0,144
POA6262,51,5,3,0,0,0,3,62
POA6271,296,25,20,3,3,0,3,349
POA6275,90,8,4,3,0,0,0,103
POA6280,2583,251,161,29,7,0,16,3043
POA6281,809,41,27,0,0,0,3,889
POA6282,145,7,6,4,0,0,0,154
POA6284,270,18,15,0,0,0,0,295
POA6285,979,45,50,4,0,0,3,1083
POA6286,44,5,4,0,0,0,0,58
POA6288,49,0,5,0,0,0,0,62
POA6290,95,10,5,0,0,0,0,113
POA6302,246,19,15,3,0,0,5,297
POA6304,121,9,9,0,0,0,7,143
POA6306,86,8,3,0,0,0,0,96
POA6308,121,9,5,0,0,0,4,140
POA6309,16,0,0,0,0,0,0,19
POA6311,48,0,7,0,0,0,0,56
POA6312,402,18,30,10,0,0,6,467
POA6313,19,0,3,0,0,0,0,24
POA6315,150,0,10,3,0,0,0,159
POA6316,36,3,3,0,0,0,0,39
POA6317,316,27,25,11,0,0,3,380
POA6318,48,4,0,0,0,0,0,57
POA6320,49,3,0,0,0,0,0,54
POA6321,46,3,3,0,0,0,0,51
POA6322,16,0,0,0,0,0,0,21
POA6323,64,9,4,0,0,0,0,80
POA6324,277,28,17,8,0,0,9,325
POA6326,57,3,0,0,0,0,0,59
POA6327,28,0,4,0,0,0,0,32
POA6328,43,0,0,0,0,0,0,45
POA6330,3056,275,193,36,3,0,25,3584
POA6333,466,39,30,0,0,0,8,545
POA6335,78,4,3,0,0,0,0,84
POA6336,27,0,0,0,0,0,0,29
POA6337,58,0,0,0,0,0,0,62
POA6338,54,6,0,0,0,0,0,60
POA6341,39,0,0,0,0,0,0,39
POA6343,33,0,0,0,0,0,0,34
POA6346,66,4,0,0,0,0,0,66
POA6348,54,3,5,0,0,0,0,64
POA6350,17,3,0,0,0,0,3,28
POA6351,13,0,0,0,0,0,0,13
POA6352,19,0,0,0,0,0,0,20
POA6353,78,3,0,0,0,0,0,82
POA6355,54,0,0,0,0,0,0,58
POA6356,14,0,0,0,0,0,0,14
POA6357,11,0,0,0,0,0,0,11
POA6358,3,0,0,0,0,0,0,4
POA6359,50,0,0,0,0,0,0,48
POA6361,14,0,0,0,0,0,0,14
POA6363,15,0,0,0,0,0,0,15
POA6365,43,0,4,0,0,0,0,51
POA6367,32,0,3,0,0,0,0,38
POA6368,8,3,0,0,0,0,0,12
POA6369,53,7,0,0,0,0,0,64
POA6370,37,0,4,3,0,0,0,47
POA6372,11,0,0,0,0,0,0,11
POA6373,10,0,0,0,0,0,0,16
POA6375,61,12,8,3,0,0,3,75
POA6383,58,3,6,0,0,0,3,69
POA6384,4,0,0,0,0,0,0,4
POA6385,3,0,0,0,0,0,0,3
POA6386,6,0,0,0,0,0,0,11
POA6390,177,11,14,0,0,0,3,214
POA6391,90,3,8,0,0,0,0,103
POA6392,38,0,0,0,0,0,0,41
POA6393,9,0,0,0,0,0,0,14
POA6394,50,0,0,0,0,0,0,49
POA6395,154,3,7,0,0,0,3,168
POA6396,33,4,0,0,0,0,0,41
POA6397,4,0,3,0,0,0,0,3
POA6398,32,0,0,0,0,0,3,38
POA6401,602,46,36,18,0,0,16,714
POA6403,16,0,0,0,0,0,0,18
POA6405,31,8,0,0,0,0,0,41
POA6407,101,8,3,0,0,0,0,109
POA6409,37,3,3,0,0,0,0,45
POA6410,73,9,10,0,0,0,8,96
POA6411,9,0,0,0,0,0,0,14
POA6412,3,0,0,0,0,0,0,5
POA6413,4,0,0,0,0,0,0,4
POA6414,8,0,0,0,0,0,0,8
POA6415,231,23,19,5,0,0,3,278
POA6418,54,4,3,0,0,0,0,66
POA6419,7,0,0,0,0,0,0,10
POA6420,14,0,0,0,0,0,0,12
POA6421,11,0,0,0,0,0,0,12
POA6422,7,0,0,0,0,0,0,7
POA6423,7,0,0,0,0,0,0,9
POA6424,8,0,0,0,0,0,0,8
POA6425,11,0,0,0,0,0,0,11
POA6426,61,4,3,0,0,0,0,66
POA6427,0,0,0,0,0,0,0,0
POA6428,10,0,0,0,0,0,0,10
POA6429,54,10,6,3,0,0,0,72
POA6430,2469,174,155,36,8,8,13,2863
POA6431,55,5,8,7,3,0,7,87
POA6432,604,55,62,14,0,0,3,733
POA6434,7,0,0,0,0,0,0,9
POA6436,5,0,0,0,0,0,0,8
POA6437,43,3,3,0,0,0,0,46
POA6438,31,3,3,3,0,0,0,39
POA6440,20,10,3,3,3,0,6,39
POA6442,259,18,23,0,0,0,0,310
POA6443,32,7,0,0,0,0,0,40
POA6445,24,0,0,0,0,0,0,21
POA6446,14,0,0,0,0,0,0,14
POA6447,16,0,0,0,0,0,0,21
POA6448,36,3,3,0,0,0,0,44
POA6450,1174,117,70,18,3,0,13,1389
POA6452,0,0,0,0,0,0,0,0
POA6460,63,5,3,0,0,0,0,69
POA6461,52,7,0,0,0,0,0,53
POA6462,18,0,0,0,0,0,0,14
POA6463,0,0,0,0,0,0,0,0
POA6465,4,0,0,0,0,0,0,4
POA6466,6,0,0,0,0,0,0,6
POA6467,3,0,0,0,0,0,0,3
POA6468,21,3,3,0,0,0,0,27
POA6470,0,0,0,0,0,0,0,0
POA6472,25,0,0,0,0,0,0,28
POA6473,3,0,0,0,0,0,0,4
POA6475,35,0,6,0,0,0,0,45
POA6476,3,0,0,0,0,0,0,4
POA6477,29,0,3,0,0,0,0,29
POA6479,56,0,4,0,0,0,0,61
POA6480,7,0,3,0,0,0,0,6
POA6484,3,0,0,0,0,0,0,3
POA6485,31,5,3,0,0,0,0,37
POA6487,3,0,0,0,0,0,0,3
POA6488,11,0,0,0,0,0,0,10
POA6489,3,0,0,0,0,0,0,3
POA6490,19,3,3,0,0,0,0,26
POA6501,92,7,18,0,0,0,0,118
POA6502,95,4,5,4,0,0,0,110
POA6503,198,18,8,4,0,0,0,223
POA6504,17,0,0,0,0,0,0,18
POA6505,10,0,0,0,0,0,0,14
POA6506,4,0,0,0,0,0,0,4
POA6507,47,0,3,0,0,0,0,47
POA6509,19,0,0,0,0,0,0,20
POA6510,172,6,10,3,0,0,4,204
POA6511,31,0,3,0,0,0,0,40
POA6512,12,0,0,0,0,0,0,10
POA6513,22,0,0,0,0,0,0,27
POA6514,31,0,7,0,0,0,0,37
POA6515,17,0,0,0,0,0,0,23
POA6516,134,14,3,5,0,0,0,157
POA6517,25,3,7,0,0,0,0,34
POA6518,16,0,0,0,0,0,0,22
POA6519,51,3,3,0,0,0,0,61
POA6521,41,0,0,0,0,0,0,41
POA6522,47,6,0,0,0,0,0,49
POA6525,296,24,13,3,0,0,3,340
POA6528,36,3,0,0,0,0,0,41
POA6530,2827,254,181,38,5,0,39,3335
POA6532,716,50,33,7,3,0,3,819
POA6535,125,7,7,3,0,0,4,145
POA6536,107,8,3,3,0,0,4,123
POA6537,67,3,3,0,0,0,0,79
POA6556,225,11,17,7,0,0,0,257
POA6558,90,15,3,0,0,0,0,106
POA6560,104,9,15,3,0,0,3,135
POA6562,117,10,3,3,0,0,0,136
POA6564,21,0,0,0,0,0,0,25
POA6566,221,25,20,3,0,3,9,276
POA6567,32,0,4,0,0,0,3,41
POA6568,29,3,3,0,0,0,0,27
POA6569,29,3,0,0,0,0,0,26
POA6571,10,0,0,0,0,0,0,12
POA6572,7,0,0,0,0,0,0,6
POA6574,6,0,0,0,0,0,0,12
POA6575,15,0,0,0,0,0,0,15
POA6603,107,3,7,0,0,0,0,125
POA6605,5,0,0,0,0,0,0,6
POA6606,19,0,0,0,0,0,0,16
POA6608,13,0,0,0,0,0,0,14
POA6609,83,6,11,3,0,0,0,98
POA6612,19,0,0,0,0,0,0,16
POA6613,4,0,0,0,0,0,0,4
POA6614,0,0,0,0,0,0,0,0
POA6616,5,0,0,0,0,0,0,11
POA6620,29,4,5,3,0,0,0,34
POA6623,44,9,4,0,0,0,0,55
POA6625,3,0,0,0,0,0,0,3
POA6627,10,0,0,0,0,0,0,9
POA6628,0,0,0,0,0,0,0,0
POA6630,35,4,0,0,0,0,4,49
POA6631,0,0,0,0,0,0,0,0
POA6632,11,0,0,0,0,0,0,11
POA6635,5,3,0,0,0,0,3,11
POA6638,15,3,3,3,0,0,4,31
POA6639,0,0,0,0,0,0,0,0
POA6640,3,0,0,0,0,0,0,7
POA6642,30,3,3,0,0,0,3,41
POA6646,16,6,0,0,0,0,0,18
POA6701,395,36,28,11,0,0,16,486
POA6705,10,0,0,0,0,0,0,14
POA6707,263,16,7,0,0,0,0,286
POA6710,52,9,6,0,0,0,0,66
POA6711,0,0,0,0,0,0,0,0
POA6712,0,0,0,0,0,0,0,0
POA6713,153,13,9,3,0,0,0,172
POA6714,1808,117,78,26,7,0,9,2054
POA6716,77,4,11,0,0,0,0,95
POA6718,39,12,3,7,0,0,6,75
POA6720,289,32,28,6,0,0,3,350
POA6721,389,29,24,9,0,0,0,461
POA6722,915,76,76,12,3,0,10,1097
POA6725,835,77,45,31,7,3,24,1030
