POA_CODE_2016,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
POA3688,0,0,3,0,0,4,13,7,3,38,0,0,0,0,0,0,0,0,0,0,0,5,7,8,16,18,11,6,3,80,30,61,132,153,196,198,110,44,12,941
POA3690,14,28,61,73,99,195,354,343,184,1350,0,7,21,34,43,29,26,14,3,163,119,182,340,297,291,353,299,264,88,2240,923,2180,4591,4065,4330,4094,3047,1563,611,25407
POA3691,0,4,12,5,12,42,74,66,63,287,0,0,4,0,0,0,0,0,0,3,57,53,58,75,93,91,79,44,30,583,330,621,1096,1240,1332,1287,854,324,174,7257
POA3694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,18,21,49,14,4,9,0,0,0,0,90
POA3695,0,0,0,3,3,3,13,4,0,23,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,7,7,4,0,31,11,25,23,57,66,96,55,14,5,356
POA3697,0,3,0,0,0,3,3,5,7,25,0,0,0,0,0,3,0,0,0,3,3,0,0,4,11,11,10,3,3,42,4,10,33,68,96,130,80,24,16,460
POA3698,0,0,0,0,0,3,7,14,6,27,0,0,0,0,0,0,0,0,0,0,0,3,6,7,10,12,23,8,3,66,4,17,51,108,120,154,163,69,17,706
POA3699,0,0,0,0,0,11,16,10,13,48,0,0,0,0,0,0,0,0,0,0,0,10,19,24,20,14,21,8,3,117,26,56,131,150,134,150,148,72,27,902
POA3700,0,0,0,0,0,5,26,17,14,73,0,0,0,0,0,0,0,0,0,0,0,0,9,8,8,12,18,7,4,76,29,51,116,129,197,206,163,91,57,1042
POA3701,3,0,0,0,8,8,31,16,4,71,0,0,0,0,0,0,0,0,0,0,5,4,8,10,16,20,21,7,4,96,16,31,78,101,164,191,196,66,16,857
POA3704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,3,3,0,20
POA3705,0,0,0,0,0,0,5,6,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,9,4,0,0,25,7,5,18,22,53,39,32,16,3,200
POA3707,0,0,0,3,3,17,27,45,23,118,0,0,0,0,0,0,0,0,0,7,3,17,19,16,22,30,31,30,23,197,38,79,161,170,233,282,259,183,90,1491
POA3708,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,8,11,13,9,3,52
POA3709,0,0,0,0,0,4,11,3,3,28,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,8,6,5,25,6,6,14,21,35,88,58,19,8,256
POA3711,0,0,0,0,0,3,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,7,12,11,11,8,0,49,7,15,47,47,68,106,84,34,9,412
POA3712,0,0,0,0,0,4,11,3,3,21,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,16,13,4,3,36,10,7,33,32,50,71,77,29,7,307
POA3713,0,0,3,0,10,11,27,28,19,94,0,0,0,0,0,0,0,0,0,3,8,3,10,12,20,30,38,20,15,152,23,34,74,87,152,181,199,110,53,912
POA3714,0,0,4,7,9,27,63,56,52,216,0,0,0,0,3,0,4,0,3,17,8,7,24,34,40,56,76,41,20,308,65,136,294,388,442,557,607,285,140,2916
POA3715,0,0,0,0,0,4,8,7,0,17,0,0,0,0,0,0,0,0,0,0,3,0,0,3,10,12,5,4,0,36,7,6,9,25,46,76,68,15,3,258
POA3717,3,0,0,3,8,19,39,35,26,135,0,0,0,0,0,0,0,0,0,7,13,8,17,20,24,39,57,33,11,227,60,80,153,273,341,491,471,214,66,2154
POA3718,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,4,4,19,14,13,3,6,66
POA3719,0,0,0,4,0,3,6,6,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,8,9,6,0,27,3,15,23,37,45,86,72,33,4,318
POA3720,0,0,0,0,0,4,8,6,0,25,0,0,0,0,0,0,0,0,0,0,7,5,4,10,16,11,6,6,0,61,7,19,34,57,86,119,107,31,9,466
POA3722,0,0,4,4,12,10,67,54,53,206,0,0,0,0,3,0,0,0,0,5,6,18,49,51,66,66,68,41,25,386,78,201,447,599,645,763,652,339,171,3896
POA3723,8,3,8,3,13,14,34,40,9,129,0,0,0,0,0,0,0,3,0,6,25,14,38,47,50,56,62,27,3,324,73,108,244,307,418,502,506,165,29,2354
POA3725,0,0,0,0,0,3,7,12,0,26,0,0,0,0,0,0,0,0,0,0,6,3,3,4,11,19,9,4,3,59,11,20,58,58,95,124,86,31,11,500
POA3726,0,0,0,0,0,0,6,3,7,21,0,0,0,0,0,0,0,0,0,0,4,3,3,4,8,6,9,4,0,47,8,9,23,37,58,78,70,18,10,318
POA3727,0,0,0,0,3,0,7,7,0,18,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,5,8,3,0,32,9,11,30,22,43,56,52,20,3,250
POA3728,3,0,0,0,0,11,17,9,0,43,0,0,0,0,0,0,0,0,0,0,3,4,8,9,6,22,13,7,3,72,15,34,61,56,95,108,102,34,12,517
POA3730,3,4,11,20,20,61,166,171,100,552,0,0,4,0,0,0,4,0,3,17,45,31,73,89,109,163,192,179,114,989,218,364,743,854,1045,1275,1345,865,380,7089
POA3732,3,0,0,0,0,3,9,9,3,32,0,0,0,0,0,0,0,0,0,0,3,0,4,4,5,14,3,0,3,43,12,22,37,78,76,102,81,33,12,457
POA3733,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,7,5,0,19,3,3,7,33,29,44,24,22,0,173
POA3735,0,0,0,0,0,3,15,13,3,36,0,0,0,0,0,0,0,0,0,0,5,0,3,7,10,4,6,5,5,51,14,24,47,63,102,110,72,37,20,484
POA3737,0,0,3,13,11,39,92,99,55,311,0,0,0,0,0,4,4,8,7,24,16,10,20,29,62,86,51,80,49,416,98,162,332,416,657,736,522,393,177,3494
POA3738,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,4,3,0,0,17,7,8,17,25,39,49,27,3,0,177
POA3739,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,3,3,6,3,3,0,0,24,8,5,12,25,29,46,24,10,0,168
POA3740,0,0,0,0,3,0,21,11,3,35,0,0,0,0,0,0,0,0,0,3,0,3,10,4,21,18,21,14,3,93,18,43,97,120,163,186,151,68,13,860
POA3741,3,0,3,4,10,9,45,40,20,132,0,0,0,0,0,4,0,0,0,5,19,19,61,44,44,55,56,29,33,354,59,122,275,366,414,479,487,216,108,2529
POA3744,0,0,0,0,0,0,0,5,0,8,0,0,4,0,0,0,0,0,0,6,0,0,3,5,7,5,9,0,3,28,7,14,45,58,74,80,49,24,7,353
POA3746,0,0,0,0,0,8,10,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,13,4,0,3,35,7,22,24,43,62,63,74,21,8,318
POA3747,0,0,3,5,12,22,56,48,22,164,0,0,3,0,0,4,3,0,0,21,22,21,83,105,102,79,59,76,44,593,71,132,367,565,690,810,663,312,120,3730
POA3749,0,0,0,0,3,6,19,29,19,83,0,0,0,0,0,0,0,0,0,0,4,3,0,18,17,15,16,17,13,97,34,61,122,224,312,288,245,118,71,1465
POA3750,4,9,16,20,31,66,66,16,8,232,0,0,11,8,20,32,13,6,0,96,24,59,186,101,69,60,39,17,8,559,173,541,2468,1548,706,536,283,95,20,6374
POA3751,0,0,0,0,0,3,13,6,0,22,0,0,0,0,0,3,0,3,0,8,0,0,6,0,3,5,6,3,0,24,7,13,34,22,38,44,40,26,6,225
POA3752,4,4,24,37,65,156,271,220,156,944,0,4,9,20,14,29,37,28,16,153,58,62,146,156,143,104,82,74,40,861,690,1475,3472,4192,3338,1954,1230,648,321,17325
POA3753,0,4,4,3,10,23,28,10,3,86,0,0,0,3,3,0,5,0,0,10,8,5,33,32,24,24,16,3,0,138,48,120,438,364,290,198,142,33,3,1643
POA3754,15,10,55,50,57,120,235,114,32,685,3,0,15,16,12,11,25,18,4,106,93,106,384,340,212,130,143,50,17,1487,811,1986,7334,6710,4111,2610,1761,491,109,25920
POA3755,0,0,0,0,0,0,7,3,4,16,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,3,3,0,16,7,14,34,21,34,31,45,18,3,215
POA3756,10,6,29,30,48,76,91,54,22,372,0,0,9,6,3,10,7,3,0,41,66,65,164,145,163,159,97,50,9,921,320,720,1823,1665,1714,1337,739,252,62,8637
POA3757,7,5,12,19,27,46,103,113,66,401,0,0,0,0,3,3,8,8,3,35,42,43,59,105,123,108,110,73,17,684,255,491,911,1230,1329,1108,822,415,169,6731
POA3758,0,0,3,3,6,13,13,11,3,55,0,0,0,0,0,0,0,0,0,3,4,0,18,17,19,22,25,3,0,111,73,114,231,319,334,293,204,47,8,1616
POA3759,0,0,0,0,0,0,5,3,0,13,0,0,0,0,0,0,0,0,0,0,7,0,10,14,16,16,5,3,0,69,33,64,76,118,208,185,90,33,16,817
POA3760,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,3,3,0,0,21,16,25,27,34,83,68,33,10,0,291
POA3761,0,0,0,0,0,5,6,3,5,17,0,0,0,0,0,0,0,0,0,0,16,5,5,16,20,22,11,11,0,110,43,84,116,140,201,195,110,41,8,946
POA3762,0,0,0,0,0,3,0,5,0,11,0,0,0,0,0,0,0,0,0,0,3,3,0,8,7,3,0,3,0,29,3,11,8,17,19,27,8,9,8,111
POA3763,3,0,3,4,6,6,5,6,3,42,0,0,0,0,0,0,0,0,0,3,5,6,24,23,22,20,17,3,0,118,46,67,164,230,281,232,129,31,6,1190
POA3764,13,4,18,13,17,44,120,111,57,403,0,0,0,0,0,3,6,3,0,18,57,38,65,90,122,90,119,90,24,696,269,518,944,1122,1289,1035,947,514,175,6808
POA3765,4,3,9,6,8,21,44,46,45,196,0,0,0,0,0,0,0,3,0,13,10,10,29,54,46,52,50,63,102,420,152,410,774,874,911,850,673,348,244,5236
POA3766,0,0,0,0,5,3,3,3,0,16,0,0,0,0,0,0,0,0,0,0,0,6,0,5,5,11,12,6,0,44,18,55,119,212,182,192,120,41,11,947
POA3767,0,0,0,0,0,3,4,0,6,17,0,0,0,0,0,0,0,0,0,0,5,3,11,10,0,3,13,13,4,65,29,53,120,145,186,194,170,58,29,986
POA3770,0,0,4,0,9,12,34,26,10,95,0,0,3,0,3,0,3,0,0,7,5,8,20,27,32,38,29,23,4,187,87,178,414,400,485,460,295,136,35,2481
POA3775,0,0,3,6,3,5,37,28,7,92,0,0,0,0,3,0,0,0,0,7,9,13,46,33,42,38,21,16,4,229,95,225,433,461,591,511,427,191,39,2965
POA3777,4,3,17,18,21,62,136,119,70,450,0,3,0,7,3,3,0,4,4,27,43,34,73,109,124,145,145,97,39,797,264,512,1022,1351,1569,1580,1226,641,249,8414
POA3778,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,8,8,8,8,28,29,49,27,10,0,168
POA3779,0,0,0,0,4,7,3,3,3,13,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,13,13,6,0,41,3,5,34,25,51,89,104,27,3,346
POA3781,0,0,11,6,8,20,24,20,8,94,0,0,3,0,0,0,0,3,0,9,22,20,32,65,51,62,24,21,3,299,135,251,539,709,694,558,244,96,30,3260
POA3782,5,3,3,10,16,19,52,39,25,178,0,0,3,0,0,3,3,0,0,14,15,15,44,56,60,80,68,40,26,396,202,405,670,1050,1281,1162,811,275,131,5995
POA3783,0,0,5,5,4,8,22,18,14,73,0,0,0,0,0,0,0,0,0,7,10,7,16,27,28,23,16,10,4,135,82,121,208,334,386,330,182,68,24,1739
POA3785,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,9,0,0,15,15,13,12,10,4,0,62
POA3786,0,0,0,0,3,3,8,4,0,18,0,0,0,0,0,0,0,0,0,0,9,4,12,8,17,17,15,8,0,97,42,78,123,191,245,258,173,51,18,1187
POA3787,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,6,8,14,8,7,5,0,65,20,53,85,154,172,177,115,33,14,815
POA3788,0,0,0,0,0,3,5,0,0,15,0,0,0,0,0,0,0,0,0,3,0,6,9,13,22,23,18,10,0,100,23,75,160,252,280,306,206,49,16,1369
POA3789,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,11,7,23,14,28,46,50,34,19,4,214
POA3791,0,0,0,0,0,0,3,6,0,18,0,0,0,0,0,0,0,0,0,0,0,10,13,8,12,15,13,6,0,68,27,73,122,195,220,255,169,54,4,1118
POA3792,0,0,0,0,0,0,10,0,6,16,0,0,0,0,3,0,0,0,0,5,8,10,3,10,9,10,11,0,0,64,21,49,81,148,160,181,133,36,9,816
POA3793,0,0,0,4,6,9,29,20,22,101,0,0,0,0,4,0,0,3,0,8,7,9,17,20,26,27,32,8,12,157,88,172,344,492,524,481,389,134,67,2692
POA3795,0,0,0,5,4,3,28,15,15,68,0,0,0,0,0,0,0,3,0,7,8,4,3,10,11,5,15,6,4,68,40,60,121,176,190,142,146,50,34,958
POA3796,8,3,9,10,16,35,59,50,31,227,0,0,3,0,11,0,0,0,0,25,32,37,71,56,74,58,67,31,10,443,293,611,1262,1310,1445,1167,799,314,90,7291
POA3797,0,0,5,4,14,24,61,30,25,163,0,0,0,0,0,0,0,3,0,9,13,8,21,37,52,42,56,29,10,274,95,162,363,378,519,490,444,174,90,2714
POA3799,3,3,13,19,23,48,78,53,40,272,0,0,0,0,4,0,0,6,3,18,23,18,51,66,71,109,84,50,14,489,135,303,523,693,949,923,640,268,98,4537
POA3800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,70,13,3,0,0,0,0,0,142,848,1174,148,16,3,3,3,0,0,2200
POA3802,11,21,60,61,111,253,337,228,78,1148,4,16,52,66,46,63,48,52,25,370,67,85,184,155,159,201,197,142,101,1285,613,1753,3392,3115,3166,3625,2061,854,307,18881
POA3803,3,15,46,67,72,112,156,128,88,691,3,7,45,62,53,47,26,18,10,276,37,43,81,64,75,92,81,77,40,592,288,776,1643,1394,1392,1291,818,461,213,8270
POA3804,3,5,4,13,20,41,95,69,29,278,3,0,10,5,11,16,18,23,0,90,40,48,28,35,71,70,65,71,109,555,302,686,666,904,1390,1160,624,298,168,6187
POA3805,33,40,136,177,247,336,455,356,183,1972,0,30,121,204,168,116,85,61,22,803,178,198,341,398,402,319,218,150,56,2260,1877,4248,7431,8478,8543,5627,3164,1382,457,41203
POA3806,14,13,45,45,87,169,308,339,202,1220,3,8,28,28,26,26,27,24,10,180,131,117,257,240,297,211,249,260,176,1948,1453,3004,5371,7439,7175,4798,3244,1991,814,35299
POA3807,0,3,5,7,12,20,47,51,15,171,0,0,0,3,3,0,3,5,0,15,19,23,24,28,68,54,33,22,6,279,234,491,607,994,1288,822,498,221,51,5199
POA3808,0,0,4,0,0,5,14,14,7,52,0,0,0,0,0,0,3,0,0,3,14,8,13,24,30,32,33,32,16,204,72,172,232,415,459,458,278,117,38,2237
POA3809,0,7,7,13,16,30,37,10,4,128,0,0,0,0,0,3,0,3,0,4,17,27,53,58,43,33,24,12,3,263,187,545,1555,1155,816,542,319,96,16,5234
POA3810,39,48,126,110,139,188,414,332,182,1586,3,8,24,33,40,19,29,12,6,182,179,199,446,416,358,306,311,260,143,2617,1292,3141,8355,6860,5375,3923,3156,1598,631,34326
POA3812,3,0,0,3,10,16,32,24,13,93,0,0,0,0,0,0,0,0,0,3,6,10,14,28,20,24,4,5,3,121,75,171,211,259,388,354,210,83,33,1782
POA3813,4,0,0,3,0,3,6,8,0,30,0,0,0,0,0,0,0,0,0,3,6,7,9,4,24,18,4,8,5,85,33,59,60,82,197,140,83,35,8,694
POA3814,0,0,0,3,3,12,33,21,15,96,0,0,0,0,0,0,0,0,0,0,9,9,21,23,28,29,23,4,3,150,54,111,231,285,325,307,245,88,29,1673
POA3815,0,3,6,6,13,21,50,38,30,158,0,0,0,0,3,0,3,0,0,10,17,11,18,33,39,27,27,21,9,199,90,138,266,372,481,380,327,132,61,2260
POA3816,0,3,11,9,14,15,33,23,14,107,0,0,0,0,0,0,0,0,0,4,7,15,25,29,39,44,45,23,4,232,68,175,379,323,374,364,260,100,29,2058
POA3818,12,4,20,28,37,71,206,197,148,726,3,3,4,10,7,5,6,5,3,49,50,55,102,128,150,144,163,158,63,1007,358,737,1702,1545,1768,1794,1643,956,366,10872
POA3820,8,9,26,26,42,69,216,234,144,771,0,3,5,7,16,8,10,4,8,64,37,63,106,111,150,153,188,160,59,1028,424,894,1811,1745,2136,2012,1894,1057,424,12381
POA3821,0,0,0,3,10,9,36,24,10,96,0,0,0,0,0,0,0,0,0,3,12,7,15,22,28,44,43,20,6,202,75,127,236,326,481,473,343,126,31,2219
POA3822,0,0,0,3,4,8,6,14,8,49,0,0,0,0,0,0,0,0,0,4,9,4,7,12,19,15,10,4,0,74,39,55,82,128,149,136,91,43,11,731
POA3823,0,0,3,3,9,11,24,21,8,74,0,0,0,0,4,0,3,0,0,8,3,4,16,10,19,33,30,16,3,130,34,97,212,188,235,346,234,102,20,1471
POA3824,0,3,8,10,13,26,72,67,51,239,0,0,0,0,0,0,0,4,0,6,26,21,38,56,55,70,53,38,34,401,111,244,515,629,643,693,565,288,145,3830
POA3825,22,28,57,60,118,218,339,293,190,1325,0,0,12,9,6,12,9,22,8,76,89,118,184,187,247,291,333,270,177,1899,613,1298,2205,2191,2711,3000,2347,1305,590,16251
POA3831,0,0,0,5,3,8,20,32,14,83,0,0,0,0,0,0,0,3,0,3,12,3,4,14,19,35,24,18,8,139,47,70,112,179,231,299,232,125,46,1338
POA3832,0,0,0,0,0,5,9,3,0,16,0,0,0,0,0,0,0,0,0,0,5,0,0,5,4,13,8,0,3,36,8,7,14,20,31,57,53,9,3,207
POA3833,0,0,0,0,0,0,4,8,0,13,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,6,7,5,4,35,8,20,17,32,43,58,60,28,4,269
POA3835,0,4,0,0,0,7,10,3,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,5,3,0,18,5,27,46,54,61,79,58,15,6,351
POA3840,3,32,49,61,84,174,309,304,156,1172,0,0,12,12,20,13,17,25,15,113,84,113,225,181,276,285,231,213,62,1679,447,1050,1924,1729,2268,2369,1821,1084,465,13158
POA3842,8,4,6,11,13,40,61,50,17,202,0,3,3,0,3,0,3,0,0,15,38,80,69,60,57,67,75,35,12,493,158,451,674,525,520,674,528,205,48,3769
POA3844,11,21,63,67,81,168,344,367,192,1313,0,0,13,5,11,16,14,21,11,100,123,144,288,242,323,357,329,325,198,2325,699,1805,3911,3584,3815,3636,2676,1523,640,22288
POA3847,0,0,7,3,4,17,50,28,11,113,0,0,0,0,0,0,0,0,0,4,14,4,21,31,26,38,35,23,3,199,45,99,281,272,285,360,260,101,24,1732
POA3850,3,13,26,25,50,63,176,203,124,693,0,3,14,9,15,12,7,7,4,71,49,72,156,150,176,185,174,156,92,1197,354,820,1852,1748,1931,1875,1459,897,450,11385
POA3851,0,3,11,14,12,55,96,46,22,267,0,0,0,0,0,3,5,3,0,17,26,99,351,310,195,144,95,72,11,1298,97,229,680,797,836,953,783,281,60,4707
POA3852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,30,33,4,8,4,3,0,0,84
POA3854,0,0,0,0,4,6,19,7,3,45,0,0,0,0,0,0,0,0,0,3,4,3,3,12,13,16,0,4,0,51,23,82,134,186,239,206,109,43,7,1029
POA3856,0,0,3,0,3,5,6,7,0,27,0,0,0,0,0,0,0,0,0,0,3,0,6,8,9,9,6,5,0,40,33,39,159,106,129,159,86,19,3,738
POA3857,0,0,0,0,0,4,3,3,0,13,0,0,3,0,0,0,0,0,0,4,0,0,0,3,4,13,0,0,0,21,8,23,40,36,61,73,36,8,4,286
POA3858,0,0,8,3,15,29,76,51,36,214,0,0,0,3,0,0,0,0,0,10,14,12,23,37,31,47,36,25,15,247,75,167,284,348,391,427,385,183,91,2352
POA3859,0,0,0,3,4,0,17,10,3,44,0,0,0,0,0,0,0,0,0,0,3,3,15,9,3,8,12,10,0,59,34,48,92,83,126,110,98,49,9,643
POA3860,8,3,9,16,39,39,94,97,53,351,0,0,0,0,4,3,5,0,0,10,30,44,58,56,80,97,101,85,33,583,171,378,788,772,888,1110,844,440,167,5568
POA3862,3,0,0,9,3,18,44,40,14,134,0,0,0,0,0,0,0,0,0,4,12,9,18,35,43,30,49,31,9,234,78,120,342,351,397,519,391,178,38,2414
POA3864,0,0,0,0,0,5,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,3,0,16,9,3,25,33,24,45,19,12,3,174
POA3865,0,0,0,0,0,7,7,5,3,20,0,0,0,0,0,0,0,0,0,0,0,3,3,4,7,7,9,0,4,38,12,20,52,43,53,76,63,31,7,362
POA3869,0,0,0,0,3,10,22,17,3,55,0,0,0,0,0,0,0,3,0,4,8,0,9,10,16,23,16,9,3,101,42,91,141,200,247,268,166,69,21,1246
POA3870,3,3,0,0,3,16,16,18,7,71,0,0,0,0,0,0,0,0,0,5,0,3,7,6,15,21,20,9,9,84,27,45,95,127,189,255,195,60,19,1020
POA3871,0,0,6,3,8,15,40,38,16,136,0,0,0,0,0,0,0,6,0,6,18,13,27,29,38,53,43,29,6,261,66,131,258,300,417,483,382,177,64,2287
POA3873,0,0,0,3,0,3,7,6,0,21,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,3,5,3,0,21,6,10,32,35,54,60,36,20,0,253
POA3874,0,0,3,0,5,8,16,5,3,40,0,0,0,0,0,0,0,0,0,0,3,0,0,9,4,14,13,9,0,53,16,20,24,54,72,152,87,41,10,471
POA3875,10,16,39,38,74,126,294,292,153,1039,0,5,0,3,11,9,20,10,0,56,97,117,211,190,230,274,333,269,190,1906,422,971,1940,1915,2365,2544,2489,1441,597,14687
POA3878,0,0,0,0,4,9,22,12,4,55,0,0,0,0,3,0,3,0,0,9,0,0,3,3,17,26,22,6,9,92,23,34,82,74,152,229,232,84,28,939
POA3880,6,4,8,4,5,20,64,63,36,216,0,0,0,3,3,0,0,0,0,7,10,9,20,25,36,62,101,95,49,407,63,105,230,305,411,671,962,531,205,3496
POA3882,0,0,5,0,5,4,18,25,5,63,0,0,0,0,0,0,0,0,0,0,0,0,4,3,16,24,14,24,8,86,26,34,93,97,148,196,180,95,19,897
POA3885,0,0,6,0,6,21,25,30,3,87,0,0,0,0,0,0,4,0,0,3,8,0,7,22,26,28,22,20,4,135,40,71,130,220,298,351,227,110,20,1476
POA3886,0,0,0,0,0,4,6,9,0,24,0,0,0,0,0,0,0,0,0,3,0,0,3,3,4,3,10,3,0,22,9,8,16,48,52,72,53,23,0,289
POA3887,0,3,0,0,8,8,9,0,3,43,0,0,0,0,0,0,0,0,0,4,0,4,3,0,4,4,15,3,0,37,10,14,38,36,46,64,58,13,3,282
POA3888,0,4,3,7,16,42,85,63,42,261,3,0,3,0,0,3,0,9,0,21,11,13,24,5,58,48,100,55,30,339,68,105,249,272,471,592,598,275,117,2751
POA3889,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,4,0,0,19,0,6,3,15,27,46,31,19,3,160
POA3890,0,0,0,0,3,3,5,3,0,21,0,0,0,0,0,0,0,0,0,0,3,4,0,7,14,9,7,6,0,48,8,15,17,32,59,68,49,20,0,271
POA3891,0,0,0,0,0,0,3,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,3,0,4,13,29,23,18,3,97
POA3892,0,0,0,0,0,8,15,11,7,39,0,0,0,0,0,0,0,0,0,0,0,0,5,6,13,17,23,21,13,90,6,15,60,84,134,210,241,102,39,904
POA3893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,9,0,0,17
POA3895,0,0,0,0,0,4,5,5,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,4,0,0,17,9,6,14,7,38,41,29,13,7,163
POA3896,0,0,0,0,0,0,7,3,4,18,0,0,0,0,0,0,0,0,0,0,4,4,5,8,10,5,12,9,0,50,15,17,29,39,70,65,49,25,6,320
POA3898,0,0,0,0,4,4,9,14,3,37,0,0,0,0,0,0,0,0,0,0,6,9,14,23,27,24,17,7,0,123,15,37,85,98,117,126,97,39,7,619
POA3900,0,0,0,0,0,0,9,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,11,3,0,16,3,3,4,9,13,38,39,14,3,126
POA3902,0,0,3,0,0,0,9,10,4,29,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,9,8,0,33,8,7,29,37,47,77,88,36,4,331
POA3903,0,0,5,0,0,0,19,8,5,46,0,0,0,0,0,0,0,0,0,3,0,0,6,0,15,23,26,10,0,79,17,20,62,70,81,144,166,49,12,622
POA3904,0,0,0,0,3,4,16,15,3,45,0,0,0,0,0,3,0,0,0,3,0,0,7,13,12,27,32,8,9,116,16,27,89,134,168,285,363,129,26,1236
POA3909,7,11,24,7,28,52,161,137,60,489,0,0,0,0,0,0,3,10,0,19,33,25,66,93,113,131,189,129,97,873,184,291,589,732,1013,1273,1434,715,270,6506
POA3910,15,10,36,32,68,67,195,141,56,628,0,7,10,7,18,0,13,3,4,53,64,81,161,155,189,150,153,105,40,1093,661,1573,3042,3000,3485,2699,1806,778,214,17260
POA3911,0,10,5,10,7,25,44,25,13,137,0,0,7,3,3,4,5,0,0,20,10,13,31,38,31,29,27,21,5,201,96,247,422,445,536,476,299,135,34,2691
POA3912,12,0,25,16,31,53,171,136,76,516,3,0,0,4,11,4,9,4,0,38,55,57,84,95,136,127,119,75,51,804,479,995,1751,1763,2333,2096,1358,637,305,11698
POA3913,0,0,3,0,0,28,31,21,7,101,0,0,0,0,0,0,0,0,0,5,11,9,26,10,32,31,23,14,5,157,111,223,391,410,487,490,327,145,38,2613
POA3915,12,11,32,36,48,89,135,141,45,554,0,0,4,3,5,10,7,6,0,41,29,62,88,80,97,122,152,127,44,795,250,629,1215,1137,1232,1224,1189,710,199,7786
