POA_CODE_2016,Canada_Before_1946,Canada_1946_1955,Canada_1956_1965,Canada_1966_1975,Canada_1976_1985,Canada_1986_1995,Canada_1996_2005,Canada_2006_2010,Canada_2011,Canada_2012,Canada_2013,Canada_2014,Canada_2015,Canada_2016,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1946,China_exc_SARs_Taiwan_46_55,China_exc_SARs_Taiwan_56_65,China_exc_SARs_Taiwan_66_75,China_exc_SARs_Taiwan_76_85,China_exc_SARs_Taiwan_86_95,China_exc_SARs_Taiwan_96_05,China_exc_SARs_Taiwan_06_10,China_exc_SARs_Taiwan_2011,China_exc_SARs_Taiwan_2012,China_exc_SARs_Taiwan_2013,China_exc_SARs_Taiwan_2014,China_exc_SARs_Taiwan_2015,China_exc_SARs_Taiwan_2016,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1946,Croatia_1946_1955,Croatia_1956_1965,Croatia_1966_1975,Croatia_1976_1985,Croatia_1986_1995,Croatia_1996_2005,Croatia_2006_2010,Croatia_2011,Croatia_2012,Croatia_2013,Croatia_2014,Croatia_2015,Croatia_2016,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1946,Egypt_1946_1955,Egypt_1956_1965,Egypt_1966_1975,Egypt_1976_1985,Egypt_1986_1995,Egypt_1996_2005,Egypt_2006_2010,Egypt_2011,Egypt_2012,Egypt_2013,Egypt_2014,Egypt_2015,Egypt_2016,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1946,Fiji_1946_1955,Fiji_1956_1965,Fiji_1966_1975,Fiji_1976_1985,Fiji_1986_1995,Fiji_1996_2005,Fiji_2006_2010,Fiji_2011,Fiji_2012,Fiji_2013,Fiji_2014,Fiji_2015,Fiji_2016,Fiji_Yr_arrival_NS,Fiji_Tot,Germany_Before_1946,Germany_1946_1955,Germany_1956_1965,Germany_1966_1975,Germany_1976_1985,Germany_1986_1995,Germany_1996_2005,Germany_2006_2010,Germany_2011,Germany_2012,Germany_2013,Germany_2014,Germany_2015,Germany_2016,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1946,Greece_1946_1955,Greece_1956_1965,Greece_1966_1975,Greece_1976_1985,Greece_1986_1995,Greece_1996_2005,Greece_2006_2010,Greece_2011,Greece_2012,Greece_2013,Greece_2014,Greece_2015,Greece_2016,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1946,Hng_Kng_SAR_China_1946_1955,Hng_Kng_SAR_China_1956_1965,Hng_Kng_SAR_China_1966_1975,Hng_Kng_SAR_China_1976_1985,Hng_Kng_SAR_China_1986_1995,Hng_Kng_SAR_China_1996_2005,Hng_Kng_SAR_China_2006_2010,Hong_Kong_SAR_China_2011,Hong_Kong_SAR_China_2012,Hong_Kong_SAR_China_2013,Hong_Kong_SAR_China_2014,Hong_Kong_SAR_China_2015,Hong_Kong_SAR_China_2016,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1946,India_1946_1955,India_1956_1965,India_1966_1975,India_1976_1985,India_1986_1995,India_1996_2005,India_2006_2010,India_2011,India_2012,India_2013,India_2014,India_2015,India_2016,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1946,Indonesia_1946_1955,Indonesia_1956_1965,Indonesia_1966_1975,Indonesia_1976_1985,Indonesia_1986_1995,Indonesia_1996_2005,Indonesia_2006_2010,Indonesia_2011,Indonesia_2012,Indonesia_2013,Indonesia_2014,Indonesia_2015,Indonesia_2016,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1946,Iran_1946_1955,Iran_1956_1965,Iran_1966_1975,Iran_1976_1985,Iran_1986_1995,Iran_1996_2005,Iran_2006_2010,Iran_2011,Iran_2012,Iran_2013,Iran_2014,Iran_2015,Iran_2016,Iran_Yr_arrival_NS,Iran_Tot,Iraq_Before_1946,Iraq_1946_1955,Iraq_1956_1965,Iraq_1966_1975,Iraq_1976_1985,Iraq_1986_1995,Iraq_1996_2005,Iraq_2006_2010,Iraq_2011,Iraq_2012,Iraq_2013,Iraq_2014,Iraq_2015,Iraq_2016,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1946,Ireland_1946_1955,Ireland_1956_1965,Ireland_1966_1975,Ireland_1976_1985,Ireland_1986_1995,Ireland_1996_2005,Ireland_2006_2010
POA2018,0,0,0,3,0,9,11,3,3,0,3,3,3,0,0,34,0,3,8,13,41,137,191,228,65,77,81,132,247,151,74,1453,0,0,12,18,0,0,3,0,0,3,0,0,0,0,0,44,0,4,45,54,9,18,9,3,0,0,0,0,0,0,5,152,0,0,0,4,8,24,6,3,0,0,3,0,0,0,3,60,0,0,4,7,7,6,8,6,0,0,4,0,0,0,0,42,0,44,284,155,6,11,7,6,6,3,0,8,7,0,12,550,0,0,0,17,40,37,30,9,3,3,3,3,4,5,3,155,0,0,0,6,11,22,44,43,11,8,24,12,19,15,3,225,0,0,3,5,49,121,189,95,24,18,16,29,28,21,12,609,0,0,0,0,3,11,16,29,17,15,5,5,4,3,0,103,0,0,0,8,10,41,43,23,8,0,12,33,5,3,8,193,0,0,0,0,5,23,15,47
POA2019,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,17,0,0,0,3,10,37,43,71,10,6,8,11,20,11,13,245,0,0,14,38,0,4,3,0,0,0,0,0,0,0,4,64,0,9,14,13,5,3,0,0,0,0,3,0,0,0,3,42,0,0,3,0,10,14,3,3,0,0,0,0,0,0,0,29,0,0,4,3,0,0,7,4,0,0,0,0,0,0,0,27,0,0,22,25,0,0,0,0,0,0,0,0,0,0,19,78,0,0,0,0,4,15,15,3,0,0,0,0,0,3,0,47,0,0,0,5,5,10,17,19,0,3,12,6,3,6,4,100,0,0,0,7,14,31,81,28,0,5,0,6,0,0,3,177,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,5,11,7,31,30
POA2020,0,0,0,0,4,0,4,9,0,0,3,3,0,0,0,26,0,3,3,8,25,110,236,324,74,120,118,178,151,120,85,1559,0,0,6,27,3,0,0,0,0,0,0,0,0,0,0,38,0,11,15,24,3,15,0,0,0,0,0,0,0,0,0,81,0,0,0,3,16,35,23,14,0,0,3,0,0,0,0,85,0,0,4,9,0,3,6,4,3,3,3,0,3,0,0,37,0,10,104,72,8,9,5,0,0,3,0,0,0,4,5,228,0,0,0,7,32,51,43,23,9,3,7,3,12,0,8,199,0,0,4,5,14,30,40,54,13,20,22,31,37,38,13,321,0,0,0,7,30,74,276,214,63,63,57,73,72,29,14,971,0,0,0,0,3,11,0,5,3,4,3,0,5,0,0,34,0,0,0,0,0,10,3,0,0,0,0,3,0,0,0,17,0,0,0,0,3,14,15,41
POA2021,0,0,4,9,5,9,3,15,3,0,4,3,9,7,0,71,0,4,5,3,3,17,33,12,0,4,7,0,6,5,5,106,0,3,7,4,0,6,0,0,0,0,0,0,0,0,0,18,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,7,4,6,0,0,0,0,0,0,0,18,3,19,11,8,11,9,15,18,0,4,3,0,9,8,0,104,0,7,25,9,0,0,3,0,0,0,0,0,0,0,4,47,0,0,0,9,14,15,13,11,0,5,6,0,3,0,0,82,0,0,0,14,4,11,7,8,0,0,0,0,12,3,4,74,0,0,0,0,0,11,6,9,3,0,0,0,5,3,0,43,0,0,0,0,8,7,5,5,0,0,0,0,0,0,0,29,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,8,0,0,0,8,6,11,32,34
POA2022,0,0,3,3,4,3,14,4,4,3,0,4,3,8,7,60,3,13,0,0,3,60,56,46,9,6,14,24,21,12,12,264,0,0,6,4,3,6,0,0,0,0,0,0,0,0,0,22,0,6,8,3,3,0,0,0,3,0,0,0,0,0,0,22,3,0,3,0,4,8,3,0,0,0,0,3,0,0,0,18,7,16,6,4,12,7,11,9,3,4,5,3,9,3,0,94,0,8,23,7,0,0,3,0,0,3,0,0,0,0,0,50,0,3,0,9,21,10,14,0,3,0,0,0,3,0,6,72,0,0,3,10,8,4,7,16,0,3,3,3,4,3,3,78,0,0,0,3,8,9,12,5,3,0,0,0,3,0,4,56,0,0,0,0,8,12,3,3,0,0,0,0,0,3,0,28,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,3,0,3,4,0,13,27,66
POA2023,0,0,4,6,0,4,13,5,7,0,4,5,0,0,0,47,0,5,3,4,8,41,28,18,3,7,14,8,7,8,9,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,7,3,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,13,19,3,3,4,3,5,6,0,0,7,3,0,4,0,74,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,8,27,23,10,14,5,3,3,3,0,3,3,107,0,4,6,7,0,7,3,5,7,3,0,3,4,0,0,46,0,0,0,3,3,3,8,0,0,8,0,6,0,5,0,28,0,0,0,0,3,7,0,3,0,0,0,0,0,0,0,22,0,0,0,4,3,0,0,0,0,0,0,0,0,0,3,12,0,0,3,3,0,11,10,14
POA2024,0,0,0,3,7,4,17,7,4,3,0,0,0,0,4,53,0,0,4,3,0,18,18,11,3,0,4,9,21,8,7,99,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,10,3,0,0,0,0,0,0,0,0,0,0,3,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,13,0,0,3,9,7,8,13,18,4,4,3,3,7,5,0,91,3,4,17,10,3,0,0,5,0,0,0,0,0,0,0,41,0,0,0,7,5,3,7,3,0,0,3,3,0,0,3,42,0,0,7,9,7,5,5,6,0,0,5,0,0,0,0,43,0,0,0,0,0,3,7,0,0,0,3,0,0,0,0,12,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,3,6,14,11,14,22,32
POA2025,0,0,0,0,0,4,0,7,4,0,3,0,3,3,0,33,0,3,0,0,5,16,19,16,8,4,8,0,5,5,10,96,0,0,4,4,3,0,0,0,0,0,0,0,0,0,0,8,0,0,8,6,3,3,0,0,0,0,0,0,0,0,0,17,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,15,7,14,6,3,0,6,3,3,0,7,0,0,0,3,0,42,0,8,3,3,0,3,0,0,0,0,0,0,0,0,3,13,0,0,0,4,7,7,8,8,0,3,0,4,0,0,0,39,0,3,3,9,3,9,6,0,0,0,0,0,3,0,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,5,7,3,4,0,0,0,0,0,0,0,18,0,0,3,4,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,3,11,10
POA2026,0,0,4,11,7,18,27,26,11,5,14,24,22,13,6,191,0,22,13,11,7,43,30,23,6,3,8,4,5,12,5,195,0,0,7,6,7,4,0,0,0,0,0,0,0,0,0,29,0,8,21,8,3,6,0,3,0,0,0,0,0,0,0,47,0,0,0,3,11,8,3,0,0,0,0,0,0,0,0,24,6,24,14,17,19,17,72,52,4,22,21,25,22,20,10,342,3,11,40,13,0,4,0,3,0,0,0,0,0,0,3,81,3,0,0,6,10,12,11,3,3,0,0,0,4,3,3,67,0,3,17,27,14,6,17,8,0,3,3,7,8,3,9,133,0,3,0,9,13,9,5,6,0,3,4,3,0,0,0,65,0,0,0,3,4,11,0,0,0,0,0,0,0,0,0,27,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,17,0,3,0,15,12,23,78,120
POA2027,0,0,0,3,4,4,10,5,0,0,0,0,0,0,0,35,0,8,4,8,8,28,27,19,0,0,11,7,11,4,18,149,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,13,4,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,6,3,4,0,0,0,0,0,0,0,0,8,7,17,5,8,3,7,4,5,0,3,4,0,0,0,0,70,0,7,11,4,0,0,0,0,0,0,0,0,3,0,3,26,0,0,0,7,14,13,9,3,0,0,0,0,0,0,3,62,0,0,3,10,8,4,7,0,0,0,0,0,3,0,0,46,0,0,0,3,3,4,3,0,0,0,3,0,4,0,0,16,0,0,0,0,3,10,4,0,0,0,0,0,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,3,3,3,12,22
POA2028,0,0,0,0,3,0,0,4,0,0,0,0,0,6,3,24,0,5,3,0,3,9,30,11,0,3,0,3,4,0,3,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,3,8,3,0,3,8,8,0,0,0,0,0,0,0,42,0,10,6,3,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,5,16,4,3,0,0,0,0,0,0,0,35,0,0,0,3,0,4,4,7,0,0,0,0,0,0,0,22,0,0,0,4,4,3,3,0,0,0,0,0,0,0,0,11,0,0,0,0,3,7,0,3,0,0,0,3,0,0,0,13,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,4,11
POA2029,0,0,3,8,4,5,8,3,0,4,0,3,0,0,0,43,3,14,4,0,0,21,29,21,0,12,8,0,10,5,7,134,0,0,3,5,3,0,0,0,0,0,0,0,0,0,0,13,0,9,21,3,0,3,0,0,0,0,0,0,0,0,0,39,0,0,0,0,3,3,3,0,0,3,0,0,0,0,0,13,7,7,8,4,3,7,13,3,0,0,0,0,0,0,0,66,4,9,10,6,0,0,4,0,0,0,0,0,0,0,0,35,0,0,0,9,8,15,8,4,0,0,3,4,6,0,0,55,0,4,7,16,4,6,5,7,0,0,0,0,3,0,0,58,0,0,0,0,3,8,3,0,0,3,0,0,0,0,0,23,0,0,0,0,8,11,0,8,0,0,0,0,0,0,0,25,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,3,10,12,23
POA2030,0,3,3,6,9,3,8,5,0,0,0,3,0,0,3,48,3,8,5,8,6,49,69,30,17,15,12,26,21,14,13,289,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,12,0,15,24,12,5,0,0,0,0,0,0,0,0,0,3,56,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,13,5,12,14,12,7,10,24,9,0,0,3,3,0,0,5,98,0,21,27,23,3,0,0,0,0,0,0,0,0,0,7,78,0,0,0,12,15,12,18,24,0,4,0,5,14,8,0,112,0,4,16,14,8,3,3,3,0,0,0,0,0,0,0,53,0,0,4,5,11,18,3,3,3,0,0,0,0,0,3,50,0,0,0,4,17,3,11,0,3,0,0,0,0,0,0,37,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,7,7,18,8
