LGA_NAME16	Age	EnglishProficiency	SpeaksEnglishOnly	YearOfArrival.max	persons_born_overseas
Albury (C)	45-54	Speaks English not well or not at all	0	2014	10
Albury (C)	45-54	Speaks English not well or not at all	0	2015	4
Albury (C)	45-54	Speaks English not well or not at all	0	2016	3
Albury (C)	45-54	Speaks English well or very well	0		7
Albury (C)	45-54	Speaks English well or very well	0	2000	99
Albury (C)	45-54	Speaks English well or very well	0	2005	34
Albury (C)	45-54	Speaks English well or very well	0	2010	50
Albury (C)	45-54	Speaks English well or very well	0	2011	10
Albury (C)	45-54	Speaks English well or very well	0	2012	5
Albury (C)	45-54	Speaks English well or very well	0	2013	6
Albury (C)	45-54	Speaks English well or very well	0	2014	3
Albury (C)	45-54	Speaks English well or very well	0	2015	3
Albury (C)	45-54	Speaks English well or very well	0	2016	4
Albury (C)	55-64		1		14
Albury (C)	55-64		1	2000	489
Albury (C)	55-64		1	2005	21
Albury (C)	55-64		1	2010	8
Albury (C)	55-64		1	2014	3
Albury (C)	55-64		1	2015	6
Albury (C)	55-64	Speaks English not well or not at all	0	2000	16
Albury (C)	55-64	Speaks English not well or not at all	0	2010	6
Albury (C)	55-64	Speaks English not well or not at all	0	2011	8
Albury (C)	55-64	Speaks English not well or not at all	0	2012	3
Albury (C)	55-64	Speaks English not well or not at all	0	2013	3
Albury (C)	55-64	Speaks English not well or not at all	0	2014	3
Albury (C)	55-64	Speaks English not well or not at all	0	2015	3
Albury (C)	55-64	Speaks English not well or not at all	0	2016	3
Albury (C)	55-64	Speaks English well or very well	0		10
Albury (C)	55-64	Speaks English well or very well	0	2000	128
Albury (C)	55-64	Speaks English well or very well	0	2005	14
Albury (C)	55-64	Speaks English well or very well	0	2010	3
Albury (C)	65-74		0	2000	3
Albury (C)	65-74		1		22
Albury (C)	65-74		1	2000	568
Albury (C)	65-74		1	2005	14
Albury (C)	65-74	Speaks English not well or not at all	0	2000	19
Albury (C)	65-74	Speaks English not well or not at all	0	2010	13
Albury (C)	65-74	Speaks English not well or not at all	0	2011	3
Albury (C)	65-74	Speaks English not well or not at all	0	2012	4
Albury (C)	65-74	Speaks English not well or not at all	0	2014	3
Albury (C)	65-74	Speaks English not well or not at all	0	2016	3
Albury (C)	65-74	Speaks English well or very well	0	2000	127
Albury (C)	65-74	Speaks English well or very well	0	2010	3
Albury (C)	75-84			2000	3
Albury (C)	75-84		0	2000	3
Albury (C)	75-84		1		6
Albury (C)	75-84		1	2000	304
Albury (C)	75-84		1	2005	6
Albury (C)	75-84		1	2010	3
Albury (C)	75-84		1	2012	3
Albury (C)	75-84	Speaks English not well or not at all	0		3
Albury (C)	75-84	Speaks English not well or not at all	0	2000	26
Albury (C)	75-84	Speaks English not well or not at all	0	2010	3
Albury (C)	75-84	Speaks English not well or not at all	0	2011	4
Albury (C)	75-84	Speaks English not well or not at all	0	2013	3
Albury (C)	75-84	Speaks English well or very well	0		3
Albury (C)	75-84	Speaks English well or very well	0	2000	111
Albury (C)	75-84	Speaks English well or very well	0	2005	3
Albury (C)	85+			2000	3
Albury (C)	85+		1		19
Albury (C)	85+		1	2000	102
Albury (C)	85+	Speaks English not well or not at all	0		3
Albury (C)	85+	Speaks English not well or not at all	0	2000	8
Albury (C)	85+	Speaks English not well or not at all	0	2010	3
Albury (C)	85+	Speaks English well or very well	0		8
Albury (C)	85+	Speaks English well or very well	0	2000	49
Armidale Regional (A)	0-14		1		4
Armidale Regional (A)	0-14		1	2005	9
Armidale Regional (A)	0-14		1	2010	42
Armidale Regional (A)	0-14		1	2011	11
Armidale Regional (A)	0-14		1	2012	18
Armidale Regional (A)	0-14		1	2013	19
Armidale Regional (A)	0-14		1	2014	13
Armidale Regional (A)	0-14		1	2015	10
Armidale Regional (A)	0-14		1	2016	3
Armidale Regional (A)	0-14	Speaks English not well or not at all	0		8
Armidale Regional (A)	0-14	Speaks English not well or not at all	0	2013	3
Armidale Regional (A)	0-14	Speaks English not well or not at all	0	2014	13
Armidale Regional (A)	0-14	Speaks English not well or not at all	0	2015	18
Armidale Regional (A)	0-14	Speaks English not well or not at all	0	2016	15
Armidale Regional (A)	0-14	Speaks English well or very well	0		7
Armidale Regional (A)	0-14	Speaks English well or very well	0	2005	4
Armidale Regional (A)	0-14	Speaks English well or very well	0	2010	45
Armidale Regional (A)	0-14	Speaks English well or very well	0	2011	8
Armidale Regional (A)	0-14	Speaks English well or very well	0	2012	8
Armidale Regional (A)	0-14	Speaks English well or very well	0	2013	21
Armidale Regional (A)	0-14	Speaks English well or very well	0	2014	39
Armidale Regional (A)	0-14	Speaks English well or very well	0	2015	21
Armidale Regional (A)	0-14	Speaks English well or very well	0	2016	12
Armidale Regional (A)	15-24		1		5
Armidale Regional (A)	15-24		1	2000	40
Armidale Regional (A)	15-24		1	2005	43
Armidale Regional (A)	15-24		1	2010	50
Armidale Regional (A)	15-24		1	2011	9
Armidale Regional (A)	15-24		1	2012	3
Armidale Regional (A)	15-24		1	2013	9
Armidale Regional (A)	15-24		1	2014	4
Armidale Regional (A)	15-24		1	2015	4
Armidale Regional (A)	15-24		1	2016	9
Armidale Regional (A)	15-24	Speaks English not well or not at all	0		14
Armidale Regional (A)	15-24	Speaks English not well or not at all	0	2005	3
Armidale Regional (A)	15-24	Speaks English not well or not at all	0	2013	3
Armidale Regional (A)	15-24	Speaks English not well or not at all	0	2014	13
Armidale Regional (A)	15-24	Speaks English not well or not at all	0	2015	27
Armidale Regional (A)	15-24	Speaks English not well or not at all	0	2016	21
Armidale Regional (A)	15-24	Speaks English well or very well	0		13
Armidale Regional (A)	15-24	Speaks English well or very well	0	2000	8
Armidale Regional (A)	15-24	Speaks English well or very well	0	2005	36
Armidale Regional (A)	15-24	Speaks English well or very well	0	2010	37
Armidale Regional (A)	15-24	Speaks English well or very well	0	2011	10
Armidale Regional (A)	15-24	Speaks English well or very well	0	2012	18
Armidale Regional (A)	15-24	Speaks English well or very well	0	2013	12
Armidale Regional (A)	15-24	Speaks English well or very well	0	2014	37
Armidale Regional (A)	15-24	Speaks English well or very well	0	2015	62
Armidale Regional (A)	15-24	Speaks English well or very well	0	2016	40
Armidale Regional (A)	25-34		1		3
Armidale Regional (A)	25-34		1	2000	48
Armidale Regional (A)	25-34		1	2005	19
Armidale Regional (A)	25-34		1	2010	17
Armidale Regional (A)	25-34		1	2011	6
Armidale Regional (A)	25-34		1	2012	6
Armidale Regional (A)	25-34		1	2013	7
Armidale Regional (A)	25-34		1	2014	7
Armidale Regional (A)	25-34		1	2015	14
Armidale Regional (A)	25-34		1	2016	3
Armidale Regional (A)	25-34	Speaks English not well or not at all	0		8
Armidale Regional (A)	25-34	Speaks English not well or not at all	0	2010	3
Armidale Regional (A)	25-34	Speaks English not well or not at all	0	2012	7
Armidale Regional (A)	25-34	Speaks English not well or not at all	0	2013	7
Armidale Regional (A)	25-34	Speaks English not well or not at all	0	2014	8
Armidale Regional (A)	25-34	Speaks English not well or not at all	0	2015	14
Armidale Regional (A)	25-34	Speaks English not well or not at all	0	2016	5
Armidale Regional (A)	25-34	Speaks English well or very well	0		20
Armidale Regional (A)	25-34	Speaks English well or very well	0	2000	14
Armidale Regional (A)	25-34	Speaks English well or very well	0	2005	25
Armidale Regional (A)	25-34	Speaks English well or very well	0	2010	106
Armidale Regional (A)	25-34	Speaks English well or very well	0	2011	22
Armidale Regional (A)	25-34	Speaks English well or very well	0	2012	46
Armidale Regional (A)	25-34	Speaks English well or very well	0	2013	50
Armidale Regional (A)	25-34	Speaks English well or very well	0	2014	72
Armidale Regional (A)	25-34	Speaks English well or very well	0	2015	133
Armidale Regional (A)	25-34	Speaks English well or very well	0	2016	74
Armidale Regional (A)	35-44		1		6
Armidale Regional (A)	35-44		1	2000	83
Armidale Regional (A)	35-44		1	2005	31
Armidale Regional (A)	35-44		1	2010	21
Armidale Regional (A)	35-44		1	2011	3
Armidale Regional (A)	35-44		1	2012	9
Armidale Regional (A)	35-44		1	2013	6
Armidale Regional (A)	35-44		1	2014	3
Armidale Regional (A)	35-44		1	2015	4
Armidale Regional (A)	35-44		1	2016	3
Armidale Regional (A)	35-44	Speaks English not well or not at all	0		7
Armidale Regional (A)	35-44	Speaks English not well or not at all	0	2000	4
Armidale Regional (A)	35-44	Speaks English not well or not at all	0	2010	6
Armidale Regional (A)	35-44	Speaks English not well or not at all	0	2014	3
Armidale Regional (A)	35-44	Speaks English not well or not at all	0	2015	9
Armidale Regional (A)	35-44	Speaks English not well or not at all	0	2016	4
Armidale Regional (A)	35-44	Speaks English well or very well	0	2000	38
Armidale Regional (A)	35-44	Speaks English well or very well	0	2005	39
Armidale Regional (A)	35-44	Speaks English well or very well	0	2010	93
Armidale Regional (A)	35-44	Speaks English well or very well	0	2011	10
Armidale Regional (A)	35-44	Speaks English well or very well	0	2012	13
Armidale Regional (A)	35-44	Speaks English well or very well	0	2013	29
Armidale Regional (A)	35-44	Speaks English well or very well	0	2014	44
Armidale Regional (A)	35-44	Speaks English well or very well	0	2015	30
Armidale Regional (A)	35-44	Speaks English well or very well	0	2016	15
Armidale Regional (A)	45-54			2000	3
Armidale Regional (A)	45-54		1		8
Armidale Regional (A)	45-54		1	2000	218
Armidale Regional (A)	45-54		1	2005	36
Armidale Regional (A)	45-54		1	2010	15
Armidale Regional (A)	45-54		1	2011	6
Armidale Regional (A)	45-54		1	2012	9
Armidale Regional (A)	45-54		1	2013	3
Armidale Regional (A)	45-54		1	2014	3
Armidale Regional (A)	45-54		1	2016	3
Armidale Regional (A)	45-54	Speaks English not well or not at all	0		3
Armidale Regional (A)	45-54	Speaks English not well or not at all	0	2000	3
Armidale Regional (A)	45-54	Speaks English not well or not at all	0	2010	3
Armidale Regional (A)	45-54	Speaks English not well or not at all	0	2011	3
Armidale Regional (A)	45-54	Speaks English well or very well	0	2000	62
Armidale Regional (A)	45-54	Speaks English well or very well	0	2005	32
Armidale Regional (A)	45-54	Speaks English well or very well	0	2010	36
Armidale Regional (A)	45-54	Speaks English well or very well	0	2011	5
Armidale Regional (A)	45-54	Speaks English well or very well	0	2012	10
Armidale Regional (A)	45-54	Speaks English well or very well	0	2013	4
Armidale Regional (A)	45-54	Speaks English well or very well	0	2014	9
Armidale Regional (A)	45-54	Speaks English well or very well	0	2015	6
Armidale Regional (A)	45-54	Speaks English well or very well	0	2016	6
Armidale Regional (A)	55-64		1		7
Armidale Regional (A)	55-64		1	2000	275
Armidale Regional (A)	55-64		1	2005	11
Armidale Regional (A)	55-64		1	2010	15
Armidale Regional (A)	55-64		1	2011	3
Armidale Regional (A)	55-64		1	2012	3
Armidale Regional (A)	55-64	Speaks English well or very well	0	2000	68
Armidale Regional (A)	55-64	Speaks English well or very well	0	2005	8
Armidale Regional (A)	55-64	Speaks English well or very well	0	2010	9
Armidale Regional (A)	55-64	Speaks English well or very well	0	2015	3
Armidale Regional (A)	65-74		1		5
Armidale Regional (A)	65-74		1	2000	303
Armidale Regional (A)	65-74		1	2005	7
Armidale Regional (A)	65-74	Speaks English not well or not at all	0	2000	7
Armidale Regional (A)	65-74	Speaks English well or very well	0	2000	37
Armidale Regional (A)	75-84		1		7
Armidale Regional (A)	75-84		1	2000	135
Armidale Regional (A)	75-84		1	2010	3
Armidale Regional (A)	75-84	Speaks English not well or not at all	0	2000	6
Armidale Regional (A)	75-84	Speaks English well or very well	0	2000	18
Armidale Regional (A)	85+		1		3
Armidale Regional (A)	85+		1	2000	47
Armidale Regional (A)	85+	Speaks English well or very well	0	2000	6
Ballina (A)	0-14		1		7
Ballina (A)	0-14		1	2005	16
Ballina (A)	0-14		1	2010	71
Ballina (A)	0-14		1	2011	15
Ballina (A)	0-14		1	2012	13
Ballina (A)	0-14		1	2013	20
Ballina (A)	0-14		1	2014	12
Ballina (A)	0-14		1	2015	15
Ballina (A)	0-14		1	2016	8
Ballina (A)	0-14	Speaks English not well or not at all	0		3
Ballina (A)	0-14	Speaks English well or very well	0		5
Ballina (A)	0-14	Speaks English well or very well	0	2005	3
Ballina (A)	0-14	Speaks English well or very well	0	2010	24
Ballina (A)	0-14	Speaks English well or very well	0	2011	6
Ballina (A)	0-14	Speaks English well or very well	0	2012	10
Ballina (A)	0-14	Speaks English well or very well	0	2013	13
Ballina (A)	0-14	Speaks English well or very well	0	2014	6
Ballina (A)	0-14	Speaks English well or very well	0	2015	6
Ballina (A)	15-24		1		9
Ballina (A)	15-24		1	2000	24
Ballina (A)	15-24		1	2005	44
Ballina (A)	15-24		1	2010	33
Ballina (A)	15-24		1	2012	8
Ballina (A)	15-24		1	2013	7
Ballina (A)	15-24		1	2014	7
Ballina (A)	15-24		1	2015	3
Ballina (A)	15-24		1	2016	4
Ballina (A)	15-24	Speaks English not well or not at all	0	2016	3
Ballina (A)	15-24	Speaks English well or very well	0	2005	9
Ballina (A)	15-24	Speaks English well or very well	0	2010	9
Ballina (A)	15-24	Speaks English well or very well	0	2011	4
Ballina (A)	15-24	Speaks English well or very well	0	2012	3
Ballina (A)	15-24	Speaks English well or very well	0	2013	3
Ballina (A)	15-24	Speaks English well or very well	0	2014	3
Ballina (A)	15-24	Speaks English well or very well	0	2015	3
Ballina (A)	15-24	Speaks English well or very well	0	2016	6
Ballina (A)	25-34		0	2010	3
Ballina (A)	25-34		1		6
Ballina (A)	25-34		1	2000	64
Ballina (A)	25-34		1	2005	29
Ballina (A)	25-34		1	2010	57
Ballina (A)	25-34		1	2011	15
Ballina (A)	25-34		1	2012	12
Ballina (A)	25-34		1	2013	8
Ballina (A)	25-34		1	2014	14
Ballina (A)	25-34		1	2015	7
Ballina (A)	25-34		1	2016	6
Ballina (A)	25-34	Speaks English not well or not at all	0	2010	4
Ballina (A)	25-34	Speaks English not well or not at all	0	2014	3
Ballina (A)	25-34	Speaks English well or very well	0		8
Ballina (A)	25-34	Speaks English well or very well	0	2000	5
Ballina (A)	25-34	Speaks English well or very well	0	2005	15
Ballina (A)	25-34	Speaks English well or very well	0	2010	70
Ballina (A)	25-34	Speaks English well or very well	0	2011	6
Ballina (A)	25-34	Speaks English well or very well	0	2012	19
Ballina (A)	25-34	Speaks English well or very well	0	2013	14
Ballina (A)	25-34	Speaks English well or very well	0	2014	11
Ballina (A)	25-34	Speaks English well or very well	0	2015	12
Ballina (A)	25-34	Speaks English well or very well	0	2016	4
Ballina (A)	35-44		0	2000	3
Ballina (A)	35-44		1		15
Ballina (A)	35-44		1	2000	199
Ballina (A)	35-44		1	2005	90
Ballina (A)	35-44		1	2010	93
Ballina (A)	35-44		1	2011	9
Ballina (A)	35-44		1	2012	7
Ballina (A)	35-44		1	2013	10
Ballina (A)	35-44		1	2014	6
Ballina (A)	35-44		1	2015	5
Ballina (A)	35-44		1	2016	3
Ballina (A)	35-44	Speaks English well or very well	0		4
Ballina (A)	35-44	Speaks English well or very well	0	2000	42
Ballina (A)	35-44	Speaks English well or very well	0	2005	43
Ballina (A)	35-44	Speaks English well or very well	0	2010	71
Ballina (A)	35-44	Speaks English well or very well	0	2011	10
Ballina (A)	35-44	Speaks English well or very well	0	2012	15
Ballina (A)	35-44	Speaks English well or very well	0	2013	11
Ballina (A)	35-44	Speaks English well or very well	0	2014	4
Ballina (A)	45-54		1		21
Ballina (A)	45-54		1	2000	447
Ballina (A)	45-54		1	2005	55
Ballina (A)	45-54		1	2010	53
Ballina (A)	45-54		1	2012	4
Ballina (A)	45-54		1	2013	3
Ballina (A)	45-54		1	2014	3
Ballina (A)	45-54		1	2015	5
Ballina (A)	45-54		1	2016	3
Ballina (A)	45-54	Speaks English not well or not at all	0	2000	3
Ballina (A)	45-54	Speaks English well or very well	0		9
Ballina (A)	45-54	Speaks English well or very well	0	2000	86
Ballina (A)	45-54	Speaks English well or very well	0	2005	35
Ballina (A)	45-54	Speaks English well or very well	0	2010	17
Ballina (A)	45-54	Speaks English well or very well	0	2011	3
Ballina (A)	45-54	Speaks English well or very well	0	2012	3
Ballina (A)	45-54	Speaks English well or very well	0	2013	3
Ballina (A)	45-54	Speaks English well or very well	0	2015	3
Ballina (A)	45-54	Speaks English well or very well	0	2016	3
Ballina (A)	55-64			2000	3
Ballina (A)	55-64		1		24
Ballina (A)	55-64		1	2000	589
Ballina (A)	55-64		1	2005	24
Ballina (A)	55-64		1	2010	11
Ballina (A)	55-64		1	2011	3
Ballina (A)	55-64		1	2012	3
Ballina (A)	55-64		1	2016	3
Ballina (A)	55-64	Speaks English not well or not at all	0	2000	13
Ballina (A)	55-64	Speaks English well or very well	0		3
Ballina (A)	55-64	Speaks English well or very well	0	2000	71
Ballina (A)	55-64	Speaks English well or very well	0	2005	7
Ballina (A)	55-64	Speaks English well or very well	0	2010	5
Ballina (A)	65-74			2000	4
Ballina (A)	65-74		0	2000	3
Ballina (A)	65-74		1		25
Ballina (A)	65-74		1	2000	706
Ballina (A)	65-74		1	2005	14
Ballina (A)	65-74		1	2010	12
Ballina (A)	65-74		1	2011	4
Ballina (A)	65-74		1	2012	3
Ballina (A)	65-74		1	2014	3
Ballina (A)	65-74	Speaks English not well or not at all	0	2000	3
Ballina (A)	65-74	Speaks English well or very well	0	2000	84
Ballina (A)	65-74	Speaks English well or very well	0	2005	3
Ballina (A)	65-74	Speaks English well or very well	0	2011	3
Ballina (A)	75-84				3
Ballina (A)	75-84			2000	10
Ballina (A)	75-84		1		15
Ballina (A)	75-84		1	2000	365
Ballina (A)	75-84		1	2005	10
Ballina (A)	75-84		1	2010	3
Ballina (A)	75-84	Speaks English not well or not at all	0	2000	3
Ballina (A)	75-84	Speaks English well or very well	0	2000	53
Ballina (A)	75-84	Speaks English well or very well	0	2005	5
Ballina (A)	85+			2000	8
Ballina (A)	85+		1		10
Ballina (A)	85+		1	2000	158
Ballina (A)	85+	Speaks English not well or not at all	0	2000	5
Ballina (A)	85+	Speaks English well or very well	0		3
Ballina (A)	85+	Speaks English well or very well	0	2000	41
Balranald (A)	0-14		1	2014	3
Balranald (A)	0-14	Speaks English well or very well	0	2015	3
Balranald (A)	15-24	Speaks English well or very well	0	2014	3
Balranald (A)	15-24	Speaks English well or very well	0	2015	3
Balranald (A)	25-34		1	2010	3
Balranald (A)	25-34	Speaks English not well or not at all	0	2013	3
Balranald (A)	25-34	Speaks English well or very well	0	2000	3
Balranald (A)	25-34	Speaks English well or very well	0	2014	3
Balranald (A)	35-44		1	2000	3
Balranald (A)	35-44	Speaks English well or very well	0	2005	4
Balranald (A)	45-54		1	2000	3
Balranald (A)	45-54		1	2010	3
Balranald (A)	45-54	Speaks English well or very well	0	2000	6
Balranald (A)	45-54	Speaks English well or very well	0	2010	3
Balranald (A)	55-64		1	2000	13
Balranald (A)	55-64	Speaks English not well or not at all	0	2000	3
Balranald (A)	55-64	Speaks English well or very well	0		4
Balranald (A)	55-64	Speaks English well or very well	0	2000	4
Balranald (A)	65-74		1		3
Balranald (A)	65-74		1	2000	7
Balranald (A)	65-74	Speaks English well or very well	0	2000	6
Balranald (A)	75-84		1	2000	6
Balranald (A)	75-84	Speaks English well or very well	0	2000	8
Bathurst Regional (A)	0-14		1	2005	19
Bathurst Regional (A)	0-14		1	2010	33
Bathurst Regional (A)	0-14		1	2011	4
Bathurst Regional (A)	0-14		1	2012	6
Bathurst Regional (A)	0-14		1	2013	20
Bathurst Regional (A)	0-14		1	2014	7
Bathurst Regional (A)	0-14		1	2015	6
Bathurst Regional (A)	0-14		1	2016	8
Bathurst Regional (A)	0-14	Speaks English not well or not at all	0	2014	3
Bathurst Regional (A)	0-14	Speaks English not well or not at all	0	2016	8
Bathurst Regional (A)	0-14	Speaks English well or very well	0	2005	5
Bathurst Regional (A)	0-14	Speaks English well or very well	0	2010	22
Bathurst Regional (A)	0-14	Speaks English well or very well	0	2011	13
Bathurst Regional (A)	0-14	Speaks English well or very well	0	2012	6
Bathurst Regional (A)	0-14	Speaks English well or very well	0	2013	5
Bathurst Regional (A)	0-14	Speaks English well or very well	0	2014	8
Bathurst Regional (A)	0-14	Speaks English well or very well	0	2015	18
Bathurst Regional (A)	0-14	Speaks English well or very well	0	2016	3
Bathurst Regional (A)	15-24				29
Bathurst Regional (A)	15-24		1		4
Bathurst Regional (A)	15-24		1	2000	34
Bathurst Regional (A)	15-24		1	2005	56
Bathurst Regional (A)	15-24		1	2010	25
Bathurst Regional (A)	15-24		1	2011	9
Bathurst Regional (A)	15-24		1	2012	10
Bathurst Regional (A)	15-24		1	2013	7
Bathurst Regional (A)	15-24		1	2014	4
Bathurst Regional (A)	15-24		1	2015	4
Bathurst Regional (A)	15-24		1	2016	7
Bathurst Regional (A)	15-24	Speaks English not well or not at all	0		3
Bathurst Regional (A)	15-24	Speaks English not well or not at all	0	2013	3
Bathurst Regional (A)	15-24	Speaks English not well or not at all	0	2014	6
Bathurst Regional (A)	15-24	Speaks English well or very well	0		3
Bathurst Regional (A)	15-24	Speaks English well or very well	0	2000	3
Bathurst Regional (A)	15-24	Speaks English well or very well	0	2005	26
Bathurst Regional (A)	15-24	Speaks English well or very well	0	2010	26
Bathurst Regional (A)	15-24	Speaks English well or very well	0	2011	12
Bathurst Regional (A)	15-24	Speaks English well or very well	0	2012	13
Bathurst Regional (A)	15-24	Speaks English well or very well	0	2013	3
Bathurst Regional (A)	15-24	Speaks English well or very well	0	2014	4
Bathurst Regional (A)	15-24	Speaks English well or very well	0	2015	10
Bathurst Regional (A)	15-24	Speaks English well or very well	0	2016	6
Bathurst Regional (A)	25-34				57
Bathurst Regional (A)	25-34		1		6
Bathurst Regional (A)	25-34		1	2000	59
Bathurst Regional (A)	25-34		1	2005	10
Bathurst Regional (A)	25-34		1	2010	36
Bathurst Regional (A)	25-34		1	2011	6
Bathurst Regional (A)	25-34		1	2012	3
Bathurst Regional (A)	25-34		1	2013	8
Bathurst Regional (A)	25-34		1	2014	3
Bathurst Regional (A)	25-34		1	2016	4
