POA_CODE_2016	Ancestry	responses
POA0872	Maltese	8
POA0872	Maori	57
POA0872	NZ	32
POA0872	(Other)	305
POA0872	Polish	19
POA0872	Russian	3
POA0872	Scottish	279
POA0872	Serbian	5
POA0872	South African	13
POA0872	Spanish	11
POA0872	Sri Lankan	4
POA0872	Vietnamese	13
POA0872	Welsh	14
POA0873		341
POA0873	Australian	805
POA0873	Australian Aboriginal	517
POA0873	Chinese	10
POA0873	Dutch	30
POA0873	English	596
POA0873	Filipino	24
POA0873	French	12
POA0873	German	105
POA0873	Greek	3
POA0873	Hungarian	5
POA0873	Indian	4
POA0873	Irish	197
POA0873	Italian	25
POA0873	Korean	3
POA0873	Maltese	9
POA0873	Maori	14
POA0873	NZ	25
POA0873	(Other)	115
POA0873	Polish	15
POA0873	Russian	4
POA0873	Scottish	136
POA0873	South African	3
POA0873	Sri Lankan	11
POA0873	Vietnamese	9
POA0873	Welsh	11
POA0874		97
POA0874	Australian	102
POA0874	Australian Aboriginal	4
POA0874	Chinese	3
POA0874	Dutch	11
POA0874	English	195
POA0874	Filipino	4
POA0874	French	3
POA0874	German	62
POA0874	Greek	3
POA0874	Indian	20
POA0874	Irish	69
POA0874	Italian	24
POA0874	Maori	9
POA0874	NZ	3
POA0874	(Other)	93
POA0874	Polish	3
POA0874	Scottish	54
POA0874	Spanish	7
POA0874	Vietnamese	4
POA0874	Welsh	5
POA0875		284
POA0875	Australian	926
POA0875	Australian Aboriginal	172
POA0875	Chinese	36
POA0875	Croatian	4
POA0875	Dutch	29
POA0875	English	703
POA0875	Filipino	55
POA0875	French	13
POA0875	German	133
POA0875	Greek	7
POA0875	Hungarian	3
POA0875	Indian	80
POA0875	Irish	201
POA0875	Italian	48
POA0875	Lebanese	3
POA0875	Maori	54
POA0875	NZ	19
POA0875	(Other)	186
POA0875	Polish	3
POA0875	Russian	8
POA0875	Scottish	161
POA0875	South African	22
POA0875	Spanish	8
POA0875	Sri Lankan	5
POA0875	Vietnamese	3
POA0875	Welsh	16
POA0880		624
POA0880	Australian	1312
POA0880	Australian Aboriginal	1856
POA0880	Chinese	27
POA0880	Croatian	13
POA0880	Dutch	43
POA0880	English	989
POA0880	Filipino	49
POA0880	French	15
POA0880	German	128
POA0880	Greek	17
POA0880	Hungarian	5
POA0880	Indian	20
POA0880	Irish	289
POA0880	Italian	64
POA0880	Lebanese	3
POA0880	Macedonian	3
POA0880	Maltese	7
POA0880	Maori	65
POA0880	NZ	54
POA0880	(Other)	344
POA0880	Polish	18
POA0880	Russian	3
POA0880	Scottish	302
POA0880	Serbian	3
POA0880	South African	27
POA0880	Spanish	13
POA0880	Sri Lankan	3
POA0880	Welsh	12
POA0885		105
POA0885	Australian	369
POA0885	Australian Aboriginal	11
POA0885	Chinese	4
POA0885	Croatian	3
POA0885	Dutch	18
POA0885	English	253
POA0885	Filipino	12
POA0885	German	30
POA0885	Greek	6
POA0885	Indian	16
POA0885	Irish	111
POA0885	Italian	22
POA0885	Maori	17
POA0885	NZ	21
POA0885	(Other)	64
POA0885	Polish	4
POA0885	Scottish	75
POA0885	South African	19
POA0885	Spanish	10
POA0885	Sri Lankan	3
POA0885	Welsh	4
POA0886		213
POA0886	Australian	440
POA0886	Australian Aboriginal	106
POA0886	Chinese	9
POA0886	Dutch	12
POA0886	English	251
POA0886	Filipino	19
POA0886	French	4
POA0886	German	41
POA0886	Greek	5
POA0886	Hungarian	3
POA0886	Indian	7
POA0886	Irish	91
POA0886	Italian	8
POA0886	Maori	9
POA0886	NZ	7
POA0886	(Other)	100
POA0886	Polish	6
POA0886	Scottish	57
POA0886	Sri Lankan	3
POA0886	Welsh	3
POA2000		4050
POA2000	Australian	1626
POA2000	Australian Aboriginal	8
POA2000	Chinese	7661
POA2000	Croatian	72
POA2000	Dutch	107
POA2000	English	2925
POA2000	Filipino	231
POA2000	French	253
POA2000	German	407
POA2000	Greek	164
POA2000	Hungarian	55
POA2000	Indian	914
POA2000	Irish	1031
POA2000	Italian	547
POA2000	Korean	1378
POA2000	Lebanese	127
POA2000	Macedonian	16
POA2000	Maltese	38
POA2000	Maori	31
POA2000	NZ	66
POA2000	(Other)	7675
POA2000	Polish	102
POA2000	Russian	150
POA2000	Scottish	682
POA2000	Serbian	44
POA2000	South African	36
POA2000	Spanish	186
POA2000	Sri Lankan	54
POA2000	Turkish	58
POA2000	Vietnamese	475
POA2000	Welsh	81
POA2006		154
POA2006	Australian	454
POA2006	Australian Aboriginal	4
POA2006	Chinese	81
POA2006	Croatian	7
POA2006	Dutch	17
POA2006	English	474
POA2006	Filipino	3
POA2006	French	12
POA2006	German	52
POA2006	Greek	11
POA2006	Hungarian	3
POA2006	Indian	20
POA2006	Irish	232
POA2006	Italian	47
POA2006	Korean	16
POA2006	Lebanese	10
POA2006	Maori	3
POA2006	NZ	12
POA2006	(Other)	95
POA2006	Polish	8
POA2006	Russian	5
POA2006	Scottish	167
POA2006	South African	17
POA2006	Sri Lankan	6
POA2006	Welsh	14
POA2007		1083
POA2007	Australian	588
POA2007	Australian Aboriginal	19
POA2007	Chinese	3709
POA2007	Croatian	11
POA2007	Dutch	52
POA2007	English	854
POA2007	Filipino	106
POA2007	French	108
POA2007	German	113
POA2007	Greek	32
POA2007	Hungarian	22
POA2007	Indian	272
POA2007	Irish	299
POA2007	Italian	165
POA2007	Korean	338
POA2007	Lebanese	29
POA2007	Macedonian	8
POA2007	Maltese	18
POA2007	Maori	14
POA2007	NZ	36
POA2007	(Other)	1573
POA2007	Polish	45
POA2007	Russian	40
POA2007	Scottish	205
POA2007	Serbian	15
POA2007	South African	16
POA2007	Spanish	81
POA2007	Sri Lankan	22
POA2007	Turkish	23
POA2007	Vietnamese	162
POA2007	Welsh	14
POA2008		1326
POA2008	Australian	1236
POA2008	Australian Aboriginal	26
POA2008	Chinese	4207
POA2008	Croatian	31
POA2008	Dutch	90
POA2008	English	1884
POA2008	Filipino	128
POA2008	French	140
POA2008	German	287
POA2008	Greek	82
POA2008	Hungarian	36
POA2008	Indian	276
POA2008	Irish	780
POA2008	Italian	287
POA2008	Korean	211
POA2008	Lebanese	54
POA2008	Macedonian	17
POA2008	Maltese	19
POA2008	Maori	19
POA2008	NZ	81
POA2008	(Other)	1931
POA2008	Polish	75
POA2008	Russian	66
POA2008	Scottish	587
POA2008	Serbian	15
POA2008	South African	29
POA2008	Spanish	126
POA2008	Sri Lankan	50
POA2008	Turkish	29
POA2008	Vietnamese	202
POA2008	Welsh	45
POA2009		1227
POA2009	Australian	1795
POA2009	Australian Aboriginal	21
POA2009	Chinese	2343
POA2009	Croatian	42
POA2009	Dutch	113
POA2009	English	2555
POA2009	Filipino	235
POA2009	French	199
POA2009	German	320
POA2009	Greek	144
POA2009	Hungarian	51
POA2009	Indian	492
POA2009	Irish	1009
POA2009	Italian	617
POA2009	Korean	559
POA2009	Lebanese	96
POA2009	Macedonian	35
POA2009	Maltese	40
POA2009	Maori	33
POA2009	NZ	100
POA2009	(Other)	2316
POA2009	Polish	129
POA2009	Russian	121
POA2009	Scottish	714
POA2009	Serbian	80
POA2009	South African	39
POA2009	Spanish	158
POA2009	Sri Lankan	49
POA2009	Turkish	65
POA2009	Vietnamese	196
POA2009	Welsh	60
POA2010		4099
POA2010	Australian	4460
POA2010	Australian Aboriginal	39
POA2010	Chinese	2116
POA2010	Croatian	115
POA2010	Dutch	404
POA2010	English	7929
POA2010	Filipino	304
POA2010	French	603
POA2010	German	1015
POA2010	Greek	502
POA2010	Hungarian	150
POA2010	Indian	425
POA2010	Irish	3431
POA2010	Italian	1181
POA2010	Korean	243
POA2010	Lebanese	159
POA2010	Macedonian	59
POA2010	Maltese	161
POA2010	Maori	103
POA2010	NZ	258
POA2010	(Other)	4686
POA2010	Polish	336
POA2010	Russian	286
POA2010	Scottish	2336
POA2010	Serbian	78
POA2010	South African	131
POA2010	Spanish	377
POA2010	Sri Lankan	72
POA2010	Turkish	67
POA2010	Vietnamese	283
POA2010	Welsh	207
POA2011		4537
POA2011	Australian	3524
POA2011	Australian Aboriginal	38
POA2011	Chinese	850
POA2011	Croatian	109
POA2011	Dutch	256
POA2011	English	6325
POA2011	Filipino	255
POA2011	French	434
POA2011	German	848
POA2011	Greek	287
POA2011	Hungarian	133
POA2011	Indian	298
POA2011	Irish	2770
POA2011	Italian	881
POA2011	Korean	136
POA2011	Lebanese	129
POA2011	Macedonian	42
POA2011	Maltese	70
POA2011	Maori	84
POA2011	NZ	210
POA2011	(Other)	2676
POA2011	Polish	272
POA2011	Russian	206
POA2011	Scottish	1894
POA2011	Serbian	58
POA2011	South African	103
POA2011	Spanish	290
POA2011	Sri Lankan	39
POA2011	Turkish	74
POA2011	Vietnamese	125
POA2011	Welsh	154
POA2015		846
POA2015	Australian	2455
POA2015	Australian Aboriginal	63
POA2015	Chinese	879
POA2015	Croatian	66
POA2015	Dutch	143
POA2015	English	3048
POA2015	Filipino	144
POA2015	French	160
POA2015	German	382
POA2015	Greek	205
POA2015	Hungarian	60
POA2015	Indian	156
POA2015	Irish	1423
POA2015	Italian	399
POA2015	Korean	64
POA2015	Lebanese	91
POA2015	Macedonian	36
POA2015	Maltese	64
POA2015	Maori	64
POA2015	NZ	136
POA2015	(Other)	1421
POA2015	Polish	100
POA2015	Russian	85
POA2015	Scottish	943
POA2015	Serbian	46
POA2015	South African	34
POA2015	Spanish	109
POA2015	Sri Lankan	35
POA2015	Turkish	16
POA2015	Vietnamese	188
POA2015	Welsh	71
POA2016		1511
POA2016	Australian	2513
POA2016	Australian Aboriginal	80
POA2016	Chinese	1276
POA2016	Croatian	75
POA2016	Dutch	156
POA2016	English	3703
POA2016	Filipino	144
POA2016	French	232
POA2016	German	499
POA2016	Greek	317
POA2016	Hungarian	80
POA2016	Indian	218
POA2016	Irish	1689
POA2016	Italian	451
POA2016	Korean	125
POA2016	Lebanese	215
POA2016	Macedonian	21
POA2016	Maltese	67
POA2016	Maori	80
POA2016	NZ	136
POA2016	(Other)	2093
POA2016	Polish	135
POA2016	Russian	172
POA2016	Scottish	1118
POA2016	Serbian	81
POA2016	South African	54
POA2016	Spanish	172
POA2016	Sri Lankan	40
POA2016	Turkish	59
POA2016	Vietnamese	142
POA2016	Welsh	89
POA2017		2756
POA2017	Australian	3001
POA2017	Australian Aboriginal	133
POA2017	Chinese	6997
POA2017	Croatian	100
POA2017	Dutch	217
POA2017	English	4686
POA2017	Filipino	296
POA2017	French	230
POA2017	German	655
POA2017	Greek	321
POA2017	Hungarian	81
POA2017	Indian	370
POA2017	Irish	2144
POA2017	Italian	721
POA2017	Korean	508
POA2017	Lebanese	155
POA2017	Macedonian	47
POA2017	Maltese	74
POA2017	Maori	109
POA2017	NZ	177
POA2017	(Other)	3666
POA2017	Polish	223
POA2017	Russian	483
POA2017	Scottish	1261
POA2017	Serbian	105
POA2017	South African	90
POA2017	Spanish	235
POA2017	Sri Lankan	59
POA2017	Turkish	105
POA2017	Vietnamese	290
POA2017	Welsh	117
POA2018		1223
POA2018	Australian	2357
POA2018	Australian Aboriginal	44
POA2018	Chinese	2804
POA2018	Croatian	132
POA2018	Dutch	84
POA2018	English	2354
POA2018	Filipino	408
POA2018	French	97
POA2018	German	278
POA2018	Greek	1647
POA2018	Hungarian	65
POA2018	Indian	372
POA2018	Irish	1149
POA2018	Italian	659
POA2018	Korean	136
POA2018	Lebanese	228
POA2018	Macedonian	51
POA2018	Maltese	178
POA2018	Maori	111
POA2018	NZ	116
POA2018	(Other)	4284
POA2018	Polish	123
POA2018	Russian	307
POA2018	Scottish	547
POA2018	Serbian	94
POA2018	South African	39
POA2018	Spanish	260
POA2018	Sri Lankan	62
POA2018	Turkish	414
POA2018	Vietnamese	121
POA2018	Welsh	58
POA2019		861
POA2019	Australian	2961
POA2019	Australian Aboriginal	55
POA2019	Chinese	752
POA2019	Croatian	193
POA2019	Dutch	90
POA2019	English	2977
POA2019	Filipino	289
POA2019	French	91
POA2019	German	260
POA2019	Greek	383
POA2019	Hungarian	71
POA2019	Indian	175
POA2019	Irish	1289
POA2019	Italian	505
POA2019	Korean	33
POA2019	Lebanese	89
POA2019	Macedonian	50
POA2019	Maltese	196
POA2019	Maori	124
POA2019	NZ	150
