POA_CODE_2016	Landlord	Rent.min	occupied_private_dwellings_being_rented
POA0810	Real estate agent	49875	31
POA0810	State or territory housing authority	0	131
POA0810	State or territory housing authority	3937	131
POA0810	State or territory housing authority	5250	123
POA0810	State or territory housing authority	7875	83
POA0810	State or territory housing authority	10500	21
POA0810	State or territory housing authority	11812	38
POA0810	State or territory housing authority	14437	29
POA0810	State or territory housing authority	18375	24
POA0810	State or territory housing authority	23625	40
POA0810	State or territory housing authority	28875	9
POA0810	State or territory housing authority	34125	4
POA0812		0	13
POA0812		5250	3
POA0812		18375	6
POA0812	(Other)	11812	19
POA0812	(Other)	14437	6
POA0812	(Other)	18375	16
POA0812	(Other)	23625	14
POA0812	(Other)	28875	9
POA0812	(Other)	34125	4
POA0812	Co-op/church group etc	0	3
POA0812	Co-op/church group etc	7875	4
POA0812	Co-op/church group etc	14437	3
POA0812	Person not in same household	0	16
POA0812	Person not in same household	5250	5
POA0812	Person not in same household	7875	6
POA0812	Person not in same household	10500	13
POA0812	Person not in same household	11812	12
POA0812	Person not in same household	14437	30
POA0812	Person not in same household	18375	140
POA0812	Person not in same household	23625	153
POA0812	Person not in same household	28875	65
POA0812	Person not in same household	34125	31
POA0812	Person not in same household	39375	9
POA0812	Person not in same household	49875	6
POA0812	Real estate agent	7875	4
POA0812	Real estate agent	10500	3
POA0812	Real estate agent	11812	7
POA0812	Real estate agent	14437	58
POA0812	Real estate agent	18375	212
POA0812	Real estate agent	23625	303
POA0812	Real estate agent	28875	195
POA0812	Real estate agent	34125	65
POA0812	Real estate agent	39375	3
POA0812	Real estate agent	44625	3
POA0812	Real estate agent	49875	3
POA0812	State or territory housing authority	0	65
POA0812	State or territory housing authority	3937	80
POA0812	State or territory housing authority	5250	130
POA0812	State or territory housing authority	7875	79
POA0812	State or territory housing authority	10500	26
POA0812	State or territory housing authority	11812	32
POA0812	State or territory housing authority	14437	21
POA0812	State or territory housing authority	18375	22
POA0812	State or territory housing authority	23625	44
POA0812	State or territory housing authority	28875	3
POA0812	State or territory housing authority	44625	4
POA0820		0	34
POA0820		18375	3
POA0820	(Other)	0	59
POA0820	(Other)	5250	9
POA0820	(Other)	7875	7
POA0820	(Other)	10500	27
POA0820	(Other)	11812	112
POA0820	(Other)	14437	83
POA0820	(Other)	18375	31
POA0820	(Other)	23625	29
POA0820	(Other)	28875	4
POA0820	(Other)	34125	6
POA0820	(Other)	39375	5
POA0820	(Other)	49875	4
POA0820	Co-op/church group etc	0	15
POA0820	Co-op/church group etc	3937	10
POA0820	Co-op/church group etc	5250	9
POA0820	Co-op/church group etc	7875	14
POA0820	Co-op/church group etc	10500	4
POA0820	Co-op/church group etc	11812	6
POA0820	Person not in same household	0	26
POA0820	Person not in same household	5250	9
POA0820	Person not in same household	7875	14
POA0820	Person not in same household	10500	23
POA0820	Person not in same household	11812	24
POA0820	Person not in same household	14437	57
POA0820	Person not in same household	18375	170
POA0820	Person not in same household	23625	134
POA0820	Person not in same household	28875	91
POA0820	Person not in same household	34125	66
POA0820	Person not in same household	39375	26
POA0820	Person not in same household	44625	17
POA0820	Person not in same household	49875	31
POA0820	Real estate agent	0	18
POA0820	Real estate agent	7875	15
POA0820	Real estate agent	10500	20
POA0820	Real estate agent	11812	36
POA0820	Real estate agent	14437	147
POA0820	Real estate agent	18375	469
POA0820	Real estate agent	23625	564
POA0820	Real estate agent	28875	382
POA0820	Real estate agent	34125	266
POA0820	Real estate agent	39375	146
POA0820	Real estate agent	44625	62
POA0820	Real estate agent	49875	103
POA0820	State or territory housing authority	0	87
POA0820	State or territory housing authority	3937	69
POA0820	State or territory housing authority	5250	47
POA0820	State or territory housing authority	7875	22
POA0820	State or territory housing authority	10500	6
POA0820	State or territory housing authority	11812	31
POA0820	State or territory housing authority	14437	11
POA0820	State or territory housing authority	18375	16
POA0820	State or territory housing authority	28875	3
POA0822		0	142
POA0822		3937	3
POA0822		7875	3
POA0822	(Other)	0	249
POA0822	(Other)	3937	26
POA0822	(Other)	5250	22
POA0822	(Other)	7875	11
POA0822	(Other)	10500	3
POA0822	(Other)	11812	3
POA0822	(Other)	14437	5
POA0822	(Other)	18375	4
POA0822	(Other)	23625	4
POA0822	(Other)	28875	5
POA0822	(Other)	49875	3
POA0822	Co-op/church group etc	0	234
POA0822	Co-op/church group etc	3937	26
POA0822	Co-op/church group etc	5250	20
POA0822	Co-op/church group etc	7875	8
POA0822	Co-op/church group etc	11812	3
POA0822	Person not in same household	0	18
POA0822	Person not in same household	3937	3
POA0822	Person not in same household	5250	17
POA0822	Person not in same household	7875	14
POA0822	Person not in same household	10500	13
POA0822	Person not in same household	11812	18
POA0822	Person not in same household	14437	27
POA0822	Person not in same household	18375	31
POA0822	Person not in same household	23625	21
POA0822	Person not in same household	28875	9
POA0822	Person not in same household	34125	3
POA0822	Person not in same household	39375	3
POA0822	Person not in same household	44625	3
POA0822	Real estate agent	7875	3
POA0822	Real estate agent	11812	3
POA0822	Real estate agent	14437	3
POA0822	Real estate agent	18375	8
POA0822	Real estate agent	23625	23
POA0822	Real estate agent	28875	15
POA0822	Real estate agent	34125	9
POA0822	Real estate agent	39375	4
POA0822	State or territory housing authority	0	1055
POA0822	State or territory housing authority	3937	300
POA0822	State or territory housing authority	5250	242
POA0822	State or territory housing authority	7875	188
POA0822	State or territory housing authority	10500	48
POA0822	State or territory housing authority	11812	20
POA0822	State or territory housing authority	14437	4
POA0822	State or territory housing authority	18375	4
POA0822	State or territory housing authority	23625	3
POA0822	State or territory housing authority	28875	3
POA0828	(Other)	0	6
POA0828	Co-op/church group etc	0	4
POA0828	Co-op/church group etc	3937	3
POA0828	Co-op/church group etc	5250	12
POA0828	Co-op/church group etc	7875	3
POA0828	Co-op/church group etc	14437	3
POA0828	Co-op/church group etc	18375	7
POA0828	Person not in same household	0	3
POA0828	Person not in same household	7875	3
POA0828	Person not in same household	10500	3
POA0828	Person not in same household	18375	6
POA0828	Person not in same household	23625	7
POA0828	Person not in same household	28875	5
POA0828	Real estate agent	23625	19
POA0828	State or territory housing authority	5250	9
POA0828	State or territory housing authority	7875	4
POA0828	State or territory housing authority	10500	4
POA0828	State or territory housing authority	11812	3
POA0828	State or territory housing authority	14437	3
POA0828	State or territory housing authority	18375	4
POA0828	State or territory housing authority	23625	3
POA0829	Person not in same household	18375	3
POA0830		0	11
POA0830		7875	3
POA0830	(Other)	0	26
POA0830	(Other)	5250	5
POA0830	(Other)	10500	3
POA0830	(Other)	11812	96
POA0830	(Other)	14437	12
POA0830	(Other)	18375	14
POA0830	(Other)	23625	14
POA0830	(Other)	28875	3
POA0830	Co-op/church group etc	5250	3
POA0830	Person not in same household	0	18
POA0830	Person not in same household	5250	3
POA0830	Person not in same household	7875	8
POA0830	Person not in same household	10500	7
POA0830	Person not in same household	11812	11
POA0830	Person not in same household	14437	39
POA0830	Person not in same household	18375	107
POA0830	Person not in same household	23625	158
POA0830	Person not in same household	28875	65
POA0830	Person not in same household	34125	24
POA0830	Person not in same household	39375	3
POA0830	Person not in same household	44625	7
POA0830	Real estate agent	0	5
POA0830	Real estate agent	5250	3
POA0830	Real estate agent	7875	9
POA0830	Real estate agent	11812	14
POA0830	Real estate agent	14437	96
POA0830	Real estate agent	18375	333
POA0830	Real estate agent	23625	387
POA0830	Real estate agent	28875	278
POA0830	Real estate agent	34125	91
POA0830	Real estate agent	39375	31
POA0830	Real estate agent	44625	3
POA0830	State or territory housing authority	0	144
POA0830	State or territory housing authority	3937	160
POA0830	State or territory housing authority	5250	187
POA0830	State or territory housing authority	7875	89
POA0830	State or territory housing authority	10500	21
POA0830	State or territory housing authority	11812	19
POA0830	State or territory housing authority	14437	27
POA0830	State or territory housing authority	18375	25
POA0830	State or territory housing authority	23625	9
POA0830	State or territory housing authority	44625	3
POA0832		0	17
POA0832		14437	3
POA0832		23625	4
POA0832		39375	3
POA0832	(Other)	0	59
POA0832	(Other)	5250	3
POA0832	(Other)	7875	3
POA0832	(Other)	10500	16
POA0832	(Other)	11812	223
POA0832	(Other)	14437	36
POA0832	(Other)	18375	12
POA0832	(Other)	23625	16
POA0832	(Other)	28875	11
POA0832	(Other)	34125	3
POA0832	(Other)	39375	4
POA0832	Co-op/church group etc	0	4
POA0832	Co-op/church group etc	5250	6
POA0832	Person not in same household	0	11
POA0832	Person not in same household	5250	3
POA0832	Person not in same household	7875	4
POA0832	Person not in same household	10500	4
POA0832	Person not in same household	11812	7
POA0832	Person not in same household	14437	18
POA0832	Person not in same household	18375	74
POA0832	Person not in same household	23625	133
POA0832	Person not in same household	28875	79
POA0832	Person not in same household	34125	31
POA0832	Person not in same household	39375	4
POA0832	Person not in same household	49875	3
POA0832	Real estate agent	0	5
POA0832	Real estate agent	5250	5
POA0832	Real estate agent	10500	11
POA0832	Real estate agent	11812	14
POA0832	Real estate agent	14437	82
POA0832	Real estate agent	18375	356
POA0832	Real estate agent	23625	430
POA0832	Real estate agent	28875	328
POA0832	Real estate agent	34125	175
POA0832	Real estate agent	39375	68
POA0832	Real estate agent	44625	8
POA0832	Real estate agent	49875	10
POA0832	State or territory housing authority	0	34
POA0832	State or territory housing authority	3937	28
POA0832	State or territory housing authority	5250	31
POA0832	State or territory housing authority	7875	7
POA0832	State or territory housing authority	10500	3
POA0832	State or territory housing authority	11812	17
POA0832	State or territory housing authority	14437	8
POA0832	State or territory housing authority	18375	10
POA0834		0	3
POA0834	(Other)	18375	3
POA0834	Person not in same household	0	3
POA0834	Person not in same household	7875	3
POA0834	Person not in same household	10500	8
POA0834	Person not in same household	11812	11
POA0834	Person not in same household	14437	8
POA0834	Person not in same household	18375	4
POA0834	Person not in same household	23625	8
POA0834	Person not in same household	28875	9
POA0834	Person not in same household	34125	6
POA0834	Person not in same household	44625	3
POA0834	Real estate agent	14437	6
POA0834	Real estate agent	23625	9
POA0834	Real estate agent	28875	9
POA0834	Real estate agent	34125	11
POA0834	Real estate agent	39375	4
POA0834	Real estate agent	44625	3
POA0834	Real estate agent	49875	3
POA0835		0	9
POA0835	(Other)	7875	3
POA0835	(Other)	10500	4
POA0835	(Other)	14437	3
POA0835	(Other)	18375	3
POA0835	(Other)	23625	3
POA0835	Person not in same household	0	4
POA0835	Person not in same household	5250	5
POA0835	Person not in same household	7875	3
POA0835	Person not in same household	10500	9
POA0835	Person not in same household	11812	6
POA0835	Person not in same household	14437	16
POA0835	Person not in same household	18375	17
POA0835	Person not in same household	23625	17
POA0835	Person not in same household	28875	8
POA0835	Person not in same household	34125	3
POA0835	Person not in same household	39375	3
POA0835	Person not in same household	49875	3
POA0835	Real estate agent	18375	8
POA0835	Real estate agent	23625	4
POA0835	Real estate agent	28875	10
POA0835	Real estate agent	34125	6
POA0835	Real estate agent	39375	3
POA0835	Real estate agent	44625	4
POA0835	Real estate agent	49875	4
POA0836		0	12
POA0836	(Other)	0	3
POA0836	(Other)	18375	4
POA0836	(Other)	23625	4
POA0836	(Other)	28875	3
POA0836	Co-op/church group etc	0	3
POA0836	Person not in same household	0	18
POA0836	Person not in same household	5250	11
POA0836	Person not in same household	10500	18
POA0836	Person not in same household	11812	12
POA0836	Person not in same household	14437	17
POA0836	Person not in same household	18375	33
POA0836	Person not in same household	23625	50
POA0836	Person not in same household	28875	26
POA0836	Person not in same household	34125	4
POA0836	Person not in same household	39375	3
POA0836	Person not in same household	44625	4
POA0836	Real estate agent	14437	3
POA0836	Real estate agent	18375	21
POA0836	Real estate agent	23625	36
POA0836	Real estate agent	28875	29
POA0836	Real estate agent	34125	29
POA0836	Real estate agent	39375	13
POA0836	State or territory housing authority	0	3
POA0836	State or territory housing authority	3937	9
POA0836	State or territory housing authority	5250	3
POA0837		0	9
POA0837	Co-op/church group etc	0	7
POA0837	Person not in same household	7875	3
POA0837	Person not in same household	18375	3
POA0838	(Other)	10500	7
POA0838	Person not in same household	14437	3
POA0838	Person not in same household	18375	5
POA0838	Person not in same household	23625	3
POA0838	Person not in same household	28875	4
POA0838	Real estate agent	23625	4
POA0838	Real estate agent	28875	3
POA0838	Real estate agent	34125	6
POA0839		18375	3
POA0839	(Other)	14437	3
POA0839	Person not in same household	23625	7
POA0839	Person not in same household	28875	3
POA0839	Real estate agent	11812	3
POA0839	Real estate agent	14437	48
POA0839	Real estate agent	18375	22
POA0839	Real estate agent	23625	23
POA0839	Real estate agent	28875	12
POA0839	State or territory housing authority	14437	3
POA0840		0	6
POA0840	Person not in same household	10500	5
POA0840	Person not in same household	14437	3
POA0841		0	5
POA0841	Person not in same household	0	4
POA0841	Person not in same household	14437	3
POA0841	Person not in same household	18375	3
POA0841	Person not in same household	23625	3
POA0841	Real estate agent	23625	4
POA0845		0	3
POA0845	(Other)	0	10
POA0845	(Other)	7875	3
POA0845	Person not in same household	7875	3
POA0845	Person not in same household	10500	3
POA0845	Person not in same household	11812	4
POA0845	Person not in same household	14437	7
POA0845	Person not in same household	18375	5
POA0845	Real estate agent	18375	3
POA0845	State or territory housing authority	0	13
POA0845	State or territory housing authority	3937	3
POA0845	State or territory housing authority	5250	12
POA0845	State or territory housing authority	11812	3
POA0845	State or territory housing authority	14437	5
POA0845	State or territory housing authority	18375	3
POA0846	Person not in same household	0	3
POA0846	Person not in same household	7875	3
POA0846	Person not in same household	10500	3
POA0846	Person not in same household	11812	4
POA0846	Person not in same household	14437	3
POA0846	Person not in same household	18375	3
POA0846	State or territory housing authority	3937	3
POA0847		0	6
POA0847	(Other)	0	7
POA0847	(Other)	11812	3
POA0847	Co-op/church group etc	0	3
POA0847	Person not in same household	5250	3
POA0847	Person not in same household	7875	3
POA0847	Person not in same household	11812	3
POA0847	Person not in same household	14437	4
POA0847	Real estate agent	7875	3
POA0847	State or territory housing authority	0	11
POA0847	State or territory housing authority	3937	5
POA0847	State or territory housing authority	5250	3
POA0847	State or territory housing authority	7875	3
POA0850		0	19
POA0850		7875	3
POA0850		11812	3
POA0850	(Other)	0	52
POA0850	(Other)	5250	44
POA0850	(Other)	7875	40
POA0850	(Other)	10500	15
POA0850	(Other)	11812	50
POA0850	(Other)	14437	22
POA0850	(Other)	18375	9
POA0850	(Other)	23625	6
POA0850	(Other)	28875	3
POA0850	Co-op/church group etc	0	5
POA0850	Co-op/church group etc	3937	6
POA0850	Co-op/church group etc	5250	13
POA0850	Co-op/church group etc	7875	12
POA0850	Co-op/church group etc	10500	52
POA0850	Person not in same household	0	17
POA0850	Person not in same household	5250	8
POA0850	Person not in same household	7875	12
POA0850	Person not in same household	10500	7
POA0850	Person not in same household	11812	17
POA0850	Person not in same household	14437	24
POA0850	Person not in same household	18375	45
POA0850	Person not in same household	23625	23
POA0850	Person not in same household	28875	3
POA0850	Person not in same household	34125	3
POA0850	Real estate agent	0	4
POA0850	Real estate agent	5250	5
POA0850	Real estate agent	7875	3
POA0850	Real estate agent	10500	10
POA0850	Real estate agent	11812	26
POA0850	Real estate agent	14437	52
POA0850	Real estate agent	18375	133
POA0850	Real estate agent	23625	86
POA0850	Real estate agent	28875	39
POA0850	Real estate agent	34125	9
POA0850	Real estate agent	39375	3
POA0850	State or territory housing authority	0	38
POA0850	State or territory housing authority	3937	35
POA0850	State or territory housing authority	5250	52
POA0850	State or territory housing authority	7875	26
POA0850	State or territory housing authority	10500	9
POA0850	State or territory housing authority	11812	16
POA0850	State or territory housing authority	14437	6
POA0850	State or territory housing authority	18375	8
POA0852		0	58
POA0852	(Other)	0	107
POA0852	(Other)	5250	14
POA0852	(Other)	7875	4
POA0852	(Other)	14437	6
POA0852	(Other)	18375	3
POA0852	Co-op/church group etc	0	87
POA0852	Co-op/church group etc	3937	9
POA0852	Co-op/church group etc	5250	11
POA0852	Co-op/church group etc	7875	13
POA0852	Person not in same household	0	14
POA0852	Person not in same household	5250	4
POA0852	Person not in same household	11812	4
POA0852	Real estate agent	11812	3
POA0852	Real estate agent	18375	4
POA0852	Real estate agent	28875	4
POA0852	State or territory housing authority	0	258
POA0852	State or territory housing authority	3937	71
POA0852	State or territory housing authority	5250	139
POA0852	State or territory housing authority	7875	61
POA0852	State or territory housing authority	10500	6
POA0852	State or territory housing authority	11812	8
POA0852	State or territory housing authority	18375	3
POA0852	State or territory housing authority	23625	3
POA0852	State or territory housing authority	44625	3
POA0853	(Other)	10500	3
POA0853	(Other)	11812	133
POA0853	(Other)	14437	9
POA0853	State or territory housing authority	11812	15
POA0854	(Other)	0	14
POA0854	(Other)	11812	4
POA0854	(Other)	14437	3
POA0854	Co-op/church group etc	0	71
POA0854	Co-op/church group etc	5250	3
POA0854	State or territory housing authority	0	10
POA0860		0	17
POA0860	(Other)	0	46
POA0860	(Other)	5250	3
POA0860	(Other)	7875	23
POA0860	(Other)	10500	6
POA0860	(Other)	11812	13
POA0860	(Other)	14437	6
POA0860	(Other)	18375	4
POA0860	(Other)	23625	5
POA0860	Co-op/church group etc	0	12
POA0860	Co-op/church group etc	3937	3
POA0860	Co-op/church group etc	5250	4
POA0860	Co-op/church group etc	11812	6
POA0860	Person not in same household	0	5
POA0860	Person not in same household	5250	8
POA0860	Person not in same household	7875	10
POA0860	Person not in same household	10500	8
POA0860	Person not in same household	11812	20
POA0860	Person not in same household	14437	16
POA0860	Person not in same household	18375	24
POA0860	Person not in same household	23625	8
POA0860	Person not in same household	28875	3
POA0860	Real estate agent	7875	4
POA0860	Real estate agent	10500	3
POA0860	Real estate agent	11812	18
POA0860	Real estate agent	14437	9
POA0860	Real estate agent	18375	16
POA0860	Real estate agent	23625	7
POA0860	State or territory housing authority	0	35
POA0860	State or territory housing authority	3937	16
POA0860	State or territory housing authority	5250	62
POA0860	State or territory housing authority	7875	14
POA0860	State or territory housing authority	10500	12
POA0860	State or territory housing authority	11812	12
POA0860	State or territory housing authority	14437	4
POA0860	State or territory housing authority	18375	7
POA0860	State or territory housing authority	23625	3
POA0860	State or territory housing authority	28875	4
POA0862		0	9
POA0862	(Other)	0	24
POA0862	Co-op/church group etc	0	35
POA0862	Co-op/church group etc	3937	15
POA0862	Co-op/church group etc	5250	12
POA0862	State or territory housing authority	0	11
POA0870		0	50
POA0870		5250	3
POA0870		14437	3
POA0870		23625	3
POA0870	(Other)	0	141
POA0870	(Other)	3937	3
POA0870	(Other)	5250	21
POA0870	(Other)	7875	15
POA0870	(Other)	10500	8
POA0870	(Other)	11812	11
POA0870	(Other)	14437	15
POA0870	(Other)	18375	23
POA0870	(Other)	23625	14
POA0870	(Other)	28875	9
POA0870	(Other)	34125	6
POA0870	(Other)	49875	4
POA0870	Co-op/church group etc	0	15
POA0870	Co-op/church group etc	3937	4
POA0870	Co-op/church group etc	5250	14
POA0870	Co-op/church group etc	7875	3
POA0870	Person not in same household	0	13
POA0870	Person not in same household	5250	14
POA0870	Person not in same household	7875	24
POA0870	Person not in same household	10500	24
POA0870	Person not in same household	11812	41
POA0870	Person not in same household	14437	65
POA0870	Person not in same household	18375	146
POA0870	Person not in same household	23625	127
POA0870	Person not in same household	28875	46
POA0870	Person not in same household	34125	17
POA0870	Person not in same household	39375	10
POA0870	Person not in same household	44625	3
POA0870	Person not in same household	49875	3
POA0870	Real estate agent	0	8
POA0870	Real estate agent	5250	4
POA0870	Real estate agent	7875	8
POA0870	Real estate agent	10500	23
POA0870	Real estate agent	11812	71
POA0870	Real estate agent	14437	210
POA0870	Real estate agent	18375	406
POA0870	Real estate agent	23625	321
POA0870	Real estate agent	28875	135
POA0870	Real estate agent	34125	51
POA0870	Real estate agent	39375	22
POA0870	Real estate agent	44625	3
POA0870	Real estate agent	49875	3
POA0870	State or territory housing authority	0	112
POA0870	State or territory housing authority	3937	79
POA0870	State or territory housing authority	5250	95
POA0870	State or territory housing authority	7875	38
POA0870	State or territory housing authority	10500	16
POA0870	State or territory housing authority	11812	27
POA0870	State or territory housing authority	14437	14
POA0870	State or territory housing authority	18375	22
POA0870	State or territory housing authority	23625	6
POA0870	State or territory housing authority	28875	3
POA0872		0	136
POA0872		3937	4
POA0872	(Other)	0	289
POA0872	(Other)	3937	58
POA0872	(Other)	5250	97
POA0872	(Other)	7875	131
POA0872	(Other)	10500	19
POA0872	(Other)	11812	16
POA0872	(Other)	14437	7
POA0872	(Other)	18375	13
POA0872	(Other)	23625	3
POA0872	(Other)	49875	4
POA0872	Co-op/church group etc	0	142
POA0872	Co-op/church group etc	3937	53
POA0872	Co-op/church group etc	5250	15
POA0872	Co-op/church group etc	7875	11
POA0872	Co-op/church group etc	10500	3
POA0872	Co-op/church group etc	11812	5
POA0872	Co-op/church group etc	14437	4
POA0872	Person not in same household	0	14
POA0872	State or territory housing authority	0	825
POA0872	State or territory housing authority	3937	314
POA0872	State or territory housing authority	5250	125
POA0872	State or territory housing authority	7875	35
POA0872	State or territory housing authority	10500	11
POA0872	State or territory housing authority	11812	3
POA0872	State or territory housing authority	14437	3
POA0872	State or territory housing authority	18375	8
POA0873		0	4
POA0873	(Other)	0	3
POA0873	(Other)	5250	3
POA0873	(Other)	7875	5
POA0873	(Other)	14437	4
POA0873	(Other)	18375	4
POA0873	Co-op/church group etc	0	53
POA0873	Co-op/church group etc	5250	16
POA0873	Co-op/church group etc	7875	11
POA0873	Co-op/church group etc	18375	3
POA0873	Person not in same household	0	4
POA0873	Person not in same household	5250	3
POA0873	Person not in same household	7875	6
POA0873	Person not in same household	10500	13
POA0873	Person not in same household	11812	4
POA0873	Person not in same household	14437	15
POA0873	Person not in same household	18375	10
POA0873	Person not in same household	23625	3
POA0873	Person not in same household	39375	3
POA0873	Real estate agent	11812	10
POA0873	Real estate agent	14437	19
POA0873	Real estate agent	23625	7
POA0873	Real estate agent	28875	5
POA0873	Real estate agent	34125	3
POA0873	State or territory housing authority	0	22
POA0873	State or territory housing authority	3937	3
POA0873	State or territory housing authority	5250	4
POA0873	State or territory housing authority	14437	4
POA0874		0	8
POA0874	(Other)	0	37
POA0874	(Other)	5250	3
POA0874	(Other)	11812	3
POA0874	Person not in same household	23625	5
POA0874	Person not in same household	28875	3
POA0874	Real estate agent	11812	25
POA0874	Real estate agent	14437	4
POA0874	Real estate agent	18375	3
POA0874	Real estate agent	23625	6
POA0874	Real estate agent	28875	4
POA0874	Real estate agent	39375	3
POA0874	State or territory housing authority	0	3
POA0875		0	3
POA0875		5250	3
POA0875	(Other)	0	3
POA0875	(Other)	5250	3
POA0875	Co-op/church group etc	0	3
POA0875	Person not in same household	7875	3
POA0875	Person not in same household	14437	3
POA0875	Person not in same household	18375	24
POA0875	Person not in same household	23625	13
POA0875	Person not in same household	28875	3
POA0875	Real estate agent	14437	25
POA0875	Real estate agent	18375	59
POA0875	Real estate agent	23625	27
POA0875	Real estate agent	28875	4
POA0875	Real estate agent	34125	4
POA0875	Real estate agent	39375	3
POA0875	State or territory housing authority	0	24
POA0875	State or territory housing authority	3937	32
POA0875	State or territory housing authority	5250	31
POA0875	State or territory housing authority	7875	12
POA0875	State or territory housing authority	10500	4
POA0875	State or territory housing authority	11812	3
POA0875	State or territory housing authority	14437	5
POA0880		0	48
POA0880	(Other)	0	371
POA0880	(Other)	3937	31
POA0880	(Other)	5250	30
POA0880	(Other)	7875	21
POA0880	(Other)	10500	11
POA0880	(Other)	11812	12
POA0880	(Other)	14437	5
POA0880	(Other)	18375	11
POA0880	(Other)	23625	8
POA0880	(Other)	28875	4
POA0880	(Other)	34125	3
POA0880	Co-op/church group etc	0	7
POA0880	Co-op/church group etc	7875	3
POA0880	Co-op/church group etc	14437	3
POA0880	Person not in same household	0	4
POA0880	Person not in same household	10500	7
POA0880	Person not in same household	14437	5
POA0880	Person not in same household	18375	5
POA0880	Person not in same household	28875	3
POA0880	Person not in same household	34125	4
POA0880	Real estate agent	0	48
POA0880	Real estate agent	5250	8
POA0880	Real estate agent	7875	3
POA0880	Real estate agent	10500	4
POA0880	Real estate agent	11812	9
POA0880	Real estate agent	14437	7
POA0880	Real estate agent	18375	3
POA0880	Real estate agent	23625	9
POA0880	Real estate agent	28875	3
POA0880	Real estate agent	34125	3
POA0880	State or territory housing authority	0	90
POA0880	State or territory housing authority	3937	14
POA0880	State or territory housing authority	5250	3
POA0880	State or territory housing authority	7875	20
POA0880	State or territory housing authority	11812	3
POA0880	State or territory housing authority	14437	3
POA0880	State or territory housing authority	18375	4
POA0880	State or territory housing authority	23625	3
POA0885		0	14
POA0885	(Other)	0	81
POA0885	(Other)	3937	102
POA0885	(Other)	5250	6
POA0885	(Other)	7875	3
POA0885	State or territory housing authority	0	3
POA0886		0	13
POA0886	(Other)	0	157
POA0886	(Other)	3937	32
POA0886	(Other)	5250	14
POA0886	(Other)	7875	4
POA0886	(Other)	10500	6
POA0886	(Other)	14437	3
POA0886	(Other)	18375	3
POA0886	Co-op/church group etc	0	5
