SA4_NAME16	IndigenousStatus	persons
Sydney - Outer South West	Torres Strait Islander	169
Sydney - Outer West and Blue Mountains	Aboriginal	10919
Sydney - Outer West and Blue Mountains	Both Aboriginal & Torres Strait Islander	129
Sydney - Outer West and Blue Mountains	Non-indigenous	295679
Sydney - Outer West and Blue Mountains	Torres Strait Islander	206
Sydney - Parramatta	Aboriginal	3115
Sydney - Parramatta	Both Aboriginal & Torres Strait Islander	67
Sydney - Parramatta	Non-indigenous	445093
Sydney - Parramatta	Torres Strait Islander	116
Sydney - Ryde	Aboriginal	569
Sydney - Ryde	Both Aboriginal & Torres Strait Islander	20
Sydney - Ryde	Non-indigenous	181498
Sydney - Ryde	Torres Strait Islander	32
Sydney - South West	Aboriginal	4471
Sydney - South West	Both Aboriginal & Torres Strait Islander	49
Sydney - South West	Non-indigenous	401296
Sydney - South West	Torres Strait Islander	146
Sydney - Sutherland	Aboriginal	2281
Sydney - Sutherland	Both Aboriginal & Torres Strait Islander	54
Sydney - Sutherland	Non-indigenous	215468
Sydney - Sutherland	Torres Strait Islander	77
Migratory - Offshore - Shipping (NSW)	Aboriginal	10
Migratory - Offshore - Shipping (NSW)	Non-indigenous	402
No usual address (NSW)	Aboriginal	789
No usual address (NSW)	Both Aboriginal & Torres Strait Islander	25
No usual address (NSW)	Non-indigenous	11448
No usual address (NSW)	Torres Strait Islander	26
Ballarat	Aboriginal	2007
Ballarat	Both Aboriginal & Torres Strait Islander	51
Ballarat	Non-indigenous	155327
Ballarat	Torres Strait Islander	100
Bendigo	Aboriginal	2140
Bendigo	Both Aboriginal & Torres Strait Islander	48
Bendigo	Non-indigenous	150828
Bendigo	Torres Strait Islander	76
Geelong	Aboriginal	2542
Geelong	Both Aboriginal & Torres Strait Islander	60
Geelong	Non-indigenous	276214
Geelong	Torres Strait Islander	113
Hume	Aboriginal	2531
Hume	Both Aboriginal & Torres Strait Islander	59
Hume	Non-indigenous	167491
Hume	Torres Strait Islander	113
Latrobe - Gippsland	Aboriginal	3933
Latrobe - Gippsland	Both Aboriginal & Torres Strait Islander	108
Latrobe - Gippsland	Non-indigenous	267235
Latrobe - Gippsland	Torres Strait Islander	140
Melbourne - Inner	Aboriginal	2301
Melbourne - Inner	Both Aboriginal & Torres Strait Islander	93
Melbourne - Inner	Non-indigenous	589167
Melbourne - Inner	Torres Strait Islander	118
Melbourne - Inner East	Aboriginal	613
Melbourne - Inner East	Both Aboriginal & Torres Strait Islander	14
Melbourne - Inner East	Non-indigenous	358970
Melbourne - Inner East	Torres Strait Islander	47
Melbourne - Inner South	Aboriginal	956
Melbourne - Inner South	Both Aboriginal & Torres Strait Islander	24
Melbourne - Inner South	Non-indigenous	402661
Melbourne - Inner South	Torres Strait Islander	66
Melbourne - North East	Aboriginal	3493
Melbourne - North East	Both Aboriginal & Torres Strait Islander	96
Melbourne - North East	Non-indigenous	491647
Melbourne - North East	Torres Strait Islander	117
Melbourne - North West	Aboriginal	2040
Melbourne - North West	Both Aboriginal & Torres Strait Islander	65
Melbourne - North West	Non-indigenous	361118
Melbourne - North West	Torres Strait Islander	148
Melbourne - Outer East	Aboriginal	2709
Melbourne - Outer East	Both Aboriginal & Torres Strait Islander	56
Melbourne - Outer East	Non-indigenous	496717
Melbourne - Outer East	Torres Strait Islander	126
Melbourne - South East	Aboriginal	3087
Melbourne - South East	Both Aboriginal & Torres Strait Islander	105
Melbourne - South East	Non-indigenous	751878
Melbourne - South East	Torres Strait Islander	195
Melbourne - West	Aboriginal	4670
Melbourne - West	Both Aboriginal & Torres Strait Islander	90
Melbourne - West	Non-indigenous	722490
Melbourne - West	Torres Strait Islander	193
Mornington Peninsula	Aboriginal	2442
Mornington Peninsula	Both Aboriginal & Torres Strait Islander	66
Mornington Peninsula	Non-indigenous	286499
Mornington Peninsula	Torres Strait Islander	135
North West	Aboriginal	3753
North West	Both Aboriginal & Torres Strait Islander	84
North West	Non-indigenous	146038
North West	Torres Strait Islander	160
Shepparton	Aboriginal	3353
Shepparton	Both Aboriginal & Torres Strait Islander	100
Shepparton	Non-indigenous	126409
Shepparton	Torres Strait Islander	109
Warrnambool and South West	Aboriginal	1779
Warrnambool and South West	Both Aboriginal & Torres Strait Islander	44
Warrnambool and South West	Non-indigenous	120831
Warrnambool and South West	Torres Strait Islander	47
Migratory - Offshore - Shipping (Vic.)	Non-indigenous	29
No usual address (Vic.)	Aboriginal	247
No usual address (Vic.)	Both Aboriginal & Torres Strait Islander	11
No usual address (Vic.)	Non-indigenous	7291
No usual address (Vic.)	Torres Strait Islander	16
Brisbane - East	Aboriginal	4541
Brisbane - East	Both Aboriginal & Torres Strait Islander	247
Brisbane - East	Non-indigenous	217996
Brisbane - East	Torres Strait Islander	311
Brisbane - North	Aboriginal	3744
Brisbane - North	Both Aboriginal & Torres Strait Islander	284
Brisbane - North	Non-indigenous	202194
Brisbane - North	Torres Strait Islander	300
Brisbane - South	Aboriginal	3533
Brisbane - South	Both Aboriginal & Torres Strait Islander	297
Brisbane - South	Non-indigenous	336398
Brisbane - South	Torres Strait Islander	341
Brisbane - West	Aboriginal	1459
Brisbane - West	Both Aboriginal & Torres Strait Islander	79
Brisbane - West	Non-indigenous	177295
Brisbane - West	Torres Strait Islander	158
Brisbane Inner City	Aboriginal	2231
Brisbane Inner City	Both Aboriginal & Torres Strait Islander	157
Brisbane Inner City	Non-indigenous	247638
Brisbane Inner City	Torres Strait Islander	181
Cairns	Aboriginal	15343
Cairns	Both Aboriginal & Torres Strait Islander	3809
Cairns	Non-indigenous	216229
Cairns	Torres Strait Islander	4809
Darling Downs - Maranoa	Aboriginal	6521
Darling Downs - Maranoa	Both Aboriginal & Torres Strait Islander	164
Darling Downs - Maranoa	Non-indigenous	119447
Darling Downs - Maranoa	Torres Strait Islander	157
Central Queensland	Aboriginal	11215
Central Queensland	Both Aboriginal & Torres Strait Islander	862
Central Queensland	Non-indigenous	208236
Central Queensland	Torres Strait Islander	599
Gold Coast	Aboriginal	8687
Gold Coast	Both Aboriginal & Torres Strait Islander	357
Gold Coast	Non-indigenous	560493
Gold Coast	Torres Strait Islander	460
Ipswich	Aboriginal	11747
Ipswich	Both Aboriginal & Torres Strait Islander	608
Ipswich	Non-indigenous	310089
Ipswich	Torres Strait Islander	625
Logan - Beaudesert	Aboriginal	9284
Logan - Beaudesert	Both Aboriginal & Torres Strait Islander	591
Logan - Beaudesert	Non-indigenous	306757
Logan - Beaudesert	Torres Strait Islander	664
Mackay - Isaac - Whitsunday	Aboriginal	5622
Mackay - Isaac - Whitsunday	Both Aboriginal & Torres Strait Islander	1148
Mackay - Isaac - Whitsunday	Non-indigenous	161403
Mackay - Isaac - Whitsunday	Torres Strait Islander	1515
Moreton Bay - North	Aboriginal	7805
Moreton Bay - North	Both Aboriginal & Torres Strait Islander	415
Moreton Bay - North	Non-indigenous	227446
Moreton Bay - North	Torres Strait Islander	425
Moreton Bay - South	Aboriginal	3691
Moreton Bay - South	Both Aboriginal & Torres Strait Islander	205
Moreton Bay - South	Non-indigenous	190867
Moreton Bay - South	Torres Strait Islander	206
Queensland - Outback	Aboriginal	15634
Queensland - Outback	Both Aboriginal & Torres Strait Islander	3904
Queensland - Outback	Non-indigenous	53137
Queensland - Outback	Torres Strait Islander	7025
Sunshine Coast	Aboriginal	5901
Sunshine Coast	Both Aboriginal & Torres Strait Islander	257
Sunshine Coast	Non-indigenous	340024
Sunshine Coast	Torres Strait Islander	340
Toowoomba	Aboriginal	5419
Toowoomba	Both Aboriginal & Torres Strait Islander	177
Toowoomba	Non-indigenous	143737
Toowoomba	Torres Strait Islander	179
Townsville	Aboriginal	13665
Townsville	Both Aboriginal & Torres Strait Islander	2209
Townsville	Non-indigenous	211023
Townsville	Torres Strait Islander	2134
Wide Bay	Aboriginal	12205
Wide Bay	Both Aboriginal & Torres Strait Islander	653
Wide Bay	Non-indigenous	274490
Wide Bay	Torres Strait Islander	535
Migratory - Offshore - Shipping (Qld)	Aboriginal	6
Migratory - Offshore - Shipping (Qld)	Non-indigenous	144
No usual address (Qld)	Aboriginal	678
No usual address (Qld)	Both Aboriginal & Torres Strait Islander	51
No usual address (Qld)	Non-indigenous	11714
No usual address (Qld)	Torres Strait Islander	67
Adelaide - Central and Hills	Aboriginal	1697
Adelaide - Central and Hills	Both Aboriginal & Torres Strait Islander	58
Adelaide - Central and Hills	Non-indigenous	287696
Adelaide - Central and Hills	Torres Strait Islander	95
Adelaide - North	Aboriginal	8207
Adelaide - North	Both Aboriginal & Torres Strait Islander	166
Adelaide - North	Non-indigenous	414454
Adelaide - North	Torres Strait Islander	259
Adelaide - South	Aboriginal	3937
Adelaide - South	Both Aboriginal & Torres Strait Islander	119
Adelaide - South	Non-indigenous	351125
Adelaide - South	Torres Strait Islander	160
Adelaide - West	Aboriginal	3508
Adelaide - West	Both Aboriginal & Torres Strait Islander	69
Adelaide - West	Non-indigenous	224037
Adelaide - West	Torres Strait Islander	131
Barossa - Yorke - Mid North	Aboriginal	2254
Barossa - Yorke - Mid North	Both Aboriginal & Torres Strait Islander	34
Barossa - Yorke - Mid North	Non-indigenous	108138
Barossa - Yorke - Mid North	Torres Strait Islander	89
South Australia - Outback	Aboriginal	8474
South Australia - Outback	Both Aboriginal & Torres Strait Islander	99
South Australia - Outback	Non-indigenous	74170
South Australia - Outback	Torres Strait Islander	77
South Australia - South East	Aboriginal	4305
South Australia - South East	Both Aboriginal & Torres Strait Islander	78
South Australia - South East	Non-indigenous	180235
South Australia - South East	Torres Strait Islander	124
Migratory - Offshore - Shipping (SA)	Non-indigenous	3
No usual address (SA)	Aboriginal	246
No usual address (SA)	Both Aboriginal & Torres Strait Islander	4
No usual address (SA)	Non-indigenous	2609
No usual address (SA)	Torres Strait Islander	4
Bunbury	Aboriginal	3956
Bunbury	Both Aboriginal & Torres Strait Islander	76
Bunbury	Non-indigenous	172201
Bunbury	Torres Strait Islander	97
Mandurah	Aboriginal	2004
Mandurah	Both Aboriginal & Torres Strait Islander	38
Mandurah	Non-indigenous	94641
Mandurah	Torres Strait Islander	53
Perth - Inner	Aboriginal	960
Perth - Inner	Both Aboriginal & Torres Strait Islander	35
Perth - Inner	Non-indigenous	168268
Perth - Inner	Torres Strait Islander	38
Perth - North East	Aboriginal	5927
Perth - North East	Both Aboriginal & Torres Strait Islander	169
Perth - North East	Non-indigenous	244771
Perth - North East	Torres Strait Islander	150
Perth - North West	Aboriginal	5488
Perth - North West	Both Aboriginal & Torres Strait Islander	113
Perth - North West	Non-indigenous	529324
Perth - North West	Torres Strait Islander	189
Perth - South East	Aboriginal	8972
Perth - South East	Both Aboriginal & Torres Strait Islander	165
Perth - South East	Non-indigenous	479051
Perth - South East	Torres Strait Islander	166
Perth - South West	Aboriginal	6467
Perth - South West	Both Aboriginal & Torres Strait Islander	144
Perth - South West	Non-indigenous	396592
Perth - South West	Torres Strait Islander	131
Western Australia - Wheat Belt	Aboriginal	5416
Western Australia - Wheat Belt	Both Aboriginal & Torres Strait Islander	76
Western Australia - Wheat Belt	Non-indigenous	129786
Western Australia - Wheat Belt	Torres Strait Islander	76
Western Australia - Outback (North)	Aboriginal	21572
Western Australia - Outback (North)	Both Aboriginal & Torres Strait Islander	617
Western Australia - Outback (North)	Non-indigenous	71313
Western Australia - Outback (North)	Torres Strait Islander	418
Western Australia - Outback (South)	Aboriginal	11597
Western Australia - Outback (South)	Both Aboriginal & Torres Strait Islander	171
Western Australia - Outback (South)	Non-indigenous	106700
Western Australia - Outback (South)	Torres Strait Islander	95
Migratory - Offshore - Shipping (WA)	Aboriginal	3
Migratory - Offshore - Shipping (WA)	Non-indigenous	431
No usual address (WA)	Aboriginal	563
No usual address (WA)	Both Aboriginal & Torres Strait Islander	12
No usual address (WA)	Non-indigenous	5364
No usual address (WA)	Torres Strait Islander	11
Hobart	Aboriginal	7715
Hobart	Both Aboriginal & Torres Strait Islander	367
Hobart	Non-indigenous	213823
Hobart	Torres Strait Islander	451
Launceston and North East	Aboriginal	4243
Launceston and North East	Both Aboriginal & Torres Strait Islander	153
Launceston and North East	Non-indigenous	135870
Launceston and North East	Torres Strait Islander	218
South East	Aboriginal	2347
South East	Both Aboriginal & Torres Strait Islander	85
South East	Non-indigenous	34579
South East	Torres Strait Islander	108
West and North West	Aboriginal	7213
West and North West	Both Aboriginal & Torres Strait Islander	283
West and North West	Non-indigenous	101181
West and North West	Torres Strait Islander	347
Migratory - Offshore - Shipping (Tas.)	Non-indigenous	68
No usual address (Tas.)	Aboriginal	54
No usual address (Tas.)	Both Aboriginal & Torres Strait Islander	3
No usual address (Tas.)	Non-indigenous	851
No usual address (Tas.)	Torres Strait Islander	4
Darwin	Aboriginal	10533
Darwin	Both Aboriginal & Torres Strait Islander	923
Darwin	Non-indigenous	124863
Darwin	Torres Strait Islander	509
Northern Territory - Outback	Aboriginal	44595
Northern Territory - Outback	Both Aboriginal & Torres Strait Islander	764
Northern Territory - Outback	Non-indigenous	43858
Northern Territory - Outback	Torres Strait Islander	226
Migratory - Offshore - Shipping (NT)	Non-indigenous	70
No usual address (NT)	Aboriginal	683
No usual address (NT)	Both Aboriginal & Torres Strait Islander	7
No usual address (NT)	Non-indigenous	1788
No usual address (NT)	Torres Strait Islander	11
Australian Capital Territory	Aboriginal	6107
Australian Capital Territory	Both Aboriginal & Torres Strait Islander	184
Australian Capital Territory	Non-indigenous	390383
Australian Capital Territory	Torres Strait Islander	183
No usual address (ACT)	Aboriginal	29
No usual address (ACT)	Non-indigenous	509
Other Territories	Aboriginal	212
Other Territories	Both Aboriginal & Torres Strait Islander	3
Other Territories	Non-indigenous	4295
Other Territories	Torres Strait Islander	13
Migratory - Offshore - Shipping (OT)	Non-indigenous	6
No usual address (OT)	Aboriginal	3
No usual address (OT)	Non-indigenous	52
