SA4_NAME16	Age	MaritalStatus	Sex	responses
Central West	25-34	Widowed	F	21
Central West	25-34	Widowed	M	11
Central West	35-44	Divorced	F	1064
Central West	35-44	Divorced	M	715
Central West	35-44	Married	F	7154
Central West	35-44	Married	M	6671
Central West	35-44	Separated	F	690
Central West	35-44	Separated	M	528
Central West	35-44	Widowed	F	83
Central West	35-44	Widowed	M	27
Central West	45-54	Divorced	F	2023
Central West	45-54	Divorced	M	1662
Central West	45-54	Married	F	8267
Central West	45-54	Married	M	7733
Central West	45-54	Separated	F	848
Central West	45-54	Separated	M	747
Central West	45-54	Widowed	F	294
Central West	45-54	Widowed	M	108
Central West	55-64	Divorced	F	2286
Central West	55-64	Divorced	M	2081
Central West	55-64	Married	F	8423
Central West	55-64	Married	M	8536
Central West	55-64	Separated	F	648
Central West	55-64	Separated	M	672
Central West	55-64	Widowed	F	828
Central West	55-64	Widowed	M	248
Central West	65-74	Divorced	F	1659
Central West	65-74	Divorced	M	1712
Central West	65-74	Married	F	6654
Central West	65-74	Married	M	7574
Central West	65-74	Separated	F	407
Central West	65-74	Separated	M	493
Central West	65-74	Widowed	F	1911
Central West	65-74	Widowed	M	620
Central West	75-84	Divorced	F	568
Central West	75-84	Divorced	M	554
Central West	75-84	Married	F	2777
Central West	75-84	Married	M	3822
Central West	75-84	Separated	F	117
Central West	75-84	Separated	M	173
Central West	75-84	Widowed	F	2958
Central West	75-84	Widowed	M	852
Central West	85+	Divorced	F	126
Central West	85+	Divorced	M	83
Central West	85+	Married	F	490
Central West	85+	Married	M	969
Central West	85+	Separated	F	30
Central West	85+	Separated	M	23
Central West	85+	Widowed	F	2468
Central West	85+	Widowed	M	658
Coffs Harbour - Grafton	15-19	Divorced	F	4
Coffs Harbour - Grafton	15-19	Divorced	M	3
Coffs Harbour - Grafton	15-19	Married	F	23
Coffs Harbour - Grafton	15-19	Married	M	7
Coffs Harbour - Grafton	20-24	Divorced	F	10
Coffs Harbour - Grafton	20-24	Divorced	M	3
Coffs Harbour - Grafton	20-24	Married	F	202
Coffs Harbour - Grafton	20-24	Married	M	118
Coffs Harbour - Grafton	20-24	Separated	F	28
Coffs Harbour - Grafton	20-24	Separated	M	11
Coffs Harbour - Grafton	20-24	Widowed	M	3
Coffs Harbour - Grafton	25-34	Divorced	F	160
Coffs Harbour - Grafton	25-34	Divorced	M	119
Coffs Harbour - Grafton	25-34	Married	F	2614
Coffs Harbour - Grafton	25-34	Married	M	1993
Coffs Harbour - Grafton	25-34	Separated	F	249
Coffs Harbour - Grafton	25-34	Separated	M	140
Coffs Harbour - Grafton	25-34	Widowed	F	19
Coffs Harbour - Grafton	25-34	Widowed	M	6
Coffs Harbour - Grafton	35-44	Divorced	F	768
Coffs Harbour - Grafton	35-44	Divorced	M	451
Coffs Harbour - Grafton	35-44	Married	F	4023
Coffs Harbour - Grafton	35-44	Married	M	3654
Coffs Harbour - Grafton	35-44	Separated	F	494
Coffs Harbour - Grafton	35-44	Separated	M	328
Coffs Harbour - Grafton	35-44	Widowed	F	87
Coffs Harbour - Grafton	35-44	Widowed	M	31
Coffs Harbour - Grafton	45-54	Divorced	F	1772
Coffs Harbour - Grafton	45-54	Divorced	M	1142
Coffs Harbour - Grafton	45-54	Married	F	5159
Coffs Harbour - Grafton	45-54	Married	M	4698
Coffs Harbour - Grafton	45-54	Separated	F	681
Coffs Harbour - Grafton	45-54	Separated	M	514
Coffs Harbour - Grafton	45-54	Widowed	F	261
Coffs Harbour - Grafton	45-54	Widowed	M	70
Coffs Harbour - Grafton	55-64	Divorced	F	2289
Coffs Harbour - Grafton	55-64	Divorced	M	1965
Coffs Harbour - Grafton	55-64	Married	F	6265
Coffs Harbour - Grafton	55-64	Married	M	5970
Coffs Harbour - Grafton	55-64	Separated	F	629
Coffs Harbour - Grafton	55-64	Separated	M	592
Coffs Harbour - Grafton	55-64	Widowed	F	614
Coffs Harbour - Grafton	55-64	Widowed	M	202
Coffs Harbour - Grafton	65-74	Divorced	F	1566
Coffs Harbour - Grafton	65-74	Divorced	M	1487
Coffs Harbour - Grafton	65-74	Married	F	5241
Coffs Harbour - Grafton	65-74	Married	M	5890
Coffs Harbour - Grafton	65-74	Separated	F	293
Coffs Harbour - Grafton	65-74	Separated	M	401
Coffs Harbour - Grafton	65-74	Widowed	F	1347
Coffs Harbour - Grafton	65-74	Widowed	M	427
Coffs Harbour - Grafton	75-84	Divorced	F	544
Coffs Harbour - Grafton	75-84	Divorced	M	527
Coffs Harbour - Grafton	75-84	Married	F	2318
Coffs Harbour - Grafton	75-84	Married	M	3102
Coffs Harbour - Grafton	75-84	Separated	F	90
Coffs Harbour - Grafton	75-84	Separated	M	127
Coffs Harbour - Grafton	75-84	Widowed	F	2072
Coffs Harbour - Grafton	75-84	Widowed	M	599
Coffs Harbour - Grafton	85+	Divorced	F	124
Coffs Harbour - Grafton	85+	Divorced	M	67
Coffs Harbour - Grafton	85+	Married	F	430
Coffs Harbour - Grafton	85+	Married	M	849
Coffs Harbour - Grafton	85+	Separated	F	15
Coffs Harbour - Grafton	85+	Separated	M	38
Coffs Harbour - Grafton	85+	Widowed	F	1901
Coffs Harbour - Grafton	85+	Widowed	M	502
Far West and Orana	15-19	Married	F	8
Far West and Orana	15-19	Married	M	8
Far West and Orana	15-19	Separated	M	3
Far West and Orana	15-19	Widowed	F	5
Far West and Orana	15-19	Widowed	M	4
Far West and Orana	20-24	Divorced	F	3
Far West and Orana	20-24	Married	F	201
Far West and Orana	20-24	Married	M	131
Far West and Orana	20-24	Separated	F	26
Far West and Orana	20-24	Separated	M	8
Far West and Orana	20-24	Widowed	F	3
Far West and Orana	20-24	Widowed	M	5
Far West and Orana	25-34	Divorced	F	142
Far West and Orana	25-34	Divorced	M	99
Far West and Orana	25-34	Married	F	2747
Far West and Orana	25-34	Married	M	2202
Far West and Orana	25-34	Separated	F	227
Far West and Orana	25-34	Separated	M	147
Far West and Orana	25-34	Widowed	F	19
Far West and Orana	25-34	Widowed	M	14
Far West and Orana	35-44	Divorced	F	480
Far West and Orana	35-44	Divorced	M	356
Far West and Orana	35-44	Married	F	3426
Far West and Orana	35-44	Married	M	3304
Far West and Orana	35-44	Separated	F	375
Far West and Orana	35-44	Separated	M	274
Far West and Orana	35-44	Widowed	F	39
Far West and Orana	35-44	Widowed	M	18
Far West and Orana	45-54	Divorced	F	1107
Far West and Orana	45-54	Divorced	M	908
Far West and Orana	45-54	Married	F	4152
Far West and Orana	45-54	Married	M	3893
Far West and Orana	45-54	Separated	F	485
Far West and Orana	45-54	Separated	M	402
Far West and Orana	45-54	Widowed	F	189
Far West and Orana	45-54	Widowed	M	61
Far West and Orana	55-64	Divorced	F	1290
Far West and Orana	55-64	Divorced	M	1194
Far West and Orana	55-64	Married	F	4505
Far West and Orana	55-64	Married	M	4507
Far West and Orana	55-64	Separated	F	431
Far West and Orana	55-64	Separated	M	450
Far West and Orana	55-64	Widowed	F	491
Far West and Orana	55-64	Widowed	M	179
Far West and Orana	65-74	Divorced	F	806
Far West and Orana	65-74	Divorced	M	953
Far West and Orana	65-74	Married	F	3322
Far West and Orana	65-74	Married	M	3812
Far West and Orana	65-74	Separated	F	228
Far West and Orana	65-74	Separated	M	331
Far West and Orana	65-74	Widowed	F	1110
Far West and Orana	65-74	Widowed	M	383
Far West and Orana	75-84	Divorced	F	284
Far West and Orana	75-84	Divorced	M	325
Far West and Orana	75-84	Married	F	1484
Far West and Orana	75-84	Married	M	1970
Far West and Orana	75-84	Separated	F	57
Far West and Orana	75-84	Separated	M	107
Far West and Orana	75-84	Widowed	F	1705
Far West and Orana	75-84	Widowed	M	464
Far West and Orana	85+	Divorced	F	70
Far West and Orana	85+	Divorced	M	66
Far West and Orana	85+	Married	F	268
Far West and Orana	85+	Married	M	553
Far West and Orana	85+	Separated	F	10
Far West and Orana	85+	Separated	M	10
Far West and Orana	85+	Widowed	F	1290
Far West and Orana	85+	Widowed	M	359
Hunter Valley exc Newcastle	15-19	Divorced	M	9
Hunter Valley exc Newcastle	15-19	Married	F	11
Hunter Valley exc Newcastle	15-19	Married	M	18
Hunter Valley exc Newcastle	15-19	Separated	F	7
Hunter Valley exc Newcastle	15-19	Separated	M	4
Hunter Valley exc Newcastle	15-19	Widowed	M	3
Hunter Valley exc Newcastle	20-24	Divorced	F	16
Hunter Valley exc Newcastle	20-24	Divorced	M	13
Hunter Valley exc Newcastle	20-24	Married	F	504
Hunter Valley exc Newcastle	20-24	Married	M	269
Hunter Valley exc Newcastle	20-24	Separated	F	56
Hunter Valley exc Newcastle	20-24	Separated	M	23
Hunter Valley exc Newcastle	20-24	Widowed	F	9
Hunter Valley exc Newcastle	20-24	Widowed	M	9
Hunter Valley exc Newcastle	25-34	Divorced	F	457
Hunter Valley exc Newcastle	25-34	Divorced	M	308
Hunter Valley exc Newcastle	25-34	Married	F	7150
Hunter Valley exc Newcastle	25-34	Married	M	5627
Hunter Valley exc Newcastle	25-34	Separated	F	674
Hunter Valley exc Newcastle	25-34	Separated	M	435
Hunter Valley exc Newcastle	25-34	Widowed	F	44
Hunter Valley exc Newcastle	25-34	Widowed	M	14
Hunter Valley exc Newcastle	35-44	Divorced	F	1540
Hunter Valley exc Newcastle	35-44	Divorced	M	1071
Hunter Valley exc Newcastle	35-44	Married	F	9777
Hunter Valley exc Newcastle	35-44	Married	M	9177
Hunter Valley exc Newcastle	35-44	Separated	F	998
Hunter Valley exc Newcastle	35-44	Separated	M	867
Hunter Valley exc Newcastle	35-44	Widowed	F	126
Hunter Valley exc Newcastle	35-44	Widowed	M	48
Hunter Valley exc Newcastle	45-54	Divorced	F	3056
Hunter Valley exc Newcastle	45-54	Divorced	M	2318
Hunter Valley exc Newcastle	45-54	Married	F	10625
Hunter Valley exc Newcastle	45-54	Married	M	10134
Hunter Valley exc Newcastle	45-54	Separated	F	1154
Hunter Valley exc Newcastle	45-54	Separated	M	964
Hunter Valley exc Newcastle	45-54	Widowed	F	375
Hunter Valley exc Newcastle	45-54	Widowed	M	135
Hunter Valley exc Newcastle	55-64	Divorced	F	3218
Hunter Valley exc Newcastle	55-64	Divorced	M	2627
Hunter Valley exc Newcastle	55-64	Married	F	10861
Hunter Valley exc Newcastle	55-64	Married	M	10933
Hunter Valley exc Newcastle	55-64	Separated	F	787
Hunter Valley exc Newcastle	55-64	Separated	M	787
Hunter Valley exc Newcastle	55-64	Widowed	F	1017
Hunter Valley exc Newcastle	55-64	Widowed	M	363
Hunter Valley exc Newcastle	65-74	Divorced	F	2115
Hunter Valley exc Newcastle	65-74	Divorced	M	1924
Hunter Valley exc Newcastle	65-74	Married	F	8545
Hunter Valley exc Newcastle	65-74	Married	M	9704
Hunter Valley exc Newcastle	65-74	Separated	F	362
Hunter Valley exc Newcastle	65-74	Separated	M	488
Hunter Valley exc Newcastle	65-74	Widowed	F	2215
Hunter Valley exc Newcastle	65-74	Widowed	M	705
Hunter Valley exc Newcastle	75-84	Divorced	F	639
Hunter Valley exc Newcastle	75-84	Divorced	M	567
Hunter Valley exc Newcastle	75-84	Married	F	3236
Hunter Valley exc Newcastle	75-84	Married	M	4543
Hunter Valley exc Newcastle	75-84	Separated	F	105
Hunter Valley exc Newcastle	75-84	Separated	M	159
Hunter Valley exc Newcastle	75-84	Widowed	F	3098
Hunter Valley exc Newcastle	75-84	Widowed	M	882
Hunter Valley exc Newcastle	85+	Divorced	F	152
Hunter Valley exc Newcastle	85+	Divorced	M	97
Hunter Valley exc Newcastle	85+	Married	F	515
Hunter Valley exc Newcastle	85+	Married	M	988
Hunter Valley exc Newcastle	85+	Separated	F	9
Hunter Valley exc Newcastle	85+	Separated	M	32
Hunter Valley exc Newcastle	85+	Widowed	F	2563
Hunter Valley exc Newcastle	85+	Widowed	M	669
Illawarra	15-19	Divorced	F	4
Illawarra	15-19	Married	F	21
Illawarra	15-19	Married	M	23
Illawarra	15-19	Separated	F	4
Illawarra	15-19	Widowed	F	7
Illawarra	20-24	Divorced	F	15
Illawarra	20-24	Divorced	M	8
Illawarra	20-24	Married	F	545
Illawarra	20-24	Married	M	265
Illawarra	20-24	Separated	F	34
Illawarra	20-24	Separated	M	20
Illawarra	20-24	Widowed	F	6
Illawarra	20-24	Widowed	M	10
Illawarra	25-34	Divorced	F	420
Illawarra	25-34	Divorced	M	244
Illawarra	25-34	Married	F	8040
Illawarra	25-34	Married	M	6128
Illawarra	25-34	Separated	F	468
Illawarra	25-34	Separated	M	243
Illawarra	25-34	Widowed	F	30
Illawarra	25-34	Widowed	M	14
Illawarra	35-44	Divorced	F	1676
Illawarra	35-44	Divorced	M	1066
Illawarra	35-44	Married	F	11752
Illawarra	35-44	Married	M	11135
Illawarra	35-44	Separated	F	980
Illawarra	35-44	Separated	M	724
Illawarra	35-44	Widowed	F	115
Illawarra	35-44	Widowed	M	42
Illawarra	45-54	Divorced	F	3252
Illawarra	45-54	Divorced	M	2326
Illawarra	45-54	Married	F	11940
Illawarra	45-54	Married	M	11543
Illawarra	45-54	Separated	F	1133
Illawarra	45-54	Separated	M	924
Illawarra	45-54	Widowed	F	395
Illawarra	45-54	Widowed	M	139
Illawarra	55-64	Divorced	F	3626
Illawarra	55-64	Divorced	M	2605
Illawarra	55-64	Married	F	11621
Illawarra	55-64	Married	M	11587
Illawarra	55-64	Separated	F	869
Illawarra	55-64	Separated	M	800
Illawarra	55-64	Widowed	F	1107
Illawarra	55-64	Widowed	M	324
Illawarra	65-74	Divorced	F	2283
Illawarra	65-74	Divorced	M	1730
Illawarra	65-74	Married	F	8920
Illawarra	65-74	Married	M	9877
Illawarra	65-74	Separated	F	438
Illawarra	65-74	Separated	M	484
Illawarra	65-74	Widowed	F	2349
Illawarra	65-74	Widowed	M	672
Illawarra	75-84	Divorced	F	816
Illawarra	75-84	Divorced	M	613
Illawarra	75-84	Married	F	4215
Illawarra	75-84	Married	M	5558
Illawarra	75-84	Separated	F	125
Illawarra	75-84	Separated	M	170
Illawarra	75-84	Widowed	F	4001
Illawarra	75-84	Widowed	M	1057
Illawarra	85+	Divorced	F	201
Illawarra	85+	Divorced	M	101
Illawarra	85+	Married	F	797
Illawarra	85+	Married	M	1584
Illawarra	85+	Separated	F	19
Illawarra	85+	Separated	M	38
Illawarra	85+	Widowed	F	3492
Illawarra	85+	Widowed	M	919
Mid North Coast	15-19	Divorced	F	4
Mid North Coast	15-19	Divorced	M	4
Mid North Coast	15-19	Married	F	3
Mid North Coast	15-19	Married	M	9
Mid North Coast	15-19	Separated	F	4
Mid North Coast	15-19	Widowed	F	3
Mid North Coast	20-24	Divorced	F	14
Mid North Coast	20-24	Divorced	M	6
Mid North Coast	20-24	Married	F	269
Mid North Coast	20-24	Married	M	159
Mid North Coast	20-24	Separated	F	38
Mid North Coast	20-24	Separated	M	11
Mid North Coast	20-24	Widowed	F	6
Mid North Coast	20-24	Widowed	M	4
Mid North Coast	25-34	Divorced	F	258
Mid North Coast	25-34	Divorced	M	122
Mid North Coast	25-34	Married	F	3443
Mid North Coast	25-34	Married	M	2529
Mid North Coast	25-34	Separated	F	367
Mid North Coast	25-34	Separated	M	204
Mid North Coast	25-34	Widowed	F	23
Mid North Coast	25-34	Widowed	M	9
Mid North Coast	35-44	Divorced	F	1060
Mid North Coast	35-44	Divorced	M	693
Mid North Coast	35-44	Married	F	5775
Mid North Coast	35-44	Married	M	5177
Mid North Coast	35-44	Separated	F	756
Mid North Coast	35-44	Separated	M	487
Mid North Coast	35-44	Widowed	F	92
Mid North Coast	35-44	Widowed	M	28
Mid North Coast	45-54	Divorced	F	2579
Mid North Coast	45-54	Divorced	M	1824
Mid North Coast	45-54	Married	F	7726
Mid North Coast	45-54	Married	M	6875
Mid North Coast	45-54	Separated	F	1012
Mid North Coast	45-54	Separated	M	821
Mid North Coast	45-54	Widowed	F	336
Mid North Coast	45-54	Widowed	M	115
Mid North Coast	55-64	Divorced	F	3457
Mid North Coast	55-64	Divorced	M	3016
Mid North Coast	55-64	Married	F	10180
Mid North Coast	55-64	Married	M	9375
Mid North Coast	55-64	Separated	F	929
Mid North Coast	55-64	Separated	M	949
Mid North Coast	55-64	Widowed	F	1076
Mid North Coast	55-64	Widowed	M	338
Mid North Coast	65-74	Divorced	F	2726
Mid North Coast	65-74	Divorced	M	2632
Mid North Coast	65-74	Married	F	10237
Mid North Coast	65-74	Married	M	11236
Mid North Coast	65-74	Separated	F	529
Mid North Coast	65-74	Separated	M	748
Mid North Coast	65-74	Widowed	F	2491
Mid North Coast	65-74	Widowed	M	780
Mid North Coast	75-84	Divorced	F	896
Mid North Coast	75-84	Divorced	M	1003
Mid North Coast	75-84	Married	F	4498
Mid North Coast	75-84	Married	M	5977
Mid North Coast	75-84	Separated	F	159
Mid North Coast	75-84	Separated	M	240
Mid North Coast	75-84	Widowed	F	3745
Mid North Coast	75-84	Widowed	M	1157
Mid North Coast	85+	Divorced	F	218
Mid North Coast	85+	Divorced	M	162
Mid North Coast	85+	Married	F	865
Mid North Coast	85+	Married	M	1692
Mid North Coast	85+	Separated	F	30
Mid North Coast	85+	Separated	M	39
Mid North Coast	85+	Widowed	F	3482
Mid North Coast	85+	Widowed	M	1037
Murray	15-19	Divorced	F	3
Murray	15-19	Divorced	M	3
Murray	15-19	Married	F	12
Murray	15-19	Married	M	19
Murray	20-24	Divorced	F	3
Murray	20-24	Married	F	196
Murray	20-24	Married	M	91
Murray	20-24	Separated	F	18
Murray	20-24	Separated	M	7
Murray	20-24	Widowed	F	6
Murray	20-24	Widowed	M	3
Murray	25-34	Divorced	F	120
Murray	25-34	Divorced	M	89
Murray	25-34	Married	F	2760
Murray	25-34	Married	M	2146
Murray	25-34	Separated	F	189
Murray	25-34	Separated	M	108
Murray	25-34	Widowed	F	12
Murray	25-34	Widowed	M	6
Murray	35-44	Divorced	F	584
Murray	35-44	Divorced	M	373
Murray	35-44	Married	F	3984
Murray	35-44	Married	M	3636
Murray	35-44	Separated	F	380
Murray	35-44	Separated	M	269
Murray	35-44	Widowed	F	48
Murray	35-44	Widowed	M	13
Murray	45-54	Divorced	F	1261
Murray	45-54	Divorced	M	940
Murray	45-54	Married	F	4555
Murray	45-54	Married	M	4238
Murray	45-54	Separated	F	435
Murray	45-54	Separated	M	403
Murray	45-54	Widowed	F	142
Murray	45-54	Widowed	M	54
Murray	55-64	Divorced	F	1418
Murray	55-64	Divorced	M	1294
Murray	55-64	Married	F	5298
Murray	55-64	Married	M	5183
Murray	55-64	Separated	F	411
Murray	55-64	Separated	M	409
Murray	55-64	Widowed	F	472
Murray	55-64	Widowed	M	172
Murray	65-74	Divorced	F	950
Murray	65-74	Divorced	M	946
Murray	65-74	Married	F	4346
Murray	65-74	Married	M	4799
Murray	65-74	Separated	F	218
Murray	65-74	Separated	M	313
Murray	65-74	Widowed	F	1079
Murray	65-74	Widowed	M	376
Murray	75-84	Divorced	F	303
Murray	75-84	Divorced	M	356
Murray	75-84	Married	F	1881
Murray	75-84	Married	M	2507
Murray	75-84	Separated	F	63
Murray	75-84	Separated	M	94
Murray	75-84	Widowed	F	1742
Murray	75-84	Widowed	M	513
Murray	85+	Divorced	F	67
Murray	85+	Divorced	M	66
Murray	85+	Married	F	320
Murray	85+	Married	M	661
Murray	85+	Separated	F	6
Murray	85+	Separated	M	9
Murray	85+	Widowed	F	1501
Murray	85+	Widowed	M	467
New England and North West	15-19	Divorced	M	4
New England and North West	15-19	Married	F	15
New England and North West	15-19	Married	M	24
New England and North West	15-19	Separated	F	3
New England and North West	15-19	Separated	M	5
New England and North West	15-19	Widowed	M	3
New England and North West	20-24	Divorced	F	8
New England and North West	20-24	Divorced	M	8
New England and North West	20-24	Married	F	354
New England and North West	20-24	Married	M	188
New England and North West	20-24	Separated	F	36
New England and North West	20-24	Separated	M	17
New England and North West	20-24	Widowed	F	4
New England and North West	20-24	Widowed	M	4
New England and North West	25-34	Divorced	F	259
New England and North West	25-34	Divorced	M	143
New England and North West	25-34	Married	F	4289
New England and North West	25-34	Married	M	3377
New England and North West	25-34	Separated	F	373
New England and North West	25-34	Separated	M	233
New England and North West	25-34	Widowed	F	39
New England and North West	25-34	Widowed	M	18
New England and North West	35-44	Divorced	F	783
New England and North West	35-44	Divorced	M	585
New England and North West	35-44	Married	F	6021
New England and North West	35-44	Married	M	5587
New England and North West	35-44	Separated	F	588
New England and North West	35-44	Separated	M	471
New England and North West	35-44	Widowed	F	98
New England and North West	35-44	Widowed	M	27
New England and North West	45-54	Divorced	F	1701
New England and North West	45-54	Divorced	M	1362
New England and North West	45-54	Married	F	7105
New England and North West	45-54	Married	M	6622
New England and North West	45-54	Separated	F	775
New England and North West	45-54	Separated	M	654
New England and North West	45-54	Widowed	F	267
New England and North West	45-54	Widowed	M	87
New England and North West	55-64	Divorced	F	2088
New England and North West	55-64	Divorced	M	1904
New England and North West	55-64	Married	F	7642
New England and North West	55-64	Married	M	7548
New England and North West	55-64	Separated	F	679
New England and North West	55-64	Separated	M	647
New England and North West	55-64	Widowed	F	715
New England and North West	55-64	Widowed	M	254
New England and North West	65-74	Divorced	F	1415
New England and North West	65-74	Divorced	M	1413
New England and North West	65-74	Married	F	5994
New England and North West	65-74	Married	M	6775
New England and North West	65-74	Separated	F	329
New England and North West	65-74	Separated	M	429
New England and North West	65-74	Widowed	F	1849
New England and North West	65-74	Widowed	M	581
New England and North West	75-84	Divorced	F	448
New England and North West	75-84	Divorced	M	429
New England and North West	75-84	Married	F	2578
New England and North West	75-84	Married	M	3569
New England and North West	75-84	Separated	F	85
New England and North West	75-84	Separated	M	145
New England and North West	75-84	Widowed	F	2721
New England and North West	75-84	Widowed	M	777
New England and North West	85+	Divorced	F	109
New England and North West	85+	Divorced	M	70
New England and North West	85+	Married	F	412
New England and North West	85+	Married	M	797
New England and North West	85+	Separated	F	17
New England and North West	85+	Separated	M	20
New England and North West	85+	Widowed	F	2142
New England and North West	85+	Widowed	M	515
