SA4_NAME16	Ancestry	responses
Hunter Valley exc Newcastle	Irish	29705
Hunter Valley exc Newcastle	Italian	3720
Hunter Valley exc Newcastle	Korean	160
Hunter Valley exc Newcastle	Lebanese	316
Hunter Valley exc Newcastle	Macedonian	174
Hunter Valley exc Newcastle	Maltese	1032
Hunter Valley exc Newcastle	Maori	1049
Hunter Valley exc Newcastle	NZ	1773
Hunter Valley exc Newcastle	(Other)	9190
Hunter Valley exc Newcastle	Polish	1815
Hunter Valley exc Newcastle	Russian	441
Hunter Valley exc Newcastle	Scottish	28007
Hunter Valley exc Newcastle	Serbian	143
Hunter Valley exc Newcastle	South African	684
Hunter Valley exc Newcastle	Spanish	669
Hunter Valley exc Newcastle	Sri Lankan	139
Hunter Valley exc Newcastle	Turkish	75
Hunter Valley exc Newcastle	Vietnamese	241
Hunter Valley exc Newcastle	Welsh	2064
Illawarra		15830
Illawarra	Australian	106430
Illawarra	Australian Aboriginal	1241
Illawarra	Chinese	5803
Illawarra	Croatian	2565
Illawarra	Dutch	4900
Illawarra	English	108717
Illawarra	Filipino	2091
Illawarra	French	1530
Illawarra	German	11574
Illawarra	Greek	4144
Illawarra	Hungarian	1101
Illawarra	Indian	2500
Illawarra	Irish	32172
Illawarra	Italian	15522
Illawarra	Korean	487
Illawarra	Lebanese	2102
Illawarra	Macedonian	8875
Illawarra	Maltese	3505
Illawarra	Maori	1268
Illawarra	NZ	2071
Illawarra	(Other)	24076
Illawarra	Polish	2317
Illawarra	Russian	728
Illawarra	Scottish	28466
Illawarra	Serbian	2367
Illawarra	South African	740
Illawarra	Spanish	3055
Illawarra	Sri Lankan	404
Illawarra	Turkish	1563
Illawarra	Vietnamese	1416
Illawarra	Welsh	2813
Mid North Coast		16233
Mid North Coast	Australian	94448
Mid North Coast	Australian Aboriginal	2295
Mid North Coast	Chinese	1287
Mid North Coast	Croatian	313
Mid North Coast	Dutch	2507
Mid North Coast	English	92716
Mid North Coast	Filipino	920
Mid North Coast	French	1070
Mid North Coast	German	8207
Mid North Coast	Greek	714
Mid North Coast	Hungarian	405
Mid North Coast	Indian	705
Mid North Coast	Irish	24935
Mid North Coast	Italian	3309
Mid North Coast	Korean	114
Mid North Coast	Lebanese	354
Mid North Coast	Macedonian	58
Mid North Coast	Maltese	1101
Mid North Coast	Maori	513
Mid North Coast	NZ	1247
Mid North Coast	(Other)	7104
Mid North Coast	Polish	775
Mid North Coast	Russian	315
Mid North Coast	Scottish	21845
Mid North Coast	Serbian	76
Mid North Coast	South African	427
Mid North Coast	Spanish	530
Mid North Coast	Sri Lankan	110
Mid North Coast	Turkish	40
Mid North Coast	Vietnamese	153
Mid North Coast	Welsh	1264
Murray		10045
Murray	Australian	48295
Murray	Australian Aboriginal	731
Murray	Chinese	681
Murray	Croatian	251
Murray	Dutch	1596
Murray	English	45199
Murray	Filipino	597
Murray	French	412
Murray	German	7216
Murray	Greek	482
Murray	Hungarian	233
Murray	Indian	853
Murray	Irish	14778
Murray	Italian	2981
Murray	Korean	77
Murray	Lebanese	183
Murray	Macedonian	30
Murray	Maltese	249
Murray	Maori	332
Murray	NZ	607
Murray	(Other)	4539
Murray	Polish	491
Murray	Russian	155
Murray	Scottish	12706
Murray	Serbian	111
Murray	South African	180
Murray	Spanish	242
Murray	Sri Lankan	158
Murray	Turkish	28
Murray	Vietnamese	80
Murray	Welsh	528
New England and North West		16496
New England and North West	Australian	85189
New England and North West	Australian Aboriginal	2549
New England and North West	Chinese	1733
New England and North West	Croatian	121
New England and North West	Dutch	1541
New England and North West	English	71142
New England and North West	Filipino	1048
New England and North West	French	709
New England and North West	German	8112
New England and North West	Greek	380
New England and North West	Hungarian	198
New England and North West	Indian	784
New England and North West	Irish	20853
New England and North West	Italian	1960
New England and North West	Korean	246
New England and North West	Lebanese	294
New England and North West	Macedonian	21
New England and North West	Maltese	344
New England and North West	Maori	501
New England and North West	NZ	797
New England and North West	(Other)	6045
New England and North West	Polish	404
New England and North West	Russian	231
New England and North West	Scottish	18575
New England and North West	Serbian	74
New England and North West	South African	372
New England and North West	Spanish	292
New England and North West	Sri Lankan	142
New England and North West	Turkish	39
New England and North West	Vietnamese	182
New England and North West	Welsh	844
Newcastle and Lake Macquarie		19205
Newcastle and Lake Macquarie	Australian	150030
Newcastle and Lake Macquarie	Australian Aboriginal	1690
Newcastle and Lake Macquarie	Chinese	5591
Newcastle and Lake Macquarie	Croatian	1045
Newcastle and Lake Macquarie	Dutch	4412
Newcastle and Lake Macquarie	English	154026
Newcastle and Lake Macquarie	Filipino	2239
Newcastle and Lake Macquarie	French	1765
Newcastle and Lake Macquarie	German	15287
Newcastle and Lake Macquarie	Greek	2865
Newcastle and Lake Macquarie	Hungarian	735
Newcastle and Lake Macquarie	Indian	2763
Newcastle and Lake Macquarie	Irish	44399
Newcastle and Lake Macquarie	Italian	8261
Newcastle and Lake Macquarie	Korean	753
Newcastle and Lake Macquarie	Lebanese	565
Newcastle and Lake Macquarie	Macedonian	2735
Newcastle and Lake Macquarie	Maltese	1140
Newcastle and Lake Macquarie	Maori	1189
Newcastle and Lake Macquarie	NZ	2429
Newcastle and Lake Macquarie	(Other)	20616
Newcastle and Lake Macquarie	Polish	3442
Newcastle and Lake Macquarie	Russian	915
Newcastle and Lake Macquarie	Scottish	42427
Newcastle and Lake Macquarie	Serbian	575
Newcastle and Lake Macquarie	South African	941
Newcastle and Lake Macquarie	Spanish	1083
Newcastle and Lake Macquarie	Sri Lankan	446
Newcastle and Lake Macquarie	Turkish	165
Newcastle and Lake Macquarie	Vietnamese	762
Newcastle and Lake Macquarie	Welsh	3858
Richmond - Tweed		20423
Richmond - Tweed	Australian	96112
Richmond - Tweed	Australian Aboriginal	1596
Richmond - Tweed	Chinese	1668
Richmond - Tweed	Croatian	385
Richmond - Tweed	Dutch	3231
Richmond - Tweed	English	100926
Richmond - Tweed	Filipino	1270
Richmond - Tweed	French	1708
Richmond - Tweed	German	10868
Richmond - Tweed	Greek	1124
Richmond - Tweed	Hungarian	515
Richmond - Tweed	Indian	1292
Richmond - Tweed	Irish	34127
Richmond - Tweed	Italian	6770
Richmond - Tweed	Korean	157
Richmond - Tweed	Lebanese	373
Richmond - Tweed	Macedonian	67
Richmond - Tweed	Maltese	760
Richmond - Tweed	Maori	1063
Richmond - Tweed	NZ	2169
Richmond - Tweed	(Other)	12546
Richmond - Tweed	Polish	1123
Richmond - Tweed	Russian	528
Richmond - Tweed	Scottish	27249
Richmond - Tweed	Serbian	111
Richmond - Tweed	South African	691
Richmond - Tweed	Spanish	813
Richmond - Tweed	Sri Lankan	158
Richmond - Tweed	Turkish	97
Richmond - Tweed	Vietnamese	214
Richmond - Tweed	Welsh	1648
Riverina		13641
Riverina	Australian	65186
Riverina	Australian Aboriginal	946
Riverina	Chinese	1533
Riverina	Croatian	151
Riverina	Dutch	1420
Riverina	English	57699
Riverina	Filipino	1037
Riverina	French	610
Riverina	German	7425
Riverina	Greek	477
Riverina	Hungarian	150
Riverina	Indian	2105
Riverina	Irish	19350
Riverina	Italian	9372
Riverina	Korean	154
Riverina	Lebanese	232
Riverina	Macedonian	43
Riverina	Maltese	299
Riverina	Maori	424
Riverina	NZ	698
Riverina	(Other)	7504
Riverina	Polish	458
Riverina	Russian	121
Riverina	Scottish	14995
Riverina	Serbian	61
Riverina	South African	389
Riverina	Spanish	395
Riverina	Sri Lankan	173
Riverina	Turkish	141
Riverina	Vietnamese	149
Riverina	Welsh	560
Southern Highlands and Shoalhaven		11075
Southern Highlands and Shoalhaven	Australian	61280
Southern Highlands and Shoalhaven	Australian Aboriginal	869
Southern Highlands and Shoalhaven	Chinese	1284
Southern Highlands and Shoalhaven	Croatian	545
Southern Highlands and Shoalhaven	Dutch	2130
Southern Highlands and Shoalhaven	English	64126
Southern Highlands and Shoalhaven	Filipino	670
Southern Highlands and Shoalhaven	French	781
Southern Highlands and Shoalhaven	German	5743
Southern Highlands and Shoalhaven	Greek	1072
Southern Highlands and Shoalhaven	Hungarian	478
Southern Highlands and Shoalhaven	Indian	638
Southern Highlands and Shoalhaven	Irish	18295
Southern Highlands and Shoalhaven	Italian	3524
Southern Highlands and Shoalhaven	Korean	104
Southern Highlands and Shoalhaven	Lebanese	313
Southern Highlands and Shoalhaven	Macedonian	152
Southern Highlands and Shoalhaven	Maltese	1071
Southern Highlands and Shoalhaven	Maori	400
Southern Highlands and Shoalhaven	NZ	983
Southern Highlands and Shoalhaven	(Other)	7006
Southern Highlands and Shoalhaven	Polish	937
Southern Highlands and Shoalhaven	Russian	401
Southern Highlands and Shoalhaven	Scottish	16405
Southern Highlands and Shoalhaven	Serbian	162
Southern Highlands and Shoalhaven	South African	403
Southern Highlands and Shoalhaven	Spanish	499
Southern Highlands and Shoalhaven	Sri Lankan	97
Southern Highlands and Shoalhaven	Turkish	78
Southern Highlands and Shoalhaven	Vietnamese	181
Southern Highlands and Shoalhaven	Welsh	1186
Sydney - Baulkham Hills and Hawkesbury		9145
Sydney - Baulkham Hills and Hawkesbury	Australian	62420
Sydney - Baulkham Hills and Hawkesbury	Australian Aboriginal	236
Sydney - Baulkham Hills and Hawkesbury	Chinese	25417
Sydney - Baulkham Hills and Hawkesbury	Croatian	1949
Sydney - Baulkham Hills and Hawkesbury	Dutch	3162
Sydney - Baulkham Hills and Hawkesbury	English	66438
Sydney - Baulkham Hills and Hawkesbury	Filipino	4072
Sydney - Baulkham Hills and Hawkesbury	French	1200
Sydney - Baulkham Hills and Hawkesbury	German	6595
Sydney - Baulkham Hills and Hawkesbury	Greek	2774
Sydney - Baulkham Hills and Hawkesbury	Hungarian	846
Sydney - Baulkham Hills and Hawkesbury	Indian	12374
Sydney - Baulkham Hills and Hawkesbury	Irish	20572
Sydney - Baulkham Hills and Hawkesbury	Italian	10749
Sydney - Baulkham Hills and Hawkesbury	Korean	4225
Sydney - Baulkham Hills and Hawkesbury	Lebanese	4330
Sydney - Baulkham Hills and Hawkesbury	Macedonian	223
Sydney - Baulkham Hills and Hawkesbury	Maltese	5212
Sydney - Baulkham Hills and Hawkesbury	Maori	497
Sydney - Baulkham Hills and Hawkesbury	NZ	1831
Sydney - Baulkham Hills and Hawkesbury	(Other)	26051
Sydney - Baulkham Hills and Hawkesbury	Polish	1879
Sydney - Baulkham Hills and Hawkesbury	Russian	1064
Sydney - Baulkham Hills and Hawkesbury	Scottish	16804
Sydney - Baulkham Hills and Hawkesbury	Serbian	638
Sydney - Baulkham Hills and Hawkesbury	South African	2234
Sydney - Baulkham Hills and Hawkesbury	Spanish	1503
Sydney - Baulkham Hills and Hawkesbury	Sri Lankan	3056
Sydney - Baulkham Hills and Hawkesbury	Turkish	688
Sydney - Baulkham Hills and Hawkesbury	Vietnamese	941
Sydney - Baulkham Hills and Hawkesbury	Welsh	1309
Sydney - Blacktown		20041
Sydney - Blacktown	Australian	76998
Sydney - Blacktown	Australian Aboriginal	1397
Sydney - Blacktown	Chinese	14176
Sydney - Blacktown	Croatian	2765
Sydney - Blacktown	Dutch	2670
Sydney - Blacktown	English	70069
Sydney - Blacktown	Filipino	30013
Sydney - Blacktown	French	1255
Sydney - Blacktown	German	7235
Sydney - Blacktown	Greek	3529
Sydney - Blacktown	Hungarian	1255
Sydney - Blacktown	Indian	38802
Sydney - Blacktown	Irish	19219
Sydney - Blacktown	Italian	8669
Sydney - Blacktown	Korean	2047
Sydney - Blacktown	Lebanese	5270
Sydney - Blacktown	Macedonian	456
Sydney - Blacktown	Maltese	8496
Sydney - Blacktown	Maori	3557
Sydney - Blacktown	NZ	2384
Sydney - Blacktown	(Other)	74321
Sydney - Blacktown	Polish	2650
Sydney - Blacktown	Russian	1058
Sydney - Blacktown	Scottish	15027
Sydney - Blacktown	Serbian	1210
Sydney - Blacktown	South African	1441
Sydney - Blacktown	Spanish	3458
Sydney - Blacktown	Sri Lankan	4093
Sydney - Blacktown	Turkish	2666
Sydney - Blacktown	Vietnamese	1430
Sydney - Blacktown	Welsh	897
Sydney - City and Inner South		34648
Sydney - City and Inner South	Australian	54537
Sydney - City and Inner South	Australian Aboriginal	1038
Sydney - City and Inner South	Chinese	46295
Sydney - City and Inner South	Croatian	1765
Sydney - City and Inner South	Dutch	3079
Sydney - City and Inner South	English	74483
Sydney - City and Inner South	Filipino	4654
Sydney - City and Inner South	French	3857
Sydney - City and Inner South	German	9407
Sydney - City and Inner South	Greek	9965
Sydney - City and Inner South	Hungarian	1399
Sydney - City and Inner South	Indian	6363
Sydney - City and Inner South	Irish	33655
Sydney - City and Inner South	Italian	11527
Sydney - City and Inner South	Korean	4446
Sydney - City and Inner South	Lebanese	3189
Sydney - City and Inner South	Macedonian	992
Sydney - City and Inner South	Maltese	1901
Sydney - City and Inner South	Maori	1422
Sydney - City and Inner South	NZ	2842
Sydney - City and Inner South	(Other)	55066
Sydney - City and Inner South	Polish	2824
Sydney - City and Inner South	Russian	2837
Sydney - City and Inner South	Scottish	21881
Sydney - City and Inner South	Serbian	1242
Sydney - City and Inner South	South African	1226
Sydney - City and Inner South	Spanish	3543
Sydney - City and Inner South	Sri Lankan	894
Sydney - City and Inner South	Turkish	1871
Sydney - City and Inner South	Vietnamese	5842
Sydney - City and Inner South	Welsh	1974
Sydney - Eastern Suburbs		24961
Sydney - Eastern Suburbs	Australian	56407
Sydney - Eastern Suburbs	Australian Aboriginal	534
Sydney - Eastern Suburbs	Chinese	24991
Sydney - Eastern Suburbs	Croatian	1368
Sydney - Eastern Suburbs	Dutch	2644
Sydney - Eastern Suburbs	English	73477
Sydney - Eastern Suburbs	Filipino	2492
Sydney - Eastern Suburbs	French	4296
Sydney - Eastern Suburbs	German	9541
Sydney - Eastern Suburbs	Greek	10288
Sydney - Eastern Suburbs	Hungarian	3313
Sydney - Eastern Suburbs	Indian	3563
Sydney - Eastern Suburbs	Irish	34298
Sydney - Eastern Suburbs	Italian	11357
Sydney - Eastern Suburbs	Korean	1210
Sydney - Eastern Suburbs	Lebanese	2395
Sydney - Eastern Suburbs	Macedonian	329
Sydney - Eastern Suburbs	Maltese	1619
Sydney - Eastern Suburbs	Maori	1013
Sydney - Eastern Suburbs	NZ	2842
Sydney - Eastern Suburbs	(Other)	41683
Sydney - Eastern Suburbs	Polish	4842
Sydney - Eastern Suburbs	Russian	4747
Sydney - Eastern Suburbs	Scottish	20246
Sydney - Eastern Suburbs	Serbian	829
Sydney - Eastern Suburbs	South African	5401
Sydney - Eastern Suburbs	Spanish	2941
Sydney - Eastern Suburbs	Sri Lankan	661
Sydney - Eastern Suburbs	Turkish	632
Sydney - Eastern Suburbs	Vietnamese	1322
Sydney - Eastern Suburbs	Welsh	1748
Sydney - Inner South West		34595
Sydney - Inner South West	Australian	81445
Sydney - Inner South West	Australian Aboriginal	846
Sydney - Inner South West	Chinese	91197
Sydney - Inner South West	Croatian	4466
Sydney - Inner South West	Dutch	1789
Sydney - Inner South West	English	76609
Sydney - Inner South West	Filipino	10425
Sydney - Inner South West	French	1994
Sydney - Inner South West	German	7473
Sydney - Inner South West	Greek	43458
Sydney - Inner South West	Hungarian	1438
Sydney - Inner South West	Indian	14405
Sydney - Inner South West	Irish	26248
Sydney - Inner South West	Italian	23244
Sydney - Inner South West	Korean	5326
Sydney - Inner South West	Lebanese	61054
Sydney - Inner South West	Macedonian	13867
Sydney - Inner South West	Maltese	3813
Sydney - Inner South West	Maori	3395
Sydney - Inner South West	NZ	2601
Sydney - Inner South West	(Other)	116739
Sydney - Inner South West	Polish	2616
Sydney - Inner South West	Russian	2025
Sydney - Inner South West	Scottish	17765
Sydney - Inner South West	Serbian	2320
Sydney - Inner South West	South African	1035
Sydney - Inner South West	Spanish	4314
Sydney - Inner South West	Sri Lankan	943
Sydney - Inner South West	Turkish	2527
Sydney - Inner South West	Vietnamese	25262
Sydney - Inner South West	Welsh	1193
Sydney - Inner West		19136
Sydney - Inner West	Australian	51673
Sydney - Inner West	Australian Aboriginal	445
Sydney - Inner West	Chinese	47603
Sydney - Inner West	Croatian	2333
Sydney - Inner West	Dutch	2049
Sydney - Inner West	English	60911
Sydney - Inner West	Filipino	4454
Sydney - Inner West	French	1871
Sydney - Inner West	German	6530
Sydney - Inner West	Greek	10240
Sydney - Inner West	Hungarian	1157
Sydney - Inner West	Indian	13238
Sydney - Inner West	Irish	28134
Sydney - Inner West	Italian	28161
Sydney - Inner West	Korean	9869
Sydney - Inner West	Lebanese	7914
Sydney - Inner West	Macedonian	606
Sydney - Inner West	Maltese	1965
Sydney - Inner West	Maori	733
Sydney - Inner West	NZ	2323
Sydney - Inner West	(Other)	39156
Sydney - Inner West	Polish	2364
Sydney - Inner West	Russian	1596
Sydney - Inner West	Scottish	17746
Sydney - Inner West	Serbian	1095
Sydney - Inner West	South African	897
Sydney - Inner West	Spanish	2560
Sydney - Inner West	Sri Lankan	1908
Sydney - Inner West	Turkish	1320
Sydney - Inner West	Vietnamese	4261
Sydney - Inner West	Welsh	1496
Sydney - North Sydney and Hornsby		20645
Sydney - North Sydney and Hornsby	Australian	98014
Sydney - North Sydney and Hornsby	Australian Aboriginal	231
Sydney - North Sydney and Hornsby	Chinese	60803
Sydney - North Sydney and Hornsby	Croatian	2199
Sydney - North Sydney and Hornsby	Dutch	5190
Sydney - North Sydney and Hornsby	English	127304
Sydney - North Sydney and Hornsby	Filipino	5143
Sydney - North Sydney and Hornsby	French	3783
Sydney - North Sydney and Hornsby	German	13213
Sydney - North Sydney and Hornsby	Greek	4251
Sydney - North Sydney and Hornsby	Hungarian	2104
Sydney - North Sydney and Hornsby	Indian	13715
Sydney - North Sydney and Hornsby	Irish	45608
Sydney - North Sydney and Hornsby	Italian	12192
Sydney - North Sydney and Hornsby	Korean	9322
Sydney - North Sydney and Hornsby	Lebanese	2745
Sydney - North Sydney and Hornsby	Macedonian	500
Sydney - North Sydney and Hornsby	Maltese	1287
Sydney - North Sydney and Hornsby	Maori	640
Sydney - North Sydney and Hornsby	NZ	4597
Sydney - North Sydney and Hornsby	(Other)	52331
Sydney - North Sydney and Hornsby	Polish	3637
Sydney - North Sydney and Hornsby	Russian	3031
Sydney - North Sydney and Hornsby	Scottish	36483
Sydney - North Sydney and Hornsby	Serbian	852
Sydney - North Sydney and Hornsby	South African	5118
Sydney - North Sydney and Hornsby	Spanish	2594
Sydney - North Sydney and Hornsby	Sri Lankan	2190
Sydney - North Sydney and Hornsby	Turkish	555
Sydney - North Sydney and Hornsby	Vietnamese	2084
Sydney - North Sydney and Hornsby	Welsh	3048
Sydney - Northern Beaches		13837
Sydney - Northern Beaches	Australian	78905
Sydney - Northern Beaches	Australian Aboriginal	179
Sydney - Northern Beaches	Chinese	8062
Sydney - Northern Beaches	Croatian	2016
Sydney - Northern Beaches	Dutch	4782
Sydney - Northern Beaches	English	103450
Sydney - Northern Beaches	Filipino	2204
Sydney - Northern Beaches	French	3253
Sydney - Northern Beaches	German	9985
Sydney - Northern Beaches	Greek	2591
Sydney - Northern Beaches	Hungarian	1018
Sydney - Northern Beaches	Indian	2447
Sydney - Northern Beaches	Irish	32750
Sydney - Northern Beaches	Italian	12286
Sydney - Northern Beaches	Korean	1040
Sydney - Northern Beaches	Lebanese	883
Sydney - Northern Beaches	Macedonian	254
Sydney - Northern Beaches	Maltese	928
Sydney - Northern Beaches	Maori	1007
Sydney - Northern Beaches	NZ	3632
Sydney - Northern Beaches	(Other)	28402
Sydney - Northern Beaches	Polish	1897
Sydney - Northern Beaches	Russian	1220
Sydney - Northern Beaches	Scottish	26579
Sydney - Northern Beaches	Serbian	1532
Sydney - Northern Beaches	South African	2552
Sydney - Northern Beaches	Spanish	1719
Sydney - Northern Beaches	Sri Lankan	301
Sydney - Northern Beaches	Turkish	338
Sydney - Northern Beaches	Vietnamese	648
Sydney - Northern Beaches	Welsh	2505
Sydney - Outer South West		15325
Sydney - Outer South West	Australian	88961
Sydney - Outer South West	Australian Aboriginal	1377
Sydney - Outer South West	Chinese	6249
Sydney - Outer South West	Croatian	2112
Sydney - Outer South West	Dutch	2628
Sydney - Outer South West	English	82330
Sydney - Outer South West	Filipino	6437
Sydney - Outer South West	French	1347
Sydney - Outer South West	German	8157
Sydney - Outer South West	Greek	2873
Sydney - Outer South West	Hungarian	919
Sydney - Outer South West	Indian	9634
Sydney - Outer South West	Irish	23720
Sydney - Outer South West	Italian	9627
Sydney - Outer South West	Korean	331
Sydney - Outer South West	Lebanese	4487
Sydney - Outer South West	Macedonian	805
Sydney - Outer South West	Maltese	4107
Sydney - Outer South West	Maori	2119
Sydney - Outer South West	NZ	2239
Sydney - Outer South West	(Other)	43226
Sydney - Outer South West	Polish	2226
Sydney - Outer South West	Russian	909
Sydney - Outer South West	Scottish	19228
Sydney - Outer South West	Serbian	1080
Sydney - Outer South West	South African	1408
Sydney - Outer South West	Spanish	2411
Sydney - Outer South West	Sri Lankan	723
Sydney - Outer South West	Turkish	550
Sydney - Outer South West	Vietnamese	1706
Sydney - Outer South West	Welsh	1284
Sydney - Outer West and Blue Mountains		18422
Sydney - Outer West and Blue Mountains	Australian	114657
Sydney - Outer West and Blue Mountains	Australian Aboriginal	1534
Sydney - Outer West and Blue Mountains	Chinese	4936
Sydney - Outer West and Blue Mountains	Croatian	2544
Sydney - Outer West and Blue Mountains	Dutch	5232
Sydney - Outer West and Blue Mountains	English	114023
Sydney - Outer West and Blue Mountains	Filipino	6067
Sydney - Outer West and Blue Mountains	French	1649
Sydney - Outer West and Blue Mountains	German	11469
Sydney - Outer West and Blue Mountains	Greek	3366
Sydney - Outer West and Blue Mountains	Hungarian	1448
Sydney - Outer West and Blue Mountains	Indian	6367
Sydney - Outer West and Blue Mountains	Irish	35791
Sydney - Outer West and Blue Mountains	Italian	10122
Sydney - Outer West and Blue Mountains	Korean	562
Sydney - Outer West and Blue Mountains	Lebanese	2768
Sydney - Outer West and Blue Mountains	Macedonian	615
Sydney - Outer West and Blue Mountains	Maltese	9662
Sydney - Outer West and Blue Mountains	Maori	2141
Sydney - Outer West and Blue Mountains	NZ	2801
Sydney - Outer West and Blue Mountains	(Other)	29633
Sydney - Outer West and Blue Mountains	Polish	2951
Sydney - Outer West and Blue Mountains	Russian	1077
Sydney - Outer West and Blue Mountains	Scottish	27436
Sydney - Outer West and Blue Mountains	Serbian	813
Sydney - Outer West and Blue Mountains	South African	1124
Sydney - Outer West and Blue Mountains	Spanish	1842
Sydney - Outer West and Blue Mountains	Sri Lankan	1004
Sydney - Outer West and Blue Mountains	Turkish	899
Sydney - Outer West and Blue Mountains	Vietnamese	797
