SA4_NAME16	Age	MaritalStatus	Registered	adults
Mid North Coast	25-34	Never married		6411
Mid North Coast	35-44	Married	0	2912
Mid North Coast	35-44	Married	1	9914
Mid North Coast	35-44	Never married		5774
Mid North Coast	45-54	Married	0	3192
Mid North Coast	45-54	Married	1	12862
Mid North Coast	45-54	Never married		8185
Mid North Coast	55-64	Married	0	2831
Mid North Coast	55-64	Married	1	16880
Mid North Coast	55-64	Never married		9387
Mid North Coast	65-74	Married	0	1647
Mid North Coast	65-74	Married	1	18311
Mid North Coast	65-74	Never married		8451
Mid North Coast	75-84	Married	0	487
Mid North Coast	75-84	Married	1	9000
Mid North Coast	75-84	Never married		6246
Mid North Coast	85+	Married	0	75
Mid North Coast	85+	Married	1	1940
Mid North Coast	85+	Never married		3401
Murray	15-19	Married	0	157
Murray	15-19	Married	1	9
Murray	15-19	Never married		5784
Murray	20-24	Married	0	1096
Murray	20-24	Married	1	237
Murray	20-24	Never married		3850
Murray	25-34	Married	0	2462
Murray	25-34	Married	1	4319
Murray	25-34	Never married		3907
Murray	35-44	Married	0	1546
Murray	35-44	Married	1	6854
Murray	35-44	Never married		3030
Murray	45-54	Married	0	1491
Murray	45-54	Married	1	7734
Murray	45-54	Never married		3881
Murray	55-64	Married	0	1138
Murray	55-64	Married	1	8852
Murray	55-64	Never married		4039
Murray	65-74	Married	0	543
Murray	65-74	Married	1	7393
Murray	65-74	Never married		3398
Murray	75-84	Married	0	148
Murray	75-84	Married	1	3411
Murray	75-84	Never married		2681
Murray	85+	Married	0	12
Murray	85+	Married	1	697
Murray	85+	Never married		1352
New England and North West	15-19	Married	0	273
New England and North West	15-19	Married	1	14
New England and North West	15-19	Never married		8816
New England and North West	20-24	Married	0	1906
New England and North West	20-24	Married	1	425
New England and North West	20-24	Never married		5768
New England and North West	25-34	Married	0	3931
New England and North West	25-34	Married	1	6556
New England and North West	25-34	Never married		6784
New England and North West	35-44	Married	0	2506
New England and North West	35-44	Married	1	10194
New England and North West	35-44	Never married		5108
New England and North West	45-54	Married	0	2334
New England and North West	45-54	Married	1	11913
New England and North West	45-54	Never married		6290
New England and North West	55-64	Married	0	1624
New England and North West	55-64	Married	1	12870
New England and North West	55-64	Never married		6522
New England and North West	65-74	Married	0	742
New England and North West	65-74	Married	1	10624
New England and North West	65-74	Never married		5526
New England and North West	75-84	Married	0	176
New England and North West	75-84	Married	1	5056
New England and North West	75-84	Never married		4080
New England and North West	85+	Married	0	26
New England and North West	85+	Married	1	859
New England and North West	85+	Never married		1941
Newcastle and Lake Macquarie	15-19	Married	0	271
Newcastle and Lake Macquarie	15-19	Married	1	12
Newcastle and Lake Macquarie	15-19	Never married		19266
Newcastle and Lake Macquarie	20-24	Married	0	3077
Newcastle and Lake Macquarie	20-24	Married	1	700
Newcastle and Lake Macquarie	20-24	Never married		17653
Newcastle and Lake Macquarie	25-34	Married	0	9540
Newcastle and Lake Macquarie	25-34	Married	1	15386
Newcastle and Lake Macquarie	25-34	Never married		16844
Newcastle and Lake Macquarie	35-44	Married	0	5731
Newcastle and Lake Macquarie	35-44	Married	1	23822
Newcastle and Lake Macquarie	35-44	Never married		11372
Newcastle and Lake Macquarie	45-54	Married	0	4712
Newcastle and Lake Macquarie	45-54	Married	1	24638
Newcastle and Lake Macquarie	45-54	Never married		13376
Newcastle and Lake Macquarie	55-64	Married	0	3042
Newcastle and Lake Macquarie	55-64	Married	1	24978
Newcastle and Lake Macquarie	55-64	Never married		12877
Newcastle and Lake Macquarie	65-74	Married	0	1430
Newcastle and Lake Macquarie	65-74	Married	1	20733
Newcastle and Lake Macquarie	65-74	Never married		10252
Newcastle and Lake Macquarie	75-84	Married	0	403
Newcastle and Lake Macquarie	75-84	Married	1	10002
Newcastle and Lake Macquarie	75-84	Never married		7768
Newcastle and Lake Macquarie	85+	Married	0	51
Newcastle and Lake Macquarie	85+	Married	1	2239
Newcastle and Lake Macquarie	85+	Never married		4664
Richmond - Tweed	15-19	Married	0	171
Richmond - Tweed	15-19	Married	1	24
Richmond - Tweed	15-19	Never married		12120
Richmond - Tweed	20-24	Married	0	1442
Richmond - Tweed	20-24	Married	1	329
Richmond - Tweed	20-24	Never married		7156
Richmond - Tweed	25-34	Married	0	4437
Richmond - Tweed	25-34	Married	1	6500
Richmond - Tweed	25-34	Never married		8206
Richmond - Tweed	35-44	Married	0	4414
Richmond - Tweed	35-44	Married	1	12537
Richmond - Tweed	35-44	Never married		7651
Richmond - Tweed	45-54	Married	0	4147
Richmond - Tweed	45-54	Married	1	14831
Richmond - Tweed	45-54	Never married		10128
Richmond - Tweed	55-64	Married	0	3377
Richmond - Tweed	55-64	Married	1	17512
Richmond - Tweed	55-64	Never married		11436
Richmond - Tweed	65-74	Married	0	1591
Richmond - Tweed	65-74	Married	1	15292
Richmond - Tweed	65-74	Never married		8594
Richmond - Tweed	75-84	Married	0	392
Richmond - Tweed	75-84	Married	1	7743
Richmond - Tweed	75-84	Never married		6018
Richmond - Tweed	85+	Married	0	64
Richmond - Tweed	85+	Married	1	1818
Richmond - Tweed	85+	Never married		3603
Riverina	15-19	Married	0	211
Riverina	15-19	Married	1	8
Riverina	15-19	Never married		8184
Riverina	20-24	Married	0	1740
Riverina	20-24	Married	1	376
Riverina	20-24	Never married		5599
Riverina	25-34	Married	0	3487
Riverina	25-34	Married	1	6625
Riverina	25-34	Never married		6085
Riverina	35-44	Married	0	1945
Riverina	35-44	Married	1	9740
Riverina	35-44	Never married		4222
Riverina	45-54	Married	0	1729
Riverina	45-54	Married	1	10975
Riverina	45-54	Never married		4835
Riverina	55-64	Married	0	1161
Riverina	55-64	Married	1	11132
Riverina	55-64	Never married		4845
Riverina	65-74	Married	0	454
Riverina	65-74	Married	1	8321
Riverina	65-74	Never married		3879
Riverina	75-84	Married	0	117
Riverina	75-84	Married	1	4201
Riverina	75-84	Never married		3151
Riverina	85+	Married	0	18
Riverina	85+	Married	1	838
Riverina	85+	Never married		1668
Southern Highlands and Shoalhaven	15-19	Married	0	119
Southern Highlands and Shoalhaven	15-19	Married	1	9
Southern Highlands and Shoalhaven	15-19	Never married		7052
Southern Highlands and Shoalhaven	20-24	Married	0	1077
Southern Highlands and Shoalhaven	20-24	Married	1	314
Southern Highlands and Shoalhaven	20-24	Never married		3961
Southern Highlands and Shoalhaven	25-34	Married	0	2603
Southern Highlands and Shoalhaven	25-34	Married	1	4476
Southern Highlands and Shoalhaven	25-34	Never married		4271
Southern Highlands and Shoalhaven	35-44	Married	0	2020
Southern Highlands and Shoalhaven	35-44	Married	1	7645
Southern Highlands and Shoalhaven	35-44	Never married		3654
Southern Highlands and Shoalhaven	45-54	Married	0	2105
Southern Highlands and Shoalhaven	45-54	Married	1	9526
Southern Highlands and Shoalhaven	45-54	Never married		4976
Southern Highlands and Shoalhaven	55-64	Married	0	1676
Southern Highlands and Shoalhaven	55-64	Married	1	11814
Southern Highlands and Shoalhaven	55-64	Never married		5693
Southern Highlands and Shoalhaven	65-74	Married	0	991
Southern Highlands and Shoalhaven	65-74	Married	1	12569
Southern Highlands and Shoalhaven	65-74	Never married		5524
Southern Highlands and Shoalhaven	75-84	Married	0	278
Southern Highlands and Shoalhaven	75-84	Married	1	6097
Southern Highlands and Shoalhaven	75-84	Never married		3888
Southern Highlands and Shoalhaven	85+	Married	0	56
Southern Highlands and Shoalhaven	85+	Married	1	1135
Southern Highlands and Shoalhaven	85+	Never married		1959
Sydney - Baulkham Hills and Hawkesbury	15-19	Married	0	47
Sydney - Baulkham Hills and Hawkesbury	15-19	Married	1	8
Sydney - Baulkham Hills and Hawkesbury	15-19	Never married		15851
Sydney - Baulkham Hills and Hawkesbury	20-24	Married	0	579
Sydney - Baulkham Hills and Hawkesbury	20-24	Married	1	322
Sydney - Baulkham Hills and Hawkesbury	20-24	Never married		12398
Sydney - Baulkham Hills and Hawkesbury	25-34	Married	0	2078
Sydney - Baulkham Hills and Hawkesbury	25-34	Married	1	9877
Sydney - Baulkham Hills and Hawkesbury	25-34	Never married		9429
Sydney - Baulkham Hills and Hawkesbury	35-44	Married	0	1951
Sydney - Baulkham Hills and Hawkesbury	35-44	Married	1	24418
Sydney - Baulkham Hills and Hawkesbury	35-44	Never married		4229
Sydney - Baulkham Hills and Hawkesbury	45-54	Married	0	1987
Sydney - Baulkham Hills and Hawkesbury	45-54	Married	1	25312
Sydney - Baulkham Hills and Hawkesbury	45-54	Never married		4709
Sydney - Baulkham Hills and Hawkesbury	55-64	Married	0	1273
Sydney - Baulkham Hills and Hawkesbury	55-64	Married	1	20633
Sydney - Baulkham Hills and Hawkesbury	55-64	Never married		4287
Sydney - Baulkham Hills and Hawkesbury	65-74	Married	0	551
Sydney - Baulkham Hills and Hawkesbury	65-74	Married	1	13981
Sydney - Baulkham Hills and Hawkesbury	65-74	Never married		3964
Sydney - Baulkham Hills and Hawkesbury	75-84	Married	0	117
Sydney - Baulkham Hills and Hawkesbury	75-84	Married	1	5080
Sydney - Baulkham Hills and Hawkesbury	75-84	Never married		2725
Sydney - Baulkham Hills and Hawkesbury	85+	Married	0	29
Sydney - Baulkham Hills and Hawkesbury	85+	Married	1	1029
Sydney - Baulkham Hills and Hawkesbury	85+	Never married		1659
Sydney - Blacktown	15-19	Married	0	161
Sydney - Blacktown	15-19	Married	1	29
Sydney - Blacktown	15-19	Never married		21936
Sydney - Blacktown	20-24	Married	0	1513
Sydney - Blacktown	20-24	Married	1	1176
Sydney - Blacktown	20-24	Never married		18452
Sydney - Blacktown	25-34	Married	0	5083
Sydney - Blacktown	25-34	Married	1	24454
Sydney - Blacktown	25-34	Never married		19149
Sydney - Blacktown	35-44	Married	0	3750
Sydney - Blacktown	35-44	Married	1	34416
Sydney - Blacktown	35-44	Never married		10407
Sydney - Blacktown	45-54	Married	0	2985
Sydney - Blacktown	45-54	Married	1	26377
Sydney - Blacktown	45-54	Never married		10229
Sydney - Blacktown	55-64	Married	0	1678
Sydney - Blacktown	55-64	Married	1	20837
Sydney - Blacktown	55-64	Never married		9132
Sydney - Blacktown	65-74	Married	0	665
Sydney - Blacktown	65-74	Married	1	12619
Sydney - Blacktown	65-74	Never married		6671
Sydney - Blacktown	75-84	Married	0	140
Sydney - Blacktown	75-84	Married	1	4318
Sydney - Blacktown	75-84	Never married		4049
Sydney - Blacktown	85+	Married	0	26
Sydney - Blacktown	85+	Married	1	747
Sydney - Blacktown	85+	Never married		1666
Sydney - City and Inner South	15-19	Married	0	194
Sydney - City and Inner South	15-19	Married	1	22
Sydney - City and Inner South	15-19	Never married		9957
Sydney - City and Inner South	20-24	Married	0	3573
Sydney - City and Inner South	20-24	Married	1	815
Sydney - City and Inner South	20-24	Never married		24744
Sydney - City and Inner South	25-34	Married	0	19820
Sydney - City and Inner South	25-34	Married	1	16914
Sydney - City and Inner South	25-34	Never married		40202
Sydney - City and Inner South	35-44	Married	0	9360
Sydney - City and Inner South	35-44	Married	1	18173
Sydney - City and Inner South	35-44	Never married		16922
Sydney - City and Inner South	45-54	Married	0	5534
Sydney - City and Inner South	45-54	Married	1	11680
Sydney - City and Inner South	45-54	Never married		12777
Sydney - City and Inner South	55-64	Married	0	2720
Sydney - City and Inner South	55-64	Married	1	9101
Sydney - City and Inner South	55-64	Never married		10254
Sydney - City and Inner South	65-74	Married	0	1006
Sydney - City and Inner South	65-74	Married	1	6544
Sydney - City and Inner South	65-74	Never married		6905
Sydney - City and Inner South	75-84	Married	0	235
Sydney - City and Inner South	75-84	Married	1	3206
Sydney - City and Inner South	75-84	Never married		3930
Sydney - City and Inner South	85+	Married	0	33
Sydney - City and Inner South	85+	Married	1	667
Sydney - City and Inner South	85+	Never married		1672
Sydney - Eastern Suburbs	15-19	Married	0	87
Sydney - Eastern Suburbs	15-19	Married	1	4
Sydney - Eastern Suburbs	15-19	Never married		10754
Sydney - Eastern Suburbs	20-24	Married	0	1498
Sydney - Eastern Suburbs	20-24	Married	1	197
Sydney - Eastern Suburbs	20-24	Never married		15917
Sydney - Eastern Suburbs	25-34	Married	0	11700
Sydney - Eastern Suburbs	25-34	Married	1	10502
Sydney - Eastern Suburbs	25-34	Never married		22932
Sydney - Eastern Suburbs	35-44	Married	0	6214
Sydney - Eastern Suburbs	35-44	Married	1	20163
Sydney - Eastern Suburbs	35-44	Never married		10057
Sydney - Eastern Suburbs	45-54	Married	0	3508
Sydney - Eastern Suburbs	45-54	Married	1	16825
Sydney - Eastern Suburbs	45-54	Never married		8705
Sydney - Eastern Suburbs	55-64	Married	0	1915
Sydney - Eastern Suburbs	55-64	Married	1	12504
Sydney - Eastern Suburbs	55-64	Never married		7643
Sydney - Eastern Suburbs	65-74	Married	0	968
Sydney - Eastern Suburbs	65-74	Married	1	9914
Sydney - Eastern Suburbs	65-74	Never married		6500
Sydney - Eastern Suburbs	75-84	Married	0	275
Sydney - Eastern Suburbs	75-84	Married	1	4952
Sydney - Eastern Suburbs	75-84	Never married		4565
Sydney - Eastern Suburbs	85+	Married	0	69
Sydney - Eastern Suburbs	85+	Married	1	1362
Sydney - Eastern Suburbs	85+	Never married		2886
Sydney - Inner South West	15-19	Married	0	102
Sydney - Inner South West	15-19	Married	1	115
Sydney - Inner South West	15-19	Never married		32272
Sydney - Inner South West	20-24	Married	0	1757
Sydney - Inner South West	20-24	Married	1	3269
Sydney - Inner South West	20-24	Never married		33469
Sydney - Inner South West	25-34	Married	0	8061
Sydney - Inner South West	25-34	Married	1	39376
Sydney - Inner South West	25-34	Never married		39914
Sydney - Inner South West	35-44	Married	0	5352
Sydney - Inner South West	35-44	Married	1	47592
Sydney - Inner South West	35-44	Never married		19266
Sydney - Inner South West	45-54	Married	0	4278
Sydney - Inner South West	45-54	Married	1	43046
Sydney - Inner South West	45-54	Never married		19563
Sydney - Inner South West	55-64	Married	0	2925
Sydney - Inner South West	55-64	Married	1	35677
Sydney - Inner South West	55-64	Never married		18005
Sydney - Inner South West	65-74	Married	0	1289
Sydney - Inner South West	65-74	Married	1	24631
Sydney - Inner South West	65-74	Never married		12966
Sydney - Inner South West	75-84	Married	0	397
Sydney - Inner South West	75-84	Married	1	13410
Sydney - Inner South West	75-84	Never married		9923
Sydney - Inner South West	85+	Married	0	54
Sydney - Inner South West	85+	Married	1	3170
Sydney - Inner South West	85+	Never married		6115
Sydney - Inner West	15-19	Married	0	79
Sydney - Inner West	15-19	Married	1	21
Sydney - Inner West	15-19	Never married		12663
Sydney - Inner West	20-24	Married	0	1665
Sydney - Inner West	20-24	Married	1	834
Sydney - Inner West	20-24	Never married		17996
Sydney - Inner West	25-34	Married	0	8400
Sydney - Inner West	25-34	Married	1	18891
Sydney - Inner West	25-34	Never married		23734
Sydney - Inner West	35-44	Married	0	5037
Sydney - Inner West	35-44	Married	1	25139
Sydney - Inner West	35-44	Never married		10553
Sydney - Inner West	45-54	Married	0	3757
Sydney - Inner West	45-54	Married	1	21068
Sydney - Inner West	45-54	Never married		10360
Sydney - Inner West	55-64	Married	0	2317
Sydney - Inner West	55-64	Married	1	16070
Sydney - Inner West	55-64	Never married		8993
Sydney - Inner West	65-74	Married	0	969
Sydney - Inner West	65-74	Married	1	11066
Sydney - Inner West	65-74	Never married		6526
Sydney - Inner West	75-84	Married	0	228
Sydney - Inner West	75-84	Married	1	5638
Sydney - Inner West	75-84	Never married		4659
Sydney - Inner West	85+	Married	0	48
Sydney - Inner West	85+	Married	1	1314
Sydney - Inner West	85+	Never married		2730
Sydney - North Sydney and Hornsby	15-19	Married	0	77
Sydney - North Sydney and Hornsby	15-19	Married	1	8
Sydney - North Sydney and Hornsby	15-19	Never married		21446
Sydney - North Sydney and Hornsby	20-24	Married	0	1464
Sydney - North Sydney and Hornsby	20-24	Married	1	518
Sydney - North Sydney and Hornsby	20-24	Never married		17926
Sydney - North Sydney and Hornsby	25-34	Married	0	9748
Sydney - North Sydney and Hornsby	25-34	Married	1	20817
Sydney - North Sydney and Hornsby	25-34	Never married		20689
Sydney - North Sydney and Hornsby	35-44	Married	0	5590
Sydney - North Sydney and Hornsby	35-44	Married	1	40940
Sydney - North Sydney and Hornsby	35-44	Never married		11817
Sydney - North Sydney and Hornsby	45-54	Married	0	4030
Sydney - North Sydney and Hornsby	45-54	Married	1	37796
Sydney - North Sydney and Hornsby	45-54	Never married		11452
Sydney - North Sydney and Hornsby	55-64	Married	0	2448
Sydney - North Sydney and Hornsby	55-64	Married	1	27774
Sydney - North Sydney and Hornsby	55-64	Never married		10534
Sydney - North Sydney and Hornsby	65-74	Married	0	1185
Sydney - North Sydney and Hornsby	65-74	Married	1	20768
Sydney - North Sydney and Hornsby	65-74	Never married		8758
Sydney - North Sydney and Hornsby	75-84	Married	0	337
Sydney - North Sydney and Hornsby	75-84	Married	1	9891
Sydney - North Sydney and Hornsby	75-84	Never married		6484
Sydney - North Sydney and Hornsby	85+	Married	0	71
Sydney - North Sydney and Hornsby	85+	Married	1	2524
Sydney - North Sydney and Hornsby	85+	Never married		4415
Sydney - Northern Beaches	15-19	Married	0	48
Sydney - Northern Beaches	15-19	Married	1	8
Sydney - Northern Beaches	15-19	Never married		13481
Sydney - Northern Beaches	20-24	Married	0	989
Sydney - Northern Beaches	20-24	Married	1	281
Sydney - Northern Beaches	20-24	Never married		10061
Sydney - Northern Beaches	25-34	Married	0	6317
Sydney - Northern Beaches	25-34	Married	1	9622
Sydney - Northern Beaches	25-34	Never married		10731
Sydney - Northern Beaches	35-44	Married	0	4809
Sydney - Northern Beaches	35-44	Married	1	23996
Sydney - Northern Beaches	35-44	Never married		6495
Sydney - Northern Beaches	45-54	Married	0	3597
Sydney - Northern Beaches	45-54	Married	1	23572
Sydney - Northern Beaches	45-54	Never married		7441
Sydney - Northern Beaches	55-64	Married	0	2024
Sydney - Northern Beaches	55-64	Married	1	17100
Sydney - Northern Beaches	55-64	Never married		6673
Sydney - Northern Beaches	65-74	Married	0	895
Sydney - Northern Beaches	65-74	Married	1	13261
Sydney - Northern Beaches	65-74	Never married		5739
Sydney - Northern Beaches	75-84	Married	0	222
Sydney - Northern Beaches	75-84	Married	1	6592
Sydney - Northern Beaches	75-84	Never married		4442
Sydney - Northern Beaches	85+	Married	0	38
Sydney - Northern Beaches	85+	Married	1	1643
Sydney - Northern Beaches	85+	Never married		3149
Sydney - Outer South West	15-19	Married	0	164
Sydney - Outer South West	15-19	Married	1	19
Sydney - Outer South West	15-19	Never married		16659
Sydney - Outer South West	20-24	Married	0	1859
Sydney - Outer South West	20-24	Married	1	819
Sydney - Outer South West	20-24	Never married		13366
Sydney - Outer South West	25-34	Married	0	5254
Sydney - Outer South West	25-34	Married	1	15609
Sydney - Outer South West	25-34	Never married		13032
Sydney - Outer South West	35-44	Married	0	3799
Sydney - Outer South West	35-44	Married	1	21985
Sydney - Outer South West	35-44	Never married		8177
Sydney - Outer South West	45-54	Married	0	3060
Sydney - Outer South West	45-54	Married	1	20523
Sydney - Outer South West	45-54	Never married		7929
Sydney - Outer South West	55-64	Married	0	1847
Sydney - Outer South West	55-64	Married	1	18635
Sydney - Outer South West	55-64	Never married		7152
Sydney - Outer South West	65-74	Married	0	745
Sydney - Outer South West	65-74	Married	1	11725
Sydney - Outer South West	65-74	Never married		5459
Sydney - Outer South West	75-84	Married	0	171
Sydney - Outer South West	75-84	Married	1	3935
Sydney - Outer South West	75-84	Never married		3114
Sydney - Outer South West	85+	Married	0	23
Sydney - Outer South West	85+	Married	1	646
Sydney - Outer South West	85+	Never married		1457
Sydney - Outer West and Blue Mountains	15-19	Married	0	255
Sydney - Outer West and Blue Mountains	15-19	Married	1	11
Sydney - Outer West and Blue Mountains	15-19	Never married		18345
Sydney - Outer West and Blue Mountains	20-24	Married	0	2452
Sydney - Outer West and Blue Mountains	20-24	Married	1	911
Sydney - Outer West and Blue Mountains	20-24	Never married		14545
Sydney - Outer West and Blue Mountains	25-34	Married	0	7396
Sydney - Outer West and Blue Mountains	25-34	Married	1	15911
Sydney - Outer West and Blue Mountains	25-34	Never married		14538
