SA4_NAME16	Age	EnglishProficiency	SpeaksEnglishOnly	YearOfArrival.max	persons_born_overseas
Capital Region	35-44	Speaks English not well or not at all	0	2016	6
Capital Region	45-54				36
Capital Region	45-54			2000	11
Capital Region	45-54		0	2000	8
Capital Region	45-54		1		115
Capital Region	45-54		1	2000	2449
Capital Region	45-54		1	2005	198
Capital Region	45-54		1	2010	161
Capital Region	45-54		1	2011	31
Capital Region	45-54		1	2012	50
Capital Region	45-54		1	2013	18
Capital Region	45-54		1	2014	26
Capital Region	45-54		1	2015	13
Capital Region	45-54		1	2016	10
Capital Region	45-54	Speaks English well or very well	0		23
Capital Region	45-54	Speaks English well or very well	0	2000	663
Capital Region	45-54	Speaks English well or very well	0	2005	153
Capital Region	45-54	Speaks English well or very well	0	2010	138
Capital Region	45-54	Speaks English well or very well	0	2011	27
Capital Region	45-54	Speaks English well or very well	0	2012	10
Capital Region	45-54	Speaks English well or very well	0	2013	14
Capital Region	45-54	Speaks English well or very well	0	2014	10
Capital Region	45-54	Speaks English well or very well	0	2015	11
Capital Region	45-54	Speaks English well or very well	0	2016	4
Capital Region	45-54	Speaks English not well or not at all	0		17
Capital Region	45-54	Speaks English not well or not at all	0	2000	52
Capital Region	45-54	Speaks English not well or not at all	0	2005	15
Capital Region	45-54	Speaks English not well or not at all	0	2010	29
Capital Region	45-54	Speaks English not well or not at all	0	2012	6
Capital Region	45-54	Speaks English not well or not at all	0	2013	4
Capital Region	45-54	Speaks English not well or not at all	0	2014	6
Capital Region	45-54	Speaks English not well or not at all	0	2015	3
Capital Region	45-54	Speaks English not well or not at all	0	2016	9
Capital Region	55-64				21
Capital Region	55-64			2000	8
Capital Region	55-64		0		3
Capital Region	55-64		0	2000	7
Capital Region	55-64		1		149
Capital Region	55-64		1	2000	3550
Capital Region	55-64		1	2005	123
Capital Region	55-64		1	2010	66
Capital Region	55-64		1	2011	7
Capital Region	55-64		1	2012	16
Capital Region	55-64		1	2013	13
Capital Region	55-64		1	2014	8
Capital Region	55-64		1	2015	9
Capital Region	55-64	Speaks English well or very well	0		24
Capital Region	55-64	Speaks English well or very well	0	2000	862
Capital Region	55-64	Speaks English well or very well	0	2005	48
Capital Region	55-64	Speaks English well or very well	0	2010	23
Capital Region	55-64	Speaks English well or very well	0	2011	13
Capital Region	55-64	Speaks English well or very well	0	2012	8
Capital Region	55-64	Speaks English well or very well	0	2013	3
Capital Region	55-64	Speaks English well or very well	0	2014	9
Capital Region	55-64	Speaks English not well or not at all	0		12
Capital Region	55-64	Speaks English not well or not at all	0	2000	84
Capital Region	55-64	Speaks English not well or not at all	0	2005	12
Capital Region	55-64	Speaks English not well or not at all	0	2010	9
Capital Region	55-64	Speaks English not well or not at all	0	2011	4
Capital Region	55-64	Speaks English not well or not at all	0	2012	4
Capital Region	55-64	Speaks English not well or not at all	0	2014	8
Capital Region	55-64	Speaks English not well or not at all	0	2015	3
Capital Region	55-64	Speaks English not well or not at all	0	2016	5
Capital Region	65-74				15
Capital Region	65-74			2000	7
Capital Region	65-74		0		3
Capital Region	65-74		0	2000	16
Capital Region	65-74		1		154
Capital Region	65-74		1	2000	4185
Capital Region	65-74		1	2005	42
Capital Region	65-74		1	2010	26
Capital Region	65-74		1	2011	5
Capital Region	65-74		1	2012	3
Capital Region	65-74		1	2013	3
Capital Region	65-74		1	2014	11
Capital Region	65-74		1	2015	3
Capital Region	65-74	Speaks English well or very well	0		24
Capital Region	65-74	Speaks English well or very well	0	2000	993
Capital Region	65-74	Speaks English well or very well	0	2005	16
Capital Region	65-74	Speaks English well or very well	0	2010	10
Capital Region	65-74	Speaks English well or very well	0	2012	3
Capital Region	65-74	Speaks English well or very well	0	2013	5
Capital Region	65-74	Speaks English well or very well	0	2014	4
Capital Region	65-74	Speaks English not well or not at all	0		3
Capital Region	65-74	Speaks English not well or not at all	0	2000	120
Capital Region	65-74	Speaks English not well or not at all	0	2005	3
Capital Region	65-74	Speaks English not well or not at all	0	2010	10
Capital Region	65-74	Speaks English not well or not at all	0	2016	3
Capital Region	75-84				9
Capital Region	75-84			2000	12
Capital Region	75-84		0		6
Capital Region	75-84		0	2000	6
Capital Region	75-84		1		75
Capital Region	75-84		1	2000	1923
Capital Region	75-84		1	2005	17
Capital Region	75-84		1	2010	19
Capital Region	75-84		1	2011	3
Capital Region	75-84		1	2013	3
Capital Region	75-84	Speaks English well or very well	0		24
Capital Region	75-84	Speaks English well or very well	0	2000	705
Capital Region	75-84	Speaks English well or very well	0	2005	3
Capital Region	75-84	Speaks English not well or not at all	0		8
Capital Region	75-84	Speaks English not well or not at all	0	2000	145
Capital Region	75-84	Speaks English not well or not at all	0	2010	6
Capital Region	75-84	Speaks English not well or not at all	0	2011	3
Capital Region	85+				15
Capital Region	85+			2000	6
Capital Region	85+		0		4
Capital Region	85+		0	2000	5
Capital Region	85+		1		65
Capital Region	85+		1	2000	589
Capital Region	85+		1	2010	5
Capital Region	85+	Speaks English well or very well	0		17
Capital Region	85+	Speaks English well or very well	0	2000	186
Capital Region	85+	Speaks English not well or not at all	0		13
Capital Region	85+	Speaks English not well or not at all	0	2000	78
Capital Region	85+	Speaks English not well or not at all	0	2010	4
Central Coast	0-14		0	2010	3
Central Coast	0-14		0	2014	3
Central Coast	0-14		1		73
Central Coast	0-14		1	2005	147
Central Coast	0-14		1	2010	566
Central Coast	0-14		1	2011	143
Central Coast	0-14		1	2012	128
Central Coast	0-14		1	2013	123
Central Coast	0-14		1	2014	112
Central Coast	0-14		1	2015	93
Central Coast	0-14		1	2016	60
Central Coast	0-14	Speaks English well or very well	0		29
Central Coast	0-14	Speaks English well or very well	0	2005	38
Central Coast	0-14	Speaks English well or very well	0	2010	208
Central Coast	0-14	Speaks English well or very well	0	2011	71
Central Coast	0-14	Speaks English well or very well	0	2012	85
Central Coast	0-14	Speaks English well or very well	0	2013	85
Central Coast	0-14	Speaks English well or very well	0	2014	64
Central Coast	0-14	Speaks English well or very well	0	2015	49
Central Coast	0-14	Speaks English well or very well	0	2016	25
Central Coast	0-14	Speaks English not well or not at all	0		10
Central Coast	0-14	Speaks English not well or not at all	0	2013	5
Central Coast	0-14	Speaks English not well or not at all	0	2014	9
Central Coast	0-14	Speaks English not well or not at all	0	2015	28
Central Coast	0-14	Speaks English not well or not at all	0	2016	28
Central Coast	15-24				9
Central Coast	15-24		1		58
Central Coast	15-24		1	2000	314
Central Coast	15-24		1	2005	554
Central Coast	15-24		1	2010	306
Central Coast	15-24		1	2011	44
Central Coast	15-24		1	2012	30
Central Coast	15-24		1	2013	19
Central Coast	15-24		1	2014	26
Central Coast	15-24		1	2015	38
Central Coast	15-24		1	2016	23
Central Coast	15-24	Speaks English well or very well	0		37
Central Coast	15-24	Speaks English well or very well	0	2000	66
Central Coast	15-24	Speaks English well or very well	0	2005	153
Central Coast	15-24	Speaks English well or very well	0	2010	171
Central Coast	15-24	Speaks English well or very well	0	2011	42
Central Coast	15-24	Speaks English well or very well	0	2012	36
Central Coast	15-24	Speaks English well or very well	0	2013	44
Central Coast	15-24	Speaks English well or very well	0	2014	55
Central Coast	15-24	Speaks English well or very well	0	2015	53
Central Coast	15-24	Speaks English well or very well	0	2016	28
Central Coast	15-24	Speaks English not well or not at all	0		6
Central Coast	15-24	Speaks English not well or not at all	0	2010	3
Central Coast	15-24	Speaks English not well or not at all	0	2013	6
Central Coast	15-24	Speaks English not well or not at all	0	2014	9
Central Coast	15-24	Speaks English not well or not at all	0	2015	9
Central Coast	15-24	Speaks English not well or not at all	0	2016	12
Central Coast	25-34				8
Central Coast	25-34		0	2010	4
Central Coast	25-34		0	2015	3
Central Coast	25-34		1		77
Central Coast	25-34		1	2000	936
Central Coast	25-34		1	2005	259
Central Coast	25-34		1	2010	408
Central Coast	25-34		1	2011	81
Central Coast	25-34		1	2012	104
Central Coast	25-34		1	2013	99
Central Coast	25-34		1	2014	82
Central Coast	25-34		1	2015	64
Central Coast	25-34		1	2016	36
Central Coast	25-34	Speaks English well or very well	0		58
Central Coast	25-34	Speaks English well or very well	0	2000	254
Central Coast	25-34	Speaks English well or very well	0	2005	212
Central Coast	25-34	Speaks English well or very well	0	2010	607
Central Coast	25-34	Speaks English well or very well	0	2011	132
Central Coast	25-34	Speaks English well or very well	0	2012	155
Central Coast	25-34	Speaks English well or very well	0	2013	152
Central Coast	25-34	Speaks English well or very well	0	2014	116
Central Coast	25-34	Speaks English well or very well	0	2015	111
Central Coast	25-34	Speaks English well or very well	0	2016	68
Central Coast	25-34	Speaks English not well or not at all	0		11
Central Coast	25-34	Speaks English not well or not at all	0	2000	6
Central Coast	25-34	Speaks English not well or not at all	0	2005	11
Central Coast	25-34	Speaks English not well or not at all	0	2010	46
Central Coast	25-34	Speaks English not well or not at all	0	2011	5
Central Coast	25-34	Speaks English not well or not at all	0	2012	13
Central Coast	25-34	Speaks English not well or not at all	0	2013	9
Central Coast	25-34	Speaks English not well or not at all	0	2014	28
Central Coast	25-34	Speaks English not well or not at all	0	2015	17
Central Coast	25-34	Speaks English not well or not at all	0	2016	17
Central Coast	35-44				12
Central Coast	35-44			2000	3
Central Coast	35-44			2010	3
Central Coast	35-44		0	2000	8
Central Coast	35-44		0	2005	5
Central Coast	35-44		0	2010	3
Central Coast	35-44		1		113
Central Coast	35-44		1	2000	2067
Central Coast	35-44		1	2005	770
Central Coast	35-44		1	2010	651
Central Coast	35-44		1	2011	100
Central Coast	35-44		1	2012	111
Central Coast	35-44		1	2013	66
Central Coast	35-44		1	2014	58
Central Coast	35-44		1	2015	46
Central Coast	35-44		1	2016	20
Central Coast	35-44	Speaks English well or very well	0		49
Central Coast	35-44	Speaks English well or very well	0	2000	605
Central Coast	35-44	Speaks English well or very well	0	2005	559
Central Coast	35-44	Speaks English well or very well	0	2010	719
Central Coast	35-44	Speaks English well or very well	0	2011	121
Central Coast	35-44	Speaks English well or very well	0	2012	111
Central Coast	35-44	Speaks English well or very well	0	2013	84
Central Coast	35-44	Speaks English well or very well	0	2014	70
Central Coast	35-44	Speaks English well or very well	0	2015	58
Central Coast	35-44	Speaks English well or very well	0	2016	25
Central Coast	35-44	Speaks English not well or not at all	0		11
Central Coast	35-44	Speaks English not well or not at all	0	2000	25
Central Coast	35-44	Speaks English not well or not at all	0	2005	41
Central Coast	35-44	Speaks English not well or not at all	0	2010	56
Central Coast	35-44	Speaks English not well or not at all	0	2011	9
Central Coast	35-44	Speaks English not well or not at all	0	2012	17
Central Coast	35-44	Speaks English not well or not at all	0	2013	14
Central Coast	35-44	Speaks English not well or not at all	0	2014	9
Central Coast	35-44	Speaks English not well or not at all	0	2015	12
Central Coast	35-44	Speaks English not well or not at all	0	2016	12
Central Coast	45-54				7
Central Coast	45-54			2000	3
Central Coast	45-54		0	2000	12
Central Coast	45-54		0	2010	3
Central Coast	45-54		1		169
Central Coast	45-54		1	2000	4663
Central Coast	45-54		1	2005	663
Central Coast	45-54		1	2010	429
Central Coast	45-54		1	2011	58
Central Coast	45-54		1	2012	42
Central Coast	45-54		1	2013	28
Central Coast	45-54		1	2014	23
Central Coast	45-54		1	2015	24
Central Coast	45-54		1	2016	11
Central Coast	45-54	Speaks English well or very well	0		45
Central Coast	45-54	Speaks English well or very well	0	2000	1210
Central Coast	45-54	Speaks English well or very well	0	2005	339
Central Coast	45-54	Speaks English well or very well	0	2010	246
Central Coast	45-54	Speaks English well or very well	0	2011	40
Central Coast	45-54	Speaks English well or very well	0	2012	32
Central Coast	45-54	Speaks English well or very well	0	2013	26
Central Coast	45-54	Speaks English well or very well	0	2014	23
Central Coast	45-54	Speaks English well or very well	0	2015	24
Central Coast	45-54	Speaks English well or very well	0	2016	5
Central Coast	45-54	Speaks English not well or not at all	0		23
Central Coast	45-54	Speaks English not well or not at all	0	2000	72
Central Coast	45-54	Speaks English not well or not at all	0	2005	32
Central Coast	45-54	Speaks English not well or not at all	0	2010	59
Central Coast	45-54	Speaks English not well or not at all	0	2011	10
Central Coast	45-54	Speaks English not well or not at all	0	2013	14
Central Coast	45-54	Speaks English not well or not at all	0	2014	4
Central Coast	45-54	Speaks English not well or not at all	0	2015	6
Central Coast	45-54	Speaks English not well or not at all	0	2016	6
Central Coast	55-64				7
Central Coast	55-64			2000	9
Central Coast	55-64		0	2000	13
Central Coast	55-64		1		170
Central Coast	55-64		1	2000	5784
Central Coast	55-64		1	2005	247
Central Coast	55-64		1	2010	141
Central Coast	55-64		1	2011	14
Central Coast	55-64		1	2012	24
Central Coast	55-64		1	2013	20
Central Coast	55-64		1	2014	14
Central Coast	55-64		1	2015	16
Central Coast	55-64		1	2016	3
Central Coast	55-64	Speaks English well or very well	0		39
Central Coast	55-64	Speaks English well or very well	0	2000	1403
Central Coast	55-64	Speaks English well or very well	0	2005	81
Central Coast	55-64	Speaks English well or very well	0	2010	62
Central Coast	55-64	Speaks English well or very well	0	2011	8
Central Coast	55-64	Speaks English well or very well	0	2012	4
Central Coast	55-64	Speaks English well or very well	0	2013	12
Central Coast	55-64	Speaks English well or very well	0	2014	14
Central Coast	55-64	Speaks English well or very well	0	2015	3
Central Coast	55-64	Speaks English not well or not at all	0		13
Central Coast	55-64	Speaks English not well or not at all	0	2000	154
Central Coast	55-64	Speaks English not well or not at all	0	2005	35
Central Coast	55-64	Speaks English not well or not at all	0	2010	40
Central Coast	55-64	Speaks English not well or not at all	0	2011	11
Central Coast	55-64	Speaks English not well or not at all	0	2012	19
Central Coast	55-64	Speaks English not well or not at all	0	2013	11
Central Coast	55-64	Speaks English not well or not at all	0	2014	12
Central Coast	55-64	Speaks English not well or not at all	0	2015	5
Central Coast	55-64	Speaks English not well or not at all	0	2016	15
Central Coast	65-74				10
Central Coast	65-74			2000	20
Central Coast	65-74		0	2000	25
Central Coast	65-74		1		211
Central Coast	65-74		1	2000	6303
Central Coast	65-74		1	2005	147
Central Coast	65-74		1	2010	154
Central Coast	65-74		1	2011	29
Central Coast	65-74		1	2012	24
Central Coast	65-74		1	2013	9
Central Coast	65-74		1	2014	19
Central Coast	65-74		1	2015	22
Central Coast	65-74	Speaks English well or very well	0		34
Central Coast	65-74	Speaks English well or very well	0	2000	1447
Central Coast	65-74	Speaks English well or very well	0	2005	22
Central Coast	65-74	Speaks English well or very well	0	2010	30
Central Coast	65-74	Speaks English well or very well	0	2011	6
Central Coast	65-74	Speaks English well or very well	0	2012	7
Central Coast	65-74	Speaks English well or very well	0	2013	6
Central Coast	65-74	Speaks English well or very well	0	2015	3
Central Coast	65-74	Speaks English not well or not at all	0		16
Central Coast	65-74	Speaks English not well or not at all	0	2000	197
Central Coast	65-74	Speaks English not well or not at all	0	2005	15
Central Coast	65-74	Speaks English not well or not at all	0	2010	42
Central Coast	65-74	Speaks English not well or not at all	0	2011	12
Central Coast	65-74	Speaks English not well or not at all	0	2012	8
Central Coast	65-74	Speaks English not well or not at all	0	2014	10
Central Coast	65-74	Speaks English not well or not at all	0	2015	5
Central Coast	65-74	Speaks English not well or not at all	0	2016	3
Central Coast	75-84				26
Central Coast	75-84			2000	17
Central Coast	75-84		0		5
Central Coast	75-84		0	2000	15
Central Coast	75-84		1		165
Central Coast	75-84		1	2000	3682
Central Coast	75-84		1	2005	121
Central Coast	75-84		1	2010	54
Central Coast	75-84		1	2011	3
Central Coast	75-84		1	2012	5
Central Coast	75-84		1	2013	6
Central Coast	75-84		1	2014	7
Central Coast	75-84		1	2015	5
Central Coast	75-84	Speaks English well or very well	0		24
Central Coast	75-84	Speaks English well or very well	0	2000	885
Central Coast	75-84	Speaks English well or very well	0	2005	17
Central Coast	75-84	Speaks English well or very well	0	2010	8
Central Coast	75-84	Speaks English well or very well	0	2011	3
Central Coast	75-84	Speaks English not well or not at all	0		9
Central Coast	75-84	Speaks English not well or not at all	0	2000	154
Central Coast	75-84	Speaks English not well or not at all	0	2005	4
Central Coast	75-84	Speaks English not well or not at all	0	2010	8
Central Coast	75-84	Speaks English not well or not at all	0	2011	3
Central Coast	75-84	Speaks English not well or not at all	0	2015	4
Central Coast	85+				38
Central Coast	85+			2000	10
Central Coast	85+		0		3
Central Coast	85+		1		99
Central Coast	85+		1	2000	1332
Central Coast	85+		1	2005	27
Central Coast	85+		1	2010	15
Central Coast	85+		1	2012	3
Central Coast	85+		1	2014	4
Central Coast	85+	Speaks English well or very well	0		23
Central Coast	85+	Speaks English well or very well	0	2000	306
Central Coast	85+	Speaks English well or very well	0	2005	3
Central Coast	85+	Speaks English not well or not at all	0		11
Central Coast	85+	Speaks English not well or not at all	0	2000	77
Central Coast	85+	Speaks English not well or not at all	0	2005	9
Central Coast	85+	Speaks English not well or not at all	0	2012	4
Central West	0-14		0	2016	3
Central West	0-14		1		25
Central West	0-14		1	2005	56
Central West	0-14		1	2010	142
Central West	0-14		1	2011	22
Central West	0-14		1	2012	67
Central West	0-14		1	2013	53
Central West	0-14		1	2014	34
Central West	0-14		1	2015	27
Central West	0-14		1	2016	11
Central West	0-14	Speaks English well or very well	0		6
Central West	0-14	Speaks English well or very well	0	2005	20
Central West	0-14	Speaks English well or very well	0	2010	82
Central West	0-14	Speaks English well or very well	0	2011	34
Central West	0-14	Speaks English well or very well	0	2012	58
Central West	0-14	Speaks English well or very well	0	2013	38
Central West	0-14	Speaks English well or very well	0	2014	33
Central West	0-14	Speaks English well or very well	0	2015	42
Central West	0-14	Speaks English well or very well	0	2016	9
Central West	0-14	Speaks English not well or not at all	0		3
Central West	0-14	Speaks English not well or not at all	0	2010	3
Central West	0-14	Speaks English not well or not at all	0	2013	3
Central West	0-14	Speaks English not well or not at all	0	2014	4
Central West	0-14	Speaks English not well or not at all	0	2015	10
Central West	0-14	Speaks English not well or not at all	0	2016	16
Central West	15-24				53
Central West	15-24		0	2010	3
Central West	15-24		0	2014	3
Central West	15-24		1		18
Central West	15-24		1	2000	89
Central West	15-24		1	2005	132
Central West	15-24		1	2010	80
Central West	15-24		1	2011	11
Central West	15-24		1	2012	15
Central West	15-24		1	2013	23
Central West	15-24		1	2014	17
Central West	15-24		1	2015	16
Central West	15-24		1	2016	20
Central West	15-24	Speaks English well or very well	0		16
Central West	15-24	Speaks English well or very well	0	2000	10
Central West	15-24	Speaks English well or very well	0	2005	66
Central West	15-24	Speaks English well or very well	0	2010	88
Central West	15-24	Speaks English well or very well	0	2011	24
Central West	15-24	Speaks English well or very well	0	2012	34
Central West	15-24	Speaks English well or very well	0	2013	11
Central West	15-24	Speaks English well or very well	0	2014	38
Central West	15-24	Speaks English well or very well	0	2015	38
Central West	15-24	Speaks English well or very well	0	2016	21
Central West	15-24	Speaks English not well or not at all	0		3
Central West	15-24	Speaks English not well or not at all	0	2000	3
Central West	15-24	Speaks English not well or not at all	0	2013	3
Central West	15-24	Speaks English not well or not at all	0	2014	8
Central West	15-24	Speaks English not well or not at all	0	2015	4
Central West	15-24	Speaks English not well or not at all	0	2016	7
Central West	25-34				104
Central West	25-34		0		3
Central West	25-34		0	2010	3
Central West	25-34		0	2012	3
Central West	25-34		0	2013	3
Central West	25-34		1		26
Central West	25-34		1	2000	220
Central West	25-34		1	2005	75
Central West	25-34		1	2010	149
Central West	25-34		1	2011	32
Central West	25-34		1	2012	38
Central West	25-34		1	2013	36
Central West	25-34		1	2014	26
Central West	25-34		1	2015	22
Central West	25-34		1	2016	18
Central West	25-34	Speaks English well or very well	0		15
Central West	25-34	Speaks English well or very well	0	2000	57
Central West	25-34	Speaks English well or very well	0	2005	85
Central West	25-34	Speaks English well or very well	0	2010	354
Central West	25-34	Speaks English well or very well	0	2011	83
Central West	25-34	Speaks English well or very well	0	2012	130
Central West	25-34	Speaks English well or very well	0	2013	71
Central West	25-34	Speaks English well or very well	0	2014	88
Central West	25-34	Speaks English well or very well	0	2015	72
Central West	25-34	Speaks English well or very well	0	2016	35
Central West	25-34	Speaks English not well or not at all	0		4
Central West	25-34	Speaks English not well or not at all	0	2005	8
Central West	25-34	Speaks English not well or not at all	0	2010	25
Central West	25-34	Speaks English not well or not at all	0	2011	5
Central West	25-34	Speaks English not well or not at all	0	2012	8
Central West	25-34	Speaks English not well or not at all	0	2013	10
Central West	25-34	Speaks English not well or not at all	0	2014	13
Central West	25-34	Speaks English not well or not at all	0	2015	14
Central West	25-34	Speaks English not well or not at all	0	2016	9
Central West	35-44				67
Central West	35-44		0	2000	3
Central West	35-44		0	2010	3
Central West	35-44		1		41
Central West	35-44		1	2000	580
Central West	35-44		1	2005	162
Central West	35-44		1	2010	131
Central West	35-44		1	2011	17
Central West	35-44		1	2012	36
Central West	35-44		1	2013	19
Central West	35-44		1	2014	23
Central West	35-44		1	2015	9
Central West	35-44		1	2016	11
Central West	35-44	Speaks English well or very well	0		19
Central West	35-44	Speaks English well or very well	0	2000	175
Central West	35-44	Speaks English well or very well	0	2005	159
Central West	35-44	Speaks English well or very well	0	2010	316
Central West	35-44	Speaks English well or very well	0	2011	62
Central West	35-44	Speaks English well or very well	0	2012	76
Central West	35-44	Speaks English well or very well	0	2013	47
Central West	35-44	Speaks English well or very well	0	2014	31
Central West	35-44	Speaks English well or very well	0	2015	28
Central West	35-44	Speaks English well or very well	0	2016	15
Central West	35-44	Speaks English not well or not at all	0		3
Central West	35-44	Speaks English not well or not at all	0	2000	11
Central West	35-44	Speaks English not well or not at all	0	2005	24
Central West	35-44	Speaks English not well or not at all	0	2010	31
Central West	35-44	Speaks English not well or not at all	0	2011	4
Central West	35-44	Speaks English not well or not at all	0	2012	8
Central West	35-44	Speaks English not well or not at all	0	2013	3
Central West	35-44	Speaks English not well or not at all	0	2014	6
Central West	35-44	Speaks English not well or not at all	0	2015	3
Central West	35-44	Speaks English not well or not at all	0	2016	3
Central West	45-54				52
Central West	45-54		0	2000	6
Central West	45-54		1		73
Central West	45-54		1	2000	1352
Central West	45-54		1	2005	113
Central West	45-54		1	2010	99
Central West	45-54		1	2011	19
Central West	45-54		1	2012	12
Central West	45-54		1	2013	21
Central West	45-54		1	2014	9
Central West	45-54		1	2015	6
Central West	45-54		1	2016	7
Central West	45-54	Speaks English well or very well	0		23
Central West	45-54	Speaks English well or very well	0	2000	325
Central West	45-54	Speaks English well or very well	0	2005	115
Central West	45-54	Speaks English well or very well	0	2010	113
