SA2_NAME16	IndigenousStatus	persons
Young	Aboriginal	442
Young	Non-indigenous	10150
Young	Torres Strait Islander	9
Young Region	Aboriginal	339
Young Region	Both Aboriginal & Torres Strait Islander	8
Young Region	Non-indigenous	6963
Young Region	Torres Strait Islander	13
Avoca Beach - Copacabana	Aboriginal	121
Avoca Beach - Copacabana	Both Aboriginal & Torres Strait Islander	3
Avoca Beach - Copacabana	Non-indigenous	7185
Avoca Beach - Copacabana	Torres Strait Islander	3
Box Head - MacMasters Beach	Aboriginal	261
Box Head - MacMasters Beach	Both Aboriginal & Torres Strait Islander	3
Box Head - MacMasters Beach	Non-indigenous	10412
Box Head - MacMasters Beach	Torres Strait Islander	13
Calga - Kulnura	Aboriginal	121
Calga - Kulnura	Non-indigenous	4581
Calga - Kulnura	Torres Strait Islander	3
Erina - Green Point	Aboriginal	266
Erina - Green Point	Both Aboriginal & Torres Strait Islander	8
Erina - Green Point	Non-indigenous	13671
Erina - Green Point	Torres Strait Islander	8
Gosford - Springfield	Aboriginal	514
Gosford - Springfield	Both Aboriginal & Torres Strait Islander	3
Gosford - Springfield	Non-indigenous	18276
Gosford - Springfield	Torres Strait Islander	10
Kariong	Aboriginal	213
Kariong	Non-indigenous	6154
Kariong	Torres Strait Islander	18
Kincumber - Picketts Valley	Aboriginal	192
Kincumber - Picketts Valley	Both Aboriginal & Torres Strait Islander	3
Kincumber - Picketts Valley	Non-indigenous	7108
Kincumber - Picketts Valley	Torres Strait Islander	10
Narara	Aboriginal	227
Narara	Non-indigenous	6410
Narara	Torres Strait Islander	5
Niagara Park - Lisarow	Aboriginal	158
Niagara Park - Lisarow	Non-indigenous	7868
Niagara Park - Lisarow	Torres Strait Islander	3
Point Clare - Koolewong	Aboriginal	122
Point Clare - Koolewong	Non-indigenous	6081
Point Clare - Koolewong	Torres Strait Islander	3
Saratoga - Davistown	Aboriginal	170
Saratoga - Davistown	Both Aboriginal & Torres Strait Islander	8
Saratoga - Davistown	Non-indigenous	6800
Saratoga - Davistown	Torres Strait Islander	6
Terrigal - North Avoca	Aboriginal	199
Terrigal - North Avoca	Both Aboriginal & Torres Strait Islander	7
Terrigal - North Avoca	Non-indigenous	13135
Terrigal - North Avoca	Torres Strait Islander	6
Umina - Booker Bay - Patonga	Aboriginal	833
Umina - Booker Bay - Patonga	Both Aboriginal & Torres Strait Islander	7
Umina - Booker Bay - Patonga	Non-indigenous	22740
Umina - Booker Bay - Patonga	Torres Strait Islander	10
Wamberal - Forresters Beach	Aboriginal	190
Wamberal - Forresters Beach	Non-indigenous	9564
Wamberal - Forresters Beach	Torres Strait Islander	3
Woy Woy - Blackwall	Aboriginal	633
Woy Woy - Blackwall	Both Aboriginal & Torres Strait Islander	10
Woy Woy - Blackwall	Non-indigenous	13278
Woy Woy - Blackwall	Torres Strait Islander	3
Wyoming	Aboriginal	357
Wyoming	Both Aboriginal & Torres Strait Islander	14
Wyoming	Non-indigenous	11054
Wyoming	Torres Strait Islander	11
Bateau Bay - Killarney Vale	Aboriginal	855
Bateau Bay - Killarney Vale	Both Aboriginal & Torres Strait Islander	12
Bateau Bay - Killarney Vale	Non-indigenous	21125
Bateau Bay - Killarney Vale	Torres Strait Islander	16
Blue Haven - San Remo	Aboriginal	810
Blue Haven - San Remo	Both Aboriginal & Torres Strait Islander	16
Blue Haven - San Remo	Non-indigenous	10192
Blue Haven - San Remo	Torres Strait Islander	28
Budgewoi - Buff Point - Halekulani	Aboriginal	532
Budgewoi - Buff Point - Halekulani	Both Aboriginal & Torres Strait Islander	11
Budgewoi - Buff Point - Halekulani	Non-indigenous	8858
Budgewoi - Buff Point - Halekulani	Torres Strait Islander	8
Chittaway Bay - Tumbi Umbi	Aboriginal	573
Chittaway Bay - Tumbi Umbi	Both Aboriginal & Torres Strait Islander	14
Chittaway Bay - Tumbi Umbi	Non-indigenous	14758
Chittaway Bay - Tumbi Umbi	Torres Strait Islander	10
Gorokan - Kanwal - Charmhaven	Aboriginal	1197
Gorokan - Kanwal - Charmhaven	Both Aboriginal & Torres Strait Islander	25
Gorokan - Kanwal - Charmhaven	Non-indigenous	20856
Gorokan - Kanwal - Charmhaven	Torres Strait Islander	31
Jilliby - Yarramalong	Aboriginal	84
Jilliby - Yarramalong	Both Aboriginal & Torres Strait Islander	3
Jilliby - Yarramalong	Non-indigenous	3271
Lake Munmorah - Mannering Park	Aboriginal	459
Lake Munmorah - Mannering Park	Both Aboriginal & Torres Strait Islander	8
Lake Munmorah - Mannering Park	Non-indigenous	10245
Lake Munmorah - Mannering Park	Torres Strait Islander	16
Ourimbah - Fountaindale	Aboriginal	128
Ourimbah - Fountaindale	Non-indigenous	4727
Summerland Point - Gwandalan	Aboriginal	268
Summerland Point - Gwandalan	Both Aboriginal & Torres Strait Islander	9
Summerland Point - Gwandalan	Non-indigenous	5487
Summerland Point - Gwandalan	Torres Strait Islander	4
The Entrance	Aboriginal	644
The Entrance	Both Aboriginal & Torres Strait Islander	6
The Entrance	Non-indigenous	14281
The Entrance	Torres Strait Islander	10
Toukley - Norah Head	Aboriginal	459
Toukley - Norah Head	Both Aboriginal & Torres Strait Islander	6
Toukley - Norah Head	Non-indigenous	9295
Toukley - Norah Head	Torres Strait Islander	13
Tuggerah - Kangy Angy	Aboriginal	175
Tuggerah - Kangy Angy	Both Aboriginal & Torres Strait Islander	3
Tuggerah - Kangy Angy	Non-indigenous	5122
Tuggerah - Kangy Angy	Torres Strait Islander	3
Warnervale - Wadalba	Aboriginal	676
Warnervale - Wadalba	Both Aboriginal & Torres Strait Islander	9
Warnervale - Wadalba	Non-indigenous	14526
Warnervale - Wadalba	Torres Strait Islander	11
Wyong	Aboriginal	556
Wyong	Both Aboriginal & Torres Strait Islander	10
Wyong	Non-indigenous	8244
Wyong	Torres Strait Islander	12
Bathurst	Aboriginal	1226
Bathurst	Both Aboriginal & Torres Strait Islander	27
Bathurst	Non-indigenous	22566
Bathurst	Torres Strait Islander	14
Bathurst - East	Aboriginal	733
Bathurst - East	Both Aboriginal & Torres Strait Islander	14
Bathurst - East	Non-indigenous	10421
Bathurst - East	Torres Strait Islander	21
Bathurst Region	Aboriginal	193
Bathurst Region	Both Aboriginal & Torres Strait Islander	10
Bathurst Region	Non-indigenous	6700
Bathurst Region	Torres Strait Islander	7
Oberon	Aboriginal	153
Oberon	Both Aboriginal & Torres Strait Islander	3
Oberon	Non-indigenous	4496
Oberon	Torres Strait Islander	10
Condobolin	Aboriginal	1104
Condobolin	Both Aboriginal & Torres Strait Islander	4
Condobolin	Non-indigenous	5513
Condobolin	Torres Strait Islander	9
Cowra	Aboriginal	795
Cowra	Both Aboriginal & Torres Strait Islander	16
Cowra	Non-indigenous	8326
Cowra	Torres Strait Islander	9
Cowra Region	Aboriginal	223
Cowra Region	Non-indigenous	5213
Cowra Region	Torres Strait Islander	11
Forbes	Aboriginal	1042
Forbes	Both Aboriginal & Torres Strait Islander	33
Forbes	Non-indigenous	9073
Forbes	Torres Strait Islander	17
Grenfell	Aboriginal	107
Grenfell	Non-indigenous	3545
Parkes (NSW)	Aboriginal	1050
Parkes (NSW)	Both Aboriginal & Torres Strait Islander	5
Parkes (NSW)	Non-indigenous	9914
Parkes (NSW)	Torres Strait Islander	8
Parkes Region	Aboriginal	384
Parkes Region	Non-indigenous	3003
Parkes Region	Torres Strait Islander	3
West Wyalong	Aboriginal	252
West Wyalong	Both Aboriginal & Torres Strait Islander	3
West Wyalong	Non-indigenous	5668
West Wyalong	Torres Strait Islander	3
Lithgow	Aboriginal	762
Lithgow	Both Aboriginal & Torres Strait Islander	9
Lithgow	Non-indigenous	12028
Lithgow	Torres Strait Islander	19
Lithgow Region	Aboriginal	404
Lithgow Region	Both Aboriginal & Torres Strait Islander	9
Lithgow Region	Non-indigenous	7841
Lithgow Region	Torres Strait Islander	8
Mudgee	Aboriginal	661
Mudgee	Both Aboriginal & Torres Strait Islander	8
Mudgee	Non-indigenous	11049
Mudgee	Torres Strait Islander	10
Mudgee Region - East	Aboriginal	180
Mudgee Region - East	Non-indigenous	3260
Mudgee Region - East	Torres Strait Islander	4
Mudgee Region - West	Aboriginal	541
Mudgee Region - West	Both Aboriginal & Torres Strait Islander	7
Mudgee Region - West	Non-indigenous	9804
Mudgee Region - West	Torres Strait Islander	7
Blayney	Aboriginal	259
Blayney	Both Aboriginal & Torres Strait Islander	5
Blayney	Non-indigenous	7004
Blayney	Torres Strait Islander	3
Orange	Aboriginal	1238
Orange	Both Aboriginal & Torres Strait Islander	32
Orange	Non-indigenous	17719
Orange	Torres Strait Islander	20
Orange - North	Aboriginal	1183
Orange - North	Both Aboriginal & Torres Strait Islander	14
Orange - North	Non-indigenous	18505
Orange - North	Torres Strait Islander	26
Orange Region	Aboriginal	362
Orange Region	Both Aboriginal & Torres Strait Islander	11
Orange Region	Non-indigenous	11227
Orange Region	Torres Strait Islander	3
Grafton	Aboriginal	1560
Grafton	Both Aboriginal & Torres Strait Islander	37
Grafton	Non-indigenous	17038
Grafton	Torres Strait Islander	33
Grafton Region	Aboriginal	755
Grafton Region	Both Aboriginal & Torres Strait Islander	18
Grafton Region	Non-indigenous	14519
Grafton Region	Torres Strait Islander	19
Maclean - Yamba - Iluka	Aboriginal	750
Maclean - Yamba - Iluka	Both Aboriginal & Torres Strait Islander	7
Maclean - Yamba - Iluka	Non-indigenous	15504
Maclean - Yamba - Iluka	Torres Strait Islander	18
Bellingen	Aboriginal	186
Bellingen	Both Aboriginal & Torres Strait Islander	4
Bellingen	Non-indigenous	5610
Bellingen	Torres Strait Islander	7
Coffs Harbour - North	Aboriginal	1022
Coffs Harbour - North	Both Aboriginal & Torres Strait Islander	13
Coffs Harbour - North	Non-indigenous	16406
Coffs Harbour - North	Torres Strait Islander	21
Coffs Harbour - South	Aboriginal	428
Coffs Harbour - South	Both Aboriginal & Torres Strait Islander	13
Coffs Harbour - South	Non-indigenous	9849
Coffs Harbour - South	Torres Strait Islander	5
Coramba - Nana Glen - Bucca	Aboriginal	121
Coramba - Nana Glen - Bucca	Both Aboriginal & Torres Strait Islander	5
Coramba - Nana Glen - Bucca	Non-indigenous	3694
Dorrigo	Aboriginal	148
Dorrigo	Non-indigenous	3090
Dorrigo	Torres Strait Islander	5
Korora - Emerald Beach	Aboriginal	245
Korora - Emerald Beach	Both Aboriginal & Torres Strait Islander	7
Korora - Emerald Beach	Non-indigenous	8482
Korora - Emerald Beach	Torres Strait Islander	3
Sawtell - Boambee	Aboriginal	1052
Sawtell - Boambee	Both Aboriginal & Torres Strait Islander	13
Sawtell - Boambee	Non-indigenous	18397
Sawtell - Boambee	Torres Strait Islander	15
Urunga	Aboriginal	169
Urunga	Non-indigenous	4497
Woolgoolga - Arrawarra	Aboriginal	579
Woolgoolga - Arrawarra	Both Aboriginal & Torres Strait Islander	18
Woolgoolga - Arrawarra	Non-indigenous	11902
Woolgoolga - Arrawarra	Torres Strait Islander	24
Bourke - Brewarrina	Aboriginal	1625
Bourke - Brewarrina	Both Aboriginal & Torres Strait Islander	13
Bourke - Brewarrina	Non-indigenous	2354
Bourke - Brewarrina	Torres Strait Islander	10
Cobar	Aboriginal	629
Cobar	Non-indigenous	4024
Cobar	Torres Strait Islander	4
Coonamble	Aboriginal	1171
Coonamble	Both Aboriginal & Torres Strait Islander	18
Coonamble	Non-indigenous	2920
Coonamble	Torres Strait Islander	4
Nyngan - Warren	Aboriginal	810
Nyngan - Warren	Both Aboriginal & Torres Strait Islander	4
Nyngan - Warren	Non-indigenous	4152
Nyngan - Warren	Torres Strait Islander	3
Walgett - Lightning Ridge	Aboriginal	1957
Walgett - Lightning Ridge	Both Aboriginal & Torres Strait Islander	22
Walgett - Lightning Ridge	Non-indigenous	4424
Walgett - Lightning Ridge	Torres Strait Islander	9
Broken Hill	Aboriginal	1472
Broken Hill	Both Aboriginal & Torres Strait Islander	13
Broken Hill	Non-indigenous	16208
Broken Hill	Torres Strait Islander	15
Far West	Aboriginal	743
Far West	Both Aboriginal & Torres Strait Islander	8
Far West	Non-indigenous	1753
Far West	Torres Strait Islander	3
Coonabarabran	Aboriginal	796
Coonabarabran	Both Aboriginal & Torres Strait Islander	8
Coonabarabran	Non-indigenous	7133
Coonabarabran	Torres Strait Islander	13
Dubbo - East	Aboriginal	1826
Dubbo - East	Both Aboriginal & Torres Strait Islander	20
Dubbo - East	Non-indigenous	8513
Dubbo - East	Torres Strait Islander	19
Dubbo - South	Aboriginal	2040
Dubbo - South	Both Aboriginal & Torres Strait Islander	14
Dubbo - South	Non-indigenous	14866
Dubbo - South	Torres Strait Islander	22
Dubbo - West	Aboriginal	1537
Dubbo - West	Both Aboriginal & Torres Strait Islander	37
Dubbo - West	Non-indigenous	7166
Dubbo - West	Torres Strait Islander	28
Dubbo Region	Aboriginal	326
Dubbo Region	Both Aboriginal & Torres Strait Islander	10
Dubbo Region	Non-indigenous	5286
Dubbo Region	Torres Strait Islander	3
Gilgandra	Aboriginal	582
Gilgandra	Both Aboriginal & Torres Strait Islander	11
Gilgandra	Non-indigenous	3776
Gilgandra	Torres Strait Islander	4
Narromine	Aboriginal	1235
Narromine	Both Aboriginal & Torres Strait Islander	35
Narromine	Non-indigenous	5241
Narromine	Torres Strait Islander	24
Wellington	Aboriginal	1859
Wellington	Both Aboriginal & Torres Strait Islander	23
Wellington	Non-indigenous	6937
Wellington	Torres Strait Islander	12
Branxton - Greta - Pokolbin	Aboriginal	503
Branxton - Greta - Pokolbin	Both Aboriginal & Torres Strait Islander	4
Branxton - Greta - Pokolbin	Non-indigenous	9602
Branxton - Greta - Pokolbin	Torres Strait Islander	16
Cessnock	Aboriginal	1691
Cessnock	Both Aboriginal & Torres Strait Islander	54
Cessnock	Non-indigenous	20196
Cessnock	Torres Strait Islander	53
Cessnock Region	Aboriginal	385
Cessnock Region	Both Aboriginal & Torres Strait Islander	6
Cessnock Region	Non-indigenous	7537
Cessnock Region	Torres Strait Islander	3
Dungog	Aboriginal	423
Dungog	Both Aboriginal & Torres Strait Islander	14
Dungog	Non-indigenous	8523
Dungog	Torres Strait Islander	15
Kurri Kurri - Abermain	Aboriginal	1315
Kurri Kurri - Abermain	Both Aboriginal & Torres Strait Islander	20
Kurri Kurri - Abermain	Non-indigenous	16280
Kurri Kurri - Abermain	Torres Strait Islander	23
Singleton	Aboriginal	945
Singleton	Both Aboriginal & Torres Strait Islander	8
Singleton	Non-indigenous	15099
Singleton	Torres Strait Islander	37
Singleton Region	Aboriginal	220
Singleton Region	Both Aboriginal & Torres Strait Islander	7
Singleton Region	Non-indigenous	4692
Maitland	Aboriginal	367
Maitland	Both Aboriginal & Torres Strait Islander	15
Maitland	Non-indigenous	6212
Maitland	Torres Strait Islander	9
Maitland - East	Aboriginal	1238
Maitland - East	Both Aboriginal & Torres Strait Islander	34
Maitland - East	Non-indigenous	26103
Maitland - East	Torres Strait Islander	41
Maitland - North	Aboriginal	186
Maitland - North	Both Aboriginal & Torres Strait Islander	15
Maitland - North	Non-indigenous	7409
Maitland - North	Torres Strait Islander	7
Maitland - West	Aboriginal	1408
Maitland - West	Both Aboriginal & Torres Strait Islander	41
Maitland - West	Non-indigenous	21041
Maitland - West	Torres Strait Islander	37
Thornton - Millers Forest	Aboriginal	386
Thornton - Millers Forest	Non-indigenous	9608
Thornton - Millers Forest	Torres Strait Islander	13
Anna Bay	Aboriginal	144
Anna Bay	Both Aboriginal & Torres Strait Islander	10
Anna Bay	Non-indigenous	5562
Anna Bay	Torres Strait Islander	13
Lemon Tree Passage - Tanilba Bay	Aboriginal	331
Lemon Tree Passage - Tanilba Bay	Both Aboriginal & Torres Strait Islander	6
Lemon Tree Passage - Tanilba Bay	Non-indigenous	6337
Lemon Tree Passage - Tanilba Bay	Torres Strait Islander	10
Nelson Bay Peninsula	Aboriginal	560
Nelson Bay Peninsula	Both Aboriginal & Torres Strait Islander	20
Nelson Bay Peninsula	Non-indigenous	20412
Nelson Bay Peninsula	Torres Strait Islander	27
Raymond Terrace	Aboriginal	1090
Raymond Terrace	Both Aboriginal & Torres Strait Islander	16
Raymond Terrace	Non-indigenous	12683
Raymond Terrace	Torres Strait Islander	34
Seaham - Woodville	Aboriginal	172
Seaham - Woodville	Both Aboriginal & Torres Strait Islander	3
Seaham - Woodville	Non-indigenous	5240
Tea Gardens - Hawks Nest	Aboriginal	220
Tea Gardens - Hawks Nest	Non-indigenous	4817
Williamtown - Medowie - Karuah	Aboriginal	780
Williamtown - Medowie - Karuah	Both Aboriginal & Torres Strait Islander	22
Williamtown - Medowie - Karuah	Non-indigenous	12857
Williamtown - Medowie - Karuah	Torres Strait Islander	10
Muswellbrook	Aboriginal	1092
Muswellbrook	Both Aboriginal & Torres Strait Islander	16
Muswellbrook	Non-indigenous	10952
Muswellbrook	Torres Strait Islander	15
Muswellbrook Region	Aboriginal	215
Muswellbrook Region	Both Aboriginal & Torres Strait Islander	3
Muswellbrook Region	Non-indigenous	3792
Muswellbrook Region	Torres Strait Islander	4
Scone	Aboriginal	233
Scone	Both Aboriginal & Torres Strait Islander	3
Scone	Non-indigenous	5588
Scone	Torres Strait Islander	3
Scone Region	Aboriginal	455
Scone Region	Both Aboriginal & Torres Strait Islander	11
Scone Region	Non-indigenous	7804
Scone Region	Torres Strait Islander	14
Dapto - Avondale	Aboriginal	975
Dapto - Avondale	Both Aboriginal & Torres Strait Islander	22
Dapto - Avondale	Non-indigenous	22439
Dapto - Avondale	Torres Strait Islander	22
Horsley - Kembla Grange	Aboriginal	204
Horsley - Kembla Grange	Both Aboriginal & Torres Strait Islander	8
Horsley - Kembla Grange	Non-indigenous	8447
Port Kembla Industrial	Non-indigenous	10
Unanderra - Mount Kembla	Aboriginal	311
Unanderra - Mount Kembla	Both Aboriginal & Torres Strait Islander	10
Unanderra - Mount Kembla	Non-indigenous	15054
Unanderra - Mount Kembla	Torres Strait Islander	3
Berkeley - Lake Heights - Cringila	Aboriginal	534
Berkeley - Lake Heights - Cringila	Both Aboriginal & Torres Strait Islander	8
Berkeley - Lake Heights - Cringila	Non-indigenous	13248
Berkeley - Lake Heights - Cringila	Torres Strait Islander	11
Port Kembla - Warrawong	Aboriginal	431
Port Kembla - Warrawong	Non-indigenous	9309
Port Kembla - Warrawong	Torres Strait Islander	9
Windang - Primbee	Aboriginal	154
Windang - Primbee	Non-indigenous	4143
Windang - Primbee	Torres Strait Islander	3
Illawarra Catchment Reserve	Non-indigenous	8
Albion Park - Macquarie Pass	Aboriginal	492
Albion Park - Macquarie Pass	Both Aboriginal & Torres Strait Islander	14
Albion Park - Macquarie Pass	Non-indigenous	13818
Albion Park - Macquarie Pass	Torres Strait Islander	13
Albion Park Rail	Aboriginal	338
Albion Park Rail	Both Aboriginal & Torres Strait Islander	3
Albion Park Rail	Non-indigenous	6577
Kiama	Aboriginal	125
Kiama	Non-indigenous	7575
Kiama Downs - Minnamurra	Aboriginal	117
Kiama Downs - Minnamurra	Non-indigenous	5758
Kiama Hinterland - Gerringong	Aboriginal	141
Kiama Hinterland - Gerringong	Both Aboriginal & Torres Strait Islander	5
Kiama Hinterland - Gerringong	Non-indigenous	7652
Kiama Hinterland - Gerringong	Torres Strait Islander	10
Shellharbour - Flinders	Aboriginal	415
Shellharbour - Flinders	Both Aboriginal & Torres Strait Islander	4
Shellharbour - Flinders	Non-indigenous	16393
Shellharbour - Flinders	Torres Strait Islander	14
Shellharbour - Oak Flats	Aboriginal	284
Shellharbour - Oak Flats	Both Aboriginal & Torres Strait Islander	12
Shellharbour - Oak Flats	Non-indigenous	9657
Shellharbour - Oak Flats	Torres Strait Islander	4
Warilla	Aboriginal	978
Warilla	Both Aboriginal & Torres Strait Islander	9
Warilla	Non-indigenous	19399
Warilla	Torres Strait Islander	35
Balgownie - Fairy Meadow	Aboriginal	363
Balgownie - Fairy Meadow	Non-indigenous	20818
Balgownie - Fairy Meadow	Torres Strait Islander	15
Corrimal - Tarrawanna - Bellambi	Aboriginal	570
Corrimal - Tarrawanna - Bellambi	Both Aboriginal & Torres Strait Islander	16
Corrimal - Tarrawanna - Bellambi	Non-indigenous	14827
Corrimal - Tarrawanna - Bellambi	Torres Strait Islander	11
Figtree - Keiraville	Aboriginal	277
Figtree - Keiraville	Both Aboriginal & Torres Strait Islander	11
Figtree - Keiraville	Non-indigenous	20789
Figtree - Keiraville	Torres Strait Islander	3
Helensburgh	Aboriginal	196
Helensburgh	Both Aboriginal & Torres Strait Islander	4
Helensburgh	Non-indigenous	8581
Helensburgh	Torres Strait Islander	8
Thirroul - Austinmer - Coalcliff	Aboriginal	170
Thirroul - Austinmer - Coalcliff	Both Aboriginal & Torres Strait Islander	7
Thirroul - Austinmer - Coalcliff	Non-indigenous	11124
Thirroul - Austinmer - Coalcliff	Torres Strait Islander	4
Woonona - Bulli - Russell Vale	Aboriginal	470
Woonona - Bulli - Russell Vale	Non-indigenous	19356
Woonona - Bulli - Russell Vale	Torres Strait Islander	12
Wollongong - East	Aboriginal	180
Wollongong - East	Both Aboriginal & Torres Strait Islander	9
Wollongong - East	Non-indigenous	13774
Wollongong - East	Torres Strait Islander	4
Wollongong - West	Aboriginal	297
Wollongong - West	Non-indigenous	16401
Wollongong - West	Torres Strait Islander	4
Bulahdelah - Stroud	Aboriginal	251
Bulahdelah - Stroud	Both Aboriginal & Torres Strait Islander	5
Bulahdelah - Stroud	Non-indigenous	4463
Bulahdelah - Stroud	Torres Strait Islander	4
Forster	Aboriginal	807
Forster	Both Aboriginal & Torres Strait Islander	15
Forster	Non-indigenous	13432
Forster	Torres Strait Islander	13
Forster-Tuncurry Region	Aboriginal	284
Forster-Tuncurry Region	Both Aboriginal & Torres Strait Islander	9
Forster-Tuncurry Region	Non-indigenous	5786
Forster-Tuncurry Region	Torres Strait Islander	8
Tuncurry	Aboriginal	233
Tuncurry	Both Aboriginal & Torres Strait Islander	5
Tuncurry	Non-indigenous	5943
Tuncurry	Torres Strait Islander	5
Kempsey	Aboriginal	2365
Kempsey	Both Aboriginal & Torres Strait Islander	73
Kempsey	Non-indigenous	12297
Kempsey	Torres Strait Islander	19
Kempsey Region	Aboriginal	612
Kempsey Region	Both Aboriginal & Torres Strait Islander	17
Kempsey Region	Non-indigenous	8396
Macksville - Scotts Head	Aboriginal	298
Macksville - Scotts Head	Both Aboriginal & Torres Strait Islander	15
Macksville - Scotts Head	Non-indigenous	4472
Macksville - Scotts Head	Torres Strait Islander	8
Nambucca Heads	Aboriginal	601
Nambucca Heads	Both Aboriginal & Torres Strait Islander	9
Nambucca Heads	Non-indigenous	6133
Nambucca Heads	Torres Strait Islander	7
Nambucca Heads Region	Aboriginal	509
Nambucca Heads Region	Both Aboriginal & Torres Strait Islander	13
Nambucca Heads Region	Non-indigenous	7132
Nambucca Heads Region	Torres Strait Islander	7
South West Rocks	Aboriginal	266
South West Rocks	Both Aboriginal & Torres Strait Islander	3
South West Rocks	Non-indigenous	4864
Lord Howe Island	Aboriginal	3
Lord Howe Island	Non-indigenous	379
Laurieton - Bonny Hills	Aboriginal	507
Laurieton - Bonny Hills	Both Aboriginal & Torres Strait Islander	6
Laurieton - Bonny Hills	Non-indigenous	16222
Laurieton - Bonny Hills	Torres Strait Islander	11
Port Macquarie - East	Aboriginal	900
Port Macquarie - East	Both Aboriginal & Torres Strait Islander	13
Port Macquarie - East	Non-indigenous	27130
Port Macquarie - East	Torres Strait Islander	7
Port Macquarie - West	Aboriginal	834
Port Macquarie - West	Both Aboriginal & Torres Strait Islander	9
Port Macquarie - West	Non-indigenous	16477
Port Macquarie - West	Torres Strait Islander	9
Port Macquarie Region	Aboriginal	192
Port Macquarie Region	Non-indigenous	5101
Port Macquarie Region	Torres Strait Islander	4
Wauchope	Aboriginal	667
Wauchope	Both Aboriginal & Torres Strait Islander	3
Wauchope	Non-indigenous	10478
Wauchope	Torres Strait Islander	3
Gloucester	Aboriginal	370
Gloucester	Both Aboriginal & Torres Strait Islander	3
Gloucester	Non-indigenous	4658
Gloucester	Torres Strait Islander	3
Old Bar - Manning Point - Red Head	Aboriginal	414
