SA2_NAME16	MotorVehicles.min	occupied_private_dwellings
Coffs Harbour - South	1	1643
Coffs Harbour - South	2	1229
Coffs Harbour - South	3	312
Coffs Harbour - South	4	122
Coramba - Nana Glen - Bucca		48
Coramba - Nana Glen - Bucca	0	13
Coramba - Nana Glen - Bucca	1	276
Coramba - Nana Glen - Bucca	2	559
Coramba - Nana Glen - Bucca	3	217
Coramba - Nana Glen - Bucca	4	149
Dorrigo		53
Dorrigo	0	56
Dorrigo	1	486
Dorrigo	2	449
Dorrigo	3	174
Dorrigo	4	72
Korora - Emerald Beach		72
Korora - Emerald Beach	0	41
Korora - Emerald Beach	1	882
Korora - Emerald Beach	2	1428
Korora - Emerald Beach	3	441
Korora - Emerald Beach	4	192
Sawtell - Boambee		291
Sawtell - Boambee	0	387
Sawtell - Boambee	1	2839
Sawtell - Boambee	2	2688
Sawtell - Boambee	3	774
Sawtell - Boambee	4	388
Urunga		94
Urunga	0	104
Urunga	1	725
Urunga	2	664
Urunga	3	202
Urunga	4	114
Woolgoolga - Arrawarra		242
Woolgoolga - Arrawarra	0	210
Woolgoolga - Arrawarra	1	1695
Woolgoolga - Arrawarra	2	1647
Woolgoolga - Arrawarra	3	481
Woolgoolga - Arrawarra	4	267
Bourke - Brewarrina		105
Bourke - Brewarrina	0	204
Bourke - Brewarrina	1	461
Bourke - Brewarrina	2	330
Bourke - Brewarrina	3	111
Bourke - Brewarrina	4	77
Cobar		85
Cobar	0	108
Cobar	1	530
Cobar	2	613
Cobar	3	219
Cobar	4	95
Coonamble		88
Coonamble	0	131
Coonamble	1	470
Coonamble	2	443
Coonamble	3	198
Coonamble	4	98
Nyngan - Warren		108
Nyngan - Warren	0	133
Nyngan - Warren	1	600
Nyngan - Warren	2	629
Nyngan - Warren	3	231
Nyngan - Warren	4	129
Walgett - Lightning Ridge		174
Walgett - Lightning Ridge	0	317
Walgett - Lightning Ridge	1	837
Walgett - Lightning Ridge	2	638
Walgett - Lightning Ridge	3	269
Walgett - Lightning Ridge	4	159
Broken Hill		416
Broken Hill	0	690
Broken Hill	1	2936
Broken Hill	2	2260
Broken Hill	3	630
Broken Hill	4	255
Far West		71
Far West	0	106
Far West	1	253
Far West	2	180
Far West	3	93
Far West	4	106
Coonabarabran		167
Coonabarabran	0	205
Coonabarabran	1	999
Coonabarabran	2	1030
Coonabarabran	3	390
Coonabarabran	4	245
Dubbo - East		163
Dubbo - East	0	217
Dubbo - East	1	1149
Dubbo - East	2	1303
Dubbo - East	3	467
Dubbo - East	4	243
Dubbo - South		241
Dubbo - South	0	449
Dubbo - South	1	2378
Dubbo - South	2	2259
Dubbo - South	3	693
Dubbo - South	4	261
Dubbo - West		150
Dubbo - West	0	185
Dubbo - West	1	1056
Dubbo - West	2	1178
Dubbo - West	3	330
Dubbo - West	4	162
Dubbo Region		66
Dubbo Region	0	14
Dubbo Region	1	286
Dubbo Region	2	754
Dubbo Region	3	413
Dubbo Region	4	294
Gilgandra		83
Gilgandra	0	111
Gilgandra	1	511
Gilgandra	2	535
Gilgandra	3	244
Gilgandra	4	156
Narromine		137
Narromine	0	139
Narromine	1	712
Narromine	2	789
Narromine	3	364
Narromine	4	191
Wellington		143
Wellington	0	253
Wellington	1	1026
Wellington	2	938
Wellington	3	394
Wellington	4	199
Branxton - Greta - Pokolbin		148
Branxton - Greta - Pokolbin	0	80
Branxton - Greta - Pokolbin	1	803
Branxton - Greta - Pokolbin	2	1502
Branxton - Greta - Pokolbin	3	581
Branxton - Greta - Pokolbin	4	332
Cessnock		371
Cessnock	0	524
Cessnock	1	2877
Cessnock	2	2651
Cessnock	3	862
Cessnock	4	433
Cessnock Region		91
Cessnock Region	0	50
Cessnock Region	1	636
Cessnock Region	2	1013
Cessnock Region	3	440
Cessnock Region	4	341
Dungog		108
Dungog	0	87
Dungog	1	879
Dungog	2	1285
Dungog	3	529
Dungog	4	357
Kurri Kurri - Abermain		276
Kurri Kurri - Abermain	0	358
Kurri Kurri - Abermain	1	2117
Kurri Kurri - Abermain	2	2227
Kurri Kurri - Abermain	3	854
Kurri Kurri - Abermain	4	491
Singleton		160
Singleton	0	266
Singleton	1	1777
Singleton	2	2215
Singleton	3	785
Singleton	4	389
Singleton Region		51
Singleton Region	0	18
Singleton Region	1	274
Singleton Region	2	620
Singleton Region	3	322
Singleton Region	4	238
Maitland		89
Maitland	0	165
Maitland	1	738
Maitland	2	904
Maitland	3	286
Maitland	4	137
Maitland - East		286
Maitland - East	0	604
Maitland - East	1	3486
Maitland - East	2	3967
Maitland - East	3	1184
Maitland - East	4	595
Maitland - North		50
Maitland - North	0	70
Maitland - North	1	637
Maitland - North	2	1128
Maitland - North	3	428
Maitland - North	4	255
Maitland - West		344
Maitland - West	0	413
Maitland - West	1	2521
Maitland - West	2	3058
Maitland - West	3	1042
Maitland - West	4	542
Thornton - Millers Forest		46
Thornton - Millers Forest	0	62
Thornton - Millers Forest	1	782
Thornton - Millers Forest	2	1542
Thornton - Millers Forest	3	552
Thornton - Millers Forest	4	338
Anna Bay		85
Anna Bay	0	64
Anna Bay	1	721
Anna Bay	2	716
Anna Bay	3	275
Anna Bay	4	157
Lemon Tree Passage - Tanilba Bay		117
Lemon Tree Passage - Tanilba Bay	0	105
Lemon Tree Passage - Tanilba Bay	1	988
Lemon Tree Passage - Tanilba Bay	2	965
Lemon Tree Passage - Tanilba Bay	3	295
Lemon Tree Passage - Tanilba Bay	4	134
Nelson Bay Peninsula		342
Nelson Bay Peninsula	0	387
Nelson Bay Peninsula	1	3374
Nelson Bay Peninsula	2	3067
Nelson Bay Peninsula	3	770
Nelson Bay Peninsula	4	305
Raymond Terrace		316
Raymond Terrace	0	330
Raymond Terrace	1	1934
Raymond Terrace	2	1637
Raymond Terrace	3	576
Raymond Terrace	4	277
Seaham - Woodville		38
Seaham - Woodville	0	15
Seaham - Woodville	1	235
Seaham - Woodville	2	696
Seaham - Woodville	3	376
Seaham - Woodville	4	353
Tea Gardens - Hawks Nest		97
Tea Gardens - Hawks Nest	0	89
Tea Gardens - Hawks Nest	1	930
Tea Gardens - Hawks Nest	2	796
Tea Gardens - Hawks Nest	3	177
Tea Gardens - Hawks Nest	4	93
Williamtown - Medowie - Karuah		172
Williamtown - Medowie - Karuah	0	94
Williamtown - Medowie - Karuah	1	1111
Williamtown - Medowie - Karuah	2	1827
Williamtown - Medowie - Karuah	3	747
Williamtown - Medowie - Karuah	4	510
Muswellbrook		169
Muswellbrook	0	339
Muswellbrook	1	1544
Muswellbrook	2	1662
Muswellbrook	3	456
Muswellbrook	4	220
Muswellbrook Region		85
Muswellbrook Region	0	43
Muswellbrook Region	1	365
Muswellbrook Region	2	513
Muswellbrook Region	3	226
Muswellbrook Region	4	141
Scone		102
Scone	0	154
Scone	1	743
Scone	2	798
Scone	3	280
Scone	4	112
Scone Region		152
Scone Region	0	105
Scone Region	1	867
Scone Region	2	1121
Scone Region	3	477
Scone Region	4	254
Dapto - Avondale		341
Dapto - Avondale	0	548
Dapto - Avondale	1	2962
Dapto - Avondale	2	3072
Dapto - Avondale	3	1058
Dapto - Avondale	4	573
Horsley - Kembla Grange		52
Horsley - Kembla Grange	0	42
Horsley - Kembla Grange	1	679
Horsley - Kembla Grange	2	1215
Horsley - Kembla Grange	3	463
Horsley - Kembla Grange	4	237
Unanderra - Mount Kembla		178
Unanderra - Mount Kembla	0	312
Unanderra - Mount Kembla	1	1468
Unanderra - Mount Kembla	2	2036
Unanderra - Mount Kembla	3	756
Unanderra - Mount Kembla	4	428
Berkeley - Lake Heights - Cringila		272
Berkeley - Lake Heights - Cringila	0	549
Berkeley - Lake Heights - Cringila	1	1704
Berkeley - Lake Heights - Cringila	2	1489
Berkeley - Lake Heights - Cringila	3	583
Berkeley - Lake Heights - Cringila	4	289
Port Kembla - Warrawong		224
Port Kembla - Warrawong	0	652
Port Kembla - Warrawong	1	1434
Port Kembla - Warrawong	2	894
Port Kembla - Warrawong	3	300
Port Kembla - Warrawong	4	163
Windang - Primbee		101
Windang - Primbee	0	196
Windang - Primbee	1	780
Windang - Primbee	2	469
Windang - Primbee	3	178
Windang - Primbee	4	104
Albion Park - Macquarie Pass		95
Albion Park - Macquarie Pass	0	128
Albion Park - Macquarie Pass	1	1144
Albion Park - Macquarie Pass	2	1889
Albion Park - Macquarie Pass	3	764
Albion Park - Macquarie Pass	4	536
Albion Park Rail		95
Albion Park Rail	0	121
Albion Park Rail	1	833
Albion Park Rail	2	855
Albion Park Rail	3	308
Albion Park Rail	4	218
Kiama		84
Kiama	0	186
Kiama	1	1128
Kiama	2	1150
Kiama	3	317
Kiama	4	158
Kiama Downs - Minnamurra		43
Kiama Downs - Minnamurra	0	54
Kiama Downs - Minnamurra	1	520
Kiama Downs - Minnamurra	2	930
Kiama Downs - Minnamurra	3	324
Kiama Downs - Minnamurra	4	156
Kiama Hinterland - Gerringong		85
Kiama Hinterland - Gerringong	0	75
Kiama Hinterland - Gerringong	1	732
Kiama Hinterland - Gerringong	2	1116
Kiama Hinterland - Gerringong	3	388
Kiama Hinterland - Gerringong	4	245
Shellharbour - Flinders		152
Shellharbour - Flinders	0	138
Shellharbour - Flinders	1	1424
Shellharbour - Flinders	2	2402
Shellharbour - Flinders	3	829
Shellharbour - Flinders	4	501
Shellharbour - Oak Flats		130
Shellharbour - Oak Flats	0	173
Shellharbour - Oak Flats	1	1164
Shellharbour - Oak Flats	2	1301
Shellharbour - Oak Flats	3	474
Shellharbour - Oak Flats	4	320
Warilla		379
Warilla	0	709
Warilla	1	2924
Warilla	2	2421
Warilla	3	806
Warilla	4	404
Balgownie - Fairy Meadow		288
Balgownie - Fairy Meadow	0	782
Balgownie - Fairy Meadow	1	2866
Balgownie - Fairy Meadow	2	2604
Balgownie - Fairy Meadow	3	853
Balgownie - Fairy Meadow	4	420
Corrimal - Tarrawanna - Bellambi		236
Corrimal - Tarrawanna - Bellambi	0	711
Corrimal - Tarrawanna - Bellambi	1	2359
Corrimal - Tarrawanna - Bellambi	2	1925
Corrimal - Tarrawanna - Bellambi	3	594
Corrimal - Tarrawanna - Bellambi	4	288
Figtree - Keiraville		219
Figtree - Keiraville	0	458
Figtree - Keiraville	1	2436
Figtree - Keiraville	2	2804
Figtree - Keiraville	3	865
Figtree - Keiraville	4	475
Helensburgh		63
Helensburgh	0	53
Helensburgh	1	717
Helensburgh	2	1239
Helensburgh	3	415
Helensburgh	4	268
Thirroul - Austinmer - Coalcliff		94
Thirroul - Austinmer - Coalcliff	0	171
Thirroul - Austinmer - Coalcliff	1	1288
Thirroul - Austinmer - Coalcliff	2	1658
Thirroul - Austinmer - Coalcliff	3	439
Thirroul - Austinmer - Coalcliff	4	233
Woonona - Bulli - Russell Vale		215
Woonona - Bulli - Russell Vale	0	516
Woonona - Bulli - Russell Vale	1	2325
Woonona - Bulli - Russell Vale	2	2755
Woonona - Bulli - Russell Vale	3	821
Woonona - Bulli - Russell Vale	4	408
Wollongong - East		337
Wollongong - East	0	909
Wollongong - East	1	2792
Wollongong - East	2	1553
Wollongong - East	3	334
Wollongong - East	4	140
Wollongong - West		232
Wollongong - West	0	846
Wollongong - West	1	2516
Wollongong - West	2	1804
Wollongong - West	3	596
Wollongong - West	4	223
Bulahdelah - Stroud		79
Bulahdelah - Stroud	0	44
Bulahdelah - Stroud	1	536
Bulahdelah - Stroud	2	682
Bulahdelah - Stroud	3	276
Bulahdelah - Stroud	4	164
Forster		313
Forster	0	433
Forster	1	2778
Forster	2	1881
Forster	3	479
Forster	4	132
Forster-Tuncurry Region		110
Forster-Tuncurry Region	0	67
Forster-Tuncurry Region	1	806
Forster-Tuncurry Region	2	898
Forster-Tuncurry Region	3	319
Forster-Tuncurry Region	4	141
Tuncurry		173
Tuncurry	0	249
Tuncurry	1	1424
Tuncurry	2	714
Tuncurry	3	170
Tuncurry	4	61
Kempsey		304
Kempsey	0	436
Kempsey	1	1755
Kempsey	2	1668
Kempsey	3	558
Kempsey	4	290
Kempsey Region		163
Kempsey Region	0	119
Kempsey Region	1	1152
Kempsey Region	2	1229
Kempsey Region	3	505
Kempsey Region	4	277
Macksville - Scotts Head		82
Macksville - Scotts Head	0	127
Macksville - Scotts Head	1	736
Macksville - Scotts Head	2	646
Macksville - Scotts Head	3	179
Macksville - Scotts Head	4	78
Nambucca Heads		189
Nambucca Heads	0	275
Nambucca Heads	1	1468
Nambucca Heads	2	784
Nambucca Heads	3	176
Nambucca Heads	4	76
Nambucca Heads Region		104
Nambucca Heads Region	0	80
Nambucca Heads Region	1	989
Nambucca Heads Region	2	1120
Nambucca Heads Region	3	376
Nambucca Heads Region	4	197
South West Rocks		95
South West Rocks	0	105
South West Rocks	1	968
South West Rocks	2	763
South West Rocks	3	212
South West Rocks	4	59
Lord Howe Island		8
Lord Howe Island	0	22
Lord Howe Island	1	81
Lord Howe Island	2	24
Lord Howe Island	4	3
Laurieton - Bonny Hills		311
Laurieton - Bonny Hills	0	327
Laurieton - Bonny Hills	1	2692
Laurieton - Bonny Hills	2	2433
Laurieton - Bonny Hills	3	726
Laurieton - Bonny Hills	4	324
Port Macquarie - East		411
Port Macquarie - East	0	622
Port Macquarie - East	1	4430
Port Macquarie - East	2	4185
Port Macquarie - East	3	1024
Port Macquarie - East	4	408
Port Macquarie - West		344
Port Macquarie - West	0	687
Port Macquarie - West	1	3219
Port Macquarie - West	2	2168
Port Macquarie - West	3	534
Port Macquarie - West	4	235
Port Macquarie Region		84
Port Macquarie Region	0	35
Port Macquarie Region	1	461
Port Macquarie Region	2	710
Port Macquarie Region	3	339
Port Macquarie Region	4	200
Wauchope		166
Wauchope	0	175
Wauchope	1	1276
Wauchope	2	1481
Wauchope	3	563
Wauchope	4	298
Gloucester		92
Gloucester	0	105
Gloucester	1	746
Gloucester	2	752
Gloucester	3	229
Gloucester	4	102
Old Bar - Manning Point - Red Head		170
Old Bar - Manning Point - Red Head	0	122
Old Bar - Manning Point - Red Head	1	1489
Old Bar - Manning Point - Red Head	2	1687
Old Bar - Manning Point - Red Head	3	485
Old Bar - Manning Point - Red Head	4	209
Taree		410
Taree	0	767
Taree	1	3209
Taree	2	2512
Taree	3	777
Taree	4	349
Taree Region		200
Taree Region	0	105
Taree Region	1	1640
Taree Region	2	1885
Taree Region	3	634
Taree Region	4	345
Wingham		89
Wingham	0	142
Wingham	1	768
Wingham	2	672
Wingham	3	260
Wingham	4	123
Albury - East		127
Albury - East	0	208
Albury - East	1	1710
Albury - East	2	2313
Albury - East	3	651
Albury - East	4	290
Albury - North		160
Albury - North	0	318
Albury - North	1	1389
Albury - North	2	1316
