STE_NAME16	Age	EnglishProficiency	SpeaksEnglishOnly	YearOfArrival.max	persons_born_overseas
New South Wales	15-24		1	2013	1671
New South Wales	15-24		1	2014	2229
New South Wales	15-24		1	2015	2985
New South Wales	15-24		1	2016	2527
New South Wales	15-24	Speaks English not well or not at all	0		2008
New South Wales	15-24	Speaks English not well or not at all	0	2000	79
New South Wales	15-24	Speaks English not well or not at all	0	2005	412
New South Wales	15-24	Speaks English not well or not at all	0	2010	719
New South Wales	15-24	Speaks English not well or not at all	0	2011	434
New South Wales	15-24	Speaks English not well or not at all	0	2012	952
New South Wales	15-24	Speaks English not well or not at all	0	2013	1752
New South Wales	15-24	Speaks English not well or not at all	0	2014	2418
New South Wales	15-24	Speaks English not well or not at all	0	2015	3628
New South Wales	15-24	Speaks English not well or not at all	0	2016	3198
New South Wales	15-24	Speaks English well or very well	0		5195
New South Wales	15-24	Speaks English well or very well	0	2000	10240
New South Wales	15-24	Speaks English well or very well	0	2005	19033
New South Wales	15-24	Speaks English well or very well	0	2010	21223
New South Wales	15-24	Speaks English well or very well	0	2011	5740
New South Wales	15-24	Speaks English well or very well	0	2012	7832
New South Wales	15-24	Speaks English well or very well	0	2013	10746
New South Wales	15-24	Speaks English well or very well	0	2014	14981
New South Wales	15-24	Speaks English well or very well	0	2015	18330
New South Wales	15-24	Speaks English well or very well	0	2016	13242
New South Wales	25-34				1315
New South Wales	25-34			2000	42
New South Wales	25-34			2005	20
New South Wales	25-34			2010	73
New South Wales	25-34			2011	25
New South Wales	25-34			2012	21
New South Wales	25-34			2013	20
New South Wales	25-34			2014	27
New South Wales	25-34			2015	22
New South Wales	25-34			2016	20
New South Wales	25-34		0		113
New South Wales	25-34		0	2000	227
New South Wales	25-34		0	2005	237
New South Wales	25-34		0	2010	455
New South Wales	25-34		0	2011	75
New South Wales	25-34		0	2012	107
New South Wales	25-34		0	2013	107
New South Wales	25-34		0	2014	122
New South Wales	25-34		0	2015	114
New South Wales	25-34		0	2016	68
New South Wales	25-34		1		2837
New South Wales	25-34		1	2000	28064
New South Wales	25-34		1	2005	8816
New South Wales	25-34		1	2010	17038
New South Wales	25-34		1	2011	5518
New South Wales	25-34		1	2012	5951
New South Wales	25-34		1	2013	6101
New South Wales	25-34		1	2014	5865
New South Wales	25-34		1	2015	5788
New South Wales	25-34		1	2016	3293
New South Wales	25-34	Speaks English not well or not at all	0		2121
New South Wales	25-34	Speaks English not well or not at all	0	2000	518
New South Wales	25-34	Speaks English not well or not at all	0	2005	2175
New South Wales	25-34	Speaks English not well or not at all	0	2010	6910
New South Wales	25-34	Speaks English not well or not at all	0	2011	1818
New South Wales	25-34	Speaks English not well or not at all	0	2012	2887
New South Wales	25-34	Speaks English not well or not at all	0	2013	4149
New South Wales	25-34	Speaks English not well or not at all	0	2014	3852
New South Wales	25-34	Speaks English not well or not at all	0	2015	4236
New South Wales	25-34	Speaks English not well or not at all	0	2016	2659
New South Wales	25-34	Speaks English well or very well	0		6188
New South Wales	25-34	Speaks English well or very well	0	2000	40425
New South Wales	25-34	Speaks English well or very well	0	2005	35083
New South Wales	25-34	Speaks English well or very well	0	2010	79745
New South Wales	25-34	Speaks English well or very well	0	2011	13601
New South Wales	25-34	Speaks English well or very well	0	2012	16980
New South Wales	25-34	Speaks English well or very well	0	2013	20175
New South Wales	25-34	Speaks English well or very well	0	2014	21641
New South Wales	25-34	Speaks English well or very well	0	2015	22165
New South Wales	25-34	Speaks English well or very well	0	2016	12326
New South Wales	35-44				996
New South Wales	35-44			2000	77
New South Wales	35-44			2005	46
New South Wales	35-44			2010	42
New South Wales	35-44			2011	5
New South Wales	35-44			2012	7
New South Wales	35-44			2013	8
New South Wales	35-44			2014	8
New South Wales	35-44			2015	3
New South Wales	35-44			2016	4
New South Wales	35-44		0		105
New South Wales	35-44		0	2000	536
New South Wales	35-44		0	2005	360
New South Wales	35-44		0	2010	339
New South Wales	35-44		0	2011	51
New South Wales	35-44		0	2012	48
New South Wales	35-44		0	2013	74
New South Wales	35-44		0	2014	48
New South Wales	35-44		0	2015	48
New South Wales	35-44		0	2016	19
New South Wales	35-44		1		2673
New South Wales	35-44		1	2000	50001
New South Wales	35-44		1	2005	21499
New South Wales	35-44		1	2010	18171
New South Wales	35-44		1	2011	3285
New South Wales	35-44		1	2012	2935
New South Wales	35-44		1	2013	2452
New South Wales	35-44		1	2014	2085
New South Wales	35-44		1	2015	1860
New South Wales	35-44		1	2016	985
New South Wales	35-44	Speaks English not well or not at all	0		1207
New South Wales	35-44	Speaks English not well or not at all	0	2000	5458
New South Wales	35-44	Speaks English not well or not at all	0	2005	5785
New South Wales	35-44	Speaks English not well or not at all	0	2010	7706
New South Wales	35-44	Speaks English not well or not at all	0	2011	1460
New South Wales	35-44	Speaks English not well or not at all	0	2012	1997
New South Wales	35-44	Speaks English not well or not at all	0	2013	2358
New South Wales	35-44	Speaks English not well or not at all	0	2014	1975
New South Wales	35-44	Speaks English not well or not at all	0	2015	1924
New South Wales	35-44	Speaks English not well or not at all	0	2016	1239
New South Wales	35-44	Speaks English well or very well	0		3489
New South Wales	35-44	Speaks English well or very well	0	2000	71818
New South Wales	35-44	Speaks English well or very well	0	2005	52661
New South Wales	35-44	Speaks English well or very well	0	2010	51953
New South Wales	35-44	Speaks English well or very well	0	2011	7046
New South Wales	35-44	Speaks English well or very well	0	2012	7589
New South Wales	35-44	Speaks English well or very well	0	2013	7374
New South Wales	35-44	Speaks English well or very well	0	2014	6588
New South Wales	35-44	Speaks English well or very well	0	2015	6156
New South Wales	35-44	Speaks English well or very well	0	2016	3349
New South Wales	45-54				776
New South Wales	45-54			2000	169
New South Wales	45-54			2005	32
New South Wales	45-54			2010	14
New South Wales	45-54			2011	3
New South Wales	45-54			2012	3
New South Wales	45-54			2014	4
New South Wales	45-54		0		109
New South Wales	45-54		0	2000	865
New South Wales	45-54		0	2005	178
New South Wales	45-54		0	2010	131
New South Wales	45-54		0	2011	22
New South Wales	45-54		0	2012	29
New South Wales	45-54		0	2013	23
New South Wales	45-54		0	2014	19
New South Wales	45-54		0	2015	18
New South Wales	45-54		0	2016	9
New South Wales	45-54		1		3257
New South Wales	45-54		1	2000	93405
New South Wales	45-54		1	2005	13511
New South Wales	45-54		1	2010	8364
New South Wales	45-54		1	2011	1397
New South Wales	45-54		1	2012	1286
New South Wales	45-54		1	2013	1006
New South Wales	45-54		1	2014	857
New South Wales	45-54		1	2015	748
New South Wales	45-54		1	2016	398
New South Wales	45-54	Speaks English not well or not at all	0		1919
New South Wales	45-54	Speaks English not well or not at all	0	2000	20280
New South Wales	45-54	Speaks English not well or not at all	0	2005	6413
New South Wales	45-54	Speaks English not well or not at all	0	2010	6379
New South Wales	45-54	Speaks English not well or not at all	0	2011	1170
New South Wales	45-54	Speaks English not well or not at all	0	2012	1444
New South Wales	45-54	Speaks English not well or not at all	0	2013	1636
New South Wales	45-54	Speaks English not well or not at all	0	2014	1415
New South Wales	45-54	Speaks English not well or not at all	0	2015	1379
New South Wales	45-54	Speaks English not well or not at all	0	2016	1015
New South Wales	45-54	Speaks English well or very well	0		3084
New South Wales	45-54	Speaks English well or very well	0	2000	112857
New South Wales	45-54	Speaks English well or very well	0	2005	23218
New South Wales	45-54	Speaks English well or very well	0	2010	14287
New South Wales	45-54	Speaks English well or very well	0	2011	1984
New South Wales	45-54	Speaks English well or very well	0	2012	1955
New South Wales	45-54	Speaks English well or very well	0	2013	1797
New South Wales	45-54	Speaks English well or very well	0	2014	1444
New South Wales	45-54	Speaks English well or very well	0	2015	1215
New South Wales	45-54	Speaks English well or very well	0	2016	648
New South Wales	55-64				471
New South Wales	55-64			2000	246
New South Wales	55-64			2005	7
New South Wales	55-64			2010	11
New South Wales	55-64			2011	7
New South Wales	55-64			2013	4
New South Wales	55-64			2015	3
New South Wales	55-64			2016	3
New South Wales	55-64		0		100
New South Wales	55-64		0	2000	1023
New South Wales	55-64		0	2005	63
New South Wales	55-64		0	2010	41
New South Wales	55-64		0	2011	15
New South Wales	55-64		0	2012	13
New South Wales	55-64		0	2013	8
New South Wales	55-64		0	2014	13
New South Wales	55-64		0	2015	14
New South Wales	55-64		0	2016	10
New South Wales	55-64		1		2960
New South Wales	55-64		1	2000	101683
New South Wales	55-64		1	2005	4658
New South Wales	55-64		1	2010	2403
New South Wales	55-64		1	2011	442
New South Wales	55-64		1	2012	442
New South Wales	55-64		1	2013	340
New South Wales	55-64		1	2014	299
New South Wales	55-64		1	2015	308
New South Wales	55-64		1	2016	149
New South Wales	55-64	Speaks English not well or not at all	0		3292
New South Wales	55-64	Speaks English not well or not at all	0	2000	33328
New South Wales	55-64	Speaks English not well or not at all	0	2005	4630
New South Wales	55-64	Speaks English not well or not at all	0	2010	4920
New South Wales	55-64	Speaks English not well or not at all	0	2011	1357
New South Wales	55-64	Speaks English not well or not at all	0	2012	1408
New South Wales	55-64	Speaks English not well or not at all	0	2013	1575
New South Wales	55-64	Speaks English not well or not at all	0	2014	1603
New South Wales	55-64	Speaks English not well or not at all	0	2015	1440
New South Wales	55-64	Speaks English not well or not at all	0	2016	1280
New South Wales	55-64	Speaks English well or very well	0		2735
New South Wales	55-64	Speaks English well or very well	0	2000	108457
New South Wales	55-64	Speaks English well or very well	0	2005	6684
New South Wales	55-64	Speaks English well or very well	0	2010	3088
New South Wales	55-64	Speaks English well or very well	0	2011	526
New South Wales	55-64	Speaks English well or very well	0	2012	534
New South Wales	55-64	Speaks English well or very well	0	2013	535
New South Wales	55-64	Speaks English well or very well	0	2014	443
New South Wales	55-64	Speaks English well or very well	0	2015	419
New South Wales	55-64	Speaks English well or very well	0	2016	290
New South Wales	65-74				336
New South Wales	65-74			2000	332
New South Wales	65-74			2005	5
New South Wales	65-74			2010	6
New South Wales	65-74			2011	8
New South Wales	65-74			2013	3
New South Wales	65-74			2014	7
New South Wales	65-74			2016	3
New South Wales	65-74		0		120
New South Wales	65-74		0	2000	869
New South Wales	65-74		0	2005	33
New South Wales	65-74		0	2010	16
New South Wales	65-74		0	2012	11
New South Wales	65-74		0	2013	3
New South Wales	65-74		0	2014	4
New South Wales	65-74		0	2015	5
New South Wales	65-74		0	2016	7
New South Wales	65-74		1		2891
New South Wales	65-74		1	2000	101252
New South Wales	65-74		1	2005	1624
New South Wales	65-74		1	2010	1298
New South Wales	65-74		1	2011	251
New South Wales	65-74		1	2012	235
New South Wales	65-74		1	2013	158
New South Wales	65-74		1	2014	208
New South Wales	65-74		1	2015	194
New South Wales	65-74		1	2016	92
New South Wales	65-74	Speaks English not well or not at all	0		1902
New South Wales	65-74	Speaks English not well or not at all	0	2000	27576
New South Wales	65-74	Speaks English not well or not at all	0	2005	2464
New South Wales	65-74	Speaks English not well or not at all	0	2010	3353
New South Wales	65-74	Speaks English not well or not at all	0	2011	818
New South Wales	65-74	Speaks English not well or not at all	0	2012	790
New South Wales	65-74	Speaks English not well or not at all	0	2013	870
New South Wales	65-74	Speaks English not well or not at all	0	2014	837
New South Wales	65-74	Speaks English not well or not at all	0	2015	794
New South Wales	65-74	Speaks English not well or not at all	0	2016	545
New South Wales	65-74	Speaks English well or very well	0		1892
New South Wales	65-74	Speaks English well or very well	0	2000	74722
New South Wales	65-74	Speaks English well or very well	0	2005	1483
New South Wales	65-74	Speaks English well or very well	0	2010	1180
New South Wales	65-74	Speaks English well or very well	0	2011	236
New South Wales	65-74	Speaks English well or very well	0	2012	218
New South Wales	65-74	Speaks English well or very well	0	2013	230
New South Wales	65-74	Speaks English well or very well	0	2014	200
New South Wales	65-74	Speaks English well or very well	0	2015	231
New South Wales	65-74	Speaks English well or very well	0	2016	168
New South Wales	75-84				442
New South Wales	75-84			2000	311
New South Wales	75-84			2005	6
New South Wales	75-84		0		171
New South Wales	75-84		0	2000	585
New South Wales	75-84		0	2005	25
New South Wales	75-84		0	2010	8
New South Wales	75-84		0	2011	3
New South Wales	75-84		0	2012	3
New South Wales	75-84		0	2014	4
New South Wales	75-84		0	2016	3
New South Wales	75-84		1		2040
New South Wales	75-84		1	2000	48544
New South Wales	75-84		1	2005	927
New South Wales	75-84		1	2010	565
New South Wales	75-84		1	2011	97
New South Wales	75-84		1	2012	69
New South Wales	75-84		1	2013	71
New South Wales	75-84		1	2014	58
New South Wales	75-84		1	2015	59
New South Wales	75-84		1	2016	43
New South Wales	75-84	Speaks English not well or not at all	0		1640
New South Wales	75-84	Speaks English not well or not at all	0	2000	26633
New South Wales	75-84	Speaks English not well or not at all	0	2005	1996
New South Wales	75-84	Speaks English not well or not at all	0	2010	1607
New South Wales	75-84	Speaks English not well or not at all	0	2011	261
New South Wales	75-84	Speaks English not well or not at all	0	2012	284
New South Wales	75-84	Speaks English not well or not at all	0	2013	275
New South Wales	75-84	Speaks English not well or not at all	0	2014	211
New South Wales	75-84	Speaks English not well or not at all	0	2015	217
New South Wales	75-84	Speaks English not well or not at all	0	2016	150
New South Wales	75-84	Speaks English well or very well	0		1399
New South Wales	75-84	Speaks English well or very well	0	2000	37361
New South Wales	75-84	Speaks English well or very well	0	2005	636
New South Wales	75-84	Speaks English well or very well	0	2010	448
New South Wales	75-84	Speaks English well or very well	0	2011	64
New South Wales	75-84	Speaks English well or very well	0	2012	73
New South Wales	75-84	Speaks English well or very well	0	2013	62
New South Wales	75-84	Speaks English well or very well	0	2014	56
New South Wales	75-84	Speaks English well or very well	0	2015	60
New South Wales	75-84	Speaks English well or very well	0	2016	41
New South Wales	85+				620
New South Wales	85+			2000	212
New South Wales	85+			2010	3
New South Wales	85+		0		170
New South Wales	85+		0	2000	245
New South Wales	85+		0	2005	3
New South Wales	85+		0	2010	3
New South Wales	85+		1		1904
New South Wales	85+		1	2000	17116
New South Wales	85+		1	2005	296
New South Wales	85+		1	2010	159
New South Wales	85+		1	2011	26
New South Wales	85+		1	2012	32
New South Wales	85+		1	2013	26
New South Wales	85+		1	2014	25
New South Wales	85+		1	2015	17
New South Wales	85+		1	2016	9
New South Wales	85+	Speaks English not well or not at all	0		1598
New South Wales	85+	Speaks English not well or not at all	0	2000	11837
New South Wales	85+	Speaks English not well or not at all	0	2005	464
New South Wales	85+	Speaks English not well or not at all	0	2010	281
New South Wales	85+	Speaks English not well or not at all	0	2011	51
New South Wales	85+	Speaks English not well or not at all	0	2012	40
New South Wales	85+	Speaks English not well or not at all	0	2013	45
New South Wales	85+	Speaks English not well or not at all	0	2014	36
New South Wales	85+	Speaks English not well or not at all	0	2015	44
New South Wales	85+	Speaks English not well or not at all	0	2016	19
New South Wales	85+	Speaks English well or very well	0		1111
New South Wales	85+	Speaks English well or very well	0	2000	11774
New South Wales	85+	Speaks English well or very well	0	2005	137
New South Wales	85+	Speaks English well or very well	0	2010	113
New South Wales	85+	Speaks English well or very well	0	2011	9
New South Wales	85+	Speaks English well or very well	0	2012	18
New South Wales	85+	Speaks English well or very well	0	2013	10
New South Wales	85+	Speaks English well or very well	0	2014	9
New South Wales	85+	Speaks English well or very well	0	2015	17
New South Wales	85+	Speaks English well or very well	0	2016	4
Victoria	0-14				166
Victoria	0-14			2005	9
Victoria	0-14			2010	24
Victoria	0-14			2011	19
Victoria	0-14			2012	19
Victoria	0-14			2013	16
Victoria	0-14			2014	17
Victoria	0-14			2015	44
Victoria	0-14			2016	62
Victoria	0-14		0		90
Victoria	0-14		0	2005	9
Victoria	0-14		0	2010	87
Victoria	0-14		0	2011	18
Victoria	0-14		0	2012	36
Victoria	0-14		0	2013	69
Victoria	0-14		0	2014	64
Victoria	0-14		0	2015	124
Victoria	0-14		0	2016	104
Victoria	0-14		1		1784
Victoria	0-14		1	2005	3291
Victoria	0-14		1	2010	11147
Victoria	0-14		1	2011	3146
Victoria	0-14		1	2012	3407
Victoria	0-14		1	2013	3064
Victoria	0-14		1	2014	2772
Victoria	0-14		1	2015	2908
Victoria	0-14		1	2016	1461
Victoria	0-14	Speaks English not well or not at all	0		1313
Victoria	0-14	Speaks English not well or not at all	0	2005	29
Victoria	0-14	Speaks English not well or not at all	0	2010	218
Victoria	0-14	Speaks English not well or not at all	0	2011	178
Victoria	0-14	Speaks English not well or not at all	0	2012	392
Victoria	0-14	Speaks English not well or not at all	0	2013	1044
Victoria	0-14	Speaks English not well or not at all	0	2014	1672
Victoria	0-14	Speaks English not well or not at all	0	2015	3068
Victoria	0-14	Speaks English not well or not at all	0	2016	3076
Victoria	0-14	Speaks English well or very well	0		2107
Victoria	0-14	Speaks English well or very well	0	2005	2927
Victoria	0-14	Speaks English well or very well	0	2010	16052
Victoria	0-14	Speaks English well or very well	0	2011	4576
Victoria	0-14	Speaks English well or very well	0	2012	5523
Victoria	0-14	Speaks English well or very well	0	2013	6936
Victoria	0-14	Speaks English well or very well	0	2014	5832
Victoria	0-14	Speaks English well or very well	0	2015	5504
Victoria	0-14	Speaks English well or very well	0	2016	2240
Victoria	15-24				405
Victoria	15-24			2000	8
Victoria	15-24			2005	35
Victoria	15-24			2010	36
Victoria	15-24			2011	9
Victoria	15-24			2012	9
Victoria	15-24			2013	4
Victoria	15-24			2014	20
Victoria	15-24			2015	20
Victoria	15-24			2016	19
Victoria	15-24		0		75
Victoria	15-24		0	2000	41
Victoria	15-24		0	2005	92
Victoria	15-24		0	2010	128
Victoria	15-24		0	2011	37
Victoria	15-24		0	2012	46
Victoria	15-24		0	2013	58
Victoria	15-24		0	2014	102
Victoria	15-24		0	2015	94
Victoria	15-24		0	2016	81
Victoria	15-24		1		1549
Victoria	15-24		1	2000	6806
Victoria	15-24		1	2005	11203
Victoria	15-24		1	2010	8173
Victoria	15-24		1	2011	1485
Victoria	15-24		1	2012	1747
Victoria	15-24		1	2013	1610
Victoria	15-24		1	2014	2097
Victoria	15-24		1	2015	2914
Victoria	15-24		1	2016	2486
Victoria	15-24	Speaks English not well or not at all	0		1714
Victoria	15-24	Speaks English not well or not at all	0	2000	59
Victoria	15-24	Speaks English not well or not at all	0	2005	347
Victoria	15-24	Speaks English not well or not at all	0	2010	695
Victoria	15-24	Speaks English not well or not at all	0	2011	406
Victoria	15-24	Speaks English not well or not at all	0	2012	831
Victoria	15-24	Speaks English not well or not at all	0	2013	1573
Victoria	15-24	Speaks English not well or not at all	0	2014	2276
Victoria	15-24	Speaks English not well or not at all	0	2015	3359
Victoria	15-24	Speaks English not well or not at all	0	2016	2814
Victoria	15-24	Speaks English well or very well	0		4963
Victoria	15-24	Speaks English well or very well	0	2000	6129
Victoria	15-24	Speaks English well or very well	0	2005	14547
Victoria	15-24	Speaks English well or very well	0	2010	22763
Victoria	15-24	Speaks English well or very well	0	2011	6152
Victoria	15-24	Speaks English well or very well	0	2012	8283
Victoria	15-24	Speaks English well or very well	0	2013	11312
Victoria	15-24	Speaks English well or very well	0	2014	16055
Victoria	15-24	Speaks English well or very well	0	2015	18996
Victoria	15-24	Speaks English well or very well	0	2016	13593
Victoria	25-34				906
Victoria	25-34			2000	27
Victoria	25-34			2005	25
Victoria	25-34			2010	59
Victoria	25-34			2011	13
Victoria	25-34			2012	12
Victoria	25-34			2013	14
Victoria	25-34			2014	12
Victoria	25-34			2015	20
Victoria	25-34			2016	16
Victoria	25-34		0		98
Victoria	25-34		0	2000	200
Victoria	25-34		0	2005	165
Victoria	25-34		0	2010	493
Victoria	25-34		0	2011	64
Victoria	25-34		0	2012	107
Victoria	25-34		0	2013	121
Victoria	25-34		0	2014	112
Victoria	25-34		0	2015	105
Victoria	25-34		0	2016	52
Victoria	25-34		1		2217
Victoria	25-34		1	2000	21750
Victoria	25-34		1	2005	8045
Victoria	25-34		1	2010	15285
Victoria	25-34		1	2011	4681
Victoria	25-34		1	2012	5129
Victoria	25-34		1	2013	4783
Victoria	25-34		1	2014	4465
Victoria	25-34		1	2015	4374
Victoria	25-34		1	2016	2554
Victoria	25-34	Speaks English not well or not at all	0		1514
Victoria	25-34	Speaks English not well or not at all	0	2000	296
Victoria	25-34	Speaks English not well or not at all	0	2005	1540
Victoria	25-34	Speaks English not well or not at all	0	2010	5633
Victoria	25-34	Speaks English not well or not at all	0	2011	1520
Victoria	25-34	Speaks English not well or not at all	0	2012	2414
Victoria	25-34	Speaks English not well or not at all	0	2013	3304
Victoria	25-34	Speaks English not well or not at all	0	2014	2754
Victoria	25-34	Speaks English not well or not at all	0	2015	3297
Victoria	25-34	Speaks English not well or not at all	0	2016	2171
Victoria	25-34	Speaks English well or very well	0		4869
Victoria	25-34	Speaks English well or very well	0	2000	26560
Victoria	25-34	Speaks English well or very well	0	2005	29483
Victoria	25-34	Speaks English well or very well	0	2010	78071
Victoria	25-34	Speaks English well or very well	0	2011	12137
Victoria	25-34	Speaks English well or very well	0	2012	15301
Victoria	25-34	Speaks English well or very well	0	2013	17134
Victoria	25-34	Speaks English well or very well	0	2014	18157
Victoria	25-34	Speaks English well or very well	0	2015	17456
Victoria	25-34	Speaks English well or very well	0	2016	9742
Victoria	35-44				625
Victoria	35-44			2000	64
Victoria	35-44			2005	42
Victoria	35-44			2010	34
Victoria	35-44			2011	8
Victoria	35-44			2012	12
Victoria	35-44			2013	9
Victoria	35-44			2014	5
Victoria	35-44			2015	9
Victoria	35-44			2016	8
Victoria	35-44		0		77
Victoria	35-44		0	2000	353
Victoria	35-44		0	2005	267
Victoria	35-44		0	2010	339
Victoria	35-44		0	2011	24
Victoria	35-44		0	2012	42
Victoria	35-44		0	2013	62
Victoria	35-44		0	2014	35
Victoria	35-44		0	2015	30
Victoria	35-44		0	2016	18
Victoria	35-44		1		2046
Victoria	35-44		1	2000	37894
Victoria	35-44		1	2005	14245
Victoria	35-44		1	2010	13747
Victoria	35-44		1	2011	2832
Victoria	35-44		1	2012	2489
Victoria	35-44		1	2013	1994
Victoria	35-44		1	2014	1633
Victoria	35-44		1	2015	1527
Victoria	35-44		1	2016	731
Victoria	35-44	Speaks English not well or not at all	0		948
Victoria	35-44	Speaks English not well or not at all	0	2000	3866
Victoria	35-44	Speaks English not well or not at all	0	2005	3775
Victoria	35-44	Speaks English not well or not at all	0	2010	6409
Victoria	35-44	Speaks English not well or not at all	0	2011	1348
Victoria	35-44	Speaks English not well or not at all	0	2012	1783
Victoria	35-44	Speaks English not well or not at all	0	2013	2234
Victoria	35-44	Speaks English not well or not at all	0	2014	1701
Victoria	35-44	Speaks English not well or not at all	0	2015	1690
Victoria	35-44	Speaks English not well or not at all	0	2016	1081
Victoria	35-44	Speaks English well or very well	0		2594
Victoria	35-44	Speaks English well or very well	0	2000	48029
Victoria	35-44	Speaks English well or very well	0	2005	36772
Victoria	35-44	Speaks English well or very well	0	2010	47285
Victoria	35-44	Speaks English well or very well	0	2011	6268
Victoria	35-44	Speaks English well or very well	0	2012	6916
Victoria	35-44	Speaks English well or very well	0	2013	6238
Victoria	35-44	Speaks English well or very well	0	2014	5373
Victoria	35-44	Speaks English well or very well	0	2015	5079
Victoria	35-44	Speaks English well or very well	0	2016	2620
Victoria	45-54				453
Victoria	45-54			2000	108
Victoria	45-54			2005	20
Victoria	45-54			2010	25
Victoria	45-54			2013	3
Victoria	45-54			2015	3
Victoria	45-54			2016	5
Victoria	45-54		0		96
Victoria	45-54		0	2000	590
Victoria	45-54		0	2005	134
Victoria	45-54		0	2010	110
Victoria	45-54		0	2011	14
Victoria	45-54		0	2012	21
Victoria	45-54		0	2013	16
Victoria	45-54		0	2014	17
Victoria	45-54		0	2015	12
Victoria	45-54		0	2016	5
Victoria	45-54		1		2364
Victoria	45-54		1	2000	67942
Victoria	45-54		1	2005	10089
Victoria	45-54		1	2010	7766
Victoria	45-54		1	2011	1262
Victoria	45-54		1	2012	1148
Victoria	45-54		1	2013	815
Victoria	45-54		1	2014	714
Victoria	45-54		1	2015	572
Victoria	45-54		1	2016	336
Victoria	45-54	Speaks English not well or not at all	0		1580
Victoria	45-54	Speaks English not well or not at all	0	2000	12920
Victoria	45-54	Speaks English not well or not at all	0	2005	3917
Victoria	45-54	Speaks English not well or not at all	0	2010	5355
Victoria	45-54	Speaks English not well or not at all	0	2011	1141
Victoria	45-54	Speaks English not well or not at all	0	2012	1396
Victoria	45-54	Speaks English not well or not at all	0	2013	1593
Victoria	45-54	Speaks English not well or not at all	0	2014	1297
Victoria	45-54	Speaks English not well or not at all	0	2015	1323
Victoria	45-54	Speaks English not well or not at all	0	2016	931
Victoria	45-54	Speaks English well or very well	0		2203
Victoria	45-54	Speaks English well or very well	0	2000	71501
Victoria	45-54	Speaks English well or very well	0	2005	15925
Victoria	45-54	Speaks English well or very well	0	2010	14714
Victoria	45-54	Speaks English well or very well	0	2011	2018
Victoria	45-54	Speaks English well or very well	0	2012	1968
Victoria	45-54	Speaks English well or very well	0	2013	1710
Victoria	45-54	Speaks English well or very well	0	2014	1372
Victoria	45-54	Speaks English well or very well	0	2015	1210
Victoria	45-54	Speaks English well or very well	0	2016	638
Victoria	55-64				312
Victoria	55-64			2000	211
Victoria	55-64			2005	12
Victoria	55-64			2010	3
Victoria	55-64			2015	3
Victoria	55-64		0		101
Victoria	55-64		0	2000	678
