LGA_CODE_2016,Num_MVs_per_dweling_0_MVs,Num_MVs_per_dweling_1_MVs,Num_MVs_per_dweling_2_MVs,Num_MVs_per_dweling_3_MVs,Num_MVs_per_dweling_4mo_MVs,Num_MVs_per_dweling_Tot,Num_MVs_NS,Total_dwelings
LGA12380,7544,24400,19778,6323,3612,61653,2851,64503
LGA12700,87,879,1285,529,357,3144,108,3257
LGA12730,220,1121,1239,405,199,3183,186,3376
LGA12750,749,6033,5349,1553,654,14339,698,15032
LGA12850,5932,18540,17831,7976,4552,54833,2354,57190
LGA12870,229,1739,1762,573,288,4580,261,4843
LGA12900,200,1091,1296,485,261,3329,171,3496
LGA12930,5619,19367,15369,4546,2340,47236,1433,48676
LGA12950,108,506,517,237,145,1505,75,1587
LGA13010,262,1289,1092,409,215,3262,169,3427
LGA13310,804,3645,3749,1456,810,10469,479,10945
LGA13340,109,1043,1387,621,392,3553,150,3699
LGA13450,488,2563,3218,1154,661,8093,397,8487
LGA13510,283,1565,1491,509,290,4140,218,4358
LGA13550,226,1461,1641,615,352,4295,239,4527
LGA13660,105,613,661,333,177,1888,93,1987
LGA13800,824,5502,7926,3493,2925,20665,647,21307
LGA13850,66,352,378,137,88,1012,80,1097
LGA13910,385,2320,2482,993,534,6723,348,7075
LGA14000,2958,16536,17916,5543,3050,45998,1011,47010
LGA14100,372,1411,1851,507,310,4448,130,4573
LGA14170,11931,33604,16655,3114,1165,66464,2332,68796
LGA14200,412,2077,2124,756,443,5806,310,6113
LGA14300,98,579,679,289,162,1804,118,1922
LGA14350,658,3868,3653,1272,631,10080,570,10651
LGA14400,307,2388,3221,1031,565,7510,207,7719
LGA14500,1526,12277,16831,4982,2142,37766,710,38476
LGA14550,165,1353,1248,390,207,3361,171,3525
LGA14600,131,708,764,288,169,2064,142,2206
LGA14650,4186,24083,27986,9419,4943,70624,2451,73075
LGA14700,1154,6275,4484,951,373,13241,289,13534
LGA14750,200,1182,1446,533,308,3668,200,3868
LGA14850,1053,6005,5698,1905,894,15553,640,16195
LGA14870,703,2698,2538,954,574,7472,391,7862
LGA14900,4542,16907,21475,8460,5053,56436,2354,58786
LGA14920,178,988,974,410,236,2789,122,2916
LGA14950,36,330,427,161,131,1075,50,1129
LGA15050,1387,8593,10989,3614,1923,26500,871,27374
LGA15240,2104,14350,12490,3822,1737,34502,1730,36233
LGA15270,427,2716,3330,1208,632,8302,461,8768
LGA15300,371,1428,1553,555,317,4223,322,4545
LGA15350,1111,5043,3476,824,327,10774,252,11022
LGA15520,203,1400,1751,559,326,4245,231,4470
LGA15560,56,402,484,201,141,1285,73,1361
LGA15650,386,1908,2173,686,360,5515,251,5764
LGA15700,478,3190,2553,737,346,7307,371,7684
LGA15750,260,1401,1637,691,414,4388,231,4625
LGA15800,132,709,741,272,166,2022,127,2148
LGA15850,139,712,779,364,191,2185,137,2318
LGA15900,5550,22573,21177,6006,2651,57960,2018,59974
LGA15950,5194,16330,6503,990,359,29372,691,30068
LGA15990,5764,30833,34013,9849,4975,85428,2508,87940
LGA16100,72,524,697,306,190,1790,85,1875
LGA16150,1012,5287,5489,1597,715,14108,633,14735
LGA16200,386,1787,1807,664,387,5029,267,5294
LGA16260,8001,31427,24921,6375,2895,73620,2207,75819
LGA16350,3869,19705,23636,8655,5637,61496,2168,63667
LGA16380,1847,12077,10969,3184,1462,29544,1319,30855
LGA16400,1047,8924,9428,3142,1776,24327,1126,25452
LGA16490,831,6225,7572,2870,1890,19389,642,20023
LGA16550,9074,21468,13505,3077,1283,48409,1965,50374
LGA16610,553,3109,3053,937,474,8133,415,8549
LGA16650,5117,16452,10693,2908,1381,36559,1393,37956
LGA16700,4818,17727,12780,3298,1546,40171,1096,41267
LGA16900,1255,7496,8867,3183,1979,22780,859,23643
LGA16950,1874,14766,13592,4097,2098,36437,1753,38187
LGA17000,288,2146,3078,1248,742,7502,241,7741
LGA17040,359,2383,2689,1076,597,7102,411,7518
LGA17080,269,1745,1999,742,383,5139,255,5388
LGA17100,1751,5139,3514,1151,585,12138,534,12674
LGA17150,4325,24010,30491,9654,5900,74377,1980,76356
LGA17200,33330,36925,9799,1228,509,81792,3633,85423
LGA17310,1305,7214,8036,2692,1442,20694,1050,21752
LGA17350,161,758,834,307,182,2236,110,2344
LGA17400,148,1000,896,302,204,2551,136,2682
LGA17420,992,11135,21610,8063,5169,46970,866,47836
LGA17550,2104,13777,12293,3577,1758,33512,1574,35089
LGA17620,254,1614,1915,758,363,4911,257,5161
LGA17640,78,753,1115,477,372,2795,116,2912
LGA17650,87,673,865,311,230,2168,120,2281
LGA17750,1324,7641,8464,2724,1397,21542,851,22397
LGA17850,48,326,433,201,122,1131,59,1187
LGA17900,291,801,614,255,150,2111,173,2286
LGA17950,59,310,363,139,74,949,63,1007
LGA18020,229,1145,1205,455,293,3332,190,3517
LGA18050,4667,11404,6466,1243,427,24214,952,25166
LGA18100,80,448,512,202,140,1380,67,1449
LGA18200,164,670,950,324,190,2298,121,2420
LGA18230,1101,5833,6378,2262,1148,16725,750,17474
LGA18250,3714,11617,7791,1751,636,25504,655,26155
LGA18350,638,5958,6779,2367,1384,17128,635,17759
LGA18400,367,3032,5721,2954,2532,14608,491,15094
LGA18450,6751,26328,25522,8247,4248,71100,2857,73953
LGA18500,2901,9362,6162,1371,602,20399,710,21105
LGA18710,141,1245,2203,1072,692,5353,166,5519
LGA19399,30,113,76,36,46,315,23,336
LGA19499,0,0,0,0,0,0,0,0
LGA19799,0,0,0,0,0,0,0,0
LGA20110,185,1646,1754,627,376,4589,241,4832
LGA20260,281,1424,1462,575,350,4092,209,4298
LGA20570,2564,13811,14178,4232,2174,36961,1488,38449
LGA20660,2702,15561,17650,4879,2415,43210,1218,44431
LGA20740,710,5069,4810,1349,591,12529,640,13175
LGA20830,644,5222,6806,2597,1676,16947,655,17605
LGA20910,1814,11968,14822,3843,1698,34142,893,35037
LGA21010,334,1909,1970,725,419,5347,241,5594
LGA21110,4687,21980,22792,6226,2751,58436,1416,59849
LGA21180,4325,19535,22172,8440,4367,58838,2718,61562
LGA21270,134,771,815,338,271,2329,130,2455
LGA21370,668,4112,5232,1984,1208,13199,654,13855
LGA21450,869,8535,12965,4670,3048,30081,926,31009
LGA21610,2850,24304,40342,13904,7842,89240,2887,92127
LGA21670,368,1940,1822,632,386,5155,293,5445
LGA21750,416,2679,2871,1056,620,7643,364,8005
LGA21830,259,1743,2150,913,672,5740,280,6022
LGA21890,7042,23775,16201,3954,1744,52721,2019,54736
LGA22110,818,5917,6556,2198,1123,16620,942,17564
LGA22170,2941,17008,19230,5661,2974,47818,1869,49687
LGA22250,211,1285,1505,608,404,4007,215,4219
LGA22310,4774,21019,18943,4247,1890,50871,1428,52296
LGA22410,353,2438,2671,1128,682,7278,371,7644
LGA22490,77,1242,3045,1479,1098,6934,246,7184
LGA22620,2281,13566,15673,5365,2817,39697,1666,41361
LGA22670,4197,17171,16202,5822,2887,46277,2279,48563
LGA22750,5432,30491,33332,9748,4847,83850,3146,86995
LGA22830,1274,7281,8331,3005,1701,21594,988,22583
LGA22910,232,1897,2198,842,539,5713,320,6029
LGA22980,121,708,767,344,266,2205,113,2320
LGA23110,2464,12395,11949,3138,1507,31454,1050,32508
LGA23190,481,2548,2798,1000,598,7431,294,7721
LGA23270,2827,17784,23785,8601,5018,58018,2108,60129
LGA23350,177,1584,2320,975,621,5677,216,5897
LGA23430,3579,20224,21943,5858,2740,54343,1695,56036
LGA23670,2004,15392,22466,7975,4424,52265,1393,53657
LGA23810,2061,9859,9841,3341,1810,26903,1305,28211
LGA23940,132,826,981,454,406,2802,158,2964
LGA24130,393,3758,6625,2692,1780,15245,486,15728
LGA24210,1584,11668,16781,5693,3286,39002,1074,40074
LGA24250,107,970,1207,470,281,3037,171,3207
LGA24330,4189,13277,9141,1990,788,29385,1098,30481
LGA24410,1895,13397,16250,4786,2581,38906,1058,39962
LGA24600,26466,21111,6096,902,314,54890,2124,57012
LGA24650,1330,11432,18370,5936,3211,40287,1422,41704
LGA24780,1298,6496,7076,2480,1469,18824,990,19817
LGA24850,474,3732,5300,2135,1506,13152,568,13725
LGA24900,529,3469,3798,1517,980,10292,604,10899
LGA24970,4666,21230,24373,7153,3147,60563,1662,62221
LGA25060,4382,16534,15004,4132,1978,42030,1486,43513
LGA25150,361,2942,4252,1874,1296,10723,424,11145
LGA25250,8299,26868,17574,4416,2006,59166,2054,61218
LGA25340,2338,18914,23267,7205,3775,55495,2299,57791
LGA25430,362,2643,2583,906,569,7061,307,7374
LGA25490,171,1485,2300,955,740,5659,239,5897
LGA25620,156,1462,1952,819,574,4959,308,5263
LGA25710,365,3955,8734,3672,2660,19392,369,19759
LGA25810,310,1506,1627,637,366,4450,242,4695
LGA25900,7942,23000,10629,1522,572,43662,1448,45110
LGA25990,92,726,1016,416,348,2592,129,2723
LGA26080,49,500,440,96,44,1130,49,1181
LGA26170,385,3350,4080,1609,977,10404,388,10796
LGA26260,343,2035,2161,899,622,6061,268,6326
LGA26350,7250,19309,11995,2631,1251,42436,1286,43724
LGA26430,157,1363,1517,574,359,3973,203,4174
LGA26490,237,2735,4576,1484,827,9851,309,10163
LGA26610,446,2202,2583,932,602,6755,439,7198
LGA26670,66,655,859,374,260,2210,115,2333
LGA26700,575,3552,4112,1381,856,10468,510,10980
LGA26730,755,4516,4844,1325,663,12108,528,12637
LGA26810,807,5140,5856,2244,1375,15424,658,16082
LGA26890,56,428,546,264,227,1520,69,1586
LGA26980,4672,21557,22400,5627,2530,56783,1527,58308
LGA27070,2910,19220,26434,8583,4569,61711,1968,63678
LGA27170,765,4765,5763,1710,780,13782,483,14260
LGA27260,2371,21620,28824,8322,3909,65049,1895,66946
LGA27350,7500,17772,7834,1444,406,34959,1292,36254
LGA27450,1536,13836,21241,8202,5590,50403,1497,51905
LGA27630,142,867,905,372,264,2547,131,2679
LGA29399,47,56,27,3,3,143,16,151
LGA29499,0,0,0,0,0,0,0,0
LGA29799,0,0,0,0,0,0,0,0
LGA30250,176,52,19,4,0,254,6,259
LGA30300,66,393,546,267,180,1456,79,1539
LGA30370,199,1258,1790,867,617,4732,234,4965
LGA30410,51,350,342,146,158,1047,47,1096
LGA30450,9,36,32,18,18,106,3,110
LGA30760,50,266,197,118,84,718,39,761
LGA30900,20,46,25,16,23,122,10,135
LGA31000,32882,149517,147487,43208,19599,392698,11462,404159
LGA31750,6,43,36,17,25,115,10,125
LGA31820,2104,13064,12580,4033,1972,33751,1489,35244
LGA31900,375,1923,2500,954,474,6229,300,6530
LGA31950,15,37,20,7,4,82,7,91
LGA32080,3876,20367,20656,5966,2639,53505,2284,55790
LGA32250,63,246,185,68,39,605,53,655
LGA32260,661,3803,3911,1219,514,10113,506,10621
LGA32270,273,2577,3483,1393,819,8550,359,8906
LGA32310,271,1442,1390,525,332,3962,197,4157
LGA32330,128,98,36,17,3,281,0,281
LGA32450,96,293,291,102,72,861,60,922
LGA32500,115,489,437,155,88,1275,117,1400
LGA32600,0,30,25,8,13,78,5,85
LGA32750,13,21,29,8,8,78,4,86
LGA32770,127,78,29,0,7,245,27,268
LGA32810,257,1638,1467,436,183,3978,222,4197
LGA33100,6,86,88,52,35,277,44,319
LGA33200,25,173,189,102,62,546,38,586
LGA33220,2452,15506,13115,4271,1987,37322,1664,38988
LGA33360,845,6498,8834,3119,1429,20732,643,21378
LGA33430,10050,68889,76501,24210,12162,191820,6852,198668
LGA33610,168,1126,1446,558,321,3623,177,3793
LGA33620,913,6543,6647,2431,1401,17933,742,18676
LGA33800,199,1373,1618,579,302,4062,201,4268
LGA33830,74,92,40,18,3,226,3,231
LGA33960,3430,20612,24435,8612,4492,61587,2077,63661
LGA33980,161,1707,2580,947,551,5946,240,6186
LGA34420,120,71,33,7,3,230,9,241
LGA34530,514,3874,4824,1825,1021,12062,595,12654
LGA34570,48,55,23,7,0,142,9,155
LGA34580,447,3362,4850,2138,1463,12254,624,12872
LGA34590,4819,29097,36371,14616,9120,94019,3202,97224
LGA34710,82,451,461,182,118,1298,69,1366
LGA34770,2015,12603,16027,5742,2629,39012,1657,40669
LGA34800,9,81,77,44,47,254,14,270
LGA34830,37,19,19,0,0,78,4,84
LGA34860,197,1270,1574,695,503,4247,199,4439
LGA34880,470,2342,2618,1013,605,7048,356,7408
LGA35010,7090,47687,56988,20120,11565,143452,4210,147666
LGA35250,123,85,38,3,4,252,9,261
LGA35300,424,1951,2310,753,353,5786,290,6078
LGA35600,109,540,531,215,125,1514,94,1611
LGA35670,112,72,40,12,5,234,3,235
LGA35740,821,7127,7840,2508,1149,19438,708,20143
LGA35760,212,1227,1304,571,377,3690,228,3916
LGA35780,186,253,140,31,18,626,43,676
LGA35790,262,153,51,13,0,471,7,483
LGA35800,64,201,178,86,75,597,46,647
LGA36070,94,72,29,13,6,214,6,218
LGA36150,15,100,110,39,33,298,27,319
LGA36250,2393,15941,20626,7730,4281,50974,1476,52446
LGA36300,14,79,85,48,46,277,18,295
LGA36370,1968,9841,10226,3539,1725,27294,1081,28375
LGA36510,388,4041,5362,2233,1532,13569,481,14043
LGA36580,268,2616,3095,1375,880,8230,352,8579
LGA36630,614,4364,4221,1577,938,11716,548,12265
LGA36660,782,4477,4701,1823,1067,12839,514,13355
LGA36720,4673,37840,42270,13611,6907,105304,3286,108589
LGA36820,427,3292,3446,1211,614,8990,410,9397
LGA36910,3263,19541,21565,7528,4283,56173,2029,58204
LGA36950,196,289,176,50,34,748,164,908
LGA36960,574,287,74,15,3,951,39,988
LGA37010,3606,22095,25924,8156,3733,63512,2092,65599
LGA37300,19,268,538,199,72,1092,55,1148
LGA37310,554,3534,3988,1709,1135,10922,425,11350
LGA37340,643,3901,4102,1351,628,10624,629,11255
LGA37400,35,158,142,60,40,436,35,469
LGA37550,119,78,28,3,0,233,12,245
LGA37570,40,23,11,3,0,78,0,78
LGA37600,143,184,87,31,14,459,10,465
LGA39499,0,0,0,0,0,0,0,0
LGA39799,0,0,0,0,0,0,0,0
LGA40070,2631,3897,1498,226,94,8349,331,8678
LGA40120,275,3282,6000,2368,1536,13459,298,13761
LGA40220,333,3575,3831,1364,789,9889,335,10229
LGA40250,223,184,42,20,10,471,18,494
LGA40310,289,2663,3540,1321,889,8708,215,8917
LGA40430,44,353,368,141,94,1003,38,1046
LGA40520,285,1419,1439,516,315,3978,208,4179
LGA40700,1052,6129,6549,1841,839,16417,361,16778
LGA40910,1489,7236,6931,2073,1010,18745,544,19286
LGA41010,92,347,451,169,110,1167,81,1249
LGA41060,4178,16816,15319,4551,2049,42918,1447,44365
LGA41140,131,1048,1327,529,353,3393,133,3521
LGA41190,22,202,231,125,91,662,19,688
LGA41330,58,268,215,64,32,640,51,694
LGA41560,305,2087,2098,675,343,5508,219,5735
LGA41750,14,117,154,79,45,404,11,416
LGA41830,41,223,235,92,68,656,28,685
LGA41960,20,128,179,76,61,466,19,483
LGA42030,691,3363,3106,1048,553,8762,273,9038
LGA42110,53,478,585,268,203,1585,58,1645
LGA42250,32,499,1089,555,447,2624,94,2721
LGA42600,1337,6046,5162,1324,563,14427,440,14872
LGA42750,88,573,726,228,123,1732,79,1812
LGA43080,12,113,129,84,72,403,13,419
LGA43220,9,87,153,76,59,378,10,389
LGA43360,33,280,358,141,89,901,50,953
LGA43650,91,1108,2081,947,672,4894,129,5023
LGA43710,34,452,840,347,196,1872,61,1933
LGA43790,211,1347,1650,673,450,4329,168,4497
LGA43920,49,625,1170,644,446,2932,100,3032
LGA44000,8,3,3,0,0,15,0,15
LGA44060,3100,13351,12653,3683,1498,34280,993,35275
LGA44210,131,1153,1209,542,343,3380,126,3506
LGA44340,1284,7813,9733,2926,1470,23226,580,23807
LGA44550,425,3425,4973,1845,1015,11679,329,12013
LGA44620,753,3929,3664,1129,486,9958,364,10321
LGA44830,27,320,365,229,171,1103,45,1153
LGA45040,551,2754,2646,1049,609,7608,329,7935
LGA45090,132,868,1190,501,317,3016,131,3143
LGA45120,70,550,625,300,212,1762,68,1829
LGA45290,1707,6373,4633,1193,504,14404,402,14808
LGA45340,3339,22090,24066,7967,3740,61201,1820,63024
LGA45400,12,86,120,69,48,346,11,360
LGA45540,88,308,193,87,35,709,49,755
LGA45680,3153,11697,10592,3253,1662,30359,1293,31652
LGA45890,4955,18466,15524,4312,1824,45084,1541,46621
LGA46090,481,1882,1641,571,232,4808,220,5021
LGA46300,390,1913,2032,600,225,5154,209,5364
LGA46450,654,2572,2184,764,459,6634,268,6905
LGA46510,649,2775,2895,852,382,7556,202,7758
LGA46670,203,1195,1308,481,285,3475,156,3627
LGA46860,16,172,211,84,46,530,18,548
LGA46970,26,315,568,162,73,1150,32,1177
LGA47140,3531,18036,17996,5745,2646,47956,1546,49501
LGA47290,25,191,267,138,99,725,36,764
LGA47490,20,219,301,133,73,740,36,780
LGA47630,89,658,936,401,274,2357,72,2427
LGA47700,1660,12147,14862,4685,2393,35741,814,36559
LGA47800,91,645,726,343,230,2029,77,2107
LGA47910,50,361,403,131,92,1041,42,1077
LGA47980,1303,5944,5139,1389,592,14369,371,14738
LGA48050,362,2760,2111,568,269,6069,218,6283
LGA48130,83,841,905,403,273,2502,85,2590
LGA48260,239,1098,1011,345,152,2853,89,2938
LGA48340,200,1339,1655,730,422,4353,163,4511
LGA48410,2426,9621,7512,2085,916,22568,713,23284
LGA48540,1114,3273,2691,925,373,8372,395,8774
LGA48640,18,110,163,106,56,452,20,477
LGA48750,60,777,792,264,149,2043,61,2105
LGA48830,185,1613,1692,563,410,4469,173,4647
LGA49399,106,365,257,133,131,999,84,1083
LGA49499,0,0,0,0,0,0,0,0
LGA49799,0,0,0,0,0,0,0,0
LGA50080,604,4188,4986,1904,1244,12927,501,13425
LGA50210,1157,8030,11096,3925,2461,26670,785,27453
LGA50250,81,700,719,210,124,1836,74,1909
LGA50280,108,1509,2141,795,342,4890,162,5049
LGA50350,430,2142,2135,683,340,5724,161,5883
LGA50420,1661,9294,9167,2774,1361,24262,717,24982
LGA50490,1076,5489,5187,1497,808,14058,602,14660
LGA50560,14,189,211,118,96,637,34,671
LGA50630,28,143,242,119,75,606,28,633
LGA50770,18,152,225,115,119,624,27,655
LGA50840,65,564,703,276,184,1798,57,1857
LGA50910,20,103,116,53,64,353,24,375
LGA50980,550,1594,1738,641,304,4817,296,5112
LGA51080,8,75,107,68,80,343,19,362
LGA51120,27,106,122,56,41,355,16,370
LGA51190,856,4608,4543,1365,578,11951,441,12390
LGA51260,429,4147,5236,1822,896,12533,429,12961
LGA51310,441,2827,3865,1261,670,9064,277,9339
LGA51330,1478,9445,12153,4418,2448,29940,826,30768
LGA51400,99,1310,2393,1010,621,5433,146,5578
LGA51470,8,63,85,20,33,218,9,225
LGA51540,165,590,589,226,149,1713,128,1846
LGA51610,4,77,181,96,80,443,23,461
LGA51680,14,274,629,413,381,1703,61,1768
LGA51750,218,1469,1454,396,188,3729,90,3825
LGA51820,1525,10594,15386,5182,2787,35476,1011,36489
LGA51890,171,934,1156,531,351,3142,130,3270
LGA51960,61,366,434,180,102,1141,51,1199
LGA52030,12,117,157,82,50,416,11,431
LGA52100,26,122,123,64,70,402,15,423
LGA52170,91,921,1172,403,151,2739,68,2807
LGA52240,16,89,130,71,69,370,21,388
LGA52310,0,78,107,53,52,294,12,309
LGA52380,3,23,19,6,0,61,8,66
LGA52450,20,126,187,63,72,465,21,479
LGA52520,10,118,202,81,65,475,22,497
LGA52590,29,334,464,211,147,1180,53,1232
LGA52660,107,1289,2010,850,453,4706,120,4828
LGA52730,65,691,902,305,164,2131,60,2192
LGA52800,566,660,467,143,76,1910,131,2042
LGA52870,52,547,820,376,278,2078,57,2132
LGA52940,3,81,94,49,31,263,5,268
LGA53010,4,67,84,43,50,246,15,269
LGA53080,19,109,84,23,25,260,46,300
LGA53150,121,861,1145,361,163,2650,60,2712
LGA53220,173,500,557,174,100,1500,84,1579
LGA53290,234,1309,1806,732,512,4590,224,4816
LGA53360,22,281,316,159,99,874,74,949
LGA53430,1035,4525,3978,1126,460,11122,395,11519
LGA53570,31,438,707,342,272,1791,86,1880
LGA53640,11,106,147,68,72,400,25,428
LGA53710,11,110,141,65,55,374,17,389
LGA53780,1606,11818,15181,5845,3476,37920,1078,38996
LGA53800,739,4210,5127,1988,1136,13199,509,13710
LGA53920,278,212,99,29,26,641,54,694
LGA53990,191,2281,3764,1528,942,8707,268,8975
LGA54060,50,408,512,247,126,1344,66,1404
LGA54130,8,79,143,85,59,374,16,390
LGA54170,1409,13871,23684,8870,4916,52760,1048,53807
LGA54200,529,5278,7912,3499,2367,19586,496,20084
LGA54280,459,3035,3803,1508,784,9587,365,9951
LGA54310,258,1516,2557,1055,542,5926,247,6178
LGA54340,81,405,479,222,134,1321,71,1399
LGA54410,27,121,137,64,74,420,28,449
LGA54480,0,39,57,44,45,185,7,189
LGA54550,34,167,260,98,149,717,26,740
LGA54620,19,73,96,45,60,293,19,315
LGA54690,6,49,71,19,32,165,4,174
LGA54760,8,60,104,57,56,288,14,300
LGA54830,633,4200,5056,1709,915,12513,371,12892
LGA54900,23,116,133,83,88,450,23,469
LGA54970,40,63,47,12,0,168,6,175
LGA55040,39,140,84,22,18,300,13,314
LGA55110,1386,11352,11239,3650,1849,29470,1001,30475
LGA55180,167,1007,1277,545,347,3340,138,3479
LGA55250,30,83,52,23,13,205,16,219
LGA55320,1568,11164,14749,5013,2562,35053,793,35846
LGA55390,30,23,14,9,3,72,10,80
LGA55460,86,327,446,176,116,1154,59,1213
LGA55530,5,45,71,26,33,174,3,180
LGA55600,46,239,263,151,131,831,45,874
LGA55670,17,89,79,28,32,252,14,265
LGA55740,263,1170,1236,367,175,3211,92,3312
LGA55810,19,47,43,12,17,134,10,143
LGA55880,0,47,65,32,48,196,7,202
LGA55950,3,56,69,29,38,194,9,203
LGA56090,331,2879,4964,2397,1961,12538,311,12849
LGA56160,6,19,10,3,7,36,0,36
LGA56230,153,1771,2193,978,710,5806,187,6000
LGA56300,15,140,209,90,45,499,15,514
LGA56370,16,79,99,48,51,285,16,302
LGA56460,105,622,584,243,180,1732,87,1820
LGA56580,243,1905,3285,1044,520,6989,148,7141
LGA56620,152,123,26,8,5,311,47,364
LGA56730,211,1157,1311,591,462,3733,141,3876
LGA56790,50,416,458,177,140,1241,51,1291
LGA56860,0,21,41,13,12,88,4,97
LGA56930,14,119,218,65,70,500,13,513
LGA57000,11,36,56,21,33,157,16,167
LGA57080,1782,4890,1565,192,72,8499,267,8764
LGA57140,30,142,133,65,61,429,22,446
LGA57210,63,486,655,326,260,1795,80,1870
LGA57280,196,1152,1661,690,304,4007,228,4239
LGA57350,12,125,130,58,50,375,20,393
LGA57420,26,187,212,82,83,596,26,620
LGA57490,1627,13398,17338,5961,2950,41274,1209,42481
LGA57630,0,6,13,5,9,32,3,38
LGA57700,85,1569,3485,1637,1436,8213,183,8399
LGA57770,22,162,122,44,21,366,20,391
LGA57840,967,6352,6199,1648,788,15948,391,16341
LGA57910,5047,30064,31106,8644,4192,79049,2376,81417
LGA57980,846,3698,2436,486,184,7646,201,7846
LGA58050,1663,12418,18205,6895,4123,43302,1195,44495
LGA58190,9,34,49,22,26,132,3,137
LGA58260,4,63,83,31,25,209,10,216
LGA58330,35,425,594,324,265,1652,90,1741
LGA58400,4,43,35,32,22,132,5,139
LGA58470,19,24,11,3,3,53,7,60
LGA58510,1249,5548,4598,1204,499,13095,483,13576
LGA58540,5,76,118,57,67,330,10,339
LGA58570,1217,5748,4582,1049,417,13012,375,13392
LGA58610,35,217,250,96,88,687,32,723
LGA58680,3,22,54,35,44,162,10,169
LGA58760,1840,17648,26011,9486,4922,59909,1574,61483
LGA58820,33,368,507,271,202,1387,68,1452
LGA58890,3,62,124,64,67,316,15,333
LGA59030,0,13,38,11,20,82,5,82
LGA59100,4,56,91,56,50,259,16,276
LGA59170,13,76,130,62,59,340,15,353
LGA59250,25,40,25,10,5,92,5,95
LGA59310,19,158,204,95,52,532,15,549
LGA59320,0,23,50,32,36,139,15,154
LGA59330,20,62,71,22,26,202,6,214
LGA59340,285,725,659,232,158,2051,135,2186
LGA59350,3,23,10,8,8,50,3,59
LGA59360,13,129,131,68,52,391,18,416
LGA59370,42,432,486,229,153,1337,55,1391
LGA59499,0,0,0,0,0,0,0,0
LGA59799,0,0,0,0,0,0,0,0
LGA60210,146,917,906,343,160,2467,122,2588
LGA60410,447,1796,1932,864,538,5576,267,5842
LGA60610,584,2879,2570,833,382,7245,297,7542
LGA60810,443,2754,2989,1241,678,8110,329,8437
LGA61010,22,265,326,137,106,852,37,897
LGA61210,123,894,1134,426,211,2784,137,2919
LGA61410,1253,7169,7931,2684,1375,20413,642,21056
LGA61510,287,1180,1250,586,338,3641,171,3805
LGA61610,851,3732,3224,1130,535,9478,407,9883
LGA61810,105,843,932,395,279,2555,102,2653
LGA62010,27,111,154,56,25,376,19,398
LGA62210,190,881,872,343,182,2477,128,2597
LGA62410,63,602,690,228,128,1710,81,1793
LGA62610,2129,7221,5659,1790,963,17759,747,18506
LGA62810,2118,8506,6244,1730,716,19322,555,19878
LGA63010,212,1975,2364,901,550,5993,234,6230
LGA63210,68,578,845,399,277,2161,97,2262
LGA63410,38,208,246,90,44,620,28,653
LGA63610,494,4423,5391,1791,879,12973,338,13309
LGA63810,138,1288,1572,634,344,3978,129,4109
LGA64010,2401,9579,8315,2743,1427,24469,954,25414
LGA64210,314,2223,2691,1140,763,7129,242,7371
LGA64610,183,1456,1775,815,483,4713,215,4927
LGA64810,174,1773,2097,833,451,5326,189,5508
LGA65010,68,504,799,437,357,2165,91,2255
LGA65210,32,334,351,122,71,913,43,959
LGA65410,368,1841,1909,708,370,5189,192,5382
