LGA_CODE_2016,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1_or2_st_bl_NofB_0_ib,Flt_at_In_1_or2_s_b_NofB_1,Flt_at_In_1_or2_s_b_NofB_2,Flt_at_In_1_or2_s_b_NofB_3,Flt_at_In_1_or2_s_b_NofB_4,Flt_at_In_1_or2_s_b_NofB_5,Flt_at_In_1_or2_s_b_NoB_6_m,Flt_at_In_1_or2_s_b_NoB_NS,Flt_at_In_1_or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4_or_m_s_b_NofB_0_ib,Flt_apt_4_or_m_s_b_NofB_1,Flt_apt_4_or_m_s_b_NofB_2,Flt_apt_4_or_m_s_b_NofB_3,Flt_apt_4_or_m_s_b_NofB_4,Flt_apt_4_or_m_s_b_NofB_5,Flt_apt_4_or_m_s_b_NofB_6_m,Flt_apt_4_or_m_s_b_NofB_NS,Flt_apt_4_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
LGA61410,20,232,2753,11047,4253,838,152,343,19640,6,216,327,54,8,0,0,36,648,0,39,146,42,7,3,0,8,253,9,261,470,100,19,3,0,43,904,4,82,159,37,5,0,0,15,301,0,7,73,0,0,0,0,3,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,87,232,35,5,0,0,16,377,8,30,11,16,3,0,0,10,88,0,7,12,18,5,6,0,3,46,49,614,3477,11222,4280,849,155,419,21056
LGA61510,10,67,580,2114,588,104,38,79,3575,0,48,26,14,0,0,0,7,89,0,12,8,0,0,0,0,0,23,0,58,34,10,0,0,0,7,117,0,20,34,9,8,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,34,9,8,0,0,0,73,0,4,8,11,0,0,0,0,28,0,0,3,7,0,0,0,0,7,12,150,667,2150,596,104,36,87,3805
LGA61610,4,103,1205,5295,1450,266,56,187,8575,3,194,556,93,3,0,0,42,893,0,21,84,13,0,0,3,12,129,3,215,637,103,4,0,3,54,1026,0,62,108,8,3,0,0,6,183,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,61,112,8,3,0,0,6,185,3,29,15,11,0,0,0,14,80,0,4,7,5,4,3,0,0,23,13,410,1980,5429,1461,274,58,259,9883
LGA61810,8,49,419,1401,454,78,24,55,2493,0,42,8,7,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,42,8,6,0,0,0,0,57,0,8,24,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,24,0,0,0,0,0,33,3,6,8,9,3,0,0,3,29,0,4,8,13,7,4,0,5,38,9,106,462,1431,468,82,30,66,2653
LGA62010,3,11,83,200,56,3,3,12,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,3,17,87,203,63,3,3,13,398
LGA62210,3,30,282,1542,392,70,17,37,2375,0,25,50,8,0,0,0,9,96,0,0,0,10,0,0,0,0,6,0,25,52,20,0,0,0,9,103,3,39,53,4,0,0,0,5,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,39,53,4,0,0,0,5,109,0,3,3,0,0,0,0,0,9,0,0,3,0,4,0,0,0,5,5,94,397,1566,393,70,17,56,2597
LGA62410,10,72,387,871,242,52,14,46,1694,0,7,23,0,0,0,0,3,37,0,0,0,0,0,0,0,0,0,0,7,23,5,0,0,0,3,40,0,3,16,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,0,0,0,0,19,6,8,7,3,0,0,0,0,25,0,0,6,8,3,0,0,0,17,18,94,431,885,248,49,14,51,1793
LGA62610,17,152,2698,9036,2255,455,117,320,15043,9,264,472,43,7,0,0,49,848,4,30,236,35,4,3,0,7,324,13,302,704,84,14,3,0,61,1172,18,557,1199,222,33,4,3,78,2114,4,18,35,6,0,0,0,0,60,0,0,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,3,21,578,1229,226,36,3,3,84,2181,3,18,30,27,3,0,0,0,74,3,8,4,12,4,0,0,7,27,59,1051,4664,9375,2307,460,118,470,18506
LGA62810,20,255,2574,6119,3335,886,228,217,13639,6,190,451,183,34,15,3,27,918,9,132,629,320,75,16,5,19,1221,12,326,1084,504,111,32,9,51,2140,58,883,1100,276,64,13,6,57,2456,54,211,376,100,10,3,0,19,779,24,172,338,59,0,4,0,20,619,0,25,16,12,3,3,0,0,60,134,1289,1826,445,85,19,13,103,3910,8,22,24,17,6,0,0,8,95,0,19,33,21,3,3,3,20,96,180,1914,5542,7105,3540,945,247,392,19878
LGA63010,45,253,1141,3055,1064,205,52,129,5939,0,8,50,8,0,0,0,3,71,0,0,3,7,0,0,0,0,7,0,8,55,16,0,0,0,3,83,0,23,57,9,0,0,0,5,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,57,9,0,0,0,5,85,12,31,19,14,9,3,4,6,101,0,0,5,4,3,0,0,3,15,61,322,1280,3092,1071,208,50,144,6230
LGA63210,15,107,324,1186,411,63,18,59,2188,0,0,8,31,11,0,0,0,48,0,0,0,4,0,0,0,0,4,0,0,8,33,11,0,0,0,51,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,13,0,0,4,3,3,0,0,0,12,15,111,337,1225,424,68,22,62,2262
LGA63410,0,27,88,345,106,18,3,17,597,0,11,13,3,0,0,0,4,35,0,0,0,0,0,0,0,0,0,0,11,13,3,0,0,0,4,35,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,5,3,5,3,0,3,14,0,45,109,352,107,18,3,24,653
LGA63610,25,267,1940,6087,3023,653,138,193,12336,0,94,230,51,6,0,0,12,398,0,4,126,81,7,0,0,3,221,0,100,361,129,14,3,0,20,621,0,52,145,45,9,0,0,7,250,0,0,8,3,0,0,0,0,9,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,54,149,53,9,0,0,7,267,3,21,6,11,3,0,0,6,58,0,8,4,8,6,0,0,0,24,31,439,2470,6288,3055,654,143,227,13309
LGA63810,12,54,613,2157,759,109,13,79,3796,0,40,84,15,0,0,0,5,149,0,3,12,3,0,0,0,0,18,0,41,93,24,0,0,0,5,163,0,4,58,41,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,55,41,0,0,0,0,102,0,11,10,6,0,0,0,4,32,0,0,0,3,3,0,0,0,8,15,116,773,2224,762,109,20,92,4109
LGA64010,37,255,3171,11937,3757,673,137,408,20373,3,521,992,200,24,6,0,85,1829,0,35,256,255,100,21,12,15,697,9,554,1246,456,128,28,14,102,2526,15,551,1135,197,33,11,7,78,2017,0,26,75,9,0,0,0,0,109,19,77,9,3,0,0,0,5,124,0,38,24,5,5,0,0,4,79,39,692,1244,210,38,9,7,92,2324,5,18,38,23,8,3,0,3,92,4,13,32,23,8,0,0,16,99,90,1524,5729,12654,3940,711,157,621,25414
LGA64210,13,159,1037,3490,1550,255,60,144,6711,3,41,115,13,3,3,0,5,177,0,0,14,32,22,3,0,3,83,3,39,127,48,27,5,0,9,264,6,23,262,34,4,0,0,9,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,13,6,24,267,31,4,0,0,9,346,4,15,4,5,3,0,0,0,33,0,0,3,8,3,0,3,4,25,27,245,1442,3584,1587,266,64,164,7371
LGA64610,15,107,805,2392,973,186,41,103,4623,0,33,60,8,0,0,3,8,114,0,0,3,0,0,0,0,0,5,0,33,65,9,0,0,3,8,119,0,26,91,11,0,0,0,11,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,91,11,0,0,0,11,136,4,6,7,11,4,0,4,0,36,0,0,3,8,0,0,3,0,23,19,174,974,2432,974,190,55,122,4927
LGA64810,12,151,1134,2860,931,169,21,119,5395,0,11,35,11,0,0,0,0,57,0,0,9,3,0,0,0,0,8,0,11,39,13,0,0,0,0,73,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,12,8,3,0,0,0,0,22,0,0,0,5,3,0,0,3,13,13,177,1182,2888,938,170,22,119,5508
LGA65010,11,68,334,1185,450,73,33,42,2208,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,8,7,3,0,0,0,25,0,0,4,4,0,0,0,3,16,13,70,347,1203,455,75,36,46,2255
LGA65210,12,54,253,419,116,26,4,22,917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,3,6,6,3,0,0,0,0,23,0,0,3,5,0,0,0,0,13,9,70,263,431,124,32,4,23,959
LGA65410,15,101,832,2773,943,158,38,94,4947,0,103,187,12,0,0,0,14,330,0,0,12,0,0,0,0,0,12,0,105,204,12,0,0,0,14,342,0,13,8,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,0,0,0,0,0,22,3,19,11,11,5,0,0,7,53,0,0,0,3,6,0,0,0,13,23,230,1065,2805,945,159,38,114,5382
LGA65610,3,39,313,980,224,23,7,46,1629,0,0,19,32,7,0,0,3,59,0,0,0,0,0,0,0,0,0,0,0,19,32,7,0,0,3,59,0,25,18,3,0,0,0,3,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,3,0,0,0,3,55,0,3,0,0,0,0,0,0,4,0,3,3,3,3,0,0,0,14,4,68,358,1013,241,24,5,55,1763
LGA65810,13,164,1367,3956,2061,405,67,154,8185,5,57,72,17,3,0,0,4,161,0,0,9,3,0,0,0,3,23,5,53,83,28,7,0,0,10,183,0,46,71,12,0,0,0,8,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,71,12,0,0,0,8,132,4,41,14,13,3,0,0,8,82,0,0,11,14,7,0,3,0,35,18,304,1558,4022,2076,404,66,178,8625
LGA69499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA70200,14,94,318,2809,1373,237,46,159,5042,15,244,755,369,32,5,3,58,1485,0,50,425,140,9,3,0,11,645,15,299,1189,510,44,5,4,69,2133,26,102,112,31,4,0,0,10,281,3,3,7,0,0,0,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,26,113,116,31,4,0,0,13,308,66,140,60,117,80,13,4,35,511,7,21,13,15,3,0,0,18,71,129,665,1690,3479,1495,258,57,290,8059
LGA70420,4,49,191,722,179,25,12,47,1234,0,6,25,4,0,0,0,3,43,0,0,3,0,0,0,0,0,7,0,7,26,8,0,0,0,3,48,0,57,64,18,5,0,0,11,146,4,11,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,65,66,21,3,0,0,9,169,24,22,12,20,6,0,0,18,108,0,0,3,5,0,0,0,0,5,37,149,294,772,193,26,16,78,1562
LGA70540,0,0,9,23,4,0,0,0,30,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,23,4,0,0,0,38
LGA70620,3,17,101,366,107,0,6,11,610,0,3,24,14,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,3,24,15,0,0,0,0,43,0,6,9,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,21,5,0,4,3,0,0,0,7,19,0,0,3,0,0,0,0,0,9,4,27,143,385,107,3,3,23,697
LGA70700,12,39,103,150,35,7,3,14,351,0,3,7,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,7,5,0,0,0,0,15,0,5,11,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,3,14,8,20,7,3,0,0,0,10,48,0,0,0,5,3,0,3,4,19,20,67,128,156,35,7,7,28,443
LGA71000,34,129,438,7181,4266,969,243,353,13616,11,250,1070,276,21,6,3,63,1702,6,85,920,607,82,3,0,45,1756,22,333,1991,885,108,8,0,108,3456,20,322,1436,626,52,4,3,109,2580,43,223,933,285,3,0,3,45,1546,33,498,1957,1459,40,0,8,102,4102,0,0,8,0,0,0,0,0,6,94,1050,4340,2371,100,3,15,263,8236,74,141,67,65,21,3,4,67,439,9,22,43,42,11,5,0,29,162,234,1687,6873,10544,4501,989,258,822,25905
LGA71300,8,24,222,628,161,25,32,30,1129,0,10,136,9,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,10,138,9,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,8,42,361,643,167,25,37,30,1311
LGA72200,12,60,152,1180,410,72,16,71,1976,0,39,81,23,11,0,0,11,165,0,0,5,7,0,0,0,7,22,3,39,87,27,11,0,0,16,187,0,32,60,8,0,0,0,13,108,0,6,6,0,0,0,0,0,12,0,30,27,3,0,0,0,4,61,0,0,0,0,0,0,0,0,0,0,66,91,9,0,0,0,12,183,30,61,18,16,8,4,0,8,138,5,18,22,40,20,0,3,9,131,55,254,370,1275,448,76,24,120,2616
LGA72300,89,408,943,2061,1390,374,131,142,5540,0,10,3,35,11,0,3,3,62,0,3,0,0,0,0,0,0,7,0,11,3,36,11,0,3,3,67,5,9,21,10,0,3,0,0,50,0,24,66,0,0,0,0,3,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,31,83,10,0,3,0,7,132,87,166,50,26,13,0,3,34,383,4,13,23,15,9,10,3,7,75,183,628,1104,2150,1423,389,137,186,6201
LGA72330,3,38,160,487,100,18,9,44,855,0,28,19,3,0,0,0,3,53,0,0,0,0,0,0,0,0,0,0,28,19,3,0,0,0,3,53,0,6,13,3,0,0,0,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,3,0,0,0,4,28,10,13,7,3,0,0,0,11,48,0,0,0,0,0,0,0,6,11,10,89,203,502,104,18,10,67,997
LGA72800,13,58,266,4171,2998,340,56,179,8081,0,74,344,404,22,3,0,29,868,0,0,135,99,12,0,0,13,258,0,69,480,500,30,3,0,41,1127,3,193,645,294,11,0,5,68,1212,0,7,73,26,0,0,0,0,110,0,0,170,31,0,0,0,16,212,0,3,0,0,0,0,0,0,3,3,202,891,352,14,0,5,80,1546,4,3,4,4,0,0,0,0,12,0,3,3,8,3,0,0,4,18,19,338,1639,5023,3046,344,62,305,10781
LGA73600,3,44,151,427,100,14,8,55,800,0,11,76,3,0,0,0,14,110,0,0,0,0,0,0,0,0,0,0,11,76,3,0,0,0,14,110,0,8,24,4,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,24,4,0,0,0,0,42,34,56,18,14,11,0,0,56,187,0,3,0,11,0,0,0,5,23,35,124,271,454,108,15,6,132,1157
LGA74050,0,28,124,271,102,3,0,20,547,0,3,4,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,10,0,0,23,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,34,148,274,99,3,0,22,589
LGA74550,4,32,106,262,50,8,3,20,491,0,16,19,3,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,16,19,3,0,0,0,0,39,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,10,16,28,5,0,3,0,0,7,62,0,3,0,3,0,0,0,0,8,21,73,143,263,55,15,8,25,602
LGA74560,4,34,57,58,18,3,0,13,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,33,57,58,18,3,0,13,190
LGA74660,3,16,149,501,126,15,0,35,853,0,18,93,6,0,0,0,3,128,0,0,10,3,0,0,0,0,8,0,18,101,14,0,0,0,3,137,0,32,3,5,0,0,0,0,44,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,33,8,5,0,0,0,0,55,19,22,11,7,0,0,0,10,64,3,4,3,0,0,0,0,0,12,23,95,280,527,132,16,0,50,1123
LGA74680,0,9,58,215,55,3,0,12,356,0,0,72,3,0,0,0,3,87,0,0,0,0,0,0,0,0,0,0,0,72,3,0,0,0,3,87,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,19,134,223,58,3,0,13,452
LGA79399,37,116,182,752,204,9,7,87,1392,0,78,63,28,0,0,0,18,187,0,0,0,0,0,0,0,0,0,0,78,63,28,0,0,0,18,189,15,235,73,20,14,0,0,25,375,0,9,72,0,0,0,0,11,92,0,53,49,25,0,0,0,3,130,0,0,0,0,0,0,0,0,0,19,292,189,46,11,0,0,39,598,34,57,10,13,3,0,0,19,131,0,9,10,4,3,3,0,3,34,89,559,457,836,224,11,9,156,2345
LGA79499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA79799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA89399,67,630,3285,41074,39654,7944,1409,1461,95520,24,858,4591,7288,671,47,13,381,13872,42,772,2857,5972,1400,124,27,219,11408,64,1629,7451,13255,2066,174,40,599,25278,39,1365,2256,654,67,5,7,202,4597,61,2307,3994,740,54,0,0,153,7314,47,4039,4172,828,44,3,0,162,9303,3,102,52,26,3,0,0,8,191,148,7815,10474,2254,168,11,9,524,21404,17,60,36,31,24,10,0,22,187,5,75,60,68,37,3,0,25,271,301,10198,21301,56674,41949,8138,1465,2637,142664
LGA89499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA89799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA99399,4,52,231,523,231,45,8,38,1130,0,3,24,23,0,0,3,0,54,0,0,15,8,0,0,0,3,29,0,3,42,34,0,0,3,3,87,3,17,17,3,0,0,0,5,49,0,0,16,29,4,0,0,3,59,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,3,3,15,36,45,5,0,0,8,115,3,3,0,0,0,0,0,3,12,0,0,3,9,0,0,3,0,16,7,81,320,607,242,45,11,55,1360
LGA99499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA99799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
