LGA_CODE_2016,F_China_0_4,F_China_5_14,F_China_15_24,F_China_25_44,F_China_45_54,F_China_55_64,F_China_65_74,F_China_75_84,F_China_85ov,F_China_Tot,F_Croatia_0_4,F_Croatia_5_14,F_Croatia_15_24,F_Croatia_25_44,F_Croatia_45_54,F_Croatia_55_64,F_Croatia_65_74,F_Croatia_75_84,F_Croatia_85ov,F_Croatia_Tot,F_Egypt_0_4,F_Egypt_5_14,F_Egypt_15_24,F_Egypt_25_44,F_Egypt_45_54,F_Egypt_55_64,F_Egypt_65_74,F_Egypt_75_84,F_Egypt_85ov,F_Egypt_Tot,F_England_0_4,F_England_5_14,F_England_15_24,F_England_25_44,F_England_45_54,F_England_55_64,F_England_65_74,F_England_75_84,F_England_85ov,F_England_Tot,F_Fiji_0_4,F_Fiji_5_14,F_Fiji_15_24,F_Fiji_25_44,F_Fiji_45_54,F_Fiji_55_64,F_Fiji_65_74,F_Fiji_75_84,F_Fiji_85ov,F_Fiji_Tot,F_France_0_4,F_France_5_14,F_France_15_24,F_France_25_44,F_France_45_54,F_France_55_64,F_France_65_74,F_France_75_84,F_France_85ov,F_France_Tot,F_Germany_0_4,F_Germany_5_14,F_Germany_15_24,F_Germany_25_44,F_Germany_45_54,F_Germany_55_64,F_Germany_65_74,F_Germany_75_84,F_Germany_85ov,F_Germany_Tot,F_Greece_0_4,F_Greece_5_14,F_Greece_15_24,F_Greece_25_44,F_Greece_45_54,F_Greece_55_64,F_Greece_65_74,F_Greece_75_84,F_Greece_85ov,F_Greece_Tot,F_Hong_Kong_0_4,F_Hong_Kong_5_14,F_Hong_Kong_15_24,F_Hong_Kong_25_44,F_Hong_Kong_45_54,F_Hong_Kong_55_64,F_Hong_Kong_65_74,F_Hong_Kong_75_84,F_Hong_Kong_85ov,F_Hong_Kong_Tot,F_India_0_4,F_India_5_14,F_India_15_24,F_India_25_44,F_India_45_54,F_India_55_64,F_India_65_74,F_India_75_84,F_India_85ov,F_India_Tot,F_Indonesia_0_4,F_Indonesia_5_14,F_Indonesia_15_24,F_Indonesia_25_44,F_Indonesia_45_54,F_Indonesia_55_64,F_Indonesia_65_74,F_Indonesia_75_84,F_Indonesia_85ov,F_Indonesia_Tot,F_Iran_0_4,F_Iran_5_14,F_Iran_15_24,F_Iran_25_44,F_Iran_45_54,F_Iran_55_64,F_Iran_65_74,F_Iran_75_84,F_Iran_85ov,F_Iran_Tot,F_Iraq_0_4,F_Iraq_5_14,F_Iraq_15_24,F_Iraq_25_44,F_Iraq_45_54,F_Iraq_55_64,F_Iraq_65_74,F_Iraq_75_84,F_Iraq_85ov,F_Iraq_Tot,F_Ireland_0_4,F_Ireland_5_14,F_Ireland_15_24,F_Ireland_25_44,F_Ireland_45_54,F_Ireland_55_64,F_Ireland_65_74,F_Ireland_75_84,F_Ireland_85ov,F_Ireland_Tot,F_Italy_0_4,F_Italy_5_14,F_Italy_15_24,F_Italy_25_44,F_Italy_45_54,F_Italy_55_64,F_Italy_65_74,F_Italy_75_84,F_Italy_85ov,F_Italy_Tot,F_Japan_0_4,F_Japan_5_14,F_Japan_15_24,F_Japan_25_44,F_Japan_45_54,F_Japan_55_64,F_Japan_65_74,F_Japan_75_84,F_Japan_85ov,F_Japan_Tot,F_Korea_South_0_4,F_Korea_South_5_14,F_Korea_South_15_24,F_Korea_South_25_44,F_Korea_South_45_54,F_Korea_South_55_64,F_Korea_South_65_74,F_Korea_South_75_84,F_Korea_South_85ov,F_Korea_South_Tot,F_Lebanon_0_4,F_Lebanon_5_14,F_Lebanon_15_24,F_Lebanon_25_44,F_Lebanon_45_54,F_Lebanon_55_64,F_Lebanon_65_74,F_Lebanon_75_84,F_Lebanon_85ov,F_Lebanon_Tot,F_Malaysia_0_4,F_Malaysia_5_14,F_Malaysia_15_24,F_Malaysia_25_44,F_Malaysia_45_54,F_Malaysia_55_64,F_Malaysia_65_74,F_Malaysia_75_84,F_Malaysia_85ov,F_Malaysia_Tot,F_Malta_0_4,F_Malta_5_14,F_Malta_15_24,F_Malta_25_44,F_Malta_45_54,F_Malta_55_64,F_Malta_65_74,F_Malta_75_84,F_Malta_85ov,F_Malta_Tot
LGA10850,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,20,10,17,16,3,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
LGA10900,0,5,14,38,25,18,17,6,3,132,0,0,0,0,6,10,9,8,0,41,0,0,0,0,0,4,16,0,4,31,4,56,40,220,445,511,533,266,126,2205,0,0,3,7,12,17,5,0,3,54,0,0,4,8,9,13,14,3,3,56,3,0,3,33,44,39,117,48,18,300,0,0,0,0,0,8,11,12,0,28,0,0,4,12,9,12,8,0,0,46,0,3,7,26,19,28,22,10,5,117,0,0,26,22,6,10,6,10,3,82,0,0,0,4,0,4,0,0,0,8,0,0,0,3,3,0,0,0,0,11,0,11,0,16,19,25,30,16,7,119,0,0,3,6,13,17,22,12,7,75,0,6,0,30,25,5,8,0,0,74,0,0,23,18,7,4,0,0,0,55,0,0,0,10,8,6,3,0,0,25,0,0,9,25,21,25,6,4,0,88,0,0,0,3,5,14,17,4,3,49
LGA10950,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11100,9,21,500,556,144,114,59,43,15,1461,0,0,0,5,10,14,25,24,5,91,0,0,3,15,7,34,53,56,23,197,3,20,30,158,94,58,51,19,13,444,0,0,10,44,35,33,21,7,0,153,0,3,4,24,11,0,3,0,0,49,0,0,3,21,5,7,11,3,5,54,0,3,7,7,17,51,139,145,31,405,0,0,32,82,22,39,12,3,0,190,13,19,26,204,29,23,14,8,4,339,8,23,167,531,122,75,40,21,8,990,0,0,3,42,7,3,0,0,3,59,3,12,23,85,40,20,11,7,0,212,3,3,15,117,19,14,7,9,5,183,0,0,4,16,14,21,53,52,24,184,0,0,6,61,19,3,7,0,0,102,0,3,12,72,18,12,3,3,0,120,0,0,0,15,31,24,14,6,4,100,3,8,17,110,26,35,16,5,6,230,0,0,0,0,4,17,36,24,10,88
LGA11150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11250,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,8,9,18,15,10,5,69,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,6,10,8,0,23,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,16,4,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,16,3,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,13
LGA11300,18,72,1085,1714,587,430,173,151,73,4297,0,0,0,0,11,16,33,30,4,89,0,0,3,7,5,7,15,9,7,42,3,6,5,31,22,26,29,14,9,156,0,3,5,19,14,19,8,6,0,72,0,0,3,6,0,3,3,0,3,23,0,0,0,3,0,0,17,3,9,36,0,0,3,6,10,24,74,74,17,211,3,10,57,143,63,71,37,7,4,401,27,56,43,399,48,53,19,15,3,658,0,0,13,84,12,11,15,6,3,146,0,0,3,7,3,0,0,0,0,21,0,0,0,3,3,0,0,0,0,6,0,0,3,28,4,12,15,4,3,68,0,3,3,22,32,81,136,180,97,551,0,3,12,36,15,0,3,3,0,70,3,19,106,306,103,70,31,18,8,664,0,3,5,53,57,77,64,27,8,299,0,0,21,63,23,12,18,9,7,153,0,0,0,0,8,3,16,3,4,35
LGA11350,0,3,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,6,0,29,28,176,180,156,139,51,41,804,0,0,0,3,0,3,0,0,0,7,0,0,0,35,11,5,6,3,0,65,3,4,9,48,42,46,30,0,3,196,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,3,0,0,0,11,0,0,0,10,8,12,3,0,0,33,0,0,0,10,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,16,7,0,0,6,0,36,0,3,0,22,6,5,8,0,3,53,0,8,6,60,15,9,3,0,0,101,0,0,3,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,10,4,3,3,0,0,22,0,0,3,0,0,3,3,0,0,7
LGA11400,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,35,32,19,4,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,9,6,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,3,0,0,0,4
LGA11450,6,11,19,144,47,36,20,4,0,286,0,0,0,15,23,18,23,11,0,89,0,3,4,24,12,13,20,0,0,73,4,34,47,189,275,266,222,118,61,1216,0,11,26,149,51,33,16,0,0,280,0,3,0,4,8,7,0,0,0,20,0,0,3,17,23,29,47,16,14,146,0,5,3,4,9,5,9,5,3,44,0,3,0,18,8,11,0,0,0,45,3,21,18,182,38,31,16,6,3,316,0,3,0,26,13,6,3,4,0,56,0,0,7,26,7,8,0,0,0,45,0,0,12,77,28,23,0,3,3,151,3,10,7,50,13,20,14,11,5,124,0,0,7,9,24,45,81,58,10,232,0,0,0,6,6,0,0,0,3,20,0,0,5,20,9,0,0,0,0,36,0,0,0,39,29,29,11,3,0,116,0,0,3,31,5,9,3,3,0,55,0,0,6,14,15,47,52,26,3,167
LGA11500,0,16,56,351,196,156,68,45,12,896,0,0,3,26,31,45,58,22,3,202,5,26,28,125,58,60,44,28,7,376,8,26,27,201,393,466,507,253,73,1956,0,26,99,626,328,205,100,45,10,1438,0,0,0,11,7,4,6,6,0,39,0,3,6,28,31,50,83,40,18,255,0,0,0,7,21,38,49,26,4,146,3,3,11,29,35,34,17,3,0,136,32,172,202,1209,336,156,66,44,11,2240,0,7,18,164,68,49,20,4,3,326,0,6,9,31,14,12,11,4,0,81,7,21,54,161,56,27,10,5,5,339,0,5,6,13,22,17,40,20,10,133,0,0,0,7,30,60,50,44,19,202,0,3,9,12,14,6,3,3,4,49,0,0,10,64,5,13,5,0,0,93,3,8,15,173,150,116,62,18,8,548,3,7,22,58,37,53,47,8,0,240,0,0,4,3,10,40,47,16,7,124
LGA11520,37,56,1063,2368,544,483,167,102,43,4867,0,0,3,16,17,14,23,15,3,98,0,7,4,40,23,49,39,37,15,206,15,49,47,350,228,152,120,57,30,1055,0,0,0,36,26,18,11,4,3,104,0,4,0,35,7,12,7,4,3,62,0,0,10,49,19,15,32,15,7,154,0,0,4,12,14,39,111,125,29,330,5,8,55,267,81,129,61,16,3,635,27,35,50,601,87,59,34,36,8,939,0,3,27,123,30,23,17,4,3,224,0,4,4,121,9,16,7,0,0,152,0,0,3,11,3,7,0,0,0,22,0,9,6,118,26,21,15,8,9,221,0,15,12,81,144,296,520,569,292,1920,3,9,12,85,25,10,5,0,0,152,20,44,206,851,230,138,71,25,5,1590,0,3,0,49,49,40,39,14,10,205,0,7,27,166,61,58,47,12,8,390,0,0,0,4,0,14,23,11,17,70
LGA11570,39,159,895,3492,2240,1866,718,621,222,10246,0,0,8,26,40,58,88,84,14,323,42,58,63,371,168,238,209,119,58,1328,12,51,37,252,238,244,207,150,110,1301,3,17,58,412,282,266,143,55,15,1261,3,8,14,36,27,11,9,7,3,119,3,11,16,73,37,32,133,50,63,420,7,47,49,173,218,555,1251,1134,265,3706,0,18,96,370,203,329,105,37,10,1160,72,142,219,1207,267,181,96,56,34,2269,7,96,152,928,372,248,122,36,7,1968,0,26,49,116,34,20,8,0,0,263,4,47,136,397,151,72,31,7,8,857,0,6,6,78,41,29,40,23,13,238,0,16,19,68,153,312,510,575,255,1912,4,9,24,140,49,11,12,7,4,259,4,47,129,582,336,298,193,123,51,1761,28,160,391,2578,2449,2164,1164,560,209,9702,8,48,61,369,107,154,87,22,9,873,0,0,0,5,15,51,102,82,29,288
