LGA_CODE_2016,R_0_74_LT_Real_estate_agent,R_0_74_LT_Ste_terr_hsg_auth,R_0_74_LT_Psn_not_Sme_hhd,R_0_74_LT_hs_coop_com_ch_g,R_0_74_LT_Other_Lld_type,R_0_74_LT_Lld_type_ns,R_0_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_hs_coop_com_ch_g,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_hs_coop_com_ch_g,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_hs_coop_com_ch_g,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_hs_coop_com_ch_g,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_hs_coop_com_ch_g,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_hs_coop_com_ch_g,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_hs_coop_com_ch_g,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_hs_coop_com_ch_g,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_hs_coop_com_ch_g,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_hs_coop_com_ch_g,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_hs_coop_com_ch_g,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_hs_coop_com_ch_g,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_over_LT_Psn_not_Sme_hhd,R_950_ovr_LT_hs_coop_com_ch_g,R_950_over_LT_Other_Lld_type,R_650_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_hs_coop_com_ch_g,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_Psn_not_Sme_hhd,Tot_LT_hs_coop_com_ch_g,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
LGA10850,3,0,30,0,15,29,76,0,3,0,0,0,0,9,20,20,9,0,4,0,50,41,7,23,0,8,0,78,55,4,34,0,0,0,89,87,8,33,0,3,0,131,72,0,19,0,0,0,96,29,0,12,0,0,0,39,3,0,0,0,0,0,6,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,14,0,4,0,25,331,41,172,0,35,26,604
LGA10900,7,16,94,7,14,76,208,3,10,10,7,0,0,34,13,44,51,16,7,0,133,66,141,79,55,11,0,359,76,37,73,20,6,0,215,221,48,158,41,14,6,483,647,35,251,15,20,4,977,1374,36,323,18,10,3,1761,581,4,95,3,3,0,688,167,0,27,0,0,0,195,34,0,8,3,0,0,38,8,0,4,0,0,0,13,3,0,0,0,0,0,3,0,0,7,0,4,0,10,49,21,56,17,13,8,155,3255,397,1224,197,93,100,5267
LGA10950,0,4,10,0,25,18,52,0,3,0,0,9,0,13,9,19,8,0,15,0,49,21,10,15,5,7,0,59,9,7,27,0,4,0,48,10,3,16,0,7,0,34,3,3,11,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,3,3,0,22,50,47,97,16,74,21,306
LGA11100,14,82,72,11,10,31,216,3,61,0,4,0,0,75,9,624,16,10,0,7,660,7,216,18,21,0,0,262,21,79,22,14,3,3,143,26,58,28,3,37,0,153,179,44,60,4,25,0,312,1094,58,156,3,17,6,1341,901,23,127,3,5,4,1060,866,14,98,3,21,3,1002,942,10,85,0,8,0,1047,276,0,41,0,8,0,325,136,0,16,0,3,0,155,120,0,27,0,4,0,150,92,95,52,5,6,10,259,4689,1360,815,83,145,65,7158
LGA11150,0,17,7,0,65,8,104,0,3,3,0,5,0,14,0,13,8,11,9,6,42,17,30,14,12,4,0,74,10,7,14,0,0,0,33,5,8,10,3,4,0,22,0,0,11,3,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,4,10,0,22,37,73,77,34,97,16,337
LGA11200,0,13,19,8,31,13,77,0,23,3,75,5,3,110,0,14,9,32,8,0,68,3,8,10,17,7,0,41,0,3,3,0,0,0,12,0,0,0,3,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,7,5,63,37,147,56,17,328
LGA11250,3,10,53,12,48,39,161,3,14,17,4,32,3,72,44,25,80,13,32,5,197,191,35,169,14,27,4,442,118,8,112,0,21,4,262,133,11,87,0,19,3,252,107,11,53,0,9,0,171,33,0,16,0,4,0,53,0,0,3,0,0,0,6,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,18,3,30,4,7,0,61,652,111,622,44,204,62,1695
LGA11300,12,20,74,0,11,41,162,0,14,3,0,0,0,20,9,161,15,3,7,3,201,23,47,37,11,8,0,131,24,13,42,4,9,0,87,59,11,50,11,8,0,141,146,11,62,8,11,0,240,548,13,89,11,7,0,674,1106,10,188,5,27,7,1338,711,0,107,6,16,4,848,459,3,91,6,15,0,572,148,3,38,0,7,0,195,56,0,37,0,0,0,93,43,0,27,0,3,0,77,73,24,68,29,14,16,213,3424,338,922,91,149,71,4991
LGA11350,3,3,91,3,7,84,189,0,3,3,0,3,0,16,3,16,36,3,16,3,77,34,69,88,21,8,0,228,22,21,100,8,4,3,156,47,9,141,4,8,4,213,148,11,199,5,18,5,385,338,14,348,4,16,8,730,348,0,226,0,8,3,597,267,0,136,0,6,0,409,129,0,73,0,0,0,200,56,0,25,0,0,0,87,34,0,16,0,4,0,51,40,0,19,0,0,0,53,23,8,62,6,6,5,114,1490,158,1567,59,115,116,3500
LGA11400,0,6,63,15,44,53,175,4,0,7,8,0,0,20,14,14,53,3,13,0,88,70,7,75,0,12,3,158,32,3,56,0,11,0,102,78,0,36,0,6,0,127,59,0,35,0,3,0,97,17,0,9,0,6,0,36,6,0,4,0,0,0,9,4,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4,11,0,22,7,21,0,56,291,30,368,28,102,63,878
LGA11450,6,20,49,3,4,44,129,4,5,7,4,0,0,18,7,132,5,5,12,5,164,4,42,31,7,8,0,94,15,37,26,3,3,0,76,42,28,40,4,44,0,160,157,12,104,3,11,0,287,913,41,198,5,16,5,1179,1595,4,189,0,16,4,1806,730,0,44,0,0,0,781,92,0,15,0,4,0,111,28,0,3,0,0,0,30,3,0,0,0,0,0,7,12,0,4,0,0,0,16,66,15,45,13,8,8,162,3678,341,749,54,131,64,5013
LGA11500,21,184,135,7,3,80,432,5,161,7,15,5,0,180,11,1409,30,33,16,3,1504,43,951,85,57,10,9,1154,58,494,85,33,7,3,687,247,431,129,33,26,4,876,1602,570,425,38,34,5,2686,4917,392,655,27,61,24,6091,1546,31,190,3,25,13,1807,344,3,41,0,3,0,399,41,8,9,0,0,0,65,13,3,11,0,0,0,19,14,0,3,0,0,0,17,14,0,3,0,0,0,15,125,250,97,12,21,32,529,8998,4893,1908,262,211,181,16463
LGA11520,29,34,162,13,12,85,327,0,29,6,7,7,0,45,8,335,29,15,21,3,412,13,119,31,44,10,3,224,24,42,39,15,13,3,132,45,41,45,3,57,0,187,168,35,68,19,28,3,319,581,27,188,16,10,3,822,2306,13,297,9,26,6,2653,2360,13,257,4,16,7,2657,1854,7,220,8,20,3,2108,703,5,106,0,5,4,815,309,3,54,0,0,0,371,415,0,59,0,0,0,476,167,38,100,15,25,15,357,8975,745,1651,158,252,141,11919
LGA11570,78,439,506,40,45,346,1447,7,385,14,38,9,3,455,46,2886,131,128,30,16,3245,148,1519,220,217,43,15,2168,212,760,204,72,34,9,1288,438,583,254,83,60,6,1426,2993,512,653,104,104,19,4390,8916,442,1439,94,285,46,11224,5481,198,1056,38,190,39,7000,2650,34,438,10,81,15,3230,1070,20,152,0,31,3,1277,249,10,61,0,14,0,328,110,0,22,3,0,0,137,90,3,22,0,4,0,125,374,484,366,71,97,64,1463,22874,8263,5532,899,1032,596,39193
LGA11600,0,5,27,0,64,28,121,3,0,3,0,3,0,5,3,4,20,7,18,0,47,7,0,36,0,11,0,57,11,3,22,0,3,0,32,4,0,14,0,3,0,25,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,13,0,22,0,37,25,16,142,9,118,26,337
LGA11650,25,148,391,35,66,322,989,8,135,25,38,11,7,229,54,1364,156,96,89,23,1776,348,658,346,211,264,24,1854,487,305,452,56,97,15,1409,1276,248,672,89,120,20,2423,4781,344,1385,43,108,40,6700,8586,141,1520,21,95,35,10394,3468,9,505,9,33,10,4034,924,10,145,0,7,3,1092,303,4,41,0,4,0,347,113,0,25,0,0,0,139,45,0,13,0,0,0,55,57,0,19,0,4,4,81,251,212,249,63,65,42,891,20722,3583,5941,669,956,551,32423
LGA11700,0,15,7,0,56,11,89,0,5,0,5,3,0,22,0,34,7,24,4,7,81,0,8,10,4,0,0,29,0,9,0,0,0,0,9,3,4,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,10,3,20,4,83,38,43,70,25,254
LGA11720,4,25,99,8,8,68,219,3,18,7,10,3,0,40,24,244,53,9,10,3,347,156,137,103,11,16,0,435,148,65,106,4,7,3,338,664,57,174,8,27,8,933,1465,31,258,3,26,4,1789,908,0,108,0,5,3,1026,45,0,23,0,0,0,73,19,0,9,0,0,0,28,10,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,0,8,51,42,43,6,17,9,165,3505,624,1003,56,128,101,5416
LGA11730,3,13,134,27,36,83,297,3,22,17,13,17,0,71,45,132,105,42,42,5,379,186,71,210,57,37,11,572,212,45,192,15,24,3,490,581,36,291,10,34,5,967,929,23,313,27,32,8,1336,471,3,94,8,6,6,585,69,0,16,3,3,0,86,13,0,6,0,3,0,23,11,0,3,0,0,0,15,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,10,24,34,53,11,14,8,146,2548,388,1436,205,257,139,4976
LGA11750,3,4,10,10,50,22,96,0,9,4,8,14,3,35,12,25,11,7,30,0,88,31,15,15,12,88,0,164,33,11,10,6,4,0,58,52,4,14,0,3,0,65,50,0,8,0,3,0,62,14,0,0,0,0,0,16,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,7,3,25,197,71,91,46,198,29,627
LGA11800,12,44,95,19,14,78,250,3,32,3,8,0,0,47,20,415,99,36,47,8,624,114,219,107,53,50,11,561,186,97,169,16,32,3,504,659,89,234,20,52,8,1062,1256,115,436,15,44,16,1883,1774,33,420,7,39,14,2285,555,3,95,5,13,3,677,100,0,19,0,3,0,118,22,3,5,0,0,0,33,5,0,4,0,0,0,15,0,0,0,0,3,0,3,4,0,8,0,0,0,13,85,57,51,32,20,8,249,4793,1103,1739,207,333,138,8316
LGA12000,0,4,25,0,15,21,65,0,7,12,0,0,0,17,5,6,22,0,5,0,37,13,0,30,0,3,0,47,12,0,17,0,0,0,32,30,0,9,0,0,0,46,15,0,15,0,0,0,28,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,6,85,13,131,0,22,28,277
LGA12150,0,8,30,3,38,29,104,0,0,0,0,4,0,11,8,21,27,4,4,3,63,15,32,38,10,7,3,109,16,8,12,4,3,0,50,8,3,25,3,3,0,47,0,3,11,0,0,0,8,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,4,0,24,54,81,148,32,72,29,422
LGA12350,0,9,40,6,16,37,113,3,3,11,4,0,0,29,45,81,38,12,6,3,198,171,40,105,3,9,5,344,114,20,48,0,6,0,188,177,9,41,3,4,0,232,51,0,23,0,0,0,83,14,0,6,0,0,0,20,3,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,8,7,18,4,10,0,46,585,181,343,36,67,48,1262
LGA12380,78,243,307,29,19,151,832,10,212,11,51,10,0,300,62,1447,90,65,21,10,1700,131,754,163,162,25,9,1248,129,356,144,51,20,6,706,318,317,186,55,40,0,917,1372,220,405,60,55,15,2129,7147,238,1067,56,204,42,8763,4581,85,760,14,182,23,5649,1477,11,287,11,53,8,1851,465,3,78,3,9,5,566,132,5,40,0,3,0,181,28,6,12,3,3,0,47,55,0,22,0,4,0,77,294,235,242,69,64,53,962,16288,4138,3816,634,706,330,25916
LGA12700,0,0,29,0,10,31,74,0,3,3,0,0,0,8,8,15,18,0,8,0,43,23,12,27,0,6,3,66,20,0,25,0,3,0,48,48,5,48,0,11,0,109,81,0,28,0,4,0,123,46,0,16,0,0,0,56,5,0,3,0,0,0,5,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,17,0,8,0,24,243,31,210,3,42,33,572
LGA12730,5,3,32,0,24,22,88,4,6,5,3,4,0,19,93,22,35,3,11,8,177,98,52,49,5,8,6,226,82,15,21,0,4,0,127,93,3,26,0,4,0,136,89,0,16,0,0,0,104,28,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,8,6,19,0,16,0,50,499,110,213,17,82,32,956
LGA12750,3,15,81,0,16,74,193,4,15,8,12,5,0,43,24,134,65,16,12,9,261,134,106,135,50,37,3,469,157,40,137,9,16,9,362,415,39,199,11,16,8,687,582,54,234,11,12,5,902,424,7,130,3,13,0,576,40,0,23,0,3,0,64,3,0,3,0,0,0,3,0,0,3,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,4,0,0,0,7,36,24,38,10,10,3,126,1829,429,1069,121,142,109,3695
LGA12850,58,185,300,21,25,128,720,3,163,12,4,0,0,189,38,1213,69,32,24,13,1387,118,855,145,107,42,10,1276,141,474,165,40,31,6,857,555,391,242,65,57,9,1311,2516,342,535,75,122,31,3615,3968,399,869,38,255,34,5567,2709,107,409,24,142,19,3400,534,18,91,6,22,5,679,133,3,20,0,3,0,165,39,0,7,0,0,0,51,19,0,3,0,3,0,26,21,0,5,0,0,0,34,189,212,185,28,50,40,702,11034,4347,3057,448,786,298,19976
LGA12870,6,0,52,0,32,35,129,8,8,12,3,7,0,31,62,13,39,0,4,3,114,127,8,73,8,6,7,229,73,0,55,4,4,0,142,170,0,49,0,3,3,226,127,0,23,0,4,0,150,13,0,6,0,0,0,25,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,4,4,12,3,7,0,36,586,28,328,16,78,50,1088
LGA12900,0,9,42,0,36,29,119,0,14,13,0,7,0,33,61,54,35,7,8,3,167,109,30,63,3,14,3,219,93,19,46,0,0,3,155,95,4,45,0,3,0,145,39,4,16,0,3,0,64,8,0,10,0,0,0,15,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,7,4,21,5,50,405,138,278,15,97,42,972
