LGA_CODE_2016,MOL_SAL_Oth_SOLSE_NWorNAA,MOL_SAL_Oth_SOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_SOLSE_VWorW,MOL_SAL_Tot_SOLSE_NWorNAA,MOL_SAL_Tot_SOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_SOLSE_VWorW,MOL_Spanish_SOLSE_NWorNAA,MOL_Spanish_SOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_SOLSE_VWorW,MOL_Tamil_SOLSE_NWorNAA,MOL_Tamil_SOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_SOLSE_VWorW,MOL_Thai_SOLSE_NWorNAA,MOL_Thai_SOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_SOLSE_VWorW,MOL_Turkish_SOLSE_NWorNAA,MOL_Turkish_SOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_SOLSE_VWorW,MOL_Vietnamese_SOLSE_NWorNAA,MOL_Vietnamese_SOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_SOLSE_VWorW,MOL_Oth_SOLSE_NWorNAA,MOL_Oth_SOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_SOLSE_VWorW,MOL_Tot_SOLSE_NWorNAA,MOL_Tot_SOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LSatH_NS_SEO,M_LSatH_NS_SOLSE_VWorW,M_LSatH_NS_SOLSE_NWorNAA,M_LSatH_NS_SOLSE_Tot,M_LSatH_NS_NS,M_LSatH_NS_Tot,M_Tot_SEO,M_Tot_SOLSE_VWorW,M_Tot_SOLSE_NWorNAA,M_Tot_SOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_SOLSE_VWorW,FSEO_SOLSE_NWorNAA,FSEO_SOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_SOLSE_VWorW,FOL_Afrikaans_SOLSE_NWorNAA,FOL_Afrikaans_SOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_SOLSE_VWorW,FOL_Arabic_SOLSE_NWorNAA,FOL_Arabic_SOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_SOLSE_VWorW,FOL_AIndLng_SOLSE_NWorNAA,FOL_AIndLng_SOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Cantones_SEO,FOL_CL_Cantones_SOLSE_VWorW,FOL_CL_Cantones_SOLSE_NWorNAA,FOL_CL_Cantones_SOLSE_Tot,FOL_CL_Cantones_NS,FOL_CL_Cantones_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_SOLSE_VWorW,FOL_CL_Mandarin_SOLSE_NWorNAA,FOL_CL_Mandarin_SOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_SOLSE_VWorW,FOL_CL_Oth_SOLSE_NWorNAA,FOL_CL_Oth_SOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_SOLSE_VWorW,FOL_CL_Tot_SOLSE_NWorNAA,FOL_CL_Tot_SOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_SOLSE_VWorW,FOL_Croatian_SOLSE_NWorNAA,FOL_Croatian_SOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_Dutch_SEO,FOL_Dutch_SOLSE_VWorW,FOL_Dutch_SOLSE_NWorNAA,FOL_Dutch_SOLSE_Tot,FOL_Dutch_NS,FOL_Dutch_Tot,FOL_French_SEO,FOL_French_SOLSE_VWorW,FOL_French_SOLSE_NWorNAA,FOL_French_SOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_SOLSE_VWorW,FOL_German_SOLSE_NWorNAA,FOL_German_SOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_SOLSE_VWorW,FOL_Greek_SOLSE_NWorNAA,FOL_Greek_SOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_SOLSE_VWorW,FOL_IAL_Bengali_SOLSE_NWorNAA,FOL_IAL_Bengali_SOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_SOLSE_VWorW,FOL_IAL_Hindi_SOLSE_NWorNAA,FOL_IAL_Hindi_SOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_SOLSE_VWorW,FOL_IAL_Punjabi_SOLSE_NWorNAA,FOL_IAL_Punjabi_SOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhalese_SEO,FOL_IAL_Sinhalese_SOLSE_VWorW,FOL_IAL_Sinhale_SOLSE_NWorNAA,FOL_IAL_Sinhalese_SOLSE_Tot,FOL_IAL_Sinhalese_NS,FOL_IAL_Sinhalese_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_SOLSE_VWorW,FOL_IAL_Urdu_SOLSE_NWorNAA,FOL_IAL_Urdu_SOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_SOLSE_VWorW,FOL_IAL_Oth_SOLSE_NWorNAA,FOL_IAL_Oth_SOLSE_Tot,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_SOLSE_VWorW,FOL_IAL_Tot_SOLSE_NWorNAA,FOL_IAL_Tot_SOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_SOLSE_VWorW,FOL_Italian_SOLSE_NWorNAA,FOL_Italian_SOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japanese_SEO,FOL_Japanese_SOLSE_VWorW,FOL_Japanese_SOLSE_NWorNAA,FOL_Japanese_SOLSE_Tot,FOL_Japanese_NS,FOL_Japanese_Tot,FOL_Korean_SEO,FOL_Korean_SOLSE_VWorW,FOL_Korean_SOLSE_NWorNAA,FOL_Korean_SOLSE_Tot
LGA33360,0,19,0,16,..,357,20,380,0,380,..,55,3,60,0,60,..,53,4,54,0,54,..,16,0,16,0,16,..,6,0,6,0,6,..,23,3,22,0,29,..,330,67,397,12,412,..,1691,179,1874,31,1901,..,71,5,79,2323,2396,27352,1762,186,1945,2354,31647,25925,..,..,..,..,25925,..,188,3,187,3,194,..,46,10,50,0,52,..,14,4,14,0,14,..,7,3,11,0,11,..,74,23,101,0,101,..,3,3,5,0,5,..,86,31,119,0,119,..,9,0,10,0,10,..,34,0,34,0,34,..,28,4,32,0,32,..,58,0,58,3,60,..,22,0,24,0,24,..,25,3,30,0,33,..,62,6,68,0,68,..,37,10,46,0,46,..,24,0,26,0,26,..,20,3,26,0,26,..,37,4,37,0,37,..,202,23,227,0,227,..,29,3,36,0,36,..,16,4,18,0,18,..,21,5,26
LGA33430,3,132,0,134,..,1170,37,1209,11,1215,..,1308,118,1423,24,1448,..,150,3,155,3,156,..,370,75,453,5,454,..,254,33,289,0,285,..,359,69,426,3,430,..,4902,648,5551,100,5652,..,27093,3979,31074,323,31397,..,670,59,723,19429,20151,218584,27760,4038,31800,19754,270141,228312,..,..,..,..,228312,..,813,8,818,0,817,..,638,126,762,8,766,..,28,0,25,0,32,..,1215,389,1599,12,1610,..,3911,1242,5157,36,5189,..,230,89,320,0,321,..,5362,1714,7080,46,7121,..,512,63,572,9,575,..,497,18,513,6,518,..,1115,60,1170,10,1177,..,1202,31,1231,17,1243,..,719,79,794,9,801,..,170,13,186,0,186,..,600,28,622,3,630,..,513,73,590,8,597,..,155,6,164,3,169,..,161,11,171,5,174,..,528,37,561,5,573,..,2125,178,2301,26,2326,..,1052,87,1136,12,1153,..,2666,675,3336,25,3355,..,1220,567,1793
LGA33610,0,0,0,0,..,25,0,25,0,25,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,13,3,21,0,21,..,149,25,171,8,179,..,7,0,8,538,545,4624,159,22,178,542,5340,4616,..,..,..,..,4616,..,20,0,20,0,20,..,3,3,3,0,3,..,0,0,0,0,0,..,8,4,8,0,8,..,10,10,21,0,21,..,0,0,0,0,0,..,15,18,28,0,28,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,12,0,12,0,11,..,5,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,20,0,20,0,21,..,4,0,6,0,6,..,0,0,3,0,3,..,0,0,0
LGA33620,0,0,0,0,..,25,0,25,0,25,..,13,0,13,0,13,..,7,3,13,0,13,..,9,0,9,0,9,..,0,0,0,0,0,..,3,8,12,0,12,..,100,24,125,5,131,..,461,71,528,16,546,..,71,3,71,1946,2017,22012,532,72,601,1958,24578,22313,..,..,..,..,22313,..,39,5,45,0,45,..,7,0,7,0,8,..,3,0,4,0,4,..,7,0,5,0,5,..,28,5,37,0,40,..,4,0,4,0,4,..,37,11,46,0,49,..,4,0,4,0,4,..,37,0,37,0,37,..,31,4,34,0,34,..,82,0,85,0,91,..,4,0,4,0,5,..,0,0,3,0,3,..,3,0,3,0,3,..,18,0,13,0,13,..,3,0,3,0,3,..,3,0,3,0,3,..,4,0,4,0,4,..,29,3,28,0,28,..,31,3,31,0,31,..,21,0,21,0,21,..,6,0,6
LGA33800,0,3,0,3,..,8,0,7,0,7,..,7,0,9,0,9,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,60,5,65,0,61,..,347,46,387,11,401,..,19,0,19,394,417,4743,371,46,411,399,5556,4549,..,..,..,..,4549,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,6,0,6,..,0,3,3,0,3,..,0,0,0,0,0,..,4,4,10,0,10,..,0,0,0,0,0,..,3,0,6,0,6,..,4,0,4,0,4,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,4,0,4,0,4,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,228,55,285,5,289,..,0,0,0,0,0,..,0,0,0
LGA33830,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,353,6,357,9,368,..,3,0,3,50,51,81,350,11,365,57,499,56,..,..,..,..,56,..,0,0,0,0,0,..,0,0,0,0,0,..,313,13,323,3,325,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA33960,0,53,0,53,..,601,19,615,8,627,..,435,68,499,4,506,..,155,17,172,3,173,..,54,7,56,0,56,..,22,5,20,0,20,..,631,226,856,5,862,..,2541,512,3053,72,3128,..,9153,1447,10601,161,10763,..,257,45,305,6145,6442,78590,9412,1492,10905,6308,95797,79978,..,..,..,..,79978,..,165,4,172,3,172,..,199,35,235,5,239,..,50,0,47,0,51,..,122,38,156,0,159,..,343,141,479,6,485,..,24,16,39,0,39,..,483,190,679,6,683,..,32,12,41,0,41,..,155,3,155,0,157,..,129,10,141,0,138,..,173,9,181,0,185,..,51,3,58,0,58,..,48,7,51,0,51,..,432,28,458,6,462,..,178,20,201,3,202,..,89,9,98,0,98,..,81,10,91,0,91,..,152,10,161,0,163,..,982,77,1052,14,1068,..,87,6,92,3,102,..,105,16,126,0,128,..,85,29,111
LGA33980,0,4,0,4,..,113,4,117,3,115,..,20,0,20,0,20,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,4,0,9,0,9,..,75,5,86,3,89,..,411,36,448,6,451,..,23,3,27,1861,1889,9078,434,41,473,1870,11419,7929,..,..,..,..,7929,..,48,3,50,0,46,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,4,0,4,..,18,4,20,0,20,..,0,0,0,0,0,..,18,6,23,0,23,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,14,0,14,..,12,0,12,0,12,..,0,0,0,0,0,..,3,0,4,0,4,..,20,0,16,0,16,..,6,0,8,0,8,..,7,0,7,0,8,..,6,0,6,0,6,..,5,3,5,0,5,..,48,7,52,0,54,..,3,0,3,0,3,..,12,0,12,0,10,..,0,0,4
LGA34420,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,23,0,23,6,26,..,0,0,0,17,16,409,19,0,19,22,451,456,..,..,..,..,456,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,14,8,26,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA34530,0,5,0,5,..,25,0,25,0,25,..,20,0,18,0,18,..,3,0,3,0,3,..,7,0,14,0,14,..,0,0,0,0,0,..,3,0,3,0,3,..,82,16,94,3,97,..,367,40,411,14,424,..,38,5,43,2114,2156,16043,407,44,452,2124,18621,15881,..,..,..,..,15881,..,41,0,41,0,42,..,0,0,3,0,3,..,7,0,7,0,7,..,3,6,12,0,12,..,13,3,18,0,18,..,0,3,0,0,0,..,20,13,30,0,30,..,3,0,3,0,3,..,10,0,10,0,10,..,17,0,17,0,17,..,50,3,52,0,56,..,6,0,7,0,7,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,14,0,14,0,14,..,16,0,16,0,16,..,19,3,23,4,26,..,3,0,3
LGA34570,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,22,0,22,0,28,..,127,0,129,7,135,..,3,0,3,45,46,167,133,0,135,57,357,184,..,..,..,..,184,..,0,0,0,0,0,..,0,0,0,0,0,..,102,0,102,9,113,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA34580,0,5,0,5,..,56,3,58,0,58,..,17,4,22,0,22,..,7,0,7,0,7,..,9,0,9,0,9,..,8,3,14,0,14,..,22,11,28,0,28,..,145,70,214,8,224,..,793,316,1106,15,1117,..,45,8,56,1735,1791,16397,839,322,1156,1749,19298,16528,..,..,..,..,16528,..,27,0,27,0,27,..,46,21,72,0,72,..,3,0,3,0,3,..,50,4,53,0,53,..,161,121,282,3,286,..,6,9,14,0,14,..,212,138,350,3,358,..,7,0,7,0,7,..,26,0,26,0,26,..,17,4,24,0,24,..,52,3,52,0,52,..,0,0,0,0,0,..,3,3,8,0,8,..,14,3,14,0,14,..,24,3,29,0,29,..,7,0,7,0,7,..,3,0,3,0,3,..,29,5,36,0,36,..,79,12,96,0,96,..,11,4,12,0,12,..,36,16,47,0,49,..,28,27,58
LGA34590,3,84,4,85,..,923,38,960,10,966,..,576,95,668,6,679,..,188,28,223,3,223,..,113,18,131,0,133,..,170,26,190,3,193,..,502,186,686,4,695,..,6427,1948,8376,201,8570,..,19133,3999,23132,346,23480,..,448,76,529,8885,9411,117003,19581,4079,23665,9232,149901,119046,..,..,..,..,119046,..,270,4,276,0,278,..,740,270,1010,8,1020,..,54,3,55,3,55,..,545,186,732,4,736,..,1221,475,1696,14,1708,..,91,40,133,0,137,..,1853,708,2564,21,2577,..,251,31,281,3,283,..,242,4,255,0,257,..,236,21,250,7,258,..,388,14,409,7,417,..,213,26,240,3,238,..,73,21,96,0,96,..,988,52,1047,9,1057,..,536,108,639,3,643,..,106,5,105,0,109,..,376,74,444,3,453,..,228,25,254,0,254,..,2307,283,2587,24,2612,..,217,23,238,4,241,..,228,38,264,0,264,..,369,203,570
LGA34710,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,4,9,0,15,..,32,12,46,0,48,..,9,0,9,162,166,1583,39,12,52,158,1791,1667,..,..,..,..,1667,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,3,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,5,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA34770,0,21,0,21,..,603,24,627,7,640,..,57,0,61,0,62,..,24,0,20,0,20,..,36,4,36,0,41,..,5,0,5,0,5,..,25,13,39,0,39,..,479,80,557,19,578,..,2620,258,2873,45,2920,..,161,7,165,5093,5257,50077,2774,269,3040,5138,58256,49543,..,..,..,..,49543,..,283,3,290,4,294,..,12,0,12,0,15,..,25,3,27,0,26,..,27,15,40,0,44,..,123,55,178,3,184,..,3,8,15,0,15,..,155,82,236,3,235,..,14,0,15,0,15,..,64,3,63,0,63,..,52,3,57,0,57,..,129,4,133,0,136,..,14,0,17,0,15,..,34,7,43,0,43,..,68,6,78,0,78,..,54,11,62,0,64,..,37,3,35,0,35,..,27,5,34,0,34,..,83,3,90,0,90,..,305,34,341,0,339,..,86,12,99,0,107,..,31,3,37,0,33,..,18,0,13
LGA34800,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,6,0,6,0,6,..,0,0,0,36,36,393,6,0,6,36,432,328,..,..,..,..,328,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA34830,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,8,0,8,..,12,0,15,0,13,..,0,0,0,4,4,131,12,0,15,9,151,137,..,..,..,..,137,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA34860,0,0,0,0,..,84,0,84,0,84,..,8,0,8,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,35,9,46,3,44,..,223,21,247,3,253,..,16,0,16,653,663,5599,237,21,262,656,6515,5365,..,..,..,..,5365,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,8,7,17,3,17,..,0,0,0,0,0,..,11,6,23,3,24,..,0,0,0,0,0,..,6,0,7,0,7,..,3,0,3,0,3,..,11,0,11,0,11,..,0,0,0,0,0,..,0,3,3,0,3,..,6,0,6,0,6,..,17,3,24,0,24,..,3,0,3,0,3,..,0,0,0,0,0,..,6,0,6,0,6,..,39,6,47,0,47,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3
LGA34880,0,0,0,0,..,22,0,22,0,22,..,25,3,28,0,32,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,3,0,4,0,4,..,117,10,127,4,133,..,900,146,1048,14,1067,..,39,3,45,1945,1990,8253,942,148,1095,1964,11310,8080,..,..,..,..,8080,..,19,0,19,0,19,..,0,0,0,0,0,..,37,3,40,0,40,..,6,3,6,0,6,..,31,32,67,3,64,..,0,0,0,0,0,..,42,33,72,3,74,..,27,8,34,0,34,..,28,0,28,0,28,..,32,4,41,0,41,..,93,5,92,0,92,..,9,3,13,0,13,..,0,0,0,0,0,..,3,0,3,0,3,..,14,3,16,0,21,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,7,0,11,..,27,5,31,4,32,..,336,86,417,7,426,..,26,12,35,0,40,..,7,4,11
LGA35010,3,59,0,60,..,981,36,1018,5,1021,..,560,57,616,8,628,..,70,8,77,0,77,..,136,25,158,0,158,..,35,3,39,0,39,..,162,42,210,0,210,..,2418,413,2838,77,2909,..,11634,1538,13167,174,13341,..,515,39,552,11981,12528,182301,12147,1569,13718,12152,208170,189081,..,..,..,..,189081,..,856,12,868,8,878,..,201,59,259,4,257,..,73,0,71,4,74,..,291,93,389,0,390,..,726,386,1115,15,1131,..,59,28,86,3,93,..,1077,511,1592,21,1611,..,77,13,90,0,90,..,388,5,394,3,401,..,410,23,431,7,439,..,649,20,673,6,673,..,163,9,172,3,175,..,53,0,54,0,54,..,732,36,771,9,781,..,278,50,322,4,326,..,105,12,120,0,120,..,54,6,54,0,54,..,260,31,292,4,300,..,1488,140,1623,19,1640,..,545,51,598,9,604,..,315,73,383,0,382,..,174,120,296
LGA35250,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,5,3,12,..,50,3,50,21,75,..,3,0,3,33,36,454,49,0,54,54,563,464,..,..,..,..,464,..,0,0,0,0,0,..,0,0,0,0,0,..,30,3,32,24,50,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA35300,3,5,0,5,..,131,9,139,0,139,..,16,0,18,0,18,..,21,0,21,0,21,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,232,18,249,3,250,..,691,58,746,16,758,..,35,9,42,1144,1188,7708,726,66,788,1160,9656,7144,..,..,..,..,7144,..,50,0,50,0,50,..,0,0,0,0,0,..,23,3,26,3,35,..,4,4,9,0,9,..,9,3,16,0,16,..,0,0,0,0,0,..,17,13,27,0,27,..,0,0,0,0,0,..,5,0,5,0,5,..,10,0,15,0,15,..,17,0,17,0,17,..,11,0,11,0,11,..,0,0,0,0,0,..,32,4,36,0,36,..,8,0,10,0,10,..,7,0,7,0,7,..,4,0,3,0,3,..,8,0,13,0,13,..,66,6,76,0,76,..,12,0,14,0,17,..,6,0,6,0,6,..,0,0,0
LGA35600,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,36,16,58,0,58,..,16,0,14,3,18,..,68,22,90,3,93,..,3,0,3,135,138,1902,68,22,94,138,2131,1933,..,..,..,..,1933,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,3,0,0,..,0,0,0,0,0,..,0,0,3,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA35670,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,58,0,64,0,64,..,149,14,161,0,163,..,0,0,0,11,12,319,148,14,163,16,495,290,..,..,..,..,290,..,0,0,0,0,0,..,0,0,0,0,0,..,103,3,100,0,100,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA35740,0,4,0,4,..,42,3,45,0,45,..,70,3,72,0,77,..,0,0,0,0,0,..,17,5,18,0,18,..,5,0,5,0,5,..,5,4,10,0,10,..,196,15,210,10,228,..,1052,77,1125,19,1146,..,82,6,84,1615,1699,22499,1132,79,1208,1635,25340,23646,..,..,..,..,23646,..,41,0,42,0,44,..,0,0,3,0,3,..,3,0,3,0,3,..,26,4,25,0,25,..,40,19,58,0,57,..,0,0,4,0,4,..,66,26,90,0,90,..,6,0,11,0,11,..,77,3,83,0,84,..,126,7,130,0,131,..,250,6,249,0,256,..,32,0,32,0,32,..,5,0,5,0,5,..,17,3,19,0,19,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,19,0,18,..,40,4,46,0,44,..,90,3,93,0,93,..,54,4,55,0,60,..,15,0,15
