LGA_CODE_2016,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedonian_SEO,FOL_Macedonian_SOLSE_VWorW,FOL_Macedonian_SOLSE_NWorNAA,FOL_Macedonian_SOLSE_Tot,FOL_Macedonian_NS,FOL_Macedonian_Tot,FOL_Maltese_SEO,FOL_Maltese_SOLSE_VWorW,FOL_Maltese_SOLSE_NWorNAA,FOL_Maltese_SOLSE_Tot,FOL_Maltese_NS,FOL_Maltese_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_SOLSE_VWorW,FOL_Persian_ED_SOLSE_NWorNAA,FOL_Persian_ED_SOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_SOLSE_VWorW,FOL_Polish_SOLSE_NWorNAA,FOL_Polish_SOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Russian_SEO,FOL_Russian_SOLSE_VWorW,FOL_Russian_SOLSE_NWorNAA,FOL_Russian_SOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_SOLSE_VWorW,FOL_Samoan_SOLSE_NWorNAA,FOL_Samoan_SOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_SOLSE_VWorW,FOL_Serbian_SOLSE_NWorNAA,FOL_Serbian_SOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipino_SEO,FOL_SAL_Filipino_SOLSE_VWorW,FOL_SAL_Filipin_SOLSE_NWorNAA,FOL_SAL_Filipino_SOLSE_Tot,FOL_SAL_Filipino_NS,FOL_SAL_Filipino_Tot,FOL_SAL_Indonesian_SEO,FOL_SAL_Indonesia_SOLSE_VWorW,FOL_SAL_Indones_SOLSE_NWorNAA,FOL_SAL_Indonesian_SOLSE_Tot,FOL_SAL_Indonesian_NS,FOL_SAL_Indonesian_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_SOLSE_VWorW,FOL_SAL_Tagalog_SOLSE_NWorNAA,FOL_SAL_Tagalog_SOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_SOLSE_VWorW,FOL_SAL_Oth_SOLSE_NWorNAA,FOL_SAL_Oth_SOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_SOLSE_VWorW,FOL_SAL_Tot_SOLSE_NWorNAA,FOL_SAL_Tot_SOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_SOLSE_VWorW,FOL_Spanish_SOLSE_NWorNAA,FOL_Spanish_SOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_SOLSE_VWorW,FOL_Tamil_SOLSE_NWorNAA,FOL_Tamil_SOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_SOLSE_VWorW,FOL_Thai_SOLSE_NWorNAA,FOL_Thai_SOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_SOLSE_VWorW,FOL_Turkish_SOLSE_NWorNAA,FOL_Turkish_SOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_SOLSE_VWorW,FOL_Vietnamese_SOLSE_NWorNAA,FOL_Vietnamese_SOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_SOLSE_VWorW,FOL_Oth_SOLSE_NWorNAA,FOL_Oth_SOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_SOLSE_VWorW,FOL_Tot_SOLSE_NWorNAA,FOL_Tot_SOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LSatH_NS_SEO,F_LSatH_NS_SOLSE_VWorW,F_LSatH_NS_SOLSE_NWorNAA,F_LSatH_NS_SOLSE_Tot,F_LSatH_NS_NS,F_LSatH_NS_Tot,F_Tot_SEO,F_Tot_SOLSE_VWorW,F_Tot_SOLSE_NWorNAA,F_Tot_SOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_SOLSE_VWorW,PSEO_SOLSE_NWorNAA,PSEO_SOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_SOLSE_VWorW,POL_Afrikaans_SOLSE_NWorNAA,POL_Afrikaans_SOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_SOLSE_VWorW,POL_Arabic_SOLSE_NWorNAA,POL_Arabic_SOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_SOLSE_VWorW,POL_AIndLng_SOLSE_NWorNAA,POL_AIndLng_SOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Cantones_SEO,POL_CL_Cantones_SOLSE_VWorW,POL_CL_Cantones_SOLSE_NWorNAA,POL_CL_Cantones_SOLSE_Tot,POL_CL_Cantones_NS,POL_CL_Cantones_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_SOLSE_VWorW,POL_CL_Mandarin_SOLSE_NWorNAA,POL_CL_Mandarin_SOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot,POL_CL_Oth_SEO,POL_CL_Oth_SOLSE_VWorW,POL_CL_Oth_SOLSE_NWorNAA,POL_CL_Oth_SOLSE_Tot,POL_CL_Oth_NS,POL_CL_Oth_Tot,POL_CL_Tot_SEO,POL_CL_Tot_SOLSE_VWorW,POL_CL_Tot_SOLSE_NWorNAA,POL_CL_Tot_SOLSE_Tot,POL_CL_Tot_NS,POL_CL_Tot_Tot,POL_Croatian_SEO,POL_Croatian_SOLSE_VWorW,POL_Croatian_SOLSE_NWorNAA,POL_Croatian_SOLSE_Tot,POL_Croatian_NS,POL_Croatian_Tot,POL_Dutch_SEO,POL_Dutch_SOLSE_VWorW,POL_Dutch_SOLSE_NWorNAA,POL_Dutch_SOLSE_Tot,POL_Dutch_NS,POL_Dutch_Tot,POL_French_SEO,POL_French_SOLSE_VWorW,POL_French_SOLSE_NWorNAA,POL_French_SOLSE_Tot,POL_French_NS,POL_French_Tot,POL_German_SEO,POL_German_SOLSE_VWorW,POL_German_SOLSE_NWorNAA,POL_German_SOLSE_Tot,POL_German_NS,POL_German_Tot
LGA16200,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,13,0,13,..,15,0,15,0,15,..,14,0,14,0,14,..,0,0,0,0,3,..,40,3,38,0,45,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,7,3,7,0,7,..,30,7,32,0,33,..,170,27,198,3,205,..,13,0,17,625,642,6575,182,33,212,635,7416,12931,..,..,..,..,12931,..,28,3,32,0,32,..,28,3,27,0,26,..,16,0,16,0,16,..,12,11,28,4,31,..,19,11,30,0,32,..,8,3,4,0,4,..,37,22,63,3,68,..,3,0,3,0,3,..,7,0,7,0,7,..,0,0,0,0,0,..,9,0,9,0,9
LGA16260,45,5763,..,45,7,56,0,56,..,109,6,116,3,117,..,951,344,1291,10,1302,..,280,32,315,0,311,..,307,62,366,0,364,..,109,10,121,4,127,..,209,19,232,0,232,..,631,22,658,6,659,..,657,73,726,3,732,..,1033,23,1054,8,1062,..,104,4,106,0,109,..,2434,118,2544,17,2562,..,920,110,1028,8,1039,..,2051,196,2244,21,2262,..,352,65,424,8,425,..,362,72,436,7,446,..,515,111,622,3,625,..,4797,918,5717,117,5840,..,47206,11998,59204,475,59671,..,255,97,351,6058,6406,46912,47457,12097,59552,6528,112996,94332,..,..,..,..,94332,..,133,3,129,0,134,..,6293,938,7229,48,7280,..,10,0,10,0,10,..,11198,3457,14660,67,14727,..,16790,6807,23599,111,23702,..,779,276,1055,3,1060,..,28767,10542,39314,176,39490,..,425,55,478,3,484,..,169,3,176,0,176,..,453,15,475,3,471,..,433,13,448,7,451
LGA16350,3,198,..,76,18,90,0,92,..,658,47,697,5,710,..,148,37,176,0,176,..,216,38,256,6,260,..,105,15,122,0,126,..,536,31,565,8,577,..,181,35,218,0,215,..,577,13,592,8,600,..,142,17,160,0,160,..,1148,32,1187,14,1200,..,111,4,120,0,120,..,1984,73,2059,15,2074,..,641,78,715,3,721,..,214,24,236,0,236,..,193,55,249,3,249,..,240,54,295,4,297,..,201,62,266,0,267,..,2364,453,2819,58,2871,..,14857,2140,17000,210,17208,..,211,27,236,5451,5679,76355,15065,2167,17233,5655,99243,151300,..,..,..,..,151300,..,97,0,97,0,104,..,2764,333,3099,36,3137,..,29,0,32,3,32,..,437,202,639,3,649,..,993,355,1346,12,1359,..,76,24,101,0,101,..,1510,585,2095,13,2107,..,909,108,1018,9,1028,..,215,7,218,4,225,..,325,13,331,0,332,..,370,18,389,10,393
LGA16380,0,24,..,3,0,3,0,3,..,7,0,13,0,13,..,0,0,3,0,3,..,21,0,21,0,23,..,17,0,17,0,17,..,3,0,3,0,3,..,8,0,7,0,7,..,45,0,46,0,48,..,19,0,19,0,19,..,52,0,55,0,56,..,4,0,4,0,4,..,128,3,127,0,128,..,75,3,73,0,73,..,7,0,4,0,4,..,49,4,51,0,51,..,8,0,8,0,8,..,30,12,40,0,40,..,192,30,225,10,231,..,1153,126,1278,25,1305,..,113,0,111,2347,2464,37077,1261,129,1392,2371,40846,71257,..,..,..,..,71257,..,64,0,64,0,67,..,57,4,62,0,60,..,21,0,27,0,26,..,57,30,91,3,101,..,92,37,131,0,132,..,16,0,16,0,16,..,170,66,238,11,241,..,23,3,27,0,27,..,115,0,120,0,119,..,134,0,133,3,141,..,175,3,175,5,179
LGA16400,0,18,..,10,0,10,0,10,..,16,0,16,0,16,..,0,3,4,0,4,..,24,3,30,0,30,..,11,0,10,0,10,..,9,0,12,0,12,..,8,3,14,0,16,..,37,0,38,0,38,..,13,0,13,0,13,..,63,0,63,3,68,..,10,0,10,0,10,..,118,0,123,3,122,..,64,14,77,0,77,..,3,0,3,0,3,..,50,11,61,0,61,..,3,0,4,0,4,..,13,12,24,0,26,..,182,30,214,5,218,..,1086,138,1223,22,1238,..,91,3,92,2381,2478,31456,1170,143,1313,2401,35174,62212,..,..,..,..,62212,..,80,0,81,4,85,..,38,0,36,8,46,..,24,4,26,0,26,..,50,16,62,0,63,..,86,27,116,3,119,..,5,3,13,0,8,..,142,49,188,5,192,..,84,7,96,0,98,..,77,3,80,0,80,..,110,10,122,0,122,..,146,3,153,3,153
LGA16490,0,25,..,341,77,418,3,419,..,18,0,18,0,18,..,16,0,15,0,19,..,55,7,56,0,59,..,31,3,31,0,36,..,30,0,30,0,30,..,116,19,131,0,128,..,71,0,75,0,75,..,35,5,44,0,41,..,133,3,140,0,140,..,18,0,25,0,25,..,267,12,276,0,273,..,85,8,94,3,103,..,31,0,31,0,31,..,44,8,55,0,59,..,8,0,10,0,10,..,37,17,58,0,58,..,409,76,486,22,507,..,2977,433,3409,52,3459,..,51,6,62,1893,1958,22479,3025,445,3468,1947,27899,45218,..,..,..,..,45218,..,44,3,52,0,52,..,103,20,127,0,124,..,15,0,15,0,18,..,82,27,110,3,117,..,206,50,254,3,257,..,7,3,12,0,12,..,294,82,379,6,386,..,217,26,239,3,240,..,60,0,63,0,63,..,128,4,132,0,131,..,166,3,167,4,169
LGA16550,0,319,..,28,0,29,0,29,..,84,13,95,4,101,..,178,12,194,3,194,..,294,35,325,3,331,..,858,174,1031,6,1038,..,23,0,21,0,21,..,158,27,183,0,182,..,171,7,172,3,176,..,1064,116,1176,3,1187,..,288,9,295,4,300,..,249,10,259,0,259,..,1771,136,1909,11,1915,..,1058,147,1199,11,1212,..,73,0,73,0,72,..,332,66,402,3,407,..,107,13,112,0,117,..,318,56,375,0,375,..,2315,282,2600,38,2639,..,20326,3182,23511,190,23700,..,163,19,179,4823,5004,42778,20494,3199,23690,5015,71482,83952,..,..,..,..,83952,..,126,0,125,0,125,..,1043,164,1212,14,1220,..,39,0,37,3,40,..,3429,725,4153,10,4166,..,8423,1678,10103,51,10155,..,713,246,959,3,960,..,12568,2648,15218,60,15281,..,253,26,283,0,283,..,230,13,245,7,252,..,1808,89,1904,12,1911,..,863,26,893,15,905
LGA16610,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,16,0,16,0,16,..,0,0,0,0,0,..,35,3,36,0,36,..,3,0,3,0,3,..,56,3,62,0,62,..,10,0,10,0,10,..,0,0,0,0,0,..,10,3,10,0,10,..,0,0,0,0,0,..,0,0,0,0,3,..,31,6,34,3,38,..,196,21,217,7,225,..,28,4,29,860,890,10376,219,28,250,868,11489,20630,..,..,..,..,20630,..,5,0,5,0,5,..,3,0,3,0,3,..,21,0,21,0,26,..,3,7,11,0,12,..,15,10,25,0,31,..,0,0,0,0,0,..,18,15,38,3,42,..,0,0,0,0,0,..,22,0,24,0,24,..,3,0,3,0,3,..,21,0,21,0,28
LGA16650,3,189,..,1782,544,2332,32,2360,..,124,12,140,0,136,..,85,19,104,0,104,..,117,12,130,0,130,..,328,58,378,0,380,..,65,0,65,0,65,..,327,53,382,11,386,..,291,6,293,0,295,..,513,53,562,8,569,..,675,15,691,3,692,..,67,3,65,0,68,..,1542,70,1616,12,1625,..,1061,196,1261,18,1279,..,56,3,61,0,62,..,385,126,507,3,519,..,194,36,231,0,232,..,493,144,641,5,648,..,1917,491,2410,50,2456,..,25591,5677,31268,302,31574,..,143,33,176,3159,3337,20419,25729,5714,31449,3461,55325,41160,..,..,..,..,41160,..,29,0,29,0,30,..,7430,865,8295,80,8371,..,8,0,8,0,8,..,3238,1350,4590,32,4616,..,5793,1929,7719,38,7763,..,359,142,499,3,496,..,9388,3419,12806,75,12882,..,445,52,496,6,499,..,47,0,47,0,46,..,253,12,261,7,265,..,178,14,190,3,195
LGA16700,24,2803,..,72,14,87,3,90,..,49,5,55,0,55,..,444,101,537,4,548,..,148,16,163,0,163,..,218,33,254,0,260,..,9,0,9,0,9,..,145,21,162,0,168,..,390,5,396,7,401,..,570,48,621,6,622,..,540,10,545,3,547,..,88,3,93,0,93,..,1583,67,1650,12,1668,..,555,63,617,9,623,..,403,19,423,4,428,..,255,77,335,0,335,..,88,13,104,0,104,..,382,55,430,6,433,..,2249,407,2657,51,2709,..,23607,5625,29233,224,29455,..,111,23,133,2396,2528,27807,23717,5643,29368,2618,59791,55443,..,..,..,..,55443,..,100,6,100,0,105,..,1744,232,1976,15,1995,..,3,0,7,0,7,..,6334,1789,8121,37,8160,..,11185,3468,14654,80,14731,..,570,176,741,5,749,..,18091,5424,23520,126,23644,..,354,56,412,3,413,..,92,4,94,0,94,..,365,20,382,5,386,..,341,10,358,0,357
LGA16900,0,23,..,589,141,723,11,734,..,131,7,137,3,142,..,19,0,19,0,19,..,56,10,63,0,63,..,18,0,21,0,21,..,7,0,7,0,7,..,117,32,148,0,148,..,48,0,48,0,49,..,11,0,11,0,11,..,80,6,86,3,93,..,29,0,29,0,29,..,167,6,176,7,179,..,307,98,401,0,407,..,0,0,0,0,0,..,69,17,80,0,80,..,124,31,154,0,154,..,63,19,86,0,86,..,359,82,438,13,457,..,3103,596,3700,56,3754,..,88,15,100,1607,1705,29553,3196,609,3806,1657,35015,57950,..,..,..,..,57950,..,56,0,58,0,58,..,170,24,193,3,199,..,4,0,4,0,4,..,70,23,97,0,95,..,131,38,173,3,171,..,9,4,19,0,19,..,220,68,283,3,292,..,189,22,214,3,216,..,78,0,83,0,83,..,57,4,61,0,61,..,297,16,312,4,316
LGA16950,0,18,..,12,5,21,0,21,..,48,0,49,0,53,..,3,0,3,0,3,..,42,4,49,0,48,..,29,6,36,0,37,..,7,0,7,0,7,..,25,7,25,0,25,..,52,0,52,0,52,..,40,0,40,0,40,..,121,4,126,0,124,..,13,0,13,0,13,..,219,8,223,0,225,..,107,12,117,0,117,..,5,0,10,0,10,..,64,22,87,0,89,..,0,0,0,0,0,..,25,12,37,0,39,..,298,50,347,5,352,..,1858,269,2128,29,2155,..,150,3,149,3254,3407,44802,2013,272,2283,3278,50364,88148,..,..,..,..,88148,..,39,0,39,0,42,..,71,14,83,0,85,..,37,0,42,3,46,..,92,53,140,0,140,..,133,51,181,0,186,..,12,0,15,0,15,..,233,105,343,0,342,..,152,23,174,3,175,..,117,5,114,0,114,..,104,8,108,3,112,..,263,9,278,0,278
LGA17000,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,10,0,10,..,0,0,0,0,0,..,3,0,3,0,3,..,22,0,23,0,23,..,3,0,3,0,3,..,30,3,33,0,33,..,4,0,4,0,4,..,66,5,67,0,67,..,13,0,20,0,20,..,0,0,0,0,0,..,11,6,13,0,13,..,4,0,4,0,4,..,6,7,15,0,15,..,38,11,51,3,53,..,316,52,362,8,367,..,15,0,22,795,812,10106,334,52,385,799,11288,20595,..,..,..,..,20595,..,75,0,75,0,75,..,14,3,21,0,21,..,17,0,18,3,14,..,25,11,33,0,33,..,38,14,48,0,54,..,0,0,0,0,0,..,64,27,84,0,87,..,0,0,0,0,0,..,16,0,16,0,16,..,14,0,11,0,11,..,32,0,37,0,37
LGA17040,0,11,..,3,0,5,0,5,..,3,0,3,0,3,..,0,0,0,0,0,..,10,0,17,0,17,..,12,0,13,0,13,..,0,0,0,0,0,..,5,3,10,0,10,..,0,0,0,0,0,..,11,0,15,0,15,..,9,0,9,0,9,..,0,0,0,0,0,..,24,0,24,0,24,..,12,0,12,0,12,..,0,0,0,0,0,..,18,6,26,0,26,..,10,0,9,0,9,..,5,3,10,0,10,..,83,12,90,0,95,..,489,64,557,9,563,..,23,3,30,781,806,8388,511,64,584,793,9756,17287,..,..,..,..,17287,..,12,0,17,0,17,..,38,0,38,0,38,..,0,0,0,0,0,..,21,8,34,0,33,..,44,36,75,3,81,..,5,0,9,0,9,..,73,46,118,4,124,..,11,0,9,0,14,..,44,0,40,0,40,..,41,0,41,0,47,..,183,4,184,4,192
LGA17080,0,3,..,0,0,0,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,3,0,3,..,15,0,16,0,16,..,0,0,0,0,0,..,9,0,9,0,9,..,3,0,3,0,3,..,21,0,24,0,24,..,8,0,6,0,6,..,4,0,4,0,4,..,8,0,8,0,8,..,0,0,0,0,0,..,3,0,3,0,3,..,50,9,52,4,55,..,206,44,246,4,253,..,15,0,15,626,642,6227,223,44,261,631,7119,12480,..,..,..,..,12480,..,62,0,62,0,62,..,6,0,6,0,6,..,3,0,3,0,3,..,6,8,14,0,14,..,21,36,55,0,55,..,0,0,3,0,3,..,29,41,71,0,71,..,12,0,12,0,12,..,16,0,18,0,18,..,7,0,7,0,7,..,27,0,27,0,27
LGA17100,19,1842,..,11,3,11,0,11,..,11,0,7,0,7,..,23,3,29,0,29,..,45,4,46,0,46,..,76,14,91,0,91,..,20,0,21,0,21,..,26,6,30,0,30,..,100,4,101,0,101,..,111,4,118,3,123,..,155,9,160,5,170,..,23,4,23,0,23,..,391,23,408,8,421,..,137,18,160,3,161,..,907,148,1055,4,1061,..,104,31,141,0,141,..,37,11,48,0,56,..,383,98,480,0,480,..,945,148,1093,30,1118,..,10169,2764,12932,114,13048,..,29,20,46,1160,1207,5627,10203,2778,12977,1270,19874,11783,..,..,..,..,11783,..,4,0,4,0,4,..,1825,195,2019,10,2022,..,3,0,3,0,3,..,2072,709,2780,17,2803,..,2783,1225,4009,27,4033,..,150,76,225,0,225,..,5007,2015,7021,47,7064,..,140,13,148,0,148,..,14,0,16,0,16,..,68,0,69,0,71,..,29,0,36,0,37
LGA17150,0,127,..,505,50,551,6,565,..,101,4,107,0,106,..,56,4,62,0,62,..,241,20,256,5,262,..,447,99,546,3,544,..,30,0,30,0,34,..,151,13,164,0,164,..,187,3,195,3,198,..,229,22,247,3,246,..,296,9,302,3,307,..,43,3,47,0,48,..,759,34,792,5,797,..,785,72,857,13,868,..,37,0,37,0,37,..,231,43,279,3,281,..,64,10,77,0,77,..,216,40,252,3,257,..,1401,212,1620,55,1673,..,13084,1908,14996,176,15175,..,239,17,261,4028,4287,92291,13319,1931,15256,4205,111750,181626,..,..,..,..,181626,..,239,4,244,0,245,..,1874,135,2007,16,2023,..,12,0,13,0,13,..,1669,475,2149,17,2160,..,2221,826,3048,22,3070,..,141,38,179,3,182,..,4039,1336,5376,36,5408,..,546,47,596,9,604,..,315,10,323,0,327,..,556,17,578,0,575,..,765,24,790,11,803
LGA17200,15,1734,..,94,10,107,0,103,..,33,8,40,0,40,..,265,19,283,3,282,..,267,23,289,0,297,..,822,273,1099,5,1108,..,37,0,37,0,37,..,207,22,229,0,233,..,232,8,241,3,242,..,1953,204,2155,16,2177,..,352,4,355,3,356,..,145,8,156,0,153,..,2679,226,2906,22,2927,..,1524,165,1686,18,1698,..,112,6,116,0,116,..,2682,1264,3945,42,3988,..,172,45,214,6,219,..,919,333,1246,9,1252,..,2561,354,2916,52,2967,..,32344,7189,39526,284,39813,..,227,37,263,11212,11472,49236,32568,7220,39791,11497,100530,107287,..,..,..,..,107287,..,141,0,142,0,142,..,1241,168,1404,7,1412,..,44,3,45,0,47,..,4629,1419,6044,30,6072,..,16644,3887,20536,107,20635,..,1215,449,1663,3,1669,..,22486,5757,28243,137,28385,..,246,17,259,3,257,..,441,8,448,0,447,..,2391,114,2506,26,2527,..,1209,28,1232,12,1246
LGA17310,0,42,..,0,0,0,0,0,..,5,0,5,0,4,..,3,0,3,0,3,..,4,0,4,0,4,..,16,3,19,0,19,..,0,0,0,0,0,..,0,0,0,0,0,..,54,0,57,0,57,..,4,0,4,0,4,..,109,9,120,0,117,..,3,0,3,0,3,..,179,8,190,0,189,..,13,4,18,0,15,..,12,0,9,0,9,..,21,8,27,0,27,..,0,0,0,0,0,..,16,10,31,0,35,..,134,30,166,8,174,..,857,173,1029,24,1053,..,76,3,78,2142,2219,27309,935,181,1109,2167,30581,52935,..,..,..,..,52935,..,78,0,78,0,78,..,49,3,50,0,50,..,24,5,30,0,30,..,61,29,90,0,95,..,154,108,258,7,268,..,6,5,5,0,5,..,221,139,359,8,369,..,3,0,4,0,4,..,35,0,35,0,38,..,46,0,48,0,48,..,67,0,67,0,70
LGA17350,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,13,0,13,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,3,11,0,11,..,9,0,9,0,9,..,44,11,55,5,58,..,5,0,5,152,155,2860,54,11,59,153,3073,5648,..,..,..,..,5648,..,5,0,5,0,5,..,10,0,10,0,9,..,6,0,6,0,6,..,8,3,8,0,8,..,0,0,0,0,4,..,0,0,0,0,0,..,11,3,10,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7
LGA17400,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,3,0,3,0,3,..,0,0,3,0,6,..,0,0,3,0,3,..,8,3,11,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,15,0,15,0,15,..,77,9,83,3,84,..,7,0,7,364,374,2915,83,9,94,368,3375,5730,..,..,..,..,5730,..,6,0,6,0,6,..,0,0,0,0,0,..,12,0,11,0,11,..,0,4,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,3,3,5,0,5,..,0,0,0,0,0,..,7,0,7,0,7,..,3,0,3,0,3,..,13,0,13,0,13
LGA17420,13,1602,..,26,7,34,0,34,..,213,10,229,0,228,..,925,119,1038,9,1050,..,250,10,268,3,268,..,224,28,249,0,249,..,8,0,8,0,8,..,135,13,155,0,155,..,407,8,410,3,418,..,421,32,457,3,462,..,634,12,642,3,644,..,57,0,57,0,57,..,1514,55,1573,4,1577,..,681,60,736,3,743,..,876,35,910,5,912,..,155,41,199,0,199,..,179,18,193,0,193,..,222,50,278,3,278,..,1758,257,2013,37,2050,..,22187,3792,25973,193,26166,..,185,18,203,2123,2327,51301,22368,3813,26178,2315,79791,102587,..,..,..,..,102587,..,623,14,634,4,643,..,2528,164,2688,15,2703,..,0,0,0,0,0,..,4422,918,5345,16,5358,..,7260,2669,9927,74,10002,..,370,87,458,0,458,..,12052,3675,15728,93,15820,..,582,55,638,7,642,..,192,7,197,0,197,..,343,14,357,0,361,..,507,7,512,3,512
LGA17550,0,21,..,4,0,4,0,4,..,11,0,11,0,11,..,0,0,0,0,0,..,31,0,34,0,34,..,23,0,23,3,22,..,9,0,9,0,9,..,10,0,12,0,12,..,77,3,83,0,85,..,29,0,28,0,27,..,133,3,137,0,137,..,15,0,15,0,15,..,254,7,261,3,268,..,106,5,114,0,115,..,3,0,3,0,3,..,88,10,97,3,103,..,11,0,13,0,13,..,22,4,27,0,25,..,366,44,409,8,422,..,1893,221,2113,31,2145,..,151,8,163,3129,3295,41831,2044,231,2272,3164,47261,81054,..,..,..,..,81054,..,39,0,39,5,38,..,34,10,39,0,40,..,39,4,42,0,42,..,73,39,108,8,119,..,164,62,220,5,224,..,19,0,18,0,18,..,253,100,349,9,365,..,22,3,22,0,22,..,92,0,88,0,89,..,208,12,218,0,216,..,302,10,309,5,319
LGA17620,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,19,0,19,0,18,..,3,0,3,0,3,..,17,0,17,0,13,..,0,0,0,0,0,..,34,0,34,4,34,..,0,0,0,0,0,..,3,0,7,0,7,..,3,0,5,0,5,..,0,0,0,0,0,..,12,7,16,0,16,..,34,7,41,3,50,..,167,37,202,3,210,..,16,0,17,619,634,6298,181,36,218,627,7140,12444,..,..,..,..,12444,..,9,0,9,0,9,..,12,0,12,0,12,..,0,0,0,0,0,..,20,4,27,0,27,..,21,22,45,0,45,..,0,0,0,0,0,..,46,29,72,0,72,..,0,0,0,0,0,..,4,0,4,0,4,..,12,0,12,0,12,..,16,3,16,0,16
LGA17640,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,14,0,11,..,58,3,63,4,63,..,9,0,9,279,292,3430,67,3,73,281,3785,6958,..,..,..,..,6958,..,0,0,0,0,0,..,3,0,4,0,4,..,0,0,0,0,0,..,5,0,5,0,5,..,9,0,10,0,10,..,0,0,0,0,0,..,11,3,17,0,17,..,0,0,0,4,4,..,8,0,8,0,8,..,3,0,3,0,3,..,14,0,14,0,14
