LGA_CODE_2016,M_Afghanistan_0_4,M_Afghanistan_5_14,M_Afghanistan_15_24,M_Afghanistan_25_44,M_Afghanistan_45_54,M_Afghanistan_55_64,M_Afghanistan_65_74,M_Afghanistan_75_84,M_Afghanistan_85ov,M_Afghanistan_Tot,M_Australia_0_4,M_Australia_5_14,M_Australia_15_24,M_Australia_25_44,M_Australia_45_54,M_Australia_55_64,M_Australia_65_74,M_Australia_75_84,M_Australia_85ov,M_Australia_Tot,M_Bangladesh_0_4,M_Bangladesh_5_14,M_Bangladesh_15_24,M_Bangladesh_25_44,M_Bangladesh_45_54,M_Bangladesh_55_64,M_Bangladesh_65_74,M_Bangladesh_75_84,M_Bangladesh_85ov,M_Bangladesh_Tot,M_Bosnia_Herzegov_0_4,M_Bosnia_Herzegov_5_14,M_Bosnia_Herzegov_15_24,M_Bosnia_Herzegov_25_44,M_Bosnia_Herzegov_45_54,M_Bosnia_Herzegov_55_64,M_Bosnia_Herzegov_65_74,M_Bosnia_Herzegov_75_84,M_Bosnia_Herzegov_85ov,M_Bosnia_Herzegov_Tot,M_Cambodia_0_4,M_Cambodia_5_14,M_Cambodia_15_24,M_Cambodia_25_44,M_Cambodia_45_54,M_Cambodia_55_64,M_Cambodia_65_74,M_Cambodia_75_84,M_Cambodia_85ov,M_Cambodia_Tot,M_Canada_0_4,M_Canada_5_14,M_Canada_15_24,M_Canada_25_44,M_Canada_45_54,M_Canada_55_64,M_Canada_65_74,M_Canada_75_84,M_Canada_85ov,M_Canada_Tot,M_Chile_0_4,M_Chile_5_14,M_Chile_15_24,M_Chile_25_44,M_Chile_45_54,M_Chile_55_64,M_Chile_65_74,M_Chile_75_84,M_Chile_85ov,M_Chile_Tot,M_China_0_4,M_China_5_14,M_China_15_24,M_China_25_44,M_China_45_54,M_China_55_64,M_China_65_74,M_China_75_84,M_China_85ov,M_China_Tot,M_Croatia_0_4,M_Croatia_5_14,M_Croatia_15_24,M_Croatia_25_44,M_Croatia_45_54,M_Croatia_55_64,M_Croatia_65_74,M_Croatia_75_84,M_Croatia_85ov,M_Croatia_Tot,M_Egypt_0_4,M_Egypt_5_14,M_Egypt_15_24,M_Egypt_25_44,M_Egypt_45_54,M_Egypt_55_64,M_Egypt_65_74,M_Egypt_75_84,M_Egypt_85ov,M_Egypt_Tot,M_England_0_4,M_England_5_14,M_England_15_24,M_England_25_44,M_England_45_54,M_England_55_64,M_England_65_74,M_England_75_84,M_England_85ov,M_England_Tot,M_Fiji_0_4,M_Fiji_5_14,M_Fiji_15_24,M_Fiji_25_44,M_Fiji_45_54,M_Fiji_55_64,M_Fiji_65_74,M_Fiji_75_84,M_Fiji_85ov,M_Fiji_Tot,M_France_0_4,M_France_5_14,M_France_15_24,M_France_25_44,M_France_45_54,M_France_55_64,M_France_65_74,M_France_75_84,M_France_85ov,M_France_Tot,M_Germany_0_4,M_Germany_5_14,M_Germany_15_24,M_Germany_25_44,M_Germany_45_54,M_Germany_55_64,M_Germany_65_74,M_Germany_75_84,M_Germany_85ov,M_Germany_Tot,M_Greece_0_4,M_Greece_5_14,M_Greece_15_24,M_Greece_25_44,M_Greece_45_54,M_Greece_55_64,M_Greece_65_74,M_Greece_75_84,M_Greece_85ov,M_Greece_Tot,M_Hong_Kong_0_4,M_Hong_Kong_5_14,M_Hong_Kong_15_24,M_Hong_Kong_25_44,M_Hong_Kong_45_54,M_Hong_Kong_55_64,M_Hong_Kong_65_74,M_Hong_Kong_75_84,M_Hong_Kong_85ov,M_Hong_Kong_Tot,M_India_0_4,M_India_5_14,M_India_15_24,M_India_25_44,M_India_45_54,M_India_55_64,M_India_65_74,M_India_75_84,M_India_85ov,M_India_Tot,M_Indonesia_0_4,M_Indonesia_5_14,M_Indonesia_15_24,M_Indonesia_25_44,M_Indonesia_45_54,M_Indonesia_55_64,M_Indonesia_65_74,M_Indonesia_75_84,M_Indonesia_85ov,M_Indonesia_Tot,M_Iran_0_4,M_Iran_5_14,M_Iran_15_24,M_Iran_25_44,M_Iran_45_54,M_Iran_55_64,M_Iran_65_74,M_Iran_75_84,M_Iran_85ov,M_Iran_Tot,M_Iraq_0_4,M_Iraq_5_14,M_Iraq_15_24,M_Iraq_25_44,M_Iraq_45_54,M_Iraq_55_64,M_Iraq_65_74,M_Iraq_75_84,M_Iraq_85ov,M_Iraq_Tot
LGA10850,0,0,0,0,0,0,0,0,0,0,227,508,353,632,428,425,293,154,57,3078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,8,14,24,9,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,7,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA10900,0,0,0,0,3,0,0,0,0,4,2064,4708,3930,6521,3791,3926,2715,1090,326,29075,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,10,0,0,5,8,0,0,3,0,0,20,0,6,3,28,22,19,8,3,0,96,0,0,3,15,12,3,11,7,0,47,0,3,4,16,14,12,12,13,0,85,0,0,0,3,4,6,8,7,3,33,0,0,0,0,0,5,11,10,3,27,3,38,47,256,425,508,580,243,79,2178,0,0,0,0,6,5,5,0,0,29,0,0,0,16,11,11,3,0,0,47,0,9,0,18,46,47,85,44,13,261,0,0,0,0,3,5,15,7,3,41,0,5,9,9,10,11,3,0,0,47,3,0,21,44,19,14,17,14,0,142,0,0,18,13,5,6,7,4,4,47,0,0,0,10,4,0,0,0,0,19,0,0,0,4,0,3,0,0,0,9
LGA10950,0,0,0,0,0,0,0,0,0,0,76,160,136,245,169,117,112,73,18,1116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,11,0,3,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11100,0,0,0,5,3,0,0,0,0,11,1320,2168,1844,3224,1315,845,437,259,83,11503,9,36,48,373,97,80,12,0,0,656,0,0,0,10,5,5,4,3,0,33,0,0,7,13,3,8,0,0,0,22,0,0,3,21,4,5,0,0,0,36,0,3,3,33,33,19,40,19,3,156,6,14,516,453,87,75,35,31,9,1225,0,0,0,3,16,5,17,37,4,75,0,0,3,10,5,28,57,45,20,168,3,15,36,209,151,83,57,31,11,593,0,3,6,40,27,18,12,3,0,111,0,3,4,27,6,5,0,0,0,53,0,3,0,17,12,11,21,7,0,69,0,5,8,37,27,38,73,129,34,358,0,3,35,73,25,34,15,5,3,188,15,18,29,272,33,25,25,9,3,420,7,20,161,453,87,68,40,9,0,848,0,4,5,47,8,10,3,0,0,77,3,9,11,80,49,29,11,3,3,200
LGA11150,0,0,0,0,0,0,0,0,0,0,84,164,109,224,145,127,85,31,12,975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11200,0,0,0,0,0,0,0,0,0,0,62,124,98,166,125,95,49,23,7,743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11250,0,0,0,0,0,0,0,0,0,0,473,913,914,1669,993,1147,812,412,154,7470,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,22,23,19,10,3,82,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,3,0,16,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,16,5,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11300,0,0,0,0,0,0,0,0,0,0,721,1270,1304,1718,731,545,285,152,83,6804,0,3,12,49,3,0,0,0,0,61,0,0,0,3,3,0,3,0,0,10,0,0,0,13,7,3,3,0,0,27,0,0,3,10,6,0,0,0,0,21,0,0,0,6,3,7,8,0,0,24,24,59,866,1242,439,351,147,105,47,3278,0,0,0,0,3,11,14,46,6,81,0,0,0,13,3,14,11,6,0,50,0,11,11,64,46,43,32,13,11,232,0,3,4,22,14,12,5,3,4,66,0,0,5,11,4,6,3,3,0,28,0,3,3,9,9,3,14,10,5,50,0,0,3,0,17,15,49,62,27,172,7,6,60,142,46,54,24,10,0,359,34,48,124,572,57,34,31,13,4,907,0,3,30,60,8,5,10,12,0,132,0,0,0,27,4,3,0,0,0,33,0,0,0,4,5,4,0,0,0,15
LGA11350,0,0,0,0,0,0,0,0,0,0,672,1561,1115,2298,1449,1714,1052,365,157,10379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,27,11,13,8,3,0,73,0,0,0,5,4,7,0,0,0,14,0,0,0,4,0,0,0,4,0,11,0,0,0,0,0,3,4,0,0,7,0,0,0,0,0,3,4,0,0,9,6,28,29,142,175,196,173,48,11,810,0,0,0,3,0,7,0,0,0,8,0,0,3,30,7,6,7,0,0,64,0,6,0,28,27,37,29,14,3,147,0,0,0,0,3,3,5,0,5,23,0,0,0,3,0,3,0,0,0,10,0,0,3,15,3,9,4,3,0,38,0,0,0,3,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA11400,0,0,0,0,0,0,0,0,0,0,401,974,677,1159,773,758,646,306,88,5785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,7,15,36,36,27,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,8,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11450,0,0,9,24,13,7,0,0,0,44,3161,5746,4529,8743,3208,2240,1337,554,189,29707,0,0,7,25,3,7,0,0,0,35,0,0,0,20,9,5,3,0,0,45,0,0,3,19,9,0,0,0,0,35,5,3,3,14,9,7,5,0,0,36,0,0,3,43,40,20,10,8,0,124,0,6,18,94,46,24,18,0,0,210,0,3,0,20,18,18,24,18,3,102,0,4,8,24,11,16,14,3,0,83,6,42,51,217,294,254,242,109,37,1239,0,3,17,135,63,24,12,0,3,257,0,0,3,13,4,3,3,0,0,24,0,3,9,9,8,19,42,7,6,109,0,4,3,3,10,7,11,4,0,46,0,0,6,9,3,10,0,0,0,33,3,19,20,203,43,35,16,13,0,362,0,0,3,15,5,5,4,0,0,37,0,0,3,27,5,5,0,0,0,39,0,4,11,81,22,20,5,3,0,146
LGA11500,0,3,15,69,20,14,7,3,0,137,5447,9576,8498,11842,4447,4534,2736,847,228,48150,13,87,143,960,314,186,15,3,0,1735,0,0,3,45,26,21,8,6,0,104,0,3,11,75,32,29,14,8,3,177,3,14,6,19,12,11,0,0,3,71,0,3,6,101,89,86,97,25,0,417,5,20,56,220,124,129,64,39,15,678,0,0,0,23,24,44,56,40,8,191,7,41,20,128,63,73,70,19,4,424,9,53,24,234,367,515,476,233,54,1960,3,32,71,507,300,205,95,22,3,1242,0,0,3,14,13,3,10,4,0,41,0,3,9,20,32,32,82,37,5,225,0,7,3,14,21,46,55,17,3,162,0,3,8,49,16,28,18,8,3,132,32,176,229,1200,400,202,103,26,4,2382,0,13,29,122,34,32,25,3,3,267,0,11,29,43,16,10,8,4,0,116,0,20,57,138,92,35,13,11,0,359
LGA11520,0,0,0,6,0,0,0,0,0,6,2501,3803,3046,6309,2855,2149,1407,550,235,22856,0,0,14,22,5,0,0,0,0,43,0,0,0,14,7,0,3,3,0,34,0,0,0,21,4,3,3,0,0,31,0,0,3,43,7,5,8,0,0,72,0,5,0,22,18,7,9,0,0,62,28,56,870,1889,315,340,156,86,38,3774,0,0,0,8,9,9,19,17,3,66,0,5,4,37,13,30,43,18,10,161,18,61,50,394,249,176,154,51,21,1175,0,3,6,30,19,8,8,6,3,82,0,3,4,46,14,3,4,0,0,74,0,0,3,34,17,12,32,16,0,115,0,4,5,13,27,57,75,105,43,329,10,16,62,253,59,98,51,15,4,563,20,31,92,844,75,51,32,21,8,1172,0,3,24,90,22,8,13,0,3,165,5,3,3,125,11,13,11,0,0,175,0,0,0,19,10,0,3,0,0,29
