SA3_CODE_2016,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
20301,1998,3944,56,295,279,1300,59,278,1442,5826,1844,7705,149,633,184,608,434,1359,764,2605,2608,10305,7,41,43,155,13,52,220,594,287,850,19,60,63,131,205,437,287,627,578,1471,42,96,5219,15820
20302,18264,36228,272,1520,1942,8953,407,1859,11185,43343,13803,55677,1131,4687,1847,6274,3699,11575,6685,22535,20489,78215,120,527,646,2306,283,986,3259,8681,4306,12498,402,1298,981,2152,3091,6642,4473,10088,8780,22587,764,1590,48298,138622
20303,8392,16478,112,579,827,3763,147,671,4784,18879,5867,23887,391,1567,741,2477,1267,3878,2405,7922,8267,31810,30,129,192,652,57,198,934,2498,1206,3477,118,356,293,640,799,1620,1203,2615,2409,6089,161,344,19236,54723
20401,6386,12575,80,408,519,2440,151,654,2767,10977,3510,14478,205,858,406,1330,1039,3191,1657,5381,5172,19860,27,118,148,513,77,278,801,2166,1053,3069,81,254,219,463,747,1575,1048,2292,2104,5364,157,320,13813,38122
20402,5681,11174,87,458,467,2121,115,518,2407,9533,3072,12623,205,810,352,1132,830,2557,1381,4501,4455,17123,23,113,153,541,54,194,818,2186,1051,3029,64,199,182,380,612,1279,859,1852,1909,4883,166,329,12208,33512
20403,8017,15765,121,650,773,3556,168,762,4083,16075,5140,21043,316,1270,626,1982,1149,3543,2093,6805,7233,27847,29,133,233,833,98,355,1311,3538,1673,4855,100,307,307,649,835,1735,1238,2695,2908,7552,195,413,18362,51576
20501,5598,11101,105,578,554,2628,147,684,2778,11230,3588,15119,267,1139,464,1533,976,3105,1712,5776,5298,20898,40,193,128,450,59,213,775,2137,1006,2991,94,306,217,475,624,1311,934,2092,1939,5087,137,279,12970,37361
20502,6159,12107,53,308,377,1751,100,448,2122,8378,2656,10880,161,636,296,945,758,2309,1213,3887,3871,14772,20,84,152,541,54,181,701,1884,928,2697,57,182,149,324,589,1225,801,1735,1724,4430,128,272,11881,31583
20503,7852,15464,85,454,622,2859,151,665,3168,12693,4021,16667,239,975,476,1514,980,3001,1691,5495,5711,22160,29,113,174,594,84,288,986,2665,1268,3662,75,219,260,563,803,1668,1138,2445,2410,6111,162,325,16135,44059
20504,7628,15082,112,598,677,3124,170,745,3775,14862,4730,19332,350,1403,617,2009,1504,4671,2468,8079,7200,27411,51,239,273,1002,139,495,1640,4454,2112,6194,143,450,339,728,1148,2380,1629,3554,3740,9746,237,497,18801,52740
20505,4965,9752,84,441,453,2088,124,535,2322,9171,2976,12239,181,740,353,1120,783,2403,1313,4263,4292,16501,21,92,132,451,45,172,642,1797,838,2516,53,157,182,385,497,1036,727,1582,1570,4100,134,275,10962,30623
20601,8823,17430,76,425,634,2858,116,519,5195,19131,6021,22933,430,1803,706,2448,1378,4485,2504,8734,8524,31668,20,94,133,452,26,76,763,1850,935,2480,98,308,299,670,1264,2742,1667,3718,2602,6199,659,1392,20614,56687
20602,4883,9638,36,191,491,2194,53,224,3550,13320,4129,15923,257,1079,544,1930,769,2421,1569,5433,5699,21354,8,40,91,285,20,60,533,1293,651,1680,65,189,222,494,686,1487,973,2171,1618,3851,319,660,12523,35510
20603,6009,11879,63,343,800,3615,69,310,4230,16011,5162,20282,453,1916,881,3173,1178,3755,2514,8840,7676,29127,21,88,130,478,35,126,761,1962,943,2662,104,328,328,729,908,1957,1334,3016,2279,5677,508,1054,16474,47735
20604,14515,28494,20,115,327,1566,38,174,3929,13494,4314,15351,165,663,516,1659,609,1832,1291,4149,5607,19499,14,70,142,508,37,122,819,2017,1012,2712,104,321,567,1221,770,1612,1434,3161,2448,5872,2040,4267,24614,58132
20605,12634,24613,24,161,480,2133,50,217,5106,18326,5665,20838,234,933,693,2289,778,2356,1709,5583,7379,26417,3,22,133,425,21,71,1032,2363,1194,2889,81,252,461,967,933,1883,1477,3098,2671,5984,673,1394,23349,58410
20606,8143,15912,23,111,359,1588,34,147,2397,8600,2811,10437,210,823,562,1884,553,1689,1324,4393,4135,14829,4,24,87,301,23,58,488,1200,606,1575,62,182,288,647,581,1195,930,2020,1532,3600,518,1075,14326,35411
20607,10424,20357,17,102,419,1892,60,251,3961,14396,4457,16636,223,878,575,1927,763,2386,1555,5195,6011,21832,19,99,158,558,38,130,902,2357,1118,3140,106,312,420,929,986,2100,1516,3342,2627,6478,657,1382,19724,50048
20701,14723,29065,178,943,2675,11995,168,709,11025,42595,14036,56246,1485,6157,3462,12303,3127,9648,8081,28105,22119,84350,31,132,446,1471,55,186,1444,3626,1980,5416,296,922,1008,2330,1802,3762,3111,7016,5083,12437,949,2000,42882,127847
20702,9337,18635,90,476,1141,5118,148,638,5807,22085,7192,28313,931,3886,1650,5836,2852,9061,5427,18786,12624,47104,26,118,211,715,37,135,881,2240,1162,3210,183,566,531,1245,1495,3227,2206,5045,3368,8254,415,896,25747,74889
20703,8824,17638,87,457,1282,5721,127,556,6792,25731,8279,32468,739,3073,1644,5791,2045,6457,4433,15327,12715,47795,25,118,259,822,45,152,966,2399,1285,3491,217,658,693,1597,1553,3290,2454,5545,3744,9027,582,1253,25864,75716
20801,9061,17789,113,562,1519,6776,125,510,7069,27325,8825,35178,893,3637,1867,6520,1879,5857,4639,16013,13462,51187,13,62,251,796,38,132,940,2327,1242,3318,164,502,531,1216,1214,2520,1906,4237,3151,7552,294,625,25968,77150
20802,13589,27016,161,940,1855,8475,169,715,11046,42176,13234,52316,1020,4223,2188,7682,2681,8414,5890,20317,19126,72636,26,127,319,1021,63,205,1451,3582,1854,4933,248,750,805,1850,1774,3753,2830,6350,4684,11278,760,1599,38161,112524
20803,11060,21921,148,775,1317,5865,233,992,8555,32504,10252,40137,839,3481,1414,4911,2522,7977,4778,16369,15027,56507,26,127,293,960,96,305,1462,3596,1874,4996,265,821,676,1498,1982,4196,2921,6519,4797,11512,486,1003,31371,90940
20804,3856,7583,35,188,600,2705,45,170,2780,10757,3458,13818,325,1302,687,2481,669,2078,1683,5863,5141,19678,6,28,86,281,10,38,314,775,415,1117,64,201,187,439,465,996,721,1629,1132,2747,255,538,10387,30545
20901,11497,22849,160,897,1389,6352,202,903,8625,33034,10373,41186,984,4078,1640,5854,2937,9324,5556,19257,15931,60444,46,202,308,1033,111,387,1443,3688,1908,5312,270,848,633,1417,2124,4533,3028,6801,4932,12111,610,1287,32968,96686
20902,8382,16821,110,594,860,4000,185,866,5946,22344,7100,27807,535,2268,760,2716,1868,6120,3165,11109,10264,38913,43,192,178,605,103,368,1184,3049,1509,4212,179,584,437,991,1781,3933,2395,5503,3897,9716,685,1443,23224,66895
20903,5663,11217,135,718,1135,5183,216,956,4573,18015,6050,24872,821,3463,1080,3857,2203,7052,4105,14381,10155,39251,22,113,154,508,56,202,612,1592,845,2411,147,442,270,628,801,1761,1223,2829,2066,5239,144,290,18029,55997
20904,16859,33942,508,2855,2701,12747,760,3485,16962,65873,20925,84960,1822,7798,2086,7465,5951,19566,9864,34833,30793,119792,129,596,618,2243,340,1238,3294,9156,4379,13231,514,1689,837,1975,3604,8088,4956,11751,9337,24984,871,1880,57856,180593
21001,5668,11324,97,517,739,3326,133,613,3833,14851,4792,19315,525,2240,771,2748,1815,5872,3110,10864,7908,30181,19,71,167,538,38,127,605,1591,826,2335,144,441,286,661,1195,2627,1618,3732,2445,6066,299,630,16320,48198
21002,3031,5986,73,405,458,2082,94,423,2203,8810,2828,11726,225,949,364,1218,728,2293,1324,4461,4148,16189,14,80,85,283,24,84,270,753,393,1203,57,185,104,227,318,659,477,1068,867,2272,42,88,8094,24531
21003,6617,13324,154,902,759,3707,154,716,5398,20717,6468,26042,461,1981,594,2091,1548,5093,2600,9158,9069,35204,30,147,196,703,76,291,903,2381,1210,3520,148,499,316,737,1412,3097,1872,4339,3085,7861,484,1038,19259,57427
21004,3502,6975,97,548,472,2192,135,604,2635,10245,3339,13595,383,1659,432,1523,1095,3529,1910,6703,5254,20300,18,89,137,468,67,218,654,1731,868,2502,108,325,175,392,702,1550,989,2270,1861,4771,148,312,10761,32355
21005,9971,20241,643,3892,2500,12625,703,3464,11580,46707,15429,66688,1574,7082,1674,6002,4329,14702,7573,27791,23002,94472,170,808,575,2229,295,1134,2358,6886,3395,11058,486,1631,634,1509,2887,6658,4002,9795,7398,20855,644,1394,41017,136958
21101,14129,28263,318,1703,2027,9256,405,1751,10224,39274,12976,51992,1589,6710,2284,8062,4774,15465,8642,30241,21619,82234,67,312,420,1440,177,602,1858,4942,2529,7295,427,1349,796,1839,2638,5810,3853,9002,6381,16298,576,1216,42710,128007
21102,2281,4523,56,283,514,2355,62,268,1612,6474,2245,9383,385,1589,525,1888,847,2754,1750,6236,3997,15617,10,37,47,165,18,57,191,509,267,770,48,144,109,261,293,636,455,1049,721,1817,63,139,7056,22099
21103,10201,20310,198,1102,1370,6380,230,1016,7801,30089,9596,38585,914,3837,1264,4458,2590,8325,4767,16623,14363,55208,39,203,319,1095,107,350,1451,3696,1915,5348,266,852,605,1380,1861,3971,2735,6204,4652,11548,451,951,29663,88019
21104,5874,11741,67,366,790,3570,89,382,4630,17585,5575,21894,481,1981,895,3179,1403,4439,2771,9607,8346,31499,24,104,145,459,40,135,571,1487,777,2185,129,413,330,770,965,2088,1422,3270,2196,5454,257,547,16667,49242
21105,14726,29253,316,1779,1842,8664,489,2207,9672,37992,12319,50642,1315,5532,1568,5412,4193,13479,7080,24427,19396,75067,95,408,444,1541,205,688,2025,5400,2760,8036,357,1138,714,1596,2410,5178,3485,7910,6241,15946,445,936,40816,121200
21201,8173,16344,258,1482,1221,5905,348,1557,7293,28832,9117,37776,727,3104,862,2996,1998,6397,3587,12496,12707,50279,66,322,320,1153,158,560,1651,4571,2187,6609,187,592,381,879,1256,2729,1823,4203,4012,10809,275,578,25163,78004
21202,10314,20733,389,2296,2060,9772,436,2029,9248,36430,12136,50531,1343,5772,1803,6404,3727,12222,6873,24395,19004,74924,107,526,443,1620,180,677,1703,4719,2429,7548,330,1108,547,1283,2084,4595,2959,6986,5391,14532,487,1047,35199,111237
21203,11673,23625,566,3381,2517,12410,718,3391,14676,57663,18474,76841,1353,5877,1729,6082,3699,12239,6775,24199,25253,101041,135,678,551,2107,270,1036,2555,7118,3510,10936,371,1200,626,1472,2277,5175,3273,7852,6784,18790,593,1274,44296,144719
21204,14619,29853,407,2464,2170,10554,506,2403,12127,46788,15214,62210,1455,6308,2027,7219,4859,16009,8343,29530,23552,91743,144,722,589,2246,254,941,2609,7201,3593,11105,456,1548,937,2244,3584,8107,4980,11902,8570,23009,1204,2649,47951,147259
21205,15599,31206,167,904,2213,9770,254,1114,11468,43259,14103,55054,1406,5864,2911,10132,4163,13151,8471,29143,22576,84196,48,207,448,1562,129,418,1585,4100,2205,6291,340,1083,1032,2433,2599,5645,3973,9159,6179,15447,1030,2237,45390,133088
21301,13591,27747,486,2856,2217,10620,634,3009,11342,44277,14685,60770,1624,7161,1975,7080,5511,18286,9113,32531,23797,93300,182,909,814,3184,310,1178,3144,8965,4451,14239,593,2051,936,2258,3848,8852,5381,13155,9831,27398,1163,2601,48380,151044
21302,7786,15497,126,736,900,4176,167,746,6068,23014,7261,28672,609,2539,976,3419,1932,6265,3513,12215,10774,40888,26,103,214,723,67,241,1110,2917,1415,3986,183,583,423,969,1550,3400,2157,4954,3578,8941,456,964,22593,66287
21303,7624,15269,77,446,636,2946,104,475,5588,20631,6402,24502,374,1581,675,2370,1213,3955,2255,7898,8661,32399,32,184,200,724,69,262,1008,2596,1312,3762,149,494,386,918,1235,2742,1767,4153,3072,7911,681,1456,20044,57039
21304,11033,22190,404,2401,2220,10587,601,2850,12386,48900,15610,64735,1182,5080,1469,5194,3414,11276,6065,21550,21678,86288,133,662,557,2150,270,1005,2817,8148,3776,11966,367,1238,588,1376,2213,4990,3168,7605,6948,19567,506,1075,40163,129125
21305,15992,32345,495,2994,2862,13931,686,3227,21193,81060,25240,101217,1446,6226,2119,7338,4188,13687,7754,27248,32996,128461,187,954,732,2862,303,1159,3588,10179,4810,15158,431,1450,857,1966,2831,6432,4123,9846,8933,25001,777,1673,58695,187485
21401,12058,23974,237,1299,1325,6110,425,1957,8445,32390,10430,41756,869,3599,1170,3952,3141,10120,5175,17677,15607,59437,92,401,486,1661,239,821,2583,6782,3393,9664,392,1220,747,1683,2745,5912,3880,8807,7275,18475,604,1278,35552,103159
21402,17941,35471,248,1312,1714,7822,434,1905,8937,35070,11334,46107,963,3875,1474,4925,3296,10368,5733,19171,17072,65274,66,286,440,1483,189,647,2359,6163,3049,8583,282,865,683,1498,2356,4951,3322,7312,6371,15894,397,810,41779,117453
21501,7204,14187,101,543,585,2650,145,624,2976,11905,3800,15722,260,1021,497,1536,998,3053,1756,5609,5554,21336,22,95,164,589,69,243,901,2476,1155,3402,55,170,217,469,734,1548,1007,2189,2160,5597,210,431,15130,41545
21502,5681,11274,111,621,626,2909,174,787,2838,11301,3751,15624,261,1073,456,1461,962,2983,1682,5515,5432,21137,44,217,189,663,80,274,1072,3024,1387,4180,90,277,216,469,767,1640,1076,2390,2461,6573,189,393,13763,39378
21503,4308,8510,73,402,464,2217,86,419,1850,7513,2478,10552,143,592,315,999,662,2060,1117,3650,3593,14204,10,63,102,392,34,119,521,1465,669,2036,44,127,115,247,417,882,577,1258,1244,3292,136,295,9279,26304
21601,4423,8759,82,423,432,2000,117,514,1907,7718,2529,10656,187,768,313,1010,732,2263,1235,4040,3770,14697,22,78,104,390,46,166,597,1641,766,2272,61,179,136,280,503,1084,695,1551,1464,3818,108,216,9757,27490
21602,3579,7101,71,408,288,1358,80,363,1419,5787,1858,7917,127,523,229,708,541,1665,896,2900,2747,10818,17,91,87,314,47,160,511,1406,666,1967,39,135,84,190,373,796,501,1125,1164,3093,82,161,7579,21182
21603,6177,12251,146,832,817,3963,182,868,3628,14422,4774,20083,330,1379,534,1758,1193,3756,2052,6893,6822,26977,41,206,245,894,97,330,1156,3238,1541,4672,104,344,277,605,870,1878,1261,2822,2799,7492,206,432,16003,47154
21701,4325,8533,61,338,393,1777,90,403,1834,7239,2375,9758,151,594,301,956,676,2060,1127,3605,3503,13368,17,71,89,288,47,157,521,1400,674,1912,36,106,150,339,495,1028,691,1470,1364,3377,101,198,9292,25481
21703,4166,8228,64,365,411,1953,87,390,1930,7926,2486,10636,178,716,318,1019,699,2145,1187,3878,3678,14512,28,117,84,332,53,176,525,1486,684,2102,54,181,118,245,537,1115,713,1539,1404,3637,149,310,9389,26688
21704,5368,10631,115,623,557,2572,123,577,2885,11636,3679,15410,304,1261,395,1291,900,2808,1599,5363,5282,20772,28,124,150,556,58,215,777,2089,1019,2986,91,283,190,404,635,1372,919,2059,1937,5047,176,363,12765,36813
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30101,7251,14488,164,896,898,4123,257,1160,4703,18427,6024,24597,601,2513,776,2649,1993,6277,3368,11440,9390,36039,42,205,191,685,110,395,1198,3234,1547,4520,151,495,316,720,1198,2625,1666,3837,3216,8354,266,555,20118,59436
30102,9704,19241,199,1063,1058,4862,293,1318,4965,19338,6520,26588,567,2279,977,3311,1901,5971,3443,11557,9964,38146,38,175,235,838,109,366,1382,3695,1767,5077,130,393,328,716,1110,2365,1570,3472,3340,8548,239,487,23237,66427
30103,6384,12675,97,521,831,3782,231,1010,5269,20062,6424,25376,382,1611,733,2459,1395,4357,2514,8428,8937,33803,39,186,196,683,112,400,1236,3166,1590,4433,135,417,309,667,1118,2398,1559,3479,3142,7909,307,635,18776,55028
30201,4263,8495,65,344,532,2402,108,479,2965,11306,3665,14526,315,1330,532,1861,972,3080,1817,6273,5485,20801,17,72,98,351,38,144,530,1345,683,1908,72,241,171,402,570,1239,814,1879,1497,3790,191,395,11428,33477
30202,7142,14223,98,567,737,3372,146,627,4739,17957,5723,22525,294,1256,678,2323,1126,3606,2100,7183,7822,29701,38,162,174,592,68,222,985,2511,1267,3483,124,376,309,697,1142,2466,1574,3538,2843,7021,490,1012,18297,51961
30203,4118,8193,54,308,305,1420,80,378,2537,9432,2980,11539,176,764,324,1051,618,1981,1120,3798,4097,15338,18,69,83,284,51,183,556,1380,702,1919,61,190,159,336,605,1293,821,1821,1525,3737,249,524,9989,27793
30204,5664,11293,100,575,561,2601,179,785,4120,15545,4954,19508,308,1271,555,1840,1137,3595,2006,6704,6962,26214,35,159,157,515,96,344,988,2573,1274,3589,112,354,251,554,1058,2249,1419,3155,2691,6745,335,693,15648,44955
30301,4846,9663,69,395,621,2843,100,432,3581,13686,4371,17358,357,1509,704,2446,1047,3381,2107,7344,6474,24694,21,74,135,454,40,135,623,1605,811,2265,91,295,217,494,698,1522,1002,2307,1817,4578,259,547,13399,39489
30302,7188,14241,65,367,642,2940,88,393,4348,16268,5143,19967,307,1273,699,2427,763,2399,1768,6097,6910,26068,22,102,113,387,46,148,817,1933,1002,2572,76,243,296,665,812,1702,1188,2607,2191,5173,614,1259,16895,46743
30303,6558,13149,117,638,912,4239,152,705,4810,18384,5991,23964,496,2073,876,3018,1413,4517,2781,9611,8773,33576,38,180,188,671,81,296,888,2377,1197,3521,129,414,332,775,1041,2262,1513,3454,2711,6978,407,877,18450,54574
30304,3529,7071,48,276,376,1740,61,262,2779,10655,3267,12936,206,853,405,1416,617,1962,1228,4223,4493,17157,13,55,78,299,35,135,490,1226,617,1726,65,202,166,401,551,1173,781,1770,1398,3496,240,512,9655,28234
30305,4916,9898,145,846,732,3483,244,1142,4694,18076,5813,23552,448,1893,739,2568,1365,4413,2551,8872,8362,32426,40,188,157,566,83,297,887,2453,1168,3507,123,416,244,571,852,1902,1223,2884,2388,6390,283,615,15945,49324
30306,4237,8576,119,754,593,2832,121,554,3374,12930,4212,17072,301,1265,573,1956,1100,3487,1969,6710,6179,23783,30,162,128,497,58,226,605,1613,819,2503,76,256,269,647,717,1594,1061,2496,1878,5000,316,698,12615,38063
30401,3179,6317,65,337,499,2260,91,392,2497,9687,3150,12672,266,1088,574,1965,873,2699,1713,5760,4861,18433,8,42,79,265,25,68,398,1006,510,1383,65,203,148,330,391,848,605,1384,1114,2765,113,247,9268,27765
30402,4260,8368,87,439,835,3726,110,450,3438,13654,4462,18267,414,1699,1024,3552,995,3077,2431,8324,6891,26595,16,61,146,481,31,113,458,1197,649,1853,83,274,252,583,410,883,743,1737,1390,3598,113,246,12659,38809
30403,4426,8711,35,175,557,2555,48,207,2998,11431,3639,14363,224,889,633,2159,599,1840,1457,4893,5096,19253,10,31,97,343,20,55,419,1013,542,1442,55,164,273,617,430,892,753,1673,1296,3116,422,873,11242,31950
30404,4617,9124,83,443,650,2891,108,511,3899,15055,4738,18901,345,1426,588,2025,952,2992,1877,6443,6613,25346,27,97,160,540,47,170,744,1913,971,2713,89,271,266,596,705,1507,1059,2375,2027,5088,201,422,13462,39979
30501,7960,15612,16,70,302,1335,31,148,2234,7859,2589,9411,123,483,446,1494,464,1404,1031,3382,3618,12796,8,23,106,342,14,46,521,1180,646,1598,49,144,279,587,481,1004,806,1734,1459,3330,514,1072,13554,32804
30502,4058,7948,32,157,441,1985,49,216,2928,10911,3455,13269,189,757,449,1556,439,1365,1071,3679,4522,16940,7,27,79,243,20,73,530,1263,634,1599,44,143,190,427,389,823,629,1389,1260,2989,265,549,10107,28422
30503,9213,18055,60,306,767,3422,89,370,5064,19054,5975,23157,333,1376,891,3083,887,2726,2106,7176,8084,30334,18,73,152,491,37,112,859,2019,1062,2693,77,246,401,870,759,1589,1240,2704,2306,5396,651,1351,20253,55132
30504,5218,10226,40,225,591,2673,46,186,3702,14316,4378,17396,287,1159,692,2413,647,2003,1624,5580,6008,22975,9,27,100,331,12,50,496,1163,621,1571,71,229,251,573,461,960,786,1763,1411,3336,428,899,13059,37436
30601,5684,11074,90,472,619,2791,137,611,3692,13985,4537,17857,205,828,483,1473,825,2490,1513,4794,6054,22647,26,105,160,555,88,307,1089,2813,1364,3774,73,213,272,572,624,1318,966,2097,2335,5873,154,324,14223,39920
30602,9004,17714,197,1176,908,4231,390,1855,5635,21743,7125,29003,321,1310,636,1994,1431,4426,2379,7730,9508,36735,79,378,361,1366,246,957,2579,7270,3264,9977,159,512,448,957,1491,3218,2094,4684,5354,14666,442,922,24313,70027
30603,3934,7799,77,482,297,1433,154,816,1739,6934,2268,9668,127,523,195,586,613,1968,933,3077,3206,12749,37,173,91,346,94,392,702,2080,922,2995,36,129,87,185,509,1149,636,1466,1557,4454,159,359,8858,25364
30604,1383,2735,18,86,75,329,28,129,553,2139,677,2687,20,82,60,190,149,468,234,745,913,3430,6,23,24,69,14,54,228,601,265,740,5,18,36,73,125,253,164,351,436,1088,33,70,2760,7325
30605,4964,9756,83,445,378,1772,148,657,2006,8057,2615,10928,120,476,217,680,727,2234,1067,3398,3679,14324,28,136,124,451,79,287,822,2330,1059,3204,49,155,118,247,592,1245,762,1650,1815,4856,169,357,10626,29291
30701,4711,9263,64,354,417,1870,144,641,2854,11336,3480,14203,109,400,250,718,632,1925,992,3041,4477,17249,19,88,87,301,56,205,737,2098,898,2696,23,82,96,193,456,924,574,1197,1470,3892,119,240,10774,30641
30702,4754,9356,109,628,434,2030,170,814,2457,10088,3173,13556,191,782,266,812,813,2495,1278,4085,4454,17643,21,113,124,437,77,312,727,2108,949,2964,33,109,91,191,489,1051,607,1344,1560,4308,134,290,10897,31597
30703,5017,9941,91,537,455,2198,130,583,2068,8367,2750,11688,177,701,268,837,783,2405,1220,3941,3968,15628,24,108,123,443,75,280,741,2062,963,2890,45,139,100,208,530,1128,669,1481,1632,4368,154,319,10780,30253
30801,2427,4737,64,336,322,1437,90,439,2287,9185,2761,11391,110,423,141,419,413,1244,666,2086,3428,13477,10,53,67,250,46,189,438,1201,559,1691,17,52,50,115,217,454,282,616,842,2309,100,207,6796,20730
30803,11850,23143,242,1341,1166,5401,449,2018,6754,26312,8609,35074,463,1862,833,2615,2241,6927,3542,11402,12155,46476,73,336,388,1467,218,774,2441,6906,3119,9480,165,520,376,818,1674,3522,2218,4857,5334,14344,459,957,29794,84919
30804,1543,3031,30,146,153,671,48,236,1038,4243,1270,5293,46,175,91,279,268,813,407,1263,1676,6558,5,14,21,72,10,45,173,496,210,617,9,32,25,42,143,305,177,374,385,993,45,88,3645,10679
30805,6351,12411,110,589,748,3387,251,1112,4528,17614,5635,22705,236,932,441,1306,1026,3088,1701,5324,7340,28038,23,88,166,577,80,285,1142,3093,1407,4053,42,138,171,357,625,1327,847,1818,2250,5868,180,371,16125,46687
30901,7110,14098,59,324,469,2066,140,632,3351,12560,4019,15588,210,862,500,1667,1034,3160,1747,5689,5765,21275,13,62,148,500,67,223,961,2366,1194,3141,81,255,305,654,1008,2115,1388,3019,2587,6163,313,632,15770,42172
30902,5669,11200,105,590,479,2131,146,657,2928,11181,3660,14554,243,997,415,1356,1022,3178,1680,5536,5336,20090,30,144,161,547,77,252,940,2414,1213,3357,99,313,283,604,986,2069,1369,2996,2576,6353,210,430,13794,38070
30903,8191,16272,59,339,464,2076,159,711,3208,11914,3893,15038,270,1130,517,1684,1110,3445,1905,6259,5799,21298,22,107,180,611,98,311,1265,3281,1564,4308,111,349,307,669,1315,2777,1736,3798,3298,8111,301,622,17587,46311
30904,2291,4543,30,175,202,963,75,333,1090,4273,1402,5746,98,388,192,617,395,1225,680,2227,2081,7971,9,38,45,144,20,67,273,724,340,969,20,56,77,164,218,466,318,690,657,1659,36,76,5070,14248
30905,2966,5908,77,404,509,2319,150,693,2610,10285,3340,13701,276,1137,404,1343,801,2536,1479,5014,4821,18715,26,120,102,370,45,136,575,1492,748,2117,52,178,129,294,396,846,581,1323,1329,3440,77,158,9185,28220
30906,6434,12874,143,788,775,3606,338,1526,4517,17525,5777,23447,424,1811,662,2211,1605,5127,2689,9146,8469,32599,50,223,237,839,144,497,1332,3587,1762,5144,120,364,296,658,1058,2293,1472,3321,3231,8463,188,404,18329,54335
30907,10970,21865,301,1710,1592,7406,596,2735,9586,37562,12072,49411,719,2983,1180,3969,2355,7485,4255,14436,16322,63853,75,372,406,1453,208,747,2382,6634,3063,9206,218,694,428,967,1308,2890,1955,4547,5023,13757,325,681,32637,100151
30908,4946,9818,67,353,475,2122,151,649,3023,11435,3714,14556,260,1057,566,1860,1024,3198,1844,6115,5562,20673,32,154,192,657,76,256,959,2500,1265,3565,116,357,343,775,833,1801,1296,2942,2558,6505,207,439,13270,37434
30909,5714,11375,66,375,489,2221,137,617,2916,10954,3604,14167,285,1170,505,1660,977,3084,1773,5911,5373,20075,36,179,177,599,93,328,1072,2720,1372,3825,98,294,323,698,1100,2381,1519,3370,2891,7200,274,571,14252,39223
30910,4906,9684,33,177,271,1193,73,281,1627,6020,1998,7674,119,482,343,1112,527,1609,980,3203,2986,10874,5,30,93,304,37,115,483,1200,623,1654,50,142,186,402,524,1074,757,1624,1381,3276,199,408,9468,24246
31001,5054,10234,216,1368,862,4241,305,1450,4643,18015,6021,25074,411,1790,653,2234,1248,4052,2316,8076,8336,33148,54,282,310,1198,171,644,1418,4046,1952,6175,197,688,378,865,1221,2764,1800,4314,3748,10490,409,899,17547,54760
31002,7163,14212,180,997,628,3055,281,1314,3376,13589,4466,18956,296,1242,419,1346,1369,4334,2086,6922,6552,25884,51,246,189,701,118,471,1159,3388,1514,4806,91,293,187,428,855,1867,1133,2580,2653,7387,195,414,16565,47899
31003,9279,18475,253,1483,1083,5128,391,1843,6436,25487,8165,33937,481,2004,857,2835,2146,6855,3489,11699,11651,45633,108,516,402,1532,267,984,2583,7337,3356,10369,172,546,432,951,1807,3945,2407,5451,5758,15821,464,988,27155,80912
