SA3_CODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
21001,9,231,986,817,864,694,292,85,28,4004,0,89,803,740,707,473,152,33,13,3021,0,38,613,696,651,418,85,23,14,2530,0,11,344,524,540,313,70,17,8,1821,0,8,432,885,768,374,95,11,3,2590,3,3,133,483,514,262,55,29,17,1498,274,204,467,471,476,439,624,551,321,3822,3273,3294,6922,7986,8086,6625,6258,4338,1713,48500
21002,0,111,355,409,482,374,180,48,4,1965,3,40,280,337,360,255,86,22,5,1393,0,21,246,326,382,276,84,7,3,1349,0,10,118,280,278,175,38,8,0,916,0,0,150,460,489,298,69,21,7,1491,0,5,49,263,336,184,52,19,0,909,193,91,159,287,335,314,299,145,94,1920,1952,1412,2623,4039,4657,4009,3040,1116,411,23263
21003,8,274,1806,1189,920,554,149,57,39,4987,3,115,1238,934,714,378,68,18,26,3498,0,37,935,882,667,306,48,9,9,2897,0,20,497,675,423,192,42,7,6,1860,0,15,670,965,517,245,32,11,8,2471,8,6,128,353,215,92,29,16,7,839,351,393,1135,881,668,535,534,644,528,5676,3745,4981,14141,11273,8848,6388,4692,4766,2626,61453
21004,14,243,784,688,720,560,172,28,16,3228,4,88,577,524,544,364,71,9,3,2179,0,32,358,422,455,279,48,13,3,1607,0,13,197,278,327,213,18,0,3,1050,0,22,220,400,422,270,47,11,3,1399,0,6,55,143,182,121,21,10,0,544,229,190,304,341,352,349,304,177,84,2332,2673,2680,5137,5294,5699,4911,3109,1491,625,31617
21005,26,659,3071,2390,2137,1261,301,71,20,9931,8,210,1861,1582,1374,807,129,20,3,5988,3,88,1146,1161,1060,509,95,11,5,4081,4,41,589,778,637,364,59,6,0,2474,4,27,579,959,721,359,58,14,0,2723,3,24,181,287,288,172,47,14,7,1031,1121,942,2113,1634,1621,1205,967,562,203,10372,11482,12056,26377,22311,20972,15172,9628,4493,1280,123772
21101,27,736,3091,2324,2694,2136,693,155,58,11924,0,246,2315,1834,1838,1395,356,63,18,8074,0,96,1479,1792,1682,1135,254,42,22,6494,0,32,775,1294,1206,814,129,28,16,4292,3,26,858,1769,1695,1079,164,36,17,5645,9,13,194,648,796,509,105,33,16,2312,555,534,1115,1070,1130,1084,1012,848,715,8063,9911,10195,20341,20762,22077,19902,13668,7118,3105,127080
21102,3,123,280,251,360,351,180,65,17,1645,0,42,226,219,335,278,116,33,9,1258,0,30,175,252,335,268,73,34,9,1176,0,7,94,190,264,187,82,16,0,836,0,4,96,383,477,312,97,29,8,1415,5,0,52,354,580,354,101,32,9,1479,134,96,118,177,263,219,184,163,131,1493,2068,1684,2053,2945,4342,3572,2588,1366,668,21275
21103,20,492,2251,1718,1709,1328,571,151,81,8323,0,159,1699,1401,1350,935,296,51,22,5925,0,65,1223,1376,1190,833,181,42,27,4940,0,27,667,990,927,597,128,19,8,3353,4,22,756,1606,1300,765,148,38,13,4658,0,10,177,604,691,391,100,30,14,2024,452,343,815,802,817,699,700,646,577,5853,6649,6600,15221,15525,15100,12669,9618,5392,2639,89423
21104,5,218,1103,866,765,680,293,124,37,4097,4,74,791,742,648,445,183,56,23,2969,0,29,619,747,620,377,140,41,11,2593,3,4,392,623,513,278,104,25,9,1956,0,5,461,1138,843,443,110,34,14,3056,0,3,127,535,452,226,82,34,6,1478,181,196,407,401,358,338,349,354,304,2885,3484,3485,7993,8890,8056,6637,5843,3752,1691,49819
21105,17,649,2668,2253,2562,2059,777,148,64,11186,8,218,1823,1765,1809,1381,369,49,20,7449,0,79,1272,1500,1577,1196,259,48,16,5947,0,40,570,1130,1175,757,141,23,9,3841,8,19,680,1540,1562,918,211,26,16,4966,7,18,152,560,696,478,155,54,18,2140,851,612,1121,1259,1474,1333,1279,833,490,9253,9693,8881,17828,19655,21559,19614,14366,6308,2531,120450
21201,13,470,2071,1652,1543,1059,286,67,26,7188,7,174,1341,1254,1085,604,171,24,11,4665,0,62,867,1021,938,451,95,19,3,3457,0,26,419,661,632,335,61,15,0,2154,0,26,429,798,822,413,82,20,0,2589,4,13,99,283,348,222,69,22,5,1064,629,464,888,875,957,807,681,443,251,5999,6244,5945,13717,13234,12505,9651,6925,3124,1177,72532
21202,26,625,2400,2195,2227,1544,405,96,37,9556,5,199,1582,1540,1527,985,187,37,21,6075,0,78,951,1253,1253,786,126,21,11,4480,0,34,526,888,846,507,83,17,3,2905,0,28,522,1227,1155,688,141,19,10,3787,11,28,128,471,612,299,106,31,11,1690,719,652,1089,977,1114,888,801,620,399,7256,9510,9246,17243,18219,18600,15095,9398,5035,2043,104387
21203,36,692,3826,3504,2812,1580,303,58,20,12823,6,252,2271,2483,1752,973,131,23,13,7902,3,91,1422,1804,1321,659,81,16,10,5403,0,35,753,1154,829,399,45,16,3,3243,4,34,720,1317,919,444,60,5,3,3506,19,21,153,367,298,175,49,25,8,1120,1009,864,1852,1743,1481,1178,900,580,310,9928,11440,11424,27187,26650,21144,15001,8891,3913,1407,127067
21204,23,653,3883,2740,2246,1596,474,124,43,11782,3,234,2147,1744,1290,886,239,49,26,6606,8,86,1382,1252,952,666,170,28,26,4571,0,29,666,815,579,389,92,15,8,2593,0,26,625,1006,669,401,79,14,10,2825,12,25,157,361,254,165,56,33,18,1080,910,1039,2385,1740,1587,1476,1464,1187,738,12530,10918,14638,32445,25174,22244,19950,15439,9095,3755,153660
21205,37,743,3388,2234,2187,1514,820,330,133,11388,6,303,2250,1769,1710,1096,478,161,74,7844,6,120,1694,1750,1629,1011,346,124,32,6725,13,58,966,1417,1273,833,208,71,29,4875,11,34,1229,2590,2186,1232,337,113,46,7776,15,30,319,1316,1421,797,214,90,49,4246,706,933,1577,1224,1179,1007,1006,1105,1007,9742,11985,17233,25796,22362,22081,17651,14702,10743,4926,147473
21301,23,760,3679,2864,2408,1671,360,75,21,11859,4,247,2110,1848,1488,980,181,19,7,6888,8,72,1352,1270,1155,659,113,14,3,4632,3,44,678,832,682,421,66,7,4,2744,7,18,626,1100,795,487,64,9,3,3113,8,19,165,329,303,159,46,14,4,1054,1184,1201,2484,1893,1864,1753,1565,947,491,13382,11719,14661,30495,25245,23719,21109,14427,7321,2699,151396
21302,14,362,1690,1217,1243,938,267,89,33,5854,0,116,1287,1102,994,613,144,33,10,4297,0,35,967,1107,952,623,118,23,11,3848,3,27,546,904,727,435,84,13,7,2729,3,19,831,1586,1259,680,121,24,6,4528,5,11,229,1015,920,349,87,22,9,2650,362,350,841,815,828,743,629,587,338,5496,4411,4715,11899,12809,12130,9837,6595,4162,1910,68456
21303,9,392,2471,1353,920,622,136,36,13,5952,3,113,1763,1197,753,389,68,20,9,4315,3,58,1297,1240,694,375,41,10,11,3718,0,18,823,873,585,275,27,3,0,2615,0,18,1085,1708,897,340,40,10,3,4097,3,21,339,948,476,175,36,9,3,2006,349,638,1563,1129,835,619,439,391,355,6320,3635,7258,19006,14058,9900,7247,4024,2589,1379,69093
21304,25,647,3246,2950,2362,1372,321,72,17,11019,11,240,2103,2395,1638,917,181,23,7,7521,4,102,1387,1872,1298,693,124,13,3,5497,0,31,763,1368,938,442,59,7,0,3624,3,31,803,1697,1068,519,78,9,3,4210,12,23,199,545,409,187,50,10,3,1432,929,954,2150,2064,1562,1173,963,496,188,10469,10122,9628,23056,25353,19354,14525,9426,3581,1209,116252
21305,34,765,5681,4449,3126,1793,401,95,37,16380,4,299,3436,3205,2198,1147,219,22,10,10526,3,110,2298,2863,1797,941,146,19,8,8178,4,40,1372,2028,1228,596,78,15,3,5363,3,45,1547,2907,1701,798,108,21,6,7133,5,20,345,1080,763,320,81,19,8,2649,1161,1201,3249,2586,1846,1380,1056,564,328,13364,12978,13836,42089,37246,25929,18402,10769,4546,1490,167288
21401,17,574,2657,2218,2358,1764,500,146,62,10293,4,198,1874,1689,1565,1037,269,52,25,6710,3,62,1191,1417,1264,866,171,37,7,5028,0,42,618,1001,925,527,102,21,8,3241,5,28,617,1183,1086,670,126,19,14,3744,6,18,136,420,515,293,98,25,9,1519,762,722,1445,1412,1471,1323,1175,944,669,9927,8009,8512,18484,18569,18833,16105,11710,6187,2713,109114
21402,35,487,1853,1891,2254,2002,1074,409,166,10168,9,211,1272,1498,1745,1357,645,175,67,6981,5,73,834,1331,1608,1113,413,142,47,5577,4,37,494,1027,1147,856,306,94,42,3999,0,19,478,1368,1511,1091,392,165,37,5070,3,14,175,844,1160,789,496,208,66,3755,853,551,934,1231,1515,1658,2035,1696,1081,11550,8945,7409,13493,17916,21250,21007,20899,12178,5059,128156
21501,10,214,689,620,871,809,280,103,53,3653,0,67,431,455,565,439,152,48,13,2177,0,30,259,323,412,358,93,36,7,1530,0,16,137,186,305,268,49,24,5,993,3,7,125,226,315,227,71,35,19,1020,8,7,54,105,128,163,57,36,21,575,391,249,638,677,750,814,798,619,404,5351,3342,2831,6005,6148,8052,8883,7271,4346,2119,48998
21502,4,165,759,631,780,630,206,62,36,3271,5,79,433,521,453,371,114,26,7,2006,0,23,280,376,440,298,54,15,6,1493,0,11,119,231,268,193,21,13,4,865,0,3,101,241,270,187,46,11,4,868,10,8,55,115,120,113,50,17,4,505,484,343,684,568,686,788,737,522,266,5086,3518,3153,6535,6168,7079,7111,5493,3169,1419,43642
21503,9,159,473,375,526,467,148,66,34,2261,0,35,266,205,297,238,59,21,7,1134,0,16,167,177,231,214,60,12,9,875,0,7,59,121,128,109,32,9,3,467,0,7,62,128,140,117,22,12,3,495,0,5,40,67,92,77,45,10,8,344,344,236,457,415,609,685,630,513,257,4145,2241,1842,3837,3851,4986,5412,4425,2844,1276,30716
21601,9,136,454,468,634,508,156,65,38,2459,0,43,287,284,322,305,71,18,3,1322,0,22,175,221,325,208,46,15,3,1022,0,10,84,162,200,126,35,3,3,621,0,8,92,164,199,140,29,11,8,649,6,5,30,69,76,86,37,23,12,347,310,144,283,352,451,486,520,474,303,3324,2341,1759,3541,3955,5073,5380,4569,2751,1164,30536
21602,8,110,354,323,427,333,158,35,16,1769,0,42,197,215,255,211,63,20,8,1004,0,26,116,158,219,177,35,8,3,735,0,3,68,122,135,101,22,12,0,468,0,5,58,103,117,89,20,10,5,411,0,3,23,52,65,71,47,21,7,287,243,121,245,251,357,465,543,388,208,2819,1711,1378,2699,2919,3764,4227,3960,2377,935,23981
21603,14,258,960,869,958,772,275,91,37,4239,7,87,653,544,645,437,123,34,8,2540,0,37,365,471,502,349,75,14,16,1826,0,12,180,278,324,254,41,14,4,1114,3,13,153,346,388,255,72,26,12,1270,7,13,64,123,191,160,64,27,4,662,528,359,848,798,873,833,840,568,321,5966,4319,3563,7825,7756,8526,7886,6151,3484,1486,50990
21701,7,116,387,388,568,508,170,54,25,2225,0,52,232,272,353,292,77,23,6,1302,0,23,168,218,315,258,48,28,5,1069,0,13,96,170,232,171,48,11,3,746,0,4,83,210,321,193,54,10,15,893,4,7,28,64,110,111,52,17,12,410,287,169,254,298,423,509,509,406,244,3099,2196,1648,3140,3798,5162,5604,4491,2456,1138,29624
21703,22,152,478,477,566,468,192,71,29,2459,3,64,250,308,361,273,108,23,12,1404,0,11,154,191,274,230,73,26,6,962,0,8,66,153,154,142,36,22,8,581,0,0,67,114,179,162,61,15,7,603,0,4,38,87,125,108,67,22,8,464,298,170,306,312,483,550,500,401,169,3190,2221,1835,3562,3927,5131,5545,4555,2598,1053,30421
21704,8,206,788,662,843,651,270,68,22,3520,3,72,454,481,491,414,117,36,14,2081,4,22,249,398,438,324,100,20,12,1562,0,14,150,253,332,217,52,10,3,1035,0,10,150,309,317,225,66,26,5,1114,8,4,51,138,206,164,74,30,12,700,379,248,423,460,571,607,599,456,313,4057,3221,2925,5596,5897,6843,6732,5218,2858,1340,40629
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,4,0,4,6,0,0,0,13,0,0,0,0,3,3,0,0,0,6,0,0,4,3,11,5,0,0,0,25
29999,6,37,127,61,53,32,12,0,0,329,0,11,83,36,32,25,3,0,0,185,0,0,42,36,19,18,9,0,0,123,0,0,34,23,21,13,0,0,0,88,0,0,52,36,21,16,4,0,0,129,0,0,15,23,14,21,5,0,0,76,64,163,358,249,183,140,91,26,12,1283,357,898,1848,1295,975,816,482,121,38,6825
30101,17,396,1279,1233,1303,1050,359,58,33,5731,4,157,918,866,930,680,185,37,6,3789,3,69,651,826,929,655,112,21,9,3272,0,24,338,548,620,365,63,7,3,1980,0,15,352,853,952,545,105,9,5,2828,4,13,116,397,546,350,72,15,8,1511,241,208,417,472,482,513,365,348,342,3378,4828,4522,8547,9385,10371,9596,6326,2866,1276,57711
30102,15,314,1116,1185,1361,1086,448,142,40,5706,3,149,786,960,1029,763,225,62,20,4002,0,76,637,869,1070,687,182,47,13,3586,0,30,324,638,686,454,85,26,5,2250,4,16,383,938,1150,593,160,28,19,3296,9,11,123,450,724,459,146,47,23,1985,312,234,456,574,694,704,794,590,459,4819,5500,4139,7952,10026,11998,11294,9595,4981,2087,67566
30103,16,325,1224,1237,1201,808,296,78,36,5226,5,143,897,1000,912,531,135,21,7,3645,4,45,746,1013,914,538,99,15,7,3375,0,28,472,768,643,352,83,19,5,2366,0,23,564,1277,1084,505,79,14,6,3554,0,8,159,746,648,274,56,23,4,1912,314,222,504,589,587,474,391,336,296,3709,4232,3656,8348,10805,10083,7644,5464,2863,1347,54445
30201,13,308,842,655,623,528,227,81,29,3307,3,146,691,546,543,361,137,38,18,2474,0,54,541,585,520,332,102,27,13,2185,0,15,295,425,386,252,63,24,4,1465,0,19,386,715,618,349,76,27,4,2192,0,7,95,366,422,224,80,48,30,1276,137,140,283,245,254,215,196,208,240,1918,2526,2715,5525,5618,5496,4627,3607,2072,1007,33199
30202,15,459,1621,994,1004,740,254,123,68,5275,9,228,1277,953,829,501,154,42,27,4026,6,76,1057,1077,846,480,109,43,18,3708,0,25,629,830,581,325,65,23,13,2490,0,28,874,1299,1017,457,90,36,19,3817,3,6,247,709,541,271,64,34,21,1908,227,361,786,591,530,433,355,375,470,4116,3609,4921,11481,10199,8871,6944,4984,3704,2093,56808
30203,8,282,1077,675,572,437,141,46,11,3253,0,107,839,573,444,343,65,21,3,2390,3,47,687,625,457,265,53,10,4,2152,0,17,398,429,319,178,24,3,0,1368,0,20,549,680,440,275,34,14,3,2015,0,7,170,299,215,131,29,9,5,867,109,235,553,398,318,275,198,187,267,2541,1964,2961,7646,6016,4823,4092,2674,1461,773,32413
30204,7,294,1161,1089,976,720,238,59,25,4579,3,107,865,798,727,480,106,17,8,3106,0,33,636,812,637,391,52,10,5,2590,0,18,366,531,469,223,33,7,0,1638,0,11,397,792,686,304,45,15,3,2256,0,3,81,284,310,133,32,15,0,857,251,260,472,489,494,381,372,349,233,3295,3285,3535,8335,8543,7914,6494,4806,2803,1333,47054
30301,12,349,1070,737,703,596,227,55,31,3775,4,144,841,590,579,441,107,26,16,2752,10,61,731,726,647,406,78,21,15,2695,0,22,483,543,512,268,61,14,8,1911,0,23,632,1104,888,504,83,20,8,3271,0,11,206,755,701,328,84,23,7,2108,204,232,551,418,371,293,225,264,266,2819,3128,3662,7466,7429,6843,5547,3530,2106,1175,40887
30302,14,599,2071,1066,815,609,239,85,37,5542,5,281,1655,908,714,414,140,26,20,4169,0,114,1337,1040,777,507,104,23,28,3934,0,33,795,830,650,381,70,23,8,2792,0,25,1105,1410,1073,545,122,50,23,4356,3,5,333,905,905,459,128,36,17,2791,295,610,1248,743,660,466,376,313,255,4964,3755,7527,15467,10661,8692,6514,3987,2405,1336,60344
30303,14,361,1520,1076,921,649,283,85,35,4938,6,170,1024,901,705,459,140,51,22,3481,0,70,845,926,768,465,121,30,11,3230,0,28,504,659,555,328,67,17,3,2166,0,27,630,1018,883,402,117,23,7,3108,0,9,156,494,445,238,84,31,8,1463,284,375,685,497,482,392,419,414,385,3927,4743,6506,11786,9885,8803,6826,5411,3202,1407,58572
30304,5,207,799,626,539,336,142,45,21,2714,0,73,616,522,454,272,74,29,5,2053,0,25,469,560,431,261,51,17,11,1832,0,16,287,399,335,166,30,8,4,1251,0,7,384,699,497,241,41,20,4,1886,3,3,93,361,279,125,44,13,4,926,174,274,430,357,321,232,209,147,72,2214,2331,3500,6785,5840,4940,3578,2465,1636,783,31850
30305,11,299,1443,1092,969,586,134,35,15,4580,3,108,915,873,623,391,93,9,7,3011,3,40,621,770,561,350,53,7,7,2412,0,20,329,516,372,236,29,0,0,1506,0,6,339,652,549,273,34,0,0,1856,0,7,79,193,226,118,30,11,3,676,280,253,579,488,432,341,264,184,161,2975,3929,4266,10375,8868,7494,6018,3625,1617,731,46926
30306,6,206,1122,815,569,427,168,34,14,3366,5,86,575,535,438,305,120,19,6,2082,3,34,410,428,384,240,75,17,7,1602,0,6,238,330,261,170,48,4,0,1068,0,4,242,454,355,244,65,11,3,1385,6,12,64,175,177,124,31,14,0,616,187,248,521,335,314,262,273,207,239,2585,3036,4738,9503,6821,5454,5090,3682,1718,887,40942
30401,0,129,519,454,471,411,201,48,23,2260,3,56,431,451,419,333,112,19,5,1837,0,34,375,503,470,306,105,15,4,1809,0,10,219,391,334,234,48,10,0,1253,0,3,278,690,615,388,78,4,0,2056,0,3,89,303,411,258,83,13,0,1159,89,97,135,179,192,167,179,170,246,1452,2175,1819,3688,4745,4678,4136,2977,1204,586,26009
30402,8,201,477,577,564,444,323,124,48,2766,4,75,361,470,564,399,237,69,29,2200,3,28,339,556,631,445,178,47,11,2236,0,11,205,435,514,328,152,33,11,1682,0,9,310,951,1073,631,192,55,15,3237,3,9,108,789,1195,670,237,71,16,3100,163,131,127,284,320,281,227,246,340,2131,3560,2729,3555,6201,7173,5347,4218,2121,943,35848
30403,8,431,923,481,399,364,240,87,43,2979,12,185,807,457,333,282,188,71,21,2355,3,73,701,581,445,361,146,48,16,2373,0,34,361,461,345,281,106,38,19,1640,4,30,520,859,749,441,209,63,38,2921,3,11,188,769,1013,646,232,78,37,2990,247,523,574,338,328,269,248,169,184,2872,4758,8464,8462,6308,5326,4376,3342,1612,909,43562
30404,63,425,878,739,674,464,283,66,34,3627,22,235,849,704,580,343,152,44,15,2939,4,58,639,764,652,408,121,32,13,2690,3,12,355,634,558,318,61,11,3,1960,0,12,472,1144,950,471,92,28,13,3187,0,3,116,578,590,262,79,19,13,1659,158,177,381,340,316,249,216,250,301,2393,3264,3408,6378,7660,6729,5059,3935,2033,1163,39620
30501,30,683,2244,847,561,445,247,75,29,5160,12,324,1924,739,494,388,173,53,14,4113,10,149,1639,849,563,375,149,40,10,3775,9,52,1043,670,475,297,113,24,10,2684,7,51,1468,1266,965,574,191,58,12,4587,3,24,488,1036,1037,827,272,72,22,3781,331,881,2251,1245,1034,798,542,297,286,7669,3221,8760,19966,9959,7561,6172,3838,1720,956,62160
30502,10,341,1176,594,427,338,135,35,9,3068,4,179,903,512,459,269,91,15,0,2441,3,65,817,637,466,273,71,13,3,2343,0,28,549,493,384,221,38,5,3,1729,3,24,825,1085,783,373,64,11,5,3174,0,14,358,1078,1046,344,96,23,4,2964,150,223,703,478,417,280,206,104,55,2617,2109,3232,8367,6822,5620,3702,2048,953,438,33278
30503,31,838,2491,1114,898,729,351,111,43,6602,6,416,2107,986,797,504,229,61,21,5127,11,143,1783,1193,964,615,185,52,18,4963,0,70,1083,843,748,408,156,50,18,3379,3,58,1629,1796,1587,812,226,53,35,6197,9,18,630,1849,1894,951,298,114,38,5791,362,788,1770,1102,966,714,471,298,302,6776,4783,9140,18943,12896,11278,7960,4968,2366,1279,73616
30504,8,559,1368,633,536,475,282,72,20,3958,9,254,1132,641,488,341,162,42,11,3081,3,91,1006,694,666,399,148,28,4,3043,3,28,658,581,516,284,103,16,5,2198,4,38,908,1268,1143,586,172,31,9,4160,4,12,361,1460,1480,748,174,45,11,4308,200,510,836,502,469,385,255,152,106,3420,3570,6454,10493,8125,7338,5159,3234,1434,626,46439
30601,11,183,874,967,1026,718,218,55,16,4058,0,82,612,727,766,477,138,14,3,2826,3,40,481,681,754,465,104,12,7,2542,0,21,242,450,486,298,56,3,10,1566,3,12,303,629,692,388,67,12,3,2102,7,8,96,294,383,261,52,15,5,1114,308,248,573,680,752,626,459,206,72,3927,3318,2661,6385,7991,8460,6825,4284,1470,398,41791
30602,30,413,1643,1692,1557,1156,346,86,34,6959,12,225,1043,1097,974,666,202,34,11,4261,0,95,759,911,955,575,128,16,15,3460,3,46,434,554,632,390,86,14,10,2168,3,19,501,665,755,477,104,29,6,2557,9,11,147,318,330,258,105,25,14,1212,878,869,1869,1613,1627,1343,985,618,344,10146,6305,6340,14687,14310,13888,11599,7894,3618,1507,80153
30603,3,127,346,363,484,439,139,47,20,1978,5,47,209,228,273,258,73,17,3,1111,4,16,162,199,253,192,52,16,7,891,0,9,66,122,136,111,37,6,3,501,0,7,67,139,201,148,35,16,4,611,0,0,34,51,81,73,38,17,0,300,300,169,443,416,504,589,486,266,89,3260,2006,1803,3794,3809,4882,5253,3773,1964,727,28001
30604,3,44,204,172,207,151,64,22,6,873,0,12,77,100,102,67,29,9,0,393,3,0,52,107,88,71,25,4,0,352,0,0,21,59,52,39,8,3,0,184,0,4,23,53,61,58,10,3,0,215,4,0,13,30,36,44,18,11,0,163,104,78,245,227,234,282,192,114,66,1543,530,514,1507,1563,1789,1872,1240,533,159,9701
30605,7,111,364,440,549,467,204,57,22,2202,0,39,237,293,357,310,85,28,5,1358,0,16,169,261,365,234,56,18,4,1120,0,9,75,153,191,157,50,8,0,636,0,4,117,194,237,179,43,11,3,786,0,4,43,88,96,86,50,17,9,404,369,216,408,432,599,678,663,442,209,4023,2305,1787,3721,4364,5550,6151,5348,2729,932,32890
30701,30,284,736,580,608,518,165,88,17,3024,10,149,509,403,432,280,94,27,8,1902,0,67,370,356,364,227,65,18,4,1480,3,36,214,234,216,177,50,18,5,949,3,36,323,348,320,205,63,23,15,1328,3,12,118,192,201,127,78,30,4,765,422,277,777,710,801,776,707,372,168,5007,2461,2377,5797,5450,6009,5458,4073,2166,765,34560
30702,21,235,545,572,629,488,181,49,20,2737,3,95,380,354,391,286,96,30,7,1646,0,36,234,313,363,258,55,16,3,1281,0,11,142,194,208,149,47,11,8,770,0,20,208,256,311,181,48,14,3,1047,0,10,49,138,122,93,56,23,3,499,335,178,379,435,551,542,519,362,226,3530,2689,2236,4437,4905,5677,5484,4506,2390,937,33273
30703,13,141,357,418,511,482,220,75,16,2236,0,44,220,282,337,245,75,22,4,1232,0,29,131,217,297,199,67,14,11,964,0,6,80,135,159,109,38,7,3,536,0,5,70,148,168,123,32,15,3,572,5,10,37,61,78,70,40,10,3,323,302,145,299,323,396,493,575,374,193,3096,2458,1919,3613,4232,5214,5952,5436,2749,982,32566
30801,16,220,414,311,322,254,90,20,3,1648,9,97,379,255,331,192,47,12,3,1325,3,85,303,245,256,145,26,3,0,1074,3,50,257,260,191,120,25,8,0,915,0,52,505,538,443,232,38,11,0,1826,0,11,234,333,273,164,49,3,3,1069,286,272,667,618,635,450,223,130,33,3319,1654,1827,4756,4243,4071,3011,1455,563,133,21714
30803,26,622,1738,1479,1567,1308,442,118,39,7332,7,303,1191,1140,1262,828,198,40,9,4977,3,127,958,995,1077,826,131,30,3,4150,3,70,588,727,793,553,100,23,3,2860,7,59,896,1138,1245,769,101,27,3,4249,6,20,212,466,570,406,126,58,16,1878,825,734,1486,1385,1607,1432,1140,869,614,10093,7891,7241,14807,14026,15701,14580,10266,5757,2306,92567
30804,11,85,203,190,165,136,61,28,8,887,3,52,135,126,107,96,32,15,0,563,0,26,116,105,120,91,29,19,4,509,0,23,90,103,100,72,19,5,0,412,0,31,199,241,227,144,33,8,0,874,0,0,60,89,105,80,20,8,0,377,92,68,209,212,219,189,162,92,32,1272,776,779,1926,1935,1976,1749,1133,661,211,11152
30805,33,335,715,694,698,464,158,44,14,3158,5,227,687,581,543,394,73,14,3,2526,9,142,592,570,602,360,79,5,0,2357,0,81,463,533,516,358,38,4,4,1998,4,78,921,1176,1222,623,60,4,0,4085,5,35,416,706,653,365,55,8,6,2234,422,338,738,779,907,656,390,220,62,4503,3803,3638,8552,8849,9209,7270,4150,1721,509,47696
30901,9,345,1325,955,895,715,369,123,67,4804,0,122,969,757,601,441,169,45,25,3123,3,67,680,714,605,370,161,38,16,2658,0,29,426,520,380,269,104,31,8,1771,0,20,484,678,570,340,123,32,10,2270,5,25,223,462,493,307,135,58,13,1716,303,381,951,741,756,738,629,507,253,5267,2925,3894,9929,8546,8055,7363,6490,3686,1625,52515
30902,5,210,886,833,808,685,286,87,41,3842,3,91,620,575,571,439,122,29,17,2468,0,23,419,569,556,404,92,34,18,2101,0,14,245,381,372,207,63,16,10,1300,0,12,276,486,412,258,91,30,6,1580,3,12,105,254,252,212,63,28,10,941,233,270,611,569,570,669,618,463,348,4348,2922,2873,6558,7091,7205,7252,5701,3187,1602,44386
30903,18,242,973,972,978,818,422,140,59,4608,4,89,596,667,682,491,239,41,9,2821,3,43,431,496,591,442,158,41,10,2210,0,24,225,365,363,238,96,29,8,1345,0,12,291,493,527,375,168,41,14,1924,0,3,84,278,369,264,155,65,20,1241,324,426,731,710,783,741,875,676,481,5741,3339,4209,7794,8204,8855,8616,8618,4798,2001,56429
