SA3_CODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
21303,4928,1085,443,32,17,6507,5686,2472,1175,34,14,9380,2829,2233,4249,49,33,9395,441,749,298,0,6,1495,970,510,492,29,17,2014,48,40,142,0,0,228,96,53,95,14,5,257,76,37,34,3,0,143,4457,3611,5309,104,59,13542,78,36,35,0,13,162,429,217,214,7,24,895,15576,7422,7182,174,131,30481
21304,10187,971,55,43,15,11281,22660,1773,81,8,42,24565,5401,1644,155,11,16,7229,337,178,42,0,3,563,1615,294,39,10,10,1963,72,105,3,0,0,178,144,49,4,79,0,277,128,22,0,0,0,158,7703,2292,248,98,30,10365,226,98,14,5,4,344,1118,216,17,8,14,1370,41900,5356,411,156,106,47926
21305,11948,1553,214,64,11,13790,28757,3737,294,9,20,32820,11647,3130,747,7,21,15551,474,130,51,0,0,656,2385,432,103,13,11,2939,85,38,8,0,0,129,305,61,7,32,3,411,147,34,5,3,0,189,15038,3829,922,51,40,19880,222,176,32,0,3,434,1346,238,59,6,14,1666,57312,9532,1527,130,87,68588
21401,11330,1587,108,120,15,13157,17972,2015,176,25,16,20196,6059,2948,738,23,16,9787,678,394,73,0,0,1142,1806,582,95,18,11,2502,94,118,10,0,0,220,119,54,22,221,0,419,114,51,11,8,0,187,8865,4143,949,269,32,14256,165,486,29,3,0,677,970,325,74,22,6,1396,39300,8550,1343,436,67,49687
21402,19456,1941,966,279,54,22693,18914,1045,430,20,35,20451,5437,1619,750,8,18,7835,495,210,172,0,3,879,1930,303,166,22,14,2435,63,50,9,0,0,115,322,34,9,97,9,471,238,36,21,7,3,306,8484,2247,1123,134,52,12039,484,303,50,0,14,855,1336,233,132,33,13,1750,48672,5776,2706,472,167,57791
21501,9920,215,133,82,48,10398,6516,54,41,26,40,6682,1790,178,356,10,13,2348,361,124,113,0,3,607,1301,47,63,19,16,1449,49,45,32,0,3,132,293,27,21,23,11,385,212,21,16,3,8,251,4012,451,598,48,60,5168,153,42,5,3,3,211,634,42,42,20,17,760,21241,807,820,181,165,23215
21502,5726,405,119,111,40,6402,6212,162,59,10,27,6466,2139,616,475,10,10,3241,422,171,185,0,0,777,1111,128,93,17,9,1353,55,13,72,0,3,147,219,17,29,63,3,332,114,10,11,0,3,149,4063,951,867,92,22,6001,96,93,7,0,4,199,538,97,90,14,19,749,16631,1709,1146,224,106,19817
21503,5774,66,91,73,24,6031,3709,25,19,26,39,3825,904,105,215,8,8,1244,326,39,112,0,0,477,991,38,46,12,18,1102,50,19,20,0,0,83,241,7,16,39,9,311,142,3,11,4,6,168,2653,212,408,74,39,3390,118,0,9,0,3,124,409,14,49,17,14,506,12662,322,579,189,122,13869
21601,5147,168,83,58,13,5467,4460,65,15,7,12,4564,1049,244,182,3,6,1487,283,138,58,0,0,489,783,55,36,16,9,898,33,21,18,0,0,69,158,6,8,31,7,212,97,9,5,0,0,116,2409,486,302,54,18,3269,85,22,16,0,0,121,381,47,26,12,5,480,12486,786,446,124,52,13899
21602,4194,88,126,44,58,4505,3264,27,23,12,19,3344,883,127,167,6,3,1189,181,15,70,0,0,276,655,35,45,9,7,750,15,4,5,0,0,22,149,3,12,21,11,202,106,3,13,0,0,124,1986,194,315,39,26,2561,75,5,8,0,0,83,346,19,34,3,9,408,9853,329,496,105,108,10899
21603,6965,367,7,142,8,7496,7298,169,4,19,13,7506,2469,917,47,11,8,3453,613,223,43,0,0,874,1201,183,14,16,11,1415,109,43,23,0,0,180,265,33,9,84,4,396,128,32,5,0,0,164,4783,1434,130,112,21,6482,177,51,0,0,0,233,613,141,20,27,6,808,19842,2156,166,303,53,22527
21701,5841,64,67,37,36,6049,4151,25,22,12,19,4231,1069,126,141,8,3,1350,266,50,97,0,0,410,891,32,21,9,10,972,32,27,3,0,3,65,169,4,4,19,8,201,113,6,3,0,6,131,2532,257,263,36,42,3133,99,0,0,3,5,119,402,25,21,6,15,472,13029,380,371,100,116,13991
21703,5659,158,32,26,44,5917,4261,32,15,17,32,4349,989,198,47,10,10,1252,197,91,54,0,0,346,901,77,16,11,7,1013,37,23,0,0,0,69,242,19,5,29,8,292,149,11,0,0,0,168,2518,425,130,48,23,3143,115,13,3,0,0,140,403,38,15,8,14,475,12961,667,188,103,111,14030
21704,6207,402,77,53,23,6757,5685,192,40,31,21,5972,1801,626,249,17,17,2712,418,149,81,0,0,648,992,120,47,6,22,1188,41,23,57,0,0,123,224,14,16,9,3,268,116,7,6,0,0,130,3597,942,447,39,45,5066,105,32,29,3,3,171,402,60,77,7,9,551,15995,1627,666,129,104,18519
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30101,6903,536,82,239,3,7755,10101,531,80,14,7,10736,2335,787,129,6,8,3259,353,371,115,3,0,844,998,214,51,3,4,1270,22,71,14,0,0,106,42,22,5,36,0,102,58,17,3,0,0,83,3808,1481,309,51,20,5664,67,121,3,0,3,194,387,82,23,17,6,508,21259,2749,489,318,41,24854
30102,8593,637,499,34,34,9804,10589,331,163,3,35,11117,3876,607,342,8,19,4853,178,164,268,0,0,612,1296,204,96,8,26,1637,51,16,139,3,16,228,73,17,18,13,4,121,83,12,14,3,3,116,5557,1025,870,37,72,7562,128,247,276,3,6,653,549,91,65,5,44,763,25419,2329,1877,87,186,29895
30103,5982,440,134,94,4,6656,8875,669,113,12,19,9689,2984,1191,430,3,10,4630,358,352,226,4,0,940,850,373,93,4,5,1327,40,46,9,0,0,98,45,50,7,0,3,106,50,24,10,0,0,88,4330,2043,775,8,23,7186,77,148,5,7,3,237,373,283,49,4,13,720,19642,3581,1074,122,66,24484
30201,4578,278,69,4,9,4935,4946,391,65,8,14,5417,1352,711,309,0,6,2375,54,71,35,0,0,162,429,229,53,0,3,712,13,44,10,0,0,66,155,155,35,0,3,349,32,6,3,0,0,48,2039,1224,440,0,11,3713,79,10,33,0,0,123,187,44,18,0,3,256,11834,1942,629,10,42,14451
30202,6383,547,465,0,10,7400,7489,458,556,0,18,8526,3025,895,2221,11,12,6162,645,270,411,0,0,1329,1015,254,424,4,11,1713,39,57,57,0,3,149,60,41,68,145,13,328,50,19,21,3,0,89,4828,1529,3202,163,40,9764,73,181,167,0,0,425,439,172,148,14,33,801,19217,2887,4533,178,107,26918
30203,2904,183,338,4,5,3431,3900,421,662,0,3,4985,1452,578,2185,3,8,4227,75,207,285,0,0,563,552,83,330,3,3,977,24,38,84,0,0,147,37,14,29,0,8,85,37,5,18,0,0,75,2179,929,2934,15,26,6076,36,4,57,0,3,98,200,51,110,0,21,381,9227,1580,4096,21,54,14971
30204,5112,589,146,47,6,5898,6985,691,174,5,20,7882,2462,1017,979,14,44,4523,458,209,350,0,5,1030,741,219,139,6,5,1119,31,55,71,0,0,146,83,92,31,70,3,273,61,16,21,0,0,105,3846,1609,1598,96,62,7211,72,80,40,0,3,201,333,86,70,11,9,510,16347,3058,2018,169,104,21695
30301,5079,467,183,90,4,5829,5331,852,238,6,12,6441,1826,1213,465,9,26,3532,329,157,64,0,0,555,569,268,67,0,0,898,14,16,13,0,0,45,36,20,4,13,0,68,52,17,3,3,0,70,2831,1692,610,16,29,5169,41,14,61,0,0,112,263,65,29,6,3,370,13540,3089,1123,121,52,17923
30302,4353,269,1071,20,18,5733,5668,618,1538,55,20,7899,2290,1248,4956,36,66,8597,272,266,1011,0,3,1553,1018,235,1095,23,15,2381,38,24,111,0,3,169,44,17,70,0,0,135,59,5,53,0,3,127,3721,1792,7304,53,90,12953,60,9,170,0,0,234,297,68,304,6,21,692,14098,2750,10380,139,145,27513
30303,6996,367,165,68,14,7610,6961,766,308,8,24,8065,2325,1061,844,3,16,4248,464,83,295,0,8,844,1082,343,220,8,15,1658,40,66,48,0,0,156,84,49,39,289,4,468,69,11,19,0,3,101,4061,1607,1470,299,42,7482,113,55,28,0,0,201,360,54,61,17,12,509,18486,2853,2032,400,98,23864
30304,3683,105,84,0,8,3874,4183,268,192,0,15,4657,1507,493,602,5,17,2629,177,165,186,0,0,532,729,121,177,0,3,1030,28,19,31,0,0,76,42,22,17,0,0,89,35,5,5,0,0,50,2514,832,1033,5,27,4409,40,16,4,0,0,59,246,139,46,0,29,451,10673,1356,1353,6,72,13455
30305,4285,228,12,31,0,4548,7260,755,24,3,14,8057,2434,1169,84,0,4,3696,347,87,23,0,0,455,708,260,25,3,7,1001,28,37,0,0,0,69,94,46,7,20,0,169,45,16,0,0,0,62,3669,1612,136,30,12,5458,65,33,0,3,0,103,321,69,5,4,8,415,15604,2698,181,67,34,18582
30306,4663,316,15,12,15,5022,4357,615,18,4,7,4993,1854,994,23,0,13,2884,191,67,7,0,0,259,893,330,3,5,10,1240,42,39,4,0,3,90,107,82,0,55,0,244,41,19,0,3,0,69,3121,1527,47,68,25,4785,65,28,18,0,11,127,295,174,3,10,67,555,12498,2670,106,84,125,15479
30401,3611,207,16,0,0,3835,4662,209,9,3,4,4880,1251,247,5,0,3,1508,31,0,0,0,0,31,372,92,4,0,3,469,15,14,0,0,0,27,37,5,0,0,0,47,23,4,0,0,0,26,1728,352,10,3,3,2098,28,5,21,0,0,53,106,6,8,0,0,121,10134,780,56,4,7,10985
30402,5383,215,26,0,7,5632,6467,64,14,3,7,6562,1370,88,22,0,5,1476,15,0,0,0,0,15,490,27,11,0,3,527,14,23,0,0,0,39,44,3,0,0,0,49,55,3,0,0,0,54,1990,137,30,3,10,2168,60,49,0,0,0,113,207,23,0,0,5,239,14108,491,67,8,29,14709
30403,3655,293,1117,0,8,5077,3246,300,972,3,13,4542,1418,583,3653,7,40,5704,24,84,166,0,0,275,591,150,915,3,17,1677,13,7,16,0,0,36,48,9,68,0,4,132,38,0,28,0,0,68,2127,846,4847,6,61,7895,40,16,72,0,7,133,164,34,143,0,46,384,9231,1496,7144,14,135,18023
30404,4874,218,212,3,9,5309,6064,169,307,0,9,6556,1840,229,671,0,9,2755,459,30,350,0,3,842,584,49,130,0,3,761,11,21,70,0,0,103,502,62,43,0,0,608,32,0,9,0,0,43,3436,391,1268,0,14,5110,68,109,31,0,0,204,193,58,45,0,12,301,14636,938,1858,3,44,17485
30501,1529,167,2822,28,31,4583,1361,198,3451,7,18,5037,955,405,10051,22,63,11501,14,110,900,0,0,1028,544,120,2763,5,30,3461,19,3,293,0,3,313,17,13,272,5,8,316,24,8,146,0,0,171,1570,656,14421,35,112,16784,31,4,123,9,0,168,145,39,594,31,42,844,4629,1066,21407,110,202,27418
30502,2387,286,431,0,5,3110,3668,683,691,0,12,5054,1456,1032,2218,3,22,4730,89,160,365,0,3,619,481,176,435,0,5,1094,9,3,7,0,0,23,34,7,22,0,0,64,37,6,20,0,0,55,2100,1390,3061,3,30,6583,28,6,13,0,0,46,202,47,108,0,12,364,8386,2413,4300,6,54,15158
30503,4926,423,1660,18,14,7035,5904,595,2651,14,35,9198,2441,1118,8548,12,59,12182,64,86,782,0,0,925,916,259,1761,3,17,2958,26,17,202,0,0,249,48,27,159,3,3,240,50,12,71,0,0,132,3537,1523,11519,20,84,16691,79,32,88,0,0,196,316,70,398,0,102,883,14750,2642,16318,59,230,33995
30504,4077,217,913,15,11,5224,4956,235,1095,7,5,6297,2166,416,3513,20,30,6146,30,46,120,0,0,198,778,94,886,6,12,1777,27,0,54,0,0,88,38,6,58,0,6,103,35,3,23,0,0,63,3068,573,4657,26,45,8373,47,9,34,0,4,88,241,23,144,7,21,440,12387,1051,6843,54,90,20419
30601,4013,215,267,107,39,4636,6785,298,291,5,22,7407,2519,751,1094,0,35,4407,137,56,50,0,4,243,844,234,294,6,28,1408,11,4,13,0,0,26,112,13,34,22,5,181,45,13,29,4,3,86,3673,1063,1516,32,78,6351,44,5,3,0,3,59,281,47,80,9,18,432,14799,1630,2149,151,155,18888
30602,6600,413,831,135,29,8011,9562,438,910,21,24,10955,3808,1424,3716,25,36,9004,942,398,584,3,5,1933,1733,504,774,28,19,3063,83,76,54,0,0,220,272,88,148,77,23,604,105,32,48,5,4,188,6944,2518,5326,140,87,15013,135,164,29,7,8,348,643,155,322,51,96,1261,23879,3690,7419,353,250,35584
30603,4396,12,52,202,20,4683,2951,18,30,29,25,3059,1095,111,386,56,6,1661,433,69,127,10,4,636,1015,42,107,44,14,1225,108,6,18,0,0,134,237,10,30,52,9,336,118,4,4,13,0,146,3007,246,679,176,38,4147,79,3,0,11,0,98,309,12,41,45,18,424,10747,295,804,464,101,12407
30604,1068,75,51,91,22,1307,1050,82,58,10,15,1217,337,212,230,4,6,789,69,23,35,0,0,123,267,48,50,4,10,384,28,6,16,0,0,42,45,7,13,12,5,83,38,9,10,3,4,58,779,298,344,27,32,1481,20,0,0,3,0,24,90,16,26,8,10,150,3000,475,480,144,75,4175
30605,5777,48,84,173,20,6108,3985,4,25,28,15,4054,1263,104,221,8,11,1602,300,84,129,0,0,513,1255,63,107,18,12,1459,81,22,32,0,0,136,210,16,13,85,9,331,158,7,14,9,0,188,3273,294,514,123,25,4227,100,3,0,10,0,113,396,10,33,28,18,484,13530,359,655,362,87,14985
30701,4945,55,30,95,45,5172,3780,20,15,20,34,3863,1733,224,320,3,15,2287,315,57,52,0,9,431,1261,30,42,17,24,1373,39,23,13,0,0,81,841,23,46,35,19,963,308,4,7,10,0,329,4487,374,472,64,64,5465,171,0,7,7,0,190,399,35,31,44,19,523,13789,481,557,232,164,15218
30702,5181,30,20,65,35,5320,4392,8,5,32,33,4463,1825,103,173,5,3,2112,107,32,40,0,0,183,1224,20,24,13,14,1288,21,53,13,0,0,93,442,9,9,34,22,508,198,5,3,0,3,208,3818,215,258,48,41,4392,114,8,9,8,5,138,367,18,20,13,15,433,13871,276,317,159,121,14742
30703,5703,143,33,87,24,5981,4325,42,13,27,23,4432,1758,317,162,3,15,2257,110,63,29,0,0,200,1040,65,45,17,13,1181,24,20,31,0,0,74,215,10,6,45,6,290,120,3,4,7,0,140,3270,481,275,79,36,4145,83,37,5,0,0,128,384,35,21,13,4,459,13764,740,344,206,93,15144
30801,1602,4,15,129,106,1862,2410,40,34,22,51,2562,1242,193,224,0,22,1679,350,32,63,0,18,458,556,31,46,10,21,666,29,3,8,0,3,45,1062,29,99,21,55,1265,139,0,8,6,8,161,3373,292,441,46,131,4282,125,0,0,29,7,158,228,10,21,19,13,286,7734,351,516,238,311,9155
30803,11553,315,240,308,32,12455,13701,168,144,55,34,14100,5514,965,799,20,31,7330,706,347,213,3,8,1276,2657,215,206,20,24,3124,99,169,91,0,3,361,296,41,39,83,19,478,204,31,21,14,7,273,9476,1769,1378,137,82,12835,177,104,65,8,9,363,888,107,92,55,129,1270,35801,2465,1909,565,281,41029
30804,1638,5,7,31,14,1692,1372,0,4,6,7,1395,416,19,60,0,3,500,157,4,28,0,0,188,457,3,17,4,3,481,14,8,3,0,3,30,252,13,49,18,3,332,93,3,0,4,0,106,1390,47,165,21,13,1634,58,3,0,0,0,61,143,6,15,13,4,185,4602,64,183,83,42,4965
30805,4812,45,89,225,16,5180,7892,98,84,40,18,8137,3548,586,775,3,17,4930,412,113,185,5,0,710,1093,45,67,5,7,1219,50,43,21,0,0,116,269,23,38,48,10,391,107,8,12,3,3,137,5485,819,1095,65,36,7497,74,0,17,5,0,103,362,22,54,23,4,461,18624,989,1340,357,69,21378
30901,4533,1254,1712,61,18,7572,4524,1309,1347,4,17,7196,1395,1386,3053,14,21,5863,22,69,166,0,0,256,588,583,882,5,14,2077,3,5,29,0,0,42,44,40,113,30,3,231,45,29,45,0,0,127,2097,2119,4288,45,39,8588,64,22,39,3,3,129,302,156,254,4,14,733,11520,4856,7643,116,85,24223
30902,3960,1034,1313,97,16,6410,4635,936,928,6,10,6513,1067,973,2221,12,32,4296,117,166,302,0,0,588,556,396,725,8,15,1693,9,9,14,0,0,38,32,47,71,0,5,158,46,26,47,3,3,120,1826,1623,3375,24,50,6891,43,34,27,3,0,116,263,120,194,11,12,593,10718,3746,5841,141,85,20529
30903,4674,1785,1345,250,38,8090,4005,2021,869,10,29,6934,1646,2745,2298,3,22,6721,81,422,258,0,10,777,628,991,660,3,11,2297,17,76,63,0,0,161,89,144,53,17,12,309,37,51,44,3,0,139,2497,4432,3382,30,58,10399,53,63,63,3,3,183,305,232,175,15,16,741,11536,8535,5825,304,139,26336
30904,2099,31,4,26,6,2176,2891,11,4,21,10,2929,530,13,7,6,0,562,3,0,0,0,0,3,380,7,7,14,5,411,3,0,0,0,0,3,47,0,0,24,0,74,49,0,0,3,0,48,1012,22,16,42,7,1100,31,3,0,3,0,37,139,3,3,3,0,147,6174,67,31,102,23,6390
30905,2552,234,6,7,0,2802,4724,488,14,8,9,5243,803,432,12,0,4,1250,52,35,8,0,0,87,425,212,6,3,4,651,5,10,0,0,0,18,36,30,0,13,0,82,39,5,0,0,0,47,1351,719,29,23,5,2134,43,8,0,0,0,50,182,21,3,3,0,216,8851,1476,53,44,22,10445
30906,4179,938,147,140,4,5411,8602,982,171,11,11,9772,2064,1616,307,0,4,3998,299,146,89,0,0,537,773,544,102,0,8,1428,17,45,47,0,0,112,80,70,10,241,0,399,40,27,10,3,0,85,3278,2451,560,251,16,6556,78,173,37,0,0,281,342,153,44,26,130,701,16481,4697,960,416,163,22716
30907,6034,939,185,173,21,7352,13874,1342,168,29,28,15438,8172,2647,452,10,36,11316,156,86,9,0,4,254,1243,577,91,12,7,1926,31,29,10,0,0,74,164,65,11,17,6,264,74,18,3,5,5,109,9848,3428,576,44,62,13949,119,62,47,0,0,235,590,134,29,16,6,776,30472,5901,1002,261,118,37751
30908,3180,1088,349,3,4,4626,3865,1423,234,0,5,5529,1659,2093,925,0,12,4690,153,99,24,0,0,288,425,675,313,0,6,1422,16,22,30,0,0,64,24,81,64,0,0,169,36,27,30,0,0,97,2323,3002,1389,5,15,6725,34,26,94,0,0,153,187,131,87,0,0,415,9591,5666,2156,9,24,17446
30909,3021,935,965,47,14,4989,4318,829,689,5,9,5851,1870,1415,2999,0,22,6308,323,240,425,0,4,997,736,442,846,3,12,2035,10,21,96,0,0,133,98,51,130,4,19,298,54,22,42,0,4,120,3092,2191,4551,7,56,9893,50,68,83,3,0,205,319,255,308,3,75,962,10794,4281,6603,69,154,21900
30910,1748,525,2049,50,35,4411,1745,448,1409,9,19,3635,540,561,3986,0,39,5125,0,4,15,0,0,20,210,213,1271,3,20,1709,0,13,42,0,0,53,7,27,157,3,3,196,10,10,95,3,0,120,773,827,5569,7,60,7234,28,29,49,0,0,106,107,43,313,5,16,487,4395,1868,9393,73,136,15868
31001,4574,189,140,41,4,4944,7395,273,19,22,5,7711,3175,1268,60,19,36,4559,1489,301,85,22,7,1894,1234,217,19,5,9,1485,47,70,18,0,4,137,297,58,5,77,9,452,83,24,3,0,0,111,6326,1935,181,129,57,8637,83,92,105,3,0,286,495,92,56,10,12,668,18875,2579,495,207,83,22243
31002,7191,62,62,120,57,7494,7976,12,3,27,20,8040,2709,76,54,0,6,2851,51,11,14,0,0,76,1434,24,8,13,7,1489,23,20,11,0,0,53,213,3,7,80,9,313,158,5,0,6,4,176,4583,138,97,96,31,4947,121,27,14,9,0,172,545,9,19,111,15,694,20413,261,196,369,124,21359
31003,8766,313,52,42,8,9180,12362,182,40,31,14,12625,6480,1465,317,13,52,8321,891,347,180,0,0,1415,1999,290,73,7,11,2370,106,138,76,0,0,326,614,87,16,22,0,743,129,28,5,0,0,163,10215,2351,667,46,62,13343,106,45,3,0,0,150,701,139,39,3,16,888,32146,3027,799,122,98,36192
31004,3621,115,3,17,3,3763,9635,300,11,9,7,9955,7323,1363,57,3,28,8773,624,76,13,0,0,715,1078,159,3,3,3,1249,50,47,4,0,0,107,268,40,3,43,0,353,73,19,0,0,0,86,9408,1702,82,48,33,11277,70,6,0,0,0,81,482,77,3,7,16,580,23226,2205,98,77,54,25662
31101,1418,44,45,44,9,1555,1312,41,7,8,0,1362,798,174,56,6,3,1031,84,53,0,0,0,132,332,47,8,0,0,396,20,15,0,0,0,36,78,14,0,14,3,107,45,3,3,0,0,56,1366,297,68,19,10,1757,21,3,0,0,0,28,134,21,4,7,0,160,4253,403,123,74,16,4864
31102,3024,333,34,20,4,3413,4290,248,65,0,7,4616,2550,1112,401,0,3,4071,454,126,171,0,0,743,678,178,35,0,6,893,13,23,10,0,0,48,73,40,6,0,0,117,45,24,3,0,0,69,3813,1502,622,3,11,5951,52,28,4,0,0,81,286,90,33,3,4,420,11468,2203,763,20,24,14481
31103,4996,180,7,52,8,5243,9652,126,16,16,7,9828,4738,982,28,19,23,5788,611,70,0,3,0,686,1254,134,20,7,8,1424,21,25,18,0,3,66,117,42,14,115,9,301,76,16,11,0,0,109,6822,1265,96,149,41,8377,91,64,0,0,3,162,526,63,6,17,9,619,22097,1697,129,237,66,24223
31104,2823,45,0,3,9,2884,7903,33,0,5,21,7967,1474,89,0,0,0,1567,16,0,0,0,0,16,499,6,0,0,9,510,5,0,0,0,0,7,38,0,0,0,0,36,44,0,0,0,0,39,2066,97,0,4,11,2178,66,0,0,0,0,70,274,0,0,0,8,275,13139,172,3,17,42,13369
31105,4465,143,151,90,6,4852,7614,246,143,4,17,8028,2900,797,293,0,20,4014,473,153,43,0,0,667,823,184,69,4,14,1088,17,25,30,0,0,75,105,36,17,35,0,195,58,6,11,0,0,79,4375,1207,460,41,37,6115,80,11,27,0,0,120,409,53,36,13,13,517,16941,1661,816,147,71,19638
31106,5385,440,118,61,16,6016,7984,718,56,16,6,8788,3417,2140,378,22,16,5974,1165,392,121,9,0,1690,1153,378,88,12,4,1627,36,58,19,0,11,116,137,69,30,44,6,283,72,27,6,0,0,110,5975,3071,641,88,37,9811,66,42,80,0,7,198,479,128,59,13,15,692,19890,4395,950,183,83,25505
31201,2411,25,23,158,21,2642,1952,13,17,18,14,2013,1653,179,232,3,8,2075,179,57,54,0,0,287,572,32,35,9,6,653,49,37,16,0,0,101,1912,234,112,34,9,2302,135,8,15,10,7,169,4491,549,462,62,26,5592,86,3,0,7,3,98,269,34,27,21,26,371,9216,619,526,268,94,10719
31202,10435,382,262,241,45,11364,14167,390,151,66,40,14809,5063,1507,793,11,47,7422,612,419,241,0,5,1279,2512,339,170,29,12,3063,91,102,40,0,0,234,336,93,30,64,15,537,215,35,13,3,5,271,8826,2496,1282,113,84,12809,320,22,65,8,7,428,840,131,114,122,63,1268,34580,3428,1871,545,242,40669
31203,1461,46,56,73,41,1675,2056,87,98,22,21,2285,764,331,344,0,24,1462,47,37,41,0,0,130,392,78,81,3,11,563,9,27,15,0,0,47,71,16,61,11,18,176,35,4,5,0,0,47,1320,494,540,19,54,2427,22,0,6,0,3,24,168,26,60,20,31,312,5024,652,758,134,154,6722
31301,4805,840,137,380,12,6172,2916,208,66,12,10,3215,1603,439,272,3,6,2324,120,146,26,0,0,286,572,172,89,3,6,846,14,91,6,4,0,110,50,30,4,53,3,145,44,16,9,0,0,75,2405,892,409,71,15,3789,43,143,3,4,0,191,274,82,26,32,4,413,10433,2158,636,494,50,13773
31302,4423,159,117,37,8,4741,7265,122,14,6,10,7412,5057,1520,179,3,19,6776,431,361,83,0,0,874,1055,164,102,5,15,1334,42,34,66,0,0,140,113,29,59,29,7,239,77,14,20,0,0,103,6765,2117,507,38,41,9473,61,4,78,0,3,154,393,98,67,11,14,573,18904,2502,791,97,67,22356
31303,1512,3,3,37,8,1562,1584,0,0,10,11,1611,417,27,0,3,3,451,4,0,0,0,0,4,338,4,7,0,3,351,9,0,0,0,0,9,49,0,0,13,3,61,41,0,0,3,0,49,859,28,4,20,8,923,29,0,0,6,0,31,108,5,3,6,3,119,4095,36,16,79,28,4248
31304,5295,106,18,25,5,5449,8598,181,25,4,3,8816,3044,708,101,0,18,3870,408,54,63,0,0,529,803,102,15,3,4,935,30,18,3,0,0,48,120,24,3,61,3,216,63,5,0,0,3,73,4466,906,189,70,33,5671,104,0,6,0,0,110,410,39,6,5,5,463,18871,1238,247,105,48,20509
31305,5374,530,1112,147,22,7182,5659,258,514,14,10,6449,3173,897,1501,0,26,5599,459,271,699,0,0,1426,1015,183,354,16,5,1574,13,41,73,0,0,128,79,34,30,25,0,164,61,16,39,3,3,122,4800,1441,2684,47,37,9014,92,185,101,6,3,383,381,94,159,5,11,649,16299,2506,4564,220,78,23667
31401,8108,317,103,9,11,8549,14020,277,10,10,14,14333,2235,475,15,3,3,2734,112,7,0,0,0,119,880,106,14,0,6,1001,10,9,15,0,0,31,408,46,3,0,0,460,51,4,0,0,0,62,3695,651,43,5,14,4404,75,102,91,0,0,277,339,36,20,3,4,404,26245,1383,268,36,38,27969
