SA3_CODE_2016,M_15_19_yr_Marrd_reg_marrge,M_15_19_yr_Married_de_facto,M_15_19_yr_Not_married,M_15_19_yr_Total,M_20_24_yr_Marrd_reg_marrge,M_20_24_yr_Married_de_facto,M_20_24_yr_Not_married,M_20_24_yr_Total,M_25_34_yr_Marrd_reg_marrge,M_25_34_yr_Married_de_facto,M_25_34_yr_Not_married,M_25_34_yr_Total,M_35_44_yr_Marrd_reg_marrge,M_35_44_yr_Married_de_facto,M_35_44_yr_Not_married,M_35_44_yr_Total,M_45_54_yr_Marrd_reg_marrge,M_45_54_yr_Married_de_facto,M_45_54_yr_Not_married,M_45_54_yr_Total,M_55_64_yr_Marrd_reg_marrge,M_55_64_yr_Married_de_facto,M_55_64_yr_Not_married,M_55_64_yr_Total,M_65_74_yr_Marrd_reg_marrge,M_65_74_yr_Married_de_facto,M_65_74_yr_Not_married,M_65_74_yr_Total,M_75_84_yr_Marrd_reg_marrge,M_75_84_yr_Married_de_facto,M_75_84_yr_Not_married,M_75_84_yr_Total,M_85ov_Marrd_reg_marrge,M_85ov_Married_de_facto,M_85ov_Not_married,M_85ov_Total,M_Tot_Marrd_reg_marrge,M_Tot_Married_de_facto,M_Tot_Not_married,M_Tot_Total,F_15_19_yr_Marrd_reg_marrge,F_15_19_yr_Married_de_facto,F_15_19_yr_Not_married,F_15_19_yr_Total,F_20_24_yr_Marrd_reg_marrge,F_20_24_yr_Married_de_facto,F_20_24_yr_Not_married,F_20_24_yr_Total,F_25_34_yr_Marrd_reg_marrge,F_25_34_yr_Married_de_facto,F_25_34_yr_Not_married,F_25_34_yr_Total,F_35_44_yr_Marrd_reg_marrge,F_35_44_yr_Married_de_facto,F_35_44_yr_Not_married,F_35_44_yr_Total,F_45_54_yr_Marrd_reg_marrge,F_45_54_yr_Married_de_facto,F_45_54_yr_Not_married,F_45_54_yr_Total,F_55_64_yr_Marrd_reg_marrge,F_55_64_yr_Married_de_facto,F_55_64_yr_Not_married,F_55_64_yr_Total,F_65_74_yr_Marrd_reg_marrge,F_65_74_yr_Married_de_facto,F_65_74_yr_Not_married,F_65_74_yr_Total,F_75_84_yr_Marrd_reg_marrge,F_75_84_yr_Married_de_facto,F_75_84_yr_Not_married,F_75_84_yr_Total,F_85ov_Marrd_reg_marrge,F_85ov_Married_de_facto,F_85ov_Not_married,F_85ov_Total,F_Tot_Marrd_reg_marrge,F_Tot_Married_de_facto,F_Tot_Not_married,F_Tot_Total,P_15_19_yr_Marrd_reg_marrge,P_15_19_yr_Married_de_facto,P_15_19_yr_Not_married,P_15_19_yr_Total,P_20_24_yr_Marrd_reg_marrge,P_20_24_yr_Married_de_facto,P_20_24_yr_Not_married,P_20_24_yr_Total,P_25_34_yr_Marrd_reg_marrge,P_25_34_yr_Married_de_facto,P_25_34_yr_Not_married,P_25_34_yr_Total,P_35_44_yr_Marrd_reg_marrge,P_35_44_yr_Married_de_facto,P_35_44_yr_Not_married,P_35_44_yr_Total,P_45_54_yr_Marrd_reg_marrge,P_45_54_yr_Married_de_facto,P_45_54_yr_Not_married,P_45_54_yr_Total,P_55_64_yr_Marrd_reg_marrge,P_55_64_yr_Married_de_facto,P_55_64_yr_Not_married,P_55_64_yr_Total,P_65_74_yr_Marrd_reg_marrge,P_65_74_yr_Married_de_facto,P_65_74_yr_Not_married,P_65_74_yr_Total,P_75_84_yr_Marrd_reg_marrge,P_75_84_yr_Married_de_facto,P_75_84_yr_Not_married,P_75_84_yr_Total,P_85ov_Marrd_reg_marrge,P_85ov_Married_de_facto,P_85ov_Not_married,P_85ov_Total,P_Tot_Marrd_reg_marrge,P_Tot_Married_de_facto,P_Tot_Not_married,P_Tot_Total
12503,3,12,4575,4592,258,164,5095,5509,4761,705,6348,11810,6086,550,2890,9525,5315,481,2415,8207,4483,378,1951,6811,3286,188,1229,4695,1549,53,630,2234,406,18,321,744,26136,2552,25440,54128,38,21,4315,4369,814,244,3958,5014,6473,750,4275,11493,6114,565,2673,9348,5087,518,2724,8325,4007,343,2628,6975,2549,126,1965,4638,1018,27,1664,2712,166,7,1000,1173,26265,2585,25195,54049,36,32,8894,8960,1072,400,9051,10527,11234,1455,10624,23306,12195,1115,5564,18876,10401,995,5136,16532,8490,720,4575,13786,5836,313,3192,9337,2568,80,2293,4943,567,28,1324,1915,52400,5136,50634,108172
12504,0,8,2822,2831,144,201,3846,4190,6994,973,6210,14177,8498,612,2598,11713,4435,421,1912,6767,3422,294,1491,5208,2615,131,928,3679,1395,44,533,1968,312,4,297,611,27812,2700,20637,51142,4,22,2689,2712,477,269,2778,3519,9683,1065,3909,14658,7071,570,2328,9974,4062,418,2331,6806,3153,229,2430,5810,2310,87,1822,4214,942,32,1403,2374,124,4,842,975,27827,2695,20521,51040,7,28,5507,5548,620,466,6624,7711,16674,2040,10121,28838,15570,1184,4924,21688,8494,837,4243,13572,6571,525,3919,11014,4928,220,2746,7888,2332,81,1934,4346,433,12,1140,1585,55639,5390,41156,102185
12601,0,3,1646,1651,17,62,1623,1709,983,201,1520,2702,2285,144,502,2932,2429,156,417,2998,2204,112,394,2712,1451,61,266,1785,743,14,167,923,232,3,107,341,10345,762,6643,17749,0,3,1527,1531,41,80,1523,1640,1275,200,1190,2663,2547,144,558,3252,2576,161,637,3372,2096,105,710,2921,1221,36,556,1813,596,7,533,1138,101,3,391,493,10454,749,7628,18829,0,5,3172,3182,61,143,3150,3351,2257,406,2706,5371,4830,291,1064,6185,5007,323,1049,6375,4305,215,1106,5633,2670,100,828,3599,1341,25,698,2059,330,9,501,833,20799,1517,14269,36581
12602,3,19,3382,3404,73,287,4220,4581,4086,1353,4862,10299,6195,736,1926,8855,5337,501,1691,7534,4375,323,1551,6255,3259,200,923,4379,1727,63,612,2397,560,7,392,959,25620,3479,19560,48667,3,30,3065,3099,220,420,4094,4737,5181,1382,4399,10962,6335,721,2201,9260,5485,483,2330,8299,4367,318,2419,7100,2748,118,1901,4773,1261,28,1767,3048,244,5,1240,1489,25847,3505,23423,52771,8,47,6443,6502,295,713,8314,9317,9266,2731,9261,21265,12531,1460,4127,18113,10824,984,4028,15832,8739,635,3976,13353,6009,319,2831,9158,2986,86,2374,5450,803,13,1635,2449,51468,6985,42987,101436
12701,4,11,3819,3834,106,157,3120,3385,2837,672,3091,6594,4489,486,1513,6495,4562,465,1222,6259,3542,298,958,4795,2097,99,518,2711,860,34,278,1170,142,3,112,259,18637,2225,14630,35494,11,23,3571,3605,329,207,2922,3453,3904,731,2598,7231,4854,524,1635,7010,4370,447,1648,6472,3190,235,1479,4900,1536,75,1066,2679,511,19,819,1357,46,3,327,373,18742,2259,16064,37072,12,34,7393,7436,434,365,6039,6840,6734,1403,5682,13823,9346,1007,3146,13498,8939,917,2872,12727,6730,526,2438,9697,3633,170,1583,5386,1369,52,1104,2525,180,3,439,629,37385,4485,30699,72567
12702,6,17,6548,6569,277,150,6520,6952,3397,616,7333,11347,5701,718,3725,10147,7590,698,3379,11668,7445,547,2675,10666,4939,258,1393,6594,2417,70,824,3316,600,14,369,986,32376,3096,32776,68242,42,25,6073,6144,719,230,5575,6528,5203,732,6020,11954,6737,803,4025,11569,7351,666,4325,12331,6951,480,4078,11512,3863,160,2812,6832,1507,37,2330,3877,193,7,1174,1371,32569,3143,36407,72124,51,35,12622,12716,998,384,12095,13476,8602,1346,13356,23303,12440,1523,7750,21713,14939,1364,7697,24002,14395,1029,6761,22182,8801,422,4202,13425,3927,110,3148,7190,794,20,1544,2356,64946,6237,69183,140363
12703,0,17,3751,3764,128,165,3246,3538,3259,762,3497,7510,5409,593,1788,7792,4866,501,1569,6934,3585,284,1234,5111,2405,137,733,3276,1094,40,391,1529,235,7,171,411,20980,2504,16382,39862,19,26,3414,3452,456,234,2886,3580,4609,875,2887,8362,5700,588,1886,8174,4398,469,2007,6873,3248,259,1859,5367,1926,84,1465,3478,667,19,1125,1805,91,8,551,649,21104,2563,18077,41744,19,38,7157,7219,577,405,6134,7117,7863,1629,6378,15877,11109,1179,3673,15962,9266,968,3574,13805,6834,551,3098,10474,4339,220,2201,6756,1757,58,1519,3337,321,12,724,1060,42081,5064,34458,81604
12801,3,7,2967,2979,32,174,2645,2850,1975,1331,2658,5966,4338,788,1509,6641,4493,666,1654,6813,4176,431,1429,6044,3306,196,897,4402,1902,67,560,2520,621,18,377,1021,20847,3687,14694,39232,3,22,2906,2929,73,325,2366,2762,2741,1437,2316,6498,4778,711,1563,7059,4725,653,1868,7247,4061,395,1966,6422,2954,152,1822,4929,1464,37,1640,3143,311,7,1281,1597,21111,3734,17724,42575,3,32,5875,5911,107,496,5005,5612,4719,2768,4971,12463,9118,1502,3074,13691,9219,1317,3518,14059,8240,827,3395,12462,6260,350,2720,9332,3365,99,2201,5664,931,28,1654,2618,41961,7425,32416,81806
12802,0,10,3417,3426,62,138,2961,3163,2193,904,2497,5597,5052,686,1179,6915,5001,604,1220,6825,4873,367,996,6235,3514,151,654,4318,1431,50,397,1876,349,7,225,581,22473,2921,13544,38940,0,26,3133,3160,114,233,2612,2962,2916,959,2003,5877,5487,765,1295,7548,5257,554,1710,7515,4749,329,1545,6627,3005,110,1460,4578,1018,30,1089,2132,164,8,710,878,22717,3009,15562,41278,0,34,6554,6590,179,371,5571,6123,5115,1860,4505,11473,10539,1450,2468,14464,10254,1154,2934,14339,9621,700,2541,12863,6525,258,2113,8896,2442,79,1479,4006,515,10,933,1462,45188,5931,29105,80221
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101,0,26,2990,3020,53,446,2719,3217,1886,1430,2435,5745,3232,799,1436,5462,3378,649,1598,5629,3352,404,1383,5136,2648,192,981,3820,1371,71,513,1953,334,8,245,585,16251,4011,14301,34564,3,56,2730,2788,117,665,2523,3298,2389,1408,2351,6143,3479,812,1855,6148,3514,660,2241,6415,3288,346,2166,5801,2460,141,1842,4441,1011,30,1474,2520,156,6,884,1044,16415,4126,18061,38603,3,84,5718,5803,170,1108,5239,6517,4266,2839,4784,11889,6706,1609,3287,11608,6893,1310,3846,12042,6638,745,3552,10943,5111,335,2817,8263,2382,98,1990,4470,489,9,1127,1632,32663,8140,32362,73165
20102,0,3,684,682,6,47,431,486,314,209,385,907,791,328,316,1433,1052,343,494,1890,1195,239,561,1990,1062,106,451,1618,420,21,214,652,67,3,84,162,4915,1295,3614,9826,0,8,632,642,19,59,356,438,415,258,328,1004,885,306,407,1606,1176,342,511,2029,1199,226,626,2054,947,64,539,1546,267,10,345,630,41,4,222,263,4954,1284,3965,10205,0,6,1318,1322,22,108,783,921,727,464,714,1910,1677,639,721,3039,2235,686,1005,3916,2390,468,1190,4045,2010,171,981,3167,692,28,559,1280,106,6,307,425,9861,2582,7581,20031
20103,0,5,642,646,15,72,404,490,252,211,343,803,560,207,376,1143,770,212,503,1487,1062,165,607,1834,1038,101,531,1676,501,27,280,812,109,3,91,205,4317,1002,3783,9098,3,16,548,560,31,108,328,465,380,245,327,949,649,193,331,1166,880,212,500,1598,1072,157,603,1826,976,71,565,1617,319,18,435,769,52,0,240,286,4356,1021,3873,9245,3,17,1186,1208,47,180,730,958,630,452,670,1752,1205,397,710,2311,1657,423,1003,3087,2135,324,1207,3668,2017,179,1100,3293,825,43,715,1583,158,0,331,492,8670,2021,7658,18350
20201,3,20,2712,2729,87,503,2327,2914,1822,1286,2169,5276,2777,680,1353,4806,2849,571,1515,4937,3042,328,1381,4753,2489,132,907,3528,1405,47,521,1980,341,13,270,615,14821,3566,13153,31540,8,73,2521,2607,145,678,2236,3057,2311,1307,2179,5796,2990,680,1757,5430,3021,540,1968,5529,3061,281,2028,5368,2280,113,1641,4037,1069,31,1289,2379,178,7,763,952,15054,3716,16384,35149,8,89,5236,5338,229,1182,4560,5972,4133,2596,4346,11075,5761,1360,3114,10234,5870,1108,3481,10461,6102,607,3405,10117,4772,250,2543,7564,2471,75,1808,4357,520,18,1035,1567,29871,7284,29531,66687
20202,0,9,1242,1248,19,87,700,807,474,368,650,1497,1363,448,505,2317,1746,472,771,2991,1917,387,911,3215,1683,211,705,2597,782,34,340,1160,183,5,137,326,8171,2029,5957,16156,0,10,1157,1170,37,139,556,729,665,422,577,1659,1555,534,586,2671,1994,465,918,3384,1877,339,1064,3280,1487,164,974,2631,550,31,646,1226,95,0,336,437,8257,2107,6818,17187,0,13,2394,2414,51,228,1261,1542,1146,791,1231,3163,2918,985,1087,4989,3744,938,1688,6369,3793,732,1977,6500,3170,377,1677,5233,1326,65,983,2379,272,8,479,760,16432,4132,12776,33344
20203,0,3,291,295,7,17,137,165,110,76,141,328,313,81,141,536,426,73,224,724,554,89,283,922,452,33,266,750,185,15,115,314,45,0,60,107,2092,386,1661,4137,0,3,287,284,5,30,124,156,185,77,97,362,344,77,99,528,487,97,181,761,541,73,206,818,371,29,188,586,141,8,184,333,22,0,92,117,2104,392,1453,3945,0,3,575,582,12,50,257,320,296,153,240,686,657,163,243,1062,910,168,406,1486,1097,158,484,1744,821,58,452,1339,328,18,299,651,67,3,150,217,4192,778,3115,8082
20301,0,7,611,616,8,38,370,411,357,173,257,785,819,197,182,1194,893,140,251,1278,810,112,248,1176,615,37,163,820,210,12,73,292,31,0,32,62,3740,718,2184,6641,0,3,517,523,14,57,253,329,480,205,230,914,882,204,207,1292,962,151,216,1321,787,83,241,1108,513,36,188,728,151,5,128,281,12,3,77,89,3801,741,2053,6591,0,5,1130,1138,28,98,621,741,831,377,488,1694,1698,403,387,2486,1851,292,458,2608,1599,198,491,2285,1126,66,352,1548,364,16,196,574,43,3,105,158,7536,1456,4238,13228
20302,7,31,5218,5253,118,717,5134,5969,3662,2466,4826,10948,6138,1449,2692,10287,6266,1077,3140,10477,6151,704,2581,9431,5001,309,1724,7035,2715,89,995,3795,772,20,553,1342,30827,6851,26869,64553,12,79,4982,5069,258,978,4543,5776,4680,2567,4399,11649,6566,1356,3376,11293,6552,1106,3967,11626,6040,610,3840,10485,4615,227,3238,8080,2117,55,2720,4894,376,8,1680,2066,31214,6982,32750,70946,15,113,10198,10324,374,1691,9683,11748,8341,5032,9226,22597,12710,2808,6072,21583,12815,2184,7109,22104,12190,1313,6414,19920,9615,534,4963,15115,4831,141,3717,8690,1152,26,2237,3410,62043,13832,59618,135495
20303,0,4,1822,1832,11,104,1225,1340,1043,698,1046,2787,2603,631,735,3973,2621,474,813,3908,2913,386,911,4209,2710,186,659,3559,1276,50,356,1687,298,12,200,504,13482,2544,7757,23791,0,12,1635,1651,33,174,943,1147,1478,788,1038,3301,2797,674,897,4369,2809,537,1206,4546,3022,349,1292,4662,2475,152,1232,3859,965,26,939,1924,131,6,594,736,13698,2722,9772,26196,3,20,3460,3482,43,274,2166,2483,2515,1482,2090,6084,5402,1308,1629,8340,5427,1012,2013,8458,5934,734,2202,8868,5190,337,1890,7421,2238,74,1290,3610,431,18,794,1240,27186,5270,17530,49982
20401,0,9,1308,1321,12,156,905,1079,648,545,876,2071,1351,465,582,2398,1732,444,976,3152,2106,342,1087,3534,1963,215,913,3093,941,43,409,1396,219,14,175,409,8977,2233,7241,18448,3,26,1175,1201,47,233,697,976,886,566,738,2195,1494,507,728,2738,1882,454,1007,3348,2211,299,1055,3562,1796,152,970,2919,648,27,804,1477,85,8,411,498,9050,2268,7596,18911,3,36,2490,2521,60,388,1606,2050,1537,1115,1613,4266,2845,972,1315,5131,3616,895,1987,6498,4318,645,2137,7101,3764,371,1882,6015,1593,65,1218,2874,301,17,588,901,18024,4500,14836,37365
20402,0,11,1209,1219,29,175,716,911,603,435,713,1754,1263,318,554,2137,1596,319,764,2686,1872,243,814,2937,1618,120,673,2410,900,51,321,1275,257,3,169,431,8137,1689,5938,15757,3,29,1118,1150,45,233,570,842,813,451,696,1962,1408,316,706,2432,1726,316,938,2982,1945,243,978,3165,1537,111,896,2538,683,14,771,1459,113,10,514,635,8265,1711,7193,17177,3,38,2329,2371,74,400,1280,1758,1416,890,1412,3714,2668,633,1266,4571,3330,640,1704,5673,3817,485,1799,6100,3153,234,1565,4951,1580,66,1089,2736,372,17,683,1066,16404,3401,13129,32936
20403,0,33,1920,1948,49,274,1211,1540,1126,787,1198,3115,2052,564,837,3456,2507,517,1100,4127,2699,381,1091,4169,2214,171,722,3106,1027,50,360,1437,232,5,161,403,11920,2778,8598,23293,3,65,1751,1820,112,372,908,1393,1539,844,1177,3558,2306,593,1034,3927,2669,520,1287,4479,2737,324,1344,4405,1912,132,1146,3187,715,32,893,1638,119,4,481,600,12103,2876,10029,25006,4,98,3669,3771,165,643,2122,2931,2665,1631,2371,6671,4360,1155,1867,7384,5178,1040,2386,8604,5435,704,2434,8579,4128,297,1865,6293,1738,77,1255,3072,346,13,645,1004,24026,5655,18623,48299
20501,0,8,1421,1430,34,160,912,1109,892,556,776,2226,1417,344,552,2314,1725,349,677,2748,1896,247,692,2836,1778,102,472,2352,858,27,303,1187,180,0,120,303,8784,1802,5922,16505,3,22,1317,1344,71,214,787,1077,1125,594,776,2497,1582,371,664,2619,1885,348,851,3088,1946,222,910,3074,1616,76,764,2455,552,19,675,1248,85,7,364,455,8873,1871,7111,17856,3,32,2735,2771,107,377,1701,2184,2020,1148,1548,4720,2997,716,1218,4929,3615,697,1529,5840,3840,465,1603,5915,3389,184,1231,4808,1410,46,981,2440,269,4,481,755,17659,3672,13032,34357
20502,3,9,1063,1073,24,140,600,756,556,399,611,1565,866,356,538,1765,1298,300,706,2308,1762,309,850,2923,2089,202,813,3104,1055,52,418,1523,215,12,165,388,7864,1781,5761,15410,3,31,918,955,44,192,480,716,714,438,584,1737,1065,335,610,2011,1505,360,840,2698,1927,303,940,3170,1924,147,839,2902,741,37,795,1572,86,0,425,512,8003,1844,6433,16283,3,44,1985,2027,70,324,1076,1474,1272,835,1196,3299,1924,692,1146,3769,2803,665,1541,5007,3690,610,1797,6101,4008,351,1649,6014,1794,87,1217,3096,302,12,586,901,15868,3622,12196,31689
20503,0,13,1535,1553,24,159,784,963,775,607,889,2270,1509,450,705,2659,1991,489,1034,3516,2377,390,1179,3942,2594,202,924,3720,1235,37,490,1767,309,10,232,549,10808,2354,7764,20931,3,36,1335,1371,63,259,652,971,1045,611,851,2509,1718,502,832,3051,2126,478,1145,3745,2518,384,1417,4329,2394,162,1347,3898,870,40,1029,1929,158,5,560,715,10888,2467,9164,22522,4,52,2868,2917,90,419,1431,1936,1817,1215,1748,4776,3224,948,1540,5710,4122,963,2175,7263,4891,776,2597,8268,4989,365,2267,7616,2104,74,1518,3699,467,12,787,1266,21700,4822,16934,43453
20504,0,18,2011,2027,61,377,1537,1977,1200,907,1631,3741,1881,539,1121,3548,2237,500,1379,4113,2665,316,1317,4294,2095,153,849,3100,1071,41,450,1567,269,4,182,457,11481,2857,10484,24820,3,58,1810,1869,86,524,1422,2027,1605,909,1627,4138,2082,550,1269,3906,2439,508,1523,4465,2690,290,1504,4486,1861,109,1275,3245,778,28,1063,1867,105,6,545,655,11648,2985,12029,26662,4,78,3817,3896,146,903,2963,4006,2809,1811,3259,7881,3964,1097,2390,7453,4671,1005,2903,8584,5356,608,2819,8781,3957,263,2126,6340,1852,75,1505,3433,376,13,730,1119,23130,5845,22512,51487
20505,0,11,1149,1158,23,152,743,914,702,457,703,1864,1144,315,509,1966,1347,299,659,2300,1728,249,744,2717,1461,117,576,2151,665,21,302,994,158,3,132,296,7223,1617,5514,14354,0,32,1050,1083,43,228,521,799,940,478,675,2087,1265,336,557,2163,1561,297,745,2604,1780,224,832,2838,1260,81,719,2051,458,19,601,1081,81,0,350,433,7393,1696,6059,15142,0,41,2199,2236,65,383,1264,1709,1642,929,1379,3948,2410,654,1066,4128,2906,601,1405,4912,3507,472,1575,5556,2718,195,1293,4203,1125,38,906,2073,242,3,481,728,14614,3313,11565,29492
20601,0,15,1541,1557,43,268,2915,3226,1878,2302,5176,9357,3075,1358,1967,6399,2486,690,1415,4588,1707,343,1067,3114,1228,126,628,1985,948,25,396,1369,320,0,208,530,11683,5135,15305,32118,5,27,1518,1546,147,411,3273,3831,2348,2421,4932,9701,3134,1326,2159,6615,2442,601,1741,4777,1718,323,1531,3581,1144,81,1109,2334,715,16,1095,1829,136,9,591,735,11791,5209,17946,34948,5,44,3056,3106,193,678,6187,7058,4233,4723,10108,19055,6205,2685,4118,13012,4922,1293,3150,9367,3425,662,2599,6691,2375,204,1737,4321,1661,43,1490,3197,455,10,798,1264,23472,10341,33252,67073
20602,0,4,1039,1045,15,100,1322,1431,895,1152,2270,4314,1905,792,1036,3729,1777,480,914,3169,1061,320,702,2093,727,99,390,1219,596,30,272,898,161,3,118,281,7134,2973,8067,18172,0,3,971,976,51,186,1465,1701,1143,1280,2583,5002,2019,874,1374,4262,1808,567,1186,3560,1005,321,956,2284,680,88,648,1415,433,22,684,1131,63,3,366,432,7203,3340,10231,20771,0,9,2012,2020,63,285,2784,3132,2039,2432,4847,9318,3929,1662,2407,7993,3584,1050,2102,6735,2068,642,1661,4374,1412,184,1040,2632,1028,47,955,2025,224,5,481,714,14333,6313,18291,38946
20603,0,13,1633,1646,29,163,2103,2299,1578,1169,2543,5286,2527,565,1132,4215,2576,405,1012,3990,1952,244,897,3099,1171,92,558,1819,591,30,254,872,212,3,181,396,10637,2678,10309,23619,0,14,1699,1721,85,253,1984,2321,1991,1194,2716,5903,2691,540,1369,4602,2582,339,1374,4298,1857,222,1312,3390,990,58,900,1947,466,14,813,1291,88,0,527,620,10749,2637,12705,26091,0,30,3326,3359,120,410,4088,4619,3563,2363,5264,11189,5214,1100,2499,8813,5160,741,2391,8289,3812,468,2213,6493,2156,148,1455,3762,1058,42,1062,2160,299,3,710,1015,21388,5311,23009,49711
20604,0,84,3179,3264,131,1101,9726,10958,3977,3914,10618,18510,2887,1323,2743,6956,1696,624,1596,3913,1571,360,1118,3049,1206,182,700,2086,486,35,294,817,109,14,114,243,12062,7640,30090,49798,3,115,4235,4351,287,1427,11532,13247,4725,3814,10294,18828,2561,962,2764,6286,1695,435,2014,4152,1503,248,1525,3273,1017,80,1017,2121,308,18,529,860,45,0,251,297,12140,7096,34168,53406,6,197,7414,7612,419,2528,21260,24208,8702,7726,20914,37341,5449,2283,5514,13248,3389,1058,3609,8058,3074,613,2637,6324,2222,264,1724,4208,794,52,824,1676,149,16,370,539,24204,14739,64262,103203
20605,4,12,1211,1230,61,389,2034,2485,2112,3401,5087,10599,3171,1788,2701,7666,2326,1038,2222,5588,1885,597,1696,4181,1529,265,1039,2833,706,49,431,1194,194,14,203,406,11985,7564,16628,36173,8,26,1277,1308,117,606,2279,3008,2806,3514,5275,11593,3090,1412,3372,7866,2393,864,2656,5910,1845,395,2095,4337,1297,163,1468,2927,463,25,902,1385,96,10,428,535,12118,7012,19752,38879,10,43,2484,2538,180,998,4311,5491,4920,6915,10365,22193,6262,3201,6075,15535,4719,1901,4876,11500,3732,997,3791,8522,2824,430,2504,5763,1172,77,1336,2581,286,23,628,941,24104,14575,36378,75053
20606,0,18,850,866,29,321,1797,2144,1392,2356,3766,7515,1556,805,1430,3789,1336,450,1037,2825,1231,233,765,2230,1241,125,531,1895,743,37,300,1080,226,7,166,393,7756,4360,10633,22745,0,29,1015,1041,63,455,2310,2828,1763,2261,4175,8205,1572,513,1758,3840,1401,272,1245,2914,1268,156,1232,2647,1166,75,1036,2271,546,19,852,1415,91,7,477,572,7861,3788,14086,25734,3,39,1868,1911,90,781,4102,4969,3155,4621,7942,15722,3119,1320,3181,7627,2738,720,2282,5743,2497,383,2000,4878,2406,202,1565,4175,1290,60,1145,2494,311,13,637,965,15613,8147,24720,48483
20607,3,6,1138,1152,24,319,2288,2629,1522,3397,6165,11084,2374,1623,2220,6210,1868,843,1643,4353,1460,514,1149,3120,1212,197,713,2130,578,38,375,995,176,11,149,332,9218,6945,15840,32009,3,12,1199,1213,79,508,2804,3386,2027,3505,6438,11978,2414,1208,2491,6111,1810,655,1788,4251,1478,368,1669,3514,1021,124,1275,2414,407,25,892,1323,72,4,386,461,9310,6406,18939,34650,5,24,2333,2369,106,823,5095,6018,3554,6906,12605,23060,4781,2831,4712,12323,3678,1497,3426,8600,2933,878,2819,6629,2237,327,1984,4540,987,58,1266,2311,248,13,536,798,18528,13354,34778,66657
20701,5,23,5443,5463,57,327,5735,6115,2700,2032,5244,9976,6068,949,1709,8724,7896,752,1645,10293,6419,463,1367,8249,4482,240,1011,5731,2238,81,656,2970,726,25,442,1188,30580,4885,23249,58715,4,14,5406,5426,112,489,5280,5888,3520,2003,4837,10360,7067,904,2415,10390,8429,729,2889,12050,6090,400,2638,9129,3985,179,2429,6592,1626,38,2100,3767,354,10,1572,1931,31186,4771,29568,65527,9,36,10849,10895,168,815,11015,11998,6218,4035,10084,20333,13142,1852,4118,19114,16328,1483,4535,22340,12509,867,4003,17380,8462,418,3441,12323,3862,119,2759,6740,1076,31,2016,3121,61769,9655,52818,124247
20702,0,3,2761,2765,20,97,2611,2728,1713,541,2723,4984,3532,353,1101,4979,4065,309,1101,5480,3740,245,771,4758,3416,102,513,4026,2508,59,469,3031,615,20,266,895,19610,1728,12305,33641,0,7,2525,2533,68,151,2286,2500,2278,590,2237,5101,3933,343,1264,5539,4336,318,1620,6272,3809,196,1448,5449,3382,98,1423,4897,1736,27,1624,3391,261,4,872,1137,19790,1734,15289,36819,0,7,5285,5296,88,244,4894,5225,3992,1135,4960,10077,7464,694,2361,10516,8403,629,2718,11754,7542,444,2225,10207,6791,202,1935,8928,4240,84,2091,6418,871,29,1134,2035,39397,3465,27597,70456
20703,3,20,3129,3157,64,256,4316,4629,2298,940,3656,6890,4004,465,1232,5711,4183,368,1280,5831,3279,273,1112,4668,2332,140,654,3125,1662,41,453,2158,540,7,389,944,18366,2517,16224,37103,0,30,3092,3126,120,340,3683,4146,2847,927,3164,6939,4428,439,1511,6378,4335,401,1906,6643,3093,240,1937,5265,2196,108,1566,3871,1283,29,1676,2990,292,3,1181,1481,18604,2503,19721,40831,7,50,6222,6282,184,592,8004,8778,5147,1863,6818,13825,8432,906,2745,12085,8520,768,3185,12476,6372,515,3049,9933,4534,245,2217,6992,2944,70,2130,5142,835,13,1570,2422,36971,5021,35943,77941
20801,0,4,3054,3054,14,75,2232,2323,1003,690,1650,3339,3715,662,795,5170,5108,653,1059,6820,3995,423,1040,5459,3037,228,749,4013,1414,63,481,1955,529,17,339,885,18816,2810,11401,33028,0,9,2766,2775,25,113,2045,2184,1495,783,1543,3822,4348,714,1185,6253,5488,627,1683,7793,3846,401,1747,5993,2698,144,1690,4537,1033,42,1382,2455,275,10,1218,1503,19215,2849,15247,37308,0,12,5815,5828,35,188,4274,4508,2496,1470,3194,7166,8070,1376,1977,11425,10599,1275,2738,14612,7839,823,2790,11448,5738,378,2433,8546,2449,103,1859,4412,803,30,1562,2393,38027,5653,26649,70330
