SA3_CODE_2016,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4_m_sty_blk_Ds,OPDs_F_ap_I_4_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
21104,16309,46399,3746,7348,1203,3198,4947,10548,242,465,80,156,255,434,10,11,587,1074,0,0,0,0,0,0,18,40,14,44,50,96,21908,58149,1651,..,23556,58149
21105,48290,132982,2139,3480,512,1049,2647,4531,179,318,49,87,8,12,8,14,243,429,115,156,95,127,18,44,39,101,264,430,198,462,51646,138836,4689,..,56329,138836
21201,28378,82953,1771,3456,556,1291,2330,4746,138,198,0,0,0,0,0,5,137,206,31,39,78,109,11,12,12,35,128,197,81,189,31055,88292,2427,..,33484,88292
21202,37037,114118,2905,6412,1133,3124,4043,9531,485,791,0,0,3,9,0,0,490,808,35,41,80,118,0,0,99,274,205,434,61,160,41836,125048,2827,..,44665,125048
21203,45421,148391,3571,8879,703,1993,4270,10873,419,817,38,61,11,24,4,7,470,920,11,11,17,23,3,12,20,54,55,104,72,171,50285,160462,2950,..,53239,160462
21204,43648,136116,7618,18360,2882,8662,10497,27024,4691,10502,588,1229,341,711,17,41,5635,12492,141,166,108,175,10,24,183,532,445,900,154,339,60375,176870,4317,..,64696,176870
21205,43073,125015,4697,11399,4013,11933,8712,23340,5418,12724,914,1724,1095,1870,8,14,7431,16333,3,12,3,3,4,3,38,85,41,105,206,475,59458,165259,5342,..,64801,165259
21301,47925,148685,4803,12226,2888,8538,7691,20763,2441,5445,149,283,108,250,34,71,2728,6046,5,13,23,28,3,3,78,238,109,279,112,280,58564,176054,4093,..,62654,176054
21302,20110,54938,4423,9465,3881,10234,8305,19695,1721,2949,200,310,301,518,0,0,2224,3781,23,38,20,21,5,10,75,166,122,234,103,224,30862,78872,2719,..,33583,78872
21303,15576,43640,2543,5416,4878,13250,7422,18667,3203,6273,1567,2955,2380,4266,36,81,7182,13572,0,5,14,28,0,0,162,381,174,417,131,235,30481,76524,2962,..,33445,76524
21304,41900,130183,3858,8696,1498,4185,5356,12885,267,503,47,98,93,190,4,6,411,797,47,66,82,114,4,7,24,71,156,261,106,256,47926,144383,3193,..,51115,144383
21305,57312,182432,7155,19096,2374,6613,9532,25706,1402,3084,42,65,81,145,4,3,1527,3299,107,147,6,20,0,6,18,50,130,229,87,204,68588,211870,5216,..,73806,211870
21401,39300,106024,6744,11602,1799,3806,8550,15408,1121,1774,136,199,71,99,9,9,1343,2079,26,51,363,471,0,4,46,118,436,645,67,127,49687,124287,4169,..,53858,124287
21402,48672,124336,4403,7306,1374,2900,5776,10204,2622,4084,52,86,23,49,8,13,2706,4236,133,180,299,406,14,31,22,59,472,669,167,311,57791,139762,27890,..,85684,139762
21501,21241,49255,788,1133,21,39,807,1174,812,1132,3,5,0,0,0,4,820,1141,57,84,27,43,12,23,80,159,181,317,165,344,23215,52227,4626,..,27837,52227
21502,16631,43192,1650,2714,61,113,1709,2828,1142,1748,0,0,0,0,0,0,1146,1745,109,161,87,164,7,15,23,40,224,377,106,239,19817,48391,2368,..,22180,48391
21503,12662,30605,312,479,8,18,322,499,577,882,0,0,0,3,3,0,579,886,86,149,35,59,10,27,50,109,189,355,122,287,13869,32632,2187,..,16063,32632
21601,12486,31117,768,1146,17,30,786,1173,442,642,0,0,0,0,5,9,446,648,63,84,39,58,4,12,27,60,124,211,52,133,13899,33281,1991,..,15885,33281
21602,9853,24107,310,460,25,57,329,520,497,706,0,0,3,3,3,3,496,709,38,53,35,67,4,11,24,57,105,184,108,217,10899,25737,2017,..,12917,25737
21603,19842,52369,2066,3569,97,196,2156,3766,144,226,21,30,0,0,0,0,166,258,113,154,141,195,12,18,41,117,303,487,53,141,22527,57021,2462,..,24988,57021
21701,13029,30110,354,486,24,45,380,537,360,478,6,6,8,5,4,10,371,499,27,41,20,28,3,9,49,106,100,180,116,218,13991,31540,2965,..,16958,31540
21703,12961,31262,625,853,39,69,667,921,190,277,0,0,0,0,0,0,188,279,26,40,26,58,4,12,39,91,103,205,111,253,14030,32917,4222,..,18255,32917
21704,15995,41002,1294,1965,334,612,1627,2576,588,846,75,96,0,0,0,3,666,945,21,45,72,120,3,6,35,70,129,247,104,229,18519,44998,3268,..,21784,44998
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
29999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
30101,21259,61791,1086,1706,1670,3368,2749,5072,443,747,45,78,3,8,0,0,489,835,71,98,213,301,4,7,25,78,318,486,41,82,24854,68269,1537,..,26391,68269
30102,25419,70073,1391,2269,938,1929,2329,4201,1442,2181,207,372,225,354,0,0,1877,2907,45,73,13,33,6,20,14,29,87,148,186,352,29895,77684,3951,..,33843,77684
30103,19642,55344,1155,1843,2422,5547,3581,7387,721,1048,322,524,30,53,3,4,1074,1620,3,7,109,186,0,0,9,24,122,215,66,137,24484,64710,1801,..,26282,64710
30201,11834,33792,413,718,1527,3281,1942,3998,254,427,292,516,81,113,3,11,629,1064,3,9,0,8,4,6,4,8,10,30,42,93,14451,38986,1011,..,15462,38986
30202,19217,51862,922,1333,1964,4040,2887,5371,1681,2855,1696,3053,1160,1963,0,3,4533,7875,103,131,63,89,0,0,11,18,178,240,107,203,26918,65550,2285,..,29201,65550
30203,9227,25303,267,476,1313,2873,1580,3346,1402,2404,1483,2747,1206,2150,3,3,4096,7305,0,0,0,0,3,3,17,44,21,46,54,111,14971,36112,1385,..,16357,36112
30204,16347,44491,1374,2348,1691,3932,3058,6283,1523,2707,341,577,160,257,0,3,2018,3549,19,30,112,133,0,0,36,53,169,219,104,212,21695,54755,1526,..,23224,54755
30301,13540,38737,498,946,2591,5666,3089,6608,439,746,375,627,304,574,0,0,1123,1946,115,160,3,3,0,0,7,15,121,183,52,108,17923,47587,1373,..,19292,47587
30302,14098,40345,151,311,2591,5627,2750,5939,4181,7374,4481,8166,1708,3145,10,26,10380,18721,3,3,4,3,0,0,131,352,139,357,145,295,27513,65656,2751,..,30266,65656
30303,18486,55771,398,908,2451,6453,2853,7366,820,1563,723,1432,479,1028,7,12,2032,4036,90,125,293,464,0,3,11,36,400,632,98,215,23864,68014,1713,..,25580,68014
30304,10673,30498,347,728,1008,2374,1356,3105,881,1621,436,823,27,69,3,4,1353,2513,0,0,0,3,0,0,4,13,6,16,72,137,13455,36269,1044,..,14503,36269
30305,15604,49566,348,797,2351,6407,2698,7208,154,305,25,50,3,8,3,3,181,366,32,43,17,24,5,6,13,34,67,107,34,78,18582,57326,1088,..,19675,57326
30306,12498,40234,442,984,2226,6580,2670,7565,94,179,0,3,7,11,4,4,106,204,3,8,74,102,0,3,7,10,84,125,125,188,15479,48315,1023,..,16501,48315
30401,10134,29565,135,228,647,1425,780,1653,59,64,0,0,3,7,0,0,56,76,0,0,0,0,0,0,4,13,4,13,7,22,10985,31315,684,..,11668,31315
30402,14108,42430,278,412,215,452,491,866,44,99,20,29,4,11,0,0,67,142,0,0,3,8,0,3,3,15,8,24,29,64,14709,43520,994,..,15698,43520
30403,9231,27222,142,263,1357,3202,1496,3468,1845,3833,3341,7029,1951,4177,3,3,7144,15048,0,0,0,7,0,0,8,17,14,23,135,320,18023,46082,1803,..,19828,46082
30404,14636,41849,264,398,673,1297,938,1692,1206,2135,508,831,140,206,3,3,1858,3175,3,5,0,3,0,0,0,12,3,15,44,93,17485,46818,1216,..,18703,46818
30501,4629,13354,102,234,968,2227,1066,2452,2804,4724,4135,7542,14458,28540,13,25,21407,40840,0,0,21,49,53,65,35,82,110,200,202,373,27418,57217,4533,..,31944,57217
30502,8386,24305,156,306,2254,5057,2413,5365,1803,3029,1864,3320,625,1154,5,21,4300,7520,0,0,0,0,0,0,6,14,6,14,54,129,15158,37327,1838,..,16995,37327
30503,14750,42344,281,512,2363,5085,2642,5595,3830,6682,5751,10334,6722,12368,9,22,16318,29406,3,13,11,22,0,0,40,84,59,122,230,417,33995,77874,4729,..,38723,77874
30504,12387,36088,71,118,975,2038,1051,2154,1903,3313,2662,4990,2272,4276,3,17,6843,12593,10,21,3,5,0,0,43,87,54,115,90,167,20419,51123,2333,..,22749,51123
30601,14799,41097,779,1436,857,1457,1630,2890,1035,1827,943,1819,166,287,6,17,2149,3944,79,154,62,96,6,22,3,9,151,283,155,292,18888,48506,2367,..,21256,48506
30602,23879,67477,2036,3771,1650,3182,3690,6951,4282,7674,2230,4357,896,1764,8,14,7419,13806,145,239,125,181,5,11,83,197,353,620,250,450,35584,89313,3868,..,39455,89313
30603,10747,27858,252,597,48,95,295,687,750,1466,24,42,21,48,3,3,804,1560,197,349,49,73,77,228,138,258,464,900,101,216,12407,31219,2026,..,14434,31219
30604,3000,7477,229,432,242,496,475,930,382,668,70,146,29,54,0,0,480,868,69,125,38,64,12,18,26,54,144,252,75,180,4175,9711,899,..,5078,9711
30605,13530,33987,312,524,47,70,359,588,599,962,3,5,51,73,0,3,655,1044,231,365,35,53,48,82,44,96,362,601,87,198,14985,36415,2271,..,17259,36415
30701,13789,34750,425,803,58,99,481,906,539,900,0,0,12,21,3,11,557,929,121,223,26,43,30,56,54,117,232,439,164,373,15218,37403,4088,..,19310,37403
30702,13871,36155,247,365,27,47,276,413,306,464,3,3,0,3,0,6,317,468,91,132,18,68,15,35,38,73,159,304,121,341,14742,37689,2003,..,16745,37689
30703,13764,34403,693,1043,43,96,740,1132,338,508,0,0,0,0,3,7,344,517,105,166,42,64,24,55,33,76,206,357,93,210,15144,36618,2265,..,17403,36618
30801,7734,21927,278,508,71,145,351,655,514,849,3,0,0,0,0,3,516,851,128,245,18,37,66,118,20,38,238,440,311,738,9155,24618,2818,..,11971,24618
30803,35801,94427,1825,2963,634,1020,2465,3982,1642,2613,100,168,155,260,16,27,1909,3071,314,512,136,218,71,132,46,128,565,984,281,516,41029,102986,6477,..,47502,102986
30804,4602,12159,45,66,15,40,64,112,181,298,0,0,0,0,0,4,183,306,55,91,14,23,4,6,12,21,83,134,42,90,4965,12799,1209,..,6172,12799
30805,18624,50697,431,741,561,1117,989,1856,947,1515,156,237,231,380,0,0,1340,2143,266,439,35,69,34,72,15,53,357,631,69,130,21378,55450,5087,..,26463,55450
30901,11520,31741,1708,3189,3150,6680,4856,9869,1838,3403,3158,5754,2648,4896,5,14,7643,14070,21,39,76,105,3,5,17,55,116,198,85,156,24223,56020,4251,..,28470,56020
30902,10718,30169,1369,2446,2375,5188,3746,7636,1814,3117,2335,4109,1688,3071,8,9,5841,10310,103,186,21,26,0,0,23,51,141,265,85,191,20529,48574,2993,..,23519,48574
30903,11536,30193,4115,8277,4421,10141,8535,18421,890,1471,2254,4002,2681,5215,0,0,5825,10684,267,385,26,32,0,3,5,17,304,440,139,257,26336,59991,2908,..,29241,59991
30904,6174,16331,61,91,7,6,67,99,15,38,5,8,3,5,0,0,31,51,55,71,5,16,9,11,39,80,102,182,23,49,6390,16711,652,..,7048,16711
30905,8851,27821,415,947,1058,2564,1476,3508,49,115,0,3,0,0,3,4,53,130,30,45,0,4,6,15,3,8,44,70,22,58,10445,31590,518,..,10964,31590
30906,16481,50277,1170,2201,3523,8385,4697,10590,552,1099,270,398,133,230,4,11,960,1734,312,408,97,123,4,10,3,9,416,556,163,222,22716,63377,1329,..,24046,63377
30907,30472,96130,2717,5862,3184,7702,5901,13568,309,759,306,588,383,793,3,7,1002,2150,76,130,164,269,13,28,14,38,261,464,118,314,37751,112628,2890,..,40646,112628
30908,9591,27704,1076,2383,4596,11516,5666,13899,374,482,907,1776,871,1552,0,3,2156,3819,3,8,0,0,0,0,5,7,9,12,24,52,17446,45490,1351,..,18795,45490
30909,10794,31367,2046,3784,2233,5312,4281,9099,1258,2401,1909,3479,3426,6557,6,15,6603,12454,18,43,37,69,0,0,9,15,69,129,154,255,21900,53299,2200,..,24099,53299
30910,4395,12551,485,995,1387,3255,1868,4252,999,1954,2109,3878,6287,11903,4,6,9393,17742,19,35,49,79,0,0,5,7,73,120,136,259,15868,34927,4740,..,20613,34927
31001,18875,57294,493,796,2085,5215,2579,6015,373,463,115,188,6,4,3,5,495,668,111,159,0,0,0,0,87,285,207,442,83,187,22243,64603,1302,..,23545,64603
31002,20413,54830,249,418,12,23,261,442,188,296,0,0,0,0,5,16,196,313,276,414,47,71,24,59,16,37,369,586,124,275,21359,56439,1985,..,23347,56439
31003,32146,89231,2007,3297,1016,1894,3027,5192,664,994,93,151,39,59,3,8,799,1216,47,79,25,32,6,9,48,123,122,241,98,195,36192,96085,3069,..,39257,96085
31004,23226,73463,1070,2275,1139,2875,2205,5149,68,142,26,61,0,4,3,7,98,216,64,76,3,6,4,8,10,24,77,120,54,127,25662,79078,1766,..,27427,79078
31101,4253,11607,318,492,80,138,403,636,87,123,36,48,0,0,0,0,123,167,60,97,6,21,3,3,0,0,74,123,16,40,4864,12575,543,..,5414,12575
31102,11468,32467,827,1401,1381,2986,2203,4385,622,1166,131,215,7,7,4,3,763,1394,20,26,0,0,0,4,0,3,20,35,24,66,14481,38350,1116,..,15597,38350
31103,22097,69680,544,1125,1152,2978,1697,4101,125,195,3,10,0,0,3,5,129,210,70,116,121,155,3,8,40,135,237,412,66,183,24223,74577,1403,..,25633,74577
31104,13139,42308,91,183,77,187,172,368,0,4,0,0,0,0,0,0,3,3,3,5,0,7,7,31,0,3,17,41,42,135,13369,42848,896,..,14268,42848
31105,16941,50076,683,1339,981,2312,1661,3652,756,1477,53,119,4,6,8,13,816,1614,116,159,27,33,7,14,6,10,147,205,71,145,19638,55696,1357,..,20998,55696
31106,19890,60828,1086,2160,3312,7469,4395,9630,844,1603,27,77,40,78,39,89,950,1854,99,151,0,8,3,7,82,229,183,387,83,156,25505,72856,2162,..,27665,72856
31201,9216,24927,349,586,268,505,619,1087,473,883,33,55,8,12,9,15,526,958,195,346,34,66,15,37,21,33,268,481,94,218,10719,27675,4179,..,14895,27675
31202,34580,92058,2350,4029,1075,1983,3428,6009,1528,2524,51,78,295,526,4,11,1871,3140,356,584,84,132,86,179,23,72,545,967,242,454,40669,102630,6378,..,47045,102630
31203,5024,13308,221,452,428,855,652,1304,569,1035,147,243,41,74,3,3,758,1360,78,170,32,66,16,29,13,27,134,286,154,348,6722,16607,1296,..,8020,16607
31301,10433,25255,1266,2101,894,1458,2158,3552,298,471,209,361,109,191,14,26,636,1045,316,438,169,229,3,3,9,17,494,687,50,94,13773,30637,1970,..,15740,30637
31302,18904,56492,1774,3629,725,1448,2502,5082,672,880,62,86,52,74,0,0,791,1039,23,43,48,73,4,15,14,54,97,179,67,154,22356,62940,1653,..,24007,62940
31303,4095,10744,24,86,6,19,36,101,10,13,0,0,0,4,6,13,16,28,44,65,17,50,16,30,9,22,79,167,28,76,4248,11117,460,..,4708,11117
31304,18871,55768,411,859,827,1900,1238,2762,180,321,4,3,61,89,0,0,247,417,80,115,18,14,5,16,3,7,105,152,48,104,20509,59200,1245,..,21751,59200
31305,16299,42631,1267,2033,1243,2459,2506,4496,2318,3404,733,1166,1511,2657,4,4,4564,7231,81,127,113,154,3,3,25,60,220,337,78,147,23667,54853,2503,..,26176,54853
31401,26245,79453,547,954,834,1681,1383,2641,207,292,0,0,62,67,3,10,268,366,12,32,5,12,8,23,3,6,36,73,38,110,27969,82647,1489,..,29458,82647
31402,18949,57136,1824,3286,2650,6238,4471,9530,89,172,152,189,93,164,0,0,334,524,138,167,76,97,3,0,0,4,214,268,59,153,24032,67609,1922,..,25946,67609
31403,10604,30285,1016,1661,899,2243,1915,3901,543,909,17,42,0,0,0,0,560,956,8,16,0,0,0,4,4,8,12,28,10,25,13102,35198,934,..,14041,35198
31501,7361,24391,401,1034,274,649,667,1683,329,679,17,31,0,0,3,3,349,715,193,330,55,120,120,237,38,113,414,792,71,175,8862,27763,1493,..,10360,27763
31502,7310,21623,1005,1936,161,302,1165,2240,501,977,4,10,3,5,0,0,512,993,199,421,17,26,17,42,29,83,268,578,183,386,9427,25820,2169,..,11592,25820
31503,6080,14393,140,181,4,10,148,192,185,248,0,0,0,0,0,0,180,250,161,312,11,21,11,21,33,78,221,431,92,220,6720,15479,1600,..,8327,15479
31601,14586,42077,2110,3284,778,1723,2890,5013,1134,2269,166,314,289,697,3,4,1598,3283,22,38,66,103,3,10,0,0,85,150,68,144,19226,50659,1526,..,20756,50659
31602,21433,58805,3167,5344,1104,2322,4270,7661,824,1383,713,1338,2678,5011,3,10,4219,7740,210,309,222,298,3,5,21,55,456,665,151,228,30529,75101,4787,..,35317,75101
31603,11682,30940,1320,2225,2813,5774,4130,7998,2236,3926,1557,2847,2442,4420,5,9,6235,11201,253,419,75,125,8,11,17,48,352,607,143,236,22549,50979,4152,..,26701,50979
31605,11457,30012,1136,1862,1657,3165,2790,5025,865,1473,399,696,83,152,17,23,1369,2347,28,53,14,18,3,3,10,19,57,91,105,248,15772,37722,4090,..,19866,37722
31606,16576,44130,405,743,152,317,560,1062,117,189,6,10,4,8,20,35,142,238,140,245,120,173,19,33,30,75,311,529,114,279,17701,46238,1561,..,19257,46238
31607,12713,35283,730,1266,544,1018,1266,2284,643,937,45,84,8,12,5,10,696,1040,184,263,180,256,11,16,6,25,379,568,98,238,15155,39405,1130,..,16287,39405
31608,7482,19719,31,86,18,24,45,107,105,172,0,0,0,3,0,0,108,179,42,64,11,9,40,82,3,3,93,163,67,136,7789,20296,989,..,8781,20296
31701,43804,118695,5204,8582,1386,2488,6595,11072,2494,4262,58,76,73,116,5,21,2635,4476,73,126,56,121,19,36,292,823,439,1101,359,753,53834,136102,5511,..,59339,136102
31801,13899,35248,146,257,37,76,185,335,899,1338,3,4,0,0,3,5,909,1351,216,381,17,23,40,100,55,119,327,623,104,209,15422,37761,2721,..,18141,37761
31802,53181,146490,4072,6554,2701,4876,6771,11432,2016,3315,1366,2305,1465,2656,8,20,4858,8291,377,652,111,195,33,80,38,97,561,1022,249,516,65617,167749,8700,..,74325,167749
31901,28410,72341,1896,2970,437,744,2329,3709,1640,2530,23,56,108,202,3,3,1782,2794,367,588,155,212,24,54,46,106,592,949,143,318,33261,80108,4816,..,38076,80108
31902,16969,41604,348,534,19,32,362,568,530,809,0,4,11,17,7,6,545,833,255,454,43,92,122,229,53,118,472,886,92,228,18441,44114,3193,..,21636,44114
31903,16883,42163,518,836,273,438,795,1273,384,523,29,56,0,0,6,3,419,583,223,357,116,154,68,136,47,109,459,764,95,208,18644,44988,2656,..,21299,44988
31904,17955,45341,1395,2279,1056,1829,2451,4104,427,666,168,254,211,351,0,0,806,1273,303,495,149,228,25,48,24,54,494,827,201,349,21913,51892,2613,..,24528,51892
31905,15439,37430,595,828,125,208,722,1034,396,571,4,7,11,17,3,5,415,607,271,422,51,104,63,146,14,35,400,697,118,290,17100,40067,2414,..,19510,40067
39797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
39999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
40101,1060,2394,1024,1808,2012,4178,3040,5986,648,1113,878,1642,2896,5226,3,6,4421,7990,0,3,0,0,11,11,69,135,72,149,86,149,8678,16664,1535,..,10214,16664
40102,24431,64781,756,1171,60,117,814,1284,153,213,18,19,0,3,0,0,169,241,43,81,34,49,4,22,22,67,109,216,136,277,25654,66797,2064,..,27720,66797
40103,11273,31170,2664,4861,1067,2293,3727,7156,1453,2503,119,164,162,270,0,5,1736,2931,0,0,0,0,0,0,9,21,13,24,26,66,16778,41343,1926,..,18700,41343
40104,14379,38044,2895,6045,520,1392,3409,7435,1545,2751,0,3,0,0,0,5,1551,2754,0,3,3,3,0,0,4,18,8,26,47,133,19402,48399,1751,..,21157,48399
40105,7808,20040,2778,4982,1689,3402,4464,8377,2074,3513,216,355,144,234,3,8,2436,4106,0,0,3,13,0,0,36,73,38,81,63,134,14808,32745,1922,..,16731,32745
40106,7198,19502,1433,2542,664,1474,2098,4016,1139,2185,90,114,85,151,7,16,1322,2463,12,20,0,0,0,0,26,75,46,90,36,71,10697,26151,1226,..,11929,26151
40107,8711,23646,1948,3516,764,1491,2713,5007,2794,4780,256,455,215,373,0,3,3262,5606,0,0,0,0,0,0,12,27,15,26,32,64,14738,34361,1703,..,16443,34361
40201,11132,29513,1283,2139,67,138,1350,2282,126,168,0,0,0,0,0,0,126,168,49,68,11,17,8,25,7,16,74,124,45,102,12728,32184,1035,..,13764,32184
40202,25711,71193,4896,10030,644,1350,5538,11379,519,736,62,86,0,0,4,4,578,825,48,64,47,63,0,11,0,10,97,144,85,190,32011,83743,2705,..,34717,83743
40203,18592,48853,3873,8461,1164,2853,5036,11316,1568,3053,26,36,39,69,3,4,1639,3167,35,55,11,15,3,3,15,45,67,121,97,259,25442,63717,2414,..,27850,63717
40204,40787,113698,4331,8080,1433,3501,5756,11578,1384,2365,387,764,315,561,3,8,2092,3699,78,115,37,56,3,8,60,117,176,297,76,156,48886,129426,3550,..,52429,129426
40205,31422,82255,2324,3864,472,992,2790,4861,773,1217,0,0,0,3,3,11,776,1229,12,41,3,3,0,0,13,33,23,77,59,145,35079,88558,2435,..,37516,88558
40301,7316,18746,3020,5032,1000,2108,4017,7141,1369,1979,628,1005,726,1203,3,11,2732,4199,5,8,6,6,0,0,28,54,37,68,66,124,14168,30283,2201,..,16361,30283
40302,24882,63856,6564,12361,1887,4417,8453,16779,2426,4050,9,13,3,4,3,5,2436,4069,3,4,0,7,0,0,14,31,20,42,113,253,35901,85004,3193,..,39096,85004
40303,18569,50278,2043,4283,319,780,2364,5063,2196,3551,115,274,3,10,0,3,2309,3835,9,21,0,0,0,0,36,84,43,102,84,162,23365,59442,2023,..,25391,59442
40304,56486,145634,4520,7041,598,1304,5118,8345,1313,2072,39,60,51,86,12,27,1413,2241,152,219,126,176,10,31,19,56,312,476,135,287,63464,156990,5906,..,69373,156990
40401,27428,70798,7524,14649,4124,9762,11647,24410,2793,4657,419,689,505,908,28,51,3744,6306,12,23,0,3,10,22,70,173,94,214,152,366,43059,102094,4655,..,47715,102094
40402,15494,39936,4129,8097,1223,2661,5358,10757,1570,2534,122,218,245,359,5,9,1945,3115,7,31,24,38,4,5,51,152,89,217,78,142,22965,54167,2440,..,25407,54167
40403,15569,40056,4113,7437,1197,2653,5311,10091,2783,5208,596,1069,228,400,0,0,3602,6675,10,14,8,12,0,4,35,76,52,111,91,218,24623,57143,2727,..,27355,57143
40501,12401,31435,558,852,12,27,566,875,145,176,3,4,0,0,0,0,142,184,55,82,13,25,12,32,26,55,105,191,64,151,13283,32841,1389,..,14674,32841
40502,8280,19436,240,344,3,4,243,346,95,126,0,3,0,3,0,0,97,138,50,70,11,22,7,13,53,104,123,212,75,160,8818,20289,2179,..,10995,20289
40503,9787,22642,862,1409,16,35,877,1446,134,176,0,0,0,3,0,0,133,178,47,73,3,5,3,3,35,87,88,171,89,197,10978,24625,2147,..,13120,24625
40504,9632,21262,347,473,17,32,363,507,162,233,0,0,0,0,0,0,162,233,99,149,30,51,6,9,29,71,168,279,53,100,10376,22382,7154,..,17531,22382
40601,16373,40365,4168,8313,92,207,4259,8527,759,1025,26,30,0,0,3,6,787,1067,140,211,33,76,56,91,64,135,293,510,116,232,21824,50700,5875,..,27703,50700
40602,7467,18956,814,1611,31,94,847,1701,358,528,0,0,0,0,0,0,358,528,67,117,19,28,33,46,14,41,141,232,151,328,8954,21751,3506,..,12461,21751
40701,18815,42386,806,1164,160,296,962,1459,290,393,37,51,13,16,3,7,342,476,84,116,82,106,11,19,44,87,214,335,97,191,20431,44850,9765,..,30189,44850
40702,21575,52976,1689,3065,55,94,1747,3162,1053,1593,0,0,16,23,3,3,1070,1618,52,78,30,53,17,31,36,77,129,232,107,230,24625,58222,5636,..,30259,58222
40703,24229,58273,1632,2750,20,43,1652,2790,598,836,0,0,0,0,0,0,599,840,131,199,149,248,35,53,60,142,375,642,194,421,27048,62963,7193,..,34241,62963
49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
49999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
50101,15953,41007,1106,1838,179,354,1290,2196,90,132,0,3,0,0,6,5,96,138,152,251,334,521,31,77,26,61,542,914,101,256,17981,44509,6798,..,24781,44509
50102,31987,84145,2666,4611,396,781,3063,5392,848,1248,85,153,37,66,0,5,975,1478,186,275,131,194,19,41,32,56,363,560,137,274,36528,91847,5635,..,42163,91847
50103,8135,19310,235,332,4,5,236,338,131,171,0,0,0,0,0,0,130,171,24,47,13,24,29,69,20,44,86,178,52,99,8633,20101,2374,..,11007,20101
50201,30043,76854,3439,5630,965,1853,4402,7478,885,1306,141,264,245,460,0,3,1269,2036,232,320,133,197,22,51,13,31,400,595,83,161,36196,87121,9642,..,45841,87121
50301,16296,47306,1432,2766,1895,4297,3332,7059,1331,2263,1290,1999,1174,2057,0,3,3797,6321,0,3,0,3,0,0,10,21,13,24,51,105,23490,60818,3406,..,26894,60818
50302,16211,43013,2449,4780,4594,9734,7037,14523,3265,5736,4589,7946,9486,16778,8,15,17352,30473,6,21,3,3,12,14,89,170,116,206,141,281,40859,88490,7093,..,47953,88490
50401,22418,58431,4349,8691,1777,3626,6129,12320,1305,2179,564,935,544,927,3,3,2415,4042,0,6,0,0,0,0,10,23,19,30,82,190,31065,75019,4111,..,35169,75019
50402,13520,35989,690,1121,33,62,725,1183,12,23,14,14,0,0,4,5,30,41,24,24,3,10,4,9,7,31,36,72,28,62,14335,37346,1348,..,15684,37346
50403,36612,107059,4353,8991,683,1443,5035,10437,201,337,254,464,24,35,0,3,477,842,163,246,50,89,23,77,29,75,268,483,98,235,42496,119058,3998,..,46498,119058
50501,47934,135279,3262,6026,1249,2867,4509,8889,505,737,363,662,348,631,5,16,1233,2039,10,13,140,192,4,6,22,58,175,275,65,141,53914,146623,4692,..,58610,146623
