SED_CODE_2016,M_Ireland_0_4,M_Ireland_5_14,M_Ireland_15_24,M_Ireland_25_44,M_Ireland_45_54,M_Ireland_55_64,M_Ireland_65_74,M_Ireland_75_84,M_Ireland_85ov,M_Ireland_Tot,M_Italy_0_4,M_Italy_5_14,M_Italy_15_24,M_Italy_25_44,M_Italy_45_54,M_Italy_55_64,M_Italy_65_74,M_Italy_75_84,M_Italy_85ov,M_Italy_Tot,M_Japan_0_4,M_Japan_5_14,M_Japan_15_24,M_Japan_25_44,M_Japan_45_54,M_Japan_55_64,M_Japan_65_74,M_Japan_75_84,M_Japan_85ov,M_Japan_Tot,M_Korea_South_0_4,M_Korea_South_5_14,M_Korea_South_15_24,M_Korea_South_25_44,M_Korea_South_45_54,M_Korea_South_55_64,M_Korea_South_65_74,M_Korea_South_75_84,M_Korea_South_85ov,M_Korea_South_Tot,M_Lebanon_0_4,M_Lebanon_5_14,M_Lebanon_15_24,M_Lebanon_25_44,M_Lebanon_45_54,M_Lebanon_55_64,M_Lebanon_65_74,M_Lebanon_75_84,M_Lebanon_85ov,M_Lebanon_Tot,M_Malaysia_0_4,M_Malaysia_5_14,M_Malaysia_15_24,M_Malaysia_25_44,M_Malaysia_45_54,M_Malaysia_55_64,M_Malaysia_65_74,M_Malaysia_75_84,M_Malaysia_85ov,M_Malaysia_Tot,M_Malta_0_4,M_Malta_5_14,M_Malta_15_24,M_Malta_25_44,M_Malta_45_54,M_Malta_55_64,M_Malta_65_74,M_Malta_75_84,M_Malta_85ov,M_Malta_Tot,M_Mauritius_0_4,M_Mauritius_5_14,M_Mauritius_15_24,M_Mauritius_25_44,M_Mauritius_45_54,M_Mauritius_55_64,M_Mauritius_65_74,M_Mauritius_75_84,M_Mauritius_85ov,M_Mauritius_Tot,M_Myanmar_0_4,M_Myanmar_5_14,M_Myanmar_15_24,M_Myanmar_25_44,M_Myanmar_45_54,M_Myanmar_55_64,M_Myanmar_65_74,M_Myanmar_75_84,M_Myanmar_85ov,M_Myanmar_Tot,M_Nepal_0_4,M_Nepal_5_14,M_Nepal_15_24,M_Nepal_25_44,M_Nepal_45_54,M_Nepal_55_64,M_Nepal_65_74,M_Nepal_75_84,M_Nepal_85ov,M_Nepal_Tot,M_Netherlands_0_4,M_Netherlands_5_14,M_Netherlands_15_24,M_Netherlands_25_44,M_Netherlands_45_54,M_Netherlands_55_64,M_Netherlands_65_74,M_Netherlands_75_84,M_Netherlands_85ov,M_Netherlands_Tot,M_New_Zealand_0_4,M_New_Zealand_5_14,M_New_Zealand_15_24,M_New_Zealand_25_44,M_New_Zealand_45_54,M_New_Zealand_55_64,M_New_Zealand_65_74,M_New_Zealand_75_84,M_New_Zealand_85ov,M_New_Zealand_Tot,M_Nthern_Ireland_0_4,M_Nthern_Ireland_5_14,M_Nthern_Ireland_15_24,M_Nthern_Ireland_25_44,M_Nthern_Ireland_45_54,M_Nthern_Ireland_55_64,M_Nthern_Ireland_65_74,M_Nthern_Ireland_75_84,M_Nthern_Ireland_85ov,M_Nthern_Ireland_Tot,M_Pakistan_0_4,M_Pakistan_5_14,M_Pakistan_15_24,M_Pakistan_25_44,M_Pakistan_45_54,M_Pakistan_55_64,M_Pakistan_65_74,M_Pakistan_75_84,M_Pakistan_85ov,M_Pakistan_Tot,M_PNG_0_4,M_PNG_5_14,M_PNG_15_24,M_PNG_25_44,M_PNG_45_54,M_PNG_55_64,M_PNG_65_74,M_PNG_75_84,M_PNG_85ov,M_PNG_Tot,M_Philippines_0_4,M_Philippines_5_14,M_Philippines_15_24,M_Philippines_25_44,M_Philippines_45_54,M_Philippines_55_64,M_Philippines_65_74,M_Philippines_75_84,M_Philippines_85ov,M_Philippines_Tot,M_Poland_0_4,M_Poland_5_14,M_Poland_15_24,M_Poland_25_44,M_Poland_45_54,M_Poland_55_64,M_Poland_65_74,M_Poland_75_84,M_Poland_85ov,M_Poland_Tot,M_Scotland_0_4,M_Scotland_5_14,M_Scotland_15_24,M_Scotland_25_44,M_Scotland_45_54,M_Scotland_55_64,M_Scotland_65_74,M_Scotland_75_84,M_Scotland_85ov,M_Scotland_Tot,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot
SED30023,0,0,0,9,0,3,4,4,0,24,0,0,0,0,0,0,4,3,0,17,0,0,0,4,0,0,0,0,0,5,0,0,0,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,11,4,3,0,0,0,28,0,0,0,0,0,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,6,0,7,9,33,0,0,0,0,0,43,0,0,0,3,8,17,14,8,5,56,3,20,33,96,76,71,45,12,0,359,0,0,0,4,3,3,3,0,0,11,0,9,9,15,3,0,0,0,0,25,0,0,6,18,20,6,0,0,0,53,3,43,42,112,39,9,0,0,0,253,0,0,0,3,0,0,0,0,0,5,0,0,0,0,11,13,16,5,0,48,0,3,7,3,3,0,0,0,0,17,3,15,26,42,27,21,9,0,0,142
SED30024,0,0,4,12,11,3,7,0,0,34,0,0,3,28,8,34,67,117,45,311,0,3,9,12,0,3,0,0,0,32,0,0,13,40,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,4,0,3,0,19,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,9,0,0,0,8,9,22,23,10,5,75,4,25,31,128,109,111,72,16,0,501,0,4,0,3,3,0,5,0,0,14,0,0,0,4,0,0,0,0,0,4,4,18,11,53,38,37,18,0,0,177,0,12,14,21,6,3,3,0,0,65,0,0,0,8,3,0,3,3,0,14,0,3,3,12,6,18,8,7,5,69,0,0,0,0,0,0,0,0,0,10,3,11,4,34,10,16,6,3,0,83
SED30025,3,10,4,30,22,6,7,6,0,85,0,3,0,7,8,9,20,5,5,55,0,4,6,20,8,8,4,0,0,53,0,5,8,42,14,7,3,0,0,84,0,0,0,7,5,0,3,3,0,23,0,0,9,20,20,5,9,5,0,70,0,0,0,0,5,10,14,8,0,31,0,0,0,0,3,0,0,3,0,16,0,0,0,0,0,3,0,0,0,4,0,0,0,3,0,0,0,0,0,6,0,4,4,3,12,13,47,29,6,119,63,408,499,1252,540,372,279,100,17,3535,0,3,3,13,6,3,16,0,3,42,0,5,3,14,6,0,0,0,0,27,3,9,9,24,21,7,0,0,0,66,0,19,17,54,22,11,7,0,0,134,0,0,0,10,3,15,8,3,0,32,0,15,10,41,51,41,50,26,10,242,3,3,3,16,5,7,3,0,0,47,7,78,105,187,140,76,39,20,3,656
SED30026,0,4,5,15,5,14,15,3,9,70,0,0,0,12,12,11,13,18,5,61,0,11,10,32,10,3,0,0,0,76,0,3,3,6,0,0,0,0,0,18,0,0,0,0,4,0,0,3,3,9,0,0,3,9,9,6,3,0,0,25,0,0,0,0,0,0,11,8,0,24,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,6,4,8,39,15,7,84,3,46,79,346,216,207,113,55,16,1092,0,3,0,3,6,0,15,4,0,31,0,0,0,0,3,0,0,0,0,3,0,0,0,15,7,11,3,0,0,37,3,8,17,11,4,0,0,0,0,39,0,0,0,0,0,4,3,4,4,17,0,8,0,24,16,26,34,18,12,133,0,3,0,5,6,0,0,0,0,16,3,10,20,47,29,32,16,0,3,169
SED30027,0,0,0,7,0,3,5,6,0,28,0,0,4,9,3,17,29,41,12,112,3,0,0,3,0,0,0,0,0,10,0,0,0,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,3,0,0,14,0,0,0,0,0,4,3,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,8,4,9,22,13,6,71,3,27,23,130,107,123,81,18,3,519,0,0,0,0,3,4,3,0,0,16,3,0,0,0,3,0,0,0,0,4,0,4,9,31,22,28,0,3,0,99,3,23,8,43,16,4,3,0,0,98,0,0,0,0,0,0,3,0,0,4,0,3,3,6,13,11,28,10,0,79,0,0,0,0,0,0,0,0,0,0,0,5,7,38,21,8,7,3,0,97
SED30028,3,7,3,53,20,10,6,6,0,113,0,3,3,13,11,18,30,26,10,112,0,3,4,8,0,6,0,0,0,15,0,0,3,12,3,0,0,0,0,15,0,0,0,3,0,3,3,0,0,5,0,3,8,19,7,6,3,6,0,51,0,0,0,0,0,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,0,0,0,11,0,3,0,0,0,14,0,0,0,12,10,13,16,10,0,66,3,50,60,265,163,95,45,16,3,692,0,0,4,4,10,5,3,5,0,31,0,0,0,4,3,0,0,0,0,3,3,3,9,25,20,11,4,7,0,80,0,8,14,32,20,10,3,4,0,90,0,0,0,8,11,8,12,0,4,43,0,4,0,36,26,35,34,10,5,151,0,0,3,11,7,0,0,0,0,32,3,29,54,124,76,34,21,6,0,354
SED30029,0,11,3,30,9,6,9,0,4,87,0,0,0,9,4,10,9,11,8,51,0,3,5,4,0,3,0,0,0,17,0,3,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,4,13,9,9,7,0,0,42,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,4,0,0,5,0,0,0,11,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,7,5,12,7,25,3,0,78,0,47,40,209,152,91,49,13,0,611,0,3,0,4,0,3,0,3,0,20,0,0,0,0,0,0,0,0,0,4,0,0,7,27,22,12,5,0,0,77,0,6,3,27,3,3,0,6,0,48,0,0,0,12,0,6,0,0,4,20,0,10,3,33,29,18,26,8,4,134,0,0,0,7,6,3,3,0,0,25,0,30,51,94,81,27,12,3,0,291
SED30030,0,7,0,26,5,6,5,0,0,49,0,0,0,6,6,7,22,13,8,67,0,14,4,31,28,17,6,0,0,109,3,16,13,30,25,7,11,3,0,114,0,0,0,8,5,4,3,0,0,17,0,3,8,19,12,12,0,4,0,59,0,0,0,3,3,3,5,4,0,20,0,0,0,10,3,5,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,5,3,12,0,0,0,0,0,15,0,0,0,8,5,22,25,19,6,86,26,272,346,1040,506,347,223,71,18,2850,0,0,3,4,3,3,4,3,0,18,0,5,0,14,8,0,3,0,0,26,0,0,5,16,23,10,0,0,0,58,0,13,22,61,35,20,9,3,0,165,0,0,0,14,3,14,4,3,0,43,0,5,3,30,43,22,33,21,3,168,0,3,9,10,4,6,3,0,0,39,0,10,41,93,54,27,19,10,0,246
SED30031,0,4,3,22,3,9,0,3,0,47,0,0,0,7,4,0,11,12,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,0,18,0,0,0,4,0,0,0,0,0,5,0,7,0,15,12,5,0,0,0,43,0,0,0,0,0,3,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,8,3,14,18,5,7,51,15,102,121,365,230,193,77,15,0,1115,0,0,0,0,4,4,0,0,0,13,0,3,0,7,0,0,0,0,0,11,0,3,4,13,15,4,0,0,0,39,7,94,51,138,63,12,3,0,0,372,0,0,0,0,0,5,6,0,0,16,0,3,8,27,23,33,13,6,0,115,0,0,0,6,4,4,3,0,0,17,0,50,66,102,92,30,9,0,0,349
SED30032,0,0,0,16,11,11,13,3,5,58,0,0,3,7,7,10,17,10,7,63,0,0,6,7,3,0,0,0,0,23,0,0,18,36,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,8,3,0,0,21,0,0,3,0,0,3,11,4,0,22,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,19,28,51,16,4,122,0,46,75,287,177,169,158,43,6,969,0,0,0,6,3,4,11,3,0,28,0,0,0,3,0,0,0,0,0,3,0,4,6,19,23,13,3,3,0,75,0,15,16,22,6,0,0,0,0,58,0,0,0,0,0,8,3,0,4,11,0,3,3,16,20,32,39,16,0,133,0,0,0,4,0,0,4,0,0,8,0,9,12,43,31,32,21,5,0,151
SED30033,0,8,3,49,15,6,5,4,0,96,0,0,0,11,8,14,25,18,7,85,0,9,7,26,9,3,3,0,0,49,0,7,10,44,10,3,0,0,0,83,0,0,0,0,8,3,0,0,0,14,0,7,8,42,13,8,3,3,0,89,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,12,0,0,0,8,3,3,0,0,0,17,3,0,18,75,0,0,0,0,0,106,0,0,0,12,3,9,6,6,6,45,5,34,73,303,129,93,43,20,0,695,0,0,0,6,3,0,3,0,0,21,0,7,3,30,0,0,0,0,0,50,0,5,5,29,12,8,0,5,0,66,3,11,14,56,8,13,4,0,0,104,0,0,0,12,5,6,3,5,0,24,0,3,0,34,26,17,13,11,3,110,0,0,0,33,4,0,0,0,0,42,0,9,11,77,15,16,0,3,4,127
SED30034,0,3,3,14,3,0,7,3,0,35,0,0,0,3,0,5,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,21,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,9,0,0,0,0,3,7,17,3,0,31,4,46,65,209,123,113,61,15,0,634,0,0,0,5,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,3,0,3,0,16,8,0,0,0,0,34,3,32,20,67,24,3,0,0,0,157,0,0,0,3,0,0,0,0,0,4,0,3,0,3,3,10,5,4,0,37,0,0,0,0,0,0,0,0,0,0,0,4,26,47,38,10,3,0,0,131
SED30035,0,0,0,5,0,3,0,3,0,19,0,0,3,3,3,4,4,7,0,28,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,3,0,3,5,0,3,3,0,14,0,0,0,0,3,3,10,0,0,11,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,17,41,24,0,106,0,21,22,105,109,125,119,33,8,545,0,0,0,0,0,3,5,3,0,12,0,0,0,0,0,0,0,0,0,4,0,0,3,7,5,12,4,0,0,32,0,4,3,11,0,0,0,0,0,26,0,0,0,0,0,6,3,3,0,10,0,3,3,3,10,17,27,15,3,77,0,0,0,3,3,0,3,0,0,12,0,8,15,24,30,14,18,6,0,111
SED30036,0,3,0,5,3,7,10,13,3,42,0,0,0,10,5,6,14,10,3,55,0,0,0,0,0,3,0,0,0,4,0,0,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,13,6,0,3,0,0,35,0,0,0,0,4,8,13,11,0,40,0,0,0,3,0,4,3,0,0,10,0,0,0,3,0,0,0,0,0,9,0,0,0,17,0,0,0,0,0,23,0,0,0,3,7,17,66,33,18,144,9,46,42,151,122,168,192,87,12,827,0,0,0,0,6,3,4,11,0,23,3,3,0,11,0,0,0,0,0,22,0,0,3,6,10,3,3,0,0,23,0,6,15,23,3,3,0,0,0,55,0,0,0,4,0,3,10,5,0,17,0,0,0,11,26,37,54,33,6,164,0,0,0,3,3,0,0,0,0,4,0,15,15,28,32,23,22,9,0,137
SED30037,0,0,5,16,6,8,4,3,0,41,0,0,4,13,3,21,79,85,56,267,0,0,0,8,0,0,0,0,0,11,0,0,8,15,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,0,0,21,0,0,0,0,3,0,9,8,0,21,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,12,7,15,27,10,3,73,0,30,40,164,96,109,77,21,0,532,0,0,0,0,4,3,3,3,0,17,0,0,0,8,0,0,0,0,0,8,0,0,11,21,21,7,9,0,0,73,4,19,24,27,11,0,4,0,0,99,0,0,0,0,0,0,6,0,0,7,0,0,3,10,7,23,25,3,3,77,0,0,0,4,0,5,0,0,0,6,3,8,8,30,12,6,9,0,0,76
SED30038,0,0,4,14,3,8,3,4,0,41,0,0,0,11,9,9,13,15,9,66,0,4,0,11,5,0,0,0,0,24,0,0,5,32,4,0,0,3,0,48,0,0,0,3,3,8,0,3,0,18,0,4,8,38,10,4,0,5,0,79,0,0,0,4,0,8,9,3,3,20,0,0,0,0,0,0,0,0,0,0,0,4,3,32,8,4,7,0,0,66,0,0,0,13,0,0,0,0,0,16,0,0,0,11,5,19,35,10,6,90,29,196,310,617,208,137,55,16,5,1560,0,0,0,0,3,10,13,3,0,32,3,6,3,25,0,0,0,0,0,42,0,6,3,20,4,4,7,0,0,49,0,26,50,130,51,28,6,4,0,300,0,0,0,13,3,17,12,7,9,56,0,3,3,19,24,33,22,20,4,118,0,0,0,7,6,5,3,0,0,24,0,10,16,58,29,10,14,0,0,146
SED30039,0,3,8,33,15,5,10,0,3,73,0,3,12,23,3,5,0,4,4,53,4,19,31,32,8,5,3,0,0,105,0,20,52,71,23,4,3,0,0,173,0,0,0,6,3,0,0,0,0,11,11,23,280,104,31,17,18,7,0,482,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,7,0,0,0,5,0,3,0,0,0,13,0,5,7,47,3,0,0,0,0,62,3,3,8,10,12,3,15,3,3,64,6,38,107,173,77,84,34,12,0,533,0,0,3,5,11,3,5,0,0,28,0,10,8,51,6,3,0,0,0,79,0,11,22,33,24,19,3,5,0,116,0,9,18,61,4,3,0,0,0,97,0,3,0,13,6,4,0,4,0,36,3,5,14,31,30,21,20,10,3,137,0,14,199,115,12,4,9,0,0,353,0,20,90,112,63,42,19,11,3,354
SED30040,0,0,0,7,6,3,14,4,0,35,0,0,0,0,0,0,5,0,3,15,0,0,6,4,0,0,0,0,0,9,0,0,3,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,23,14,5,7,3,0,54,0,0,0,0,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,8,10,26,22,12,3,79,5,106,129,308,132,110,51,17,0,859,0,0,0,3,3,3,5,4,0,16,0,0,4,7,3,3,0,0,0,15,0,3,5,8,11,10,0,0,0,38,0,14,20,36,9,4,0,0,0,90,0,0,0,5,4,0,3,0,0,9,0,0,0,16,12,10,20,8,0,74,3,0,0,4,6,3,3,0,0,20,0,4,8,18,9,3,3,4,0,51
SED30041,0,0,0,11,6,7,4,0,0,34,0,0,0,0,0,3,10,12,3,31,0,0,0,0,0,0,0,0,0,3,0,0,4,8,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,6,22,13,3,4,0,0,42,0,0,0,0,0,3,0,3,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,21,40,21,3,108,14,57,92,276,141,122,79,24,3,802,0,0,0,4,3,3,3,5,0,25,0,0,0,3,0,0,0,0,0,4,0,4,5,8,12,13,0,0,0,50,0,4,12,23,5,5,0,0,0,46,0,0,0,3,3,3,0,0,0,15,0,3,3,11,16,29,24,19,5,100,0,3,0,3,0,0,0,0,0,13,0,8,21,40,16,16,9,0,0,115
SED30042,0,0,3,26,9,8,8,3,0,55,0,0,0,8,0,8,17,8,6,54,0,0,6,0,7,0,0,0,0,11,0,6,0,11,0,0,0,0,0,20,0,0,0,4,0,0,0,0,0,6,0,4,0,9,4,6,0,0,0,22,0,0,0,0,0,3,8,0,0,13,0,0,0,0,0,3,3,0,0,6,0,0,0,11,7,5,3,0,0,17,0,0,0,3,0,0,0,0,0,8,0,0,0,6,9,19,31,9,3,80,9,146,204,522,240,185,86,31,8,1437,0,0,0,0,12,7,7,5,0,28,0,0,0,4,0,0,0,0,0,5,0,5,4,37,16,11,3,0,0,74,0,13,23,57,27,14,0,0,0,132,0,0,0,8,0,7,4,4,0,29,0,3,8,23,24,25,32,11,0,128,0,0,0,9,4,6,0,0,0,16,4,22,50,110,52,25,11,3,0,268
SED30043,4,12,3,18,11,3,19,3,4,74,0,0,0,6,7,10,15,6,5,49,0,3,3,5,0,0,0,3,0,18,3,3,7,29,0,0,0,0,0,41,0,0,0,0,3,0,0,0,0,3,0,0,5,8,11,0,4,0,3,24,0,0,0,0,0,0,8,9,0,13,0,0,0,0,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,13,0,3,0,0,0,11,0,0,5,11,12,16,28,22,9,103,19,103,122,340,211,211,145,93,31,1273,0,3,3,7,3,8,6,4,3,36,0,3,0,3,0,0,3,0,0,10,0,3,3,16,14,5,3,6,0,51,0,14,9,23,9,3,3,3,0,55,0,0,0,11,0,0,3,3,3,21,0,3,11,25,32,17,34,24,9,156,0,0,0,7,0,0,0,0,0,8,3,28,34,100,48,32,12,7,3,261
SED30044,0,3,0,15,5,4,5,3,0,39,0,0,0,5,0,4,3,3,0,17,0,0,0,6,3,3,0,0,0,14,3,3,0,8,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,3,0,10,3,7,0,0,0,17,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,12,41,3,0,0,0,0,53,0,5,0,22,0,0,0,0,0,31,0,0,0,6,3,15,26,8,4,60,6,37,65,152,108,126,78,20,6,584,0,0,0,0,0,0,3,0,0,11,0,5,7,9,3,0,0,0,0,29,0,4,5,14,10,8,0,0,0,41,3,37,25,88,21,8,3,0,0,177,0,0,0,5,0,0,3,0,0,6,0,0,3,4,12,19,11,14,4,62,0,0,0,0,3,3,0,0,0,5,0,17,30,49,48,15,8,5,0,170
SED30045,0,3,7,13,6,12,4,3,0,51,0,0,4,11,0,7,4,3,0,41,0,5,4,16,0,0,0,0,0,33,0,4,15,59,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,6,11,8,3,0,0,0,34,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,7,0,3,4,28,0,0,0,3,0,39,0,0,0,4,0,0,0,0,0,3,0,0,0,14,14,14,33,19,3,100,0,39,58,242,153,121,79,24,4,724,0,0,0,0,0,3,3,0,0,7,3,0,0,7,3,0,0,0,0,14,0,3,3,24,14,10,0,0,0,51,0,9,9,34,3,0,0,0,0,58,0,0,0,8,0,3,0,0,0,18,0,0,6,17,25,25,22,4,4,101,0,0,10,14,3,0,0,0,0,28,0,3,20,24,36,15,12,4,0,113
SED30046,0,0,0,14,7,3,13,3,0,38,0,0,0,3,4,4,19,12,0,34,0,0,3,0,0,3,0,0,0,9,0,0,8,14,3,0,0,0,0,26,0,0,0,0,3,3,0,3,0,9,0,0,3,15,10,17,0,3,0,48,0,0,0,0,3,0,8,0,0,16,0,0,0,0,0,3,3,0,0,3,0,0,0,5,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,5,0,0,0,8,15,30,30,25,7,109,19,141,229,539,330,267,129,36,4,1695,0,0,0,0,9,6,12,5,3,32,0,8,15,20,6,6,3,0,0,63,0,5,3,20,18,8,3,0,0,64,0,24,25,58,38,14,3,0,0,164,0,0,0,9,5,3,7,3,0,23,0,3,8,11,27,30,34,12,0,131,0,0,4,6,3,5,0,0,0,26,0,7,15,30,34,23,8,3,0,119
SED30047,3,11,3,54,33,12,11,4,5,131,0,0,0,9,5,4,11,9,4,35,0,6,0,6,0,0,0,0,0,21,0,0,0,16,3,0,0,0,0,15,0,0,0,3,0,0,0,0,0,5,0,0,0,14,12,0,0,0,0,22,0,0,0,0,0,0,3,0,0,7,0,0,0,5,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,4,0,10,9,7,21,7,4,64,23,152,217,568,322,237,106,24,4,1652,4,0,0,4,3,7,5,3,0,34,0,0,0,3,0,0,0,0,0,5,0,8,6,18,22,9,0,3,0,66,0,24,36,62,35,16,4,4,0,180,0,0,0,8,0,5,0,0,0,20,3,12,11,31,26,27,20,16,10,153,0,5,3,8,3,0,4,0,0,23,0,15,26,93,43,23,12,4,0,215
SED30048,0,0,0,14,7,3,0,3,3,34,0,0,0,7,0,0,18,13,4,47,0,0,0,3,3,0,0,0,0,9,0,0,5,9,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0,0,0,21,0,0,0,0,0,13,15,12,9,48,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,20,0,0,0,6,5,13,19,11,0,54,5,25,61,187,117,120,62,8,0,587,0,0,0,6,3,3,3,0,0,13,0,0,0,3,3,3,0,0,0,10,0,0,0,6,8,4,3,0,0,25,13,92,74,213,77,19,3,0,0,494,0,0,0,3,0,0,0,0,0,8,0,0,0,9,8,16,24,7,5,71,0,0,0,0,3,0,0,0,0,4,0,16,37,47,37,15,3,4,0,162
SED30049,0,6,0,44,17,8,3,3,0,89,0,0,0,9,7,12,12,27,13,72,3,6,25,23,9,3,0,0,0,61,4,47,79,183,63,11,5,4,0,399,0,0,0,4,4,8,5,3,0,26,3,13,50,91,35,34,21,6,0,264,0,0,0,0,0,5,4,3,0,13,0,0,3,4,0,3,3,0,0,6,0,0,0,4,3,0,0,0,0,4,0,3,3,12,4,4,0,0,0,22,0,0,0,6,8,7,29,14,0,63,5,67,91,261,139,117,45,30,3,757,0,0,0,0,4,3,0,0,0,8,0,7,15,56,13,0,3,0,0,92,0,6,11,33,27,19,19,14,4,128,0,16,29,76,40,17,5,0,0,189,0,0,0,6,8,14,0,7,3,40,0,0,5,12,10,15,19,8,5,79,0,11,18,34,11,7,0,0,0,85,0,37,68,92,83,33,9,10,0,336
SED30050,0,10,9,30,12,10,9,0,3,86,0,0,3,20,8,12,15,18,0,78,4,3,4,11,4,0,0,0,0,27,0,4,11,32,0,0,0,0,0,42,0,0,0,0,3,3,0,0,0,4,0,0,0,8,11,3,3,0,0,30,0,0,0,0,0,3,3,0,0,17,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,26,0,0,0,0,0,26,0,3,8,10,6,12,32,17,4,94,14,59,94,344,209,251,165,68,19,1228,0,0,0,12,9,7,8,11,0,44,0,0,0,6,0,0,0,0,0,8,0,0,0,18,16,6,3,0,0,44,0,7,17,29,9,3,0,0,0,66,0,0,0,9,0,5,0,0,0,16,0,3,3,26,16,26,39,18,3,140,0,3,0,7,4,4,0,0,0,17,0,13,26,77,40,38,16,14,0,233
