SED_CODE_2016,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot
SED10083,0,3,3,18,0,9,0,0,0,31,0,3,0,5,4,9,9,4,3,41,0,0,3,8,0,0,0,3,0,12,3,10,15,124,91,95,93,39,15,487,88,198,212,488,334,321,292,226,196,2353,2107,4484,4216,8788,5055,5047,4053,2514,1609,37880,0,0,0,3,0,0,0,0,0,5,4103,8589,7730,14040,7263,7063,5279,2992,1773,58826,0,0,3,17,0,0,0,0,0,18,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,3,0,3,8,33,23,16,9,5,3,104,0,0,0,9,15,9,10,4,0,51,0,14,20,95,55,42,24,14,3,280,0,0,0,0,5,17,12,15,0,58,0,0,0,12,3,13,21,10,4,68,13,91,133,417,562,576,663,436,172,3065,0,0,4,33,18,19,0,9,0,79,0,0,0,17,14,10,9,9,0,59,0,3,4,26,31,31,83,39,31,240
SED10084,0,4,0,7,3,0,0,0,0,22,0,0,0,8,7,17,11,7,7,60,0,0,0,5,6,3,3,3,0,29,7,19,20,175,70,70,81,48,22,509,106,223,210,571,399,487,487,379,255,3107,1878,4194,3614,8129,5149,5901,5250,3547,1816,39475,0,0,0,0,0,0,0,0,0,0,3692,7651,6521,11994,7312,8253,7021,4161,1984,58587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,4,0,6,0,0,0,0,0,5,0,11,6,67,29,29,14,10,3,169,0,0,0,3,3,0,0,0,0,14,3,8,39,83,29,27,10,7,0,214,0,0,0,0,3,5,11,7,0,27,0,0,0,5,0,5,9,6,4,24,15,102,100,352,510,609,943,868,346,3846,0,3,3,15,15,14,6,10,3,71,3,6,5,27,7,8,8,8,7,86,0,9,9,33,34,45,129,78,28,360
SED10085,0,5,3,13,9,3,0,0,0,36,0,0,0,0,3,3,5,0,0,17,0,0,5,11,9,4,0,0,0,30,0,17,16,75,33,32,30,10,3,221,144,379,283,772,508,488,394,235,89,3302,2338,5177,4207,9064,5313,4826,3580,2042,917,37465,0,0,3,7,0,0,0,0,0,6,4537,9545,7907,14892,8700,8042,5736,3056,1188,63602,0,0,0,18,0,0,0,0,0,20,0,0,0,3,0,0,0,0,0,5,0,3,0,4,0,0,0,0,0,8,0,3,3,24,10,9,3,3,0,57,0,0,0,3,0,0,0,0,0,9,0,3,10,72,30,12,10,0,3,139,0,0,0,0,5,4,7,3,0,20,0,0,0,3,0,0,3,0,0,10,0,23,52,197,268,269,352,171,39,1361,0,0,3,19,3,5,0,0,0,35,0,0,3,11,3,3,3,0,0,28,0,0,5,21,25,36,42,17,8,149
SED10086,0,0,3,38,14,7,3,0,0,69,6,0,0,53,7,4,0,0,0,72,0,0,4,16,29,9,11,8,4,70,22,89,264,1527,345,380,508,265,193,3600,169,260,347,1630,460,387,372,243,181,4043,2181,4154,4130,15279,5033,4117,3581,2060,1237,41772,0,0,0,3,0,0,0,0,0,3,3853,6718,5224,13006,4803,3772,2829,1499,764,42459,3,0,0,22,4,0,0,0,0,32,0,0,0,18,5,3,0,0,0,27,0,0,3,7,3,0,0,0,0,15,3,10,18,234,50,32,17,7,0,384,4,0,28,217,16,13,6,3,0,288,16,74,142,308,194,113,98,66,35,1053,0,3,0,10,11,12,6,9,7,62,0,0,0,13,8,42,61,54,22,200,50,290,326,2591,730,409,406,232,93,5120,0,3,4,29,16,19,13,5,3,90,3,18,83,453,55,31,37,25,11,719,0,10,24,249,91,37,105,52,71,654
SED10087,0,3,3,16,4,5,0,0,0,29,0,0,0,5,5,3,0,0,0,14,0,3,10,17,10,9,0,0,0,52,3,28,47,158,36,43,40,23,11,399,113,251,312,620,354,407,311,239,162,2775,2368,5165,5330,9714,4788,4783,3483,2195,1159,38972,0,5,21,52,9,3,0,0,0,86,4693,9306,9462,15229,7707,7672,5508,3137,1381,64094,4,10,3,57,3,3,0,0,0,79,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,3,3,25,15,8,4,0,0,69,0,3,0,9,5,3,6,0,0,24,4,13,32,149,45,22,13,0,3,287,0,0,0,0,8,3,3,14,0,31,0,22,6,37,15,9,5,0,0,97,4,45,47,137,187,218,201,127,65,1032,0,3,11,24,6,10,8,0,0,58,0,0,0,15,7,3,3,3,0,38,0,0,3,13,19,26,55,28,24,171
SED10088,0,0,10,50,31,21,4,0,0,114,0,0,3,34,16,10,10,3,0,80,0,0,0,19,18,3,0,0,0,48,18,71,109,841,299,176,132,80,45,1755,91,167,189,477,283,208,216,176,158,1957,2427,5235,4412,10968,6051,4278,3428,2342,1335,40478,0,0,7,10,0,7,3,0,0,35,4632,9289,6934,12069,6503,4674,3403,2352,1209,51061,0,0,3,37,9,0,0,0,0,50,0,0,3,40,24,28,13,3,0,117,3,0,0,10,9,0,0,0,0,24,5,25,14,130,75,30,13,3,4,306,0,0,4,35,17,21,12,8,3,101,5,50,296,685,455,314,130,91,32,2061,0,0,8,34,44,67,67,45,8,281,0,0,3,13,9,24,30,20,14,117,53,335,312,1334,1129,644,612,362,164,4941,0,3,3,40,17,24,16,9,0,111,0,45,27,129,65,26,17,6,3,324,0,26,26,155,91,46,87,61,30,524
SED10089,3,11,17,64,16,13,3,0,0,127,0,0,4,6,7,4,9,3,3,36,0,7,25,21,0,3,0,0,0,62,28,82,121,267,73,63,71,29,33,781,73,117,206,402,198,206,210,200,122,1737,2453,4591,6316,10789,4963,4644,3588,2395,1478,41225,33,36,45,84,6,3,0,0,0,211,4789,8550,10400,16480,7731,7284,5309,3077,1659,65276,5,3,17,84,11,7,0,0,0,127,0,0,0,22,21,11,18,11,0,83,0,0,7,14,3,3,0,0,0,27,0,12,19,51,30,12,7,0,0,127,0,0,4,14,3,4,6,0,0,29,16,11,558,566,98,36,30,13,15,1347,0,0,6,13,27,27,18,30,5,125,0,10,3,13,0,4,8,3,3,51,15,83,91,259,257,277,264,145,88,1476,0,4,7,23,22,7,0,0,0,70,0,0,7,11,5,5,0,0,4,38,0,5,8,22,20,35,161,33,25,311
SED10090,0,0,32,127,39,21,14,4,3,239,0,0,3,20,8,8,7,6,0,46,0,0,0,12,8,16,6,0,0,39,21,80,82,663,199,171,147,114,59,1533,129,178,216,791,302,233,208,134,124,2314,2806,5019,4660,14645,6015,4715,3488,1912,1236,44492,0,0,0,3,5,3,0,0,0,15,4860,7934,5475,11408,5327,4008,2914,1493,987,44409,0,0,10,37,13,7,0,0,0,71,0,0,0,4,0,3,6,5,0,18,0,4,6,19,3,3,0,0,0,34,12,27,21,129,54,38,26,4,5,317,0,3,0,30,17,6,9,9,0,81,88,346,1119,3045,1097,811,524,284,93,7397,0,0,0,21,24,41,77,78,20,264,3,3,0,20,17,31,55,33,21,184,73,299,174,1134,786,504,453,181,102,3713,0,0,4,55,41,18,5,9,3,142,4,21,27,135,42,15,25,11,9,278,0,6,12,111,43,32,65,24,19,315
SED10091,3,0,0,26,4,6,0,0,0,40,0,3,3,7,7,9,24,13,3,70,0,4,3,9,7,3,3,0,0,33,0,18,22,108,97,94,95,61,52,544,91,238,229,533,344,385,316,222,87,2445,2148,5108,4489,8715,5260,4968,4124,2250,998,38066,0,0,0,0,0,0,0,0,0,3,4261,9789,8192,14035,7673,6821,5141,2666,1054,59627,0,0,3,8,6,0,0,0,0,21,0,0,0,7,3,4,0,0,0,19,0,0,0,11,4,0,0,0,0,15,0,8,4,31,28,23,7,14,0,118,0,0,0,16,24,14,5,0,0,70,3,11,9,59,45,34,25,5,0,186,0,0,0,8,22,36,30,13,5,112,0,0,0,6,8,3,13,10,6,52,7,47,85,326,662,723,875,517,152,3399,0,3,0,33,7,12,9,5,0,79,0,0,3,10,21,12,8,5,3,61,0,4,4,32,34,58,125,62,17,339
SED10092,0,4,69,86,37,63,24,10,4,290,0,3,0,9,8,16,12,11,3,58,0,0,0,10,4,4,0,0,0,22,42,130,179,461,276,247,226,201,94,1858,122,197,406,704,365,387,374,317,196,3074,2162,4043,6359,10740,5046,4931,3858,2928,1437,41511,0,0,4,5,6,0,0,0,0,19,3927,7189,9828,15068,6460,5609,3391,2077,1001,54543,0,4,17,27,3,0,0,0,0,59,0,3,13,45,44,32,25,20,0,191,0,0,0,8,3,3,0,0,0,21,0,3,10,72,27,18,6,0,4,142,0,0,0,35,50,42,70,31,5,239,7,33,752,931,76,77,21,22,13,1932,0,0,15,74,91,78,113,155,31,560,0,3,5,22,9,18,16,6,0,81,9,52,76,276,502,538,564,358,161,2534,0,0,7,33,11,6,15,0,0,79,0,0,16,17,22,11,20,3,0,91,0,0,12,53,28,81,142,93,47,448
SED10093,0,4,3,32,3,0,0,0,0,44,0,3,0,9,5,5,16,9,3,56,0,3,14,12,14,3,0,3,4,47,3,9,21,117,62,84,95,58,17,465,107,214,269,537,365,393,379,354,279,2899,2410,5089,4834,9412,5085,4778,4114,2656,1371,39742,0,0,3,3,0,7,0,0,0,11,4615,9723,8709,14788,7504,6626,5241,3039,1397,61647,0,0,3,4,0,0,0,0,0,11,0,0,0,3,3,3,3,0,0,18,0,0,0,22,6,0,0,0,0,28,0,7,5,31,11,11,6,8,3,77,0,0,0,12,18,16,15,6,3,80,0,14,17,94,63,48,42,12,4,291,0,0,0,5,10,7,14,11,5,50,0,0,4,6,3,12,21,16,3,67,9,69,75,307,537,563,593,474,179,2801,0,3,10,31,17,13,8,8,0,85,0,0,0,8,9,6,11,3,3,41,0,0,3,21,18,35,79,41,17,210
SED19494,0,0,11,16,3,3,3,0,0,31,0,0,3,3,3,0,3,0,0,11,0,0,0,0,0,7,0,0,0,7,7,9,28,70,28,15,3,3,0,168,19,25,162,324,113,111,82,20,4,864,149,200,848,1720,646,732,477,120,48,4939,0,0,4,3,0,0,0,0,0,4,252,278,956,2451,1096,1080,718,148,42,7028,0,0,7,8,0,0,0,0,0,21,0,0,0,4,0,0,0,0,0,3,0,0,0,4,0,4,0,0,0,10,0,0,17,13,3,0,3,0,0,34,0,0,0,19,4,5,3,0,0,25,0,8,98,83,13,11,3,0,3,225,0,0,0,3,5,3,0,0,0,10,0,0,0,12,3,3,0,0,0,23,4,4,106,115,69,73,93,21,3,501,0,0,7,10,6,0,0,0,0,22,0,6,22,36,3,0,0,0,0,69,0,0,20,21,14,9,9,9,0,78
SED19797,0,0,0,0,0,3,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,10,0,0,0,4,5,3,6,3,0,26,4,14,12,39,31,53,60,24,7,239,0,0,0,0,0,0,0,0,0,0,9,22,20,42,34,34,43,24,6,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,3,3,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,11,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED20106,0,3,28,127,17,29,3,0,0,207,0,0,8,22,6,0,3,0,0,35,0,0,0,14,8,3,0,0,0,30,28,34,232,1126,173,155,155,122,58,2079,157,168,582,1974,509,438,299,133,70,4333,1698,2120,4826,16689,4765,3874,2708,1225,508,38414,0,0,5,19,4,3,0,0,0,26,2746,3392,3944,14435,5541,4496,2954,1081,385,38978,0,0,7,28,0,6,0,0,0,38,0,0,0,42,11,23,3,4,0,85,0,0,0,12,3,0,3,0,0,19,6,3,24,213,40,29,5,0,0,329,0,0,7,79,15,5,7,0,0,117,18,66,1456,1376,258,165,66,34,14,3442,0,0,3,29,19,16,9,8,0,89,0,0,0,26,19,26,35,16,3,115,39,111,234,1693,585,443,329,120,51,3608,0,0,0,53,17,18,4,3,0,97,6,20,50,322,32,19,24,12,4,487,4,6,28,232,65,40,74,21,15,488
SED20207,0,11,45,294,164,128,34,19,3,696,0,3,0,15,10,12,3,0,0,48,0,5,3,43,9,7,3,0,0,63,22,108,164,840,318,206,131,80,28,1895,183,282,237,811,329,261,180,114,56,2466,4009,6268,4862,16330,5959,4149,2618,1356,578,46137,0,0,9,15,8,7,0,0,0,34,7273,9639,6448,13013,5861,3434,1832,881,385,48764,4,10,23,178,26,7,3,0,0,250,0,0,3,78,35,40,19,4,4,181,0,0,12,65,40,40,19,5,7,190,0,14,7,52,21,12,3,3,0,125,0,0,4,44,38,25,32,4,0,147,60,175,351,2181,479,454,152,57,12,3926,0,3,4,49,74,80,90,67,3,371,3,9,17,60,37,34,28,14,5,211,40,239,194,732,594,424,399,198,76,2903,0,0,23,120,67,33,30,4,0,284,3,5,12,46,19,13,12,4,0,105,3,10,13,85,60,31,102,47,14,371
SED20302,0,8,4,31,12,10,3,0,0,64,0,0,0,11,4,6,11,13,0,43,0,4,10,34,4,3,3,0,0,51,4,55,90,298,121,88,83,36,19,790,115,247,231,613,400,395,404,253,140,2796,2560,4864,3740,9639,4601,4521,4264,2146,1051,37386,0,5,14,37,21,5,0,0,0,83,4917,8524,6143,12863,6206,5969,5072,2403,1049,53142,0,7,3,45,7,5,0,0,0,64,0,0,0,17,4,3,3,0,0,35,0,3,9,34,17,13,0,3,3,77,0,10,5,31,14,8,4,0,0,77,0,6,9,31,17,10,17,4,0,89,7,15,23,115,34,29,24,4,0,247,0,0,0,9,20,21,20,20,6,88,0,41,17,32,22,11,17,4,3,142,7,126,101,370,535,656,825,491,170,3279,0,10,12,58,22,3,8,0,0,111,0,0,0,7,16,8,4,9,0,41,0,4,11,35,35,61,114,72,26,358
SED20401,0,4,18,94,47,42,17,5,3,231,0,0,0,6,6,6,7,8,3,41,0,0,0,16,0,5,3,0,0,23,3,22,36,194,92,90,90,91,85,701,95,129,145,472,223,212,194,146,153,1769,2063,3388,3491,9127,4284,3802,3045,1659,984,31860,0,0,0,11,0,3,3,0,0,19,3927,6141,5945,12017,5646,4611,3304,1526,658,43772,0,0,0,25,6,0,0,0,0,33,0,0,4,26,11,16,0,3,0,60,0,0,8,50,30,15,20,9,0,124,0,0,3,28,16,14,3,0,0,71,0,3,0,21,16,10,14,9,0,61,10,52,101,835,234,167,90,35,10,1539,0,0,0,3,8,11,23,13,6,59,0,9,4,20,7,17,25,10,3,92,0,51,70,329,477,567,579,385,127,2579,0,3,9,28,24,13,11,3,0,87,0,0,0,12,9,5,9,0,3,50,0,15,11,42,29,58,148,182,97,575
SED20508,0,0,0,6,3,3,0,0,0,16,0,0,0,7,8,3,13,9,0,47,0,5,0,10,0,0,0,0,0,22,3,9,11,66,36,39,50,31,17,261,71,140,136,345,238,355,365,214,91,1948,1596,3605,2762,6565,4014,4580,4307,2191,1028,30653,0,3,3,0,0,0,0,0,0,9,3171,6792,5286,10479,5955,6589,5648,2753,1189,47857,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,7,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,10,0,32,18,16,3,3,0,86,0,0,0,3,0,3,5,0,0,9,0,3,14,45,19,17,7,4,0,108,0,0,0,3,15,20,24,38,0,100,0,0,0,0,3,18,20,8,3,45,9,95,70,292,436,531,715,407,157,2716,0,0,0,10,5,4,0,3,0,24,0,3,0,9,10,0,13,3,0,38,0,7,8,16,23,58,144,60,44,356
SED20604,0,0,0,7,0,0,0,0,0,12,0,0,4,3,7,3,9,0,0,20,0,0,0,6,6,0,0,0,0,14,9,34,32,116,52,55,74,55,32,461,102,190,234,540,331,357,298,179,80,2305,1963,4147,3570,7760,4525,4574,3401,1721,854,32532,0,0,0,5,0,0,0,0,0,3,3721,7698,6837,12522,7234,7178,5003,2267,978,53433,0,0,0,6,3,0,0,0,0,16,0,0,0,4,5,3,7,5,0,19,0,0,0,3,0,0,0,0,0,3,5,0,8,21,9,13,3,3,0,63,0,0,0,3,0,0,0,0,0,7,0,3,8,41,14,8,11,3,0,89,0,0,0,3,11,21,34,50,11,134,0,0,0,4,0,3,3,0,0,12,9,33,43,167,292,298,369,185,53,1459,0,3,5,16,3,3,5,4,0,37,0,3,0,9,6,11,9,5,3,44,0,5,9,17,45,86,196,82,44,476
SED20704,0,0,0,8,0,0,0,0,0,16,0,0,0,0,3,3,0,0,0,10,0,0,5,8,0,0,3,0,0,13,5,14,24,51,22,18,16,13,9,175,108,225,271,545,330,334,247,198,103,2351,2061,4127,4553,8075,4323,4195,3029,1780,1002,33147,4,3,6,15,3,0,0,0,0,33,3939,7864,7963,12859,6894,6712,4763,2557,1277,54839,0,4,0,15,4,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,26,11,4,3,0,3,62,0,0,0,3,0,0,0,0,0,3,0,14,37,97,36,10,3,3,0,201,0,0,0,0,4,0,3,6,0,18,0,5,4,14,8,4,0,0,0,40,4,30,36,118,212,227,256,125,61,1070,0,3,4,13,8,3,0,0,0,34,0,0,0,10,4,3,10,0,0,22,0,0,0,13,16,29,54,16,3,135
SED20804,0,4,7,21,6,7,0,0,0,38,0,0,0,3,0,0,13,0,3,22,0,0,0,9,0,0,0,0,0,7,0,3,14,65,24,27,35,7,6,183,109,169,202,584,325,386,348,246,184,2549,1762,3365,3403,7300,4060,4233,3523,2008,1032,30686,0,8,7,23,6,0,0,0,0,45,3279,6307,6141,11800,6400,6625,5131,2871,1167,49707,0,4,0,18,0,0,0,0,0,21,0,0,0,3,0,0,0,0,0,3,0,4,0,4,3,0,0,0,0,14,0,6,4,28,6,3,9,0,0,64,0,0,0,3,5,0,0,0,0,12,0,9,22,56,23,15,8,3,0,129,0,0,0,3,3,0,12,5,0,22,0,0,0,7,0,0,3,0,0,21,3,21,26,153,230,314,324,180,67,1324,0,0,5,9,9,4,0,0,0,27,0,0,3,10,5,3,0,0,0,25,0,3,4,14,14,32,55,21,13,152
SED20906,3,3,12,106,35,19,7,3,3,199,0,0,0,3,6,3,3,0,0,14,0,3,3,13,7,3,3,0,0,26,12,123,109,663,378,301,273,185,92,2137,77,118,144,394,217,189,151,134,91,1513,1864,4023,3460,8218,4919,3513,2421,1864,1166,31447,0,0,4,4,0,0,0,0,0,12,3496,6905,5322,8406,5518,3803,1949,1311,1025,37728,0,0,0,16,6,3,0,0,0,34,0,0,3,14,7,6,4,3,0,35,0,0,0,26,11,0,0,0,0,41,3,3,12,31,32,11,7,0,0,99,0,3,0,22,19,7,6,4,0,64,31,154,511,1193,509,283,121,61,21,2883,0,0,0,7,28,10,17,31,0,100,5,9,3,14,18,40,37,26,22,170,24,148,101,398,403,299,239,123,93,1836,0,0,0,14,16,12,3,3,3,51,3,22,17,58,30,15,11,5,9,170,0,13,19,53,44,23,84,41,29,307
SED21001,0,3,41,147,87,81,32,15,3,408,0,0,0,3,5,3,8,3,3,25,0,0,9,18,3,6,6,3,0,44,7,37,55,224,83,85,96,94,57,727,63,98,176,386,176,156,162,201,222,1632,1751,3867,4857,9687,5036,3952,2927,2326,1617,36028,0,0,4,9,0,0,3,0,0,20,3139,6402,6037,7932,5472,4274,2946,2044,1498,39749,0,6,11,46,5,3,0,0,0,73,0,0,3,7,6,0,0,3,0,28,0,0,5,25,8,23,6,5,0,67,3,11,9,44,24,26,7,0,3,117,0,5,0,16,3,13,10,3,0,46,78,394,1968,3552,1271,865,375,264,82,8844,0,0,0,0,11,10,16,16,10,60,0,0,6,7,14,12,22,16,14,88,20,111,101,298,312,295,292,205,126,1762,0,3,8,34,23,12,10,5,3,99,0,5,4,30,15,9,9,4,3,85,0,3,14,34,30,46,68,42,22,267
SED21106,0,0,3,41,10,11,3,3,0,71,0,3,0,11,12,10,5,0,4,42,0,0,0,5,3,3,0,0,0,13,8,62,64,479,236,194,158,124,61,1386,82,159,193,644,327,250,194,141,153,2140,1438,3901,3439,8853,5366,3978,2890,1720,1314,32899,0,0,0,3,0,0,0,0,0,3,2742,6366,5347,9935,6459,4980,3280,1701,1210,42017,0,0,0,7,3,4,0,0,0,14,0,0,0,13,3,4,3,3,3,31,0,0,0,11,9,0,0,0,0,15,3,25,19,106,64,22,17,5,3,267,0,0,0,30,11,7,9,3,0,68,17,119,231,420,242,116,46,32,14,1237,0,0,3,21,18,18,21,13,7,96,0,0,4,7,22,20,41,17,17,125,54,355,214,947,668,472,409,201,102,3425,0,0,0,15,15,3,3,0,0,37,8,31,29,86,44,17,26,5,3,250,6,15,23,115,71,40,108,56,32,467
SED21203,0,9,40,187,158,103,43,25,13,576,0,0,0,0,0,3,0,0,0,3,0,0,3,4,5,0,0,0,0,14,46,189,240,750,359,285,188,113,38,2205,192,413,357,857,412,318,266,207,66,3085,2706,5038,5089,9984,4517,3307,2524,1940,759,35861,0,13,25,69,7,0,6,0,0,115,4690,7590,6802,7327,2846,1812,1122,811,291,33291,0,33,27,252,49,26,3,0,0,395,0,0,7,45,21,34,14,16,4,132,0,0,3,3,0,3,0,3,0,12,0,3,6,10,3,3,3,0,0,32,0,3,3,15,16,9,24,8,0,70,0,9,34,153,88,78,23,14,5,401,0,0,5,16,27,47,76,74,20,268,6,25,22,72,45,73,60,67,26,399,3,18,17,66,66,118,76,68,29,461,0,13,22,97,57,42,18,7,0,257,0,0,3,5,9,4,7,3,0,32,0,0,3,29,16,12,49,13,18,151
SED21303,0,7,33,122,38,52,28,4,4,287,0,0,0,9,3,0,0,0,0,21,0,0,0,20,0,0,0,0,0,18,10,24,126,623,128,85,76,48,22,1149,96,128,301,1015,263,197,158,190,195,2540,1747,2691,5071,15448,4085,3113,2084,1748,920,36906,0,4,12,6,4,0,0,0,0,26,3154,4758,6630,18614,5282,3359,1377,540,335,44043,3,15,14,102,3,4,0,0,0,140,0,0,0,30,4,7,8,7,0,59,0,0,10,13,3,5,3,3,0,30,3,0,25,172,20,12,9,0,3,247,9,6,3,73,21,16,8,0,0,135,4,21,541,597,116,110,43,49,35,1521,0,0,3,18,28,19,16,26,9,123,0,5,4,33,14,44,35,18,6,165,14,69,157,1011,330,205,133,43,18,1984,0,0,0,34,3,4,9,0,0,58,0,8,34,116,16,8,5,0,0,197,3,9,23,180,45,22,32,18,9,345
SED21401,0,3,21,116,83,79,36,11,5,360,0,0,0,0,5,5,0,0,0,16,0,0,0,7,7,6,3,4,0,27,5,30,54,251,143,135,144,152,68,988,39,108,122,314,214,190,217,179,111,1504,1433,3095,3551,7555,4493,3950,3747,2843,1309,31976,0,0,0,10,0,0,0,0,0,12,2672,5172,4952,6816,4238,2821,2570,2167,956,32371,0,0,0,8,4,8,4,3,0,25,0,0,0,8,12,3,3,0,0,20,0,0,0,15,18,14,0,0,0,54,0,5,7,29,10,6,3,3,3,69,0,0,4,13,12,13,0,3,3,51,57,241,843,2487,1095,969,421,248,94,6455,0,0,0,17,29,28,75,55,16,208,0,5,12,85,59,106,78,56,23,426,6,64,50,140,172,185,183,180,71,1051,0,0,0,19,21,24,10,7,0,81,0,4,3,9,12,3,4,6,0,50,0,6,4,18,17,18,86,62,25,233
