SED_CODE_2016,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
SED21001,11295,9729,9430,8679,9215,7242,5033,3650,2381,66664,4,3,8,8,3,7,0,3,8,39,8,11,26,8,19,23,7,3,3,101,170,263,338,184,158,202,186,158,127,1779,6,3,5,5,12,12,10,0,0,56,3,3,4,8,0,4,3,4,0,27,0,6,0,0,0,3,7,0,0,15,0,5,7,5,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,182,288,380,206,202,245,215,162,133,2016,186,292,383,209,205,254,219,170,138,2058,11485,10024,9819,8889,9419,7494,5252,3818,2521,68722
SED21106,10727,6626,7174,8325,9545,7250,5094,2798,1831,59371,0,4,4,0,3,3,3,7,3,29,9,7,23,10,11,20,12,5,0,112,133,175,200,158,142,170,134,102,81,1290,11,10,12,11,14,4,10,5,0,73,0,3,8,4,8,9,5,0,0,35,3,9,0,7,9,9,9,0,3,47,0,0,0,0,6,6,3,0,0,19,0,0,3,0,0,0,0,0,0,9,0,0,5,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,154,202,242,197,199,222,179,118,91,1599,160,208,246,193,198,224,184,122,89,1623,10882,6833,7425,8522,9745,7476,5277,2918,1923,60995
SED21203,15630,10420,11284,8873,8835,6353,4489,3282,1187,70355,29,18,38,21,14,11,10,9,0,139,7,12,13,9,14,11,3,5,0,71,264,231,362,216,187,156,106,82,45,1648,3,8,10,8,13,9,3,0,0,40,3,0,4,3,3,3,0,0,0,20,0,0,5,0,3,8,0,0,0,13,0,0,7,0,3,0,0,0,0,13,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,278,257,393,237,216,183,114,90,45,1817,309,273,426,253,229,196,121,98,47,1956,15945,10698,11713,9131,9066,6547,4610,3375,1234,72308
SED21303,8783,9055,17883,11055,7645,5590,3680,2863,1394,67953,10,4,6,8,0,5,4,3,3,41,11,23,25,18,8,22,14,0,3,125,129,316,408,201,190,159,121,108,77,1709,3,12,12,9,7,15,9,4,0,72,0,9,12,6,3,3,7,0,0,48,0,7,12,0,6,12,13,3,0,48,0,3,3,0,3,6,3,0,0,20,0,3,3,3,0,0,0,0,0,9,0,3,0,0,3,0,7,0,0,20,0,0,0,0,0,0,0,0,0,0,142,375,482,236,231,223,176,117,77,2053,144,376,482,244,233,226,183,124,78,2090,8930,9431,18364,11302,7873,5821,3864,2983,1475,70045
SED21401,9110,7182,7113,7126,8257,7120,6454,5069,2056,59486,3,7,4,5,0,9,6,8,3,45,0,3,7,8,8,4,6,3,5,44,146,152,234,134,117,121,102,77,56,1132,0,9,8,0,8,12,8,0,0,44,0,0,5,0,0,3,0,0,0,8,4,0,0,6,3,0,3,0,0,22,0,3,0,0,3,0,5,0,0,16,0,0,0,0,4,0,0,0,0,4,0,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,156,167,258,150,139,142,123,86,63,1281,154,178,263,152,139,153,127,94,68,1320,9271,7356,7374,7280,8395,7272,6577,5163,2127,60807
SED21503,10063,9547,9328,7993,7316,6209,4914,2937,1147,59445,12,36,14,4,9,4,3,3,3,84,7,51,6,12,5,6,11,0,0,97,119,478,238,165,158,120,108,116,71,1568,3,9,8,5,9,9,3,3,0,52,3,6,3,4,4,0,4,0,0,21,0,3,3,0,4,8,4,0,0,27,0,10,3,0,3,4,0,0,0,18,0,7,4,0,3,0,0,0,0,11,0,3,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,133,568,269,188,182,142,131,122,71,1796,141,607,282,191,191,146,137,124,72,1888,10206,10155,9610,8184,7502,6355,5045,3061,1221,61335
SED21608,11074,7641,6339,7112,7756,7226,5435,2446,971,55998,5,18,7,7,8,9,9,3,6,74,3,11,11,8,7,16,21,11,0,88,221,596,295,179,194,200,126,70,42,1922,3,0,6,5,4,13,11,3,0,45,0,8,6,3,8,8,4,0,0,38,3,0,0,0,11,10,4,0,0,31,4,0,0,0,7,5,3,0,0,19,0,0,0,0,4,3,0,0,0,11,0,0,0,0,4,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,234,624,324,199,229,258,161,84,45,2159,242,641,327,204,240,263,170,86,49,2228,11311,8280,6664,7318,7998,7493,5609,2537,1019,58227
SED21706,11371,10793,8857,8114,8813,6767,4612,2904,1913,64141,0,15,9,3,3,0,0,3,3,40,10,17,6,16,19,13,11,0,0,93,132,321,290,147,131,130,101,68,40,1354,0,18,3,8,10,10,8,0,0,54,0,5,7,0,0,11,5,6,0,26,0,0,4,0,4,3,5,0,0,21,0,14,0,3,0,0,6,0,0,32,0,13,0,0,0,0,0,0,0,17,0,0,7,0,0,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,145,389,317,172,160,173,138,79,40,1605,149,405,324,170,169,172,137,80,43,1646,11512,11196,9181,8291,8978,6941,4750,2982,1953,65789
SED21805,12503,7223,9077,9954,9194,7666,5298,2719,1221,64854,8,8,3,11,13,11,7,8,3,65,6,11,9,6,10,7,3,3,0,59,196,253,264,179,174,116,104,50,41,1371,0,3,3,3,7,8,16,0,0,52,4,5,3,3,0,5,4,0,0,22,0,3,3,3,0,4,5,0,0,21,0,0,3,0,0,3,0,0,0,17,0,3,0,0,0,0,0,0,0,4,8,0,0,3,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,215,278,279,201,197,143,131,61,44,1553,217,279,286,209,211,160,141,64,47,1618,12724,7509,9357,10162,9409,7821,5433,2787,1269,66470
SED21906,10969,7702,12151,8797,7469,6513,4866,2545,1818,62817,5,6,13,3,3,7,9,5,5,54,3,9,12,10,3,10,16,3,3,76,159,209,296,159,156,167,125,113,131,1517,3,10,12,3,3,3,4,0,0,39,0,9,7,0,0,0,6,0,0,19,0,3,4,3,6,6,3,3,0,28,0,3,4,0,4,3,0,0,0,11,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,3,4,0,0,8,0,0,0,0,0,0,0,0,0,0,161,233,332,181,171,196,165,120,138,1701,175,234,348,187,169,201,173,123,144,1757,11143,7940,12494,8982,7642,6712,5036,2671,1960,64573
SED22005,11696,10677,12721,9666,8379,7132,5580,3958,1990,71792,16,9,8,11,14,3,12,7,7,77,3,11,14,8,9,20,7,3,0,76,272,278,327,270,244,179,179,207,156,2124,0,4,10,4,3,4,4,0,0,36,0,0,4,3,0,0,0,0,0,9,4,0,5,9,0,0,3,0,0,29,0,4,8,3,4,3,3,0,0,22,0,0,0,0,0,3,0,0,0,7,3,6,0,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,287,301,371,300,265,219,206,218,162,2330,306,312,378,312,270,216,217,226,164,2404,11999,10989,13096,9975,8649,7346,5795,4179,2163,74203
SED22105,24209,11541,17391,15598,10616,7341,4485,2166,875,94225,14,11,15,8,5,7,3,3,3,71,4,9,3,10,8,24,9,4,0,70,278,341,328,200,158,120,92,54,40,1614,11,8,7,8,8,12,3,0,0,51,0,3,0,3,0,4,4,0,0,15,0,3,3,5,5,0,3,3,0,22,0,0,0,0,0,7,7,0,0,20,0,0,4,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,299,357,353,227,182,167,112,68,35,1797,310,367,363,241,183,177,116,69,40,1871,24518,11910,17749,15840,10801,7522,4599,2239,917,96090
SED22201,10609,6866,7957,7612,7497,6648,4964,2985,1450,56582,6,0,5,0,5,10,4,8,3,36,3,0,6,3,5,11,4,0,0,30,160,243,227,122,130,104,86,48,34,1147,0,3,4,3,4,6,6,3,0,38,0,3,0,0,3,0,4,5,0,15,0,0,0,4,3,0,0,3,0,13,0,0,0,4,0,3,4,0,0,10,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,161,254,240,133,146,123,104,59,37,1261,165,261,246,133,150,135,107,61,35,1295,10770,7122,8205,7745,7645,6785,5071,3049,1485,57877
SED22305,13916,9683,13081,10330,8117,7583,5362,3273,1293,72638,21,17,28,29,12,6,3,6,0,128,4,9,25,13,28,12,7,0,0,92,216,307,389,264,201,185,142,118,93,1910,10,6,9,21,28,18,4,7,0,115,8,4,6,3,12,9,0,0,0,44,6,7,19,3,0,7,7,0,0,49,0,0,0,3,0,6,3,0,0,11,0,0,0,4,3,0,0,0,0,7,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,241,332,463,312,275,232,166,118,93,2238,257,349,496,336,287,240,168,130,92,2365,14175,10036,13573,10668,8399,7822,5534,3408,1388,75003
SED22404,10057,5778,5031,6552,8183,8283,6507,2824,1044,54264,11,16,9,13,9,6,17,10,0,87,39,46,36,42,34,31,15,4,4,249,740,740,624,574,524,436,384,120,46,4184,59,52,65,63,67,38,16,3,0,359,28,28,22,22,17,39,17,4,0,179,23,41,17,23,15,15,3,0,0,137,5,5,12,6,6,7,16,0,0,59,4,4,3,0,3,0,4,0,0,15,0,0,5,0,3,6,0,0,0,14,0,0,0,0,0,0,0,0,0,0,895,919,784,735,664,571,459,138,49,5214,904,938,786,743,676,580,474,145,55,5299,10966,6720,5819,7294,8860,8863,6981,2968,1093,59559
SED22501,11002,7110,5709,7739,8483,8113,5312,2173,877,56512,4,4,0,0,5,8,7,3,5,32,0,0,4,0,8,7,10,0,0,35,134,169,206,131,89,97,63,54,47,990,5,3,6,13,5,6,12,4,0,51,0,0,0,0,0,0,3,0,0,11,3,0,3,3,4,3,0,0,0,15,0,0,0,0,0,4,4,3,0,19,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,138,179,226,146,112,122,93,61,47,1127,147,186,226,147,112,129,92,68,51,1153,11146,7297,5934,7883,8595,8245,5408,2238,922,57671
SED22607,10929,8331,11956,9438,8633,6971,4117,2496,1387,64254,15,8,16,4,4,4,6,5,0,71,0,10,14,14,17,15,6,0,0,85,126,244,367,199,159,115,103,68,35,1413,0,9,17,18,23,12,15,0,0,92,0,10,5,10,5,15,9,3,3,58,3,14,13,13,4,7,6,3,0,68,0,0,0,0,0,7,0,0,0,16,4,0,4,0,0,0,0,0,0,9,0,0,7,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,138,283,427,253,217,166,144,80,38,1750,153,290,446,264,219,172,148,85,37,1814,11083,8620,12401,9699,8856,7141,4268,2576,1428,66070
SED22704,10500,6685,5665,6583,8633,9299,7526,3971,1606,60469,25,19,12,5,3,15,11,11,7,98,13,41,28,16,20,28,21,8,5,180,205,376,289,181,192,276,207,110,61,1892,0,59,58,16,21,25,21,0,0,207,3,21,10,17,15,6,5,4,0,80,3,3,8,3,8,4,7,5,0,45,3,0,5,9,6,18,6,7,0,50,0,9,7,0,4,0,4,0,0,23,0,3,6,3,3,3,3,0,0,17,0,0,0,0,0,0,0,0,0,0,224,521,402,246,268,359,277,130,67,2498,253,535,416,252,273,368,283,139,71,2599,10753,7216,6084,6836,8909,9669,7809,4112,1676,63066
SED22802,10721,7327,7147,7164,7872,6543,4805,2214,776,54574,11,6,9,3,9,3,8,9,7,57,0,3,4,3,9,4,4,9,0,41,158,254,208,113,108,105,88,51,22,1103,0,0,4,0,11,12,9,0,0,38,0,0,0,0,0,3,0,0,0,12,3,5,5,0,6,0,3,0,0,24,0,5,5,3,8,4,3,0,0,23,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,264,230,121,135,135,108,57,18,1242,170,271,244,127,143,141,119,69,26,1304,10889,7605,7387,7297,8016,6676,4927,2284,804,55881
SED22901,9372,6954,7288,7240,7446,7558,5310,2703,1519,55398,3,4,3,4,5,6,3,3,0,27,3,3,11,10,10,10,13,4,3,61,147,181,244,166,125,137,153,166,109,1416,4,7,13,11,9,7,8,0,0,58,0,3,0,9,3,0,10,3,0,35,0,0,0,5,5,8,6,0,3,32,0,0,3,3,0,3,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,152,196,272,207,148,167,184,176,116,1616,157,200,275,207,156,166,187,180,116,1645,9528,7154,7561,7444,7596,7729,5496,2882,1634,57038
SED23007,12443,11262,17799,11962,8935,7319,4754,2833,1260,78566,7,17,17,11,16,11,10,9,3,102,14,9,17,22,14,21,15,3,0,108,243,366,465,313,222,221,187,117,79,2215,10,28,13,16,29,17,9,3,0,122,16,6,12,14,10,17,10,0,0,87,0,0,8,3,3,5,14,0,0,43,0,4,3,0,5,19,11,3,0,43,0,0,0,0,3,0,0,0,0,3,0,3,6,0,0,4,3,0,0,13,0,0,0,0,0,0,0,0,0,0,289,418,523,373,285,299,250,123,79,2646,297,440,538,379,303,311,255,134,79,2750,12740,11703,18336,12346,9238,7632,5013,2968,1342,81315
SED23101,10002,7401,6492,7655,7615,6527,5947,4086,1750,57471,7,5,4,3,3,3,3,3,3,33,3,4,8,13,8,18,4,0,0,52,112,141,185,140,109,88,110,108,94,1086,0,0,13,3,10,7,3,0,0,47,0,3,0,0,7,3,8,3,0,31,0,0,5,3,0,3,4,0,0,17,0,3,3,0,4,5,0,0,0,12,0,0,0,0,4,0,0,0,0,6,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,114,155,206,162,149,125,136,118,97,1273,118,160,213,166,152,128,137,124,100,1300,10122,7557,6700,7819,7765,6653,6084,4213,1851,58774
SED23205,10326,7042,7764,7549,7871,7320,5712,3339,1602,58517,7,9,11,6,8,3,3,6,0,55,0,3,6,4,4,19,11,3,0,63,245,325,367,241,229,224,224,178,128,2159,3,3,12,6,3,14,13,0,0,63,0,0,6,4,7,0,5,0,0,20,0,3,3,0,7,4,3,3,4,26,0,0,0,0,6,5,0,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,251,338,399,264,259,273,250,188,137,2355,258,352,406,272,269,278,250,189,135,2412,10583,7394,8168,7818,8140,7593,5966,3526,1737,60925
SED23308,10118,7571,8637,7550,7941,7323,5257,3318,1832,59543,8,6,4,0,7,4,8,3,6,49,3,9,8,18,17,18,11,0,0,90,201,447,445,261,255,268,240,136,117,2363,4,4,12,17,11,23,19,0,0,92,6,0,12,9,15,6,7,0,0,44,4,3,4,4,7,9,5,0,0,38,0,0,3,3,8,10,3,0,0,28,3,0,0,0,0,0,0,0,0,5,0,0,8,8,5,4,0,0,0,22,0,0,0,0,0,0,0,0,0,0,223,465,489,309,321,333,288,140,117,2682,230,469,498,317,327,331,290,143,125,2730,10347,8047,9134,7867,8268,7654,5546,3456,1958,62277
SED23402,14149,8950,8708,8941,9319,7210,4731,2499,1045,65552,12,14,8,5,11,5,9,5,5,72,11,3,7,4,6,10,16,3,0,56,202,287,277,183,128,145,115,73,58,1461,0,3,4,0,7,8,4,3,0,37,0,3,4,0,3,3,0,0,0,16,0,0,7,0,3,5,0,0,0,17,3,0,0,0,0,0,5,0,0,13,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,215,298,301,192,151,174,141,84,56,1608,222,315,310,198,166,175,151,85,61,1681,14372,9264,9017,9139,9479,7385,4886,2579,1109,67231
SED23502,9535,5207,4948,5482,7062,8540,7933,4209,1583,54497,9,20,5,5,14,14,16,5,4,94,3,5,16,7,13,33,30,12,0,127,225,321,308,256,283,427,351,152,60,2384,4,4,15,7,5,25,16,3,0,86,0,0,0,0,9,15,14,0,0,46,6,4,7,3,9,13,13,0,0,56,7,4,0,3,8,7,17,3,0,51,0,0,0,0,0,0,0,0,0,3,0,0,0,5,7,0,6,3,0,21,0,0,0,0,0,0,0,0,0,0,242,348,351,288,334,529,437,174,67,2765,248,360,359,291,346,544,456,185,69,2862,9784,5572,5305,5777,7409,9077,8391,4394,1649,57352
SED23602,9710,5323,5463,5969,7308,7974,6504,3244,1430,52931,13,6,5,7,10,14,14,18,3,80,7,17,42,11,28,20,18,5,0,147,165,323,323,203,231,308,253,116,64,1986,6,16,39,16,11,16,5,0,0,117,3,3,6,4,4,5,7,0,0,38,4,4,18,3,5,14,3,5,0,55,0,3,3,4,9,5,4,0,0,31,0,0,4,0,0,0,3,0,0,15,0,0,11,3,0,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,185,372,448,243,288,380,300,135,66,2408,198,381,452,250,299,387,305,147,71,2489,9909,5707,5913,6219,7603,8362,6815,3393,1497,55417
SED23702,12549,8978,8077,8222,9705,8364,5760,2678,836,65159,10,18,12,11,8,13,9,7,0,79,3,36,49,19,9,3,15,3,0,141,240,326,273,185,137,144,116,58,40,1513,8,35,30,14,16,15,11,0,0,133,0,3,3,3,3,5,0,0,0,18,0,22,14,3,7,0,0,3,0,59,4,8,3,4,3,0,3,0,0,26,0,4,3,0,0,0,0,0,0,16,0,3,11,0,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,252,440,385,230,178,174,143,72,45,1915,265,459,394,236,187,186,150,78,45,1997,12812,9438,8470,8460,9894,8544,5909,2751,884,67158
SED23806,10147,9769,11337,8216,7920,6303,4806,2580,1339,62421,6,12,9,8,5,0,3,4,3,41,3,20,16,22,16,19,9,7,0,122,128,300,320,153,115,158,128,94,44,1453,6,11,17,12,18,11,8,0,0,93,6,5,8,3,5,6,6,0,0,40,0,4,3,12,6,7,17,4,0,53,3,0,0,4,3,7,6,0,0,25,5,6,0,0,0,0,0,0,0,12,0,4,3,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,3,156,358,379,208,168,209,172,115,46,1815,160,366,388,210,175,212,179,120,53,1861,10308,10137,11721,8424,8089,6519,4988,2699,1388,64281
SED23901,11286,7293,8469,8714,8349,7156,5204,3241,1899,61608,0,8,0,4,11,3,5,7,0,49,0,9,33,6,15,15,5,4,0,85,207,250,313,219,239,259,267,267,159,2178,3,27,29,8,19,15,9,3,3,110,0,0,4,7,3,5,4,0,0,26,3,0,7,9,3,8,6,0,0,30,0,0,0,6,8,4,8,5,0,31,0,3,7,0,0,0,0,0,0,18,0,3,4,0,3,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,221,298,390,248,287,300,303,281,166,2494,219,311,393,254,298,309,304,286,170,2539,11509,7600,8862,8968,8648,7464,5504,3528,2064,64151
SED24006,10653,9433,6501,6958,9452,7397,5130,3088,1884,60486,5,7,3,5,10,3,3,4,5,40,9,9,21,16,18,13,16,9,0,109,164,221,233,158,165,167,132,134,87,1459,0,12,16,13,18,9,11,0,0,84,0,4,3,0,10,9,9,0,0,38,0,3,8,3,6,0,3,3,0,29,0,0,3,0,0,14,0,0,0,23,0,5,0,0,0,0,0,0,0,5,0,3,3,0,0,3,3,3,0,17,0,0,0,0,0,0,0,0,0,0,175,253,290,198,218,217,173,147,93,1758,178,253,293,199,228,217,177,151,102,1801,10836,9686,6791,7161,9673,7618,5302,3246,1985,62291
SED24105,12927,9460,10205,9377,8777,7571,5685,2798,1211,68011,15,8,11,14,3,9,7,3,3,76,9,6,5,10,15,15,3,3,0,62,180,204,304,189,152,118,85,57,33,1313,7,4,9,7,5,4,0,0,3,45,0,0,8,0,0,3,0,0,0,19,5,8,5,3,9,3,0,0,0,32,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,206,229,332,213,181,139,91,55,38,1470,219,237,336,226,186,152,99,61,36,1552,13146,9697,10540,9601,8961,7720,5785,2858,1249,69557
SED24207,19039,10636,12638,13882,10231,7804,4816,1812,511,81371,11,21,10,14,8,9,9,3,5,89,3,5,14,11,19,3,8,0,0,65,257,237,331,240,157,163,103,63,25,1570,0,5,15,5,9,12,0,0,0,55,3,3,5,7,3,3,6,0,0,29,0,3,3,7,6,6,0,0,0,22,5,0,10,0,0,3,0,0,0,19,0,0,0,0,3,0,0,0,0,4,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,276,260,384,270,198,193,114,65,28,1769,284,277,393,280,208,200,117,65,28,1862,19321,10910,13040,14166,10438,8008,4936,1878,540,83231
SED24308,11723,8553,8338,7953,8260,7301,5598,3282,1470,62489,13,16,13,14,8,13,14,0,5,104,8,17,7,4,5,7,3,4,0,50,237,384,276,207,178,137,95,76,65,1655,0,11,3,11,7,15,5,3,0,49,0,3,3,3,3,4,5,0,0,18,0,0,0,0,0,4,0,0,0,7,0,0,0,5,0,3,3,0,0,9,0,3,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,240,415,293,219,200,170,116,82,65,1808,260,435,306,231,211,178,124,86,74,1911,11980,8995,8643,8182,8469,7483,5728,3368,1547,64394
SED24408,9554,5449,5128,5500,7174,7814,6131,3853,1948,52543,21,11,16,13,13,10,17,8,5,105,3,8,14,4,12,23,9,0,0,79,168,350,324,196,225,259,220,112,71,1929,3,9,11,3,16,8,10,0,0,64,26,38,28,21,35,71,49,9,3,278,4,0,10,4,3,13,8,0,0,42,6,0,0,3,4,3,6,0,0,27,0,0,3,0,3,3,0,0,0,8,0,0,3,0,0,6,3,0,0,7,0,0,0,0,0,0,0,0,0,0,209,411,388,237,305,385,306,120,74,2436,229,422,400,243,315,399,328,129,78,2541,9779,5874,5522,5746,7489,8212,6456,3980,2023,55084
SED24504,10929,5622,4387,7252,8637,7975,6158,2445,1046,54460,9,11,3,4,14,3,14,3,0,57,7,13,22,28,22,35,29,5,0,154,144,277,265,203,228,233,248,108,46,1756,0,6,6,3,17,13,12,0,3,65,3,3,5,3,12,14,13,4,3,54,3,0,0,9,7,6,8,0,3,39,0,0,0,3,0,3,3,0,3,16,0,0,0,0,3,0,0,0,0,5,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,159,304,304,253,290,303,310,117,60,2096,162,311,309,255,297,304,323,123,63,2154,11093,5940,4700,7508,8934,8282,6479,2570,1112,56617
