CED_NAME16	Age	EnglishProficiency	SpeaksEnglishOnly	YearOfArrival.max	persons_born_overseas
Banks	25-34	Speaks English well or very well	0	2005	1429
Banks	25-34	Speaks English well or very well	0	2010	3225
Banks	25-34	Speaks English well or very well	0	2011	454
Banks	25-34	Speaks English well or very well	0	2012	452
Banks	25-34	Speaks English well or very well	0	2013	624
Banks	25-34	Speaks English well or very well	0	2014	706
Banks	25-34	Speaks English well or very well	0	2015	644
Banks	25-34	Speaks English well or very well	0	2016	312
Banks	25-34	Speaks English not well or not at all	0		55
Banks	25-34	Speaks English not well or not at all	0	2000	14
Banks	25-34	Speaks English not well or not at all	0	2005	119
Banks	25-34	Speaks English not well or not at all	0	2010	255
Banks	25-34	Speaks English not well or not at all	0	2011	53
Banks	25-34	Speaks English not well or not at all	0	2012	91
Banks	25-34	Speaks English not well or not at all	0	2013	93
Banks	25-34	Speaks English not well or not at all	0	2014	139
Banks	25-34	Speaks English not well or not at all	0	2015	119
Banks	25-34	Speaks English not well or not at all	0	2016	60
Banks	35-44		0	2000	11
Banks	35-44		0	2005	4
Banks	35-44		0	2010	8
Banks	35-44		0	2014	3
Banks	35-44		1		55
Banks	35-44		1	2000	1041
Banks	35-44		1	2005	369
Banks	35-44		1	2010	218
Banks	35-44		1	2011	38
Banks	35-44		1	2012	33
Banks	35-44		1	2013	25
Banks	35-44		1	2014	27
Banks	35-44		1	2015	25
Banks	35-44		1	2016	12
Banks	35-44	Speaks English well or very well	0		105
Banks	35-44	Speaks English well or very well	0	2000	2667
Banks	35-44	Speaks English well or very well	0	2005	1792
Banks	35-44	Speaks English well or very well	0	2010	1422
Banks	35-44	Speaks English well or very well	0	2011	137
Banks	35-44	Speaks English well or very well	0	2012	194
Banks	35-44	Speaks English well or very well	0	2013	159
Banks	35-44	Speaks English well or very well	0	2014	130
Banks	35-44	Speaks English well or very well	0	2015	108
Banks	35-44	Speaks English well or very well	0	2016	57
Banks	35-44	Speaks English not well or not at all	0		33
Banks	35-44	Speaks English not well or not at all	0	2000	176
Banks	35-44	Speaks English not well or not at all	0	2005	225
Banks	35-44	Speaks English not well or not at all	0	2010	302
Banks	35-44	Speaks English not well or not at all	0	2011	49
Banks	35-44	Speaks English not well or not at all	0	2012	45
Banks	35-44	Speaks English not well or not at all	0	2013	58
Banks	35-44	Speaks English not well or not at all	0	2014	51
Banks	35-44	Speaks English not well or not at all	0	2015	61
Banks	35-44	Speaks English not well or not at all	0	2016	42
Banks	45-54		0		7
Banks	45-54		0	2000	26
Banks	45-54		0	2005	3
Banks	45-54		1		62
Banks	45-54		1	2000	1697
Banks	45-54		1	2005	170
Banks	45-54		1	2010	103
Banks	45-54		1	2011	13
Banks	45-54		1	2012	19
Banks	45-54		1	2013	11
Banks	45-54		1	2014	16
Banks	45-54		1	2015	9
Banks	45-54		1	2016	11
Banks	45-54	Speaks English well or very well	0		110
Banks	45-54	Speaks English well or very well	0	2000	4672
Banks	45-54	Speaks English well or very well	0	2005	827
Banks	45-54	Speaks English well or very well	0	2010	376
Banks	45-54	Speaks English well or very well	0	2011	40
Banks	45-54	Speaks English well or very well	0	2012	35
Banks	45-54	Speaks English well or very well	0	2013	34
Banks	45-54	Speaks English well or very well	0	2014	32
Banks	45-54	Speaks English well or very well	0	2015	35
Banks	45-54	Speaks English well or very well	0	2016	3
Banks	45-54	Speaks English not well or not at all	0		91
Banks	45-54	Speaks English not well or not at all	0	2000	1026
Banks	45-54	Speaks English not well or not at all	0	2005	351
Banks	45-54	Speaks English not well or not at all	0	2010	314
Banks	45-54	Speaks English not well or not at all	0	2011	39
Banks	45-54	Speaks English not well or not at all	0	2012	61
Banks	45-54	Speaks English not well or not at all	0	2013	55
Banks	45-54	Speaks English not well or not at all	0	2014	64
Banks	45-54	Speaks English not well or not at all	0	2015	55
Banks	45-54	Speaks English not well or not at all	0	2016	26
Banks	55-64				4
Banks	55-64			2000	4
Banks	55-64		0		3
Banks	55-64		0	2000	43
Banks	55-64		1		43
Banks	55-64		1	2000	1712
Banks	55-64		1	2005	72
Banks	55-64		1	2010	27
Banks	55-64		1	2011	7
Banks	55-64		1	2012	4
Banks	55-64		1	2013	3
Banks	55-64		1	2014	3
Banks	55-64		1	2015	4
Banks	55-64	Speaks English well or very well	0		92
Banks	55-64	Speaks English well or very well	0	2000	4205
Banks	55-64	Speaks English well or very well	0	2005	206
Banks	55-64	Speaks English well or very well	0	2010	99
Banks	55-64	Speaks English well or very well	0	2011	31
Banks	55-64	Speaks English well or very well	0	2012	13
Banks	55-64	Speaks English well or very well	0	2013	13
Banks	55-64	Speaks English well or very well	0	2014	9
Banks	55-64	Speaks English well or very well	0	2015	16
Banks	55-64	Speaks English well or very well	0	2016	4
Banks	55-64	Speaks English not well or not at all	0		191
Banks	55-64	Speaks English not well or not at all	0	2000	1817
Banks	55-64	Speaks English not well or not at all	0	2005	285
Banks	55-64	Speaks English not well or not at all	0	2010	312
Banks	55-64	Speaks English not well or not at all	0	2011	99
Banks	55-64	Speaks English not well or not at all	0	2012	77
Banks	55-64	Speaks English not well or not at all	0	2013	95
Banks	55-64	Speaks English not well or not at all	0	2014	98
Banks	55-64	Speaks English not well or not at all	0	2015	87
Banks	55-64	Speaks English not well or not at all	0	2016	73
Banks	65-74				7
Banks	65-74			2000	13
Banks	65-74		0		7
Banks	65-74		0	2000	19
Banks	65-74		1		29
Banks	65-74		1	2000	1439
Banks	65-74		1	2005	20
Banks	65-74		1	2010	19
Banks	65-74		1	2011	5
Banks	65-74		1	2014	7
Banks	65-74		1	2016	3
Banks	65-74	Speaks English well or very well	0		59
Banks	65-74	Speaks English well or very well	0	2000	2536
Banks	65-74	Speaks English well or very well	0	2005	42
Banks	65-74	Speaks English well or very well	0	2010	30
Banks	65-74	Speaks English well or very well	0	2011	9
Banks	65-74	Speaks English well or very well	0	2012	3
Banks	65-74	Speaks English well or very well	0	2013	5
Banks	65-74	Speaks English well or very well	0	2014	4
Banks	65-74	Speaks English well or very well	0	2015	7
Banks	65-74	Speaks English well or very well	0	2016	10
Banks	65-74	Speaks English not well or not at all	0		80
Banks	65-74	Speaks English not well or not at all	0	2000	1267
Banks	65-74	Speaks English not well or not at all	0	2005	147
Banks	65-74	Speaks English not well or not at all	0	2010	227
Banks	65-74	Speaks English not well or not at all	0	2011	44
Banks	65-74	Speaks English not well or not at all	0	2012	37
Banks	65-74	Speaks English not well or not at all	0	2013	55
Banks	65-74	Speaks English not well or not at all	0	2014	46
Banks	65-74	Speaks English not well or not at all	0	2015	45
Banks	65-74	Speaks English not well or not at all	0	2016	34
Banks	75-84				3
Banks	75-84			2000	4
Banks	75-84		0		12
Banks	75-84		0	2000	22
Banks	75-84		0	2005	3
Banks	75-84		1		23
Banks	75-84		1	2000	674
Banks	75-84		1	2005	5
Banks	75-84		1	2010	5
Banks	75-84		1	2013	8
Banks	75-84		1	2015	3
Banks	75-84	Speaks English well or very well	0		35
Banks	75-84	Speaks English well or very well	0	2000	1224
Banks	75-84	Speaks English well or very well	0	2005	19
Banks	75-84	Speaks English well or very well	0	2010	12
Banks	75-84	Speaks English well or very well	0	2011	3
Banks	75-84	Speaks English well or very well	0	2013	3
Banks	75-84	Speaks English not well or not at all	0		71
Banks	75-84	Speaks English not well or not at all	0	2000	1207
Banks	75-84	Speaks English not well or not at all	0	2005	160
Banks	75-84	Speaks English not well or not at all	0	2010	123
Banks	75-84	Speaks English not well or not at all	0	2011	13
Banks	75-84	Speaks English not well or not at all	0	2012	19
Banks	75-84	Speaks English not well or not at all	0	2013	13
Banks	75-84	Speaks English not well or not at all	0	2014	9
Banks	75-84	Speaks English not well or not at all	0	2015	18
Banks	75-84	Speaks English not well or not at all	0	2016	4
Banks	85+			2000	3
Banks	85+		0		9
Banks	85+		0	2000	11
Banks	85+		1		39
Banks	85+		1	2000	322
Banks	85+		1	2005	3
Banks	85+	Speaks English well or very well	0		22
Banks	85+	Speaks English well or very well	0	2000	344
Banks	85+	Speaks English well or very well	0	2005	3
Banks	85+	Speaks English well or very well	0	2010	3
Banks	85+	Speaks English not well or not at all	0		65
Banks	85+	Speaks English not well or not at all	0	2000	412
Banks	85+	Speaks English not well or not at all	0	2005	25
Banks	85+	Speaks English not well or not at all	0	2010	21
Banks	85+	Speaks English not well or not at all	0	2011	4
Banks	85+	Speaks English not well or not at all	0	2014	4
Barton	0-14				3
Barton	0-14			2015	3
Barton	0-14		0		3
Barton	0-14		0	2014	3
Barton	0-14		0	2015	7
Barton	0-14		0	2016	3
Barton	0-14		1		42
Barton	0-14		1	2005	61
Barton	0-14		1	2010	179
Barton	0-14		1	2011	49
Barton	0-14		1	2012	36
Barton	0-14		1	2013	60
Barton	0-14		1	2014	34
Barton	0-14		1	2015	56
Barton	0-14		1	2016	33
Barton	0-14	Speaks English well or very well	0		78
Barton	0-14	Speaks English well or very well	0	2005	112
Barton	0-14	Speaks English well or very well	0	2010	398
Barton	0-14	Speaks English well or very well	0	2011	115
Barton	0-14	Speaks English well or very well	0	2012	182
Barton	0-14	Speaks English well or very well	0	2013	204
Barton	0-14	Speaks English well or very well	0	2014	194
Barton	0-14	Speaks English well or very well	0	2015	165
Barton	0-14	Speaks English well or very well	0	2016	88
Barton	0-14	Speaks English not well or not at all	0		68
Barton	0-14	Speaks English not well or not at all	0	2005	3
Barton	0-14	Speaks English not well or not at all	0	2010	3
Barton	0-14	Speaks English not well or not at all	0	2011	8
Barton	0-14	Speaks English not well or not at all	0	2012	19
Barton	0-14	Speaks English not well or not at all	0	2013	34
Barton	0-14	Speaks English not well or not at all	0	2014	59
Barton	0-14	Speaks English not well or not at all	0	2015	140
Barton	0-14	Speaks English not well or not at all	0	2016	137
Barton	15-24				5
Barton	15-24			2015	3
Barton	15-24		0		8
Barton	15-24		0	2005	3
Barton	15-24		0	2010	7
Barton	15-24		0	2012	4
Barton	15-24		0	2013	7
Barton	15-24		0	2014	8
Barton	15-24		0	2015	11
Barton	15-24		0	2016	4
Barton	15-24		1		54
Barton	15-24		1	2000	161
Barton	15-24		1	2005	184
Barton	15-24		1	2010	130
Barton	15-24		1	2011	29
Barton	15-24		1	2012	35
Barton	15-24		1	2013	48
Barton	15-24		1	2014	73
Barton	15-24		1	2015	87
Barton	15-24		1	2016	56
Barton	15-24	Speaks English well or very well	0		305
Barton	15-24	Speaks English well or very well	0	2000	374
Barton	15-24	Speaks English well or very well	0	2005	619
Barton	15-24	Speaks English well or very well	0	2010	866
Barton	15-24	Speaks English well or very well	0	2011	337
Barton	15-24	Speaks English well or very well	0	2012	445
Barton	15-24	Speaks English well or very well	0	2013	680
Barton	15-24	Speaks English well or very well	0	2014	1003
Barton	15-24	Speaks English well or very well	0	2015	1283
Barton	15-24	Speaks English well or very well	0	2016	950
Barton	15-24	Speaks English not well or not at all	0		73
Barton	15-24	Speaks English not well or not at all	0	2005	23
Barton	15-24	Speaks English not well or not at all	0	2010	39
Barton	15-24	Speaks English not well or not at all	0	2011	20
Barton	15-24	Speaks English not well or not at all	0	2012	47
Barton	15-24	Speaks English not well or not at all	0	2013	69
Barton	15-24	Speaks English not well or not at all	0	2014	128
Barton	15-24	Speaks English not well or not at all	0	2015	224
Barton	15-24	Speaks English not well or not at all	0	2016	181
Barton	25-34				12
Barton	25-34			2010	3
Barton	25-34			2011	3
Barton	25-34			2014	3
Barton	25-34			2016	3
Barton	25-34		0		7
Barton	25-34		0	2000	3
Barton	25-34		0	2005	9
Barton	25-34		0	2010	22
Barton	25-34		0	2011	9
Barton	25-34		0	2012	4
Barton	25-34		0	2013	3
Barton	25-34		0	2014	3
Barton	25-34		0	2015	9
Barton	25-34		0	2016	8
Barton	25-34		1		84
Barton	25-34		1	2000	734
Barton	25-34		1	2005	244
Barton	25-34		1	2010	524
Barton	25-34		1	2011	158
Barton	25-34		1	2012	145
Barton	25-34		1	2013	172
Barton	25-34		1	2014	140
Barton	25-34		1	2015	164
Barton	25-34		1	2016	90
Barton	25-34	Speaks English well or very well	0		371
Barton	25-34	Speaks English well or very well	0	2000	1887
Barton	25-34	Speaks English well or very well	0	2005	2110
Barton	25-34	Speaks English well or very well	0	2010	5699
Barton	25-34	Speaks English well or very well	0	2011	896
Barton	25-34	Speaks English well or very well	0	2012	1033
Barton	25-34	Speaks English well or very well	0	2013	1406
Barton	25-34	Speaks English well or very well	0	2014	1643
Barton	25-34	Speaks English well or very well	0	2015	1573
Barton	25-34	Speaks English well or very well	0	2016	846
Barton	25-34	Speaks English not well or not at all	0		108
Barton	25-34	Speaks English not well or not at all	0	2000	25
Barton	25-34	Speaks English not well or not at all	0	2005	125
Barton	25-34	Speaks English not well or not at all	0	2010	363
Barton	25-34	Speaks English not well or not at all	0	2011	66
Barton	25-34	Speaks English not well or not at all	0	2012	130
Barton	25-34	Speaks English not well or not at all	0	2013	167
Barton	25-34	Speaks English not well or not at all	0	2014	207
Barton	25-34	Speaks English not well or not at all	0	2015	302
Barton	25-34	Speaks English not well or not at all	0	2016	219
Barton	35-44				8
Barton	35-44		0		5
Barton	35-44		0	2000	26
Barton	35-44		0	2005	10
Barton	35-44		0	2010	12
Barton	35-44		0	2013	3
Barton	35-44		0	2015	4
Barton	35-44		1		54
Barton	35-44		1	2000	1210
Barton	35-44		1	2005	510
Barton	35-44		1	2010	352
Barton	35-44		1	2011	66
Barton	35-44		1	2012	66
Barton	35-44		1	2013	54
Barton	35-44		1	2014	31
Barton	35-44		1	2015	34
Barton	35-44		1	2016	15
Barton	35-44	Speaks English well or very well	0		143
Barton	35-44	Speaks English well or very well	0	2000	3079
Barton	35-44	Speaks English well or very well	0	2005	2237
Barton	35-44	Speaks English well or very well	0	2010	2129
Barton	35-44	Speaks English well or very well	0	2011	215
Barton	35-44	Speaks English well or very well	0	2012	289
Barton	35-44	Speaks English well or very well	0	2013	304
Barton	35-44	Speaks English well or very well	0	2014	230
Barton	35-44	Speaks English well or very well	0	2015	232
Barton	35-44	Speaks English well or very well	0	2016	142
Barton	35-44	Speaks English not well or not at all	0		62
Barton	35-44	Speaks English not well or not at all	0	2000	239
Barton	35-44	Speaks English not well or not at all	0	2005	248
Barton	35-44	Speaks English not well or not at all	0	2010	307
Barton	35-44	Speaks English not well or not at all	0	2011	55
Barton	35-44	Speaks English not well or not at all	0	2012	56
Barton	35-44	Speaks English not well or not at all	0	2013	84
Barton	35-44	Speaks English not well or not at all	0	2014	77
Barton	35-44	Speaks English not well or not at all	0	2015	91
Barton	35-44	Speaks English not well or not at all	0	2016	65
Barton	45-54				9
Barton	45-54			2000	5
Barton	45-54		0		8
Barton	45-54		0	2000	44
Barton	45-54		0	2005	9
Barton	45-54		0	2010	7
Barton	45-54		1		69
Barton	45-54		1	2000	1813
Barton	45-54		1	2005	200
Barton	45-54		1	2010	111
Barton	45-54		1	2011	23
Barton	45-54		1	2012	15
Barton	45-54		1	2013	15
Barton	45-54		1	2014	11
Barton	45-54		1	2015	9
Barton	45-54		1	2016	4
Barton	45-54	Speaks English well or very well	0		164
Barton	45-54	Speaks English well or very well	0	2000	5231
Barton	45-54	Speaks English well or very well	0	2005	808
Barton	45-54	Speaks English well or very well	0	2010	453
Barton	45-54	Speaks English well or very well	0	2011	42
Barton	45-54	Speaks English well or very well	0	2012	46
Barton	45-54	Speaks English well or very well	0	2013	65
Barton	45-54	Speaks English well or very well	0	2014	31
Barton	45-54	Speaks English well or very well	0	2015	38
Barton	45-54	Speaks English well or very well	0	2016	27
Barton	45-54	Speaks English not well or not at all	0		96
Barton	45-54	Speaks English not well or not at all	0	2000	1148
Barton	45-54	Speaks English not well or not at all	0	2005	303
Barton	45-54	Speaks English not well or not at all	0	2010	284
Barton	45-54	Speaks English not well or not at all	0	2011	65
Barton	45-54	Speaks English not well or not at all	0	2012	71
Barton	45-54	Speaks English not well or not at all	0	2013	55
Barton	45-54	Speaks English not well or not at all	0	2014	67
Barton	45-54	Speaks English not well or not at all	0	2015	58
Barton	45-54	Speaks English not well or not at all	0	2016	65
Barton	55-64				3
Barton	55-64			2000	4
Barton	55-64		0		12
Barton	55-64		0	2000	37
Barton	55-64		0	2010	7
Barton	55-64		0	2016	3
Barton	55-64		1		43
Barton	55-64		1	2000	1558
Barton	55-64		1	2005	66
Barton	55-64		1	2010	44
Barton	55-64		1	2011	6
Barton	55-64		1	2012	3
Barton	55-64		1	2013	4
Barton	55-64		1	2015	5
Barton	55-64		1	2016	9
Barton	55-64	Speaks English well or very well	0		167
Barton	55-64	Speaks English well or very well	0	2000	5471
Barton	55-64	Speaks English well or very well	0	2005	221
Barton	55-64	Speaks English well or very well	0	2010	88
Barton	55-64	Speaks English well or very well	0	2011	9
Barton	55-64	Speaks English well or very well	0	2012	19
Barton	55-64	Speaks English well or very well	0	2013	10
Barton	55-64	Speaks English well or very well	0	2014	9
Barton	55-64	Speaks English well or very well	0	2015	16
Barton	55-64	Speaks English well or very well	0	2016	14
Barton	55-64	Speaks English not well or not at all	0		223
Barton	55-64	Speaks English not well or not at all	0	2000	2147
Barton	55-64	Speaks English not well or not at all	0	2005	226
Barton	55-64	Speaks English not well or not at all	0	2010	267
Barton	55-64	Speaks English not well or not at all	0	2011	78
Barton	55-64	Speaks English not well or not at all	0	2012	60
Barton	55-64	Speaks English not well or not at all	0	2013	94
Barton	55-64	Speaks English not well or not at all	0	2014	111
Barton	55-64	Speaks English not well or not at all	0	2015	74
Barton	55-64	Speaks English not well or not at all	0	2016	89
Barton	65-74				4
Barton	65-74			2000	3
Barton	65-74		0		12
Barton	65-74		0	2000	55
Barton	65-74		1		36
Barton	65-74		1	2000	1133
Barton	65-74		1	2005	21
Barton	65-74		1	2010	18
Barton	65-74		1	2011	3
Barton	65-74		1	2013	3
Barton	65-74	Speaks English well or very well	0		111
Barton	65-74	Speaks English well or very well	0	2000	4224
Barton	65-74	Speaks English well or very well	0	2005	38
Barton	65-74	Speaks English well or very well	0	2010	32
Barton	65-74	Speaks English well or very well	0	2011	3
Barton	65-74	Speaks English well or very well	0	2012	7
Barton	65-74	Speaks English well or very well	0	2013	10
Barton	65-74	Speaks English well or very well	0	2014	3
Barton	65-74	Speaks English well or very well	0	2015	6
Barton	65-74	Speaks English not well or not at all	0		141
Barton	65-74	Speaks English not well or not at all	0	2000	2230
Barton	65-74	Speaks English not well or not at all	0	2005	142
Barton	65-74	Speaks English not well or not at all	0	2010	182
Barton	65-74	Speaks English not well or not at all	0	2011	48
Barton	65-74	Speaks English not well or not at all	0	2012	42
Barton	65-74	Speaks English not well or not at all	0	2013	55
Barton	65-74	Speaks English not well or not at all	0	2014	37
Barton	65-74	Speaks English not well or not at all	0	2015	27
Barton	65-74	Speaks English not well or not at all	0	2016	33
Barton	75-84				12
Barton	75-84			2000	4
Barton	75-84		0		13
Barton	75-84		0	2000	35
Barton	75-84		1		29
Barton	75-84		1	2000	528
Barton	75-84		1	2005	10
Barton	75-84		1	2010	5
Barton	75-84	Speaks English well or very well	0		130
Barton	75-84	Speaks English well or very well	0	2000	2299
Barton	75-84	Speaks English well or very well	0	2005	19
Barton	75-84	Speaks English well or very well	0	2010	10
Barton	75-84	Speaks English not well or not at all	0		170
Barton	75-84	Speaks English not well or not at all	0	2000	2403
Barton	75-84	Speaks English not well or not at all	0	2005	111
Barton	75-84	Speaks English not well or not at all	0	2010	101
Barton	75-84	Speaks English not well or not at all	0	2011	15
Barton	75-84	Speaks English not well or not at all	0	2012	18
Barton	75-84	Speaks English not well or not at all	0	2013	13
Barton	75-84	Speaks English not well or not at all	0	2014	14
Barton	75-84	Speaks English not well or not at all	0	2015	16
Barton	75-84	Speaks English not well or not at all	0	2016	10
Barton	85+				3
Barton	85+		0		15
Barton	85+		0	2000	15
Barton	85+		1		40
Barton	85+		1	2000	230
Barton	85+		1	2005	3
Barton	85+	Speaks English well or very well	0		84
Barton	85+	Speaks English well or very well	0	2000	560
Barton	85+	Speaks English well or very well	0	2005	3
Barton	85+	Speaks English well or very well	0	2010	6
Barton	85+	Speaks English not well or not at all	0		171
Barton	85+	Speaks English not well or not at all	0	2000	880
Barton	85+	Speaks English not well or not at all	0	2005	23
Barton	85+	Speaks English not well or not at all	0	2010	23
Barton	85+	Speaks English not well or not at all	0	2012	4
Barton	85+	Speaks English not well or not at all	0	2014	3
Bennelong	0-14				3
Bennelong	0-14			2016	3
Bennelong	0-14		0		4
Bennelong	0-14		0	2013	3
Bennelong	0-14		0	2014	3
Bennelong	0-14		0	2015	9
Bennelong	0-14		0	2016	10
Bennelong	0-14		1		54
Bennelong	0-14		1	2005	109
Bennelong	0-14		1	2010	300
Bennelong	0-14		1	2011	92
Bennelong	0-14		1	2012	87
Bennelong	0-14		1	2013	103
Bennelong	0-14		1	2014	93
Bennelong	0-14		1	2015	114
Bennelong	0-14		1	2016	59
Bennelong	0-14	Speaks English well or very well	0		93
Bennelong	0-14	Speaks English well or very well	0	2005	139
Bennelong	0-14	Speaks English well or very well	0	2010	655
Bennelong	0-14	Speaks English well or very well	0	2011	239
Bennelong	0-14	Speaks English well or very well	0	2012	247
Bennelong	0-14	Speaks English well or very well	0	2013	257
Bennelong	0-14	Speaks English well or very well	0	2014	305
Bennelong	0-14	Speaks English well or very well	0	2015	351
Bennelong	0-14	Speaks English well or very well	0	2016	129
Bennelong	0-14	Speaks English not well or not at all	0		80
Bennelong	0-14	Speaks English not well or not at all	0	2010	10
Bennelong	0-14	Speaks English not well or not at all	0	2011	8
Bennelong	0-14	Speaks English not well or not at all	0	2012	26
Bennelong	0-14	Speaks English not well or not at all	0	2013	49
Bennelong	0-14	Speaks English not well or not at all	0	2014	92
Bennelong	0-14	Speaks English not well or not at all	0	2015	240
Bennelong	0-14	Speaks English not well or not at all	0	2016	234
Bennelong	15-24				5
Bennelong	15-24			2005	3
Bennelong	15-24		0		5
Bennelong	15-24		0	2005	3
Bennelong	15-24		0	2010	7
Bennelong	15-24		0	2013	3
Bennelong	15-24		0	2014	7
Bennelong	15-24		0	2015	3
Bennelong	15-24		1		57
Bennelong	15-24		1	2000	248
Bennelong	15-24		1	2005	338
Bennelong	15-24		1	2010	159
Bennelong	15-24		1	2011	30
Bennelong	15-24		1	2012	43
Bennelong	15-24		1	2013	44
Bennelong	15-24		1	2014	61
Bennelong	15-24		1	2015	86
Bennelong	15-24		1	2016	85
Bennelong	15-24	Speaks English well or very well	0		265
Bennelong	15-24	Speaks English well or very well	0	2000	479
Bennelong	15-24	Speaks English well or very well	0	2005	861
Bennelong	15-24	Speaks English well or very well	0	2010	1016
Bennelong	15-24	Speaks English well or very well	0	2011	342
Bennelong	15-24	Speaks English well or very well	0	2012	536
Bennelong	15-24	Speaks English well or very well	0	2013	638
Bennelong	15-24	Speaks English well or very well	0	2014	908
Bennelong	15-24	Speaks English well or very well	0	2015	925
Bennelong	15-24	Speaks English well or very well	0	2016	673
Bennelong	15-24	Speaks English not well or not at all	0		120
Bennelong	15-24	Speaks English not well or not at all	0	2000	5
Bennelong	15-24	Speaks English not well or not at all	0	2005	36
Bennelong	15-24	Speaks English not well or not at all	0	2010	42
Bennelong	15-24	Speaks English not well or not at all	0	2011	23
Bennelong	15-24	Speaks English not well or not at all	0	2012	62
Bennelong	15-24	Speaks English not well or not at all	0	2013	84
Bennelong	15-24	Speaks English not well or not at all	0	2014	178
Bennelong	15-24	Speaks English not well or not at all	0	2015	211
Bennelong	15-24	Speaks English not well or not at all	0	2016	170
Bennelong	25-34				11
Bennelong	25-34			2000	3
Bennelong	25-34			2010	3
Bennelong	25-34			2015	3
Bennelong	25-34		0		3
Bennelong	25-34		0	2000	7
Bennelong	25-34		0	2005	11
Bennelong	25-34		0	2010	14
Bennelong	25-34		0	2012	3
Bennelong	25-34		0	2013	4
Bennelong	25-34		0	2014	9
Bennelong	25-34		0	2015	4
Bennelong	25-34		0	2016	3
Bennelong	25-34		1		67
Bennelong	25-34		1	2000	784
Bennelong	25-34		1	2005	236
Bennelong	25-34		1	2010	431
Bennelong	25-34		1	2011	93
Bennelong	25-34		1	2012	118
Bennelong	25-34		1	2013	101
Bennelong	25-34		1	2014	116
Bennelong	25-34		1	2015	116
Bennelong	25-34		1	2016	75
Bennelong	25-34	Speaks English well or very well	0		299
Bennelong	25-34	Speaks English well or very well	0	2000	2021
Bennelong	25-34	Speaks English well or very well	0	2005	2224
Bennelong	25-34	Speaks English well or very well	0	2010	4346
Bennelong	25-34	Speaks English well or very well	0	2011	757
Bennelong	25-34	Speaks English well or very well	0	2012	911
Bennelong	25-34	Speaks English well or very well	0	2013	1052
Bennelong	25-34	Speaks English well or very well	0	2014	1145
