SA2_MAINCODE_2016,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4_m_sty_blk_Ds,OPDs_F_ap_I_4_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
125031480,2899,10845,178,485,238,747,411,1235,638,1287,398,811,9,26,3,12,1046,2129,3,9,0,0,0,0,26,79,31,91,18,30,4400,14333,336,..,4739,14333
125031481,3512,12579,186,511,545,1873,734,2382,379,828,645,1716,737,2014,6,17,1769,4579,0,0,0,0,0,0,22,98,19,96,42,102,6076,19739,408,..,6487,19739
125031482,6927,21530,190,399,702,2202,891,2604,55,122,268,601,0,0,21,42,347,765,0,3,0,0,0,0,68,224,67,230,8,26,8238,25153,409,..,8648,25153
125031483,3801,14237,271,440,797,2416,1065,2864,218,408,200,531,476,1271,27,81,912,2293,0,0,0,0,0,0,24,80,24,80,20,75,5829,19541,462,..,6288,19541
125031484,3704,12351,480,1013,762,2485,1239,3500,228,471,893,2135,437,1072,0,7,1555,3677,0,0,0,0,0,0,12,27,12,28,32,115,6542,19668,479,..,7020,19668
125031485,4338,14695,632,1497,1138,3929,1771,5424,476,1169,1608,4104,638,1702,12,20,2728,6994,0,0,0,5,11,37,48,173,59,213,40,108,8944,27432,603,..,9542,27432
125031486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,..,3,3
125031487,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,..,0,4
125041489,1538,4649,170,343,998,2726,1167,3069,1076,2297,2215,5014,1860,4471,3,9,5154,11791,0,0,0,0,0,0,8,16,8,16,38,93,7897,19623,651,..,8550,19623
125041490,2274,7039,62,165,133,392,198,558,6,27,0,0,0,0,0,0,12,24,3,4,0,0,0,0,0,5,4,6,7,9,2493,7634,134,..,2623,7634
125041491,2098,6221,243,495,852,2274,1095,2767,510,896,1233,3174,2180,5887,5,8,3920,9967,0,0,0,9,0,0,0,3,0,6,18,36,7136,18998,697,..,7832,18998
125041492,920,3032,120,323,299,974,412,1295,1548,4183,2972,7994,3896,10068,0,3,8419,22252,0,0,0,0,0,0,161,474,161,474,78,157,9993,27212,795,..,10792,27212
125041493,4972,15158,767,1640,888,2746,1648,4386,585,960,15,46,97,309,15,21,709,1338,0,0,0,3,0,0,5,30,5,34,38,83,7370,20994,434,..,7800,20994
125041494,3299,10054,16,27,105,275,122,299,38,42,0,0,0,0,0,4,42,47,0,0,0,0,0,0,0,0,0,0,3,8,3456,10411,162,..,3618,10411
125041588,1872,5929,709,2124,537,1750,1245,3871,440,1099,373,957,62,195,11,20,884,2268,4,5,0,0,0,0,3,12,10,21,24,88,4033,12179,277,..,4312,12179
125041589,2074,6720,354,919,506,1499,861,2424,953,2775,1025,2849,82,225,0,3,2062,5851,0,0,0,0,0,0,4,13,4,13,58,128,5059,15130,358,..,5410,15130
126011495,5450,17517,259,694,659,1946,920,2643,129,237,1292,3296,1114,2887,4,16,2535,6431,0,0,0,0,0,0,5,24,5,24,18,51,8930,26672,530,..,9466,26672
126011496,5583,17639,211,438,298,755,517,1194,145,216,162,360,163,285,15,25,483,886,0,9,0,0,0,0,8,17,7,27,15,44,6605,19783,429,..,7036,19783
126021497,5214,16988,903,2315,544,1706,1450,4015,105,252,891,2166,404,1011,8,19,1406,3446,0,0,0,0,0,9,40,96,39,107,33,91,8134,24648,546,..,8678,24648
126021498,2716,8259,227,515,540,1350,769,1868,274,470,1199,2121,436,760,0,0,1912,3348,0,0,0,0,0,0,9,21,9,21,28,62,5432,13553,448,..,5876,13553
126021499,2173,6810,61,149,283,669,348,817,319,525,225,357,88,145,0,4,629,1034,0,3,0,0,0,0,0,5,3,7,13,31,3167,8704,298,..,3471,8704
126021500,1594,5315,266,666,2525,5812,2787,6482,241,456,1610,3717,1572,3297,3,5,3428,7486,8,12,0,0,0,0,0,9,9,20,88,172,7907,19471,605,..,8518,19471
126021501,3262,9967,254,624,286,811,536,1438,151,235,16,43,0,0,0,3,163,286,0,0,0,0,0,0,5,10,6,8,8,32,3976,11735,429,..,4408,11735
126021503,2533,7921,362,950,157,475,524,1425,262,577,1383,2853,2627,5943,4,10,4278,9382,0,0,0,5,0,0,42,84,44,89,17,29,7395,18844,525,..,7921,18844
126021590,1118,3572,73,154,107,273,178,429,7,23,0,0,0,0,3,4,10,26,0,0,0,0,0,0,3,6,3,6,3,3,1317,4042,88,..,1400,4042
126021591,4447,13733,586,1368,534,1408,1121,2774,347,635,1922,3881,2006,4711,3,6,4279,9237,0,0,0,0,0,0,8,21,8,21,52,136,9906,25904,715,..,10623,25904
127011504,4148,14207,49,102,183,459,229,555,421,722,268,409,11,14,0,3,698,1152,0,0,0,0,0,0,6,15,5,11,16,24,5099,15959,321,..,5422,15959
127011505,2339,7828,8,32,0,10,11,36,3,5,0,0,0,0,0,3,5,6,0,0,0,0,7,18,4,10,10,26,63,96,2438,8001,199,..,2638,8001
127011506,5089,16255,90,190,8,24,92,210,8,12,0,0,0,6,3,7,16,20,0,0,8,11,5,19,6,23,23,53,52,127,5273,16675,283,..,5553,16675
127011592,18,41,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,20,49,4,..,21,49
127011593,1725,6451,6,17,78,227,85,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,3,5,1810,6699,58,..,1867,6699
127011594,2752,10333,200,559,378,1241,572,1804,0,4,0,3,0,0,0,5,4,16,0,0,0,0,0,0,0,3,0,3,4,12,3338,12161,126,..,3461,12161
127011595,2840,10689,146,411,268,904,411,1314,3,4,0,0,0,0,0,4,3,7,0,0,0,0,0,0,0,0,0,0,8,16,3265,12028,146,..,3409,12028
127011596,2916,10673,41,121,139,422,177,545,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,4,4,5,5,22,3108,11250,113,..,3216,11250
127011597,3640,13679,26,69,252,773,275,843,14,31,0,0,0,0,0,0,17,34,0,0,0,0,0,0,3,8,3,8,21,55,3955,14617,168,..,4120,14617
127021509,3727,13798,237,657,362,1023,603,1685,3,5,3,8,11,26,3,3,17,43,0,0,0,0,0,0,11,21,11,21,3,24,4367,15565,179,..,4548,15565
127021510,4909,16987,175,419,107,346,277,761,8,39,0,0,0,0,34,87,41,121,0,0,0,0,0,0,92,309,92,309,25,46,5346,18223,204,..,5545,18223
127021511,3233,11873,94,181,1389,4412,1484,4595,698,2001,1626,4153,200,496,16,38,2540,6689,0,0,0,4,3,3,24,55,25,59,29,79,7318,23295,420,..,7738,23295
127021512,4233,14770,99,238,381,1122,480,1360,56,146,7,16,10,9,9,20,81,191,0,0,0,6,0,3,22,78,25,88,13,25,4840,16441,277,..,5118,16441
127021513,3810,13933,106,269,943,3062,1050,3333,279,693,233,604,385,992,8,12,910,2299,0,0,0,0,8,18,86,304,95,325,43,119,5903,20002,382,..,6285,20002
127021514,2434,8697,72,201,167,579,238,777,0,0,0,0,0,0,14,37,14,37,0,0,0,0,0,0,0,0,0,0,11,40,2696,9551,108,..,2807,9551
127021515,2160,7588,124,295,632,2310,754,2605,535,1316,634,1566,1425,3682,4,15,2601,6582,0,0,0,0,11,20,17,35,24,58,29,59,5577,16888,407,..,5985,16888
127021516,4030,14124,183,480,832,3034,1018,3518,163,344,28,91,16,52,9,11,213,500,0,0,0,0,4,16,59,214,68,229,45,122,5371,18488,301,..,5669,18488
127021517,2032,7268,106,339,132,430,238,769,30,46,0,0,0,0,4,13,42,58,0,0,0,0,0,0,0,5,0,5,10,29,2319,8135,82,..,2399,8135
127021518,1141,3921,0,0,0,0,0,0,0,0,0,3,0,0,5,17,5,18,0,0,0,0,4,20,0,0,3,18,11,32,1162,3994,76,..,1239,3994
127021519,4493,14815,203,534,352,1217,551,1754,320,537,8,15,0,0,3,9,331,556,68,85,0,0,3,11,7,19,82,121,29,88,5489,17336,301,..,5797,17336
127021520,2710,9447,101,322,185,605,286,928,11,32,0,0,0,0,0,3,11,35,0,0,0,0,0,7,0,0,0,7,10,27,3014,10439,105,..,3121,10439
127021521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,6,11,0,..,6,11
127031522,3355,11667,264,540,861,2482,1125,3021,32,42,28,69,0,8,15,19,71,143,0,0,0,0,0,0,0,3,0,3,16,34,4575,14861,229,..,4803,14861
127031523,4896,15680,87,206,601,1619,689,1829,22,32,162,316,40,89,5,18,226,455,0,0,0,4,0,0,7,13,6,20,13,31,5831,18012,315,..,6148,18012
127031524,5269,17138,85,144,621,1791,709,1938,80,119,9,12,0,0,3,9,93,135,0,5,0,0,0,0,31,94,36,98,0,4,6100,19317,264,..,6362,19317
127031598,2556,8661,115,244,829,2308,940,2551,520,1168,2637,6521,1690,4663,21,51,4870,12405,0,0,0,0,0,0,19,40,19,40,35,73,8419,23734,480,..,8904,23734
127031599,2595,8834,109,224,539,1399,643,1620,99,145,187,243,0,0,16,39,303,429,0,0,0,0,0,0,0,5,0,5,20,49,3563,10933,182,..,3743,10933
127031600,4404,16414,17,56,141,440,158,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,16,5,21,17,58,4586,16988,166,..,4754,16988
127031601,496,1484,51,80,76,161,126,238,319,566,550,1235,612,1498,0,0,1482,3300,0,0,0,0,0,0,4,7,4,7,0,0,2104,5038,157,..,2257,5038
128011529,4189,12964,136,277,758,1800,890,2074,160,294,656,1229,79,153,0,0,895,1675,0,4,0,0,0,0,19,32,21,41,16,33,6003,16782,389,..,6399,16782
128011530,3461,10497,322,602,805,1790,1122,2391,304,522,642,1382,996,2052,0,3,1939,3958,40,61,28,51,0,0,0,4,67,109,19,51,6615,17009,508,..,7122,17009
128011531,3596,10964,149,304,954,2087,1108,2395,74,184,285,590,470,692,3,0,837,1469,0,0,0,3,0,0,21,49,22,52,8,19,5570,14900,405,..,5972,14900
128011602,1445,4402,260,468,1044,2422,1299,2886,175,320,1280,2357,538,1002,0,0,1991,3678,0,0,0,0,0,0,3,0,3,0,12,22,4747,10990,325,..,5069,10990
128011603,3219,9883,267,476,512,1173,777,1650,17,38,0,0,0,0,0,0,18,38,0,3,0,0,0,0,0,0,3,8,11,28,4024,11603,274,..,4294,11603
128011604,3333,9817,61,115,401,899,460,1009,1450,2462,2633,5015,1533,2838,0,3,5615,10314,0,0,0,0,0,0,89,181,88,184,34,71,9527,21393,1223,..,10747,21393
128011605,909,2903,0,0,58,124,58,124,3,5,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,3,967,3040,62,..,1032,3040
128011606,1857,5890,91,178,337,802,429,978,195,314,86,154,0,0,0,0,282,469,0,0,0,0,0,0,5,16,4,22,3,11,2583,7367,160,..,2741,7367
128021533,1696,5198,95,215,138,334,232,547,204,295,8,12,0,0,0,0,208,309,8,14,48,74,0,0,0,0,55,84,13,29,2203,6168,113,..,2323,6168
128021534,2974,9607,14,33,99,288,114,324,0,0,36,71,22,48,0,0,56,114,0,3,0,0,0,0,0,0,3,0,5,14,3158,10062,163,..,3322,10062
128021535,5398,17337,44,105,1009,2616,1058,2723,14,17,18,43,60,81,0,0,90,137,0,4,33,51,0,0,0,0,37,56,6,18,6586,20268,247,..,6827,20268
128021536,5463,16781,486,1342,529,1380,1013,2726,302,522,138,249,0,0,3,16,436,788,0,0,0,10,5,3,20,55,24,65,16,27,6957,20384,422,..,7370,20384
128021537,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,3,7,15,0,..,7,15
128021538,3243,9627,306,590,885,2044,1198,2631,588,1110,2254,4306,824,1664,0,0,3664,7078,0,0,4,4,0,0,11,21,13,26,19,52,8135,19415,548,..,8682,19415
128021607,4542,14116,132,247,284,674,418,921,128,259,519,1005,12,20,3,6,656,1297,0,3,0,0,0,0,15,29,18,34,13,30,5645,16395,271,..,5920,16395
128021608,2154,6638,98,171,86,209,187,377,12,16,0,0,0,0,8,10,21,28,0,0,0,0,0,0,3,5,3,5,0,3,2365,7046,116,..,2477,7046
128021609,1044,3434,0,0,19,48,19,48,3,11,0,0,0,0,0,3,5,15,0,3,3,11,0,0,0,0,4,12,21,50,1087,3560,36,..,1126,3560
197979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
199999499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
201011001,3456,10137,76,167,109,256,187,418,224,327,0,0,0,0,0,0,224,327,0,0,0,3,0,0,0,7,3,4,23,46,3886,10941,342,..,4228,10941
201011002,3587,8466,542,1066,189,431,734,1496,243,335,47,75,0,0,0,0,292,410,0,0,0,0,0,0,14,30,14,30,28,49,4654,10456,782,..,5432,10456
201011003,7707,18917,912,1428,137,292,1047,1721,118,193,0,0,0,0,0,0,118,193,5,7,7,15,0,0,54,125,68,145,54,92,8992,21071,1195,..,10185,21071
201011004,7067,16926,2408,4549,61,123,2460,4668,282,459,0,0,0,0,0,0,282,459,0,0,0,0,0,6,15,31,15,39,45,76,9868,22165,1104,..,10966,22165
201011005,2198,6133,46,76,3,17,48,87,17,27,0,0,0,0,0,0,19,29,0,0,0,0,0,0,0,3,0,3,7,9,2281,6262,146,..,2425,6262
201011006,2228,5981,223,533,0,0,223,533,12,16,0,0,0,0,0,0,12,16,0,0,0,0,0,0,0,0,0,0,8,13,2472,6540,237,..,2711,6540
201011007,1239,3672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,3,0,0,3,16,6,8,1246,3696,100,..,1349,3696
201011008,4758,11757,641,1019,7,19,652,1039,221,307,21,33,0,0,0,0,243,337,0,0,0,0,0,0,4,4,6,9,8,19,5667,13162,632,..,6300,13162
201021009,1982,5153,20,38,0,0,20,38,49,72,0,0,0,0,0,0,49,72,7,8,0,0,3,7,3,10,12,23,9,35,2079,5321,390,..,2469,5321
201021010,2482,5912,73,88,0,0,69,91,10,15,0,0,0,0,0,6,13,27,26,36,0,0,0,4,287,666,313,706,45,115,2933,6847,429,..,3360,6847
201021011,3421,7523,41,66,7,12,48,73,41,49,0,0,0,0,0,0,41,49,9,8,3,5,6,8,36,55,52,80,57,107,3612,7836,1697,..,5313,7836
201021012,1931,5051,0,0,0,0,0,0,7,11,0,0,0,0,0,0,7,11,3,3,0,0,0,3,0,8,3,12,17,38,1964,5113,292,..,2256,5113
201031013,1338,2889,0,3,0,0,0,3,0,12,0,0,0,0,0,0,0,12,9,8,4,13,3,4,3,3,13,28,6,25,1365,2953,364,..,1723,2953
201031014,1474,3486,0,0,0,0,0,0,16,24,0,0,0,0,0,0,16,24,11,17,41,53,0,0,0,3,54,74,10,19,1561,3599,290,..,1851,3599
201031015,1617,4133,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,7,11,4,8,0,3,7,15,14,26,5,14,1632,4178,236,..,1869,4178
201031016,2977,6638,293,414,0,0,292,417,40,48,0,0,0,0,0,0,45,49,22,32,9,17,0,0,16,24,47,72,13,23,3374,7202,404,..,3778,7202
201031017,2038,4639,25,45,4,4,28,52,35,36,0,0,0,0,0,0,35,36,29,37,0,4,7,13,15,35,57,82,8,21,2164,4831,474,..,2639,4831
202011018,4960,11361,537,812,150,251,682,1058,157,249,44,64,0,0,0,0,199,315,0,0,0,0,0,0,16,41,16,41,23,34,5885,12813,959,..,6838,12813
202011019,4240,10323,262,362,0,0,262,362,42,78,0,0,0,0,0,0,42,78,0,0,0,0,0,0,7,17,6,17,30,57,4577,10833,517,..,5095,10833
202011020,4336,10445,834,1336,107,219,934,1553,43,65,13,21,0,0,0,0,52,87,0,0,0,0,0,0,7,8,5,8,12,14,5340,12113,739,..,6081,12113
202011021,2989,7361,516,833,97,198,613,1028,21,23,0,0,0,0,0,0,21,23,0,0,0,0,0,0,0,0,0,0,7,9,3630,8432,496,..,4119,8432
202011022,6868,16378,551,855,35,79,588,938,182,302,0,0,17,18,0,0,203,319,42,54,21,29,0,3,4,17,78,98,31,59,7758,17790,798,..,8553,17790
202011023,1512,4746,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,5,7,7,14,0,0,0,0,7,16,4,21,1528,4793,75,..,1606,4793
202011024,2686,8071,6,9,0,0,6,9,4,9,0,0,0,0,0,0,4,9,0,3,15,26,0,0,0,0,22,29,9,18,2729,8136,189,..,2911,8136
202011025,3958,10701,110,168,9,11,114,177,17,20,0,0,0,0,0,0,17,20,8,19,3,6,0,0,8,15,19,41,12,24,4118,10973,280,..,4395,10973
202021026,2296,6522,3,7,0,0,3,7,4,6,0,0,0,0,0,0,4,6,3,6,12,18,0,0,0,0,20,22,37,99,2356,6657,240,..,2591,6657
202021027,3788,8369,243,339,3,4,247,348,30,34,0,0,0,0,0,0,30,34,3,3,4,3,0,0,4,14,11,16,32,67,4115,8843,625,..,4734,8843
202021028,3265,7425,14,24,6,9,19,37,27,27,0,0,0,0,0,0,27,26,12,20,4,12,0,6,12,20,33,58,29,65,3373,7610,781,..,4155,7610
202021029,1748,3927,7,7,0,0,7,7,17,27,0,0,0,0,0,0,16,27,5,13,13,14,3,6,7,12,31,44,18,43,1826,4055,500,..,2326,4055
202021030,3251,8094,156,246,0,3,155,249,71,110,0,0,0,0,0,0,74,106,0,0,0,0,0,0,38,72,38,72,23,27,3532,8541,524,..,4062,8541
202021031,2287,6062,64,98,8,10,69,110,8,8,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,6,4,10,17,33,2377,6229,283,..,2668,6229
202031032,1544,3928,8,11,3,9,6,15,3,4,0,0,0,0,0,0,3,4,21,22,3,7,0,0,5,15,30,54,5,18,1593,4019,193,..,1786,4019
202031033,2619,5858,11,15,0,0,11,15,50,66,0,0,0,0,0,0,50,66,34,51,11,11,6,18,15,33,63,108,33,70,2775,6115,795,..,3570,6115
203011034,1944,5949,3,4,0,0,3,4,3,5,0,0,0,0,0,0,3,5,3,9,0,0,3,14,0,0,8,18,3,3,1956,5985,124,..,2081,5985
203011035,2295,6295,14,36,0,0,14,36,19,29,0,0,0,0,0,0,19,29,0,0,0,0,3,8,3,13,6,26,10,20,2339,6406,324,..,2664,6406
203011036,1963,5189,3,3,0,0,3,3,9,7,0,0,0,0,0,3,8,11,3,8,3,6,8,9,0,4,13,27,13,34,1994,5268,345,..,2337,5268
203021037,4390,10674,963,1545,132,245,1090,1793,60,97,0,0,0,0,0,0,64,95,40,62,122,154,0,5,6,10,174,237,14,31,5733,12827,589,..,6329,12827
203021038,8616,22021,795,1215,82,143,874,1360,188,341,0,0,0,0,0,0,188,340,4,7,0,3,0,3,52,141,57,152,31,68,9767,23942,961,..,10729,23942
203021039,3655,8490,677,1078,399,810,1076,1891,181,317,89,135,186,307,0,0,461,768,0,0,5,4,0,0,17,22,14,31,19,34,5226,11204,881,..,6109,11204
203021040,6086,15121,684,1070,185,375,875,1443,944,1412,21,23,0,0,0,5,968,1437,0,0,0,7,0,0,15,23,15,30,24,55,7966,18095,911,..,8880,18095
203021041,7258,19305,806,1416,27,62,830,1479,100,124,0,0,0,0,0,0,100,124,0,0,0,3,0,0,103,355,105,363,18,32,8315,21302,712,..,9025,21302
203021042,6646,18650,675,1097,149,271,823,1369,22,50,0,0,0,0,0,0,22,50,0,0,0,3,0,0,0,9,3,10,21,50,7515,20127,642,..,8157,20127
203021043,5268,14705,486,1029,19,42,501,1072,31,40,0,0,0,0,0,3,27,43,3,10,0,0,0,0,0,0,3,10,16,31,5814,15859,452,..,6266,15859
203021044,4230,11325,298,442,11,21,310,458,4,5,0,0,0,0,0,0,4,5,4,3,35,43,0,0,0,0,42,49,8,11,4588,11858,412,..,4997,11858
203021045,5121,12094,629,1008,43,74,675,1081,32,49,0,0,0,0,0,0,32,49,3,3,34,42,0,0,21,50,54,99,16,40,5900,13360,660,..,6563,13360
203021046,2906,7705,589,904,184,426,780,1325,101,151,0,0,0,0,0,0,101,151,0,0,0,0,0,0,6,22,6,22,14,34,3805,9234,508,..,4319,9234
203021047,4678,11571,496,934,156,311,655,1245,261,447,0,0,0,0,0,0,261,447,8,10,22,27,0,0,9,18,44,53,20,29,5652,13346,583,..,6231,13346
203031048,4751,11838,162,243,29,62,196,304,46,68,0,0,0,0,0,4,52,70,0,0,0,0,0,0,6,17,6,17,20,62,5023,12293,636,..,5657,12293
203031049,1737,3905,27,52,16,37,39,89,64,91,6,13,0,0,0,0,70,108,3,9,9,10,0,0,14,29,22,43,23,44,1889,4193,4479,..,6367,4193
203031050,7457,19868,358,592,247,506,605,1101,54,99,3,6,0,0,0,0,56,107,3,11,11,15,0,0,6,24,26,51,33,71,8174,21197,2986,..,11165,21197
203031051,2804,5966,114,169,59,120,178,290,110,178,0,0,0,0,0,0,110,178,3,3,0,0,0,0,4,3,7,10,23,38,3116,6481,2967,..,6083,6481
203031052,1465,3185,88,138,17,43,110,180,35,43,0,0,0,0,0,0,35,43,0,0,4,12,0,0,8,25,19,32,14,26,1638,3480,1813,..,3447,3480
203031053,5588,15513,244,419,299,685,541,1106,17,29,27,42,7,11,0,0,46,83,0,5,0,4,0,0,0,0,6,15,16,31,6204,16750,2497,..,8700,16750
204011054,2265,4974,110,149,0,0,113,151,25,28,0,0,0,0,0,0,25,28,54,74,33,44,4,15,20,34,110,171,36,63,2549,5390,1113,..,3663,5390
204011055,2414,5294,97,120,0,4,98,124,49,64,0,0,0,0,0,0,49,64,14,22,3,4,8,7,7,9,31,50,15,21,2599,5558,638,..,3240,5558
204011056,4408,11881,250,378,20,54,268,434,107,161,0,0,0,0,0,0,107,161,5,8,30,39,0,3,3,9,38,60,20,46,4845,12587,442,..,5284,12587
204011057,3088,6994,48,77,0,0,48,77,19,38,0,3,14,36,0,0,37,75,16,16,8,13,3,9,14,31,35,68,30,53,3233,7269,2724,..,5957,7269
204011058,1458,3370,25,28,0,0,25,26,45,65,0,0,0,0,0,0,45,65,5,10,11,22,4,3,8,22,37,58,12,29,1578,3546,487,..,2065,3546
204011059,2164,5132,27,39,3,3,34,42,215,297,0,0,0,0,0,0,215,297,16,17,6,8,0,0,4,4,28,32,10,30,2441,5533,283,..,2725,5533
204011060,1330,3607,0,0,14,20,14,22,0,0,0,0,0,4,0,0,0,7,3,4,0,0,0,3,0,3,5,11,14,36,1360,3677,304,..,1666,3677
204011061,82,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,165,36,..,117,165
204011062,1339,3008,15,31,0,0,15,31,26,35,0,0,0,0,0,0,26,35,9,18,7,13,3,4,3,0,27,37,9,29,1419,3148,457,..,1881,3148
204021063,3833,8491,65,95,0,4,61,103,303,414,38,48,41,54,0,0,373,513,4,0,17,21,0,8,8,17,27,43,29,56,4325,9203,530,..,4852,9203
204021064,1267,3098,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,4,7,6,0,0,3,8,13,16,7,19,1291,3143,265,..,1553,3143
204021065,1363,3260,21,39,0,0,21,39,125,175,0,0,0,0,0,0,125,175,3,0,3,6,0,0,8,13,12,23,6,5,1521,3501,191,..,1716,3501
204021066,6335,15275,1008,1428,49,75,1054,1502,59,87,0,0,4,3,0,0,64,92,6,14,3,3,0,0,10,28,28,40,20,35,7495,16941,881,..,8371,16941
204021067,3394,8493,8,15,0,0,8,15,12,17,0,0,0,0,0,6,19,26,20,35,11,25,3,8,7,10,43,81,16,48,3482,8670,491,..,3975,8670
204031068,1516,3572,46,71,0,0,46,71,69,95,0,0,0,0,0,0,69,95,8,8,0,0,0,0,3,11,8,18,18,44,1664,3806,274,..,1940,3806
204031069,2717,6219,75,122,16,59,95,184,125,235,15,34,28,69,0,0,160,342,0,0,3,5,0,0,14,25,16,32,57,111,3046,6898,1420,..,4470,6898
204031070,1086,2729,5,7,0,0,5,7,23,33,0,0,0,0,0,0,23,33,8,10,7,8,0,0,8,14,19,36,14,27,1152,2830,94,..,1243,2830
204031071,1745,4001,61,79,6,12,65,91,3,3,0,0,0,0,0,0,3,3,3,9,3,3,0,0,9,8,15,23,15,34,1847,4150,320,..,2161,4150
204031072,2248,5076,24,35,0,0,24,35,12,16,0,0,0,0,0,0,12,16,13,23,4,10,0,0,8,14,24,43,15,34,2317,5203,587,..,2910,5203
204031073,4744,12737,378,606,30,57,410,664,228,354,0,0,0,0,0,0,228,354,18,23,3,3,0,0,0,0,18,29,12,20,5419,13800,463,..,5881,13800
204031074,7572,19587,1003,1598,78,156,1078,1758,97,153,0,0,0,0,0,3,97,156,0,0,3,16,3,3,18,43,26,63,66,162,8846,21726,901,..,9746,21726
204031075,1531,4034,24,32,0,0,24,32,6,11,0,0,0,0,0,0,6,11,0,0,7,7,0,0,11,24,21,32,6,13,1582,4118,171,..,1749,4118
205011076,5238,13822,239,392,0,0,239,398,213,300,0,0,0,0,0,0,213,300,35,50,52,77,3,9,6,9,95,144,21,41,5807,14700,515,..,6324,14700
205011077,2096,5272,17,27,3,4,13,27,14,18,0,0,0,0,0,0,14,18,11,16,10,8,0,0,0,3,19,33,30,45,2172,5399,513,..,2686,5399
205011078,2675,6733,61,86,3,8,66,96,44,59,0,0,0,0,0,0,44,59,0,3,0,0,0,0,0,3,3,4,8,14,2797,6910,336,..,3131,6910
205011079,5970,15717,290,423,36,48,330,474,510,777,0,0,0,0,0,0,510,777,11,21,18,28,0,0,6,8,35,59,24,59,6872,17083,767,..,7642,17083
205021080,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,..,0,4
205021081,5058,11996,289,421,28,56,319,476,107,184,0,0,0,0,0,0,107,184,0,0,17,25,0,0,9,19,24,45,77,108,5587,12801,703,..,6290,12801
205021082,2735,6667,25,48,0,0,25,48,8,13,0,0,0,0,0,0,8,13,11,21,69,108,5,6,12,24,93,163,33,67,2894,6952,695,..,3591,6952
205021083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
