SA2_MAINCODE_2016,Intct_fam_no_otr_chld_pre_Fam,Step_fam_no_otr_chld_pre_Fam,Blnd_fam_no_otr_chld_pre_Fam,Intct_fam_othr_child_pres_Fam,Step_fam_othr_child_pres_Fam,Blnd_fam_othr_child_pres_Fam,Otr_cpl_fam_otr_chld_only_Fam,Tot_Families
509031247,416,19,19,4,0,0,3,454
509031248,234,23,17,0,0,0,3,285
509031249,385,18,32,10,0,0,6,443
509031250,406,8,23,4,0,0,5,453
510011262,1168,95,63,20,3,7,17,1372
510011263,480,48,34,47,11,7,33,653
510011264,141,10,15,23,3,0,11,209
510011265,490,53,22,23,6,3,13,613
510011266,133,18,9,23,7,3,11,203
510021267,114,11,8,20,3,3,12,171
510021268,483,30,29,11,0,4,3,555
510021269,391,29,24,9,0,0,4,453
510021270,893,76,69,12,3,0,13,1071
510031271,673,47,50,4,3,0,9,788
510031272,1802,117,78,26,7,0,9,2048
510031273,489,51,34,13,3,0,11,598
511011274,1037,111,67,12,3,0,13,1241
511011275,345,18,15,4,0,0,0,388
511021276,391,36,28,9,0,0,16,483
511021277,348,18,14,3,0,0,3,387
511031278,604,55,62,14,0,0,3,733
511031279,1404,102,89,23,9,8,11,1639
511031280,1064,69,69,11,0,0,4,1225
511031281,0,0,0,0,0,0,0,0
511031282,356,30,29,3,0,0,3,423
511031283,220,30,13,30,8,0,20,328
511031284,0,0,0,0,0,0,0,0
511041285,736,78,43,15,0,0,17,892
511041286,727,66,40,12,5,0,11,871
511041287,831,62,55,11,0,0,9,961
511041288,1063,72,66,7,4,0,11,1221
511041289,296,24,13,3,0,0,3,340
511041290,77,16,6,6,3,0,9,117
511041291,287,20,21,5,0,0,0,343
511041292,499,35,16,8,3,0,11,575
597979799,0,0,0,0,0,0,0,0
599999499,0,0,0,0,0,0,0,0
601011001,470,54,74,14,4,0,11,624
601011002,593,67,44,3,3,0,0,716
601011003,466,51,34,3,0,0,3,562
601021004,502,58,24,3,0,0,3,586
601021005,895,83,56,9,0,0,5,1052
601021006,304,42,25,4,0,0,0,373
601021007,1065,102,36,12,0,0,6,1219
601021008,621,64,25,3,3,0,3,719
601021009,316,47,28,8,0,0,3,398
601021010,173,27,29,3,0,0,3,232
601021011,434,58,43,6,0,0,6,552
601021012,476,44,26,4,3,0,3,560
601031013,398,54,32,5,4,0,0,500
601031014,413,75,35,7,7,0,6,543
601031015,587,81,65,9,0,0,8,748
601031016,288,48,28,0,0,0,4,377
601031017,736,96,71,9,3,8,9,923
601031018,378,51,35,6,0,4,3,475
601031019,410,40,32,3,0,0,0,490
601031020,533,63,47,4,0,3,14,661
601031021,325,35,20,5,0,0,0,394
601041022,1081,112,65,9,0,0,4,1274
601041023,1095,96,46,5,0,0,0,1247
601041024,898,80,57,7,0,0,6,1054
601041025,0,0,0,0,0,0,0,0
601041026,384,27,18,3,3,0,0,437
601051027,360,39,13,0,0,0,3,413
601051028,864,68,40,3,0,0,3,978
601051029,430,30,21,3,0,0,0,477
601051030,509,39,13,0,0,0,0,561
601051031,992,67,17,3,3,0,0,1087
601051032,553,43,28,3,0,0,0,630
601051033,538,42,6,3,0,0,3,595
601061034,598,82,58,6,0,4,12,760
601061035,791,83,44,8,3,3,5,943
602011036,165,18,18,0,0,0,3,202
602011037,314,32,31,9,0,0,0,388
602011038,354,34,12,0,0,0,0,400
602011039,459,29,28,5,0,0,0,520
602011040,278,29,25,5,3,0,0,338
602011041,634,77,71,10,4,0,6,794
602011042,481,40,13,3,0,0,0,541
602011043,360,34,18,0,0,0,0,418
602011044,646,55,32,3,0,0,6,744
602011045,197,42,26,10,0,0,12,283
602011046,645,66,37,6,0,0,0,754
602011047,327,34,19,3,0,0,6,386
602011048,370,46,33,4,0,0,3,463
602011049,468,30,16,4,0,0,0,515
602011050,284,25,22,0,0,0,3,340
602011051,404,37,18,0,0,0,3,464
602011052,444,47,27,3,0,0,0,518
602021053,214,32,23,3,0,0,6,279
602021054,486,40,25,3,0,0,5,555
602021055,524,47,26,6,0,0,3,605
602021056,351,27,25,3,0,0,7,409
602021057,365,31,31,10,0,0,3,435
602031058,403,25,28,4,0,0,3,462
602031059,475,55,57,3,0,0,7,598
602031060,337,43,23,0,0,0,0,404
602031061,291,22,28,6,0,0,3,358
602031062,497,50,22,4,0,0,0,575
602031064,378,44,20,4,0,0,3,457
602031099,71,3,4,0,0,0,0,78
602031100,514,47,32,6,3,0,0,607
603011065,131,10,12,3,0,0,3,164
603011066,284,31,19,3,0,0,4,344
603011067,560,66,32,5,0,0,6,675
603011068,3,0,0,0,0,0,0,3
603021069,218,27,12,4,0,0,0,255
603021070,330,35,20,6,0,0,3,395
603021071,252,36,22,10,0,0,0,319
603021072,839,71,44,9,0,0,3,959
603031073,138,15,9,0,0,0,0,166
603031074,242,17,14,3,0,0,7,283
604011075,224,26,23,0,0,0,0,280
604011076,511,58,24,3,0,0,0,601
604011077,237,34,25,3,0,0,0,294
604011078,508,63,40,4,3,0,4,622
604011079,424,46,38,0,0,0,7,515
604011080,316,32,30,0,0,0,3,382
604011081,327,24,20,0,0,0,5,370
604011082,522,62,35,9,0,0,10,639
604011083,293,37,27,4,0,0,4,365
604011084,469,56,28,4,0,0,0,560
604021085,968,140,74,14,3,0,10,1202
604021086,286,56,30,3,3,0,3,381
604021087,371,40,28,4,3,0,3,454
604021088,349,32,21,3,0,0,8,418
604021089,433,58,23,3,3,0,0,529
604021090,281,35,15,3,0,0,3,342
604021091,517,51,39,6,0,0,3,621
604021092,316,24,8,9,0,0,0,360
604031093,112,5,11,0,0,0,0,127
604031094,378,48,34,0,0,0,6,467
604031095,315,37,32,0,0,0,3,386
604031096,347,31,23,5,0,0,0,406
604031097,317,22,28,0,0,0,3,370
604031098,0,0,0,0,0,0,0,0
697979799,0,0,0,0,0,0,0,0
699999499,0,0,0,0,0,0,0,0
701011001,0,0,0,0,0,0,0,0
701011002,299,30,6,4,0,0,0,335
701011003,0,0,0,0,0,0,0,0
701011004,272,35,7,0,0,0,0,315
701011005,293,20,9,6,0,0,0,329
701011006,195,24,11,3,3,0,0,239
701011007,269,16,12,0,0,0,0,297
701011008,298,25,6,4,0,0,0,330
701011009,254,22,7,0,0,0,0,290
701021010,217,16,9,7,0,0,3,248
701021011,261,25,13,8,0,0,0,306
701021012,77,9,3,0,0,0,3,89
701021013,353,24,12,10,0,0,3,407
701021014,0,0,0,0,0,0,0,0
701021015,0,0,0,0,0,0,0,0
701021016,246,16,7,3,0,0,0,275
701021017,0,0,0,0,0,0,0,0
701021018,178,20,8,10,0,0,0,211
701021019,494,39,21,20,0,0,7,578
701021020,510,39,26,18,3,0,4,600
701021021,672,39,39,25,3,0,7,782
701021022,396,33,20,8,0,0,6,470
701021023,246,19,9,0,0,0,0,268
701021024,197,20,15,12,0,0,3,244
701021025,349,24,17,7,0,0,0,392
701021026,287,27,12,3,0,0,0,329
701021027,235,15,3,6,0,0,0,262
701021028,219,20,3,5,0,0,0,250
701021029,197,16,6,3,0,0,0,223
701021030,254,31,11,5,0,0,3,309
701031031,345,38,21,3,0,0,3,410
701031032,968,90,67,17,3,0,6,1149
701031033,0,0,0,0,0,0,0,0
701031034,303,30,16,3,0,0,4,364
701031035,381,40,37,10,0,0,3,466
701041036,328,27,23,3,0,0,0,386
701041037,273,45,22,3,0,0,0,344
701041038,529,56,34,3,0,0,0,620
701041039,256,26,22,4,4,0,4,313
701041040,222,24,29,5,0,0,0,282
701041041,508,53,35,9,0,0,4,600
701041042,379,17,24,9,3,0,0,429
701041043,840,76,69,15,0,0,4,997
701041044,315,41,31,5,0,0,0,388
702011045,354,21,15,3,0,3,8,405
702011046,430,36,24,8,3,0,8,508
702011047,399,39,22,13,3,3,6,486
702011048,480,33,30,16,0,0,14,574
702011049,307,19,18,8,0,0,3,346
702011050,96,10,5,5,0,0,4,130
702011051,171,20,9,5,0,0,0,212
702011052,255,16,0,30,3,4,13,317
702011053,164,9,3,35,5,0,16,228
702011054,162,11,3,29,4,0,9,224
702021055,187,12,5,28,3,0,16,248
702021056,175,23,10,19,0,3,8,232
702031057,260,29,14,8,4,0,8,319
702031058,121,9,6,21,0,3,6,167
702031059,211,11,9,27,3,0,5,264
702031060,193,26,3,18,5,0,9,252
702031061,392,22,12,71,3,9,21,540
702041062,241,23,4,21,5,3,7,302
702041063,525,21,11,100,12,9,36,713
702041064,342,27,22,6,0,0,0,404
702051065,184,10,11,20,0,0,17,245
702051066,287,20,8,54,10,5,19,406
702051067,770,69,44,21,3,7,17,937
702051068,139,10,8,34,3,0,22,219
797979799,0,0,0,0,0,0,0,0
799999499,0,0,0,0,0,0,0,0
801011001,295,19,6,0,0,0,0,321
801011002,334,13,3,0,0,0,0,352
801011003,438,26,3,3,0,0,0,475
801011004,262,21,25,8,0,0,0,318
801011005,288,18,8,3,0,0,0,311
801011006,947,80,54,10,0,4,3,1101
801011007,589,47,35,4,0,0,8,678
801011008,522,41,13,7,0,0,0,585
801011009,433,21,13,3,3,0,0,480
801011010,232,21,14,5,0,0,0,270
801011011,400,12,15,3,0,0,4,435
801011012,0,0,0,0,0,0,0,0
801011013,332,21,4,4,0,0,3,369
801011014,332,19,20,0,0,0,0,370
801011015,427,36,13,3,0,0,3,485
801011016,842,56,23,9,0,0,3,935
801011017,397,36,25,3,0,0,3,460
801011018,17,0,0,0,0,0,0,20
801011019,852,55,41,14,3,0,3,964
801011020,263,19,4,3,0,0,0,293
801011021,319,16,17,4,0,0,0,359
801011022,342,20,14,0,0,0,0,378
801011023,239,22,7,0,0,0,3,281
801011024,287,20,13,3,3,0,0,326
801011025,276,18,14,0,0,0,3,312
801011026,341,16,11,0,0,0,0,367
801011111,0,0,0,0,0,0,0,0
801011112,0,0,0,0,0,0,0,0
801031031,0,0,0,0,0,0,0,0
801031032,9,0,0,0,0,0,0,9
801031113,37,8,0,0,0,0,0,45
801031114,8,0,0,0,0,0,0,15
801031115,22,0,0,0,0,0,0,27
801041034,862,58,35,9,0,0,3,961
801041035,1035,54,45,8,0,0,3,1143
801041036,779,53,36,10,0,0,3,874
801041037,668,30,10,6,0,0,3,710
801041038,685,41,33,12,0,0,3,775
801041039,807,46,17,11,0,0,0,880
801041040,702,58,24,7,0,0,0,801
801041043,35,3,0,0,0,0,0,40
801041044,1066,49,35,15,0,0,3,1155
801041045,0,0,0,0,0,0,0,0
801041046,1262,107,54,8,0,3,3,1436
801041047,965,58,35,12,0,0,0,1069
801041048,676,49,29,5,0,0,3,756
801041116,0,0,0,0,0,0,0,0
801041117,0,0,0,0,0,0,0,0
801041118,95,3,0,3,0,0,0,100
801041119,0,0,0,0,0,0,0,0
801041120,14,0,0,0,0,0,0,14
801041121,0,0,0,0,0,0,0,0
801041122,0,0,0,0,0,0,0,0
801051049,0,0,0,0,0,0,0,0
801051050,509,34,12,3,0,0,3,566
801051051,167,15,4,0,0,0,0,189
801051053,71,7,0,0,0,0,0,78
801051054,166,13,3,0,0,0,0,181
801051055,340,24,4,3,0,0,0,380
801051056,377,12,11,0,0,0,0,398
801051057,345,25,10,7,0,0,4,377
801051058,526,39,16,4,0,0,3,591
801051060,197,17,8,0,0,0,0,219
801051061,572,43,18,3,3,0,5,645
801051123,0,0,0,0,0,0,0,0
801051124,321,14,3,8,0,0,0,350
801051125,70,3,3,0,0,0,0,76
801051126,0,0,0,0,0,0,0,0
801051127,107,3,0,0,0,0,0,108
801051128,0,0,0,0,0,0,0,0
801061062,339,24,10,3,0,0,0,367
801061063,158,5,0,0,0,0,0,173
801061064,404,21,12,4,0,0,0,437
801061066,0,0,0,0,0,0,0,0
801061067,605,36,14,0,0,0,3,664
801061068,0,0,0,0,0,0,0,0
801061069,364,18,10,7,0,0,0,395
801061070,299,16,5,0,0,0,3,318
801061129,78,6,0,0,0,0,0,86
801061130,0,0,0,0,0,0,0,0
801061131,207,13,0,3,0,0,0,222
801071071,614,54,50,7,0,0,0,725
801071072,423,48,17,5,0,0,0,491
801071073,680,56,45,4,0,0,0,786
801071074,595,51,34,9,0,0,0,689
801071075,670,64,38,9,0,0,3,783
801071076,401,27,7,3,0,0,3,441
801071077,319,26,23,4,0,0,3,376
801071078,871,86,44,9,0,0,3,1021
801071079,353,40,16,3,0,0,0,409
801071080,151,9,3,0,0,0,0,163
801071081,503,56,20,5,0,0,0,593
801071082,1593,143,91,19,3,0,8,1862
801071083,207,18,4,0,0,0,0,235
801071084,577,55,21,12,0,0,0,668
801071085,0,0,0,0,0,0,0,0
801071086,180,21,8,7,0,0,0,213
801071087,324,34,17,6,0,0,6,383
801071088,487,41,24,3,0,3,3,566
801071089,0,0,0,0,0,0,0,0
801071090,812,75,47,12,0,0,7,955
801071132,0,0,0,0,0,0,0,0
801081091,365,18,6,0,0,0,3,402
801081092,373,31,19,5,0,0,0,425
801081093,324,24,14,3,0,0,3,368
801081094,287,21,7,0,0,0,0,317
801081095,324,23,18,0,0,0,0,368
801081096,213,8,10,0,0,0,0,240
801081097,301,19,10,0,0,0,3,327
801081098,382,27,9,3,0,0,0,425
801081133,0,0,0,0,0,0,0,0
801091099,257,21,0,0,0,0,0,276
801091100,625,50,15,5,0,0,0,697
801091101,421,16,9,3,0,0,3,460
801091102,411,27,6,5,0,0,0,455
801091103,349,17,4,0,0,0,0,371
801091104,279,16,7,4,0,0,0,315
801091105,260,12,7,3,0,0,0,283
801091106,336,27,11,0,3,0,3,380
801091107,123,10,3,0,0,0,0,136
801091108,286,16,14,3,0,0,0,319
801091109,224,8,3,5,0,0,0,235
801091110,279,26,5,3,0,0,0,312
801101134,0,0,0,0,0,0,0,0
801101135,236,15,4,5,0,0,0,259
801101136,0,0,0,0,0,0,0,0
801101137,0,0,0,0,0,0,0,0
801101138,0,0,0,0,0,0,0,0
801101139,295,17,7,0,0,0,0,321
801111140,63,8,0,0,0,0,0,75
801111141,3,0,0,0,0,0,0,3
897979799,0,0,0,0,0,0,0,0
899999499,0,0,0,0,0,0,0,0
901011001,148,5,0,0,0,0,0,159
901021002,73,3,0,3,0,0,0,83
901031003,24,0,0,3,0,0,0,24
901041004,132,11,11,0,0,0,0,165
997979799,0,0,0,0,0,0,0,0
999999499,0,0,0,0,0,0,0,0
