SA2_MAINCODE_2016,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
125041493,7,9,25,38,62,129,179,214,119,783,0,3,10,19,24,28,41,45,7,182,49,55,174,174,137,138,108,158,71,1068,542,1357,3239,3070,2734,2390,1821,1375,554,17066
125041494,0,0,3,10,13,32,55,73,42,237,0,3,3,7,14,6,5,8,6,46,0,4,24,32,35,32,64,57,35,288,241,503,1157,1736,1401,1086,1191,521,187,8019
125041588,0,4,25,41,54,94,133,125,69,540,0,9,16,16,18,22,23,41,25,169,29,43,127,124,88,97,90,95,98,786,242,645,2141,2296,1415,1112,846,551,336,9579
125041589,4,3,22,37,39,98,117,106,70,502,0,3,22,14,37,33,31,41,16,197,33,66,171,133,92,113,79,99,66,843,330,932,3171,2744,1669,1405,828,553,256,11886
126011495,3,9,7,11,15,68,58,77,49,296,0,5,20,18,19,33,15,20,19,158,28,71,140,118,79,92,88,103,82,795,708,2202,3956,3756,3613,3274,1933,1181,576,21199
126011496,4,0,6,3,7,28,42,55,36,179,0,0,5,3,15,16,11,17,12,82,27,40,57,88,92,87,93,131,173,791,510,1329,1759,2718,3031,2596,1956,1156,565,15622
126021497,6,8,12,23,46,93,119,145,73,523,0,14,26,17,28,36,36,45,35,238,52,78,168,120,139,132,139,71,49,949,627,2138,3899,3232,3358,3129,2014,1118,510,20021
126021498,0,0,4,3,10,45,112,147,90,408,0,0,3,7,7,14,14,36,10,94,26,43,129,149,105,97,92,61,29,727,257,773,1891,2262,2097,1620,1287,761,398,11356
126021499,0,0,0,3,8,11,28,47,48,153,0,0,3,0,0,9,0,11,3,29,33,38,63,62,72,70,78,98,226,734,238,496,783,1185,1448,1173,1011,585,645,7559
126021500,0,31,8,9,21,43,102,116,92,417,0,3,29,7,15,12,21,43,15,151,62,179,270,143,103,104,105,157,220,1343,761,2970,5072,3054,1967,1789,1292,936,746,18592
126021501,0,0,5,8,27,66,77,110,97,390,3,0,7,14,29,32,24,26,10,136,25,23,44,65,67,88,56,58,40,468,284,766,1332,1792,1801,1554,940,756,390,9623
126021503,3,4,17,20,28,96,118,89,52,431,0,0,24,22,16,19,36,46,28,190,31,51,193,132,89,92,83,56,18,743,369,1298,4707,3236,2164,1901,1215,635,259,15790
126021590,0,0,4,0,3,11,33,36,15,100,0,0,0,0,0,5,5,6,5,26,7,10,11,24,35,19,19,13,11,150,115,278,333,481,716,551,353,195,99,3125
126021591,0,7,18,21,46,133,220,253,154,855,0,9,16,23,27,40,38,54,34,244,57,121,308,202,185,156,135,165,157,1484,609,1939,5084,4133,3406,2650,1911,1299,732,21763
127011504,5,23,74,152,204,314,212,143,47,1167,0,10,39,63,112,143,93,59,20,540,131,132,239,256,284,279,187,168,41,1716,696,1287,2169,2036,2161,1937,1077,857,192,12419
127011505,0,3,17,37,58,156,237,164,94,764,0,4,6,12,17,27,44,57,39,200,57,65,89,109,96,112,128,81,30,777,334,670,966,1082,1210,1082,906,437,220,6902
127011506,0,6,15,26,51,133,192,128,36,582,0,3,9,8,6,26,27,29,8,122,76,106,273,204,185,145,138,67,21,1217,490,1135,3586,2643,1903,1601,1150,508,122,13142
127011592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,13,0,5,3,9,6,10,9,0,3,46
127011593,0,0,4,19,43,81,74,37,7,270,0,0,4,12,25,43,30,28,11,158,21,22,41,54,58,49,28,10,0,290,274,571,834,919,1164,864,400,152,31,5207
127011594,3,5,41,64,132,196,173,83,40,731,0,3,23,40,101,132,76,44,29,459,54,53,84,75,90,95,56,31,11,545,497,1012,1668,1604,1799,1537,722,284,104,9227
127011595,3,5,28,43,94,119,110,70,21,501,3,5,26,41,87,75,54,42,13,346,35,27,83,86,69,50,39,17,3,403,457,971,1748,1730,1814,1282,602,244,61,8906
127011596,3,3,21,53,67,98,102,52,16,402,0,0,18,27,25,49,38,26,8,188,33,27,76,83,72,60,45,12,3,410,403,730,1683,1947,1590,984,513,161,42,8050
127011597,0,3,20,30,71,108,130,66,17,441,0,0,20,19,53,59,52,39,13,252,51,41,114,138,116,60,52,23,3,606,514,990,2339,2599,1995,1168,591,222,49,10464
127021509,7,8,45,91,217,301,223,139,106,1139,4,3,44,68,198,264,159,117,50,918,40,62,106,86,110,114,89,39,17,651,553,1306,2136,1962,2235,2147,1125,474,212,12145
127021510,5,18,71,88,141,295,371,324,124,1433,3,10,34,51,84,126,125,112,65,604,42,58,97,93,116,130,114,77,31,761,592,1434,2354,2239,2578,2762,1598,810,295,14670
127021511,8,22,119,247,484,497,323,298,137,2133,5,36,131,174,403,458,253,202,140,1804,85,104,217,191,243,227,154,137,146,1510,764,1934,3577,3058,3529,3044,1686,1014,573,19191
127021512,3,14,40,109,238,284,252,217,80,1243,3,9,29,89,191,235,114,117,46,838,77,86,132,145,171,152,119,94,22,997,630,1374,2185,2170,2328,1962,1191,815,251,12909
127021513,9,10,75,222,386,438,298,191,139,1766,3,17,85,134,322,324,177,141,97,1306,60,78,159,158,148,155,113,83,55,1005,686,1730,2840,2626,2925,2504,1352,781,417,15866
127021514,7,7,34,60,133,167,166,110,28,715,3,9,29,31,74,133,73,60,40,442,24,37,61,36,59,63,51,24,7,347,327,855,1317,1100,1476,1377,706,302,101,7573
127021515,15,57,176,278,300,290,249,190,86,1649,6,32,118,131,209,234,186,172,64,1154,43,72,187,129,159,141,122,87,43,991,502,1263,2739,2363,2386,2034,1243,792,293,13632
127021516,18,24,124,212,276,324,303,253,108,1643,7,21,67,122,200,232,141,134,54,972,59,70,150,131,135,141,132,103,28,947,657,1415,2522,2436,2570,2123,1498,868,276,14354
127021517,4,3,24,62,115,148,173,121,36,687,3,4,20,33,72,105,89,62,21,413,25,21,37,40,50,62,50,34,9,321,270,582,1023,982,1110,1164,776,366,102,6385
127021518,0,0,0,10,15,63,140,111,22,359,0,0,3,4,4,11,19,18,9,67,29,34,31,50,63,52,49,51,45,403,162,346,470,537,631,537,432,281,103,3491
127021519,5,32,74,118,171,281,406,323,103,1520,3,10,33,73,107,153,133,153,68,740,44,78,127,137,153,190,161,148,62,1090,550,1243,2352,2278,2232,2261,1639,1027,322,13909
127021520,5,6,28,62,128,228,265,214,111,1052,0,0,24,55,116,136,119,104,53,611,32,44,55,54,55,89,75,43,27,472,325,775,1461,1229,1377,1561,1082,531,233,8574
127021521,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,8,7,3,5,4,0,33
127031522,0,9,14,46,66,141,193,149,65,680,3,5,11,23,38,49,50,36,18,234,71,79,169,144,168,143,80,93,52,1000,540,1122,2188,2065,2149,1719,1032,588,237,11652
127031523,0,4,19,25,56,133,207,153,84,674,0,0,8,6,26,37,42,57,18,202,39,40,114,141,99,100,121,62,49,760,459,1078,2654,2873,2276,2007,1757,631,253,13990
127031524,3,3,9,21,55,75,113,96,90,457,0,0,4,4,9,18,22,11,3,67,55,106,182,155,122,77,75,36,33,838,645,1461,3103,3279,2945,1829,1016,516,283,15079
127031598,19,43,152,185,178,302,357,306,124,1672,3,29,103,102,114,132,119,114,38,759,171,256,659,565,464,428,299,179,62,3077,698,1938,4860,4034,3159,2675,1772,1080,373,20595
127031599,3,19,46,96,114,160,176,114,48,778,0,10,37,39,57,83,52,46,11,328,70,81,144,143,152,160,128,110,32,1002,397,824,1549,1462,1460,1198,865,572,147,8472
127031600,3,0,16,41,67,112,131,93,37,494,0,0,14,16,46,58,49,36,15,234,72,41,118,141,123,78,52,40,73,749,667,1132,2348,2920,2407,1499,708,348,179,12208
127031601,3,7,22,25,48,73,73,46,11,319,0,6,21,19,18,17,25,22,5,129,31,69,207,154,102,100,81,44,14,809,162,446,1234,856,663,603,379,203,69,4604
128011529,3,0,5,13,22,38,74,72,66,294,0,0,0,0,10,7,10,7,3,40,24,34,73,62,97,95,87,89,44,615,418,1020,1826,2409,2682,2076,1555,928,367,13280
128011530,3,4,11,16,27,68,96,136,135,491,0,0,7,6,9,9,19,16,3,73,41,54,129,117,125,137,139,177,175,1084,432,956,2352,2493,2410,2030,1549,1264,811,14302
128011531,0,0,13,6,15,59,116,135,129,476,0,0,8,5,3,16,14,19,10,79,27,37,77,93,88,94,127,189,271,1003,381,822,1497,1994,2131,1797,1765,1372,885,12642
128011602,0,0,6,16,15,48,48,55,60,254,0,0,5,0,4,10,10,11,3,46,17,26,129,127,81,64,83,57,80,677,223,629,1985,1862,1427,1260,924,581,382,9265
128011603,0,0,8,6,9,24,62,67,42,223,0,0,0,0,4,6,4,3,3,28,35,22,39,55,60,55,56,70,29,424,344,705,1020,1562,1611,1623,1185,746,337,9127
128011604,3,0,11,18,23,51,76,58,71,320,0,0,3,4,6,9,3,5,3,36,48,104,353,278,212,262,205,124,81,1666,437,1373,4208,3164,3148,3245,2293,1070,538,19484
128011605,0,0,0,0,0,3,10,4,9,30,0,0,0,0,0,0,0,0,0,0,7,3,10,13,18,17,10,7,4,86,96,201,223,367,516,445,286,155,60,2350
128011606,0,0,0,3,6,17,29,38,33,126,0,0,0,5,0,3,3,3,3,15,14,15,37,29,40,48,40,29,19,274,215,462,764,964,1183,1044,677,357,194,5856
128021533,0,0,0,3,3,22,28,50,36,144,0,0,0,0,3,0,0,0,3,4,10,9,15,19,19,26,40,53,70,249,169,374,625,855,896,783,571,440,279,4993
128021534,0,0,4,6,5,56,69,65,51,261,0,0,0,5,3,18,15,7,6,49,16,23,29,26,36,55,46,16,10,255,294,832,1121,1117,1490,1946,906,343,162,8207
128021535,8,3,13,12,14,67,114,81,82,398,0,0,3,12,13,11,19,8,6,68,60,51,61,97,123,104,77,51,33,657,718,1575,2193,2581,3283,3085,1695,590,328,16054
128021536,4,0,7,11,24,52,94,75,89,355,0,0,0,7,7,8,5,13,6,46,34,32,70,115,115,104,111,89,48,716,482,1091,2017,3263,3047,2535,2002,872,454,15756
128021537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,7,3,7,7,0,0,0,0,0,26
128021538,0,4,9,25,35,61,102,117,114,467,0,4,6,9,9,11,17,14,5,75,44,40,162,174,136,145,114,165,218,1207,466,1078,3491,3221,2579,2144,1701,1137,764,16586
128021607,4,0,3,9,11,41,95,71,41,283,0,0,0,3,3,4,6,3,7,23,20,18,48,70,65,55,97,85,65,520,399,784,1808,2749,2113,1647,1854,753,281,12390
128021608,0,0,0,0,6,17,14,31,23,89,0,0,0,0,0,0,0,3,0,7,12,8,17,22,28,25,27,28,3,172,185,430,741,1014,1014,895,695,377,99,5444
128021609,0,0,0,3,3,10,9,5,0,28,0,0,0,0,0,0,0,0,0,5,7,11,4,14,15,12,9,0,3,75,147,309,289,441,645,619,249,63,17,2778
197979799,0,0,0,0,3,5,13,3,0,27,0,0,0,0,0,0,0,0,0,4,0,0,4,7,8,9,27,9,0,67,11,9,32,34,50,76,108,42,10,373
199999499,10,29,53,41,61,90,94,33,8,419,0,4,8,8,21,12,7,7,0,62,125,302,779,674,631,459,269,90,30,3369,441,1357,2698,1900,1798,1714,1194,282,78,11461
201011001,10,6,17,12,25,42,78,76,33,295,0,0,4,11,9,4,0,4,0,28,27,33,69,66,85,80,76,53,16,506,347,715,1485,1600,1611,1218,864,398,121,8366
201011002,11,5,9,17,18,42,94,128,130,451,0,0,4,0,3,3,3,4,0,16,52,57,85,94,119,107,121,88,55,791,326,788,1378,1383,1666,1551,1250,784,389,9514
201011003,12,14,32,35,46,108,248,247,164,907,4,3,3,7,14,4,3,8,3,53,76,108,190,180,182,201,247,215,139,1538,611,1553,3001,2813,3069,2889,2246,1283,595,18056
201011004,23,29,57,54,95,171,336,316,184,1270,0,6,7,8,11,15,11,3,3,73,88,199,286,212,233,264,298,244,165,1978,679,2351,3610,2882,2773,2749,2262,1270,574,19145
201011005,0,7,6,4,6,17,50,43,12,142,0,3,0,8,5,0,0,0,0,12,21,23,53,61,60,89,76,38,16,437,272,646,606,922,935,986,684,285,79,5408
201011006,3,3,6,16,26,45,94,65,47,305,0,0,3,4,8,7,3,0,0,28,27,31,47,52,60,47,64,63,28,414,225,516,965,867,889,780,644,315,146,5336
201011007,5,3,0,9,9,29,45,22,8,129,0,0,0,0,0,0,0,0,0,0,14,8,27,26,36,40,29,17,4,201,128,201,308,538,658,571,337,109,26,2870
201011008,8,14,39,41,69,112,228,250,147,918,0,0,3,6,12,8,3,3,4,45,54,62,141,138,150,161,171,184,99,1158,390,913,1934,1689,1682,1626,1526,1032,470,11258
201021009,0,3,15,11,16,30,95,55,23,249,0,0,0,0,6,3,3,0,0,9,27,20,42,57,85,80,85,38,23,452,159,244,543,779,963,845,670,244,86,4545
201021010,3,4,16,16,37,55,141,123,65,464,0,0,0,0,0,4,0,4,0,12,38,34,68,64,114,143,128,115,57,760,188,331,660,870,1075,1326,1059,528,237,6268
201021011,6,0,4,6,21,39,104,99,62,343,0,0,3,0,0,6,6,3,0,20,27,23,42,91,126,184,147,105,72,821,159,268,580,1028,1426,1735,1391,560,261,7414
201021012,3,0,16,9,18,42,75,47,20,236,0,0,4,0,3,0,3,0,0,12,30,28,46,53,112,97,85,36,8,491,160,251,417,712,1015,867,642,221,63,4357
201031013,0,0,9,8,26,24,68,63,24,236,0,0,0,0,0,3,3,0,0,10,12,10,18,36,30,67,73,40,24,305,53,117,204,348,439,656,583,242,74,2713
201031014,0,0,9,7,16,51,80,62,26,251,0,0,0,0,0,0,4,0,0,5,10,8,95,114,152,131,144,67,41,758,74,145,382,495,660,769,675,244,117,3562
201031015,3,11,3,6,8,37,67,29,23,192,0,0,0,0,0,0,0,0,0,7,21,11,24,39,57,60,59,28,4,312,125,193,414,572,676,700,533,172,54,3432
201031016,4,7,11,16,33,93,190,214,128,703,0,0,5,4,6,3,4,3,4,32,16,28,39,76,94,106,154,145,59,717,180,410,652,756,954,1089,1214,824,351,6431
201031017,0,3,6,19,31,57,140,87,41,381,0,0,3,0,0,4,3,0,0,12,14,16,25,35,69,79,109,59,20,423,110,216,361,486,804,982,873,368,108,4312
202011018,9,22,45,41,66,114,174,177,141,786,0,3,18,15,22,22,12,5,0,97,66,81,182,167,177,196,193,233,185,1485,371,1155,2092,1697,1801,1809,1365,859,503,11638
202011019,6,22,45,39,70,101,193,197,103,773,0,4,13,10,15,14,13,0,0,68,75,83,161,129,141,164,161,135,59,1112,374,868,1577,1376,1402,1472,1188,676,251,9188
202011020,10,8,28,21,46,57,109,184,199,663,0,4,10,14,10,11,3,5,6,64,40,46,70,66,122,121,154,162,109,885,415,1058,1440,1338,1699,1741,1532,1052,613,10884
202011021,3,3,10,15,15,32,59,80,69,289,0,0,7,9,5,8,0,0,0,23,34,53,81,72,72,52,51,57,79,557,348,1136,1202,1097,1051,1048,726,418,284,7306
202011022,15,18,48,62,65,123,313,329,185,1159,3,6,27,24,23,9,17,10,3,126,58,78,205,159,156,187,276,271,220,1618,465,1331,2774,2240,2227,2381,2145,1422,668,15661
202011023,3,0,3,3,9,21,46,26,11,118,0,0,3,0,0,0,0,0,0,8,28,11,26,39,53,30,28,9,4,237,145,226,559,785,738,573,362,96,25,3511
202011024,3,0,8,9,16,12,58,42,15,168,0,0,0,3,0,0,3,0,0,8,28,23,32,43,65,71,41,36,7,352,220,382,798,1277,1206,1045,699,298,71,5989
202011025,0,10,31,25,32,48,120,99,43,408,0,4,9,9,15,5,4,4,0,51,48,55,118,103,119,110,83,75,24,728,337,799,1962,1429,1410,1327,865,416,110,8653
202021026,0,0,3,4,19,44,70,39,11,193,0,0,0,0,0,0,0,0,0,3,24,16,68,62,79,90,71,27,12,445,186,283,692,907,1172,1045,704,213,55,5253
202021027,3,7,13,13,23,48,90,124,76,403,0,4,0,0,3,6,3,0,3,22,36,83,332,283,246,208,178,158,119,1647,197,436,1043,1289,1524,1595,1365,838,385,8677
202021028,9,4,16,6,28,61,97,68,61,343,0,0,0,3,0,3,8,0,0,17,28,18,46,81,137,170,148,67,33,738,166,297,505,893,1354,1702,1319,515,182,6927
202021029,3,3,6,7,18,49,124,88,27,327,0,0,0,0,0,3,8,0,0,13,22,5,20,39,62,111,107,82,22,475,103,144,303,442,645,838,746,402,107,3725
202021030,7,10,7,17,26,58,121,122,85,449,3,0,7,5,6,11,5,3,0,41,42,31,65,102,117,122,144,99,29,759,230,416,844,1246,1409,1369,1234,604,285,7635
202021031,3,0,4,4,13,13,34,46,23,140,0,0,0,0,3,5,3,0,3,17,26,25,49,75,92,89,104,59,48,563,146,288,472,989,1112,983,786,289,120,5186
202031032,3,3,5,8,22,30,63,51,17,207,0,0,0,0,3,0,4,4,0,7,10,8,25,36,51,65,59,31,9,303,112,166,334,511,717,740,509,203,68,3346
202031033,3,4,7,9,28,77,181,156,102,566,0,0,0,0,0,0,9,5,0,16,54,27,65,97,141,141,173,128,55,873,152,218,477,684,989,1282,1065,584,247,5693
203011034,7,3,4,10,15,26,54,43,36,187,0,0,0,0,4,0,3,0,0,11,19,29,29,62,46,52,54,18,22,320,157,321,742,1010,846,643,460,201,100,4479
203011035,6,3,14,19,24,41,92,47,10,252,0,0,0,0,4,0,0,0,0,11,26,14,29,58,73,73,53,28,3,361,184,262,659,958,1101,993,669,215,42,5084
203011036,0,0,8,7,12,25,53,47,33,190,0,0,3,0,0,4,0,0,0,8,18,14,48,45,60,76,51,46,28,383,135,279,464,721,882,921,632,273,116,4422
203021037,12,3,15,20,22,38,144,202,207,665,0,4,3,5,7,4,6,6,16,58,47,59,112,98,98,101,117,140,121,896,327,1033,2181,1712,1632,1515,1331,895,625,11246
203021038,51,60,146,203,197,378,540,396,140,2102,3,24,73,83,76,60,50,43,8,424,173,187,270,271,390,374,389,290,105,2453,925,2004,3329,3027,3407,3179,2331,1287,417,19896
203021039,8,7,15,17,39,60,136,129,114,523,0,5,3,0,7,12,19,22,9,75,43,93,165,100,142,148,126,103,61,981,305,1089,2047,1540,1713,1773,1157,653,318,10596
203021040,6,11,34,22,38,77,179,239,186,805,0,0,6,6,9,12,16,31,5,94,38,72,226,147,191,173,158,154,93,1251,389,1443,3146,2650,2602,2233,1518,1000,512,15496
203021041,5,17,29,42,45,69,198,236,211,847,0,3,10,4,14,6,8,10,0,57,57,75,168,156,145,147,193,198,208,1349,624,1905,3268,3035,2653,2377,2124,1288,910,18195
203021042,5,7,13,17,10,36,109,146,89,430,0,5,7,8,8,3,8,6,0,47,78,103,102,112,152,122,125,153,116,1058,889,1899,2330,2753,2905,2656,2009,1152,445,17024
203021043,4,10,26,19,46,94,158,146,85,585,6,0,9,6,7,7,17,7,4,62,52,160,475,426,292,181,125,76,33,1826,486,1119,2490,2746,2568,2041,1448,649,272,13821
203021044,3,4,11,14,31,65,153,130,95,505,0,0,3,5,0,3,4,8,0,25,30,28,71,59,86,103,169,108,53,698,313,667,1763,1575,1586,1459,1385,744,286,9771
203021045,13,20,33,41,84,162,261,278,196,1088,0,3,7,11,9,6,12,9,9,77,34,78,111,103,162,173,198,192,100,1151,384,1046,1667,1589,2027,1939,1642,1080,540,11911
203021046,4,8,8,8,15,20,43,64,54,220,0,0,3,0,5,0,0,7,3,18,28,34,81,82,95,67,69,63,50,564,221,554,1144,1318,1449,1335,902,489,270,7677
203021047,4,11,35,40,49,123,345,390,174,1175,0,4,9,13,17,10,35,55,22,161,26,50,152,116,127,162,205,241,263,1336,300,882,1990,1766,1746,1724,1657,1113,609,11783
203031048,8,4,9,11,29,53,143,168,93,516,0,0,3,3,3,4,6,7,0,21,49,30,68,84,102,125,170,162,103,898,335,635,1265,1506,1724,1933,1699,1028,358,10478
203031049,0,4,3,0,5,13,30,29,36,123,0,0,0,0,0,0,0,0,0,4,15,3,40,43,60,72,71,54,28,390,74,171,415,506,703,917,804,379,188,4155
203031050,12,8,14,17,30,47,136,166,155,568,3,3,0,3,4,3,5,3,3,30,48,67,143,184,138,190,212,106,82,1172,440,1020,2520,3304,2948,3167,2517,1068,514,17502
203031051,6,4,6,9,21,53,175,141,91,514,3,0,0,4,0,4,9,10,3,38,19,10,32,54,77,151,184,117,56,705,141,232,409,617,904,1390,1618,724,314,6345
203031052,0,0,0,3,3,8,28,42,49,125,0,0,4,0,0,0,0,7,0,13,10,10,15,20,32,61,98,76,40,358,65,104,205,333,464,682,870,532,237,3493
203031053,3,4,5,12,7,41,79,91,78,322,3,0,3,3,3,5,0,9,0,27,41,50,89,149,137,132,119,84,40,837,321,737,2021,2860,2581,2218,1732,725,267,13456
204011054,4,0,6,14,21,51,114,99,72,391,0,4,3,0,4,0,4,3,3,25,19,13,43,58,78,138,158,85,39,627,124,223,506,644,833,1139,1165,516,215,5372
204011055,3,0,15,6,21,58,122,111,60,397,0,0,0,0,4,0,4,0,0,3,15,22,37,35,69,99,123,101,78,578,108,200,465,549,827,1137,1061,592,261,5194
204011056,13,9,25,24,37,77,199,164,75,625,0,0,7,0,3,3,3,7,0,21,74,53,111,114,176,149,171,129,51,1026,399,808,1525,1651,2012,1669,1386,719,241,10412
204011057,8,3,8,8,29,27,119,105,66,370,0,4,0,0,3,0,0,3,0,9,34,39,89,109,135,138,143,76,30,800,171,333,736,985,1179,1446,1326,545,207,6928
204011058,0,3,3,7,14,34,69,52,36,219,0,0,0,3,0,3,7,5,0,16,25,7,34,37,48,82,75,57,31,391,81,157,367,428,524,711,592,300,119,3275
204011059,3,8,16,16,28,72,115,107,40,405,0,0,3,3,4,7,4,3,0,22,29,40,73,91,93,140,117,111,86,782,185,446,645,666,841,978,732,435,205,5137
204011060,3,0,4,3,10,23,45,21,14,123,0,0,3,4,0,3,0,0,0,9,24,25,62,50,79,66,49,18,9,393,171,275,571,550,635,596,420,150,46,3405
204011061,0,0,0,0,0,3,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,6,0,23,0,9,18,17,42,29,20,11,3,153
204011062,4,0,0,3,13,30,52,41,25,169,0,0,0,0,0,0,0,0,0,7,12,11,27,34,39,77,83,40,17,346,79,106,235,379,471,666,622,242,78,2880
204021063,3,5,24,22,40,88,176,186,148,699,0,0,0,3,3,7,4,4,0,24,52,50,79,80,118,159,179,142,80,944,227,525,936,971,1314,1522,1466,933,485,8379
204021064,0,0,3,0,10,25,46,35,12,137,0,0,0,0,0,3,0,0,0,8,21,18,23,39,73,88,68,26,4,361,79,126,279,348,557,760,531,169,43,2892
204021065,0,4,6,5,11,20,47,40,24,161,0,0,0,0,0,3,3,0,0,13,10,13,15,22,43,66,59,48,26,305,88,156,315,461,566,597,534,230,102,3058
204021066,10,16,36,40,58,122,267,325,247,1119,0,0,3,6,15,10,14,19,3,71,82,75,108,139,165,218,243,261,279,1566,453,954,1971,2129,2361,2413,2108,1446,856,14693
204021067,0,4,9,10,21,52,123,121,44,377,0,0,0,0,0,3,3,5,0,6,44,21,48,107,120,149,176,60,26,745,205,343,671,1162,1496,1674,1304,510,150,7511
204031068,0,0,3,5,12,22,56,48,22,167,0,0,3,0,0,4,3,0,0,21,22,21,83,105,102,75,58,76,43,589,71,132,360,564,684,797,646,314,119,3679
204031069,3,0,9,10,13,30,106,88,44,305,0,0,3,0,0,3,4,3,0,18,27,43,110,118,136,130,149,68,49,825,142,320,719,981,1153,1359,1183,525,203,6581
204031070,4,0,3,5,8,22,46,32,9,125,0,0,0,0,0,0,0,0,0,3,9,7,22,23,44,61,29,29,8,230,77,134,268,361,519,535,333,144,41,2415
204031071,3,0,5,11,8,38,99,101,55,313,0,0,0,0,3,4,3,8,7,29,20,8,26,38,69,90,61,86,49,449,110,169,347,454,705,814,563,401,179,3742
204031072,0,6,8,0,12,39,113,101,55,346,0,0,0,0,0,0,0,0,0,7,22,23,41,56,67,83,95,72,40,493,105,210,453,567,872,1033,905,433,197,4777
204031073,6,9,18,29,39,94,138,124,74,535,0,0,5,18,10,11,6,6,4,63,47,73,124,117,98,129,122,88,22,820,390,919,1931,1877,1988,1869,1268,596,275,11127
204031074,11,18,47,52,70,124,240,250,155,968,0,3,14,12,32,17,21,5,4,111,126,157,252,233,258,271,210,201,93,1808,802,1771,3476,2973,3054,2819,2113,1124,470,18597
204031075,0,0,3,3,9,26,56,42,30,171,0,0,0,0,0,0,0,0,0,0,11,12,13,30,35,41,35,32,12,221,94,173,311,555,708,721,530,210,90,3386
205011076,13,9,28,28,48,80,230,205,157,799,3,3,4,10,7,5,10,5,3,50,51,71,128,155,180,186,191,170,67,1203,422,875,2029,1798,2021,2043,1809,1016,382,12394
205011077,3,3,6,11,23,37,92,72,38,283,0,0,0,0,0,3,0,3,0,10,34,26,23,55,68,109,86,46,15,461,170,252,420,664,915,1093,823,319,91,4752
205011078,0,4,11,13,25,45,101,90,62,354,0,0,0,0,4,0,3,6,0,15,30,31,53,73,86,128,92,65,39,591,160,379,812,904,985,1184,886,417,178,5910
205011079,9,9,26,25,50,81,246,269,160,873,0,3,7,7,16,8,12,4,8,70,52,78,121,140,190,199,231,176,63,1236,501,1021,2022,2071,2580,2423,2219,1186,453,14478
205021080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
205021081,4,12,35,34,62,102,223,239,141,845,0,3,0,3,11,9,17,7,0,51,82,98,180,148,178,227,268,253,184,1620,342,812,1627,1519,1764,1908,1851,1209,563,11603
205021082,4,0,13,19,29,61,145,115,29,412,0,3,0,0,0,4,4,0,0,14,27,25,48,75,115,122,124,77,21,634,175,291,661,802,1152,1320,1162,477,98,6136
205021083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021084,11,6,26,11,30,55,203,154,64,562,0,0,0,0,0,3,5,8,0,26,36,30,77,104,137,178,246,150,104,1055,218,333,717,915,1229,1676,1951,885,307,8226
205021085,4,4,7,12,29,74,144,117,66,454,3,0,3,0,3,6,5,6,0,32,21,22,36,32,104,98,157,87,41,603,113,194,440,555,917,1204,1127,527,180,5256
205021086,3,4,5,9,19,38,102,92,40,320,0,0,0,3,4,0,3,0,0,21,15,14,24,37,71,96,152,105,62,572,104,183,379,491,727,1115,1442,706,244,5405
205031087,4,0,8,3,24,42,160,145,73,468,0,0,0,0,0,0,7,3,0,8,34,26,63,77,129,170,199,140,66,894,177,300,652,805,1202,1579,1509,704,254,7185
205031088,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,7,10,13,30,26,5,0,96
