SA2_MAINCODE_2016,Ireland_2011,Ireland_2012,Ireland_2013,Ireland_2014,Ireland_2015,Ireland_2016,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1946,Italy_1946_1955,Italy_1956_1965,Italy_1966_1975,Italy_1976_1985,Italy_1986_1995,Italy_1996_2005,Italy_2006_2010,Italy_2011,Italy_2012,Italy_2013,Italy_2014,Italy_2015,Italy_2016,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1946,Japan_1946_1955,Japan_1956_1965,Japan_1966_1975,Japan_1976_1985,Japan_1986_1995,Japan_1996_2005,Japan_2006_2010,Japan_2011,Japan_2012,Japan_2013,Japan_2014,Japan_2015,Japan_2016,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1946,Korea_Rep_Sth_1946_1955,Korea_Rep_Sth_1956_1965,Korea_Rep_Sth_1966_1975,Korea_Rep_Sth_1976_1985,Korea_Rep_Sth_1986_1995,Korea_Rep_Sth_1996_2005,Korea_Rep_Sth_2006_2010,Korea_Republic_South_2011,Korea_Republic_South_2012,Korea_Republic_South_2013,Korea_Republic_South_2014,Korea_Republic_South_2015,Korea_Republic_South_2016,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1946,Lebanon_1946_1955,Lebanon_1956_1965,Lebanon_1966_1975,Lebanon_1976_1985,Lebanon_1986_1995,Lebanon_1996_2005,Lebanon_2006_2010,Lebanon_2011,Lebanon_2012,Lebanon_2013,Lebanon_2014,Lebanon_2015,Lebanon_2016,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1946,Malaysia_1946_1955,Malaysia_1956_1965,Malaysia_1966_1975,Malaysia_1976_1985,Malaysia_1986_1995,Malaysia_1996_2005,Malaysia_2006_2010,Malaysia_2011,Malaysia_2012,Malaysia_2013,Malaysia_2014,Malaysia_2015,Malaysia_2016,Malaysia_Yr_arrival_ns,Malaysia_Tot,Malta_Before_1946,Malta_1946_1955,Malta_1956_1965,Malta_1966_1975,Malta_1976_1985,Malta_1986_1995,Malta_1996_2005,Malta_2006_2010,Malta_2011,Malta_2012,Malta_2013,Malta_2014,Malta_2015,Malta_2016,Malta_Yr_arrival_NS,Malta_Tot,Netherlands_Before_1946,Netherlands_1946_1955,Netherlands_1956_1965,Netherlands_1966_1975,Netherlands_1976_1985,Netherlands_1986_1995,Netherlands_1996_2005,Netherlands_2006_2010,Netherlands_2011,Netherlands_2012,Netherlands_2013,Netherlands_2014,Netherlands_2015,Netherlands_2016,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1946,New_Zealand_1946_1955,New_Zealand_1956_1965,New_Zealand_1966_1975,New_Zealand_1976_1985,New_Zealand_1986_1995,New_Zealand_1996_2005,New_Zealand_2006_2010,New_Zealand_2011,New_Zealand_2012,New_Zealand_2013,New_Zealand_2014,New_Zealand_2015,New_Zealand_2016,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,Pakistan_Before_1946,Pakistan_1946_1955,Pakistan_1956_1965,Pakistan_1966_1975,Pakistan_1976_1985,Pakistan_1986_1995,Pakistan_1996_2005,Pakistan_2006_2010,Pakistan_2011,Pakistan_2012,Pakistan_2013,Pakistan_2014,Pakistan_2015,Pakistan_2016,Pakistan_Yr_arrival_NS,Pakistan_Tot,Philippines_Before_1946,Philippines_1946_1955,Philippines_1956_1965,Philippines_1966_1975,Philippines_1976_1985,Philippines_1986_1995,Philippines_1996_2005,Philippines_2006_2010,Philippines_2011,Philippines_2012,Philippines_2013,Philippines_2014,Philippines_2015,Philippines_2016,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1946,Poland_1946_1955,Poland_1956_1965,Poland_1966_1975,Poland_1976_1985,Poland_1986_1995,Poland_1996_2005,Poland_2006_2010,Poland_2011,Poland_2012,Poland_2013,Poland_2014,Poland_2015,Poland_2016,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1946,Singapore_1946_1955,Singapore_1956_1965,Singapore_1966_1975,Singapore_1976_1985,Singapore_1986_1995,Singapore_1996_2005,Singapore_2006_2010,Singapore_2011,Singapore_2012,Singapore_2013,Singapore_2014,Singapore_2015,Singapore_2016,Singapore_Yr_arrival_ns,Singapore_Tot
119041375,5,9,14,3,0,3,3,79,0,29,72,38,7,0,4,12,0,3,5,5,3,3,6,194,0,0,0,0,0,14,29,14,3,7,5,7,7,6,3,95,0,0,0,0,6,20,13,33,10,5,6,9,13,11,8,142,0,3,5,147,222,236,102,53,8,15,10,11,11,4,54,891,0,0,3,0,19,42,50,32,10,6,3,6,20,9,9,200,0,11,6,7,4,0,0,0,0,0,0,0,0,0,4,36,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,18,3,3,0,19,47,54,86,45,12,10,10,15,14,7,10,335,0,0,0,0,3,6,18,15,0,12,4,7,7,4,3,84,0,0,0,7,35,85,56,55,25,27,25,25,25,18,17,384,0,0,0,0,11,9,4,4,3,6,5,14,3,10,0,75,0,0,0,3,5,12,20,18,5,3,3,0,4,0,0,82
119041376,3,0,0,0,0,0,3,79,0,39,130,73,13,10,11,6,0,0,0,3,0,0,12,290,0,0,0,0,9,14,12,7,0,4,0,0,0,3,4,58,0,0,0,0,12,7,25,14,0,0,3,7,0,0,5,74,0,0,14,109,208,264,141,71,3,27,11,16,10,11,52,941,0,0,0,6,25,51,21,7,3,7,0,5,5,3,3,145,0,13,21,9,3,0,0,0,0,0,0,0,0,0,9,58,0,9,0,4,0,0,5,0,0,0,0,0,0,0,0,23,0,0,5,16,59,89,115,73,25,25,14,7,0,7,17,458,0,0,0,0,0,5,7,17,0,6,3,3,0,4,3,55,0,0,4,17,39,126,100,96,9,23,27,21,23,19,18,518,0,0,4,0,6,10,0,11,3,0,0,7,3,0,0,34,0,0,0,6,5,16,18,3,0,3,0,0,0,0,0,59
119041377,0,0,0,0,5,0,0,36,0,37,90,33,7,5,0,3,0,0,0,0,0,0,4,188,0,0,0,0,3,7,3,3,0,0,0,0,0,0,0,26,0,0,0,0,0,8,4,0,0,0,5,0,0,0,3,28,0,4,15,62,46,53,24,15,0,0,0,0,5,0,6,246,0,0,3,11,18,19,13,6,0,3,3,3,0,0,0,79,0,11,12,7,3,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,8,8,35,36,80,27,12,3,0,4,3,5,10,228,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,15,0,0,0,11,24,42,19,23,3,3,0,3,4,4,3,134,0,3,3,0,7,0,4,0,0,0,0,0,0,0,0,15,0,0,0,4,16,10,5,0,0,0,0,0,3,0,0,34
119041378,5,10,3,5,0,0,3,46,0,5,25,15,5,0,4,3,0,0,0,0,0,0,3,74,0,0,0,4,8,3,18,4,0,0,0,3,5,4,0,45,0,0,0,0,4,3,24,15,0,3,0,0,3,0,0,55,0,0,9,19,5,18,13,0,0,0,0,0,0,4,0,74,0,0,0,3,9,11,29,19,0,5,5,3,3,7,3,97,0,11,5,8,0,0,0,0,0,0,0,0,0,0,0,25,0,7,0,0,3,0,0,3,0,0,0,0,0,0,0,14,0,0,4,9,18,28,51,28,3,5,4,0,0,0,3,146,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,19,0,0,0,3,21,53,64,117,27,25,31,32,23,14,12,428,0,0,0,0,0,3,3,3,4,4,0,4,0,0,0,27,0,0,0,4,0,7,12,3,0,3,3,0,0,0,0,39
119041379,0,4,0,0,0,4,0,46,0,21,62,38,6,3,3,7,0,7,3,3,0,0,3,152,0,0,0,3,0,3,9,3,0,4,0,0,3,0,0,36,0,0,0,0,8,10,12,9,3,3,0,0,0,0,0,49,0,3,9,50,29,50,26,15,3,3,9,10,11,0,9,222,0,0,0,6,7,23,13,6,0,0,3,3,5,0,0,77,0,10,6,8,3,0,0,0,0,0,0,0,0,0,3,29,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,12,0,0,3,8,41,48,62,30,4,8,6,5,3,0,10,239,0,0,0,0,0,6,3,3,0,0,3,0,5,0,0,23,0,0,0,3,27,67,46,70,27,15,31,30,29,10,3,349,0,0,4,0,16,10,4,3,0,0,0,0,5,0,0,47,0,0,0,8,8,10,6,7,0,0,0,0,3,0,0,40
119041380,8,3,0,0,0,0,0,43,0,30,63,37,10,0,6,4,4,3,0,9,3,0,5,184,0,0,0,3,0,6,7,6,0,0,0,0,0,0,3,27,0,0,0,0,4,4,4,4,0,0,0,0,0,0,3,19,0,5,6,41,43,34,19,12,3,0,0,0,0,0,12,191,0,0,6,3,9,10,6,0,0,0,0,0,0,0,0,38,0,32,28,7,3,0,0,0,0,0,0,0,0,0,0,75,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,19,25,38,78,26,8,12,6,5,10,8,9,244,0,0,0,0,0,8,10,7,0,4,3,3,6,7,0,44,0,0,0,15,20,26,23,21,3,3,7,7,5,0,7,143,0,0,3,0,16,6,8,5,0,0,0,0,0,0,0,55,0,0,0,3,3,0,4,0,0,10,0,0,0,0,0,23
119041381,3,3,0,0,3,0,0,43,0,19,74,42,4,7,10,3,3,4,11,3,3,3,65,243,0,0,0,0,3,28,31,18,3,3,3,4,12,4,0,111,0,0,0,0,0,10,23,14,0,3,3,0,0,7,0,58,0,3,12,66,94,92,48,21,3,4,0,3,3,0,16,364,0,0,0,0,16,24,27,12,3,3,0,3,4,0,4,103,0,21,15,4,0,0,0,0,0,0,0,0,0,0,3,39,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,7,14,33,46,66,52,4,4,10,3,12,0,10,255,0,0,0,0,7,3,6,0,4,4,0,0,3,3,0,38,0,0,0,11,27,136,108,111,28,49,40,36,33,36,10,617,0,0,0,0,8,14,8,20,0,3,0,3,3,4,0,57,0,0,0,0,0,6,12,3,0,0,0,4,0,5,3,42
119041382,3,0,0,0,0,0,0,46,0,23,65,17,7,0,8,3,0,0,3,0,0,0,4,132,0,0,0,0,0,3,4,8,3,0,0,0,0,0,0,25,0,0,0,0,6,9,0,0,0,0,3,0,0,3,0,23,0,0,5,41,36,36,8,3,0,3,3,0,0,0,3,135,0,0,3,10,12,8,3,3,3,0,0,0,0,0,4,46,0,35,24,15,3,0,0,0,0,0,0,0,0,0,0,78,0,7,3,3,0,3,4,0,0,0,0,0,0,0,0,22,0,0,3,20,45,50,62,18,3,8,0,7,3,3,10,236,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,14,0,0,0,7,22,39,21,13,5,3,0,3,0,3,8,127,0,0,0,0,14,13,7,3,0,0,0,4,3,0,0,44,0,0,0,0,0,4,4,6,0,0,0,0,3,0,0,18
120011383,10,7,6,3,3,0,4,129,3,174,450,319,37,15,15,8,0,3,13,3,5,0,33,1078,0,0,0,0,0,5,5,6,0,0,0,3,3,0,3,30,0,0,0,10,65,80,112,79,19,13,12,18,28,11,3,451,0,10,15,83,51,35,12,9,0,0,3,3,0,0,3,224,0,3,12,27,55,59,24,5,0,0,3,0,3,0,3,186,0,21,13,9,0,0,0,0,0,0,0,0,0,0,3,50,0,3,7,0,4,0,4,4,0,0,0,0,0,0,0,22,0,3,3,37,50,46,61,35,4,3,9,0,5,3,4,263,0,0,0,0,9,9,4,6,3,0,0,5,0,0,0,35,0,0,0,4,19,34,18,15,0,3,9,3,6,4,5,113,0,3,3,4,11,7,6,6,0,0,0,0,0,0,3,47,0,0,0,8,12,12,11,7,0,0,0,6,3,0,0,66
120011384,11,14,7,0,7,0,3,117,0,49,151,113,14,8,10,11,0,6,15,10,4,3,6,395,0,0,0,0,6,7,11,16,4,7,8,8,4,0,5,82,0,0,0,3,91,239,511,443,91,111,103,99,151,65,104,2013,0,3,14,22,8,3,3,3,3,0,0,0,0,0,9,74,0,0,0,11,32,57,56,51,9,24,22,3,13,9,9,300,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,6,4,0,4,0,4,5,0,0,0,3,0,3,0,30,0,0,8,12,35,37,65,37,14,12,13,6,9,4,5,260,0,0,0,0,0,3,10,23,13,10,3,17,11,5,9,93,0,0,0,8,37,99,40,52,9,11,30,11,19,13,16,346,0,8,3,3,13,16,5,4,3,0,0,3,0,0,0,54,0,0,0,0,11,4,25,10,8,3,0,6,6,3,3,79
120011385,11,5,6,3,3,0,3,136,15,147,339,155,13,12,11,6,3,5,0,6,0,0,27,752,0,0,0,4,8,10,10,11,0,0,0,0,0,4,0,42,0,0,0,3,10,14,15,13,3,3,3,3,4,0,0,72,0,0,6,22,12,9,0,9,4,0,0,0,0,0,0,58,0,0,5,14,42,17,11,12,0,0,0,0,0,0,9,103,0,12,5,3,0,0,0,0,0,0,0,0,0,0,0,17,0,8,4,3,3,0,4,3,0,0,4,0,0,0,0,33,3,6,20,41,84,45,93,35,17,23,7,8,0,0,6,381,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,9,0,0,0,4,24,33,13,11,0,0,0,0,3,0,4,88,0,3,6,0,4,9,0,0,0,3,0,0,0,0,0,32,0,0,3,4,13,0,5,4,0,0,3,4,0,0,0,29
120011386,13,3,9,0,0,0,5,148,10,258,630,312,47,17,25,18,5,16,7,22,14,6,41,1435,0,0,0,0,4,11,20,3,0,3,0,4,4,0,0,44,0,0,0,7,32,33,34,25,0,7,3,0,5,5,3,150,0,5,10,26,17,12,0,4,0,0,0,0,0,0,3,82,0,0,3,10,28,24,11,10,0,0,3,0,4,4,3,87,0,13,15,5,3,0,0,0,0,0,0,0,0,0,0,40,0,3,3,0,0,6,3,0,0,0,0,5,0,0,0,19,0,4,6,20,55,58,84,52,5,9,10,5,6,5,17,346,0,0,0,0,0,3,0,5,0,0,0,0,0,0,3,15,0,0,0,9,22,44,29,11,0,8,0,4,3,0,4,127,0,3,4,3,16,9,6,5,0,0,3,0,0,0,0,55,0,0,3,4,7,7,11,11,0,0,0,0,3,0,0,49
120021387,8,3,12,6,3,0,3,217,0,11,22,9,5,5,13,5,8,6,3,11,4,0,4,107,0,0,0,0,10,5,10,5,0,0,3,3,0,3,0,48,0,0,0,0,14,3,11,0,0,0,7,0,0,0,0,30,0,0,0,8,4,3,3,3,0,0,0,0,0,0,0,26,0,0,0,7,20,15,6,3,0,8,0,4,0,3,0,63,0,9,4,4,0,0,0,0,0,0,0,0,0,0,0,16,0,5,5,0,3,0,15,21,0,0,0,0,3,0,0,59,0,3,24,62,103,68,113,64,10,12,16,16,6,9,5,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,8,24,12,10,0,0,3,0,0,0,3,72,0,0,3,0,11,3,3,0,0,0,0,0,0,0,0,33,0,0,3,3,6,10,9,4,0,0,0,0,3,0,3,46
120021388,13,16,14,9,0,5,3,200,0,61,180,139,34,13,21,16,0,14,17,38,26,8,25,601,0,0,3,0,5,12,28,13,9,3,0,0,4,3,3,88,0,0,0,3,5,10,21,16,5,4,0,0,4,0,0,71,0,3,6,17,3,4,3,0,0,0,0,0,0,0,4,40,0,0,0,16,28,30,15,5,6,4,0,3,0,0,0,108,0,15,20,14,0,3,0,0,0,0,0,0,0,0,0,52,0,9,11,5,10,3,12,4,0,0,0,3,0,0,3,62,0,7,17,65,116,116,170,74,15,25,5,15,16,12,20,666,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,7,30,48,15,14,7,0,10,4,12,0,3,162,0,3,5,0,12,5,5,4,0,0,3,0,0,0,0,47,0,0,3,7,9,8,5,3,0,0,3,0,10,0,6,63
120021389,11,4,3,3,4,0,0,155,0,33,60,36,13,8,9,4,0,5,6,9,3,0,10,192,0,0,0,4,3,10,9,3,0,0,0,0,0,0,0,40,0,0,0,0,9,20,15,10,0,3,4,6,4,0,0,61,0,0,3,3,3,9,0,0,0,0,0,0,0,0,0,21,0,0,0,7,13,13,9,0,0,0,3,0,3,0,3,60,0,13,9,7,0,0,0,0,0,0,0,0,0,0,0,32,0,3,0,0,0,0,3,6,3,3,0,3,0,0,0,35,0,0,11,37,70,60,105,64,16,17,15,14,6,4,6,417,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,5,11,15,9,7,0,0,0,3,3,3,0,64,0,0,0,0,11,9,3,0,0,3,0,0,0,0,0,35,0,0,0,4,3,6,10,7,0,0,3,3,0,0,0,36
120031390,4,0,5,0,0,0,0,109,0,64,155,84,13,11,12,16,3,8,6,22,19,4,25,434,0,0,0,0,3,20,33,16,0,3,6,6,4,6,5,105,0,0,0,4,57,46,64,53,8,7,4,16,6,3,11,279,3,10,31,73,25,17,9,3,0,0,0,0,0,0,8,183,0,0,6,15,28,45,24,25,5,12,8,16,15,13,17,231,0,4,7,0,4,0,0,0,0,0,0,0,0,0,3,22,0,6,8,0,0,0,6,0,3,0,0,0,0,0,5,30,0,4,3,28,64,59,94,27,6,12,10,10,6,7,10,351,0,0,0,0,3,3,7,9,0,3,5,3,3,0,0,35,0,0,0,5,43,155,117,78,29,44,43,29,51,17,24,640,0,6,11,12,42,17,16,11,3,0,0,4,11,3,10,146,0,3,4,4,15,15,3,10,0,4,0,8,7,4,3,78
120031391,3,11,5,3,0,0,4,89,0,95,237,137,14,4,7,7,0,6,9,6,12,3,19,556,0,0,0,4,0,5,16,14,0,3,3,3,6,7,6,73,0,0,0,8,48,89,187,133,30,35,41,37,46,26,38,721,0,6,44,107,43,35,22,6,4,3,0,4,8,0,9,306,0,0,3,11,22,38,36,30,5,9,18,21,21,14,28,251,0,3,14,4,0,0,0,0,0,0,0,0,0,0,0,27,0,3,4,0,0,3,3,0,0,0,0,0,0,0,0,16,0,4,3,20,42,44,72,30,5,11,7,5,5,0,4,252,0,0,0,0,5,0,14,7,0,3,10,3,7,5,0,60,0,0,0,4,45,60,48,49,15,6,18,9,22,13,6,307,0,9,8,8,22,13,14,3,0,0,0,6,9,0,5,82,0,0,0,6,9,24,12,20,7,0,0,10,5,4,0,86
120031392,0,3,0,0,0,0,0,47,0,36,123,110,8,7,8,0,3,0,0,4,0,0,4,305,0,0,0,0,0,7,15,6,0,0,0,0,0,0,0,32,0,0,0,3,16,4,11,4,0,0,3,0,0,0,0,42,0,4,35,99,43,30,11,0,0,0,0,0,0,0,3,234,0,0,0,4,12,11,8,4,0,7,0,4,11,0,3,56,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,5,5,19,39,33,17,3,3,6,4,3,0,7,139,0,0,0,0,5,0,0,0,0,0,3,5,3,0,0,18,0,0,0,4,23,65,24,29,11,5,12,11,3,3,12,196,0,3,0,3,7,5,4,3,0,0,0,0,0,0,0,23,0,0,0,3,3,0,4,3,0,0,3,0,0,0,0,19
120031393,11,6,4,3,0,0,3,165,0,107,314,253,26,13,21,10,0,3,10,7,0,0,30,791,0,0,0,0,0,10,12,7,3,3,0,0,0,0,0,35,0,0,0,3,46,101,81,35,3,8,9,4,11,3,14,326,0,8,45,115,85,95,35,15,0,0,15,0,4,0,24,449,0,0,0,12,15,30,16,9,0,0,0,3,4,9,4,98,0,12,8,0,5,0,0,0,0,0,0,0,0,0,0,29,0,3,0,3,0,0,3,3,0,0,0,0,0,0,0,13,0,0,6,15,37,39,61,33,17,7,7,8,9,3,13,257,0,0,0,4,0,0,7,7,3,0,0,0,0,3,0,23,0,0,3,9,46,54,35,26,6,4,3,13,3,8,0,215,0,3,0,10,14,12,9,0,0,5,0,0,0,0,3,57,0,0,0,3,0,10,12,0,0,3,0,0,0,0,0,33
120031394,9,3,3,0,0,0,4,110,0,21,73,51,4,4,8,5,0,5,9,3,3,12,5,198,0,0,0,5,5,16,12,7,3,0,3,3,0,0,0,54,0,0,0,5,12,10,10,0,0,3,0,10,4,4,3,49,0,3,29,78,44,22,8,3,0,0,0,0,0,0,7,197,0,0,0,14,19,26,15,7,0,6,0,3,0,4,5,102,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,4,5,9,0,0,0,0,0,0,0,4,25,0,0,3,18,66,69,91,40,5,10,14,11,3,6,9,342,0,0,0,0,0,0,5,3,0,0,0,0,3,0,0,15,0,0,0,5,26,86,30,33,6,3,7,12,7,12,12,243,0,0,3,0,12,8,8,5,4,0,0,0,3,3,0,44,0,0,4,3,5,0,3,3,0,3,0,3,0,3,0,35
120031395,9,3,0,0,0,0,3,67,4,177,384,214,16,4,3,10,4,5,10,7,7,5,46,908,0,0,0,4,3,3,16,15,0,0,5,0,0,3,0,44,0,0,0,0,18,12,8,10,0,0,0,0,0,0,44,95,0,0,9,12,3,0,0,3,0,0,0,0,0,0,0,35,0,0,0,11,16,15,12,7,3,3,4,0,0,0,4,75,0,10,13,3,0,0,0,0,0,0,0,0,0,0,0,22,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,21,0,0,5,23,51,45,61,19,10,12,5,3,0,3,8,245,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,8,24,36,30,24,4,9,13,9,7,8,8,178,0,3,0,0,7,8,12,0,3,0,0,0,0,0,3,44,0,0,0,0,13,6,8,0,3,0,0,0,0,0,0,33
120031396,6,3,4,6,0,0,3,46,0,9,21,13,0,3,4,3,0,4,5,6,0,0,3,63,0,0,0,0,0,4,11,10,0,3,3,0,0,3,4,48,0,0,0,4,56,136,279,262,52,48,50,72,62,31,44,1092,0,3,10,12,11,6,7,4,0,0,0,3,0,0,0,65,0,0,0,6,17,25,26,21,3,14,10,4,20,3,8,150,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,15,24,16,44,23,7,7,5,3,3,5,11,171,0,0,0,0,0,10,29,28,3,11,4,23,22,6,3,136,0,0,0,0,18,55,35,39,22,23,22,28,29,18,10,307,0,0,0,0,4,3,0,7,0,0,0,0,4,0,0,24,0,0,0,5,3,7,21,8,3,0,3,0,0,3,4,64
120031575,4,11,0,0,3,4,0,72,9,81,112,72,8,0,3,3,4,0,9,4,0,0,24,328,0,0,0,0,7,9,15,8,0,10,4,5,7,3,3,76,0,0,0,14,164,261,557,436,110,141,176,158,194,135,146,2501,0,19,44,88,45,66,25,11,3,0,0,0,3,0,10,323,0,0,17,19,67,61,35,27,3,4,4,14,14,6,3,279,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,11,0,3,4,16,18,27,45,15,4,12,3,0,0,0,7,154,0,0,0,3,9,10,30,6,0,0,3,3,18,5,0,93,0,0,0,7,20,56,46,19,8,11,23,33,22,15,16,288,0,3,7,3,8,6,3,0,0,0,0,4,0,0,3,34,0,3,0,4,17,12,7,6,0,3,0,0,4,0,0,74
120031576,0,0,0,3,0,0,0,19,0,14,29,22,7,0,0,0,0,0,0,5,6,3,3,89,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,24,31,53,8,0,3,3,0,0,0,4,131,0,4,3,22,9,13,9,0,0,0,0,0,3,0,4,64,0,0,0,0,9,8,0,6,0,0,0,0,0,0,0,29,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,6,11,4,0,0,0,0,0,0,0,29,0,0,0,0,3,0,0,3,3,0,3,0,3,3,0,20,0,0,0,3,7,5,11,3,0,0,0,0,0,0,3,37,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,4,3,0,0,0,0,0,0,0,12
121011398,11,7,0,3,3,0,3,74,5,20,62,32,3,3,3,6,3,4,7,0,3,4,4,158,0,0,3,4,29,97,157,95,30,22,48,75,90,49,46,750,0,0,0,3,40,134,402,396,60,77,92,106,120,77,66,1577,0,0,5,32,18,7,3,3,0,0,0,0,0,0,0,69,0,3,3,18,80,104,89,68,16,8,22,18,17,10,11,475,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,10,0,13,7,0,0,4,6,3,0,0,3,0,0,3,0,48,0,4,11,48,51,58,114,42,27,16,23,20,8,14,8,444,0,0,0,0,0,12,11,12,6,8,4,9,9,3,0,75,0,0,0,8,32,69,57,76,28,28,24,40,58,21,16,455,0,3,3,3,11,4,4,8,0,0,3,4,3,7,0,55,0,0,3,5,19,30,36,33,6,12,13,13,17,13,12,212
121011399,13,6,3,0,3,0,5,109,3,13,17,15,0,3,8,8,4,4,4,6,4,3,5,87,0,0,4,8,12,67,84,44,6,13,5,8,10,23,11,287,0,0,0,5,21,58,116,115,19,18,18,20,33,25,23,469,0,0,0,19,13,14,3,5,0,0,0,0,0,0,0,49,0,0,3,18,53,81,67,56,10,8,15,14,15,3,6,353,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,12,0,6,3,3,0,0,3,9,0,0,0,0,0,0,0,34,3,4,11,30,56,62,109,49,15,12,7,10,8,3,9,383,0,0,0,0,4,8,10,11,6,4,0,8,7,0,0,62,0,0,0,8,28,61,62,57,19,13,16,23,26,20,4,336,0,3,5,5,28,13,7,12,0,6,0,0,4,0,3,77,0,0,0,8,18,16,27,18,5,3,4,11,11,7,8,139
121011400,14,9,6,7,7,0,9,175,3,21,28,23,3,9,13,8,8,3,3,6,7,3,9,144,0,0,0,0,14,36,42,17,8,14,14,16,14,4,17,204,0,0,0,3,16,35,50,42,5,4,7,4,8,3,11,187,0,4,4,21,13,4,0,0,0,0,0,0,0,0,0,48,3,0,16,44,88,83,42,25,8,6,9,3,3,7,3,331,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,11,0,18,12,5,6,0,14,7,10,0,0,0,0,0,3,72,0,12,33,49,111,95,153,53,17,24,11,11,15,5,9,598,0,0,0,0,4,3,3,0,0,0,0,0,7,0,0,19,0,0,0,9,30,41,26,37,8,6,14,18,10,7,6,214,0,0,5,9,30,7,14,9,0,0,0,0,3,0,0,81,0,0,3,10,20,19,24,11,0,0,4,4,3,3,4,119
121011401,11,6,0,0,3,0,0,85,0,9,14,8,3,0,0,3,0,3,0,3,5,0,6,55,0,0,0,0,14,31,62,30,22,16,28,13,28,15,11,276,0,0,0,3,9,24,41,38,5,3,8,0,7,0,0,148,0,0,5,28,9,5,0,3,0,0,0,0,0,0,0,51,0,0,0,4,23,48,34,23,5,9,7,10,3,3,4,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,0,0,4,0,0,19,0,0,3,16,25,44,78,36,11,11,7,5,3,5,4,262,0,0,0,0,0,4,0,3,0,3,0,7,8,0,0,27,0,0,0,0,14,20,23,41,11,9,15,7,8,7,3,163,0,3,0,0,3,3,9,0,5,4,6,3,0,0,0,39,0,0,0,3,16,11,21,18,0,0,3,0,0,0,5,84
121011402,3,4,0,7,0,0,0,112,4,45,85,53,9,3,0,6,0,4,3,0,0,3,12,230,0,0,6,6,34,99,78,39,6,14,15,23,16,15,12,359,0,0,0,3,11,43,36,20,3,3,4,3,4,4,8,141,0,3,8,51,28,13,6,5,0,0,0,0,0,0,0,117,0,0,8,34,67,54,37,13,0,0,0,8,4,11,3,240,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,16,12,3,4,0,6,7,0,0,0,4,6,0,0,65,3,8,17,57,103,84,120,53,20,12,11,4,6,9,16,516,0,0,0,4,3,3,4,3,0,0,0,0,0,0,0,19,0,0,0,3,21,37,30,25,6,8,8,11,10,5,3,174,0,8,11,3,19,10,7,3,0,0,0,0,0,0,0,58,0,0,3,7,28,15,26,16,13,5,4,15,9,7,5,148
