SA2_MAINCODE_2016,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1_or2_st_bl_NofB_0_ib,Flt_at_In_1_or2_s_b_NofB_1,Flt_at_In_1_or2_s_b_NofB_2,Flt_at_In_1_or2_s_b_NofB_3,Flt_at_In_1_or2_s_b_NofB_4,Flt_at_In_1_or2_s_b_NofB_5,Flt_at_In_1_or2_s_b_NoB_6_m,Flt_at_In_1_or2_s_b_NoB_NS,Flt_at_In_1_or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4_or_m_s_b_NofB_0_ib,Flt_apt_4_or_m_s_b_NofB_1,Flt_apt_4_or_m_s_b_NofB_2,Flt_apt_4_or_m_s_b_NofB_3,Flt_apt_4_or_m_s_b_NofB_4,Flt_apt_4_or_m_s_b_NofB_5,Flt_apt_4_or_m_s_b_NofB_6_m,Flt_apt_4_or_m_s_b_NofB_NS,Flt_apt_4_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
214021377,4,32,491,1835,893,153,26,90,3513,0,4,155,150,24,0,0,13,348,0,0,69,191,58,9,0,10,336,0,4,222,341,82,11,0,18,682,0,3,11,15,0,0,0,16,45,0,0,6,5,0,0,0,0,12,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,18,21,0,0,0,16,57,3,33,56,8,3,0,0,11,116,0,0,7,4,9,3,0,0,23,10,79,794,2207,984,164,24,136,4389
214021378,0,26,213,813,563,156,41,40,1846,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,6,0,3,0,0,9,0,4,4,3,0,0,0,0,8,0,0,3,0,0,0,0,0,8,0,35,219,824,563,161,39,42,1876
214021379,15,86,911,3416,1838,257,55,158,6734,0,71,470,366,32,0,0,35,977,0,9,82,60,0,3,0,4,163,0,81,557,422,30,0,0,40,1140,0,3,21,6,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,18,3,0,0,0,0,30,0,20,16,3,0,0,0,4,49,0,0,5,8,0,0,0,0,11,16,185,1511,3852,1871,265,53,204,7961
214021380,3,39,659,3510,1950,287,45,127,6614,0,10,220,110,8,0,0,15,366,0,0,43,251,49,5,0,6,359,0,10,260,360,60,3,0,24,721,6,153,1115,616,27,0,0,77,1993,0,19,19,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,170,1135,618,26,3,0,79,2033,5,29,68,6,0,0,0,15,120,0,3,5,12,3,0,0,0,15,15,250,2130,4506,2037,290,42,243,9510
214021381,0,20,233,1970,2376,654,107,69,5435,0,10,113,82,3,3,0,4,211,0,0,14,20,4,0,0,0,35,0,9,124,100,4,3,0,3,251,0,23,147,70,3,0,0,11,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,23,147,77,3,0,0,11,250,0,0,0,0,0,0,0,0,3,0,0,3,6,8,0,0,0,11,0,51,510,2152,2393,657,111,87,5951
214021382,7,24,341,2421,2176,395,59,96,5510,0,0,197,354,45,0,0,11,608,0,3,21,161,31,3,0,3,219,0,5,212,512,70,3,0,20,827,0,15,3,3,0,0,0,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,3,0,0,0,3,32,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,15,6,41,567,2947,2255,395,61,117,6385
214021383,13,59,775,3432,1515,319,73,188,6378,0,12,114,52,9,0,0,11,189,0,0,19,17,9,0,0,0,47,0,8,129,65,16,3,0,11,239,0,0,6,0,5,0,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,6,3,0,0,0,20,0,16,18,9,4,0,0,4,43,0,3,3,6,5,0,0,0,15,13,92,931,3513,1548,325,75,206,6696
214021384,8,74,1376,3957,1380,219,35,245,7293,0,91,548,211,3,3,0,48,903,0,0,48,69,10,0,0,4,136,0,87,595,280,16,0,0,52,1039,0,40,142,51,5,0,0,15,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,142,51,5,0,0,15,263,13,50,21,4,0,0,0,8,92,0,0,18,17,0,0,0,4,41,22,257,2157,4311,1402,222,35,317,8727
214021385,9,21,247,2765,1760,363,86,90,5350,0,38,427,301,12,0,0,25,806,0,0,6,57,6,0,0,3,78,0,38,436,357,20,0,0,25,878,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,5,29,6,0,0,0,0,0,38,0,4,3,3,3,0,0,7,16,11,96,697,3137,1780,362,86,116,6288
215011386,3,31,450,1561,560,92,14,83,2802,0,39,61,5,0,0,0,9,118,0,0,0,0,0,0,0,0,0,0,39,61,5,0,0,0,9,118,3,8,59,21,3,0,0,7,105,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,66,21,3,0,0,7,110,6,5,6,3,3,0,0,3,38,0,0,0,7,0,0,0,3,15,19,85,589,1597,574,92,18,98,3076
215011387,6,23,122,531,328,64,18,27,1120,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,5,0,4,0,0,0,0,11,0,0,0,3,6,0,0,3,11,10,28,118,542,334,64,24,29,1144
215011388,7,46,571,3151,1545,142,19,127,5606,0,98,226,78,7,0,0,19,433,0,0,0,13,4,0,0,0,11,0,98,232,90,11,0,0,19,446,0,51,267,57,3,0,0,13,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,267,57,3,0,0,13,392,0,0,0,3,0,0,0,0,9,0,3,6,9,4,3,0,3,26,11,197,1077,3304,1568,145,26,165,6481
215011389,5,28,151,583,356,67,14,25,1220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,3,3,3,0,0,0,0,0,17,0,0,0,5,0,0,0,0,6,9,37,153,594,358,67,14,30,1246
215011390,9,34,444,1409,494,74,17,59,2540,0,8,27,51,17,0,0,9,103,0,0,0,0,0,0,0,0,8,0,9,28,48,17,0,0,9,111,0,44,30,0,0,0,0,7,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,30,0,0,0,0,7,80,0,7,0,5,0,0,0,0,17,0,0,9,4,4,3,3,3,27,9,97,507,1472,521,73,23,74,2769
215011391,8,48,227,744,290,27,10,39,1383,0,14,13,3,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,14,13,6,0,0,0,0,32,0,4,6,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,15,4,6,3,7,3,0,0,0,23,0,0,0,8,0,0,0,0,7,10,71,252,763,293,30,13,42,1464
215011392,8,51,434,1613,636,89,41,71,2954,0,28,13,5,0,0,0,3,58,0,0,0,0,0,0,0,0,0,0,28,13,5,0,0,0,3,58,0,33,95,9,3,0,0,6,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,95,9,3,0,0,6,150,7,16,5,8,0,0,0,3,36,0,0,8,23,5,0,0,3,38,14,129,553,1656,649,97,44,92,3231
215011393,0,25,154,574,247,39,12,25,1081,4,16,3,0,0,0,0,3,23,0,0,0,0,0,0,0,0,0,4,16,3,0,0,0,0,3,23,0,4,9,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,10,0,0,3,5,0,0,0,0,13,0,0,0,3,0,0,0,0,4,6,44,172,584,247,39,12,31,1139
215011394,3,36,398,1427,517,77,18,73,2538,0,0,9,3,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,3,15,0,38,14,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,14,0,0,0,0,0,50,0,4,0,13,4,0,0,3,29,0,3,3,15,3,0,0,5,32,8,81,417,1448,526,81,18,79,2664
215021395,3,27,218,1122,685,127,24,47,2243,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,15,28,9,0,0,0,3,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,28,9,0,0,0,3,62,6,10,8,8,0,0,0,0,25,0,0,0,9,0,0,0,5,12,7,52,261,1147,686,127,25,57,2351
215021396,3,45,212,814,398,49,15,49,1579,0,0,12,7,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,12,7,0,0,0,0,22,0,3,27,4,0,0,0,5,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,4,0,0,0,5,32,7,9,3,0,0,0,0,0,22,0,0,3,3,5,0,0,0,13,11,57,255,834,401,49,15,53,1662
215021398,8,24,150,736,329,47,3,36,1335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,6,0,0,0,0,6,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,6,0,0,0,0,6,27,4,23,11,5,0,0,0,0,42,0,0,3,4,4,0,0,3,17,8,57,169,748,334,47,9,40,1417
215021399,9,32,293,1049,412,66,14,62,1931,0,0,4,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,7,5,39,31,7,0,0,0,9,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,39,31,7,0,0,0,9,100,3,16,3,0,0,0,0,0,23,0,0,0,9,0,0,0,0,13,13,88,330,1067,415,66,14,78,2069
215021469,7,50,607,3143,1074,109,25,139,5158,3,111,559,282,15,0,0,61,1031,0,0,18,32,0,0,0,0,48,3,111,577,312,13,0,0,61,1076,4,126,342,33,0,0,0,32,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,123,342,33,0,0,0,32,539,7,14,0,4,0,0,0,3,27,0,6,3,8,7,0,0,4,27,20,305,1539,3497,1097,112,24,238,6830
215021470,3,25,310,2618,1192,105,12,119,4388,0,6,303,245,8,0,0,19,581,0,0,3,3,3,0,0,0,9,0,6,303,254,7,0,0,19,593,0,54,269,33,0,0,0,29,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,269,33,0,0,0,29,385,9,25,35,7,0,0,0,12,84,0,3,7,10,3,0,0,5,24,14,115,910,2925,1208,105,17,182,5481
215031400,6,34,329,1277,537,71,17,56,2330,8,8,9,4,0,0,0,3,36,0,0,0,0,0,0,0,0,0,8,8,9,8,0,0,0,3,35,5,22,16,3,0,0,0,6,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,22,16,3,0,0,0,6,56,6,5,4,10,0,0,0,0,30,0,0,0,5,0,0,0,3,12,16,72,370,1304,538,71,17,77,2455
215031401,0,36,329,1349,681,77,18,73,2557,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,30,20,0,0,0,0,6,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,20,0,0,0,0,6,53,0,8,0,3,0,0,0,3,21,0,0,0,3,0,0,0,0,6,0,73,352,1360,687,78,18,84,2649
215031402,4,18,230,809,316,44,17,42,1487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,39,4,0,0,0,4,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,39,4,0,0,0,4,57,0,14,4,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,4,38,275,820,317,44,22,48,1572
215031403,4,17,98,479,244,29,3,48,933,0,6,5,0,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,3,20,0,3,13,4,0,0,0,5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,4,0,0,0,5,30,5,19,6,4,0,0,0,6,42,0,0,0,3,0,0,0,0,3,16,48,127,496,247,29,3,63,1027
215031404,0,38,328,1921,834,80,29,97,3326,0,36,160,34,0,0,0,14,248,0,3,5,0,0,0,0,0,11,0,40,169,34,0,0,0,14,259,0,101,203,30,0,0,0,21,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,104,203,30,0,0,0,27,360,3,8,3,7,0,0,0,0,26,0,8,6,18,9,0,0,10,54,10,188,711,2016,847,80,33,145,4026
215031405,7,53,229,1050,559,80,13,44,2034,0,5,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,7,3,10,0,0,0,0,0,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,6,21,6,13,6,8,0,0,0,4,41,0,0,4,18,8,0,0,0,40,14,80,250,1082,574,80,18,49,2145
216011406,8,37,525,2479,1297,162,17,141,4678,3,120,389,94,6,0,0,44,665,0,0,0,12,0,0,0,0,18,3,124,391,104,11,0,3,42,679,0,12,20,13,0,0,0,3,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,20,13,0,0,0,3,42,0,8,7,3,0,0,0,0,27,0,0,0,11,6,0,0,4,23,16,186,947,2609,1309,162,15,191,5442
216011407,6,28,373,2009,945,130,20,83,3583,0,0,33,13,3,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,33,14,3,0,0,0,53,0,49,238,25,0,0,3,21,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,54,239,25,0,0,3,21,336,9,22,5,0,0,0,0,3,36,0,0,0,5,4,0,0,0,19,11,99,651,2063,957,130,21,100,4031
216011408,3,19,112,621,399,78,12,17,1266,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,6,0,0,0,3,4,0,0,0,6,3,26,130,625,405,78,15,21,1296
216011409,4,17,163,748,351,62,12,29,1390,0,15,10,0,0,0,0,3,28,0,0,0,0,0,0,0,0,0,0,15,10,0,0,0,0,3,28,0,17,30,0,0,0,0,3,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,30,0,0,0,0,3,51,3,10,4,0,0,0,0,10,25,0,0,0,0,0,0,0,0,0,5,48,212,750,348,62,12,41,1497
216011410,6,33,246,862,329,50,8,49,1569,0,11,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,11,0,3,0,0,0,0,14,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,4,8,4,7,0,0,0,7,32,0,0,0,3,0,0,0,0,7,13,57,253,870,335,50,8,53,1634
216021411,7,21,275,1182,535,52,13,78,2154,0,10,80,15,0,0,0,7,107,0,0,0,0,0,0,0,0,0,0,10,80,16,0,0,0,7,112,0,62,45,0,0,0,0,16,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,45,0,0,0,0,16,124,5,9,7,0,0,0,0,0,22,0,0,0,5,3,0,0,3,14,7,95,402,1203,545,56,12,100,2425
216021412,0,10,109,460,251,41,10,25,902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,9,0,0,0,3,0,0,0,0,4,0,3,0,3,3,0,0,0,9,0,16,111,463,259,41,10,27,924
216021413,13,66,436,2310,1076,173,37,113,4217,0,9,71,25,0,0,0,11,115,0,0,0,0,0,0,0,0,0,0,9,74,30,0,0,0,11,121,3,25,131,16,0,0,0,4,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,131,16,0,0,0,4,175,9,17,15,9,3,3,0,9,68,0,4,7,11,6,0,0,3,27,22,120,663,2379,1086,178,35,130,4607
216021414,3,22,282,1451,654,85,7,78,2578,0,12,51,11,3,0,0,0,78,0,0,12,7,0,0,0,0,19,0,12,59,19,7,0,0,0,100,0,23,123,19,0,0,0,19,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,23,121,19,0,0,0,19,191,0,0,0,0,3,0,0,0,4,8,12,26,7,3,0,0,4,61,9,68,496,1503,667,87,7,100,2940
216031415,9,9,259,1514,532,51,11,77,2457,0,92,293,31,3,0,0,34,449,0,3,0,0,0,0,0,0,3,0,93,293,31,3,0,0,34,447,0,3,3,0,0,0,0,0,12,0,10,13,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,0,0,0,0,3,29,17,82,47,4,0,0,0,20,165,0,0,0,0,0,0,0,0,4,22,200,611,1547,541,46,11,131,3109
216031416,0,33,617,2939,1589,182,32,127,5515,9,154,623,149,21,0,0,54,1002,0,4,28,13,4,0,0,3,54,9,153,654,167,25,0,3,58,1059,0,31,11,0,0,0,0,3,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,11,0,0,0,0,3,46,5,25,4,3,0,0,0,3,36,0,4,4,7,0,0,0,0,9,11,239,1285,3112,1615,180,34,195,6670
216031417,17,102,832,3931,1957,233,35,208,7313,0,62,249,84,29,4,0,26,458,0,0,9,11,4,3,0,0,34,0,63,261,102,33,6,0,29,492,0,11,35,6,0,0,0,13,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,35,6,0,0,0,13,69,0,12,7,5,3,0,0,0,35,0,0,3,0,3,0,0,3,16,20,192,1139,4042,1999,240,35,255,7917
216031418,0,7,93,649,426,66,10,19,1271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,6,0,0,0,3,24,0,0,0,0,0,0,0,0,3,13,10,93,656,430,73,7,21,1303
216031419,4,41,370,1777,873,107,19,84,3279,0,33,110,14,4,0,0,7,156,0,0,0,0,0,0,0,0,0,0,33,110,14,4,0,0,7,156,0,3,15,3,0,0,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,3,0,0,0,3,23,4,16,13,3,0,0,0,4,43,0,3,0,10,3,0,0,3,17,13,100,500,1805,888,107,18,98,3521
217011420,6,67,481,1792,714,121,35,88,3296,3,3,3,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,4,16,3,11,21,3,0,0,0,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,22,3,0,0,0,3,40,3,13,9,8,3,0,0,0,39,0,0,13,7,3,0,0,3,20,21,93,520,1807,722,122,34,95,3416
217011421,5,42,497,2162,814,121,32,84,3757,0,51,73,6,0,0,0,7,132,0,0,4,3,0,0,0,0,6,0,51,77,11,0,0,0,7,140,0,47,47,3,3,0,0,5,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,47,3,3,0,0,5,103,4,5,0,3,5,0,0,0,20,0,0,4,9,0,0,3,0,20,14,138,622,2186,819,121,38,99,4035
217011422,4,39,414,2266,819,94,18,104,3761,0,36,98,24,3,0,0,9,171,0,0,17,0,0,0,0,0,19,0,36,118,22,3,0,0,11,192,0,42,131,21,0,0,0,11,213,0,0,0,6,0,0,0,0,6,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,42,141,24,0,0,0,11,225,3,6,6,5,0,0,0,3,27,0,0,3,8,3,0,3,0,19,14,123,683,2331,822,95,23,132,4220
217011423,3,46,304,1071,610,107,24,48,2211,0,8,9,8,10,0,0,0,31,0,0,0,0,0,0,0,0,0,0,8,9,10,10,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,0,12,0,11,15,18,6,0,0,3,55,3,59,331,1098,626,113,26,51,2317
217031471,0,13,191,711,276,38,9,38,1286,0,22,38,4,0,0,0,5,73,0,0,0,3,0,0,0,0,5,0,22,41,9,0,0,0,5,79,0,0,16,4,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,0,0,0,0,30,0,0,0,3,0,0,0,0,7,0,0,0,0,6,0,0,0,10,0,40,251,729,283,38,9,48,1406
217031472,0,31,461,2460,936,94,22,106,4120,4,101,277,76,0,0,0,30,492,0,0,6,3,0,0,0,0,11,4,101,287,75,0,0,0,30,501,0,17,3,0,0,0,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,0,0,0,3,23,3,21,4,7,4,0,0,8,42,0,0,0,4,0,0,0,3,10,5,171,756,2549,947,99,22,150,4697
217031473,5,39,217,990,546,82,22,46,1947,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,4,9,4,39,219,1003,552,83,22,47,1965
217031474,4,38,278,1017,430,89,16,51,1925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,29,11,3,0,0,10,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,29,11,3,0,0,10,78,0,3,0,0,3,0,0,0,6,0,0,3,3,4,0,3,3,16,4,61,312,1041,441,89,24,62,2031
