SA2_MAINCODE_2016,MSEO_SEO,MSEO_SOLSE_VWorW,MSEO_SOLSE_NWorNAA,MSEO_SOLSE_Tot,MSEO_NS,MSEO_Tot,MOL_Afrikaans_SEO,MOL_Afrikaans_SOLSE_VWorW,MOL_Afrikaans_SOLSE_NWorNAA,MOL_Afrikaans_SOLSE_Tot,MOL_Afrikaans_NS,MOL_Afrikaans_Tot,MOL_Arabic_SEO,MOL_Arabic_SOLSE_VWorW,MOL_Arabic_SOLSE_NWorNAA,MOL_Arabic_SOLSE_Tot,MOL_Arabic_NS,MOL_Arabic_Tot,MOL_AIndLng_SEO,MOL_AIndLng_SOLSE_VWorW,MOL_AIndLng_SOLSE_NWorNAA,MOL_AIndLng_SOLSE_Tot,MOL_AIndLng_NS,MOL_AIndLng_Tot,MOL_CL_Canton_SEO,MOL_CL_Canton_SOLSE_VWorW,MOL_CL_Canton_SOLSE_NWorNAA,MOL_CL_Canton_SOLSE_Tot,MOL_CL_Canton_NS,MOL_CL_Canton_Tot,MOL_CL_Mandarin_SEO,MOL_CL_Mandarin_SOLSE_VWorW,MOL_CL_Mandarin_SOLSE_NWorNAA,MOL_CL_Mandarin_SOLSE_Tot,MOL_CL_Mandarin_NS,MOL_CL_Mandarin_Tot,MOL_CL_Oth_SEO,MOL_CL_Oth_SOLSE_VWorW,MOL_CL_Oth_SOLSE_NWorNAA,MOL_CL_Oth_SOLSE_Tot,MOL_CL_Oth_NS,MOL_CL_Oth_Tot,MOL_CL_Tot_SEO,MOL_CL_Tot_SOLSE_VWorW,MOL_CL_Tot_SOLSE_NWorNAA,MOL_CL_Tot_SOLSE_Tot,MOL_CL_Tot_NS,MOL_CL_Tot_Tot,MOL_Croatian_SEO,MOL_Croatian_SOLSE_VWorW,MOL_Croatian_SOLSE_NWorNAA,MOL_Croatian_SOLSE_Tot,MOL_Croatian_NS,MOL_Croatian_Tot,MOL_Dutch_SEO,MOL_Dutch_SOLSE_VWorW,MOL_Dutch_SOLSE_NWorNAA,MOL_Dutch_SOLSE_Tot,MOL_Dutch_NS,MOL_Dutch_Tot,MOL_French_SEO,MOL_French_SOLSE_VWorW,MOL_French_SOLSE_NWorNAA,MOL_French_SOLSE_Tot,MOL_French_NS,MOL_French_Tot,MOL_German_SEO,MOL_German_SOLSE_VWorW,MOL_German_SOLSE_NWorNAA,MOL_German_SOLSE_Tot,MOL_German_NS,MOL_German_Tot,MOL_Greek_SEO,MOL_Greek_SOLSE_VWorW,MOL_Greek_SOLSE_NWorNAA,MOL_Greek_SOLSE_Tot,MOL_Greek_NS,MOL_Greek_Tot,MOL_IAL_Bengali_SEO,MOL_IAL_Bengali_SOLSE_VWorW,MOL_IAL_Bengali_SOLSE_NWorNAA,MOL_IAL_Bengali_SOLSE_Tot,MOL_IAL_Bengali_NS,MOL_IAL_Bengali_Tot,MOL_IAL_Hindi_SEO,MOL_IAL_Hindi_SOLSE_VWorW,MOL_IAL_Hindi_SOLSE_NWorNAA,MOL_IAL_Hindi_SOLSE_Tot,MOL_IAL_Hindi_NS,MOL_IAL_Hindi_Tot,MOL_IAL_Punjabi_SEO,MOL_IAL_Punjabi_SOLSE_VWorW,MOL_IAL_Punjabi_SOLSE_NWorNAA,MOL_IAL_Punjabi_SOLSE_Tot,MOL_IAL_Punjabi_NS,MOL_IAL_Punjabi_Tot,MOL_IAL_Sinhal_SEO,MOL_IAL_Sinhal_SOLSE_VWorW,MOL_IAL_Sinhal_SOLSE_NWorNAA,MOL_IAL_Sinhal_SOLSE_Tot,MOL_IAL_Sinhal_NS,MOL_IAL_Sinhal_Tot,MOL_IAL_Urdu_SEO,MOL_IAL_Urdu_SOLSE_VWorW,MOL_IAL_Urdu_SOLSE_NWorNAA,MOL_IAL_Urdu_SOLSE_Tot,MOL_IAL_Urdu_NS,MOL_IAL_Urdu_Tot,MOL_IAL_Oth_SEO,MOL_IAL_Oth_SOLSE_VWorW,MOL_IAL_Oth_SOLSE_NWorNAA,MOL_IAL_Oth_SOLSE_Tot,MOL_IAL_Oth_NS,MOL_IAL_Oth_Tot,MOL_IAL_Tot_SEO,MOL_IAL_Tot_SOLSE_VWorW,MOL_IAL_Tot_SOLSE_NWorNAA,MOL_IAL_Tot_SOLSE_Tot,MOL_IAL_Tot_NS,MOL_IAL_Tot_Tot,MOL_Italian_SEO,MOL_Italian_SOLSE_VWorW,MOL_Italian_SOLSE_NWorNAA,MOL_Italian_SOLSE_Tot,MOL_Italian_NS,MOL_Italian_Tot,MOL_Japan_SEO,MOL_Japan_SOLSE_VWorW,MOL_Japan_SOLSE_NWorNAA,MOL_Japan_SOLSE_Tot,MOL_Japan_NS,MOL_Japan_Tot,MOL_Korean_SEO,MOL_Korean_SOLSE_VWorW,MOL_Korean_SOLSE_NWorNAA,MOL_Korean_SOLSE_Tot,MOL_Korean_NS,MOL_Korean_Tot,MOL_Macedon_SEO,MOL_Macedon_SOLSE_VWorW,MOL_Macedon_SOLSE_NWorNAA,MOL_Macedon_SOLSE_Tot,MOL_Macedon_NS,MOL_Macedon_Tot,MOL_Maltese_SEO,MOL_Maltese_SOLSE_VWorW,MOL_Maltese_SOLSE_NWorNAA,MOL_Maltese_SOLSE_Tot,MOL_Maltese_NS,MOL_Maltese_Tot,MOL_Persian_ED_SEO,MOL_Persian_ED_SOLSE_VWorW,MOL_Persian_ED_SOLSE_NWorNAA,MOL_Persian_ED_SOLSE_Tot,MOL_Persian_ED_NS,MOL_Persian_ED_Tot,MOL_Polish_SEO,MOL_Polish_SOLSE_VWorW,MOL_Polish_SOLSE_NWorNAA,MOL_Polish_SOLSE_Tot,MOL_Polish_NS,MOL_Polish_Tot,MOL_Russian_SEO,MOL_Russian_SOLSE_VWorW,MOL_Russian_SOLSE_NWorNAA,MOL_Russian_SOLSE_Tot,MOL_Russian_NS,MOL_Russian_Tot,MOL_Samoan_SEO,MOL_Samoan_SOLSE_VWorW,MOL_Samoan_SOLSE_NWorNAA,MOL_Samoan_SOLSE_Tot,MOL_Samoan_NS,MOL_Samoan_Tot,MOL_Serbian_SEO,MOL_Serbian_SOLSE_VWorW,MOL_Serbian_SOLSE_NWorNAA,MOL_Serbian_SOLSE_Tot,MOL_Serbian_NS,MOL_Serbian_Tot,MOL_SAL_Filipin_SEO,MOL_SAL_Filipin_SOLSE_VWorW,MOL_SAL_Filipin_SOLSE_NWorNAA,MOL_SAL_Filipin_SOLSE_Tot,MOL_SAL_Filipin_NS,MOL_SAL_Filipin_Tot,MOL_SAL_Indon_SEO,MOL_SAL_Indon_SOLSE_VWorW,MOL_SAL_Indon_SOLSE_NWorNAA,MOL_SAL_Indon_SOLSE_Tot,MOL_SAL_Indon_NS,MOL_SAL_Indon_Tot,MOL_SAL_Tagalog_SEO,MOL_SAL_Tagalog_SOLSE_VWorW,MOL_SAL_Tagalog_SOLSE_NWorNAA,MOL_SAL_Tagalog_SOLSE_Tot,MOL_SAL_Tagalog_NS,MOL_SAL_Tagalog_Tot,MOL_SAL_Oth_SEO,MOL_SAL_Oth_SOLSE_VWorW
315021404,2123,..,..,..,..,2123,..,0,0,0,0,0,..,0,0,0,0,0,..,58,0,58,26,82,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,3,0,3,..,8,0,8,0,8,..,0
315021405,7577,..,..,..,..,7577,..,41,3,42,0,42,..,3,0,3,0,3,..,17,4,24,4,23,..,3,0,5,0,5,..,13,4,20,0,20,..,0,0,0,0,0,..,16,8,28,0,29,..,3,0,3,0,3,..,0,0,0,0,0,..,16,0,16,0,16,..,15,3,19,0,20,..,10,4,12,0,14,..,3,0,3,0,3,..,31,3,31,0,31,..,11,3,14,0,14,..,14,0,14,0,14,..,4,3,9,0,5,..,15,0,15,0,15,..,73,7,84,0,81,..,25,3,23,0,24,..,3,0,3,0,3,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,5,0,5,..,21,0,21,0,21,..,3,0,3,0,3,..,58,4,62,0,62,..,4,0,4,0,4,..,56,0,58,0,58,..,4
315021406,1530,..,..,..,..,1530,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,7,0,7,0,7,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,4,..,13,0,13,0,13,..,3,0,3,0,3,..,0,0,0,0,0,..,19,0,19,0,19,..,6,0,6,0,6,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,5,0,5,0,5,..,0
315021407,1465,..,..,..,..,1465,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
315031408,2198,..,..,..,..,2198,..,5,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,3,0,3,0,3,..,11,0,12,0,12,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0
315031409,1902,..,..,..,..,1902,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0
315031410,972,..,..,..,..,972,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
315031411,1320,..,..,..,..,1320,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
315031412,1583,..,..,..,..,1583,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,5,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,5,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
316011413,7008,..,..,..,..,7008,..,32,0,32,0,32,..,5,0,5,0,5,..,0,0,0,0,0,..,4,0,4,0,4,..,9,0,13,0,13,..,0,0,0,0,0,..,16,0,19,0,19,..,0,0,0,0,0,..,20,0,20,0,20,..,21,0,21,0,21,..,55,0,55,0,55,..,10,0,10,0,10,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,7,0,7,0,7,..,12,0,10,0,10,..,0,0,0,0,0,..,25,0,26,0,26,..,17,0,17,0,17,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,10,0,10,..,7,0,7,0,7,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,6,0,6,0,6,..,6,0,6,0,6,..,6,0,9,0,9,..,0
316011414,6967,..,..,..,..,6967,..,49,0,49,0,49,..,7,0,7,0,7,..,3,0,3,0,3,..,5,0,9,0,9,..,11,8,15,0,15,..,0,0,0,0,0,..,14,9,24,0,24,..,0,0,4,0,4,..,14,0,14,0,14,..,22,3,25,0,25,..,29,0,29,0,29,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,12,0,8,0,8,..,0,0,0,0,0,..,4,0,4,0,4,..,16,0,14,0,14,..,32,0,31,0,35,..,23,0,20,0,22,..,4,0,4,0,4,..,19,10,28,0,28,..,0,0,0,0,0,..,3,0,3,0,3,..,7,0,7,0,7,..,6,0,6,0,6,..,3,0,9,0,9,..,0,0,0,0,0,..,0,0,3,0,3,..,4,0,4,0,4,..,5,0,5,0,5,..,7,0,7,0,7,..,3
316011415,4822,..,..,..,..,4822,..,42,0,47,0,47,..,4,0,6,0,6,..,0,0,0,0,0,..,9,8,10,0,10,..,12,3,17,0,17,..,0,0,0,0,0,..,23,5,31,0,31,..,3,0,3,0,3,..,6,0,6,0,6,..,15,0,15,0,15,..,14,0,18,0,18,..,12,0,12,0,12,..,0,0,0,0,0,..,11,0,11,0,13,..,13,0,13,0,13,..,0,0,0,0,0,..,6,0,6,0,6,..,12,0,12,0,14,..,45,0,45,3,43,..,13,0,10,0,10,..,10,0,10,0,10,..,12,6,20,0,20,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,7,0,7,0,7,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,8,0,8,0,8,..,5,0,5,0,5,..,0
316011416,4095,..,..,..,..,4095,..,15,0,15,0,15,..,8,0,8,0,8,..,0,0,0,0,0,..,9,3,9,0,9,..,33,17,54,0,54,..,3,0,3,0,3,..,43,24,64,0,64,..,0,0,0,0,0,..,11,0,7,0,7,..,29,0,33,0,33,..,22,0,25,0,25,..,3,0,3,0,3,..,0,0,0,0,3,..,12,0,12,0,12,..,0,0,0,0,0,..,12,0,12,0,12,..,3,0,3,0,3,..,4,0,3,0,3,..,36,0,33,0,32,..,17,0,17,0,17,..,8,3,15,0,15,..,25,8,33,0,33,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,8,0,10,0,13,..,9,0,8,0,8,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,10,0,10,0,10,..,0
316021417,4587,..,..,..,..,4587,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,4,3,8,0,8,..,9,0,9,0,9,..,0,0,0,0,0,..,15,3,19,0,19,..,5,0,5,0,5,..,19,0,19,0,19,..,8,0,8,0,8,..,20,0,21,0,21,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,13,0,13,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0
316021418,2905,..,..,..,..,2905,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,8,0,6,0,6,..,0,0,0,0,0,..,18,0,15,0,15,..,0,0,0,0,0,..,7,0,7,0,7,..,4,0,4,0,4,..,16,0,16,0,16,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,9,0,13,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,3,0,3,..,21,4,22,0,22,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,3,0,7,0,7,..,4,0,4,0,4,..,0
316021419,2632,..,..,..,..,2632,..,4,0,4,0,4,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,6,11,14,0,14,..,0,0,0,0,0,..,6,15,18,0,18,..,4,0,4,0,4,..,4,0,4,0,4,..,9,0,9,0,9,..,17,0,17,0,17,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,8,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,38,0,40,3,42,..,58,0,56,3,60,..,9,0,9,0,13,..,7,0,6,0,6,..,3,3,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,6,0,6,0,6,..,0
316021420,8769,..,..,..,..,8769,..,20,0,20,0,20,..,3,0,3,0,3,..,0,0,0,0,0,..,5,3,3,0,3,..,18,3,21,0,24,..,0,0,0,0,0,..,25,3,25,0,32,..,3,0,3,0,3,..,28,0,28,0,28,..,11,0,11,0,13,..,44,3,46,0,46,..,6,0,6,0,6,..,0,0,0,0,0,..,4,0,4,0,4,..,16,4,14,0,14,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,33,4,35,0,35,..,21,0,23,3,25,..,15,0,15,0,15,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,4,0,3,0,3,..,11,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,3,0,3,0,3,..,5,0,5,0,5,..,3
316021421,5164,..,..,..,..,5164,..,12,0,12,0,12,..,5,0,5,0,5,..,0,0,0,0,0,..,10,4,13,0,13,..,3,0,3,0,3,..,0,0,0,0,0,..,11,4,20,0,20,..,0,0,0,0,0,..,13,0,13,0,13,..,4,0,7,0,7,..,20,3,22,0,22,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,13,0,13,..,24,0,23,0,23,..,14,3,14,0,14,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,8,0,8,0,8,..,0
316021422,3494,..,..,..,..,3494,..,5,0,5,0,5,..,0,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,9,0,9,0,9,..,3,0,3,0,3,..,17,0,17,0,17,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,6,0,6,0,6,..,9,0,9,0,9,..,9,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,7,0,7,..,4,0,4,0,4,..,4
316021423,4092,..,..,..,..,4092,..,19,0,19,0,19,..,4,0,4,0,4,..,3,0,3,0,3,..,3,3,8,0,10,..,7,8,10,0,10,..,0,0,0,0,0,..,10,7,21,0,18,..,5,0,5,0,5,..,11,0,11,0,11,..,5,3,7,0,13,..,19,0,19,0,19,..,9,0,9,0,9,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,10,0,10,..,13,0,16,0,16,..,7,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,9,0,9,0,9,..,0
316021424,3397,..,..,..,..,3397,..,9,0,9,0,9,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,9,0,9,0,9,..,10,0,7,0,7,..,13,0,13,0,13,..,3,0,3,0,3,..,0,0,0,0,0,..,12,0,10,0,10,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,14,4,13,0,13,..,26,5,31,0,31,..,12,0,9,0,9,..,0,0,0,0,0,..,3,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,3,0,3,0,3,..,0
316031425,6279,..,..,..,..,6279,..,17,0,17,0,17,..,12,0,12,0,12,..,0,0,3,0,3,..,0,0,3,0,3,..,9,0,9,0,9,..,0,0,0,0,0,..,9,0,14,0,14,..,4,0,4,0,4,..,16,0,16,0,16,..,28,3,28,0,28,..,39,0,41,0,41,..,7,0,7,0,7,..,0,0,0,0,0,..,5,0,5,0,5,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,11,0,11,..,18,0,21,0,21,..,16,0,16,0,16,..,5,4,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,9,..,0,0,0,0,0,..,0
316031426,4865,..,..,..,..,4865,..,18,0,18,0,18,..,16,0,16,0,16,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,9,0,9,0,9,..,10,0,7,0,7,..,36,0,37,0,37,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,3,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,6,0,6,..,18,0,21,0,21,..,12,3,17,0,17,..,3,0,3,0,3,..,0,3,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,7,0,7,0,7,..,0
316031427,7710,..,..,..,..,7710,..,14,0,14,0,14,..,16,7,24,0,24,..,0,0,0,0,0,..,8,3,16,0,20,..,33,12,46,0,42,..,0,0,0,0,0,..,39,19,61,3,60,..,3,0,3,0,3,..,6,0,6,0,6,..,14,0,13,0,13,..,40,3,40,0,45,..,16,0,17,0,17,..,0,0,0,0,0,..,21,6,22,0,22,..,59,4,62,0,62,..,5,0,5,0,5,..,8,0,8,0,8,..,40,6,41,0,41,..,136,11,149,0,149,..,31,3,38,0,38,..,14,4,27,0,27,..,17,8,29,0,25,..,0,0,0,0,0,..,3,0,3,0,4,..,10,0,9,0,9,..,9,0,10,3,10,..,5,0,6,0,6,..,0,0,4,0,4,..,0,0,0,0,0,..,21,0,21,0,21,..,6,0,6,0,6,..,14,0,17,0,17,..,4
316031428,4691,..,..,..,..,4691,..,17,0,17,0,17,..,6,0,6,0,6,..,0,0,0,0,0,..,3,0,3,0,3,..,14,0,14,0,14,..,0,0,0,0,0,..,16,0,11,0,11,..,0,0,0,0,0,..,11,0,11,0,11,..,12,0,12,0,12,..,22,0,28,0,28,..,7,0,8,0,8,..,5,0,5,0,5,..,10,0,13,0,13,..,29,0,24,0,24,..,0,0,0,0,0,..,0,0,0,0,0,..,47,4,48,3,49,..,87,7,90,3,95,..,31,0,34,0,32,..,10,3,12,0,12,..,7,6,14,0,14,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,6,0,8,0,8,..,0,0,0,0,0,..,0,0,3,0,3,..,3,0,3,0,3,..,6,0,10,0,10,..,7,0,7,0,7,..,0
