SA2_MAINCODE_2016,P_85y_ov_DNUDW,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW,P_Tot_UDW_NS,P_Tot_Total
124031457,62,25,140,2804,3430,1473,1183,2680,791,12357
124031458,54,23,124,4231,4932,2105,1784,3861,1218,18124
124031459,145,30,263,2576,3120,1483,1165,2247,810,11401
124031460,53,13,104,4048,4666,1929,1469,3264,763,16143
124031461,127,27,236,3036,3728,1627,1324,3014,984,13711
124031462,179,24,277,3391,3778,1557,1376,3971,1217,15293
124031463,32,13,81,1710,2019,895,763,1506,568,7460
124031464,270,57,458,2420,2714,1037,881,2949,1109,11110
124031465,20,4,31,906,1125,532,470,777,252,4052
124041466,229,101,459,2610,2935,1227,1112,2500,1038,11425
124041467,99,26,182,2916,3131,1426,1184,2642,831,12120
124041468,26,8,49,1061,1178,650,578,1164,1444,6070
124051469,15,5,30,1332,1372,570,451,1219,241,5195
124051470,47,17,106,3658,4073,1693,1437,3881,1005,15749
124051580,48,15,101,1808,2138,884,861,2675,799,9168
124051581,113,107,304,2458,2736,1122,1096,3765,1569,12753
125011473,28,7,54,3704,3566,1170,890,3118,3320,15778
125011475,0,0,0,0,0,0,0,0,0,0
125011582,148,41,230,2462,2290,958,1051,5938,1121,13821
125011583,39,10,68,1637,1487,625,639,4060,913,9367
125011584,110,32,181,1253,1152,540,545,2646,512,6641
125011585,67,19,123,1531,1410,591,640,2718,409,7304
125011586,152,25,261,3869,3249,1355,1279,6006,1277,17037
125011587,29,10,76,872,809,397,349,1394,248,4069
125021476,224,116,607,5198,5598,2855,2337,5236,1013,22239
125021477,223,56,421,3816,4235,1870,1525,4664,1084,17191
125021478,110,40,260,3390,3493,1555,1287,3749,949,14423
125031479,254,40,477,2690,2690,1291,1272,4988,1573,14505
125031480,331,53,473,2155,1959,927,995,4980,1248,12267
125031481,108,8,180,3294,3064,1307,1350,6094,1554,16664
125031482,164,94,378,4467,4982,2348,2051,5435,1313,20597
125031483,172,57,318,2705,2516,1166,1446,6222,1774,15823
125031484,232,82,443,3196,3167,1363,1364,5820,1302,16206
125031485,216,60,440,4400,4397,1951,1969,8040,1678,22441
125031486,0,0,0,0,3,0,0,6,0,8
125031487,0,0,0,0,0,0,0,11,0,11
125041489,273,72,458,4316,4316,1540,1306,5089,1948,18517
125041490,87,4,152,1460,1772,864,710,1232,216,6253
125041491,213,83,430,3436,4195,1814,1404,3879,1348,16079
125041492,126,55,231,4908,5096,1960,1717,8008,2513,24205
125041493,282,70,554,3735,4453,2081,1752,4607,1129,17762
125041494,108,16,187,1911,2356,1199,902,1790,245,8394
125041588,187,73,336,1848,2194,1084,951,3062,840,9974
125041589,141,33,255,2459,2813,1300,1186,3734,844,12333
126011495,247,69,583,5536,5826,2814,2006,5330,856,22364
126011496,273,59,565,4116,4842,2400,1607,2969,628,16561
126021497,193,46,508,4897,5102,2598,1886,5455,998,20931
126021498,201,31,398,3181,3268,1437,901,2281,762,11834
126021499,455,60,645,2027,2103,959,615,2089,532,8327
126021500,396,152,746,4724,4544,1683,1122,5672,1210,18948
126021501,165,50,390,2446,2693,1262,832,2365,476,10062
126021503,123,25,259,4095,4354,1741,1268,4026,779,16260
126021590,35,17,99,832,987,429,283,660,140,3335
126021591,330,127,732,5523,5611,2348,1741,5861,1512,22595
127011504,98,35,192,2200,2027,867,1171,4969,1910,13142
127011505,146,29,220,1467,1465,721,734,2068,808,7261
127011506,44,24,122,3171,3510,1427,1341,2903,1294,13639
127011592,3,0,3,6,10,5,3,20,5,52
127011593,15,0,31,1278,1193,504,469,1817,313,5578
127011594,63,14,104,2005,1898,835,817,3689,619,9875
127011595,38,3,61,2061,2008,816,772,3348,501,9501
127011596,29,0,42,1933,1956,784,685,2753,501,8596
127011597,30,0,49,2670,2450,1078,956,3312,681,11152
127021509,157,17,212,2672,2436,1124,1098,4857,696,12883
127021510,204,29,295,3220,3073,1459,1314,5549,877,15498
127021511,415,52,573,3744,3246,1576,1455,8712,1530,20280
127021512,124,29,251,2689,2523,1121,1218,4980,1107,13630
127021513,250,42,418,3219,2997,1418,1272,6755,1164,16822
127021514,73,4,101,1650,1496,700,681,3084,395,8008
127021515,159,35,293,2348,2340,959,1053,6549,1068,14319
127021516,149,19,279,2684,2652,1256,1250,6256,1110,15205
127021517,72,7,109,1289,1322,588,614,2581,358,6758
127021518,36,33,103,747,738,424,397,949,412,3665
127021519,184,45,322,2790,2807,1297,1290,5335,1056,14573
127021520,167,25,233,1878,1641,725,780,3493,506,9022
127021521,0,0,0,10,3,4,0,13,0,35
127031522,120,50,237,2631,2693,1148,1047,3698,1076,12297
127031523,154,24,253,3232,3594,1631,1505,3823,827,14597
127031524,194,29,283,3952,4342,1847,1380,3639,851,16013
127031598,208,65,377,3567,3603,1525,1624,7918,3219,21448
127031599,60,28,147,1425,1462,709,816,3432,1093,8937
127031600,124,22,179,2860,3036,1272,1177,3936,774,13051
127031601,32,15,69,821,794,318,361,1624,823,4740
128011529,159,40,367,3681,4029,1848,1215,2572,647,13992
128011530,423,100,813,3572,3858,1716,1216,3561,992,14914
128011531,483,120,883,2904,3220,1537,1207,3428,863,13156
128011602,178,57,382,2462,2648,960,734,2103,673,9573
128011603,105,39,337,2367,2634,1397,961,1781,470,9611
128011604,235,76,538,5578,5637,2097,1378,3641,1731,20062
128011605,23,5,60,650,711,350,256,458,93,2516
128011606,67,19,194,1644,1761,786,543,1139,318,6198
128021533,181,22,279,1209,1485,758,524,1046,210,5238
128021534,102,4,162,2195,2343,1109,796,1916,286,8650
128021535,206,28,328,4430,4756,2256,1399,3461,736,17032
128021536,218,36,454,4098,4950,2293,1654,2866,683,16559
128021537,0,0,0,9,7,0,0,0,6,26
128021538,466,83,764,4405,4929,1871,1321,3546,1068,17146
128021607,153,25,281,2999,3871,1911,1318,2392,501,12998
128021608,36,14,99,1301,1814,872,561,968,184,5701
128021609,13,3,17,815,842,415,289,509,94,2965
197979799,5,0,10,23,36,19,40,163,93,374
199999499,41,26,78,1976,1606,620,412,3500,3428,11545
201011001,40,24,121,2130,2577,1202,933,1569,525,8939
201011002,205,50,389,2416,2830,1268,836,1903,828,10075
201011003,309,92,601,4119,5261,2426,1824,3689,1508,18826
201011004,260,114,574,4246,5209,2111,1871,4504,1934,19864
201011005,31,20,79,1322,1563,809,565,931,476,5666
201011006,83,17,146,1261,1504,673,567,1250,394,5647
201011007,7,0,26,634,838,465,386,497,239,3058
201011008,214,83,466,2219,2841,1351,1261,2937,1173,11776
201021009,38,20,86,885,1313,676,582,853,469,4767
201021010,111,53,237,1125,1574,908,797,1262,811,6485
201021011,114,68,261,1377,2162,1104,868,1226,877,7614
201021012,21,14,63,867,1244,635,584,706,520,4555
201031013,22,20,74,424,646,408,424,569,331,2801
201031014,42,35,117,594,793,417,437,684,760,3685
201031015,26,13,54,638,938,516,501,673,338,3602
201031016,172,81,354,1105,1464,842,760,1719,786,6677
201031017,41,23,108,710,1081,693,583,934,476,4476
202011018,198,181,503,2511,3104,1353,1078,2606,1460,12111
202011019,101,60,251,1921,2387,1049,1011,2092,1120,9576
202011020,311,109,613,2544,3111,1365,1115,2356,901,11385
202011021,105,44,284,1936,2238,924,608,1383,570,7652
202011022,286,188,668,3286,4173,1892,1578,3691,1628,16243
202011023,7,3,25,871,1073,550,444,561,269,3769
202011024,22,7,71,1532,1896,1019,695,919,388,6453
202011025,46,19,110,1979,2557,1144,954,1641,767,9056
202021026,15,12,55,1146,1624,849,701,803,471,5598
202021027,122,128,388,1493,2424,1173,899,1300,1692,8987
202021028,70,37,182,1269,2065,1162,914,1056,764,7215
202021029,51,18,107,620,944,466,527,791,497,3849
202021030,172,38,285,1646,2204,1024,857,1407,818,7956
202021031,29,50,120,1075,1634,860,581,717,600,5465
202031032,19,16,68,702,909,504,460,613,341,3530
202031033,113,58,247,980,1301,746,798,1241,873,5937
203011034,69,14,100,1018,1390,636,558,804,351,4752
203011035,13,3,42,1037,1515,751,765,853,426,5350
203011036,62,23,116,957,1220,696,579,790,418,4654
203021037,312,107,622,2744,3240,1448,1011,2371,863,11684
203021038,178,99,418,3865,4398,2105,1997,6411,2482,21261
203021039,153,58,318,2714,2985,1228,822,2180,1006,10929
203021040,216,95,512,3959,4547,1862,1341,3101,1271,16088
203021041,470,157,910,4404,5107,2333,1743,4015,1347,18953
203021042,186,64,445,4585,4980,2380,1704,3252,1026,17931
203021043,141,41,272,3024,3623,1705,1472,2837,1854,14513
203021044,130,47,286,2270,2850,1324,1045,2071,727,10290
203021045,290,86,540,2513,2929,1407,1137,3196,1154,12340
203021046,79,57,271,2090,2303,1134,741,1340,607,8221
203021047,244,218,609,2549,2954,1346,1141,2983,1291,12268
203031048,152,62,358,2283,2871,1582,1288,2066,863,10956
203031049,91,33,188,889,1240,666,442,624,444,4308
203031050,260,78,509,4261,5471,2643,1877,2842,1227,18325
203031051,125,74,314,1087,1621,940,688,1387,774,6503
203031052,101,38,237,679,1070,540,377,591,358,3618
203031053,138,32,264,3547,4245,2037,1423,2049,887,14188
204011054,118,42,219,952,1410,718,634,1117,674,5510
204011055,106,73,261,902,1358,761,655,1095,614,5376
204011056,127,47,241,2255,2879,1274,1201,2388,1076,11075
204011057,96,40,207,1440,1951,994,790,1229,871,7274
204011058,55,25,119,591,836,434,389,707,427,3389
204011059,63,76,205,950,1214,583,518,1243,852,5361
204011060,12,14,46,679,900,455,427,671,422,3558
204011061,3,0,3,31,46,24,17,17,24,157
204011062,31,17,82,468,736,435,358,599,371,2977
204021063,206,89,485,1627,2180,1185,924,1866,958,8735
204021064,13,9,43,551,732,466,398,485,383,3010
204021065,36,18,102,630,908,438,328,592,309,3205
204021066,318,323,856,2943,4025,1951,1477,3268,1688,15346
204021067,47,26,150,1430,2217,1197,983,1203,829,7854
204031068,57,20,119,685,1016,565,381,614,569,3824
204031069,67,43,203,1297,1922,952,721,1110,843,6846
204031070,13,13,41,497,703,363,288,417,251,2526
204031071,84,41,179,754,1010,557,403,756,446,3915
204031072,93,40,197,887,1337,713,641,891,534,4998
204031073,179,28,275,2554,3252,1440,1117,2524,861,11751
204031074,203,91,471,4183,5407,2275,1807,4019,1816,19497
204031075,63,4,90,714,1062,578,423,593,228,3602
205011076,213,68,382,2611,3353,1613,1461,2583,1294,12918
205011077,31,27,91,974,1270,750,701,753,517,4972
205011078,71,48,178,1167,1612,840,787,1125,657,6181
205011079,145,138,453,3243,4066,2038,1709,2836,1352,15252
205021080,0,0,0,0,0,0,0,0,0,4
205021081,251,154,563,2156,2931,1525,1343,2515,1637,12101
205021082,35,26,98,1110,1692,997,890,1045,668,6410
205021083,0,0,0,0,0,0,0,0,0,0
205021084,101,120,307,1359,2047,1178,1067,1694,1131,8480
205021085,86,40,180,798,1345,809,769,1044,681,5448
205021086,107,58,244,972,1399,848,640,1098,598,5555
205031087,102,52,254,1286,1894,1124,933,1245,962,7438
205031088,0,0,0,8,24,20,22,14,10,96
205031089,120,45,253,1409,1878,1061,945,1415,692,7401
205031090,142,57,309,1713,2314,1345,1103,1524,922,8920
205031091,177,67,374,1545,2477,1239,905,1677,833,8663
205031092,0,0,0,0,3,0,0,0,3,10
205031093,311,174,763,3362,4816,2514,2119,3747,2080,18638
205041094,46,20,117,1784,2425,1363,1172,1699,931,9370
205041095,278,93,537,2397,3204,1632,1526,3556,1502,13818
205041096,238,65,448,1974,2511,1263,1200,2967,1534,11447
205041097,244,193,617,4352,5769,2625,2129,4405,2281,21566
205041098,17,13,42,688,975,497,491,678,327,3658
205051099,0,0,0,7,7,5,0,3,0,23
205051100,19,13,58,607,878,512,451,705,469,3624
205051101,133,63,302,2080,2777,1591,1475,2138,1176,11237
205051102,18,7,47,594,782,469,420,596,1104,3968
205051103,225,80,448,2286,3095,1494,1270,2479,1221,11842
205051104,63,54,175,783,1122,635,541,890,583,4562
206011105,204,42,384,7603,6655,1742,998,4112,1665,22769
206011106,56,25,133,3350,2996,727,403,1567,734,9774
206011107,140,42,289,3465,3464,1073,635,2328,898,11869
206011108,251,58,574,5864,6138,2238,1492,4808,1400,21935
206011109,137,30,299,1905,2226,919,706,1636,587,7981
206021110,46,20,141,2217,2335,793,436,1226,487,7487
206021111,268,72,505,6205,6373,2028,1167,3277,1602,20648
206021112,249,53,441,4475,4408,1524,1003,2897,1189,15490
206031113,104,21,210,3427,3330,1211,825,2331,969,12087
206031114,299,119,730,6410,6097,2553,1651,4599,1733,23038
206031115,86,18,143,2236,2153,582,416,2141,1020,8556
206031116,229,41,397,3379,3317,1213,828,2438,808,11985
206041117,114,19,169,5081,3370,747,436,6425,1818,17883
206041118,4,4,18,2690,2242,560,342,2955,1389,10177
206041119,82,27,146,1563,1310,326,176,695,588,4667
206041120,0,0,0,14,16,3,0,14,33,77
206041121,57,17,101,2962,2915,712,397,1525,746,9260
206041122,30,13,83,9177,6096,1248,705,14345,4555,36130
206041123,37,33,123,5651,4272,1034,577,4536,2607,18678
206041124,91,201,324,2368,1321,293,197,1883,894,6958
206041125,88,102,234,1848,1446,447,208,921,770,5646
206041126,16,12,56,5395,3935,852,481,4713,2406,17773
206041127,0,0,0,0,0,0,0,0,0,3
206051128,98,47,273,3940,3775,1190,763,2313,1263,13242
206051129,56,14,128,4559,3762,1063,540,1857,1329,13117
206051130,70,35,203,4228,3996,1185,698,2473,1379,13961
206051131,0,0,0,3,8,0,0,0,0,9
206051132,147,37,242,3175,2787,749,448,1964,1129,10249
206051133,283,54,412,7796,6024,1330,691,4666,3688,24203
206051134,77,31,176,4922,4018,988,547,2389,1445,14299
206061135,98,43,235,2483,2068,727,493,1330,643,7745
206061136,205,61,376,6377,4670,1104,575,3332,1985,18042
206061137,92,46,239,6804,4696,1140,606,3906,2162,19307
206061138,186,109,508,3371,2920,1078,739,2397,1075,11588
206071139,64,13,104,2688,2137,441,216,1300,750,7543
206071140,55,21,138,2677,2276,677,353,980,540,7503
206071141,26,30,68,2510,1942,429,220,1361,1067,7535
206071142,76,24,144,3115,2258,574,345,1563,1386,9250
206071143,68,28,176,3679,3207,956,440,1462,1007,10750
206071144,162,57,349,9882,7311,1823,1002,4831,2585,27437
206071145,47,21,105,2434,2322,757,387,1078,673,7651
207011146,98,43,235,1567,1809,801,479,1078,334,6074
207011147,297,66,636,3506,3411,1694,1141,2849,708,13306
207011148,254,68,675,4237,4112,2131,1531,3600,850,16453
207011149,490,77,840,4789,4876,2281,1370,3389,901,17603
207011150,91,32,284,3614,3892,1788,1116,1994,574,12974
207011151,106,95,354,6335,5502,1639,1061,3874,1554,19970
207011152,147,38,305,3861,3612,1286,778,2407,850,12791
207011153,340,110,769,5902,5580,2246,1479,4024,1522,20754
207011154,58,12,155,1374,1486,677,465,874,318,5194
207011155,326,46,572,3588,3725,1757,1153,2406,673,13313
207021156,140,48,386,2255,2347,1104,796,2237,641,9377
207021157,228,87,613,4224,4192,2097,1542,4713,1052,17821
207021159,381,54,574,3312,3407,1708,1316,3544,744,14028
207021160,307,139,593,2451,2862,1451,1075,2729,749,11320
207021424,156,74,358,3030,2998,1553,1109,2970,529,12198
207021425,222,60,475,2707,2908,1290,1086,2930,650,11575
207031161,312,111,769,4543,4831,2164,1505,3500,884,17428
207031162,209,110,490,2154,2312,1045,782,1909,591,8791
207031163,201,143,540,4226,3978,1622,1049,4918,1278,17070
207031164,166,61,443,3596,3947,1684,1167,3294,721,14417
207031165,202,87,480,2760,2399,925,616,3485,675,10864
207031166,125,36,269,2082,2118,1033,724,2393,459,8808
207031167,114,34,289,2310,2379,1076,640,1455,360,8222
208011168,135,79,471,2860,3149,1617,910,1733,683,10950
208011169,454,129,937,4925,4988,2317,1480,3670,1390,18760
208011170,335,138,697,3288,3468,1508,1047,2477,813,12606
208011171,161,45,352,2324,2479,1049,668,1623,536,8686
208011172,126,65,400,3889,4012,1767,1097,2357,996,14112
208011173,397,106,764,3539,3901,1731,1068,2401,922,13567
208021174,372,107,766,4771,5026,2131,1356,3691,1055,18024
208021176,239,56,436,4146,4120,1413,870,3834,989,15376
208021177,398,133,773,4961,4514,1733,1040,3617,1263,17135
208021178,405,82,702,3969,3936,1522,838,3199,934,14388
208021179,160,32,313,2784,2693,970,587,1638,596,9263
208021180,80,14,168,1579,1747,685,426,1465,334,6247
208021181,96,32,217,2155,2242,806,513,1607,378,7690
208021182,69,22,204,3023,3075,1130,700,2537,621,11094
208021426,162,47,405,2955,3180,1409,923,2421,697,11584
208021427,205,45,424,2632,2994,1214,877,2187,646,10558
208031183,40,18,101,1857,1934,874,554,1629,346,7193
208031184,0,0,0,4,3,3,0,19,10,40
208031185,117,62,269,2383,2583,1091,739,2026,794,9622
208031186,185,197,507,2809,3332,1223,854,2326,1239,11786
208031187,26,9,57,997,1210,504,365,957,261,4294
208031188,391,218,917,4622,5123,2008,1391,3912,1317,18368
208031189,150,35,304,2623,2963,1211,845,1824,727,10197
208031190,188,95,440,2937,3134,1157,750,2166,711,10861
208031191,85,76,253,1688,1918,764,534,1584,595,7090
208031192,0,0,0,0,0,0,0,0,0,0
208031193,269,90,549,4380,4763,1872,1147,2912,1009,16080
208041194,283,92,621,4908,4667,1730,1152,3072,1160,16693
208041195,250,56,502,4760,4751,1965,1274,3901,934,17592
209011196,101,51,246,1894,1979,927,720,2216,536,8276
209011197,244,49,448,4190,4716,2206,1523,3190,848,16666
209011198,243,142,629,2944,3532,1538,1011,2110,869,12010
209011199,246,89,447,2596,2843,1035,898,2908,1391,11673
209011200,85,23,213,2541,2833,1196,727,1704,533,9536
209011201,93,38,223,1713,1805,825,610,1054,318,6325
209011202,168,42,331,3268,3933,1822,1201,2224,679,13125
209011203,189,139,529,3569,4188,1956,1360,2837,874,14792
209011204,79,27,195,1782,2088,887,677,1565,436,7440
209021205,52,112,222,2478,2113,754,570,3021,872,9802
209021207,409,238,999,4910,5257,2000,1703,6453,2535,22852
209021208,375,128,779,4098,4673,1971,1677,5803,1725,19951
209021428,148,117,411,4349,4247,1506,1053,4159,1744,17056
209021429,88,30,232,2526,2754,1105,815,2086,718,9997
209031209,93,71,273,4699,5366,2688,1675,3037,890,18361
209031210,5,3,22,678,821,425,287,403,129,2735
209031211,5,0,16,644,853,424,357,475,322,3073
209031212,24,7,65,911,1255,624,467,579,395,4233
209031213,77,10,131,1880,1997,995,740,1528,398,7539
209031214,19,9,62,1292,1610,826,513,763,323,5335
209031215,85,18,157,2944,3209,1398,1008,1946,511,11014
209041216,56,19,113,1444,1401,594,423,1967,372,6193
209041217,46,23,116,1165,1250,535,418,1594,446,5406
209041219,169,62,385,3567,3710,1617,1495,6623,1616,18625
209041220,180,28,249,3356,3366,1471,1221,4500,896,14819
209041221,36,24,92,2202,2323,980,891,2746,691,9831
209041223,202,44,379,3199,3097,1505,1441,6257,1476,16974
209041224,34,5,87,2796,3279,1401,1237,2428,1262,12397
209041225,111,19,175,1387,1638,824,680,1357,642,6529
209041430,34,9,54,3717,4293,1771,1544,2778,721,14828
209041431,192,24,249,2180,2204,937,959,3439,789,10510
209041432,63,24,125,1362,1457,654,584,2234,550,6837
209041433,8,3,22,1657,1717,790,748,2439,506,7861
209041434,14,9,47,2772,3204,1272,1211,2623,915,12001
209041435,18,0,29,2118,2298,967,797,2219,449,8845
209041436,239,15,295,2100,2306,958,773,2846,484,9462
209041437,14,5,20,1299,1540,664,634,1815,635,6585
210011226,89,38,244,1513,1575,709,518,1507,564,6388
210011227,0,0,0,0,0,0,0,0,0,0
210011228,76,40,222,1632,1768,791,719,1649,511,7063
210011229,392,147,779,4675,5134,2504,2070,5780,1705,21863
210011230,81,34,226,1480,1508,677,473,1130,362,5621
210011231,78,38,241,1909,2069,972,690,1447,474,7564
210021232,98,62,228,2227,2842,1412,1158,1536,748,9933
210021233,10,3,34,554,757,423,324,377,229,2664
210021234,15,3,43,720,965,490,378,465,166,3183
210021235,44,15,107,1486,2076,1011,884,1262,774,7484
210031236,180,17,286,1388,1669,621,467,1599,566,6319
210031237,271,63,518,1973,2072,1025,1043,3747,941,10800
210031239,361,117,809,4666,5156,1939,1556,4429,1544,19288
210031438,465,114,791,3697,3901,1569,1414,5861,1772,18209
210031439,19,9,49,531,599,282,180,514,151,2262
210031440,75,22,171,900,1022,471,384,1406,397,4581
210041240,92,31,178,2347,2805,1324,979,2002,685,10140
210041241,207,76,443,5104,5982,2462,1989,4370,1573,21468
210051242,111,27,210,1697,1670,755,846,4004,1468,10440
210051243,126,30,226,1972,1923,942,1019,5245,1424,12531
210051245,139,38,248,3205,3299,1461,1299,4275,1147,14674
210051246,42,13,78,2969,2935,1343,1166,3992,699,13102
210051247,52,11,72,2080,1789,787,913,4783,1052,11413
210051248,0,0,0,21,24,3,4,22,92,169
210051249,94,14,124,2952,2779,1195,1235,6840,1111,16115
210051250,52,26,104,1189,1308,498,402,1554,548,5499
210051441,25,6,50,1320,1399,604,634,2101,492,6550
210051442,13,4,12,1714,1838,767,792,2477,528,8121
210051443,26,10,53,2531,2757,1213,1127,4033,770,12440
210051444,63,15,86,1879,2253,973,1028,3298,645,10076
210051445,5,3,12,592,630,271,272,663,217,2653
211011251,133,64,258,2406,2510,1058,855,2425,758,10019
211011254,72,25,150,3093,3269,1422,1140,2706,654,12281
211011255,10,6,32,1393,1394,649,446,1094,321,5301
211011256,83,27,200,3236,3270,1460,1060,2960,603,12591
211011257,38,10,102,1593,1749,769,562,1437,230,6346
211011258,45,9,82,2233,2249,1056,683,1989,382,8590
211011259,243,34,427,2813,3176,1354,1026,2655,590,11605
211011260,428,93,712,3749,3811,1766,1285,3907,673,15194
211011446,261,131,552,4407,4955,2085,1606,3932,1354,18343
211011447,148,83,356,2778,3090,1343,1021,2515,744,11493
211011448,121,16,201,2951,3271,1508,1052,2563,586,11928
211011449,11,7,33,875,974,475,315,563,200,3396
211021261,293,41,499,3275,3343,1699,1300,2793,665,13071
211021262,85,48,175,2070,2205,1122,794,1518,490,8206
211031263,104,129,267,2426,2534,1083,830,1968,746,9580
211031265,134,48,252,3897,4173,1896,1231,2621,669,14485
211031266,300,77,558,3550,3860,1517,1139,3198,822,14076
211031267,230,65,476,4206,4659,2022,1403,3232,905,16423
211031268,91,29,174,1979,2151,1059,745,1397,362,7692
211031450,120,80,336,3001,3521,1408,1004,2506,981,12427
211031451,276,69,525,2700,3038,1269,1025,2246,679,10962
211031452,21,5,48,939,1072,510,357,721,184,3773
211041269,205,32,381,2069,2248,1066,773,2180,470,8814
211041270,99,51,299,3354,3891,1660,1144,2403,694,13140
211041271,152,126,451,2381,2602,1149,771,2079,722,9711
211041272,92,23,191,2021,2361,1102,779,1626,359,8256
211041273,205,68,367,2434,2564,1365,904,2251,396,9902
211051274,11,10,65,1975,2485,1139,782,1107,530,8026
211051275,63,27,159,2049,2177,968,814,1646,474,8127
211051276,152,39,283,2337,3074,1502,1160,1996,1084,11151
211051277,232,51,389,1769,2070,850,657,1656,539,7539
211051278,171,61,372,3763,4076,1850,1409,3137,986,15209
211051279,45,21,113,1037,1263,674,497,784,286,4545
211051280,153,40,248,1330,1557,693,489,1120,330,5527
211051281,102,87,299,4538,4861,2131,1559,3584,1023,17696
211051282,43,11,111,1773,2462,1274,850,1022,554,7922
211051283,38,16,95,1931,2151,1031,800,1368,478,7752
211051284,19,14,72,1987,2506,1100,658,1142,398,7793
211051285,27,17,87,1448,1666,837,635,1089,395,6073
211051286,119,39,259,2750,3431,1736,1546,2385,1236,13090
212011287,23,13,56,2638,2908,1205,907,1928,546,10130
212011288,56,24,137,1544,1774,907,775,1261,660,6928
212011289,95,30,216,3171,4172,2049,1470,2279,1162,14304
212011290,66,34,148,1254,1453,763,599,1222,659,5957
212011291,110,37,223,3323,3735,1496,1327,3016,1059,13957
212011292,219,80,401,4855,5447,2392,2088,4863,1614,21258
212021293,353,117,726,4633,5024,2357,1646,4075,1125,18860
212021294,46,13,93,4708,5099,2140,1870,4160,891,18860
212021295,94,51,204,1634,1607,693,691,3427,1062,9112
212021297,159,13,216,1744,1821,813,679,3005,591,8651
212021299,129,11,172,1572,1561,739,584,1514,396,6368
212021453,121,15,183,2162,2269,1024,858,2777,599,9687
212021454,46,22,126,2440,2591,1159,978,3078,711,10955
212021455,38,18,98,2645,2725,1151,903,2671,574,10672
212021456,142,24,227,2427,2613,1134,1017,3281,746,11218
212031300,90,65,239,3360,3533,1544,1393,4368,1589,15787
212031301,162,35,298,4273,4862,1989,1713,4516,1242,18604
212031302,37,15,88,3273,3724,1551,1356,3928,1094,14922
212031303,49,90,174,1655,1808,824,687,1424,641,7037
212031304,55,5,76,2575,2726,1085,953,3075,743,11158
212031305,80,25,166,3971,4013,1674,1640,6667,1806,19773
212031306,138,3,163,2413,2664,1120,990,3178,755,11124
212031308,15,23,75,1391,1638,781,649,1147,565,6169
212031457,25,3,51,2496,2530,1159,918,2434,450,9983
212031458,46,5,79,2810,2985,1216,1080,3658,771,12518
212041309,172,42,286,2219,2262,1001,826,3005,657,9971
212041310,87,23,199,2266,2290,923,792,3608,751,10626
212041311,313,131,638,4385,4268,1810,1710,9751,2952,24877
212041312,278,53,457,3597,3833,1760,1642,6149,1425,18405
212041313,77,62,257,2043,2297,1060,750,1778,520,8463
212041314,246,33,371,4655,4710,1976,1594,6769,1138,20839
212041316,51,12,106,1326,1364,577,544,1929,447,6192
212041317,327,86,589,3632,3197,1371,1334,7152,1595,18286
212041318,73,67,182,2116,2015,879,686,3928,735,10349
212041459,176,28,270,2084,2067,840,738,3668,938,10339
212041460,273,32,402,2989,2866,1254,1126,5829,1247,15311
212051319,244,46,442,3756,3806,1490,1023,3870,1212,15149
212051320,290,98,511,4841,3961,1268,898,8009,1354,20332
212051321,199,138,593,4105,4349,2324,1785,4119,805,17491
212051322,261,56,497,3794,3860,1816,1410,4393,816,16099
212051323,129,47,434,3081,3464,1641,1196,2727,639,12744
212051324,209,77,595,3663,4040,1862,1328,3314,953,15156
212051325,269,91,490,3558,3989,1814,1478,4124,1058,16027
212051326,267,131,627,4537,4520,1784,1346,4397,1227,17810
212051327,413,95,728,3762,4239,2214,1488,4115,829,16658
213011328,78,48,184,1343,1358,578,418,2064,792,6551
213011329,25,3,44,1631,1654,638,549,2556,441,7470
213011330,92,34,179,3997,4098,1794,1755,6557,1801,19998
213011331,94,4,105,1375,1441,571,510,2489,502,6884
213011332,115,11,171,2500,2445,1110,1034,3269,637,10993
213011333,55,13,103,2062,2097,917,939,4126,1087,11219
213011334,160,60,334,3076,2980,1211,1309,6106,1953,16637
213011335,169,50,287,2746,2498,1083,1017,5403,1584,14336
213011336,117,34,241,1629,1745,666,578,2691,813,8110
213011337,165,73,322,1828,1786,792,780,3509,930,9625
213011338,186,28,309,2963,2981,1299,1234,5474,1355,15305
213011339,115,120,259,2092,2152,871,777,2888,890,9671
213011340,76,23,174,3403,3549,1523,1270,3975,867,14585
213021341,140,71,373,2503,2915,1228,927,2169,848,10589
213021342,217,27,322,3588,3862,1603,1434,4381,1082,15956
213021343,260,124,532,2483,2595,1044,963,3237,1165,11491
213021344,172,37,321,3811,4377,1538,1043,2312,833,13917
213021345,10,4,32,873,1012,481,326,981,314,3981
213021346,128,53,330,3239,3632,1526,998,2236,893,12527
213031347,119,77,268,3394,3197,1118,977,4854,1557,15098
213031348,212,66,341,3818,3385,999,718,4055,1539,14513
213031349,62,19,130,2793,2651,888,631,2610,840,10421
213031350,81,30,163,2065,2360,743,479,1320,553,7513
213031351,64,24,165,2370,2575,913,629,2266,777,9526
213031352,126,69,315,3442,3704,1224,839,1951,858,12012
213041353,165,57,333,3572,4241,2013,1612,3440,1214,16082
213041355,37,3,50,3645,3747,1616,1402,3986,960,15356
