SA2_MAINCODE_2016,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4moSB_FHs_CF_no_C,FoA_4moSB_FHs_CF_C,FoA_4moSB_FHs_OnePF,FoA_4moSB_FHs_Oth_fam,FoA_4moSB_FHs_Tot,FoA_4moSB_Lone_P_H,FoA_4moSB_Group_H,FoA_4moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
304031095,341,596,117,16,1066,227,44,1335,6,0,3,0,9,27,0,35,60,48,29,3,139,123,24,293,65,48,34,3,148,152,24,325,46,30,17,5,103,109,19,231,40,26,11,3,89,80,19,186,29,7,8,3,42,26,3,66,0,0,0,0,0,0,0,0,121,55,33,13,227,214,39,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,7,0,4,0,0,4,4,3,10,0,5,0,0,8,6,0,14,527,706,181,35,1448,598,114,2163
304031096,305,373,73,26,782,161,263,1210,0,3,3,0,7,4,11,23,36,44,20,8,103,38,89,229,45,47,21,8,111,38,92,250,83,84,16,21,201,96,155,459,147,126,33,39,348,199,293,847,210,92,30,27,361,275,203,843,0,0,0,0,0,0,0,3,442,300,82,89,909,571,658,2146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,19,795,717,176,123,1808,782,1021,3616
304031097,264,356,64,19,697,164,145,1004,3,0,3,0,6,0,3,7,68,43,21,9,134,79,39,249,68,46,22,9,145,79,41,261,153,72,26,16,269,236,93,596,383,143,65,43,630,513,268,1415,110,31,12,5,159,117,49,316,0,0,0,0,0,0,0,0,646,242,105,64,1052,862,414,2329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,13,32,8,44,993,641,187,83,1906,1133,604,3641
304041098,384,686,166,17,1255,326,101,1683,9,7,0,0,15,38,0,56,69,28,40,4,140,85,38,263,79,38,38,10,161,118,40,319,122,41,57,9,238,354,52,643,91,24,20,6,143,129,37,309,3,0,0,0,8,46,0,51,0,0,0,0,0,0,0,0,221,67,79,19,391,532,85,1009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,6,0,12,682,791,291,47,1806,985,230,3021
304041099,0,0,4,0,8,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,3,0,12
304041100,618,739,381,35,1777,490,72,2331,16,0,7,0,27,122,0,151,19,0,0,0,19,78,0,100,39,0,7,0,51,196,0,251,34,12,24,0,66,59,4,128,0,0,0,0,0,3,0,3,7,0,0,0,7,4,0,11,0,0,0,0,0,0,0,0,43,12,24,0,70,69,4,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,4,697,750,410,35,1899,761,72,2735
304041101,594,1033,277,31,1935,426,95,2461,0,3,0,0,3,0,3,4,34,16,20,8,71,33,6,111,34,17,20,8,72,32,8,115,37,31,32,6,108,96,9,215,23,3,14,0,38,115,3,160,21,3,0,3,25,39,3,69,0,0,0,0,0,0,0,0,82,39,46,5,178,248,16,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,9,0,0,8,711,1098,345,40,2191,703,128,3021
304041102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304041103,1476,2334,553,51,4409,731,96,5234,5,3,5,0,21,19,0,37,46,31,36,3,115,78,4,196,47,36,46,3,131,93,10,238,3,3,0,0,12,0,0,10,6,7,9,0,17,11,0,32,3,4,0,0,3,0,3,12,0,0,0,0,0,0,0,0,14,15,9,0,34,13,4,50,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,4,3,0,12,1537,2387,608,54,4581,845,108,5539
304041104,812,1520,259,23,2605,272,45,2919,4,3,3,0,14,5,0,19,0,0,0,0,0,0,0,3,4,3,3,0,14,4,0,22,37,43,42,0,124,75,5,207,3,0,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,43,45,0,128,80,5,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,853,1565,310,26,2750,355,47,3155
305011105,101,47,14,15,177,75,86,335,0,0,0,0,0,0,5,5,9,3,3,0,13,6,8,20,7,3,3,0,14,6,11,30,17,4,0,0,21,38,9,70,5,3,0,0,9,11,4,27,1082,354,128,104,1667,1198,607,3471,0,0,0,0,0,0,0,0,1104,360,130,103,1702,1247,622,3570,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,8,3,0,0,0,4,43,0,51,0,0,0,0,0,0,0,0,9,0,0,0,14,46,0,56,14,3,3,3,25,21,11,58,1234,415,153,120,1922,1399,726,4044
305011106,25,16,7,3,45,11,21,80,0,0,0,0,0,0,0,0,31,7,8,0,44,18,29,96,31,7,8,0,44,19,29,95,24,6,5,4,36,51,20,111,158,37,12,11,221,249,111,573,723,152,48,41,964,1054,356,2373,0,0,0,0,0,0,0,0,905,187,63,56,1219,1354,490,3060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,3,10,961,217,74,61,1309,1398,536,3251
305011107,173,358,97,16,646,151,135,930,0,4,0,3,7,3,0,14,21,25,13,3,63,21,17,104,26,32,18,3,78,23,20,117,94,31,24,4,160,229,77,466,123,53,43,11,241,195,72,505,93,42,24,3,162,138,30,329,0,0,0,0,0,0,0,0,312,126,95,24,559,563,180,1304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,6,0,0,3,0,6,0,0,6,5,3,0,0,10,10,3,20,521,521,208,38,1288,754,338,2375
305011108,108,84,40,4,237,87,109,431,4,0,0,0,7,10,0,22,19,9,3,0,33,34,17,89,28,9,3,0,43,43,22,109,34,9,8,4,59,112,37,207,178,23,30,8,239,244,75,560,838,207,87,33,1164,807,287,2260,0,0,0,0,0,0,3,3,1052,236,128,47,1463,1166,398,3029,0,0,0,0,0,0,0,0,3,4,0,0,10,3,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,10,3,3,15,3,0,0,0,5,0,0,9,1199,341,170,55,1760,1307,532,3592
305011109,288,394,101,17,801,190,132,1117,5,0,3,0,9,4,3,11,64,28,16,0,107,73,21,203,63,30,17,3,111,82,21,216,254,48,48,12,365,773,143,1277,401,90,51,16,548,538,186,1281,545,113,58,18,722,612,170,1506,3,0,0,0,3,4,0,7,1199,247,149,46,1643,1930,498,4067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,3,3,0,0,0,7,0,0,4,5,3,0,0,12,20,9,40,1567,676,268,63,2573,2210,663,5444
305011110,50,66,31,9,154,43,40,226,3,3,0,0,8,8,4,15,17,19,3,3,45,6,10,63,15,25,3,7,49,12,9,76,27,9,5,0,36,58,21,113,75,45,20,5,154,87,31,270,632,246,119,54,1049,683,268,1997,0,0,0,0,0,0,0,0,739,301,143,59,1242,832,314,2380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,7,0,13,7,0,0,0,3,7,0,13,5,0,0,0,7,15,4,33,812,388,178,68,1449,908,372,2723
305011111,84,78,28,6,193,78,77,352,0,0,0,0,0,3,0,7,52,26,20,4,93,75,59,227,54,26,20,4,97,76,58,235,23,10,7,3,42,32,17,89,57,15,11,5,85,116,44,246,353,135,43,26,549,426,266,1250,0,0,0,0,0,0,0,0,432,155,64,32,679,577,329,1584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,3,0,0,0,3,3,0,3,0,3,3,0,8,10,3,15,575,255,106,39,977,749,466,2197
305011112,224,436,110,18,786,179,184,1148,3,3,5,0,16,8,4,27,34,35,17,7,89,46,36,173,34,40,18,7,102,59,40,198,97,50,22,8,173,221,73,470,159,75,50,13,297,299,73,666,462,192,79,18,753,390,130,1275,0,0,0,0,0,0,0,0,721,313,151,41,1226,918,273,2412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,5,3,0,0,0,3,3,0,5,5,6,0,0,10,8,3,19,986,790,282,63,2124,1162,500,3786
305021113,217,490,89,14,806,137,37,979,3,0,0,0,3,7,0,16,62,40,29,3,129,48,18,200,65,40,29,3,135,58,23,219,49,19,16,0,94,101,29,220,28,13,4,0,44,53,14,105,12,0,0,0,8,0,0,13,0,0,0,0,0,0,0,0,91,34,26,3,146,152,44,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,366,564,144,21,1091,344,100,1536
305021114,275,604,104,22,1010,144,46,1196,3,0,8,0,12,3,0,16,108,81,24,10,218,80,20,309,109,81,29,9,229,84,20,330,94,28,24,7,152,160,31,345,200,58,24,3,290,162,31,479,27,12,0,0,41,19,3,65,0,0,0,0,0,0,0,0,319,90,50,10,478,345,66,888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,712,777,186,38,1718,571,135,2428
305021115,290,334,79,23,728,182,157,1066,0,0,0,0,0,0,0,8,24,19,4,3,50,36,30,110,28,23,3,3,54,38,30,116,93,12,12,11,132,203,62,397,93,20,11,13,142,172,49,368,116,25,5,9,150,112,48,310,0,0,0,0,0,3,3,7,302,60,32,33,425,486,162,1074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,6,3,7,619,418,112,59,1212,703,352,2274
305021116,256,585,88,9,935,131,45,1112,5,5,0,0,13,0,0,17,60,47,31,5,137,40,11,189,59,54,31,5,147,39,14,204,58,17,16,4,93,128,22,245,41,13,17,4,78,87,24,189,11,3,3,0,14,13,3,32,0,0,0,0,0,0,0,0,108,36,35,12,190,230,46,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,3,8,425,671,158,24,1277,400,111,1787
305021117,592,990,225,35,1844,412,139,2401,17,14,9,0,43,42,11,98,370,172,132,37,720,312,214,1248,395,185,144,40,766,358,228,1349,97,35,44,5,179,240,39,458,178,41,31,10,265,210,94,575,31,3,3,0,38,33,10,83,0,0,0,0,0,0,0,0,308,77,83,20,487,487,142,1116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,17,8,0,21,1301,1254,456,98,3104,1262,518,4881
305021118,405,758,121,10,1292,241,90,1626,3,0,0,0,3,3,0,5,45,23,31,9,112,61,21,189,44,25,31,9,111,61,22,191,33,7,10,0,52,74,23,142,36,5,15,0,62,66,27,151,45,20,10,4,69,37,15,124,0,0,0,0,0,0,0,0,116,27,28,8,184,174,66,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,4,0,5,0,0,4,0,0,4,0,3,0,0,3,0,0,9,570,820,183,29,1598,478,175,2249
305031119,95,153,37,9,286,92,48,429,6,3,3,0,10,0,0,10,14,4,4,3,20,14,8,46,18,9,5,3,33,14,8,56,41,13,5,0,60,69,23,154,72,13,6,4,91,81,39,214,95,27,16,4,144,140,23,307,0,0,0,0,0,0,0,0,210,50,30,10,297,293,85,682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,0,4,0,0,0,0,5,5,0,8,318,211,69,22,621,411,142,1173
305031120,358,617,114,19,1113,235,88,1430,8,0,0,0,6,13,5,25,80,31,21,8,139,106,42,284,88,31,22,8,142,119,48,305,30,9,13,4,66,110,16,188,92,17,26,15,151,137,55,338,12,3,8,0,19,21,9,47,0,0,0,0,0,0,0,0,139,30,41,20,229,271,71,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,3,3,0,0,0,3,8,3,17,580,673,181,50,1487,635,209,2326
305031121,248,448,59,20,771,167,26,969,0,0,0,0,0,0,0,3,48,23,23,8,108,59,13,171,48,23,23,8,108,59,10,170,112,44,29,9,193,261,37,491,119,34,14,8,170,223,46,442,0,0,0,0,3,4,0,9,0,0,0,0,0,0,0,0,232,77,48,13,366,490,85,935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,3,0,3,0,3,0,0,7,4,0,9,532,553,127,42,1252,716,126,2098
305031122,402,729,166,21,1318,259,60,1634,16,7,4,0,21,24,0,46,82,45,37,8,168,140,43,346,95,47,38,9,184,159,39,393,158,83,50,9,297,423,65,779,336,142,69,35,583,584,132,1300,36,15,4,0,57,70,11,139,0,0,0,0,0,0,0,0,531,234,121,46,938,1077,207,2221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,4,4,11,4,0,0,0,6,4,4,11,3,3,3,0,6,7,3,18,1028,1019,337,73,2457,1509,317,4283
305031123,269,611,101,10,995,190,40,1224,0,0,0,0,3,5,0,6,12,21,15,3,56,39,3,96,14,21,13,3,55,41,3,101,18,3,3,0,32,38,17,80,3,3,3,0,11,10,6,28,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,24,6,8,3,46,46,17,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,6,3,0,0,0,6,0,0,6,3,0,0,0,6,0,0,3,312,644,122,17,1102,280,64,1446
305031124,222,363,66,16,662,123,32,819,5,0,0,0,10,10,0,20,65,19,16,5,106,56,21,178,70,20,18,4,111,69,21,196,39,21,24,0,79,100,34,219,77,14,18,5,111,174,37,320,403,88,36,10,543,469,62,1071,0,0,0,0,0,0,0,0,518,124,73,16,732,746,133,1610,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,10,0,10,3,3,0,0,11,3,3,15,812,517,161,35,1523,944,184,2655
305031125,377,574,135,20,1104,239,63,1403,12,4,0,0,17,17,0,30,42,39,17,0,100,42,11,152,53,43,21,0,116,58,11,185,0,3,0,0,10,14,0,24,3,0,0,0,3,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,9,23,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,3,4,0,0,0,3,3,3,14,433,623,155,22,1234,324,72,1635
305031126,296,356,92,35,779,224,245,1254,0,0,0,0,4,4,3,10,69,47,19,5,148,70,107,324,73,49,19,4,154,78,106,336,65,45,14,11,136,126,64,326,123,63,33,21,233,160,94,494,268,188,68,36,564,349,286,1195,0,0,0,0,0,0,0,3,456,297,118,70,934,637,446,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,10,7,0,18,831,709,233,106,1873,946,805,3629
305031127,245,403,79,11,735,158,105,995,11,0,3,0,13,48,0,62,63,36,26,13,140,71,61,276,76,39,31,13,158,116,66,340,34,18,10,3,60,76,27,166,76,22,25,10,130,126,41,302,3,7,8,0,14,23,0,36,0,0,0,0,0,0,0,0,115,44,35,19,210,218,72,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,59,0,66,433,485,150,44,1109,552,239,1911
305031128,92,116,20,3,235,53,37,323,0,0,0,0,0,0,0,0,36,18,3,0,53,30,17,99,36,18,3,0,53,30,17,99,34,9,5,4,50,63,18,134,363,88,33,18,504,398,105,1007,1222,202,82,49,1554,1256,394,3206,0,0,0,0,0,0,0,0,1622,299,122,65,2116,1715,519,4351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,16,10,5,27,1766,436,149,71,2416,1814,573,4802
305031129,215,482,79,19,793,135,51,982,0,0,0,0,0,0,4,4,36,13,3,3,54,41,9,107,36,13,3,3,54,41,11,111,22,9,3,3,38,63,17,113,44,12,7,3,72,56,14,145,8,0,0,0,8,4,0,8,0,0,0,0,0,0,0,0,70,19,11,10,112,127,34,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,321,515,95,33,960,301,97,1364
305031130,368,585,122,27,1105,267,157,1532,3,0,0,0,8,4,0,12,35,17,16,4,78,42,36,149,41,23,13,4,81,41,38,162,79,20,18,13,127,213,40,377,139,40,33,11,219,211,65,503,110,13,14,20,156,92,87,331,0,0,0,0,0,0,0,0,325,73,66,43,503,514,189,1210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,3,6,735,681,209,77,1699,834,384,2913
305031131,403,800,154,26,1389,262,106,1758,14,10,3,0,29,25,7,58,20,22,5,3,53,42,22,122,37,33,15,4,84,62,27,178,180,65,58,15,323,387,84,791,159,56,52,6,270,293,81,648,137,26,11,16,194,98,70,361,0,0,0,0,0,3,0,4,484,148,116,38,784,787,230,1797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,5,3,3,0,0,4,0,0,4,3,5,0,0,9,9,0,21,931,985,290,65,2277,1118,370,3764
305041132,739,1756,308,44,2850,500,135,3483,6,0,0,0,6,5,3,9,23,17,6,3,49,15,14,80,24,17,6,3,54,22,18,90,76,31,32,13,151,172,43,364,96,34,36,15,183,175,38,404,28,13,11,0,52,37,17,101,0,0,0,0,0,0,0,0,202,81,73,33,380,383,99,870,5,0,0,0,3,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,0,0,3,3,4,15,5,4,0,0,11,17,4,32,978,1858,388,77,3301,929,254,4487
305041133,214,350,57,23,641,102,103,847,0,0,0,0,3,0,0,0,9,0,3,0,9,6,0,24,10,3,3,0,13,12,0,27,30,10,5,3,52,85,25,161,188,43,22,14,270,201,93,566,171,45,22,17,254,189,85,525,0,0,0,0,0,0,0,0,398,96,52,37,573,480,206,1253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,5,3,0,0,0,3,0,0,5,0,0,0,0,3,3,0,11,622,450,106,59,1233,594,313,2138
305041134,605,1294,239,40,2182,388,150,2712,3,3,0,0,14,18,0,27,69,28,17,3,113,75,10,197,72,33,21,3,130,91,10,229,56,11,9,4,88,119,13,225,10,3,3,0,20,26,7,44,3,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,71,15,12,4,111,145,20,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,5,4,0,7,5,0,16,756,1355,278,46,2426,628,179,3241
305041135,633,864,166,42,1710,411,320,2442,0,0,0,0,0,8,0,13,118,40,20,9,188,129,75,388,118,40,24,9,184,138,75,401,77,19,12,9,121,196,54,377,99,30,21,10,157,167,85,408,156,34,17,15,224,187,76,492,0,0,0,0,0,0,0,3,342,86,53,34,513,555,212,1277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,13,10,6,28,11,0,0,0,8,10,6,27,0,0,0,0,3,10,0,15,1105,992,242,82,2420,1123,613,4159
305041136,378,474,93,21,963,240,179,1377,0,0,0,0,0,3,0,3,45,22,11,0,77,59,20,156,45,22,17,0,78,60,20,162,68,20,21,3,117,144,42,301,52,11,6,3,73,83,22,175,24,3,8,3,37,69,7,116,0,0,0,0,0,0,0,0,144,35,42,12,220,289,70,583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,4,4,3,14,564,533,144,29,1270,597,267,2135
305041137,356,587,95,47,1084,247,188,1525,0,0,0,0,3,4,3,15,37,25,13,8,82,24,25,131,36,25,11,8,84,29,27,147,134,31,26,18,206,195,80,479,285,91,40,40,454,351,257,1059,293,74,46,31,444,362,237,1039,0,0,0,0,0,0,0,0,708,196,113,88,1101,905,568,2577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,8,1109,810,224,139,2280,1190,785,4255
306011138,511,734,190,10,1445,226,59,1736,3,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,8,0,0,0,7,13,3,27,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,9,29,3,38,0,0,0,0,0,0,0,3,519,738,192,9,1463,258,60,1780
