SA2_MAINCODE_2016,P_85ov_DNPCC,P_85ov_UCC_NS,P_85ov_Total,P_Tot_CF_Own_CCO,P_Tot_CF_Oth_CCO,P_Tot_CF_Own_CC_Oth_CC,P_Tot_CF_Total,P_Tot_DNPCC,P_Tot_UCC_NS,P_Tot_Total
214011373,615,99,719,3153,1251,126,4534,9426,908,14863
214011374,181,36,219,4355,1691,220,6259,11783,1136,19182
214011375,257,87,346,2647,1019,129,3796,8594,1351,13738
214011376,46,3,50,2754,791,105,3652,5846,536,10036
214021377,246,126,374,1497,862,82,2443,6194,795,9434
214021378,125,21,145,792,437,34,1260,2875,426,4563
214021379,296,78,378,3511,1545,148,5207,11195,1589,17988
214021380,873,112,998,3600,1860,172,5628,13023,1508,20165
214021381,383,52,443,3388,1285,142,4814,8507,790,14109
214021382,465,64,535,3620,1262,167,5053,8662,866,14578
214021383,378,115,501,2366,1342,91,3802,9229,1479,14507
214021384,1047,296,1350,2675,1422,101,4203,11932,1810,17941
214021385,276,60,339,2962,1372,151,4496,9310,1069,14880
215011386,234,51,285,1011,546,62,1617,4270,1208,7094
215011387,48,18,66,421,186,15,624,1565,365,2558
215011388,445,79,543,2538,1014,124,3679,8450,1053,13188
215011389,58,17,79,576,220,21,817,1722,200,2742
215011390,271,53,333,889,374,37,1295,3992,525,5817
215011391,110,18,126,414,169,24,603,2028,242,2867
215011392,235,36,273,1080,502,56,1643,4503,715,6865
215011393,62,28,85,403,143,16,556,1517,210,2284
215011394,247,78,332,809,383,41,1225,3753,606,5585
215021395,91,16,112,1147,428,38,1619,3340,498,5454
215021396,113,13,138,706,324,39,1067,2359,430,3861
215021398,100,23,125,474,243,20,742,1995,342,3082
215021399,111,42,155,866,372,31,1274,2870,593,4735
215021469,401,76,481,2438,1060,119,3623,9292,1765,14684
215021470,303,109,416,2134,830,90,3061,7554,1218,11827
215031400,253,84,336,778,375,37,1188,3377,643,5203
215031401,152,25,187,876,409,38,1323,3740,522,5578
215031402,156,33,197,479,217,32,724,2169,380,3280
215031403,31,35,64,413,142,17,571,1514,541,2623
215031404,304,77,385,1566,667,71,2306,5396,1145,8849
215031405,79,27,116,878,342,46,1267,3079,831,5179
216011406,357,96,460,2072,921,105,3099,7650,1200,11947
216011407,304,86,399,1656,710,55,2421,5492,976,8889
216011408,46,5,52,581,255,22,859,1844,340,3043
216011409,96,46,148,515,257,17,781,2111,334,3235
216011410,80,21,102,486,246,16,750,2296,378,3426
216021411,172,34,216,824,305,20,1145,3526,581,5254
216021412,37,9,44,344,174,17,543,1369,251,2162
216021413,240,69,311,1765,848,66,2678,6386,950,10007
216021414,268,97,363,1042,480,53,1572,4122,858,6558
216031415,153,32,188,1094,510,76,1680,4092,724,6496
216031416,359,115,480,2987,980,137,4111,9189,1528,14829
216031417,445,93,542,3595,1236,126,4955,11468,1899,18326
216031418,33,5,37,662,269,33,966,1865,244,3070
216031419,184,45,236,1476,556,62,2093,5045,1123,8271
217011420,163,52,214,1128,510,55,1694,4869,800,7363
217011421,298,104,404,1383,651,67,2100,5526,714,8343
217011422,275,60,333,1556,696,62,2316,5720,952,8988
217011423,144,38,178,934,336,33,1309,3170,457,4931
217031471,98,26,133,459,222,23,697,1911,303,2906
217031472,365,81,460,1751,877,77,2706,6351,973,10034
217031473,39,17,62,824,408,42,1274,2623,378,4273
217031474,129,42,178,713,371,30,1114,2806,526,4441
217031475,123,25,159,1111,414,42,1567,3626,578,5772
217031476,50,13,66,406,215,19,643,1992,353,2990
217041477,98,35,135,1106,402,33,1532,3149,545,5225
217041478,192,36,231,1537,606,72,2212,4619,735,7575
217041479,348,96,443,3498,1373,158,5031,10497,1416,16939
217041480,425,103,534,1765,850,107,2725,7006,1156,10884
297979799,0,0,0,5,0,0,5,18,3,25
299999499,25,13,38,649,290,14,960,3900,1969,6825
301011001,225,43,274,2850,1218,121,4197,8195,671,13063
301011002,67,14,82,1374,498,52,1926,3648,301,5875
301011003,194,224,412,2582,1118,129,3819,7418,843,12084
301011004,247,31,275,3003,1287,121,4414,9218,665,14293
301011005,34,13,49,647,240,27,919,1956,201,3077
301011006,155,18,177,2078,845,97,3021,5881,424,9327
301021007,374,161,544,1974,1124,65,3163,8520,1019,12699
301021008,186,14,200,922,414,43,1386,3210,215,4811
301021009,167,24,189,2891,1005,138,4030,7311,804,12148
301021011,29,6,35,1820,451,77,2348,3371,246,5965
301021012,256,29,288,2793,960,135,3886,7221,514,11627
301021013,559,141,697,2304,998,97,3390,8243,786,12424
301021527,106,23,131,797,517,45,1365,5791,750,7904
301031014,0,0,0,0,0,0,0,5,0,6
301031015,176,18,201,1305,500,53,1859,3840,365,6065
301031016,218,24,239,2105,737,101,2945,5551,542,9041
301031017,30,3,34,797,215,30,1049,1975,245,3274
301031018,73,5,79,1535,564,50,2147,4481,392,7016
301031019,21,11,36,2319,423,86,2833,3234,280,6348
301031020,297,38,347,2346,735,100,3189,6887,739,10808
301031021,276,130,413,2622,946,123,3683,7328,871,11881
302011022,89,13,101,1410,443,56,1912,3554,275,5735
302011023,147,17,169,1459,581,63,2109,4240,269,6613
302011024,402,74,476,1418,579,58,2052,5083,439,7575
302011025,157,24,187,1462,568,55,2090,4831,352,7270
302011026,61,8,71,1448,507,60,2006,3700,291,5997
302021027,358,69,437,1967,840,58,2861,6734,641,10247
302021028,265,264,537,1187,386,33,1599,5559,949,8105
302021029,112,6,120,1104,392,41,1537,3345,241,5128
302021030,98,14,113,807,254,38,1092,2133,199,3428
302021031,234,30,266,2514,614,86,3215,7153,758,11123
302021032,137,17,154,1009,323,38,1368,3733,352,5454
302021033,154,68,222,1100,414,45,1561,3671,416,5649
302021034,212,30,247,2065,447,80,2590,4701,389,7681
302031035,150,13,162,1494,580,53,2130,5118,325,7574
302031036,0,0,0,17,8,0,25,46,102,176
302031037,5,0,8,75,48,4,123,537,92,758
302031038,76,18,92,1154,325,33,1510,3521,383,5418
302031039,160,133,291,1716,529,65,2316,4887,602,7801
302031040,115,96,209,1648,449,44,2134,7666,876,10680
302041041,133,15,148,3129,1230,117,4472,8338,683,13490
302041042,172,25,194,1759,534,78,2373,4735,490,7594
302041043,79,19,100,593,176,31,800,1986,251,3027
302041044,327,30,360,1070,367,74,1509,3712,373,5599
302041045,314,44,361,2107,590,55,2751,6582,602,9935
302041046,132,34,168,1423,448,34,1912,4900,597,7403
303011047,165,24,189,2381,493,95,2966,5111,526,8608
303011048,93,19,117,1011,251,43,1306,2886,448,4637
303011049,364,41,409,1878,600,73,2551,6037,542,9128
303011050,88,13,100,1029,353,28,1408,3794,289,5489
303011051,292,56,356,2599,1110,84,3793,8652,583,13023
303021052,122,7,133,1454,413,50,1920,7250,788,9963
303021053,291,35,330,2510,822,83,3418,9210,908,13534
303021054,53,3,62,625,192,37,860,3007,288,4155
303021055,108,22,131,1324,394,43,1762,5576,578,7912
303021056,215,24,241,1632,354,68,2061,4053,366,6475
303021057,132,12,146,1112,347,54,1512,3415,293,5221
303021058,49,9,55,557,202,38,794,3621,580,4994
303021059,203,26,238,1421,487,45,1954,5463,681,8090
303031060,183,13,203,2574,787,76,3438,8531,617,12585
303031061,85,12,99,675,355,13,1046,3826,289,5161
303031062,113,17,131,1571,556,65,2189,4365,375,6932
303031063,214,76,293,2629,732,64,3430,7913,892,12231
303031064,39,6,41,1300,394,51,1745,2973,236,4954
303031065,340,39,382,1270,484,42,1792,5703,537,8030
303031066,233,11,251,1933,710,69,2715,5576,381,8669
303041067,62,9,79,749,238,23,1011,3280,372,4666
303041068,145,23,168,1775,477,58,2305,5760,577,8642
303041069,106,7,112,749,250,22,1016,3120,246,4382
303041070,177,17,195,1220,329,58,1608,3888,411,5908
303041071,199,16,226,2177,542,76,2799,5004,448,8254
303051072,148,14,162,1554,586,53,2193,4234,326,6761
303051073,147,8,162,4027,1067,74,5167,10917,892,16979
303051074,14,0,20,975,243,34,1255,2141,198,3593
303051075,171,18,192,3315,857,89,4253,7104,480,11841
303051076,153,42,203,1332,488,59,1886,5061,803,7753
303061077,144,11,156,1583,449,50,2084,4059,271,6413
303061078,72,8,86,2631,649,60,3338,7799,625,11762
303061079,128,8,143,1133,498,17,1651,5633,430,7719
303061080,379,117,502,2904,1023,79,4002,10051,984,15045
304011081,102,45,154,1316,629,62,1999,3822,308,6128
304011082,78,14,94,1363,457,43,1863,3632,189,5685
304011083,30,3,30,822,238,27,1087,1899,155,3141
304011084,86,188,275,1960,538,77,2578,4362,562,7497
304011085,30,0,29,762,331,30,1123,2297,131,3554
304021086,78,9,93,2092,578,80,2749,4680,344,7774
304021087,113,156,273,1148,449,48,1637,3399,494,5530
304021088,165,11,179,1921,672,66,2658,5278,365,8302
304021089,30,0,41,866,267,33,1172,1767,144,3080
304021090,168,18,192,1675,571,73,2324,4374,232,6925
304021091,91,71,166,1038,311,43,1400,2589,242,4232
304031092,145,11,154,1575,386,66,2026,3434,254,5705
304031093,95,53,146,861,297,51,1203,2377,296,3874
304031094,172,50,223,1760,562,48,2374,7367,641,10387
304031095,75,7,85,1036,354,32,1416,2877,256,4550
304031096,105,16,123,1079,530,28,1630,9100,772,11502
304031097,151,18,173,968,414,28,1413,5694,433,7540
304041098,107,19,127,1276,356,54,1682,4642,495,6821
304041099,0,0,0,11,0,0,11,8,0,16
304041100,317,41,362,1164,453,52,1673,3725,314,5705
304041101,217,22,250,1726,439,71,2234,4016,322,6571
304041102,0,0,0,0,0,0,0,0,0,0
304041103,223,48,276,3246,1178,140,4564,7813,611,12985
304041104,89,53,143,2112,646,98,2856,4342,311,7512
305011105,31,9,38,637,342,11,998,7670,1014,9676
305011106,36,8,44,413,196,11,613,5204,1021,6836
305011107,99,11,108,775,281,38,1097,3900,515,5515
305011108,185,14,196,568,439,25,1032,6026,713,7762
305011109,187,191,375,1130,601,44,1767,8020,1900,11690
305011110,41,7,52,683,259,9,948,5006,639,6596
305011111,24,9,35,431,148,8,591,4415,687,5690
305011112,90,15,105,1205,405,46,1659,5813,922,8391
305021113,46,3,45,848,176,25,1053,2072,233,3358
305021114,73,29,107,1206,343,32,1578,3334,556,5466
305021115,31,8,41,659,220,29,908,3723,445,5073
305021116,33,0,33,1037,221,31,1287,2438,199,3922
305021117,133,22,158,2111,541,81,2729,6981,763,10473
305021118,47,11,56,1244,299,38,1570,3063,345,4986
305031119,50,17,68,330,114,15,453,1778,217,2447
305031120,56,8,71,1034,296,36,1365,3268,273,4906
305031121,75,25,100,799,278,24,1097,2914,364,4373
305031122,159,31,190,1518,507,49,2073,6163,611,8854
305031123,58,9,66,993,185,40,1223,1821,138,3180
305031124,64,40,104,743,338,26,1105,3802,697,5603
305031125,60,16,80,856,259,36,1148,2324,277,3745
305031126,99,52,150,1174,292,39,1504,6454,866,8823
305031127,67,46,120,726,201,28,954,2939,337,4227
305031128,36,6,49,760,508,14,1278,7347,1430,10061
305031129,34,8,43,755,181,20,958,1965,186,3114
305031130,60,32,98,1087,296,34,1415,4251,444,6110
305031131,137,12,151,1520,392,65,1981,5622,577,8174
305041132,152,19,179,2587,660,125,3374,6418,584,10369
305041133,29,3,34,700,249,18,968,3408,442,4820
305041134,148,22,166,1960,464,87,2509,4626,383,7520
305041135,89,7,106,1536,513,63,2116,6474,630,9221
305041136,31,3,39,851,255,35,1143,3292,456,4896
305041137,86,11,101,1206,461,29,1696,7165,750,9617
306011138,23,6,32,1106,261,48,1421,2454,284,4164
306011139,74,9,91,1782,486,74,2344,5724,750,8822
306011140,17,3,23,654,190,33,872,1783,208,2868
306011141,68,34,108,2706,574,132,3416,5379,839,9632
306011142,71,12,95,2463,726,116,3307,6902,902,11108
306011143,48,17,63,834,286,38,1158,3263,777,5200
306021144,17,3,21,1557,391,73,2018,3224,542,5780
306021145,60,25,91,1032,343,26,1396,6810,2050,10255
306021146,173,28,204,1295,517,73,1881,4198,600,6682
306021147,52,5,60,1955,603,122,2684,4500,703,7888
306021148,107,18,130,1498,495,87,2078,3953,643,6675
306021149,120,35,155,1683,529,90,2300,4695,775,7776
306021150,0,0,0,0,0,0,0,0,0,0
306021151,26,7,32,812,260,49,1126,2803,782,4713
306021152,70,17,87,684,251,34,965,2736,705,4405
306021153,34,0,33,1586,462,53,2101,3814,414,6328
306021154,207,102,314,647,242,27,910,3685,951,5550
306021155,97,16,108,661,289,33,982,2251,452,3681
306021156,173,25,195,1277,428,91,1794,4290,486,6572
306021157,61,19,86,667,280,26,978,2389,483,3850
306031158,68,14,87,570,284,26,879,2232,381,3486
306031159,273,29,309,1194,507,36,1732,4871,945,7551
306031160,96,24,125,1161,393,43,1602,4154,681,6438
306031161,160,40,201,1402,540,43,1986,5744,1100,8839
306031162,0,0,0,0,0,0,0,0,0,0
306031163,5,0,5,330,283,38,645,978,66,1687
306041164,72,32,99,840,313,41,1193,3241,728,5164
306041165,16,41,55,650,204,25,874,2890,765,4535
306051166,276,68,350,1518,603,74,2193,5676,864,8732
306051167,69,23,92,586,227,37,853,2975,814,4646
306051168,31,3,38,627,274,65,967,2228,445,3645
306051169,160,25,185,1212,548,61,1822,4499,625,6944
306051170,225,43,273,1511,627,98,2233,5543,1150,8930
307011171,46,11,64,694,196,37,926,2148,362,3437
307011172,120,37,158,1389,444,54,1885,3421,909,6218
307011173,104,25,130,1086,344,23,1450,2878,611,4936
307011174,63,16,85,644,177,23,842,2143,410,3401
307011175,54,16,68,646,169,18,836,1911,501,3250
307011176,100,26,129,1161,346,39,1538,3108,675,5322
307011177,83,16,100,940,264,27,1238,2880,468,4582
307011178,24,13,35,529,187,21,740,1894,768,3409
307021179,141,36,178,1212,484,66,1764,4496,655,6913
307021180,119,17,132,1155,465,49,1670,3732,505,5904
307021181,35,33,70,462,128,19,610,1659,454,2722
307021182,139,84,223,858,360,59,1278,2755,518,4548
307021183,277,54,331,2869,836,97,3810,8108,1269,13183
307031184,67,11,81,735,280,35,1051,2551,387,3993
307031185,77,14,102,600,221,25,841,2240,385,3472
307031186,100,22,123,620,235,16,869,2619,379,3863
307031187,188,26,226,684,268,30,984,3121,388,4491
307031188,54,10,70,841,327,31,1201,3096,442,4740
307031189,329,53,391,2264,854,115,3228,7844,937,12010
308011190,9,0,9,1330,303,58,1689,3004,746,5435
308011191,56,7,62,1389,347,64,1800,3519,1009,6328
308011192,45,12,55,2752,696,104,3554,4997,1401,9951
308031205,129,35,159,988,384,43,1413,3509,625,5552
308031206,23,0,23,300,139,21,453,887,134,1476
308031207,79,89,164,761,347,42,1151,2679,581,4411
308031208,125,21,150,1521,654,81,2258,4475,521,7249
308031209,21,0,25,827,308,46,1177,2031,831,4043
308031210,96,9,100,2352,637,101,3093,4690,753,8540
308031211,61,11,66,810,331,35,1175,2291,300,3764
308031212,65,14,71,294,164,17,478,1712,302,2485
308031213,73,48,120,1731,707,94,2529,4774,669,7971
308031214,123,15,141,772,328,36,1137,2629,356,4125
308031215,55,122,180,1177,437,57,1672,3053,619,5346
308031216,126,45,173,879,339,45,1261,3059,553,4871
308031217,56,18,79,369,194,25,586,1787,435,2805
308031218,22,33,54,543,238,22,800,1659,330,2788
308031219,21,9,33,638,287,20,946,2149,396,3484
308031220,20,7,22,454,183,27,664,1457,250,2367
308031221,0,0,0,0,3,0,3,10,3,16
308031222,286,45,329,1155,448,60,1661,4265,666,6587
308031223,349,62,418,2841,1069,131,4044,9199,1433,14671
308041528,97,19,122,1491,457,42,1988,4008,741,6740
308041529,79,9,92,990,303,59,1347,2628,440,4411
308051530,28,5,32,793,248,32,1075,3426,537,5035
308051531,62,7,75,2051,501,89,2645,4309,538,7491
308051532,0,0,0,0,0,0,0,19,3,18
308051533,121,9,130,2818,661,130,3609,5703,676,9993
308051534,64,21,83,889,289,35,1210,3096,700,5005
308051535,49,15,66,2182,669,115,2964,5001,931,8897
308051536,17,3,21,722,248,33,1001,1645,172,2812
308051537,0,0,0,0,0,0,0,0,0,0
308051538,36,6,43,1273,281,46,1600,2630,358,4582
308051539,49,11,56,696,256,38,994,2459,411,3861
309011224,149,19,168,1187,429,45,1663,4341,510,6514
309011225,239,63,303,1066,583,48,1700,5105,883,7692
309011226,399,74,476,2559,825,74,3459,7281,693,11432
309011227,216,42,255,1186,561,30,1774,7591,1485,10851
309011228,248,48,300,2037,675,62,2775,6552,773,10098
309011229,102,20,123,966,327,46,1335,3963,633,5932
309021230,217,53,269,518,319,12,850,3855,753,5463
309021231,249,70,325,1676,664,50,2388,6049,1103,9543
309021232,259,32,295,1553,496,61,2107,4816,451,7377
309021233,310,47,359,2149,726,84,2955,6214,651,9821
309021234,294,58,364,2402,881,79,3359,7788,1034,12187
309031235,143,56,205,1670,558,45,2275,5511,675,8462
309031236,170,23,197,1073,427,34,1537,5040,818,7403
309031237,327,82,407,1432,591,63,2095,5822,815,8734
309031238,420,143,561,2217,893,96,3213,10690,1879,15784
309031239,186,43,232,1293,603,51,1942,5529,617,8094
309031240,302,91,394,1059,599,42,1692,5554,713,7959
309041241,30,0,31,678,287,14,976,2120,418,3512
309041242,178,39,213,2179,907,138,3226,7244,1203,11672
309051243,139,28,169,1270,456,62,1788,3520,433,5741
309051244,130,28,165,3722,1040,155,4919,8169,953,14037
309051245,34,5,40,1784,397,90,2268,3444,267,5976
309061246,121,29,156,1978,757,79,2814,6538,774,10120
309061247,107,21,137,1461,492,49,2008,4278,461,6747
309061248,402,179,589,3555,1145,158,4860,10293,1411,16565
309061249,52,5,59,3989,959,175,5124,7649,919,13696
309061250,132,123,257,1332,477,65,1872,3912,614,6403
309071251,23,3,23,3053,594,126,3774,4899,781,9454
309071252,312,52,376,2914,1030,116,4068,8624,1044,13729
309071253,147,93,244,1568,611,41,2214,6295,1098,9611
309071254,37,9,42,586,239,22,842,1926,232,2998
309071255,85,17,104,4289,1091,186,5559,7876,1026,14465
309071256,84,12,95,3235,894,121,4249,7061,870,12176
309071257,41,3,49,1986,443,107,2540,3257,697,6497
309071258,115,69,185,7152,1568,280,8994,11996,1700,22688
309081259,114,86,195,567,249,15,836,2394,331,3554
309081260,104,251,354,1206,318,36,1567,3417,761,5745
309081261,351,129,476,3728,1334,108,5176,12687,1362,19226
309081262,96,178,275,2674,715,102,3487,7647,1127,12258
309091263,350,179,531,1922,657,72,2648,6348,884,9874
309091264,43,10,48,1123,324,47,1490,3395,348,5234
309091265,61,17,74,1400,501,58,1959,4694,524,7174
309091540,359,70,430,1518,527,36,2077,9624,1399,13107
309091541,429,97,520,2213,750,74,3036,10088,1699,14820
309101267,188,69,257,1530,472,53,2064,4310,712,7087
309101268,53,3,63,787,271,20,1074,2347,298,3714
309101269,68,17,90,318,231,5,550,2484,553,3592
309101270,286,88,379,2011,863,51,2932,15188,3618,21740
310011271,53,8,60,776,204,37,1017,2502,454,3976
310011272,203,66,272,1153,453,42,1654,4093,650,6397
310011273,139,80,229,5274,1503,186,6964,13154,1408,21526
310011274,197,36,237,2564,743,69,3374,8619,1775,13760
310011275,128,97,224,1452,412,58,1924,3687,567,6182
310011276,14,12,24,431,160,6,600,1368,3166,5132
310021277,216,44,262,1780,788,80,2649,6143,879,9672
310021278,94,23,112,605,317,25,952,2959,417,4335
310021279,0,0,0,0,0,0,0,3,0,3
310021280,223,45,273,2861,1111,158,4123,9697,2061,15887
310021281,115,26,143,2288,845,121,3254,6457,1169,10879
310021282,155,25,187,1801,803,84,2682,5841,1100,9625
310031283,167,28,196,1867,684,114,2660,5119,606,8385
310031284,71,14,91,1316,607,66,1987,4473,742,7200
310031285,49,4,59,1303,454,57,1812,3037,304,5155
310031286,138,15,158,1002,395,41,1441,3436,515,5395
310031287,390,68,457,2730,1191,119,4040,9033,1241,14318
310031288,26,0,28,929,299,35,1264,2163,188,3611
310031289,24,6,32,1110,395,61,1566,2444,229,4245
310031290,24,3,25,1294,341,53,1689,2783,187,4659
310031291,59,15,74,1225,435,45,1705,3365,674,5750
310031292,138,19,157,986,364,59,1408,3274,461,5142
310031293,222,60,281,2731,998,136,3868,6983,725,11572
310031294,5,3,11,913,270,31,1215,2079,268,3556
310031295,104,28,134,356,179,20,564,1481,350,2395
310041296,29,7,34,3055,795,128,3976,5487,684,10151
310041297,60,7,63,1526,631,68,2225,4544,604,7376
310041298,0,0,0,0,0,0,0,4,0,4
310041299,52,9,59,1515,505,81,2102,3740,488,6329
310041300,71,21,91,1753,601,84,2438,4618,958,8013
310041301,0,0,0,0,0,0,0,0,0,0
310041302,72,16,80,3776,1065,196,5040,7472,1128,13644
310041303,19,7,24,1533,359,52,1951,2729,267,4950
310041304,21,3,24,3719,772,145,4638,5827,615,11081
311011305,288,32,328,2058,791,96,2943,6945,1263,11152
311021306,91,29,117,1237,520,66,1818,4158,695,6670
311021307,173,34,209,1937,791,100,2827,6637,986,10448
311021308,79,9,84,1454,421,67,1944,3323,368,5630
311021309,91,19,112,944,400,48,1385,2870,329,4582
311021310,51,7,57,1087,441,60,1595,2912,271,4782
311031311,275,44,324,1899,743,88,2731,6257,767,9753
311031312,109,3,110,1337,431,60,1824,3378,462,5665
311031313,26,3,30,830,343,36,1204,2526,324,4058
311031314,38,10,48,2153,620,107,2877,4873,841,8586
311031315,0,0,0,0,0,0,0,0,0,0
311031316,74,0,74,1503,468,67,2042,4002,332,6377
311031317,46,17,61,2446,772,110,3321,5723,1231,10277
311031318,28,6,31,784,305,43,1133,2431,193,3756
311031319,67,11,81,3033,1044,117,4200,7285,729,12205
311041320,52,9,61,2582,840,95,3523,5758,571,9845
311041321,97,18,124,5242,1512,188,6952,10835,1487,19270
311041322,29,3,27,1175,493,50,1719,3417,446,5581
311051323,422,66,485,1800,551,94,2449,5397,807,8651
311051324,97,12,104,1426,644,54,2126,4335,359,6821
311051325,39,13,55,2141,725,106,2968,5051,633,8649
311051326,44,10,52,1695,650,69,2416,4763,906,8082
311051327,64,3,74,2059,866,91,3023,5932,472,9427
311051328,147,19,161,1138,430,41,1614,3550,524,5691
311061329,35,10,45,1244,483,46,1777,3160,288,5228
311061330,49,14,65,1451,555,65,2067,4826,1015,7908
311061331,34,4,38,868,377,29,1273,2964,465,4698
311061332,163,21,182,2898,1080,124,4099,7456,636,12192
311061333,169,8,171,1576,636,83,2301,5112,643,8055
311061334,120,7,132,1508,674,76,2258,4764,500,7530
311061335,20,0,26,1307,364,38,1707,2885,273,4868
311061336,127,59,191,1827,560,66,2456,6242,872,9569
312011337,145,48,198,1214,420,64,1695,4763,959,7411
312011338,15,0,19,1635,307,53,1987,3190,1415,6594
312011339,46,8,54,674,168,21,853,1547,416,2817
312011340,32,9,46,470,159,16,644,1735,464,2847
312011341,3,3,8,2032,310,80,2420,2903,906,6237
312021342,156,24,184,2679,793,147,3615,7144,903,11658
312021343,158,15,178,517,202,17,733,1935,289,2960
312021344,34,4,39,2564,627,117,3296,5014,824,9136
312021345,0,0,0,0,0,0,0,12,0,13
312021346,52,9,61,468,162,16,646,2006,467,3116
312021347,0,0,0,58,30,3,91,290,86,464
312021348,163,26,192,1956,656,83,2691,5155,661,8515
312021349,151,17,175,823,340,46,1210,3236,557,5004
312021350,30,3,31,887,321,24,1230,2363,416,4014
312021351,58,7,67,1580,434,83,2101,3437,661,6194
312021352,107,21,132,1776,680,85,2546,5584,1158,9285
312021353,44,23,67,1216,453,49,1716,4148,750,6610
312021354,16,4,15,1171,279,55,1511,2412,345,4265
312021355,25,4,28,500,224,33,758,1685,223,2668
312021356,99,25,128,980,420,37,1443,3620,505,5572
312021357,55,18,77,1440,534,50,2024,3887,748,6659
312021358,242,19,264,912,351,39,1299,3206,555,5061
312031359,28,11,38,1829,458,82,2368,6372,1975,10714
312031360,0,0,0,0,0,0,0,0,0,0
312031361,111,50,160,1299,445,63,1800,4081,803,6684
313011362,213,57,272,1968,892,106,2970,8370,1098,12437
313011363,617,254,876,1695,1163,68,2925,11743,1522,16183
313021364,26,3,33,714,315,29,1057,1961,167,3185
313021365,330,374,710,4246,1446,233,5923,12773,2418,21114
313021366,190,79,279,3634,1149,204,4985,8947,1263,15196
313021367,28,4,30,728,293,32,1059,1877,232,3170
313021368,51,8,62,1437,490,89,2017,3954,475,6443
313021369,31,7,38,643,259,29,931,1971,301,3201
313031370,75,11,84,759,335,27,1118,2764,476,4347
313031371,98,29,125,1032,409,47,1490,3488,1597,6573
313041372,146,50,194,2470,1004,106,3583,6820,724,11127
313041373,295,205,507,3411,1396,205,5011,11021,1824,17853
313041374,25,6,36,757,393,50,1201,2550,240,3983
313041375,72,6,79,4113,1130,206,5452,7482,667,13600
313041376,20,3,18,512,190,33,740,1533,163,2435
313051377,193,56,254,1220,524,59,1803,4463,583,6845
313051378,177,52,238,1724,773,92,2587,6495,663,9745
313051379,229,120,355,1219,670,56,1946,5843,1004,8794
313051380,523,192,724,2562,1102,138,3808,8856,1174,13836
313051542,302,67,372,1592,982,83,2656,6943,838,10437
314011382,208,82,295,2971,1095,104,4173,7827,594,12592
314011383,62,6,72,4110,1240,168,5516,8202,485,14202
314011384,61,11,71,1545,611,67,2225,3905,523,6651
314011385,22,0,28,1753,422,82,2253,3546,240,6041
314011386,191,13,213,4770,1689,236,6700,10949,679,18318
314011387,78,13,91,2256,809,86,3152,5567,571,9294
314021388,231,112,346,4333,1420,233,5990,11229,1375,18594
314021389,196,34,231,3731,1060,178,4969,7500,818,13286
314021390,299,28,328,7060,1499,336,8894,11718,1272,21875
314031391,85,83,167,1912,720,94,2727,4694,565,7993
314031392,69,50,121,979,361,55,1390,3094,393,4884
314031393,50,11,62,1673,605,78,2358,4033,374,6757
314031394,120,30,150,1997,844,92,2931,6304,643,9880
315011395,0,0,0,169,190,41,397,463,42,901
315011396,28,9,46,1030,591,89,1707,3202,871,5783
315011397,8,3,6,134,41,3,179,551,146,880
315011398,7,0,9,244,206,8,460,724,57,1244
315011399,6,0,6,495,233,40,768,873,128,1768
315011400,59,14,73,666,225,35,922,2672,1517,5110
315011401,10,3,14,471,159,35,666,1444,524,2627
315011402,9,0,6,763,242,56,1060,1552,338,2954
315011403,0,0,3,781,144,45,968,1568,336,2867
315021404,12,3,17,621,322,132,1074,1966,443,3474
315021405,63,16,81,3189,921,144,4259,7757,1905,13923
315021406,14,8,18,469,131,20,617,1596,469,2687
315021407,42,7,46,482,136,7,625,1677,267,2570
315031408,71,17,90,693,220,23,939,2567,350,3853
315031409,73,21,102,655,220,21,893,2157,357,3411
315031410,26,8,37,264,99,10,361,1176,222,1765
315031411,28,8,38,374,139,16,527,1515,222,2263
315031412,69,12,76,543,172,10,719,1912,332,2964
316011413,729,105,843,2551,900,100,3549,9466,875,13886
316011414,192,44,246,2934,873,134,3944,8323,859,13125
316011415,62,10,72,2385,638,97,3121,4978,479,8582
316011416,266,83,346,1741,469,76,2287,5282,617,8187
316021417,287,43,329,1694,659,101,2457,5227,416,8096
316021418,171,30,206,973,398,38,1416,3626,357,5392
316021419,317,127,439,637,418,31,1089,4237,742,6071
316021420,388,53,447,3923,1096,172,5191,9592,928,15715
316021421,421,48,467,1627,764,55,2450,6987,669,10097
316021422,213,40,260,1218,540,64,1821,4332,403,6552
316021423,282,35,317,1490,544,48,2077,5212,542,7835
316021424,128,21,145,1361,423,50,1833,4018,470,6317
316031425,255,68,321,2620,836,84,3545,7375,898,11816
316031426,116,17,132,1752,645,67,2463,5958,581,9005
316031427,489,185,684,2228,1083,78,3391,11779,1699,16869
316031428,256,95,355,1439,707,35,2180,6940,1244,10362
316051434,143,12,152,566,241,18,826,2766,334,3926
316051435,254,52,309,1067,507,48,1622,5350,621,7598
316051437,52,9,60,1108,328,38,1471,3482,427,5376
316051438,308,219,530,1463,524,51,2041,5754,886,8683
316051543,51,3,54,666,199,24,892,2008,178,3075
316051544,146,18,159,1623,307,73,2001,2872,457,5328
316061439,166,19,182,1368,497,69,1937,4110,492,6536
316061440,191,20,220,1044,627,72,1734,5155,480,7364
