SA2_MAINCODE_2016,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
313031371,1249,917,989,1089,1075,983,798,304,123,7524,3,5,0,3,0,0,0,3,0,17,0,3,0,3,3,0,17,3,4,34,0,0,3,0,0,0,7,4,0,22,42,24,22,24,30,24,47,21,5,243,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,24,29,29,42,31,76,24,5,315,51,27,27,36,42,34,76,26,12,325,1296,947,1017,1122,1110,1013,876,331,135,7855
313041372,2811,1925,1475,1787,1896,1664,1119,487,184,13367,0,0,9,0,0,0,0,0,0,8,3,0,3,0,4,7,6,9,0,29,0,3,0,0,0,8,6,3,0,18,74,68,76,25,23,31,25,13,5,341,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,0,0,11,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,68,82,27,32,41,44,20,11,406,77,74,83,26,32,41,44,20,11,411,2891,2002,1566,1817,1929,1703,1162,512,196,13779
313041373,4472,2742,2349,2601,2776,2459,2189,1323,491,21399,3,7,0,3,3,4,7,6,0,33,5,4,0,0,4,7,7,0,0,39,0,0,4,4,4,4,9,0,0,30,101,112,100,79,79,65,43,20,7,611,0,0,0,0,0,0,3,0,0,5,0,0,0,3,0,4,0,0,0,8,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,123,104,94,91,81,63,21,15,696,112,132,108,93,92,87,71,29,15,729,4582,2873,2455,2696,2870,2544,2260,1353,499,22127
313041374,822,719,387,517,828,731,457,146,36,4627,3,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,22,26,19,11,9,9,5,3,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,24,19,7,13,8,10,3,0,117,27,24,22,7,13,8,10,3,0,120,847,742,408,521,837,739,474,147,34,4749
313041375,4837,2546,2127,2969,2560,1503,905,283,80,17817,3,0,3,3,0,0,0,0,0,13,0,4,6,0,0,3,6,0,0,19,5,3,0,3,0,0,3,4,0,18,58,81,63,54,22,25,27,11,3,339,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,68,88,73,54,25,27,43,12,4,389,69,92,79,53,25,27,43,12,4,397,4906,2637,2199,3025,2589,1531,945,295,85,18217
313041376,569,400,253,356,531,389,276,84,16,2880,0,0,0,4,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,16,14,21,4,3,10,3,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,27,4,3,10,8,6,0,90,18,18,23,5,3,10,8,6,0,96,584,419,280,361,539,403,288,87,16,2975
313051377,1375,803,854,1063,1176,1048,876,449,241,7884,3,3,0,0,0,0,0,0,0,6,0,0,0,0,9,4,8,3,0,20,0,0,0,0,0,0,3,3,0,13,31,43,34,17,19,25,17,13,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,43,36,25,20,32,34,17,0,246,35,44,36,25,20,32,36,17,0,252,1412,848,881,1083,1201,1082,913,463,244,8133
313051378,1901,1026,1144,1464,1760,1645,1355,669,224,11188,0,0,0,0,3,0,0,0,0,11,3,0,3,3,7,22,5,3,0,41,0,0,0,0,0,7,9,3,4,29,41,54,45,43,32,53,41,10,3,333,0,0,0,0,0,0,3,0,0,6,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,3,3,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,58,56,47,47,83,69,18,12,427,44,60,56,45,54,85,69,18,12,439,1947,1086,1199,1510,1814,1729,1421,693,230,11623
313051379,1333,960,921,1134,1366,1448,1341,840,334,9678,0,0,0,3,3,5,0,0,0,12,0,7,6,7,29,22,12,7,0,94,0,3,5,6,11,12,13,6,0,54,41,54,55,48,66,62,68,37,32,463,0,3,3,0,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,3,4,0,0,8,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,3,4,0,13,0,3,0,0,3,0,0,0,0,7,48,66,71,66,115,98,101,51,35,655,48,66,74,73,118,101,101,51,35,667,1377,1025,994,1210,1482,1553,1445,893,374,10345
313051380,3237,1994,1809,1961,1957,1811,1801,1213,709,16482,3,3,0,0,0,0,0,5,3,14,0,3,8,0,0,4,7,5,0,32,0,0,0,0,0,0,3,0,0,12,45,73,72,47,48,38,27,28,27,396,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,10,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,76,75,49,52,47,48,36,27,466,61,79,81,50,52,48,50,39,30,480,3292,2067,1885,2015,2012,1859,1847,1247,734,16959
313051542,1750,1171,909,1294,1835,1769,1603,851,348,11533,0,0,0,4,0,3,0,0,4,9,3,6,8,4,19,20,35,10,0,98,12,0,8,21,9,27,39,18,0,124,71,79,96,70,94,87,79,31,10,615,0,0,0,0,3,4,7,3,3,14,0,0,0,0,0,3,3,0,0,10,0,0,0,0,0,3,8,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,6,3,0,21,0,0,0,0,0,0,0,0,0,0,80,82,112,97,128,147,168,56,20,896,86,82,115,103,128,152,168,62,20,909,1831,1254,1023,1394,1961,1917,1774,915,366,12443
314011382,3149,2062,1420,2035,2443,1872,1309,635,282,15200,0,0,0,3,0,0,0,3,0,6,0,4,4,0,0,4,12,6,0,26,0,0,3,0,0,0,5,3,0,14,40,68,50,32,20,27,27,10,9,282,0,0,0,0,0,3,0,0,0,9,3,0,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,72,62,37,29,37,46,25,11,359,41,72,62,38,29,40,46,28,11,366,3193,2132,1479,2066,2471,1907,1356,658,294,15567
314011383,4507,2569,2527,2768,2587,1816,932,293,68,18066,0,3,0,0,0,0,0,0,0,5,0,3,0,0,3,3,12,0,0,27,0,0,0,0,0,0,0,3,0,11,63,79,55,36,22,40,19,18,0,338,0,0,0,0,0,0,3,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,65,85,58,41,24,54,45,22,4,399,65,90,58,41,24,56,45,22,4,400,4571,2656,2589,2813,2618,1868,975,319,74,18470
314011384,1797,847,626,1225,1351,1118,801,255,68,8087,5,0,0,0,0,0,3,0,0,16,3,0,6,4,0,3,8,0,0,24,0,0,0,0,0,0,0,3,0,8,36,41,36,23,16,18,33,10,8,212,0,0,0,0,0,0,4,0,0,4,4,0,4,0,0,3,3,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,41,44,39,26,21,29,44,17,8,266,48,44,46,24,22,28,49,17,8,279,1844,892,668,1248,1378,1142,853,265,74,8366
314011385,1916,1109,659,1274,1347,786,456,121,25,7693,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,12,31,5,3,11,10,16,0,0,80,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,31,12,3,15,16,15,3,0,106,10,37,12,7,11,16,15,3,0,108,1927,1143,666,1279,1358,798,476,119,24,7805
314011386,4945,2612,2748,3639,3214,2278,2085,657,197,22366,4,3,0,0,7,4,0,0,0,13,0,0,3,3,4,7,10,3,4,37,0,3,3,3,3,3,11,3,0,37,68,90,59,49,37,41,40,22,16,423,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,4,0,10,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,99,72,58,46,59,62,28,22,520,80,99,72,58,48,64,62,29,22,532,5027,2712,2821,3700,3259,2341,2139,688,217,22900
314011387,2405,1390,636,1570,2071,1619,1049,352,84,11172,0,3,0,0,0,0,0,0,0,4,0,0,3,0,0,4,9,5,0,25,0,0,3,0,3,4,8,0,0,17,34,48,36,18,21,27,31,8,8,223,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,29,44,36,22,23,36,55,11,8,286,34,49,40,22,23,36,55,11,8,288,2439,1444,674,1591,2090,1656,1105,364,93,11461
314021388,5177,3068,3787,3139,2727,2287,1677,721,324,22916,0,3,3,0,3,0,0,0,0,12,3,4,6,3,3,10,7,3,0,40,0,0,0,4,3,6,9,3,3,42,153,128,115,79,57,55,37,14,8,641,0,0,0,0,0,6,5,0,0,13,0,0,0,0,0,4,3,0,0,11,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,133,123,88,74,89,70,20,8,763,153,135,120,88,77,88,69,22,8,777,5332,3207,3910,3229,2811,2376,1744,743,339,23688
314021389,4130,2234,3027,2384,1886,1411,1027,469,224,16796,3,0,0,4,0,3,0,0,0,10,0,3,0,0,0,12,5,0,0,24,0,0,0,0,0,3,4,4,0,14,53,86,68,28,28,24,15,11,3,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,5,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,55,96,71,32,31,36,24,17,7,377,57,99,73,37,37,38,24,17,5,391,4188,2334,3093,2421,1920,1448,1051,492,233,17183
314021390,8054,3680,4400,5081,3592,1820,1397,638,313,28971,3,0,3,0,0,0,0,0,0,12,0,3,0,3,3,14,13,4,0,45,3,3,4,9,0,6,13,4,0,42,82,80,84,47,38,31,30,14,15,417,0,0,0,0,4,0,5,0,0,9,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,3,3,0,8,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,83,90,93,59,43,68,65,26,15,540,88,94,97,56,46,66,70,27,15,551,8138,3771,4497,5137,3636,1888,1463,665,330,29524
314031391,2197,1261,1481,1383,1157,1125,765,300,162,9827,3,0,0,0,0,0,0,0,0,4,0,3,7,3,0,3,5,0,0,13,0,0,0,0,0,3,3,0,0,6,26,51,39,37,30,29,14,5,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,26,56,42,43,35,32,23,8,0,263,25,56,45,42,35,36,23,8,0,272,2218,1319,1527,1419,1195,1162,788,308,161,10099
314031392,1093,769,836,799,768,602,511,254,113,5747,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,9,3,5,0,0,0,4,3,0,0,9,26,31,15,13,18,16,9,5,0,131,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,37,24,21,18,21,19,10,0,161,24,38,24,21,19,21,19,10,0,167,1121,806,857,815,787,622,526,265,116,5911
314031393,1876,997,1057,1289,1175,1035,612,198,59,8297,0,3,0,0,3,0,0,0,0,8,0,0,0,0,0,3,3,0,0,10,0,0,0,0,0,3,3,0,0,9,26,37,31,24,21,11,13,10,0,167,0,0,3,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,30,35,37,28,20,20,25,8,3,204,31,36,37,26,23,24,25,8,3,214,1912,1037,1093,1317,1201,1059,632,213,61,8508
314031394,2323,1547,1794,1648,1428,1315,1125,428,132,11738,0,3,0,0,0,0,0,0,0,10,0,0,0,4,0,3,5,3,0,13,0,0,0,0,0,0,3,0,0,9,36,66,49,41,33,28,46,8,4,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,69,55,44,34,31,59,17,4,342,43,71,56,47,36,31,61,15,4,356,2367,1617,1847,1691,1464,1341,1180,443,141,12092
315011395,333,184,187,161,155,95,37,10,3,1166,4,4,6,4,10,3,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,13,20,22,12,4,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,16,18,21,12,4,0,0,78,5,16,18,23,31,12,3,3,0,117,345,196,201,184,189,105,45,9,0,1282
315011396,1650,975,950,818,879,906,566,163,44,6945,14,10,6,14,9,5,0,0,0,59,51,22,80,44,61,138,122,13,3,533,10,12,20,25,38,101,97,24,0,318,100,101,262,224,229,304,198,25,3,1460,3,8,3,4,12,33,59,10,0,125,9,6,9,10,13,23,24,9,0,109,0,0,4,0,0,16,9,0,0,34,3,5,8,5,8,0,3,0,0,28,0,4,0,6,0,11,0,0,0,23,0,0,0,0,0,0,0,0,0,0,174,156,386,316,356,622,521,88,8,2624,191,159,391,329,367,628,519,88,8,2686,1841,1138,1345,1152,1243,1535,1082,255,54,9629
315011397,198,71,137,106,149,160,119,43,6,985,0,0,0,0,3,0,0,0,0,3,0,8,9,3,3,31,88,11,0,150,4,0,0,0,13,24,46,3,0,99,7,21,33,15,50,76,92,6,0,302,0,0,0,0,4,0,11,0,0,14,0,0,4,0,0,3,12,4,0,25,0,0,0,0,3,0,17,0,0,22,3,3,0,3,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,16,33,40,23,73,144,264,28,0,624,16,32,40,23,78,146,264,28,0,628,206,102,178,129,226,303,381,74,6,1609
315011398,419,235,245,243,218,156,65,12,9,1609,3,0,3,0,0,0,0,0,0,12,0,0,0,5,3,0,4,0,0,15,0,0,0,0,0,3,0,0,0,7,5,11,18,12,26,20,3,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,18,23,32,30,6,0,0,126,10,12,23,26,33,29,6,0,0,135,424,250,263,268,251,184,75,12,9,1746
315011399,982,450,387,284,255,168,76,15,6,2614,14,11,0,5,5,6,0,0,0,42,9,3,19,0,7,38,28,3,3,110,11,4,14,6,12,31,46,3,0,134,45,23,51,33,47,47,23,7,0,275,0,0,0,0,3,4,5,0,0,21,0,0,3,0,0,4,3,3,0,15,0,0,0,0,4,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,11,0,0,0,0,0,0,0,0,0,0,69,33,84,50,69,138,112,16,3,572,82,47,87,53,80,141,112,16,3,612,1066,493,468,340,330,308,187,27,4,3223
315011400,836,654,655,752,902,883,616,277,68,5652,6,3,4,3,0,0,0,0,0,19,9,3,3,5,0,24,24,7,3,79,3,0,4,0,10,27,24,9,0,80,23,41,39,21,46,58,46,14,0,288,0,0,0,0,0,13,7,8,0,26,0,0,0,0,4,13,21,7,0,34,0,0,0,0,0,6,8,6,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,47,50,31,62,132,130,41,5,528,36,49,53,31,57,133,129,43,5,551,879,707,710,783,966,1012,743,319,74,6202
315011401,871,504,558,438,353,299,116,43,15,3199,47,16,15,4,6,3,0,0,0,86,3,3,9,6,5,7,7,0,0,46,12,0,20,5,8,26,9,0,0,85,57,58,71,50,75,71,33,3,3,422,0,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,72,64,110,61,97,110,52,4,3,569,115,80,122,66,99,108,53,4,3,651,989,583,680,503,452,410,169,45,15,3852
315011402,1440,633,644,455,391,332,140,46,10,4084,18,10,11,3,3,0,0,0,0,47,0,0,0,3,0,0,0,0,0,7,0,3,0,0,3,0,0,0,0,6,61,79,59,39,34,29,16,5,0,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,63,82,65,40,43,28,16,5,0,338,86,91,75,45,42,28,14,5,0,388,1527,723,720,503,431,354,152,49,10,4464
315011403,996,391,667,643,563,277,76,12,3,3630,3,3,3,0,0,0,0,0,0,10,3,0,14,6,23,30,15,12,0,105,0,3,10,0,24,32,7,3,0,73,35,38,90,73,118,89,41,5,0,500,7,0,3,10,3,10,6,0,0,33,0,3,3,0,3,11,0,0,0,22,0,0,0,3,3,3,0,0,0,9,0,0,3,0,0,0,0,0,0,9,3,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,48,48,119,94,175,169,71,20,3,752,53,48,125,99,175,170,71,20,3,762,1044,443,785,737,742,451,151,28,7,4390
315021404,1267,632,648,553,534,435,280,93,9,4452,11,8,8,7,7,5,3,0,0,48,27,10,9,15,24,100,179,64,3,429,4,0,15,6,8,101,237,53,3,429,73,91,96,64,107,182,197,50,0,869,0,0,0,3,11,25,70,16,0,120,8,0,0,3,0,23,22,4,0,58,0,0,0,0,6,12,10,3,0,36,9,3,3,6,4,3,0,0,0,23,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,111,102,123,92,170,451,727,191,13,1974,126,115,131,98,174,460,729,191,13,2027,1395,745,777,657,700,892,1003,282,22,6483
315021405,4217,2257,3253,2423,2295,1519,789,295,68,17114,5,0,7,6,6,8,0,0,0,36,10,3,11,10,24,49,56,17,3,188,0,5,8,9,11,22,34,9,0,106,106,153,176,175,186,201,123,36,3,1172,3,3,12,4,5,6,12,3,0,44,0,0,0,3,0,4,6,4,0,18,0,3,0,0,0,0,9,0,0,11,8,6,9,3,3,3,3,3,0,32,0,0,3,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,131,174,224,201,230,291,248,78,11,1581,139,177,227,210,236,298,245,76,8,1622,4357,2438,3478,2631,2529,1812,1036,373,81,18733
315021406,633,351,554,416,455,405,220,66,18,3121,0,8,7,0,0,3,0,0,0,15,14,11,31,18,25,65,139,19,0,314,7,3,9,6,19,55,92,17,0,215,37,93,204,283,241,226,155,39,7,1284,0,3,3,5,3,38,38,3,0,95,3,0,13,16,14,20,19,4,0,91,3,0,4,0,3,6,35,4,0,50,0,3,0,0,3,0,0,0,0,9,0,0,0,0,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,64,115,262,333,310,417,474,82,11,2066,63,122,268,336,313,418,474,82,11,2085,696,475,818,755,762,826,693,146,28,5204
315021407,523,291,388,335,410,394,309,132,41,2821,7,0,3,3,0,6,3,0,0,23,0,4,13,9,6,25,45,10,0,115,4,0,3,3,10,28,56,9,0,116,18,71,190,176,175,164,111,11,0,926,0,0,0,3,0,7,15,0,0,34,0,0,5,4,5,13,14,0,3,39,0,0,0,0,0,4,10,3,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,9,0,0,5,0,0,0,0,0,0,0,0,0,0,26,80,209,194,203,252,258,35,3,1251,33,86,218,193,198,251,262,35,3,1279,552,373,608,524,614,645,568,165,49,4098
315031408,850,351,488,490,603,632,493,274,81,4261,3,4,0,3,7,0,5,0,0,25,5,3,7,4,12,39,89,20,3,178,0,0,0,3,6,45,107,33,0,195,22,63,48,42,81,98,89,24,3,476,0,0,0,0,0,13,24,10,0,45,0,0,0,0,0,3,12,4,0,15,0,0,0,0,0,3,15,0,0,18,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,31,70,61,48,97,200,340,84,9,945,37,71,61,52,108,199,342,89,9,968,887,422,548,538,713,832,842,360,91,5233
