SA2_MAINCODE_2016,A0_14_SEO_B00,A0_14_SEO_00_05,A0_14_SEO_06_10,A0_14_SEO_11,A0_14_SEO_12,A0_14_SEO_13,A0_14_SEO_14,A0_14_SEO_15,A0_14_SEO_16,A0_14_SEO_YNS,A0_14_SEO_T,A0_14_SOLSE_VWW_B00,A0_14_SOLSE_VWW_00_05,A0_14_SOLSE_VWW_06_10,A0_14_SOLSE_VWW_11,A0_14_SOLSE_VWW_12,A0_14_SOLSE_VWW_13,A0_14_SOLSE_VWW_14,A0_14_SOLSE_VWW_15,A0_14_SOLSE_VWW_16,A0_14_SOLSE_VWW_YNS,A0_14_SOLSE_VWW_T,A0_14_SOLSE_NWNAA_B00,A0_14_SOLSE_NWNAA_00_05,A0_14_SOLSE_NWNAA_06_10,A0_14_SOLSE_NWNAA_11,A0_14_SOLSE_NWNAA_12,A0_14_SOLSE_NWNAA_13,A0_14_SOLSE_NWNAA_14,A0_14_SOLSE_NWNAA_15,A0_14_SOLSE_NWNAA_16,A0_14_SOLSE_NWNAA_YNS,A0_14_SOLSE_NWNAA_T,A0_14_SOLSE_PinE_NS_B00,A0_14_SOLSE_PinE_NS_00_05,A0_14_SOLSE_PinE_NS_06_10,A0_14_SOLSE_PinE_NS_11,A0_14_SOLSE_PinE_NS_12,A0_14_SOLSE_PinE_NS_13,A0_14_SOLSE_PinE_NS_14,A0_14_SOLSE_PinE_NS_15,A0_14_SOLSE_PinE_NS_16,A0_14_SOLSE_PinE_NS_YNS,A0_14_SOLSE_PinE_NS_T,A0_14_SOLSE_T_B00,A0_14_SOLSE_T_00_05,A0_14_SOLSE_T_06_10,A0_14_SOLSE_T_11,A0_14_SOLSE_T_12,A0_14_SOLSE_T_13,A0_14_SOLSE_T_14,A0_14_SOLSE_T_15,A0_14_SOLSE_T_16,A0_14_SOLSE_T_YNS,A0_14_SOLSE_T_T,A0_14_L_PinE_NS_B00,A0_14_L_PinE_NS_00_05,A0_14_L_PinE_NS_06_10,A0_14_L_PinE_NS_11,A0_14_L_PinE_NS_12,A0_14_L_PinE_NS_13,A0_14_L_PinE_NS_14,A0_14_L_PinE_NS_15,A0_14_L_PinE_NS_16,A0_14_L_PinE_NS_YNS,A0_14_L_PinE_NS_T,A0_14_T_B00,A0_14_T_00_05,A0_14_T_06_10,A0_14_T_11,A0_14_T_12,A0_14_T_13,A0_14_T_14,A0_14_T_15,A0_14_T_16,A0_14_T_YNS,A0_14_T_T,A15_24_SEO_B00,A15_24_SEO_00_05,A15_24_SEO_06_10,A15_24_SEO_11,A15_24_SEO_12,A15_24_SEO_13,A15_24_SEO_14,A15_24_SEO_15,A15_24_SEO_16,A15_24_SEO_YNS,A15_24_SEO_T,A15_24_SOLSE_VWW_B00,A15_24_SOLSE_VWW_00_05,A15_24_SOLSE_VWW_06_10,A15_24_SOLSE_VWW_11,A15_24_SOLSE_VWW_12,A15_24_SOLSE_VWW_13,A15_24_SOLSE_VWW_14,A15_24_SOLSE_VWW_15,A15_24_SOLSE_VWW_16,A15_24_SOLSE_VWW_YNS,A15_24_SOLSE_VWW_T,A15_24_SOLSE_NWNAA_B00,A15_24_SOLSE_NWNAA_00_05,A15_24_SOLSE_NWNAA_06_10,A15_24_SOLSE_NWNAA_11,A15_24_SOLSE_NWNAA_12,A15_24_SOLSE_NWNAA_13,A15_24_SOLSE_NWNAA_14,A15_24_SOLSE_NWNAA_15,A15_24_SOLSE_NWNAA_16,A15_24_SOLSE_NWNAA_YNS,A15_24_SOLSE_NWNAA_T,A15_24_SOLSE_PinE_NS_B00,A15_24_SOLSE_PinE_NS_00_05,A15_24_SOLSE_PinE_NS_06_10,A15_24_SOLSE_PinE_NS_11,A15_24_SOLSE_PinE_NS_12,A15_24_SOLSE_PinE_NS_13,A15_24_SOLSE_PinE_NS_14,A15_24_SOLSE_PinE_NS_15,A15_24_SOLSE_PinE_NS_16,A15_24_SOLSE_PinE_NS_YNS,A15_24_SOLSE_PinE_NS_T,A15_24_SOLSE_T_B00,A15_24_SOLSE_T_00_05,A15_24_SOLSE_T_06_10,A15_24_SOLSE_T_11,A15_24_SOLSE_T_12,A15_24_SOLSE_T_13,A15_24_SOLSE_T_14,A15_24_SOLSE_T_15,A15_24_SOLSE_T_16,A15_24_SOLSE_T_YNS,A15_24_SOLSE_T_T,A15_24_L_PinE_NS_B00,A15_24_L_PinE_NS_00_05,A15_24_L_PinE_NS_06_10,A15_24_L_PinE_NS_11,A15_24_L_PinE_NS_12,A15_24_L_PinE_NS_13,A15_24_L_PinE_NS_14,A15_24_L_PinE_NS_15,A15_24_L_PinE_NS_16,A15_24_L_PinE_NS_YNS,A15_24_L_PinE_NS_T,A15_24_T_B00,A15_24_T_00_05,A15_24_T_06_10,A15_24_T_11,A15_24_T_12,A15_24_T_13,A15_24_T_14,A15_24_T_15,A15_24_T_16,A15_24_T_YNS,A15_24_T_T,A25_34_SEO_B00,A25_34_SEO_00_05,A25_34_SEO_06_10,A25_34_SEO_11,A25_34_SEO_12,A25_34_SEO_13,A25_34_SEO_14,A25_34_SEO_15,A25_34_SEO_16,A25_34_SEO_YNS,A25_34_SEO_T,A25_34_SOLSE_VWW_B00,A25_34_SOLSE_VWW_00_05,A25_34_SOLSE_VWW_06_10,A25_34_SOLSE_VWW_11,A25_34_SOLSE_VWW_12,A25_34_SOLSE_VWW_13,A25_34_SOLSE_VWW_14,A25_34_SOLSE_VWW_15,A25_34_SOLSE_VWW_16,A25_34_SOLSE_VWW_YNS,A25_34_SOLSE_VWW_T,A25_34_SOLSE_NWNAA_B00,A25_34_SOLSE_NWNAA_00_05,A25_34_SOLSE_NWNAA_06_10,A25_34_SOLSE_NWNAA_11,A25_34_SOLSE_NWNAA_12,A25_34_SOLSE_NWNAA_13,A25_34_SOLSE_NWNAA_14,A25_34_SOLSE_NWNAA_15,A25_34_SOLSE_NWNAA_16,A25_34_SOLSE_NWNAA_YNS,A25_34_SOLSE_NWNAA_T,A25_34_SOLSE_PinE_NS_B00,A25_34_SOLSE_PinE_NS_00_05,A25_34_SOLSE_PinE_NS_06_10,A25_34_SOLSE_PinE_NS_11,A25_34_SOLSE_PinE_NS_12,A25_34_SOLSE_PinE_NS_13,A25_34_SOLSE_PinE_NS_14,A25_34_SOLSE_PinE_NS_15,A25_34_SOLSE_PinE_NS_16,A25_34_SOLSE_PinE_NS_YNS,A25_34_SOLSE_PinE_NS_T,A25_34_SOLSE_T_B00,A25_34_SOLSE_T_00_05
311031311,..,7,48,0,13,11,4,8,5,5,108,..,6,23,3,15,0,9,7,5,0,76,..,0,0,0,4,0,3,0,0,0,11,..,0,0,0,0,0,0,0,0,0,0,..,6,27,3,14,0,11,13,6,3,80,..,0,0,0,0,0,0,0,0,0,3,..,7,75,3,29,9,11,20,14,13,192,19,29,45,10,10,4,6,3,3,3,125,16,24,45,0,4,0,8,3,7,0,114,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,24,45,0,4,0,8,4,7,0,115,0,0,0,0,0,0,0,0,0,3,3,33,56,87,12,10,3,19,11,8,3,247,65,29,50,14,14,9,4,7,3,6,191,45,31,57,7,7,13,12,15,7,3,204,3,0,5,3,0,3,0,4,3,0,21,0,0,0,0,0,0,0,0,0,0,0,51,31
311031312,..,13,41,14,11,9,17,10,3,0,112,..,3,31,10,20,18,7,8,8,3,104,..,0,0,0,0,3,3,3,3,0,15,..,0,0,0,0,0,0,0,0,0,0,..,5,31,10,18,18,11,10,9,3,125,..,0,0,0,0,0,0,0,0,0,0,..,15,75,17,34,27,24,21,17,4,243,11,31,45,12,6,5,10,4,0,4,135,10,25,43,6,9,7,13,11,4,10,146,0,0,3,0,0,0,5,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,10,25,45,6,13,7,12,14,10,10,163,0,0,0,0,0,0,0,0,0,0,0,20,59,94,24,14,13,19,21,14,15,291,63,20,51,11,5,13,17,4,0,7,192,77,45,129,13,15,16,19,12,9,4,340,0,0,6,0,0,3,3,0,3,3,27,0,0,0,0,0,0,0,0,0,0,0,77,43
311031313,..,3,8,3,5,7,0,6,0,0,48,..,0,12,8,4,9,6,0,0,0,37,..,0,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,8,8,4,9,4,0,0,0,44,..,0,0,0,0,0,0,0,0,0,0,..,7,20,10,9,21,3,9,0,0,86,13,17,19,4,3,5,0,3,0,3,71,10,3,8,0,4,0,4,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,8,3,4,0,4,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,21,24,24,5,4,7,3,5,0,3,100,33,10,23,3,9,8,0,7,8,3,91,20,8,11,3,7,8,0,0,0,0,66,0,0,3,0,0,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,20,8
311031314,..,17,80,12,42,22,10,11,9,15,212,..,4,79,8,5,25,9,11,0,3,158,..,0,0,0,0,3,0,7,4,3,18,..,0,0,0,0,0,0,0,0,0,0,..,5,82,8,5,33,9,21,3,8,173,..,0,0,0,0,0,0,0,0,0,3,..,23,162,20,47,52,19,31,13,18,392,28,57,74,8,18,16,8,7,4,8,227,28,38,90,9,12,22,3,4,6,7,225,0,0,5,3,3,3,0,4,3,0,23,4,4,0,0,0,0,0,0,0,0,6,35,46,94,8,16,24,3,9,9,7,253,0,0,0,0,0,0,0,0,0,0,0,65,102,169,16,27,40,14,13,13,14,482,78,50,57,14,19,8,10,7,4,6,255,76,42,86,5,12,24,4,15,11,4,282,0,0,20,0,4,3,0,3,0,0,32,3,0,0,0,0,0,0,0,0,0,5,78,44
311031315,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311031316,..,8,36,12,17,8,20,12,0,6,106,..,3,23,3,4,11,4,9,3,8,57,..,0,0,0,0,0,0,3,0,0,4,..,0,0,0,0,0,3,0,0,0,4,..,3,23,3,4,12,3,7,3,5,62,..,0,0,0,0,0,0,0,0,0,0,..,8,60,15,16,12,24,14,5,14,169,25,43,36,13,4,5,4,10,3,5,144,19,15,32,0,0,6,9,8,0,0,89,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,18,18,32,0,0,9,6,5,0,0,97,0,0,0,0,0,0,0,0,0,0,0,44,62,68,17,10,14,12,14,3,6,240,55,35,28,3,9,5,3,6,0,3,158,46,13,50,9,6,5,11,0,5,0,158,0,0,3,0,0,3,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,46,13
311031317,..,21,112,27,31,35,24,18,10,15,301,..,23,104,16,26,37,32,27,10,10,279,..,0,4,0,0,0,6,3,13,0,26,..,0,0,0,0,0,0,0,0,0,0,..,23,108,16,26,37,34,31,19,10,304,..,0,0,0,0,0,0,0,0,3,4,..,43,222,43,58,75,58,50,33,26,606,46,86,81,3,29,15,9,18,3,19,311,44,83,135,29,15,23,16,19,4,12,381,0,3,3,0,3,0,4,0,0,0,21,0,3,3,0,0,0,0,0,0,0,3,44,87,146,25,17,29,20,15,5,13,411,0,0,0,0,0,0,0,0,0,0,3,89,173,229,30,48,39,35,37,16,29,728,111,47,108,28,24,14,12,8,9,12,367,95,87,145,35,39,35,20,15,3,11,478,0,11,29,6,8,7,11,10,3,0,92,0,0,4,0,0,0,0,0,0,0,9,99,95
311031318,..,3,3,0,0,0,3,3,0,0,22,..,3,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,3,0,7,..,0,0,0,0,0,0,0,0,0,0,..,5,4,0,3,0,3,3,3,0,27,7,12,6,0,0,3,0,0,3,0,30,6,5,0,0,0,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,5,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,13,12,8,0,0,3,4,3,3,3,50,19,0,7,0,0,0,0,0,0,0,31,20,10,7,3,0,3,0,0,0,0,46,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,21,7
311031319,..,18,80,18,26,12,11,7,3,16,192,..,12,52,4,15,12,7,0,10,9,119,..,0,0,0,3,6,4,3,0,0,16,..,0,0,0,0,0,0,0,0,0,0,..,12,52,7,19,16,11,4,10,7,136,..,0,0,0,0,0,0,0,0,0,0,..,28,136,25,40,27,23,13,8,23,329,52,78,73,9,8,12,7,3,5,11,264,33,76,90,7,7,15,7,7,0,6,245,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,4,39,71,91,7,7,12,11,10,0,8,265,0,0,0,0,0,0,0,0,0,0,0,90,154,160,17,17,27,16,18,13,21,526,120,46,73,22,25,5,4,10,4,12,320,117,59,154,12,19,20,14,14,3,3,422,0,0,7,8,4,0,3,0,0,0,34,3,0,0,0,0,0,0,0,0,0,3,125,61
311041320,..,13,37,4,11,3,0,0,0,0,67,..,0,6,3,0,0,0,0,0,3,11,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,6,3,0,0,0,0,0,3,11,..,0,0,0,0,0,0,0,0,0,0,..,10,45,6,11,3,0,0,0,3,82,20,44,39,5,3,4,0,4,0,3,135,13,6,12,3,6,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,13,4,12,3,6,0,0,0,0,3,44,0,0,0,0,0,0,0,0,0,0,0,35,50,52,14,13,4,3,4,0,7,173,63,14,30,3,3,6,0,0,0,3,124,35,10,9,0,0,4,0,0,0,3,69,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,38,15
311041321,..,29,81,10,19,17,16,3,4,4,182,..,3,15,5,9,0,3,4,0,0,43,..,0,0,3,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,3,15,10,9,0,3,4,0,0,48,..,0,0,0,0,0,0,0,0,0,0,..,27,101,18,25,22,22,7,4,3,226,39,103,79,13,10,12,7,6,8,7,274,8,11,17,4,3,4,6,9,10,0,79,0,0,0,0,0,0,3,0,3,8,16,0,0,0,0,0,0,0,0,0,0,0,8,11,17,4,7,3,13,11,7,3,89,0,0,0,0,0,0,0,0,0,0,0,50,117,90,17,10,13,14,19,17,12,367,153,55,69,19,20,10,13,0,3,18,359,41,21,47,7,4,4,4,3,0,5,143,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,41,21
311041322,..,3,11,0,0,0,0,0,0,0,19,..,0,0,3,3,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,3,3,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,0,..,3,11,3,3,0,0,0,0,0,20,9,14,10,0,0,0,3,0,0,0,39,5,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,14,14,13,0,3,0,4,0,0,0,56,34,9,14,0,0,3,0,0,0,9,65,11,0,3,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
311051323,..,4,40,16,3,18,16,13,5,9,118,..,5,24,9,10,11,3,5,4,7,77,..,0,0,0,0,3,0,0,5,0,12,..,0,0,0,0,0,0,0,0,0,0,..,5,24,9,10,13,3,5,11,5,83,..,0,0,0,0,0,0,0,0,0,0,..,6,66,22,8,27,19,15,18,13,204,38,29,37,7,4,6,4,17,3,7,146,4,23,21,4,4,4,15,7,3,0,97,0,0,0,0,0,0,0,3,8,4,16,0,3,0,0,0,0,0,0,0,0,3,4,28,20,8,4,4,15,8,12,3,111,0,0,0,0,0,0,0,0,0,0,0,41,60,56,11,10,8,22,22,14,9,255,85,40,49,11,16,8,11,3,0,4,233,29,38,76,14,23,11,4,7,7,3,218,0,0,3,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,3,28,38
311051324,..,9,35,11,6,6,3,0,0,3,74,..,3,3,0,0,6,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,3,3,0,0,7,0,3,0,0,20,..,0,0,0,0,0,0,0,0,0,0,..,16,36,12,6,8,3,3,3,3,93,28,26,29,3,4,3,3,5,0,3,107,4,3,4,6,0,0,0,0,4,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,6,0,0,0,0,4,0,24,0,0,0,0,0,0,0,0,0,0,0,29,33,37,5,8,3,5,5,4,6,138,52,19,13,3,0,3,0,0,0,3,101,13,5,12,0,0,3,0,3,0,4,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5
311051325,..,11,51,5,16,4,7,8,3,9,107,..,3,17,0,7,3,4,0,0,3,38,..,0,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,0,..,3,17,0,7,0,3,0,0,3,37,..,0,0,0,0,0,0,0,0,0,3,..,11,60,9,20,9,14,9,4,9,151,20,48,53,3,4,6,3,13,3,6,166,11,24,17,0,3,9,3,8,5,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,24,17,0,3,7,3,9,5,0,80,0,0,0,0,0,0,0,0,0,0,0,32,73,73,3,4,17,6,21,9,6,245,112,54,62,5,7,0,8,3,5,0,258,27,24,55,10,7,9,0,3,3,3,134,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,27,28
311051326,..,9,56,14,10,9,3,12,3,11,138,..,10,40,14,6,14,27,4,10,15,130,..,0,3,0,0,7,3,0,28,15,52,..,0,0,0,0,0,0,0,0,0,0,..,10,40,14,6,20,24,3,38,26,188,..,0,0,0,0,0,0,0,0,0,3,..,24,97,23,23,33,35,22,43,39,325,35,62,61,6,12,12,7,12,3,6,217,5,42,73,18,12,40,30,24,11,9,268,0,0,3,0,4,5,0,0,10,3,35,0,0,0,0,0,0,0,0,0,0,0,5,43,78,18,20,46,36,26,19,14,301,0,0,0,0,0,0,0,0,0,0,0,36,108,144,19,28,56,44,34,25,18,514,76,37,46,20,22,3,5,13,3,12,228,63,51,129,30,18,23,33,11,18,12,377,0,3,9,6,4,3,6,5,11,5,47,0,0,0,0,0,0,0,0,0,0,7,63,55
311051327,..,8,39,10,14,11,4,8,3,8,106,..,0,19,6,3,8,5,3,0,5,48,..,0,0,0,0,0,3,7,3,0,12,..,0,0,0,0,0,0,0,0,0,0,..,0,19,9,3,8,5,4,7,5,55,..,0,0,0,0,0,0,0,0,0,0,..,11,56,21,15,19,13,12,5,12,164,37,77,47,3,8,3,6,5,0,7,190,10,28,35,8,5,13,11,9,3,0,120,0,0,0,0,0,0,0,4,3,0,7,0,0,0,0,0,0,0,0,0,0,0,10,28,31,8,5,13,14,13,4,0,133,0,0,0,0,0,0,0,0,0,0,0,52,104,81,7,14,13,17,21,8,5,324,81,33,39,11,15,7,3,3,5,4,205,25,28,52,9,4,12,3,4,3,5,149,0,3,7,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,25,33
311051328,..,4,35,8,17,10,5,5,0,3,98,..,0,25,9,3,16,3,11,0,0,68,..,0,0,0,0,0,0,0,12,0,10,..,0,0,0,0,0,0,0,0,0,0,..,0,25,9,3,15,3,11,12,4,81,..,0,0,0,0,0,0,0,0,0,0,..,5,54,16,25,27,10,16,11,7,178,12,20,33,3,13,12,4,3,0,0,113,5,35,35,12,0,14,0,3,0,3,107,0,0,0,0,0,0,0,0,5,3,8,0,0,0,0,0,0,0,0,0,0,0,5,35,35,12,4,13,0,3,10,7,121,0,0,0,0,0,0,0,0,0,0,0,18,61,66,16,14,28,8,8,9,10,235,37,17,33,4,20,8,4,0,0,4,133,42,36,40,10,8,19,6,8,3,3,172,0,4,3,3,0,6,0,0,6,3,28,0,0,0,0,0,0,0,0,0,0,6,42,38
311061329,..,12,27,9,12,3,10,8,8,4,89,..,4,24,4,4,8,3,10,5,0,61,..,0,0,0,0,4,0,5,0,0,7,..,0,0,0,0,0,0,0,0,0,0,..,4,23,4,6,10,3,13,5,0,68,..,0,0,0,0,0,0,0,0,0,0,..,14,51,10,14,14,9,21,11,4,160,19,47,18,3,6,3,0,7,3,3,111,5,28,26,0,7,16,8,5,5,0,101,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,5,28,26,0,7,16,8,8,9,0,107,0,0,0,0,0,0,0,0,0,0,0,25,81,41,8,12,14,8,13,8,3,215,47,31,28,4,9,5,0,0,0,4,122,19,31,52,7,9,11,6,8,4,3,150,0,0,3,0,4,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,19,31
311061330,..,20,49,16,8,15,10,6,9,22,145,..,8,52,22,11,33,21,12,16,6,186,..,0,3,3,3,8,8,6,13,6,63,..,0,0,0,0,0,0,0,0,0,0,..,8,57,30,14,39,27,20,31,12,255,..,0,0,0,0,0,0,0,0,0,0,..,27,103,48,22,55,40,30,39,35,393,27,57,50,8,8,9,12,12,5,7,189,20,66,93,19,32,16,8,14,12,5,302,0,0,7,8,3,9,6,11,11,0,54,0,0,0,3,0,0,0,0,0,0,4,20,66,96,32,40,28,18,22,19,5,360,0,0,0,0,0,0,0,0,0,0,0,47,126,145,42,45,35,33,30,28,16,547,68,30,35,8,4,4,7,5,3,7,175,67,32,88,19,29,32,18,15,3,7,311,0,4,12,10,12,19,11,3,3,4,74,0,0,0,0,0,0,0,0,0,0,6,67,38
311061331,..,4,19,0,12,14,0,4,3,3,66,..,6,56,16,31,47,22,13,11,6,206,..,0,3,0,3,17,17,15,23,10,88,..,0,3,0,0,0,0,0,0,0,3,..,6,60,16,35,64,33,34,35,17,300,..,0,0,0,0,0,0,0,0,0,0,..,6,79,15,43,85,39,36,38,25,373,28,32,18,0,5,8,3,0,4,10,114,14,28,86,34,17,51,18,23,7,16,283,0,0,4,0,0,14,6,4,7,4,54,0,3,0,4,0,0,0,0,0,0,10,19,29,96,36,16,62,21,23,17,16,344,0,0,0,0,0,0,0,0,0,0,0,40,65,115,38,24,73,32,26,20,26,458,23,15,18,0,3,0,3,3,8,3,80,31,28,47,11,31,33,13,14,10,8,222,0,3,33,8,23,48,16,19,14,3,162,0,0,0,0,0,4,0,0,0,0,3,31,32
311061332,..,16,34,10,23,13,3,9,3,7,120,..,4,33,9,6,5,6,0,0,3,67,..,0,0,0,0,0,3,3,0,0,6,..,0,0,0,0,0,0,0,0,0,0,..,4,34,8,6,4,11,3,0,3,80,..,0,0,0,0,0,0,0,0,3,3,..,17,65,20,26,21,12,12,3,18,195,28,58,41,3,0,6,3,7,3,4,156,16,29,56,7,6,4,11,12,8,5,147,0,0,0,0,0,6,4,0,7,0,19,0,0,0,0,0,0,0,0,0,0,0,16,30,56,12,6,15,11,16,14,5,168,0,0,0,0,0,0,0,0,0,0,0,44,84,96,10,5,14,20,23,11,13,327,123,41,58,10,15,9,6,10,3,7,280,59,36,151,25,20,12,15,12,3,6,349,0,0,17,3,6,6,3,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,60,35
311061333,..,14,47,17,12,15,11,5,5,9,137,..,11,39,7,10,56,23,14,4,0,163,..,0,0,0,0,5,4,13,5,7,34,..,0,0,0,0,0,0,0,0,0,0,..,11,39,7,7,58,33,23,9,9,201,..,0,0,0,0,0,0,0,0,3,3,..,28,89,23,22,77,38,36,17,24,341,27,71,52,13,8,17,0,0,3,3,201,18,41,71,14,20,28,35,12,3,13,244,0,0,3,0,0,0,3,3,3,0,19,0,0,0,0,0,0,0,0,0,0,0,18,38,79,14,20,31,37,14,5,9,267,0,0,0,0,0,0,0,0,0,3,5,50,112,124,24,31,45,45,13,8,19,467,82,23,44,12,6,9,3,8,3,5,194,62,47,121,11,20,20,29,14,7,7,350,0,3,8,3,6,9,3,7,0,4,47,0,0,3,0,0,0,0,0,0,0,4,59,50
311061334,..,4,31,11,9,6,16,4,3,3,93,..,3,24,3,3,14,9,14,0,3,72,..,0,0,0,0,3,0,5,7,3,17,..,0,0,0,0,0,0,0,0,0,0,..,3,25,3,3,13,9,15,11,7,97,..,0,0,0,0,0,0,0,0,0,0,..,9,57,11,14,22,23,24,16,4,185,28,52,46,7,4,3,5,11,3,5,166,12,18,30,7,0,5,6,10,5,5,96,0,0,0,3,0,3,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,12,18,32,6,0,9,6,8,11,5,104,0,0,0,0,0,0,0,0,0,0,0,36,69,73,14,10,18,18,21,12,6,264,78,38,48,17,10,3,6,8,4,3,210,33,24,77,13,14,16,16,7,4,3,207,0,0,5,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,33,30
311061335,..,3,34,0,5,7,0,6,0,3,69,..,9,46,7,16,18,13,7,0,4,119,..,0,0,0,0,0,5,3,3,5,23,..,0,0,0,0,0,0,0,0,0,0,..,9,46,7,18,18,23,11,3,7,137,..,0,0,0,0,0,0,0,0,0,0,..,14,81,11,22,28,22,14,3,13,207,18,32,10,0,4,7,3,0,3,3,87,23,42,66,5,15,15,22,14,16,3,232,0,0,4,0,0,0,6,11,3,0,23,0,0,0,0,0,0,0,0,0,0,0,23,42,69,8,15,15,30,28,22,3,255,0,0,0,0,0,0,0,0,0,0,0,46,68,82,9,24,17,33,25,26,10,339,41,22,28,5,11,3,3,9,0,3,117,79,108,179,18,20,19,26,14,7,16,487,0,4,11,5,8,6,6,4,3,3,49,0,0,0,0,0,0,0,0,0,0,3,80,111
311061336,..,11,32,9,5,16,10,8,0,10,103,..,14,131,41,38,97,41,21,9,7,392,..,0,3,0,6,26,17,39,67,26,185,..,0,0,4,0,4,3,0,3,0,14,..,14,136,41,47,130,62,63,75,30,594,..,0,0,0,0,0,0,0,0,0,3,..,26,165,48,54,146,67,71,83,37,703,46,44,31,3,5,5,3,7,4,7,156,36,79,191,62,67,73,44,45,16,8,621,0,3,3,12,8,20,11,21,22,0,102,0,3,0,3,0,3,0,0,4,0,14,36,84,194,76,74,98,56,62,42,9,729,0,0,0,0,0,0,0,0,0,0,0,78,131,228,84,76,97,62,62,46,14,886,69,15,37,11,9,7,9,6,4,16,182,74,81,201,24,62,90,52,45,26,14,675,0,0,50,18,26,69,16,24,33,5,245,0,0,3,0,0,0,0,0,0,0,7,74,83
