SA4_CODE_2016,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1_or2_st_bl_NofB_0_ib,Flt_at_In_1_or2_s_b_NofB_1,Flt_at_In_1_or2_s_b_NofB_2,Flt_at_In_1_or2_s_b_NofB_3,Flt_at_In_1_or2_s_b_NofB_4,Flt_at_In_1_or2_s_b_NofB_5,Flt_at_In_1_or2_s_b_NoB_6_m,Flt_at_In_1_or2_s_b_NoB_NS,Flt_at_In_1_or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4_or_m_s_b_NofB_0_ib,Flt_apt_4_or_m_s_b_NofB_1,Flt_apt_4_or_m_s_b_NofB_2,Flt_apt_4_or_m_s_b_NofB_3,Flt_apt_4_or_m_s_b_NofB_4,Flt_apt_4_or_m_s_b_NofB_5,Flt_apt_4_or_m_s_b_NofB_6_m,Flt_apt_4_or_m_s_b_NofB_NS,Flt_apt_4_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
509,111,897,5807,20656,14573,2296,582,1061,45993,6,418,734,440,39,3,7,100,1752,3,15,47,25,9,3,0,0,105,10,441,783,471,52,4,7,100,1853,0,99,169,49,10,0,3,28,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,12,4,101,173,50,15,0,5,31,379,81,244,177,87,40,17,9,49,703,8,26,60,150,94,20,12,41,409,215,1711,6989,21415,14775,2335,617,1284,49338
510,58,517,1721,9102,6350,616,119,510,18984,7,234,785,527,83,6,5,81,1720,0,32,168,164,48,5,0,7,429,11,267,956,691,129,9,5,85,2147,17,245,526,240,33,3,3,58,1126,0,33,26,17,0,0,0,0,72,0,20,55,21,0,0,0,3,98,0,0,3,0,0,0,0,0,4,17,299,606,274,32,3,3,62,1299,296,472,144,96,53,9,11,138,1220,20,54,50,66,26,3,13,50,285,403,1611,3472,10224,6582,643,150,852,23938
511,65,508,2942,15239,12442,1606,308,816,33945,25,513,1414,1061,81,9,3,168,3276,0,27,151,209,127,23,3,13,544,25,538,1563,1268,210,31,6,180,3820,5,233,316,150,14,0,3,37,756,0,5,16,0,0,0,0,0,18,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,5,238,332,148,16,0,3,35,777,195,471,190,108,72,14,15,111,1163,11,48,57,80,48,15,22,81,358,307,1801,5079,16849,12791,1668,356,1222,40067
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,105,1053,11597,39709,14925,3181,689,1356,72613,25,839,1589,364,58,15,7,141,3028,10,221,1167,489,95,32,6,46,2071,38,1057,2755,853,150,47,14,187,5099,83,1647,2994,663,115,20,10,181,5708,58,233,483,113,10,5,0,22,931,24,172,343,66,0,4,0,20,623,0,28,15,7,8,3,0,0,62,166,2084,3836,851,137,23,19,224,7335,27,101,85,82,21,3,4,26,356,4,39,54,66,18,11,3,26,224,342,4336,18327,41559,15259,3261,725,1822,85630
602,107,878,7791,26140,9606,1709,381,966,47581,15,740,1328,247,35,7,4,121,2486,0,37,285,306,127,27,12,22,816,15,777,1609,562,154,36,12,142,3308,28,703,1636,262,39,11,5,114,2792,0,22,75,9,0,0,0,0,109,24,75,9,3,0,0,0,5,126,0,40,33,5,5,0,0,4,96,46,844,1759,277,45,13,5,124,3115,24,103,81,67,21,6,7,16,328,7,16,74,82,33,7,10,29,259,197,2626,11317,27124,9871,1764,412,1280,54587
603,91,607,2766,7068,2410,462,142,300,13847,0,25,78,15,4,0,0,8,133,0,0,9,7,0,0,0,0,12,0,25,86,26,4,0,0,8,148,4,29,68,8,0,0,0,7,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,30,68,8,0,0,0,7,126,24,64,45,29,10,3,4,9,199,0,4,28,38,10,0,0,3,92,123,732,2990,7171,2443,471,148,332,14412
604,65,682,5766,23053,7096,1164,254,874,38956,12,628,1475,258,36,5,0,136,2550,3,37,188,31,0,0,3,14,286,16,667,1659,292,38,5,7,155,2830,3,170,295,64,11,0,0,26,571,4,25,6,0,0,0,0,0,37,0,12,42,7,0,0,0,0,67,0,3,3,0,0,0,0,0,7,7,209,352,71,9,0,3,30,683,20,126,76,60,12,0,3,26,319,0,9,33,52,28,8,3,21,154,113,1695,7884,23530,7189,1181,265,1100,42950
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,131,604,1649,13415,8653,1684,427,681,27239,14,329,1419,709,51,6,3,95,2629,11,93,1054,707,92,3,3,51,2016,26,418,2470,1418,147,10,6,151,4646,31,519,2107,929,67,3,3,178,3843,43,261,1074,316,4,0,3,54,1755,32,554,2180,1516,40,0,8,121,4450,0,6,8,0,0,0,0,0,11,103,1338,5367,2762,117,6,16,353,10062,172,321,116,95,34,3,4,103,850,16,41,61,63,20,13,3,38,256,447,2714,9668,17752,8967,1718,450,1319,43043
702,120,598,2077,8851,3028,444,146,605,15862,23,469,1377,473,48,11,4,118,2517,0,53,445,157,9,3,0,18,688,19,526,1826,623,57,11,10,133,3206,37,485,397,83,21,0,6,67,1093,9,27,83,3,0,0,0,15,136,0,30,27,3,0,0,0,4,61,0,8,3,3,0,0,0,3,17,52,549,506,90,25,0,5,88,1308,226,422,168,195,103,18,13,181,1323,18,64,60,86,30,4,10,47,315,430,2160,4637,9844,3237,481,180,1050,22013
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,67,630,3285,41074,39654,7944,1409,1461,95520,24,858,4591,7288,671,47,13,381,13872,42,772,2857,5972,1400,124,27,219,11408,64,1629,7451,13255,2066,174,40,599,25278,39,1365,2256,654,67,5,7,202,4597,61,2307,3994,740,54,0,0,153,7314,47,4039,4172,828,44,3,0,162,9303,3,102,52,26,3,0,0,8,191,148,7815,10474,2254,168,11,9,524,21404,17,60,36,31,24,10,0,22,187,5,75,60,68,37,3,0,25,271,301,10198,21301,56674,41949,8138,1465,2637,142664
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,4,52,231,523,231,45,8,38,1130,0,3,24,23,0,0,3,0,54,0,0,15,8,0,0,0,3,29,0,3,42,34,0,0,3,3,87,3,17,17,3,0,0,0,5,49,0,0,16,29,4,0,0,3,59,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,3,3,15,36,45,5,0,0,8,115,3,3,0,0,0,0,0,3,12,0,0,3,9,0,0,3,0,16,7,81,320,607,242,45,11,55,1360
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
