SA4_CODE_2016,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
111,..,2427,1671,412,504,589,343,163,53,6169,..,502,1333,1196,1970,3768,4490,4063,2546,19868,526,986,735,325,357,495,362,250,113,4149,29681,20918,21964,21737,22492,21621,17362,10274,4357,170412,..,759,15510,24071,24908,25249,20954,10070,2255,123780,..,3309,9420,5482,4446,2769,1205,333,37,26999,..,580,2177,4206,4702,2508,1159,1059,714,17104,60249,..,..,..,..,..,..,..,..,60249,..,15653,..,..,..,..,..,..,..,15653,..,11511,5274,2030,1714,925,159,5,0,21619,..,1862,988,373,581,895,942,680,402,6724,..,1307,1029,377,370,230,121,33,16,3487,..,4953,4139,1064,1187,1294,726,324,96,13778,..,1056,3232,3326,4819,7027,7150,5667,3440,35714,1130,1896,1673,922,826,862,629,393,172,8505,61380,42879,43444,41845,43548,41761,33047,18570,7125,333597
112,..,650,755,405,614,821,396,182,59,3885,..,233,493,736,1601,3322,3504,3053,1898,14843,392,500,405,268,322,527,349,197,115,3063,18687,10892,10505,13491,15782,17287,13170,7850,3339,111014,..,383,6592,12718,15049,17754,15428,7787,1832,77551,..,1583,4341,4227,3925,3136,1458,345,47,19060,..,351,1447,3011,3361,1787,797,632,499,11885,37664,..,..,..,..,..,..,..,..,37664,..,9134,..,..,..,..,..,..,..,9134,..,6327,2801,1274,1054,621,124,3,0,12205,..,910,436,225,422,802,663,510,358,4330,..,831,693,384,405,330,151,35,16,2838,..,1242,1695,980,1317,1658,916,350,115,8266,..,473,1136,1780,3568,6243,5945,4474,2611,26233,769,976,894,617,711,944,633,303,150,6006,38436,22217,20038,25213,29819,33269,26112,14455,5629,215187
113,..,733,484,102,148,179,107,41,15,1811,..,314,595,450,823,1432,1638,1719,968,7933,240,389,273,120,155,242,215,180,79,1887,14128,8294,8679,8315,9162,8814,6658,4204,1604,69857,..,408,6697,9798,11068,11217,8375,4211,839,52611,..,1929,3416,1883,1635,1073,406,107,18,10457,..,403,1089,1557,1556,782,392,331,226,6351,28453,..,..,..,..,..,..,..,..,28453,..,5478,..,..,..,..,..,..,..,5478,..,4671,1762,713,530,272,51,0,0,7997,..,744,330,115,257,355,322,243,127,2504,..,449,291,125,95,64,33,26,6,1084,..,1364,1186,346,367,412,249,79,21,4017,..,671,1432,1364,2035,2958,2835,2480,1280,15051,499,782,614,336,341,440,389,285,102,3788,28950,16895,16808,16239,17884,17578,13042,7752,2625,137781
114,..,189,171,92,212,309,243,83,17,1316,..,121,260,308,772,1737,2474,1988,1005,8666,223,325,212,119,218,348,313,179,53,2004,11307,6460,6091,7206,9033,10415,10174,5456,1854,67983,..,336,4551,7749,9653,11956,12674,6136,1146,54201,..,1182,2527,1916,1979,1532,878,232,48,10293,..,238,842,1500,1771,854,462,378,272,6331,22744,..,..,..,..,..,..,..,..,22744,..,5036,..,..,..,..,..,..,..,5036,..,4249,1751,755,570,362,67,0,0,7749,..,451,199,123,232,394,408,321,231,2352,..,412,306,135,136,127,67,24,7,1209,..,352,446,232,435,608,468,176,42,2760,..,273,727,912,1831,3348,4046,2989,1400,15538,482,654,512,366,449,645,585,288,85,4050,23225,13181,11858,13680,17052,19830,19662,10545,3228,132264
115,..,318,281,112,122,146,121,47,15,1167,..,92,222,289,435,882,1535,1134,729,5320,152,280,245,109,111,172,180,95,45,1385,22123,14257,11193,16381,16650,13599,9582,4221,1661,109664,..,348,9937,24577,25516,20823,14090,5118,1039,101444,..,606,2025,1790,1782,1090,443,89,16,7841,..,113,400,1329,2140,1306,587,349,219,6438,45387,..,..,..,..,..,..,..,..,45387,..,16785,..,..,..,..,..,..,..,16785,..,9000,6556,1425,691,275,53,3,0,18010,..,926,622,242,294,702,788,710,439,4721,..,589,591,217,216,157,92,18,4,1879,..,617,678,264,294,288,258,86,29,2509,..,223,586,751,1076,1557,2186,1558,972,8899,304,519,514,290,254,290,295,139,60,2664,45689,29723,21907,30886,32258,26484,18791,8074,2777,216580
116,..,403,508,268,320,362,211,66,9,2145,..,165,584,629,944,1746,2019,1451,590,8121,452,529,473,237,198,231,226,134,51,2546,36064,21492,25928,24716,20375,16535,10536,4754,1548,161946,..,1257,24702,34795,26777,21236,12879,4382,759,126780,..,1623,4836,3367,2586,1282,409,75,15,14191,..,745,2424,3733,4123,2518,1359,789,374,16066,73393,..,..,..,..,..,..,..,..,73393,..,20599,..,..,..,..,..,..,..,20599,..,13613,9919,2741,1397,545,96,4,0,28311,..,2708,2226,740,991,1659,1505,1015,435,11285,..,1183,1423,635,471,303,130,52,19,4213,..,1122,1583,756,844,797,472,125,27,5729,..,414,1571,1802,2399,3313,3117,2064,814,15484,883,1047,1108,674,502,444,377,212,78,5320,74278,44316,49792,49245,40092,32094,20330,8716,2512,321373
117,..,8607,9743,1903,658,487,278,94,24,21783,..,1972,4149,3516,2809,2922,2573,1705,774,20426,186,646,1098,370,274,244,197,141,61,3225,13604,21666,39261,21285,14241,11124,7528,4093,1458,134268,..,862,17028,18312,11822,9264,6678,3283,683,67932,..,3732,19708,9218,5396,2557,871,159,17,41656,..,105,593,1658,2374,1669,769,588,290,8053,27410,..,..,..,..,..,..,..,..,27410,..,6468,..,..,..,..,..,..,..,6468,..,3207,3301,1293,895,381,53,3,0,9136,..,2641,2518,670,507,659,598,390,239,8226,..,2932,4334,901,298,183,63,23,16,8751,..,15691,20624,4518,1944,1257,724,203,49,45024,..,3651,8826,7875,6750,6103,4686,2722,1088,41705,381,1234,2167,896,635,461,340,221,84,6419,27790,40539,79102,45352,30630,22536,14791,7593,2449,270773
118,..,4086,5995,1183,447,360,285,100,57,12516,..,659,2030,2216,1868,2316,2960,2413,1504,15959,243,443,719,307,187,191,157,118,92,2454,18516,14896,24507,19121,15264,11810,9497,5610,2698,121926,..,221,10582,20316,17022,12679,10051,5009,1373,77261,..,1561,11622,6063,3304,1742,830,210,51,25389,..,82,401,1549,2607,1671,731,540,422,8013,37239,..,..,..,..,..,..,..,..,37239,..,10469,..,..,..,..,..,..,..,10469,..,3819,3689,1118,823,472,73,3,0,9999,..,1525,1415,363,310,492,565,455,350,5476,..,1541,1870,338,185,126,63,27,10,4165,..,7956,11608,2409,1019,761,596,222,95,24664,..,1282,3947,4282,3756,4124,4478,3307,2003,27182,510,821,1333,631,396,321,266,173,113,4567,37755,29274,46465,37069,29433,22384,17651,9962,4423,234416
119,..,1849,2677,737,734,713,412,166,55,7344,..,502,1598,1654,2191,3672,4249,4170,2664,20699,615,716,949,479,435,510,436,343,192,4683,49636,35266,44747,37186,34944,29833,20310,13235,5686,270845,..,3442,39774,48167,43813,36375,25111,13617,3200,213504,..,1796,7659,4774,3513,2227,801,196,25,20995,..,409,2472,5111,6788,4629,2226,1767,1225,24620,101202,..,..,..,..,..,..,..,..,101202,..,33024,..,..,..,..,..,..,..,33024,..,17983,16672,5354,3251,1482,263,5,0,45018,..,4743,4169,1342,1682,2761,2301,1879,1099,19972,..,3713,5015,1365,1013,747,277,92,29,12253,..,4771,7821,2175,1794,1657,919,337,111,19581,..,1110,3765,3909,5036,6722,6980,5845,3650,37026,1266,1378,1984,1184,1033,952,751,540,288,9376,102468,72361,89325,73390,67928,57558,39631,24282,9632,536570
120,..,3084,3834,838,509,483,269,116,44,9172,..,479,1738,1975,1987,2543,2666,2070,1244,14704,237,367,567,316,254,268,238,168,92,2510,21473,16956,26372,21332,18930,14869,10197,5975,2552,138656,..,872,19030,25348,21289,16292,11208,5702,1340,101080,..,1721,8259,4823,3537,2100,827,166,29,21448,..,102,584,1935,3210,1969,918,769,521,10004,43305,..,..,..,..,..,..,..,..,43305,..,13331,..,..,..,..,..,..,..,13331,..,5478,5753,1797,1368,580,105,0,0,15089,..,2053,1958,598,556,954,812,755,488,8181,..,2468,3247,574,340,235,89,28,10,6984,..,6249,8705,1923,1108,1025,580,227,62,19880,..,973,3494,3726,3776,4226,4026,2871,1647,24738,447,687,1161,655,522,458,387,281,132,4730,43749,33941,52183,41382,35707,27838,18942,10804,4230,268778
121,..,1274,2734,802,391,432,272,126,72,6105,..,523,2328,2583,2247,3235,4245,3569,2409,21133,270,424,609,281,228,317,286,166,99,2673,34857,21052,27676,31040,28478,21873,16703,9295,4298,195272,..,539,20934,41175,38099,27973,20884,9956,2538,162103,..,1524,9629,5360,3727,2246,1067,275,58,23878,..,82,487,2324,4251,2606,985,720,602,12055,71174,..,..,..,..,..,..,..,..,71174,..,24730,..,..,..,..,..,..,..,24730,..,7827,6850,1777,1176,609,101,0,0,18346,..,2027,1678,553,429,1001,925,750,498,7862,..,1263,1707,534,331,241,102,43,28,4245,..,2376,5470,1663,894,847,586,257,123,12212,..,1069,4494,4963,4369,5242,6061,4710,3163,34080,547,788,1169,588,485,534,432,240,134,4919,71717,42226,52421,58940,53767,41291,31138,16945,7148,375605
122,..,502,1258,393,271,305,193,88,32,3030,..,198,683,929,1124,1829,2492,2430,1729,11412,226,286,369,205,177,210,184,108,80,1855,23155,12241,14292,18508,18080,13514,10634,6235,3035,119690,..,304,9688,24172,23796,17272,13349,6648,1656,96881,..,1017,6249,4636,3373,1848,808,171,23,18123,..,57,363,1520,2692,1631,703,507,416,7884,47300,..,..,..,..,..,..,..,..,47300,..,13601,..,..,..,..,..,..,..,13601,..,6705,4262,1253,902,432,100,3,0,13663,..,889,764,257,297,480,627,480,396,4182,..,866,1118,420,340,259,102,35,23,3149,..,979,2710,939,654,666,432,168,50,6593,..,451,1517,2114,2560,3208,3771,3249,2263,19130,450,549,741,438,419,383,335,181,101,3597,47749,25406,27414,35730,35030,26171,20229,11440,4935,234107
123,..,242,305,153,233,276,207,52,9,1479,..,168,501,537,876,1652,1924,1304,616,7582,383,520,425,204,175,258,205,120,44,2324,26958,16763,18213,17764,16594,14545,9345,3987,1380,125546,..,881,15827,22282,20828,18937,11953,3987,647,95348,..,1980,5032,3504,2749,1548,510,115,18,15464,..,524,2121,3354,3400,2050,904,469,261,13086,54690,..,..,..,..,..,..,..,..,54690,..,14190,..,..,..,..,..,..,..,14190,..,12023,6905,1886,857,346,68,3,0,22093,..,1520,1046,534,658,1056,972,664,343,6800,..,853,770,374,311,205,108,30,6,2658,..,537,839,467,556,593,419,113,21,3546,..,376,1353,1563,2145,2896,2998,1837,825,13989,788,1048,936,584,437,437,335,172,54,4797,55477,33934,34831,34548,31950,28075,18264,7394,2183,246645
124,..,467,592,272,383,464,287,113,33,2609,..,249,786,874,1452,2710,3079,2234,1016,12395,442,634,509,263,282,342,268,160,76,2970,29049,18470,20080,19888,19666,18452,12474,5748,2031,145855,..,968,16101,23336,22832,22290,14991,5327,867,106712,..,2656,7207,4846,3859,2187,868,172,19,21814,..,619,2313,3628,4052,2398,1103,632,389,15128,58617,..,..,..,..,..,..,..,..,58617,..,15033,..,..,..,..,..,..,..,15033,..,12991,6925,2082,1095,512,114,6,0,23724,..,1607,996,475,646,1117,1050,691,398,6982,..,1058,882,417,350,259,118,33,17,3137,..,1013,1401,746,918,1010,619,228,55,5987,..,569,2022,2449,3416,4863,4825,3059,1351,22542,956,1227,1117,663,611,638,460,242,104,6010,59571,37740,38960,38628,37786,35268,24142,10388,3200,285689
