SA4_CODE_2016,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4moSB_FHs_CF_no_C,FoA_4moSB_FHs_CF_C,FoA_4moSB_FHs_OnePF,FoA_4moSB_FHs_Oth_fam,FoA_4moSB_FHs_Tot,FoA_4moSB_Lone_P_H,FoA_4moSB_Group_H,FoA_4moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
203,25166,29766,10249,843,66022,20056,2773,88852,1616,683,747,74,3126,4619,373,8115,590,339,210,35,1177,714,165,2058,2209,1029,959,107,4300,5331,535,10170,401,181,174,16,773,1397,122,2284,26,6,6,0,37,91,14,145,45,16,8,0,66,116,16,198,0,0,0,0,0,7,0,11,476,201,184,15,878,1605,152,2637,14,9,3,0,33,53,0,79,34,3,14,0,51,197,6,260,3,7,0,0,13,8,0,20,48,110,21,5,173,71,27,271,99,129,36,7,272,322,31,627,87,77,31,4,202,124,20,346,28043,31202,11459,971,71673,27443,3514,102631
204,18641,16373,6240,469,41726,14698,1475,57905,561,161,281,24,1033,2134,126,3288,41,26,36,4,109,93,12,218,603,184,316,31,1139,2227,142,3507,205,57,136,13,408,1081,68,1561,6,3,10,0,17,27,7,51,8,15,6,0,31,47,3,81,0,3,0,0,3,0,0,3,223,78,154,13,466,1152,78,1690,43,13,8,0,65,150,3,216,34,8,12,0,52,118,10,175,8,3,4,0,15,14,0,33,39,38,15,0,89,65,3,157,120,62,33,3,219,348,13,583,141,94,37,5,270,131,10,414,19740,16792,6771,520,43821,18563,1712,64101
205,30041,25763,10411,733,66950,24724,2336,94012,645,166,290,23,1131,2825,114,4073,82,47,66,3,189,229,23,442,727,213,355,30,1322,3053,138,4514,573,125,254,31,982,2245,107,3326,8,5,4,0,19,23,5,46,4,0,0,0,3,5,0,9,0,0,0,0,0,6,0,7,585,132,258,31,1002,2277,109,3392,62,15,10,4,98,251,8,353,109,13,22,0,141,257,10,408,5,10,0,0,21,18,0,38,48,34,11,0,92,74,3,172,222,74,43,9,344,605,25,977,142,103,45,3,294,283,15,591,31717,26288,11113,801,69914,30946,2622,103488
206,12575,21220,4655,846,39297,9934,4180,53415,7873,6397,1918,482,16674,8110,3661,28450,8124,6976,2181,544,17818,6519,3947,28281,15996,13370,4099,1028,34493,14625,7610,56731,6415,2182,1339,456,10392,11999,3099,25494,8119,2150,1480,579,12332,15138,4118,31587,20869,5602,3787,2410,32673,31448,12918,77035,28,9,12,0,53,45,8,109,35430,9951,6626,3444,55449,58626,20148,134225,3,0,0,0,4,3,3,11,3,3,3,0,10,5,0,18,0,0,0,0,3,53,0,54,342,141,52,28,566,466,233,1258,349,146,59,27,585,526,230,1344,286,163,63,28,544,484,164,1192,64641,44851,15503,5376,130369,84193,32344,246911
207,19114,37144,7612,1063,64944,12766,2561,80264,3922,3567,1566,213,9278,5943,794,16012,2834,4139,1397,192,8562,1970,668,11201,6761,7712,2961,411,17837,7908,1459,27211,2036,1155,617,170,3979,3569,902,8448,1647,610,324,173,2756,2598,841,6192,1639,466,299,126,2533,2546,457,5527,0,4,0,0,5,4,0,8,5327,2231,1238,469,9270,8711,2202,20184,0,3,0,0,5,0,0,5,0,3,0,0,5,0,0,5,0,3,0,0,3,0,0,3,65,45,21,5,132,57,33,219,67,52,23,5,144,55,33,238,89,86,33,3,216,190,30,437,31361,47226,11870,1956,92410,29635,6284,128334
208,18902,39043,7803,854,66602,13477,2025,82105,5525,4626,2102,262,12518,8958,988,22466,4244,5145,1485,157,11032,3019,635,14688,9766,9772,3585,424,23552,11977,1621,37154,4903,2759,1499,295,9459,9153,1512,20124,1668,493,295,123,2578,2249,512,5338,1016,247,231,71,1557,1673,322,3550,7,6,0,0,15,17,3,39,7598,3505,2023,493,13615,13092,2346,29050,3,3,0,0,6,10,0,17,19,4,3,6,33,113,3,148,0,0,0,0,0,3,0,3,190,88,57,14,346,264,60,677,204,97,62,13,385,392,65,838,128,152,52,5,337,210,36,590,36596,52574,13533,1795,104491,39145,6094,149732
209,32447,59082,15582,1682,108794,22037,3705,134536,3258,3339,1763,245,8605,6092,766,15464,2356,2775,1286,192,6607,2150,705,9463,5615,6113,3054,432,15216,8240,1472,24922,1209,877,560,113,2758,2324,333,5414,309,88,81,27,507,685,152,1344,498,152,92,36,784,713,208,1705,3,0,0,0,8,8,0,15,2018,1122,735,183,4057,3727,690,8478,5,0,0,0,7,13,0,13,4,3,3,0,10,4,0,16,3,7,0,0,11,13,0,23,45,57,33,5,143,89,38,265,55,71,33,5,170,118,38,319,99,109,33,3,243,152,22,413,40236,66502,19437,2310,128476,34269,5922,168667
210,21876,42784,12045,1225,77934,15736,2124,95786,1944,2187,1227,161,5519,3827,403,9755,2191,2703,1052,152,6092,1743,476,8311,4131,4888,2284,315,11616,5570,880,18066,700,690,369,59,1821,1420,162,3404,41,25,28,4,104,88,9,198,30,26,30,3,94,130,6,230,7,8,3,0,17,14,3,30,786,748,437,69,2039,1642,181,3865,7,4,3,0,13,21,0,37,19,10,9,0,38,157,4,198,3,0,0,0,3,0,0,3,49,105,78,9,240,88,19,345,83,113,91,9,292,266,25,582,53,100,37,11,197,104,14,318,26925,48636,14891,1626,92080,23317,3217,118615
211,39867,63408,17101,1539,121914,27794,3469,153179,3005,1930,1363,123,6415,6347,433,13194,1178,1346,634,70,3234,1205,221,4656,4186,3271,1997,194,9647,7555,649,17851,400,223,165,28,814,1001,68,1881,206,76,82,13,369,335,39,745,154,45,43,4,246,285,29,560,4,3,3,0,8,9,0,23,770,339,289,40,1440,1635,138,3209,31,7,10,0,46,105,0,156,41,4,6,0,50,152,5,206,3,10,4,0,11,3,0,18,44,80,36,5,166,47,10,218,116,94,53,8,271,311,15,592,100,114,44,5,262,183,20,460,45031,67228,19486,1788,133533,37474,4291,175298
212,45714,89432,24170,2739,162050,29466,6040,197558,4544,5433,2326,308,12611,6988,962,20562,2128,3181,1163,213,6688,1495,1099,9284,6680,8612,3486,524,19294,8483,2065,29842,2389,2701,1173,211,6473,3951,727,11149,420,195,90,40,744,618,179,1538,334,133,93,54,607,667,177,1452,3,10,7,0,20,10,0,30,3147,3024,1363,304,7840,5246,1083,14170,17,4,4,0,32,172,4,214,39,17,10,0,69,218,7,285,5,3,0,0,6,18,0,29,58,109,59,11,244,92,18,354,123,136,83,18,351,498,29,877,107,141,44,17,308,212,45,565,55763,101346,29146,3590,189847,43902,9264,243018
213,39806,82359,24295,2595,149051,28214,5553,182821,4864,6446,2899,347,14560,7384,838,22782,3937,5418,1990,317,11668,2812,1046,15526,8801,11867,4893,663,26229,10198,1878,38303,1807,1510,945,202,4462,3934,634,9031,526,217,117,44,903,880,215,1997,792,250,162,71,1273,1366,321,2965,19,10,8,3,35,33,5,80,3143,1981,1232,316,6681,6210,1180,14072,31,5,8,0,45,125,11,181,15,10,3,0,26,109,7,148,3,4,3,0,5,9,0,12,78,93,36,4,213,97,44,355,126,106,51,3,292,348,56,694,108,123,47,3,281,222,35,535,51989,96440,30517,3593,182530,45191,8704,236425
214,24759,30480,10992,801,67039,18735,2198,87968,2421,1042,1259,110,4835,6014,300,11150,913,592,525,37,2064,984,125,3170,3332,1631,1785,150,6904,7003,423,14326,788,232,351,36,1401,2205,142,3743,39,11,12,0,63,125,10,193,21,5,5,0,37,45,9,90,0,0,0,0,3,15,0,13,849,247,369,42,1500,2387,158,4048,36,3,7,0,47,107,6,163,96,19,36,5,150,501,9,664,0,4,0,0,7,6,0,13,18,24,8,0,46,19,8,67,151,50,52,5,253,633,20,907,58,41,14,0,110,110,7,229,29152,32448,13212,999,75813,28867,2800,107477
215,15752,14109,5231,472,35564,13590,1382,50538,553,167,222,35,969,1683,94,2747,28,5,13,0,48,42,6,93,578,171,235,35,1015,1720,98,2838,306,132,178,22,643,1763,122,2532,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,306,132,181,23,647,1774,122,2542,61,10,5,0,80,165,6,258,33,5,7,3,47,89,12,152,7,3,3,0,10,15,3,32,51,29,17,0,93,61,0,154,152,39,32,3,230,334,23,593,134,78,31,8,249,133,12,392,16927,14530,5708,536,37704,17552,1643,56900
216,12982,12811,4845,346,30986,10098,1093,42184,562,278,264,28,1136,1866,137,3140,27,23,12,0,64,57,18,134,591,300,276,34,1197,1920,158,3275,154,56,85,9,300,742,34,1078,3,0,0,0,3,18,0,21,0,0,0,0,0,3,0,3,0,0,0,0,3,3,0,5,160,56,88,10,309,774,34,1110,34,11,3,0,48,161,3,212,43,12,13,0,74,132,5,216,3,4,0,0,7,8,0,15,20,28,13,0,61,25,10,93,107,49,31,0,188,329,18,529,68,43,12,6,127,83,13,222,13896,13265,5258,391,32811,13197,1310,47321
217,12948,12116,4274,383,29726,11116,1144,41981,334,95,191,24,640,1540,93,2270,100,44,35,0,181,190,25,398,435,138,222,23,820,1724,119,2666,131,50,78,12,267,809,60,1130,16,0,0,0,17,63,3,81,0,0,0,0,0,5,0,11,0,0,3,0,3,0,0,4,149,53,77,12,284,880,66,1231,10,5,3,3,26,51,0,77,32,9,4,0,49,64,4,117,0,6,0,0,6,5,0,11,41,29,8,0,69,39,7,121,80,49,17,3,149,165,12,332,103,69,24,0,198,116,6,326,13720,12427,4616,418,31180,14009,1347,46541
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,19452,26655,7467,678,54252,10261,1799,66319,857,211,344,30,1440,2110,82,3629,1080,926,1078,69,3154,1602,270,5031,1940,1136,1417,101,4600,3711,350,8660,520,130,250,15,920,1624,60,2604,174,39,74,7,288,256,22,566,73,13,28,0,114,129,17,261,0,0,3,0,3,3,0,4,763,180,350,23,1324,2018,97,3439,29,3,7,0,41,81,5,125,92,16,10,3,122,205,15,341,3,4,0,0,8,4,0,12,14,11,9,0,28,14,3,50,138,34,24,3,197,305,23,525,65,45,34,3,143,135,17,289,22359,28050,9287,807,60515,16432,2287,79234
302,15390,21562,6240,857,44042,10348,2222,56616,616,238,243,33,1134,1759,92,2976,1587,1227,899,132,3841,2103,543,6493,2201,1468,1139,165,4972,3861,637,9465,1020,471,388,105,1993,2521,342,4852,911,398,306,81,1694,1725,390,3811,836,205,128,45,1207,1179,216,2608,3,0,0,0,4,4,0,11,2768,1079,824,236,4899,5426,946,11278,14,3,7,0,27,94,10,128,19,6,10,0,28,141,4,176,3,0,0,0,3,3,0,8,9,13,5,0,28,30,4,60,41,18,21,0,87,271,13,370,53,49,36,3,142,142,18,305,20455,24180,8256,1262,54149,20044,3845,78039
303,21481,35566,8929,1376,67358,12963,4584,84908,457,421,210,28,1118,942,120,2182,3314,3152,1649,338,8450,3170,1600,13229,3771,3570,1863,366,9567,4121,1721,15408,1400,628,461,138,2622,3238,705,6566,1621,572,362,167,2718,2559,760,6042,899,210,130,57,1297,911,327,2533,4,3,3,0,14,11,9,30,3930,1410,954,363,6654,6709,1804,15167,35,11,10,0,60,178,4,240,61,27,28,0,111,265,15,391,0,0,0,0,5,0,0,9,37,54,19,0,110,41,19,171,132,91,54,3,281,495,37,818,112,76,25,5,219,268,42,523,29423,40714,11824,2113,84084,24555,8190,116823
304,12909,21598,4583,522,39606,6719,1792,48118,171,52,68,5,291,499,32,823,691,538,380,55,1654,914,315,2888,855,585,444,65,1950,1411,351,3711,635,386,270,68,1359,1383,413,3160,912,440,228,124,1707,1351,805,3867,564,274,110,74,1023,680,395,2099,0,0,0,0,0,3,0,3,2105,1107,613,267,4092,3418,1616,9127,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,7,0,0,0,0,0,0,0,3,4,11,3,0,15,6,3,21,5,15,3,0,24,11,3,31,46,53,8,0,110,81,25,211,15919,23347,5650,855,45777,11630,3784,61200
305,9595,16798,3323,639,30355,6346,3440,40148,144,62,54,8,268,279,57,605,1810,1028,602,164,3600,1916,1045,6559,1952,1091,651,177,3875,2196,1103,7168,2269,742,577,197,3785,5269,1288,10348,4082,1200,769,339,6385,5969,2053,14408,7941,2223,975,500,11636,8897,3542,24074,3,0,3,0,10,14,11,37,14297,4167,2322,1034,21822,20152,6896,48869,4,3,0,0,12,6,0,16,7,5,3,0,17,19,3,39,3,0,3,0,9,47,0,53,37,17,11,3,64,34,18,122,57,29,14,3,106,98,22,226,120,65,19,10,211,284,80,577,26019,22159,6327,1859,56365,29074,11549,96989
306,20247,21072,8341,689,50356,13135,2463,65955,628,361,568,51,1607,1853,154,3605,581,299,415,39,1338,1309,199,2850,1205,662,988,91,2938,3163,352,6458,1065,706,1019,95,2877,3782,389,7047,862,351,390,47,1647,1275,349,3271,388,133,77,10,607,442,119,1171,0,4,0,0,5,9,3,15,2311,1189,1482,155,5136,5497,860,11499,189,16,25,0,237,474,19,724,68,6,6,3,91,196,16,308,29,21,17,3,73,71,10,148,70,43,24,6,144,120,22,290,349,99,80,11,538,862,70,1467,179,100,34,4,319,319,35,664,24294,23121,10929,950,59294,22973,3776,86040
307,13482,12492,4198,377,30543,9792,1083,41423,259,98,111,17,478,844,43,1371,22,16,15,0,59,66,9,131,280,120,130,18,536,906,50,1501,165,70,103,17,354,763,69,1187,0,0,0,0,0,3,0,3,3,0,0,0,3,3,0,14,0,0,3,0,4,8,0,12,170,73,111,17,366,778,69,1215,72,19,3,0,97,212,13,321,16,4,7,0,29,51,3,81,17,13,3,0,36,35,4,72,31,27,8,3,67,46,7,124,142,63,16,3,231,341,18,589,106,88,42,3,239,125,13,375,14177,12834,4495,412,31919,11952,1233,45103
308,19682,23545,7696,679,51593,13232,1930,66755,479,214,260,40,990,1475,118,2582,267,144,134,21,558,647,83,1283,739,360,392,58,1542,2123,197,3867,511,263,298,21,1095,2020,178,3285,54,13,27,3,92,145,20,257,123,34,7,8,175,198,20,386,4,3,3,0,8,13,0,22,688,310,339,28,1369,2366,217,3957,173,35,23,7,241,503,28,766,63,13,9,0,88,111,5,204,41,22,11,0,82,93,3,175,35,23,12,0,68,28,0,95,319,93,54,14,471,734,35,1240,171,149,36,3,362,325,26,708,21598,24457,8507,783,55346,18784,2398,76527
309,34399,50446,13711,1095,99654,16479,4396,120527,3551,2230,2366,179,8333,5994,826,15150,6692,5497,4832,335,17357,6580,1996,25936,10245,7728,7194,515,25687,12582,2827,41087,1553,734,969,132,3386,3894,826,8104,3475,1105,1274,189,6044,5715,1495,13248,6488,1687,1209,187,9573,6830,1711,18117,7,3,5,0,17,23,0,43,11525,3530,3451,509,19019,16458,4033,39506,199,28,36,7,262,617,40,909,112,19,28,0,162,286,21,467,5,12,0,0,16,14,4,37,30,31,14,0,81,27,9,119,349,78,76,6,515,945,67,1532,199,153,72,0,435,476,42,945,56723,61943,24518,2124,145300,46934,11364,203602
310,24265,35417,14017,1236,74937,16530,3190,94659,596,350,553,50,1556,2088,185,3831,834,968,830,113,2739,1231,272,4243,1433,1317,1384,161,4296,3315,455,8072,166,53,118,9,345,914,42,1304,38,27,28,5,97,115,10,228,5,0,0,0,13,31,3,45,4,3,3,0,12,7,0,12,217,85,156,14,470,1067,54,1589,62,14,39,3,118,363,20,502,11,3,5,0,20,52,9,77,10,9,4,0,22,10,0,35,34,42,35,7,112,45,3,163,113,72,77,15,274,467,33,772,88,67,47,3,210,137,10,361,26123,36953,15681,1432,80189,21521,3745,105456
311,22807,34985,13056,1071,71921,13039,2827,87788,628,409,490,63,1588,1801,153,3546,1210,1445,1432,122,4217,2347,419,6978,1839,1853,1926,190,5804,4152,567,10525,356,294,349,31,1026,1289,122,2430,33,21,30,5,90,132,31,260,11,13,4,0,28,15,0,47,9,10,8,0,24,19,6,53,406,334,396,36,1168,1460,156,2790,85,10,16,0,115,238,8,366,25,7,6,0,34,122,4,156,8,7,4,0,21,8,0,25,16,36,36,0,94,30,11,127,139,54,64,7,263,396,21,680,65,66,45,0,172,127,13,311,25248,37298,15481,1302,79330,19171,3585,102085
312,15118,17621,5083,420,38243,9151,1421,48818,532,303,303,26,1162,1625,131,2921,373,203,225,21,822,791,161,1776,900,507,531,44,1987,2413,296,4698,443,249,285,35,999,1434,139,2574,61,10,24,0,95,110,18,226,131,41,17,3,183,132,32,348,0,3,0,0,6,15,0,17,633,295,321,38,1289,1688,188,3160,179,22,15,4,221,386,18,625,39,11,3,0,52,78,11,149,33,20,7,0,68,51,3,114,20,4,7,0,32,25,5,63,277,61,34,4,376,542,36,952,95,66,45,4,214,254,19,488,17033,18552,6009,508,42100,14049,1958,58112
313,20708,23282,9516,680,54176,12207,2216,68601,1224,381,717,52,2377,2175,199,4745,723,381,721,65,1889,1591,208,3688,1949,762,1438,111,4265,3768,402,8438,489,129,328,32,982,2393,108,3483,224,59,95,7,387,577,44,1012,720,107,134,15,970,717,41,1729,16,0,0,0,13,14,0,26,1447,302,558,46,2356,3695,198,6250,124,15,17,4,161,358,17,541,82,6,12,0,106,245,6,361,3,8,0,0,12,13,4,29,12,14,4,0,35,18,3,63,225,55,31,6,316,637,32,990,76,45,31,0,151,104,7,273,24410,24436,11572,845,61270,20416,2861,84548
314,15563,25569,6072,528,47734,6746,1314,55798,776,298,410,38,1521,1738,118,3384,955,841,1102,62,2959,1166,264,4386,1728,1139,1514,100,4481,2904,385,7768,148,51,108,3,306,480,48,837,31,3,6,0,39,126,6,172,35,4,6,0,50,99,7,155,0,0,0,0,3,3,0,5,213,58,124,9,404,705,57,1170,24,9,9,0,37,121,3,156,21,0,5,0,22,55,0,85,0,3,0,0,9,4,0,13,0,0,0,0,3,0,0,10,43,16,12,0,70,182,4,256,30,33,16,0,77,34,4,112,17577,26810,7735,641,52763,10572,1764,65103
315,5405,6801,2687,375,15263,4835,648,20748,330,280,145,22,778,696,66,1539,102,102,30,3,233,164,38,432,434,381,179,23,1013,852,110,1974,165,136,111,23,430,531,52,1014,7,3,0,0,11,8,0,20,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,5,176,140,110,23,441,544,53,1041,150,31,9,3,191,347,16,556,18,0,4,0,28,46,13,83,29,19,10,0,50,95,3,155,35,27,6,0,64,38,3,105,230,77,27,4,335,526,39,897,116,71,11,3,200,147,3,347,6353,7470,3011,420,17253,6908,852,25011
316,31938,33642,10543,732,76854,15717,3368,95936,2849,445,720,63,4077,4542,278,8895,1875,958,1164,90,4085,2497,476,7060,4725,1404,1882,152,8162,7036,756,15962,1115,480,819,62,2483,3027,415,5926,847,245,314,25,1433,1205,251,2885,2076,481,475,52,3088,2045,368,5498,12,5,4,0,22,34,0,55,4048,1211,1614,143,7029,6313,1030,14367,254,22,29,0,312,536,35,878,167,17,31,0,217,448,16,685,25,17,6,0,48,35,3,78,23,24,7,0,56,23,6,82,473,79,78,3,634,1043,56,1729,207,128,58,3,389,323,18,736,41390,36466,14171,1030,93058,30433,5237,128735
317,13456,14891,5071,440,33854,8502,1447,43804,1065,354,490,65,1975,2963,264,5204,241,103,208,23,571,700,117,1386,1302,459,694,84,2545,3663,380,6595,440,217,246,41,949,1387,161,2494,5,0,5,0,13,49,3,58,24,4,5,0,30,43,0,73,3,0,0,0,6,3,0,5,468,227,257,41,996,1473,166,2635,25,5,4,0,31,39,5,73,11,7,9,0,28,28,3,56,9,6,0,0,13,6,0,19,84,80,35,6,201,61,28,292,126,92,45,5,268,139,36,439,60,71,12,3,154,193,16,359,15416,15738,6087,578,37818,13969,2039,53834
318,19864,22864,8426,752,51909,12555,2616,67086,650,281,494,72,1503,2507,209,4220,495,259,350,60,1168,1334,239,2740,1153,542,852,134,2673,3840,448,6960,411,170,336,36,950,1793,170,2917,325,87,112,23,546,659,165,1373,446,146,85,26,703,592,172,1465,3,0,0,0,8,10,0,15,1185,401,533,82,2204,3051,510,5764,187,23,11,3,230,348,16,591,40,10,9,0,48,67,0,121,16,21,4,0,45,32,0,74,27,18,4,0,59,30,7,87,271,67,31,0,382,483,23,883,84,64,25,3,180,162,22,355,22560,23937,9871,969,57338,20082,3620,81043
319,33951,24499,11631,870,70945,21497,3216,95658,1016,200,469,45,1729,2856,169,4755,329,120,277,16,740,1065,100,1905,1340,322,750,65,2469,3921,275,6661,492,146,335,44,1018,2203,153,3378,56,13,25,0,90,123,18,230,156,15,14,3,191,149,13,351,3,0,0,0,3,12,3,15,706,175,371,46,1303,2485,190,3971,383,43,52,6,493,879,47,1413,116,17,26,3,160,321,34,511,89,46,19,3,159,130,10,300,58,37,19,3,111,68,7,190,641,146,116,15,918,1393,100,2420,180,120,48,4,352,279,25,651,36819,25262,12910,997,75990,29568,3802,109362
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,21409,28741,6986,757,57897,14677,2294,74864,3097,1937,1121,174,6333,6423,739,13496,1864,1214,585,119,3780,2324,670,6772,4959,3149,1707,299,10111,8745,1416,20266,1919,1197,649,144,3904,5189,715,9811,311,117,68,33,528,820,229,1576,871,205,124,91,1301,1574,626,3498,4,7,0,0,8,10,0,24,3105,1528,848,263,5739,7599,1573,14906,17,7,0,0,26,33,0,64,5,7,3,0,11,25,4,38,0,3,0,0,5,12,0,15,47,35,22,0,102,53,25,180,72,52,24,3,152,115,28,298,100,98,22,3,219,184,21,425,29645,33557,9588,1322,74112,31316,5330,110763
402,33527,44706,17978,1442,97656,26207,3785,127648,2961,2121,2500,257,7837,8132,738,16696,804,834,626,87,2353,1102,316,3771,3761,2957,3126,343,10188,9232,1049,20470,729,564,323,48,1668,2508,195,4368,94,61,21,13,187,231,64,475,94,45,18,4,162,159,33,355,0,3,0,0,9,6,3,15,917,670,367,68,2023,2904,291,5211,53,14,10,0,71,144,5,220,23,3,7,0,31,72,3,108,5,4,4,0,10,5,0,17,22,14,16,0,55,32,5,96,105,35,37,4,175,255,16,443,89,86,48,3,224,124,14,363,38400,48444,21552,1863,110265,38721,5158,154138
