SA4_CODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
111,1323,1298,681,385,575,246,131,4635,1133,1177,660,365,513,202,92,4133,1234,1140,538,353,478,192,92,4040,13174,12449,6955,4487,5921,2160,1026,46168,85,57,39,29,23,6,3,241,16952,16113,8877,5622,7512,2805,1345,59220,101,161,129,85,129,64,45,724,252,348,234,159,258,76,41,1365,106,221,153,112,181,67,35,866,2660,3649,2322,1661,2090,640,305,13327,118,99,78,47,47,8,3,400,3241,4472,2918,2059,2703,859,428,16680,20192,20587,11795,7682,10217,3664,1776,75901
112,616,711,400,253,361,75,24,2441,800,910,493,303,366,73,26,2974,878,869,418,255,316,85,28,2847,6882,7406,4218,2811,3749,924,262,26263,72,65,25,23,23,5,0,209,9249,9953,5562,3642,4823,1161,338,34730,48,118,103,85,120,34,10,522,229,356,247,153,240,66,21,1314,92,203,152,104,165,42,12,781,1617,2544,1693,1186,1579,366,108,9096,96,96,75,50,32,5,3,357,2080,3320,2267,1585,2141,524,151,12066,11330,13273,7833,5230,6959,1686,487,46798
113,777,739,421,239,312,79,19,2598,271,314,173,121,117,23,6,1028,297,220,125,82,115,13,4,865,6018,6436,3747,2320,2837,504,142,22001,34,48,24,24,14,0,0,153,7405,7762,4490,2794,3396,624,171,26640,78,86,53,35,44,11,10,321,108,112,67,51,66,17,4,425,21,66,37,24,33,3,0,182,1433,1762,1089,722,911,124,34,6090,97,73,54,23,23,6,0,270,1743,2102,1306,855,1076,161,48,7290,9144,9859,5796,3647,4470,784,224,33925
114,264,289,193,140,159,53,17,1115,357,488,265,190,241,54,10,1603,402,432,227,143,186,58,17,1460,4537,4974,2817,1736,2209,479,150,16896,22,39,27,12,9,4,0,115,5582,6220,3527,2222,2798,644,197,21190,16,43,43,39,45,16,9,202,85,130,114,87,133,25,10,583,42,85,85,53,85,17,10,369,1104,1447,981,686,834,155,48,5255,41,57,33,27,20,0,3,175,1291,1754,1247,892,1114,213,67,6589,6879,7975,4768,3118,3916,859,267,27775
115,4212,5219,2931,1938,2920,2156,1174,20551,998,1315,810,517,693,343,172,4849,1053,1111,629,449,570,307,139,4252,5821,7259,4319,2836,3622,1762,768,26387,42,58,31,25,20,9,4,170,12119,14965,8716,5760,7824,4575,2257,56216,145,295,230,184,354,259,163,1637,92,145,122,105,124,63,26,678,43,121,88,67,101,49,36,497,412,675,568,431,588,236,113,3019,33,34,15,16,19,12,0,122,728,1272,1025,802,1184,610,342,5961,12845,16239,9737,6563,9008,5183,2596,62172
116,11603,11616,5854,3643,5392,3530,1776,43421,1731,1531,813,452,588,238,87,5442,1542,1338,590,368,480,203,101,4630,6725,6199,3346,2110,2666,895,336,22273,131,148,60,43,35,14,8,450,21725,20843,10672,6620,9171,4881,2316,76222,738,1146,763,576,898,536,339,4991,480,571,311,226,302,88,37,2015,216,285,164,140,190,82,30,1112,2250,2538,1567,1017,1193,337,121,9021,177,187,118,61,72,13,8,647,3865,4732,2922,2023,2653,1049,535,17775,25595,25569,13592,8642,11822,5931,2846,93995
117,4024,2451,1114,642,981,678,414,10313,1371,1041,447,242,309,129,60,3594,1448,920,393,223,281,123,63,3442,3822,2811,1332,762,858,408,211,10201,63,45,12,16,8,0,0,147,10730,7265,3299,1886,2435,1342,745,27699,290,398,305,251,401,316,207,2169,182,225,167,124,131,66,46,933,117,154,115,74,114,52,32,657,436,618,363,250,328,134,83,2217,48,63,35,18,26,11,6,201,1079,1455,982,717,999,575,377,6181,11803,8727,4279,2606,3426,1921,1124,33883
118,4013,3499,1644,1035,1426,878,588,13075,1873,1734,819,476,560,295,172,5928,1864,1632,767,433,525,282,142,5653,4748,4385,2442,1408,1840,1009,563,16401,51,47,21,11,8,4,3,146,12549,11303,5688,3369,4355,2469,1472,41206,219,414,278,205,323,251,193,1885,167,305,215,127,177,87,58,1136,116,238,123,82,135,78,40,808,344,612,436,308,421,235,138,2492,52,42,33,15,25,15,4,186,901,1617,1083,738,1071,667,436,6510,13446,12917,6770,4109,5434,3136,1911,47714
119,15909,13282,7230,4780,7164,5361,2891,56621,3695,3734,2004,1220,1494,798,333,13287,2991,2702,1347,723,930,473,226,9392,9239,8964,4705,2791,3463,1815,796,31769,219,208,91,82,58,36,20,727,32057,28895,15384,9595,13119,8486,4261,111799,1359,2003,1519,1199,2009,1421,818,10325,630,914,566,403,473,248,102,3322,346,570,383,222,280,145,73,2014,1344,1576,991,668,943,362,160,6050,193,208,111,66,83,30,15,708,3872,5267,3569,2556,3784,2204,1167,22425,35935,34162,18949,12152,16905,10692,5432,134221
120,5884,4384,2108,1353,2015,1605,888,18233,1898,1702,892,491,629,365,184,6146,1728,1519,685,408,546,252,140,5278,5428,5309,2768,1600,2028,1185,596,18913,76,47,24,19,8,9,8,187,15014,12967,6479,3873,5217,3416,1801,48761,387,548,411,368,636,478,296,3127,176,262,192,134,174,101,71,1110,103,228,127,105,152,83,55,857,389,677,448,301,437,243,127,2623,34,47,31,7,25,11,3,161,1081,1770,1210,917,1427,917,554,7873,16096,14734,7691,4782,6648,4328,2355,56633
121,9124,9051,4413,2729,3865,2545,1415,33148,2400,2686,1552,915,1308,717,361,9930,2762,2795,1395,829,1140,672,333,9930,7308,8471,5052,3181,4331,2388,1368,32099,75,64,33,19,30,6,6,236,21668,23068,12450,7677,10674,6322,3484,85342,424,847,685,529,864,630,376,4344,168,276,216,188,282,161,89,1384,142,286,186,161,219,137,66,1188,301,757,600,459,705,429,256,3507,27,39,25,17,22,10,10,140,1062,2200,1707,1354,2083,1364,800,10563,22726,25265,14151,9030,12758,7689,4285,95902
122,3388,3846,1972,1245,1731,852,427,13467,2003,2203,1207,691,875,363,170,7514,2040,2116,1057,536,805,386,197,7136,6523,7293,4070,2613,3277,1484,714,25972,27,43,30,13,19,10,3,150,13984,15505,8343,5103,6705,3100,1516,54239,133,289,209,153,282,138,92,1296,152,326,206,148,207,96,62,1200,97,220,161,116,193,83,44,912,365,722,570,415,648,268,148,3133,28,43,21,11,16,3,4,125,772,1600,1160,837,1343,594,353,6661,14752,17103,9505,5938,8050,3691,1861,60901
123,4170,4272,2243,1552,2145,1335,704,16421,1334,1312,796,495,609,220,104,4878,1134,1076,544,367,456,156,84,3814,8417,8105,4505,2838,3363,1198,575,29005,78,120,62,53,22,15,3,364,15139,14892,8149,5313,6602,2927,1464,54487,343,509,373,289,423,244,149,2337,338,444,290,219,274,90,50,1707,189,240,172,126,159,60,27,972,2071,2630,1561,977,1228,309,136,8918,159,151,67,46,26,8,6,465,3107,3975,2461,1657,2120,703,374,14394,18244,18870,10610,6966,8723,3630,1839,68880
124,2465,2542,1391,878,1339,746,413,9778,1513,1571,888,581,806,320,143,5820,1214,1261,658,406,590,223,114,4464,10992,10516,5846,3632,4613,1548,644,37787,108,91,38,23,33,6,0,298,16289,15983,8819,5524,7375,2843,1314,58154,243,324,267,180,313,133,93,1549,330,473,306,217,301,88,46,1760,192,310,220,154,190,79,36,1172,2454,2974,1755,1247,1540,442,193,10613,150,116,55,38,38,5,3,405,3360,4208,2594,1834,2382,748,370,15497,19650,20188,11415,7358,9753,3588,1689,73647
125,18280,14982,7030,4331,6229,4752,2542,58149,2728,2538,1324,787,849,384,184,8809,2160,1835,812,474,513,281,116,6191,5710,4957,2493,1483,1776,922,393,17736,158,169,77,40,34,14,10,505,29038,24486,11735,7124,9407,6358,3244,91398,1193,1685,1209,931,1474,1028,695,8214,494,578,332,211,264,112,49,2046,236,323,197,145,183,73,44,1207,951,1109,689,435,574,220,115,4112,144,137,87,50,64,22,11,513,3018,3839,2508,1777,2558,1460,919,16086,32060,28327,14250,8893,11970,7818,4159,107476
126,5010,4255,1970,1265,1982,1551,920,16947,807,939,551,293,411,223,113,3340,989,946,465,248,372,235,99,3357,2719,3114,1907,1199,1594,1005,540,12074,44,21,9,14,10,4,3,103,9571,9279,4895,3014,4366,3018,1678,35817,298,454,298,249,353,341,220,2218,51,117,77,66,104,55,31,507,51,103,52,48,89,52,34,426,175,339,220,167,240,139,93,1383,15,16,14,3,7,3,3,50,592,1031,654,532,793,593,381,4580,10165,10303,5555,3544,5161,3606,2058,40399
127,11762,12787,7685,5240,7430,5390,2960,53263,2230,1839,1050,663,852,378,169,7187,1955,1578,769,408,524,251,123,5609,6133,5278,2856,1802,2312,944,408,19728,172,186,119,71,60,20,8,630,22255,21668,12474,8193,11187,6983,3674,86426,1772,2687,1891,1375,2020,1351,754,11850,537,625,369,228,309,114,56,2241,350,432,243,158,205,84,36,1516,1320,1486,888,632,798,218,116,5459,255,245,155,120,104,48,22,943,4226,5470,3540,2521,3439,1824,987,22007,26481,27138,16014,10709,14618,8808,4655,108428
128,1487,1401,788,545,847,599,323,5992,1247,1272,753,466,609,296,146,4789,1266,1185,617,369,505,275,148,4357,7956,8237,4548,2930,3720,1911,940,30240,33,39,11,23,15,4,0,131,11984,12135,6718,4325,5700,3090,1557,45509,93,157,121,107,156,107,68,806,161,237,164,113,146,79,48,950,89,191,121,95,146,58,23,717,563,928,744,536,761,319,184,4046,38,45,22,16,19,4,0,154,945,1560,1172,873,1231,564,324,6667,12935,13694,7897,5201,6930,3652,1873,52178
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,487,412,238,141,182,78,25,1564,343,377,221,163,202,62,15,1372,338,362,199,130,152,52,17,1250,5844,6121,3427,2040,2771,895,325,21423,38,35,17,24,18,0,0,137,7058,7297,4104,2498,3322,1088,380,25745,37,78,45,42,48,12,7,259,89,131,76,70,91,23,9,497,32,67,40,26,49,14,8,232,1293,1728,1121,759,1019,296,92,6307,53,66,35,24,20,5,3,215,1505,2070,1314,916,1220,346,121,7505,8558,9370,5415,3416,4541,1432,500,33249
202,505,414,251,143,203,74,17,1604,351,387,226,142,186,57,19,1377,329,323,148,100,149,43,12,1103,5814,5863,3274,2155,2820,904,254,21087,32,32,26,17,15,0,0,114,7029,7027,3924,2554,3367,1080,310,25290,33,48,36,23,50,28,11,219,77,120,85,69,94,21,17,489,29,75,70,36,54,18,5,293,1230,1670,1057,736,1021,309,103,6127,58,47,29,19,23,7,0,171,1430,1956,1273,887,1240,379,129,7291,8460,8984,5192,3442,4605,1462,441,32581
203,1311,1187,649,474,626,330,162,4738,988,949,572,397,527,223,90,3745,973,913,453,281,368,168,83,3237,10523,10295,5700,3529,4589,1900,771,37306,64,59,33,30,13,6,3,214,13858,13410,7401,4720,6121,2619,1109,49241,113,183,132,99,198,109,45,881,230,289,187,139,193,72,39,1154,111,160,102,70,132,46,33,653,1676,2362,1559,1166,1573,521,222,9085,89,103,68,36,50,16,5,374,2221,3100,2050,1508,2151,765,349,12151,16074,16512,9453,6233,8275,3383,1454,61388
204,380,325,209,107,156,56,19,1249,318,400,194,147,195,41,11,1307,416,414,182,105,191,41,10,1365,6008,6438,3740,2406,3198,715,169,22668,46,38,36,20,16,5,0,166,7163,7617,4361,2784,3753,859,209,26748,40,51,46,32,41,17,6,234,82,137,86,83,107,32,3,528,34,56,52,44,53,16,6,262,1237,1822,1131,793,1052,236,58,6330,80,68,46,32,27,8,0,262,1476,2139,1359,987,1278,299,74,7611,8635,9755,5725,3768,5034,1159,288,34360
205,628,606,343,248,293,97,29,2245,551,633,383,205,316,75,19,2193,513,586,314,225,286,88,18,2038,9515,9927,5543,3571,4714,1300,343,34914,84,84,53,37,29,4,3,298,11289,11844,6642,4295,5635,1564,417,41680,79,102,79,63,104,36,8,472,164,230,120,91,129,41,12,786,79,141,82,76,120,40,13,554,2190,2934,1737,1317,1768,397,87,10433,130,104,80,33,44,4,4,399,2640,3511,2103,1590,2168,525,121,12642,13932,15357,8739,5882,7804,2080,530,54325
206,6050,3674,1625,984,1275,1009,550,15177,2595,2092,1035,592,832,523,300,7960,2741,1865,834,509,664,407,237,7257,10639,9283,4967,2979,3833,2319,1256,35267,142,96,49,16,17,10,7,341,22165,17009,8509,5076,6625,4271,2348,66008,840,1060,651,542,797,621,426,4942,279,382,248,182,288,191,97,1664,239,285,172,105,190,123,86,1199,740,1191,819,558,844,562,375,5091,162,153,80,65,40,25,14,539,2254,3081,1969,1456,2152,1523,1004,13441,24422,20095,10478,6534,8783,5791,3351,79445
207,6199,5705,3061,2029,3162,2534,1479,24168,1332,1529,953,594,858,585,340,6191,1566,1708,950,595,845,586,322,6566,6339,8580,5659,3634,5000,3293,1900,34408,45,58,27,15,24,11,7,179,15484,17568,10646,6867,9884,7012,4048,71512,461,833,590,506,955,699,427,4465,102,221,178,134,219,156,92,1110,71,196,117,108,163,123,71,850,332,758,683,526,804,523,323,3949,32,50,23,22,14,17,7,163,992,2061,1583,1297,2156,1519,924,10534,16479,19629,12234,8157,12040,8535,4971,82048
208,5324,5160,2734,1695,2422,1672,941,19945,2536,2619,1427,880,1140,649,384,9633,2481,2557,1323,785,1078,612,333,9172,10240,11624,6879,4241,5516,3301,1813,43620,44,63,40,29,28,12,11,229,20627,22020,12406,7625,10187,6251,3487,82601,252,512,383,321,544,388,241,2645,207,379,300,224,346,222,134,1803,152,267,210,134,207,105,108,1184,635,1292,967,748,1084,689,389,5800,76,56,34,17,26,16,9,241,1317,2506,1893,1446,2205,1425,869,11670,21945,24528,14297,9076,12393,7676,4354,94272
209,9457,7373,3688,2115,3214,2320,1290,29465,2643,2483,1324,756,1112,683,340,9337,2410,1946,936,599,800,453,260,7407,14690,14170,7817,4863,6502,3383,1554,52981,169,146,80,51,53,23,7,537,29375,26111,13842,8383,11687,6866,3456,99724,630,852,603,479,625,499,360,4036,334,531,378,249,332,183,107,2119,193,289,225,160,237,137,78,1320,1819,2708,1805,1264,1700,802,385,10478,152,138,89,81,47,31,3,545,3132,4519,3094,2227,2943,1656,932,18497,32505,30631,16935,10609,14627,8524,4387,118222
210,8424,7675,4112,2616,3786,2595,1382,30588,2336,2192,1153,696,919,445,211,7951,1733,1429,721,464,586,320,168,5426,9416,8718,4778,2903,3982,1972,925,32700,148,142,63,45,42,16,15,471,22060,20157,10836,6721,9305,5351,2699,77130,593,862,684,490,786,511,274,4198,357,481,313,237,328,160,76,1946,185,251,185,121,186,99,50,1075,1390,1828,1269,918,1245,510,286,7449,102,143,83,57,45,24,18,471,2628,3567,2530,1822,2586,1305,702,15136,24686,23721,13360,8536,11894,6657,3401,92266
211,6387,5602,2978,1978,2825,2300,1316,23387,1953,2165,1292,851,1204,691,359,8517,2155,2039,1083,702,1061,584,307,7937,15265,15536,8975,5815,7927,4019,1798,59334,89,86,63,37,36,20,7,339,25848,25428,14390,9392,13054,7623,3786,99519,322,464,375,298,587,418,277,2745,265,475,339,261,407,202,107,2059,158,313,237,164,260,140,83,1352,1811,2703,2019,1504,2176,975,467,11647,81,87,65,43,63,15,8,362,2634,4037,3034,2269,3491,1753,948,18169,28485,29466,17419,11667,16545,9373,4729,117685
212,23083,21146,11045,6867,9972,7181,3893,83184,3018,2865,1558,966,1341,719,346,10797,3162,2719,1364,795,1148,594,275,10062,14601,14006,7915,4900,6449,2835,1240,51958,232,244,125,67,60,38,16,785,44099,40972,22007,13591,18973,11369,5772,156788,1878,2582,1809,1375,2249,1623,993,12514,607,753,472,337,467,237,109,2983,352,499,351,274,343,186,87,2090,2511,3231,2185,1576,2064,813,336,12714,269,235,128,109,122,34,14,920,5626,7304,4950,3670,5250,2900,1533,31219,49728,48275,26952,17265,24220,14264,7307,188008
