SA4_CODE_2016,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
214,406,116,179,8,709,224,48,98,9,382,174,78,302,19,564,118,36,466,4,629,1182,151,763,40,2135,677,285,1394,35,2389,3928,559,1441,83,6012,2532,1047,1534,137,5248,3120,1912,1598,121,6748,2726,2486,1157,128,6497,1695,2644,908,83,5325,1804,2750,592,73,5222,3537,5355,793,85,9775,2161,3873,281,47,6361,1067,2409,133,16,3632,619,1519,121,12,2271,1309,3073,106,12,4500,1924,3952,1469,46,7388,810,380,320,39,1546,30004,32680,13653,1001,77327
215,247,89,64,4,416,173,56,51,11,289,130,87,181,3,402,73,30,290,3,396,903,179,492,27,1597,475,231,745,31,1482,2840,482,776,71,4167,1597,834,763,81,3272,1871,1305,612,74,3864,1807,1483,397,67,3758,839,1279,268,29,2411,1104,1271,155,33,2560,1631,2091,185,41,3944,817,1249,66,15,2147,412,674,15,8,1109,169,368,32,0,570,403,619,37,8,1068,1131,2070,534,28,3763,557,189,196,10,960,17184,14580,5860,535,38162
216,230,80,72,7,383,140,35,37,7,209,97,66,158,8,330,62,37,227,0,328,772,166,418,21,1378,376,209,678,20,1279,2370,369,692,45,3467,1205,625,680,50,2558,1568,1075,588,46,3280,1408,1264,432,43,3150,764,1163,255,29,2211,885,1184,176,24,2272,1432,2055,201,31,3723,759,1261,82,13,2113,336,711,20,6,1073,142,366,28,0,543,344,660,27,3,1037,873,1806,488,32,3196,426,201,168,14,811,14184,13343,5428,391,33344
217,175,69,47,8,292,138,36,45,5,223,116,42,134,12,304,59,24,221,4,308,700,116,329,25,1160,409,141,593,20,1161,2015,314,581,33,2950,1249,595,570,68,2479,1536,1051,488,43,3118,1337,1195,382,50,2952,753,1145,218,28,2149,914,1112,147,25,2204,1458,1921,200,30,3607,775,1263,63,12,2112,382,667,34,7,1089,196,352,37,3,576,440,640,31,13,1122,832,1664,447,19,2964,383,127,146,21,677,13861,12462,4699,420,31443
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,280,47,100,5,440,151,25,52,11,237,126,38,176,19,361,88,25,266,6,383,811,90,504,31,1438,599,156,840,24,1621,2966,326,917,80,4287,1787,591,1069,91,3539,2191,1212,1201,88,4691,1935,1639,928,78,4585,1307,1703,701,56,3769,1436,2030,542,67,4070,2849,4545,718,90,8203,1897,3773,338,58,6060,1154,2619,135,29,3926,691,1946,138,8,2781,1181,3941,121,15,5267,1498,3336,786,35,5660,396,245,164,17,817,23344,28290,9692,806,62138
302,243,73,126,19,466,122,37,60,17,226,93,36,164,11,306,62,33,229,3,318,595,118,340,38,1085,403,176,599,44,1223,2059,348,673,106,3190,1437,607,895,121,3062,1871,1087,1144,144,4240,1687,1460,841,131,4117,1151,1503,702,104,3452,1368,1727,517,84,3699,2992,3741,763,181,7677,2049,3139,316,95,5602,1271,2382,110,49,3818,809,1652,121,24,2602,1318,3556,122,27,5027,1370,2476,713,44,4596,280,215,135,23,650,21184,24367,8556,1264,55370
303,810,231,374,79,1501,294,102,115,43,563,265,169,333,47,819,171,96,346,15,631,952,361,573,95,1983,707,512,895,80,2190,2895,875,1035,159,4958,2009,1368,1191,203,4766,2741,2171,1428,247,6580,2465,2489,1135,207,6300,1804,2386,936,156,5279,1877,2625,718,154,5374,4005,5786,1066,237,11092,2793,4874,460,141,8268,1821,3607,176,68,5665,1186,2793,219,35,4235,2169,6316,183,47,8720,1967,4131,1011,84,7188,359,297,180,22,851,31270,41195,12379,2115,86959
304,217,79,138,44,477,100,34,60,24,212,111,45,114,37,306,58,34,146,10,256,395,92,211,40,740,275,137,388,50,854,1084,221,395,64,1759,973,440,468,80,1966,1438,666,645,87,2833,1266,901,527,75,2767,879,1022,495,60,2456,987,1149,385,59,2586,2121,2852,629,90,5683,1577,2742,233,44,4593,1094,2304,98,33,3532,778,2057,156,9,3000,1835,5730,139,18,7725,1140,2844,546,23,4554,153,120,61,6,341,16478,23466,5833,853,46630
305,308,124,192,66,689,112,27,67,45,251,113,40,122,54,329,85,26,145,16,274,421,82,219,83,803,346,129,386,74,933,1081,243,396,97,1815,1065,331,512,147,2040,1501,560,641,224,2923,1791,682,575,174,3226,1319,799,473,132,2723,1573,840,424,131,2970,3705,2050,728,225,6702,2884,1912,279,146,5222,2060,1796,106,76,4040,1715,2117,290,36,4158,4043,7805,249,70,12170,2122,2542,563,46,5275,202,128,74,12,412,26447,22232,6428,1858,56966
306,307,98,203,15,622,210,66,97,20,386,176,71,333,15,602,118,60,468,14,664,1015,235,744,42,2038,621,305,1306,54,2283,2978,630,1384,83,5077,1888,1045,1350,126,4416,2505,1644,1342,125,5610,2375,2010,896,108,5381,1540,1909,634,61,4151,1610,1906,435,53,4002,3025,3545,560,81,7211,1697,2386,173,37,4295,908,1426,75,20,2424,464,892,81,6,1450,945,1485,67,11,2506,2094,3375,1032,62,6558,490,259,311,40,1102,24968,23355,11494,951,60780
307,256,61,68,5,387,156,39,42,8,248,102,47,154,5,305,67,29,216,4,318,798,129,344,24,1290,405,188,625,18,1236,2360,393,636,30,3421,1199,592,561,64,2420,1449,1118,520,69,3155,1389,1260,328,46,3017,754,1093,185,29,2061,907,1085,153,28,2170,1443,1891,147,26,3502,769,1168,70,8,2011,400,635,22,3,1060,216,375,31,3,624,431,668,25,5,1132,1028,1955,402,28,3411,359,168,131,10,671,14478,12896,4661,408,32448
308,294,102,149,13,552,203,50,92,10,356,155,70,282,16,525,103,33,396,6,547,876,160,711,40,1790,522,243,1066,37,1867,2648,475,1054,95,4273,1461,751,992,102,3304,1805,1244,853,71,3965,1779,1560,638,74,4054,1140,1631,472,51,3290,1338,1807,360,43,3550,2669,3928,440,60,7098,1662,2849,189,41,4741,1059,1795,50,22,2927,676,1335,85,8,2103,1285,2460,88,24,3859,2009,3864,702,38,6615,483,246,199,16,951,22168,24595,8819,780,56363
309,875,298,531,72,1783,398,112,206,24,742,380,151,489,44,1065,273,123,680,16,1101,2203,403,1342,86,4042,1431,663,2617,75,4792,7173,1155,2824,179,11332,4328,2123,3034,218,9701,5685,3921,3184,281,13072,5535,4875,2365,277,13052,3550,4770,1691,166,10182,4113,5083,1218,129,10538,7424,9903,1579,228,19134,4318,7365,542,107,12337,2406,4635,221,44,7311,1370,3074,258,21,4719,2831,6059,227,36,9153,3867,7189,2075,78,13209,1027,581,439,39,2090,59197,62509,25530,2125,149362
310,347,162,298,25,835,180,67,122,17,391,197,124,461,24,804,123,92,656,11,882,1089,384,1082,62,2621,728,523,1947,47,3244,3815,938,1942,147,6845,2139,1673,1961,185,5958,2615,2812,1933,175,7528,2509,3467,1385,157,7522,1718,3173,954,106,5949,1814,3145,701,104,5767,3551,6129,876,146,10693,2036,4068,332,80,6516,1070,2559,115,30,3772,535,1451,98,9,2091,691,2114,101,23,2930,1870,4149,1252,56,7324,467,404,329,34,1234,27495,37432,16543,1434,82905
311,431,206,308,17,962,168,73,137,13,393,186,119,441,31,774,118,85,679,5,885,1127,402,1103,49,2679,715,517,1873,42,3145,3791,919,1960,95,6767,2152,1672,1879,155,5862,2557,2794,1963,178,7491,2597,3503,1365,174,7635,1767,3248,980,105,6104,1887,3321,679,77,5969,3676,6256,882,148,10958,1845,4250,367,60,6525,950,2505,124,32,3607,474,1472,125,7,2084,613,2143,95,19,2868,1659,4090,1275,59,7086,500,418,354,29,1304,27204,37986,16591,1301,83088
312,229,87,92,10,426,153,31,46,6,227,116,49,198,8,372,63,23,261,4,354,672,110,458,22,1261,371,132,795,20,1319,1726,276,732,40,2770,1053,497,679,54,2285,1441,935,629,44,3043,1435,1135,457,57,3089,909,1203,329,37,2481,1064,1353,232,37,2680,2116,2845,363,51,5373,1363,2151,120,31,3668,928,1339,47,20,2336,497,963,79,13,1541,946,1932,61,10,2946,1849,3349,494,19,5713,465,225,152,18,852,17388,18639,6208,510,42742
313,301,69,151,12,540,228,38,86,6,352,177,54,329,9,565,109,33,438,11,597,1198,204,822,41,2266,777,271,1456,27,2532,4488,580,1517,107,6687,2407,1051,1543,120,5114,2713,1842,1442,120,6116,2398,2213,1033,86,5734,1423,2213,686,50,4374,1546,2184,490,47,4266,2589,4039,578,66,7274,1380,2659,226,35,4290,774,1649,81,7,2511,344,941,65,5,1350,596,1498,69,10,2180,1491,2904,896,57,5348,539,261,272,23,1105,25480,24706,12181,849,63213
314,195,62,121,8,385,106,24,59,4,184,98,36,147,11,294,61,37,219,4,323,593,93,385,25,1101,391,147,761,28,1332,1876,281,879,44,3082,1340,627,930,53,2945,1739,1226,995,93,4051,1619,1745,778,92,4235,1117,2072,644,51,3882,1312,2100,445,46,3910,2690,4653,599,68,8014,1675,3663,218,41,5591,950,2443,65,16,3468,533,1652,80,12,2274,792,3056,76,10,3933,1178,2869,594,28,4674,197,221,112,17,546,18457,27017,8118,635,54232
315,147,46,54,3,248,63,28,55,10,145,41,72,203,8,325,24,27,240,8,295,328,185,296,45,848,157,170,387,28,746,599,293,355,42,1284,374,379,323,50,1126,481,525,287,40,1330,493,562,227,35,1327,284,447,158,19,907,402,473,116,15,999,813,964,173,34,1989,545,746,65,19,1372,430,536,32,7,1003,237,330,30,3,605,406,636,42,8,1090,560,1122,326,30,2036,198,159,145,20,525,6580,7697,3515,421,18211
316,507,122,201,21,855,316,54,118,16,498,286,87,349,27,749,182,53,480,8,728,1790,218,895,39,2941,1200,386,1588,44,3213,6153,694,1812,88,8745,3892,1386,1831,127,7244,4759,2514,1862,160,9287,4230,3166,1315,126,8829,2470,3035,907,84,6497,2567,2978,582,65,6199,4339,5743,758,83,10926,2537,3973,227,40,6775,1291,2518,90,13,3912,831,1566,106,9,2513,1724,2936,85,10,4761,2914,4972,1221,48,9160,713,337,264,23,1337,42688,36743,14712,1029,95178
317,160,48,76,7,287,106,22,47,7,183,87,27,149,13,278,51,28,221,6,303,548,123,388,22,1082,358,159,729,19,1262,2253,337,785,47,3419,1299,594,768,78,2731,1541,1026,770,75,3413,1484,1287,583,81,3433,922,1313,412,33,2675,1012,1375,247,46,2673,1955,2589,272,66,4883,1131,1922,118,28,3201,637,1127,44,3,1809,317,682,44,0,1049,608,1254,29,5,1897,1068,1809,475,20,3379,283,111,120,14,528,15810,15821,6284,580,38495
318,263,87,156,25,526,144,40,97,19,300,135,62,294,20,504,100,28,436,15,584,873,163,660,52,1746,525,249,1172,46,1989,2660,461,1190,94,4405,1650,788,1186,116,3736,2122,1346,1184,114,4769,2069,1749,846,105,4763,1374,1830,614,77,3894,1509,1858,437,60,3867,2924,3765,576,94,7365,1827,2997,214,55,5092,1005,1858,76,16,2951,534,1145,78,6,1756,831,1883,53,4,2778,2156,3531,833,42,6564,441,259,209,20,938,23143,24099,10309,969,58532
319,525,111,164,11,808,375,75,103,9,559,335,109,447,19,914,191,64,663,3,927,2509,326,1126,66,4027,1436,470,1907,51,3863,8496,1112,1920,134,11666,3765,1603,1799,178,7348,4063,2523,1517,156,8264,3384,2687,907,105,7084,1716,2209,534,47,4505,1786,2028,349,33,4202,2679,3406,379,52,6516,1266,2092,116,11,3491,634,1213,51,9,1912,351,680,75,9,1110,708,1056,51,11,1826,2380,3335,998,50,6761,1059,321,346,49,1772,37654,25438,13449,993,77542
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,486,174,224,64,940,219,64,103,42,425,175,105,216,54,551,124,64,247,13,453,958,196,425,67,1648,568,319,748,70,1710,3033,542,898,98,4569,2063,913,950,124,4055,2813,1586,1128,150,5668,2508,1834,818,143,5309,1653,1789,670,88,4199,1802,2028,545,74,4452,3596,4379,772,128,8875,2454,3687,298,69,6515,1543,2875,136,37,4590,1113,2171,177,26,3495,2723,6387,206,30,9339,2067,4356,1077,36,7528,368,203,127,17,711,30265,33675,9760,1322,75029
402,523,289,326,43,1172,304,112,203,31,656,281,196,678,51,1202,152,137,950,17,1267,1826,730,1505,96,4159,1120,895,2792,108,4915,6452,1544,2722,191,10909,3701,2541,2639,226,9110,4263,4005,2496,243,11009,3805,4658,1765,196,10415,2374,4462,1189,141,8172,2488,4236,928,117,7764,4723,7657,1074,169,13619,2425,5055,403,64,7951,1192,2901,134,29,4258,544,1625,117,18,2305,626,2291,98,13,3025,2317,5101,1814,74,9307,655,403,478,27,1563,39760,48841,22312,1868,112778
403,384,119,202,32,738,253,64,120,32,472,219,100,379,47,751,119,67,511,14,712,1400,263,919,86,2667,928,414,1692,93,3131,5156,808,1746,139,7846,3399,1401,1800,198,6800,4169,2520,1823,224,8742,3695,3135,1386,177,8401,2307,3187,1040,95,6628,2333,3263,821,96,6515,4557,6618,931,142,12251,2704,5111,343,50,8209,1429,3393,145,30,4994,747,1941,107,12,2802,1338,3894,122,14,5370,2389,4742,1504,45,8686,472,286,273,26,1053,37997,41335,15866,1541,96744
404,339,150,156,24,667,190,38,82,22,333,155,114,297,37,600,87,73,358,8,532,1031,285,647,71,2024,600,380,932,86,1991,3229,716,1092,143,5178,1849,1046,1198,193,4279,2189,1680,1246,203,5319,1902,1865,963,163,4883,1233,1826,685,96,3840,1301,1804,507,74,3680,2684,3709,652,146,7194,1768,2946,271,58,5045,1027,1871,93,21,3005,521,1165,76,15,1776,828,2009,83,13,2940,1527,2733,940,50,5240,386,189,216,24,813,22822,24595,10487,1433,59336
405,147,40,43,5,233,133,24,36,8,198,81,35,144,8,269,56,15,209,0,292,820,114,327,17,1287,461,171,533,13,1177,2682,315,524,31,3556,1380,547,481,52,2462,1599,954,400,38,2989,1455,1028,292,35,2815,700,922,184,15,1816,850,951,156,21,1969,1342,1616,122,26,3109,749,1035,37,9,1835,387,583,17,3,997,179,291,23,0,498,347,580,27,0,957,986,1556,423,15,2985,277,99,83,0,460,14629,10891,4073,306,29901
406,86,19,49,5,166,69,19,31,4,127,63,31,175,7,275,36,20,216,7,275,523,114,284,22,950,254,112,433,15,812,1268,237,409,32,1950,690,360,370,41,1462,891,557,331,22,1799,756,599,210,22,1585,437,553,158,11,1155,531,550,118,10,1208,920,1186,136,18,2262,590,857,49,7,1506,344,512,24,3,881,167,305,22,0,493,315,530,14,3,864,703,1165,307,18,2187,257,136,190,16,606,8902,7872,3524,272,20562
407,245,71,63,3,383,216,46,59,3,331,168,71,234,15,490,108,25,369,5,507,1322,197,607,34,2159,735,275,964,36,2016,4506,557,966,60,6090,2417,1004,896,80,4400,2768,1684,750,70,5285,2484,1907,482,64,4943,1271,1699,306,23,3305,1497,1514,222,25,3256,2113,2565,225,42,4944,1013,1531,68,7,2627,451,809,21,5,1290,246,418,18,4,688,532,688,25,8,1251,1581,2303,619,18,4520,526,162,198,13,905,24199,17533,7112,535,49380
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,265,49,128,8,462,158,40,64,11,266,140,58,233,10,434,126,30,320,0,475,856,143,525,18,1544,514,171,869,23,1579,2702,376,839,36,3963,1620,590,730,49,2992,1770,1067,723,56,3610,1742,1331,473,46,3602,1041,1485,338,25,2882,1228,1525,253,35,3038,2171,2983,340,57,5555,1367,2166,121,17,3674,878,1327,44,8,2255,483,912,64,4,1456,860,1600,50,5,2517,1830,3456,631,28,5950,391,171,122,15,704,20152,19487,6867,449,46950
502,183,42,104,7,337,105,24,54,0,187,121,24,138,6,295,70,21,215,5,312,589,86,312,23,1016,318,93,544,17,980,2127,173,494,22,2824,1019,307,433,31,1793,1256,500,416,30,2201,949,632,274,34,1890,545,592,211,14,1357,591,626,160,12,1390,1044,1446,199,24,2712,643,1080,81,13,1811,407,637,36,8,1091,314,542,46,0,906,521,1057,28,6,1615,1135,1946,379,15,3477,242,89,84,7,426,12194,9934,4219,274,26612
503,243,92,158,38,529,83,21,63,27,194,91,34,92,29,244,51,27,99,11,188,309,68,146,40,568,255,98,216,43,613,830,153,289,56,1324,713,263,299,63,1342,1059,378,371,69,1876,1127,429,296,66,1920,852,454,250,80,1625,912,565,263,55,1800,2051,1439,424,103,4024,1608,1249,178,63,3091,1237,1106,69,22,2439,1172,1760,247,25,3208,3634,6911,243,56,10844,1708,2437,453,43,4643,166,129,46,4,352,18116,17613,4196,902,40829
504,367,161,231,34,798,155,65,109,14,344,159,91,314,30,596,95,72,382,17,568,905,207,596,43,1752,528,313,961,33,1837,2606,562,921,66,4155,1522,968,1040,90,3616,1926,1669,1167,110,4873,1859,1991,899,131,4879,1360,2164,664,90,4277,1435,2308,574,80,4389,3291,4903,776,133,9106,2209,3514,362,72,6160,1401,2290,145,49,3888,914,1793,148,22,2869,1379,3282,140,31,4832,2165,4142,1015,67,7399,362,269,184,25,837,24642,30752,10646,1131,67175
505,736,359,435,60,1600,363,127,204,35,729,356,227,566,49,1204,192,132,687,23,1040,1623,437,1085,90,3241,1027,663,1784,88,3567,5057,1095,1828,152,8133,3373,1649,1971,198,7198,4421,2920,2228,224,9791,3872,3779,1727,238,9624,2759,4056,1372,173,8364,3005,4346,1107,161,8616,6715,10107,1725,305,18854,4653,8120,722,161,13654,3040,5869,301,89,9302,2083,4841,342,47,7324,3853,11098,316,82,15339,4394,9736,1930,120,16174,818,570,353,24,1774,52341,70139,20699,2347,145522
506,921,410,556,125,2009,368,110,203,48,733,351,223,601,94,1270,244,156,677,28,1105,1504,544,1020,106,3174,988,739,1615,135,3469,4850,1144,1655,193,7841,3134,1947,1782,236,7093,4018,3368,2095,312,9793,3610,3927,1577,310,9431,2555,4211,1176,208,8152,2787,4191,919,189,8077,5894,8981,1396,364,16645,3931,6286,613,182,11019,2435,4291,278,105,7109,1620,3521,252,49,5434,2852,7014,255,78,10190,3800,7707,1626,120,13252,692,498,321,38,1546,46562,59260,18617,2919,127352
507,571,203,405,58,1244,302,80,140,30,550,268,142,493,47,947,166,73,579,17,832,1366,254,966,73,2670,760,415,1554,82,2807,4012,654,1480,120,6266,2415,1118,1534,148,5216,3142,2100,1744,176,7155,2768,2634,1242,135,6777,2013,2941,970,118,6041,2131,3232,851,99,6315,4691,7405,1269,176,13537,3455,5748,501,107,9816,2299,3996,193,71,6559,1580,3562,242,29,5413,3047,7998,249,56,11358,3600,7930,1506,83,13112,592,351,273,18,1237,39183,50824,16188,1644,107841
509,241,42,70,8,360,170,38,42,3,250,117,40,167,9,323,74,26,218,3,327,796,135,347,13,1296,437,181,556,9,1190,2331,333,594,31,3290,1257,575,484,55,2368,1571,970,470,49,3059,1446,998,299,43,2777,864,1015,196,19,2081,1081,1029,162,29,2293,1783,1853,219,32,3887,1083,1288,70,9,2454,641,746,26,9,1426,375,489,49,9,917,750,981,56,11,1795,1389,2324,460,24,4201,385,174,135,12,710,16778,13233,4623,385,35016
510,42,18,61,3,127,23,16,51,4,93,24,36,193,15,271,7,21,186,9,227,165,159,216,42,585,63,121,214,28,419,181,184,249,35,650,174,223,209,31,633,190,262,216,26,689,245,249,149,25,673,218,288,140,18,659,312,384,133,4,836,830,1271,207,30,2348,722,898,72,22,1718,618,716,44,12,1386,509,826,63,12,1399,1108,1737,47,17,2914,623,1171,290,37,2115,127,151,148,16,442,6196,8727,2876,388,18186
511,166,46,77,10,298,99,24,53,5,183,81,42,183,10,310,40,19,244,3,309,447,116,286,26,876,231,150,470,20,869,1265,230,449,37,1980,635,300,401,44,1387,869,537,406,45,1867,842,723,316,36,1917,560,733,233,22,1542,675,833,170,21,1694,1397,1823,280,34,3530,978,1379,81,29,2463,677,955,53,17,1699,439,690,49,13,1192,767,1285,58,14,2116,1204,2097,433,33,3765,315,195,189,22,722,11682,12168,4428,442,28713
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,229,64,105,15,403,122,23,53,12,214,156,55,279,15,502,68,28,449,6,556,785,161,707,55,1708,566,289,1291,44,2188,2904,489,1235,95,4737,1951,879,1289,112,4224,2410,1531,1281,114,5340,2297,1896,896,98,5183,1524,1757,678,53,4012,1577,1822,432,60,3883,2868,3700,598,82,7250,1629,2701,185,30,4542,938,1755,69,14,2777,546,1114,85,3,1752,922,2063,63,6,3055,1513,2685,987,45,5225,356,154,200,25,733,23355,23160,10877,883,58276
602,156,43,62,10,268,112,27,36,11,181,119,39,206,17,370,74,23,334,11,442,858,176,458,44,1536,539,205,855,22,1628,2920,488,803,64,4271,1502,756,678,69,3002,1736,1229,660,80,3704,1498,1336,431,48,3317,897,1234,280,27,2429,893,1188,210,21,2308,1539,2018,248,33,3832,836,1418,81,13,2346,382,756,24,3,1170,211,403,36,0,656,440,708,35,3,1186,1077,1711,563,32,3388,340,130,128,14,615,16145,13879,6118,510,36653
603,56,14,8,0,78,65,9,11,0,84,47,10,47,7,113,33,15,72,0,112,334,51,124,3,515,208,71,173,6,461,926,158,177,15,1275,498,251,162,7,921,563,332,142,14,1049,483,385,84,7,951,266,372,64,7,711,270,294,38,9,610,400,498,47,0,950,215,242,10,0,466,88,141,3,0,233,49,59,3,0,116,115,110,4,0,237,368,510,151,5,1035,113,40,29,7,192,5102,3554,1362,91,10106
604,109,31,45,3,189,95,22,32,8,156,88,29,148,10,273,47,12,275,0,327,779,117,427,20,1342,446,177,671,16,1309,2587,301,687,36,3619,1246,595,625,47,2514,1373,1004,560,40,2978,1328,1110,323,29,2795,739,950,221,14,1927,756,907,152,19,1840,1196,1597,158,11,2962,618,998,55,9,1674,300,538,13,3,853,141,306,14,3,463,260,447,24,3,736,844,1448,470,14,2775,300,103,153,10,566,13248,10693,5059,305,29303
