SA4_CODE_2016,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
111,1458,2052,3516,32399,37653,70050,0,0,0,3399,3857,7252,100,96,197,36144,40793,76946,82,150,236,2060,2036,4097,501,627,1128,318,383,697,332,412,750,71,73,142,770,877,1646,1994,2277,4269,4739,5179,9917,701,871,1574,1856,2111,3970,7938,10546,18480,4108,4778,8892,287,323,613,97804,113041,210851,913,814,1733,1329,1058,2387,89,90,185,51,48,100,161,136,296,380,518,899,588,705,1298,58853,50913,109767,781,629,1407,267,397,660,59910,51938,111845,13933,13368,27302,176033,183073,359106
112,1253,1875,3132,19306,22597,41903,0,0,0,1017,1192,2208,11,17,27,23615,26380,49996,103,130,230,315,302,621,646,835,1477,107,150,262,286,340,619,17,22,37,291,321,608,1176,1479,2654,4688,5165,9859,229,318,545,625,760,1386,4297,5430,9724,2417,2832,5254,244,263,503,59382,68531,127917,490,457,948,184,150,331,242,223,473,46,64,112,203,171,371,462,808,1270,711,1043,1754,39570,36675,76248,421,345,765,350,635,985,40339,37660,78001,13649,13400,27053,116256,123343,239604
113,340,377,713,15453,16992,32440,0,0,0,796,878,1674,198,215,415,23824,25461,49289,58,45,102,149,147,298,204,249,457,95,124,213,675,845,1516,98,96,196,280,253,526,610,763,1375,3272,3484,6753,162,202,360,274,276,547,3688,4260,7944,1203,1325,2522,30,30,57,51061,55628,106687,582,486,1068,710,476,1191,10,26,39,16,22,37,525,451,978,110,143,254,659,617,1271,15597,13285,28880,154,117,270,67,82,144,15809,13488,29298,8558,7108,15668,77726,78206,155934
114,551,805,1359,16765,19467,36230,0,0,0,955,1109,2065,90,83,172,14567,16272,30835,79,106,189,489,480,967,373,432,800,83,117,203,215,230,444,13,20,35,174,213,389,543,660,1202,2286,2621,4906,168,179,346,91,100,190,2401,3060,5464,1572,1785,3356,72,91,171,40937,47027,87961,279,251,529,142,118,263,86,120,204,28,16,39,46,42,88,158,295,455,234,348,580,21869,19496,41368,226,189,409,149,174,325,22252,19859,42110,7606,6749,14353,72084,75273,147363
115,2672,3418,6093,18135,20091,38227,16,22,40,2018,2311,4331,244,264,503,30969,32397,63364,108,130,239,1795,1824,3615,248,293,534,318,331,644,277,332,609,549,566,1120,602,642,1246,2397,2738,5135,2923,3116,6034,117,144,264,476,606,1081,3260,3984,7244,2387,2618,5005,111,121,238,66958,72530,139483,4442,4415,8857,2365,2307,4676,143,138,280,9,6,13,845,826,1665,555,631,1186,1408,1456,2861,26523,23221,49744,290,236,522,103,146,248,26914,23597,50511,7496,7487,14981,112397,115348,227739
116,2679,3158,5834,16919,19106,36026,90,88,174,2213,2333,4545,44,62,106,47417,51358,98775,458,493,948,2965,3083,6053,540,655,1197,1128,1220,2350,215,246,458,1832,1831,3666,1568,1576,3147,3555,4048,7610,2786,3227,6015,222,281,507,854,985,1838,2993,3309,6300,5156,5609,10762,186,197,380,91151,99702,190853,15158,14409,29560,11583,11178,22758,79,71,151,11,16,25,6192,5266,11453,641,744,1390,6842,6027,12871,27453,23505,50960,293,212,508,113,142,254,27864,23861,51726,13588,12300,25888,168934,170700,339637
117,8289,10898,19188,9218,9605,18824,134,114,245,855,934,1787,6,0,4,27806,29239,57041,32,41,71,5341,5781,11125,126,195,320,158,169,327,266,285,546,262,255,518,460,532,988,1012,1295,2315,1711,1818,3527,61,76,133,116,140,254,1512,1635,3154,2324,2824,5150,95,73,173,51484,55018,106503,2609,2001,4612,4024,3090,7110,1459,1420,2877,38,48,84,135,146,281,570,503,1070,741,698,1439,67381,60126,127509,936,714,1650,323,369,689,68646,61207,129854,23815,20154,43965,161061,154483,315551
118,2279,3168,5451,11568,14222,25787,50,61,113,443,567,1014,4,3,8,28834,33202,62037,20,28,52,5073,5936,11012,121,174,295,65,77,140,283,322,607,190,209,394,328,386,716,572,780,1354,1829,2034,3863,20,42,65,63,66,129,1078,1354,2432,1354,1791,3149,59,56,115,51946,61314,113263,1027,911,1937,1526,1272,2798,10645,11679,22325,28,18,45,105,103,211,287,343,633,420,464,887,43530,41511,85040,536,430,965,193,309,503,44261,42256,86512,17408,16462,33866,129505,137524,267037
119,12989,16966,29955,16996,19827,36824,80,78,161,3105,3698,6803,29,19,47,61063,66668,127735,193,236,435,29590,30443,60038,564,770,1329,495,490,984,304,357,662,2828,2838,5667,1132,1366,2502,1938,2396,4335,3755,4308,8062,340,491,830,343,410,752,3341,4197,7532,6513,7112,13621,275,305,585,132879,146016,278895,9971,8449,18427,43837,39755,83591,270,263,533,19,22,48,759,674,1433,799,858,1665,1582,1555,3139,56397,51074,107477,467,383,845,266,310,575,57132,51765,108894,24095,23895,47984,282753,288670,571416
120,4725,7021,11749,9194,11108,20307,33,42,75,1020,1219,2243,23,19,40,37855,42568,80424,47,66,115,5425,6082,11507,255,348,602,99,110,205,213,276,488,543,569,1119,391,467,859,724,982,1708,3010,3697,6714,94,117,214,137,180,310,2033,2553,4591,2082,2519,4597,99,93,194,63284,73028,136314,8842,6997,15837,2709,2256,4968,353,388,740,7,10,18,333,264,595,488,516,1003,827,790,1616,47149,45916,93065,548,469,1019,182,266,455,47883,46657,94538,13807,13724,27539,142436,150867,293301
121,4677,7063,11740,28334,33632,61971,12,7,19,1909,2349,4255,26,19,41,39919,46464,86380,178,191,368,2365,2689,5055,194,256,456,142,162,299,543,685,1228,752,791,1542,725,883,1602,1384,1715,3094,4560,5338,9898,108,109,216,488,638,1127,5478,7334,12816,3395,4162,7557,159,197,352,90673,107617,198285,5514,5277,10794,2020,1972,3990,2668,2759,5427,3,10,16,545,516,1064,752,929,1680,1301,1458,2755,69418,65283,134702,754,689,1440,274,390,662,70447,66367,136809,17491,18055,35549,194785,210572,405356
122,1488,2216,3701,20721,24379,45097,4,4,12,985,1099,2086,3,3,5,28987,32317,61300,34,50,90,1748,1887,3636,279,355,636,142,161,301,368,515,881,533,562,1093,444,526,971,1249,1464,2715,2562,2975,5543,77,142,224,88,110,193,3010,3855,6858,2159,2614,4772,61,90,148,63464,73106,136566,900,754,1651,580,516,1095,401,419,820,5,6,11,303,224,526,328,445,774,636,672,1316,44902,40381,85280,442,334,771,168,323,490,45511,41038,86548,10526,10653,21179,123507,129370,252878
123,2141,2742,4887,23385,26787,50177,59,45,106,1766,1940,3704,261,253,514,35905,38887,74793,96,111,212,2146,2111,4261,619,773,1392,919,935,1860,320,382,707,552,538,1094,661,733,1390,1703,1980,3683,2387,2657,5047,209,268,477,471,549,1020,2646,3165,5811,3238,3515,6750,177,209,385,77522,85847,163370,3768,3770,7543,6941,6693,13638,72,61,131,27,24,53,643,537,1176,416,524,937,1079,1084,2163,26831,22885,49719,276,209,481,134,158,286,27239,23253,50488,9962,9890,19849,128725,133338,262064
124,1383,1951,3332,26608,30780,57390,58,51,117,2181,2489,4669,388,387,775,41823,45640,87471,185,198,379,2111,2121,4233,420,539,962,544,594,1140,373,462,834,512,498,1007,637,712,1351,2021,2217,4239,3363,3863,7226,280,397,675,320,392,709,3234,3991,7220,3573,3992,7566,137,198,335,88773,99530,188301,1906,1850,3756,2365,2135,4497,125,146,269,23,38,63,812,751,1564,452,625,1083,1295,1412,2705,40942,36231,77177,559,446,1006,204,343,547,41704,37017,78729,12925,12420,25350,150470,156457,306933
125,9285,11593,20872,13192,15032,28226,165,151,316,3034,3361,6397,204,226,430,48796,52921,101719,174,239,413,4876,4961,9837,378,512,886,529,554,1090,204,269,473,1016,1058,2076,1022,1057,2076,2135,2423,4555,4587,5024,9611,205,278,483,413,487,898,3696,4435,8129,4652,5162,9814,219,232,455,89492,98386,187876,24431,21263,45693,35235,29521,64751,106,111,223,4,5,14,2750,2035,4788,1323,1393,2708,4078,3429,7510,42811,36882,79694,407,281,690,190,229,416,43411,37396,80808,21539,19125,40662,227574,220818,448391
126,3124,4186,7308,8457,9799,18257,7,12,22,1708,2029,3740,134,165,294,20685,22829,43510,87,101,185,1907,1949,3854,93,158,251,103,83,186,201,236,441,928,967,1898,464,571,1043,911,1060,1973,3167,3639,6807,60,78,146,154,192,347,1980,2481,4460,1922,2244,4165,50,72,123,43028,48661,91685,3760,3453,7210,1832,1643,3469,329,405,739,3,0,3,359,335,698,335,329,663,698,668,1368,28766,27016,55779,276,206,478,101,143,242,29140,27366,56503,6924,6907,13840,88832,93286,182119
127,23278,27119,50402,11498,12880,24370,4588,4907,9487,2305,2438,4750,17,10,23,60268,63584,123860,100,107,209,9904,10122,20027,557,740,1297,888,974,1862,237,237,475,1707,1728,3433,784,914,1697,2207,2525,4732,1563,1710,3270,155,178,335,535,614,1148,1511,1640,3153,6792,7200,13995,227,230,448,105836,112735,218574,5875,6045,11917,17253,16278,33529,35,27,60,7,5,15,606,506,1110,3472,3644,7113,4084,4153,8238,27007,22101,49107,219,142,359,111,127,237,27340,22365,49702,16922,16622,33540,200618,205344,405962
128,920,1432,2355,20818,24225,45043,4,4,6,1856,2055,3915,85,82,166,30172,33537,63710,182,179,356,4556,4653,9209,123,185,317,128,146,275,252,308,561,427,426,852,400,453,855,894,1016,1912,2332,2686,5019,234,312,548,61,79,140,3010,3926,6936,2003,2261,4258,91,108,196,67624,76647,144270,607,606,1214,757,774,1524,128,151,279,11,7,15,108,90,203,162,190,354,280,284,572,28432,24044,52470,304,244,545,86,165,252,28814,24446,53266,7275,7122,14400,106413,111465,217880
197,3,10,17,32,37,69,0,0,0,7,0,5,0,0,0,47,71,120,0,0,0,4,6,13,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,3,3,5,15,0,0,0,0,0,3,7,7,18,3,3,5,0,0,0,104,143,249,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,40,48,85,0,0,0,0,0,0,40,49,88,20,36,60,171,239,412
199,100,107,211,785,549,1339,4,0,8,44,37,79,0,0,0,912,731,1643,0,3,3,43,38,83,21,11,31,58,24,81,11,13,32,15,7,17,26,25,48,34,43,75,134,104,238,9,13,26,21,19,46,143,146,292,147,138,281,8,5,9,2419,1912,4328,73,48,122,150,70,222,17,10,24,11,7,17,13,3,14,31,26,60,54,39,91,2021,1415,3434,33,27,57,19,26,46,2073,1463,3537,2461,1286,3744,7351,4939,12288
201,475,703,1176,8471,10241,18707,0,0,3,613,705,1318,108,88,196,17153,19279,36433,498,683,1178,360,324,680,182,245,431,78,98,174,338,437,781,23,28,55,176,204,383,446,513,958,2188,2412,4599,261,340,609,108,163,268,4541,5880,10429,1266,1451,2719,39,46,89,36866,43138,80001,386,320,708,289,208,494,44,40,83,19,14,29,125,119,245,248,339,582,393,467,858,29940,27853,57794,259,218,478,94,175,272,30292,28254,58538,8058,7562,15623,76798,80690,157485
202,647,818,1462,8893,10908,19798,0,0,0,1381,1538,2919,171,160,336,14965,16611,31577,159,185,342,302,277,579,136,176,320,104,113,216,250,302,553,51,46,89,135,156,290,547,690,1232,1640,1926,3566,133,196,329,108,126,235,4327,5682,10012,1507,1712,3221,40,45,85,34854,40858,75709,301,297,592,265,242,503,31,54,87,11,16,26,121,100,222,180,329,504,318,440,751,29376,27427,56799,248,219,470,102,164,268,29736,27813,57545,8552,7876,16429,74698,78392,153092
203,1121,1499,2614,13581,17145,30726,0,0,0,2442,2787,5232,87,80,166,32372,36688,69059,200,258,453,1975,1989,3961,324,425,747,136,161,295,976,1226,2201,49,46,99,268,374,649,802,902,1702,3686,4318,8007,285,359,646,147,190,337,6200,8527,14726,3158,3749,6908,94,123,213,66782,79345,146124,1033,717,1755,1460,1141,2598,69,63,133,10,9,20,395,346,739,317,406,716,722,755,1472,50337,46428,96759,469,341,810,198,301,499,50999,47065,98065,13629,12533,26164,135813,143119,278929
204,502,710,1205,12432,14502,26934,0,0,0,945,1056,2005,60,43,107,19409,21075,40487,80,106,179,348,314,664,279,352,631,101,137,242,641,756,1397,16,15,32,303,345,645,550,622,1175,2703,2939,5641,214,274,489,149,178,327,4044,5255,9301,1708,1933,3635,44,58,99,44032,49964,93996,343,313,659,232,162,392,35,45,76,8,3,9,123,104,231,188,301,487,319,408,731,29084,25695,54783,271,222,491,115,150,260,29475,26072,55543,8992,8602,17598,83920,86275,170194
205,828,1145,1976,20055,23785,43846,0,0,3,1509,1783,3291,189,231,421,25462,28567,54034,120,176,293,732,722,1455,522,679,1205,211,220,433,427,509,931,45,37,82,409,494,906,893,1079,1976,4271,4823,9090,379,535,912,247,308,552,5775,7556,13328,2766,3231,5996,86,98,191,64102,74834,138932,401,332,737,309,289,603,54,56,107,8,12,17,141,108,250,292,514,809,442,632,1078,51147,45997,97146,450,403,850,166,283,451,51768,46684,98451,15261,14267,29530,133172,138247,271416
206,8541,11914,20457,13892,17056,30943,58,53,104,1437,1756,3193,10,9,27,51426,60436,111861,143,177,327,12150,13331,25482,249,365,617,148,158,298,601,873,1474,514,579,1092,752,916,1665,1167,1572,2739,2525,2916,5442,112,177,281,104,135,239,3621,4928,8545,3676,4950,8626,132,159,288,92713,110538,203252,7632,5888,13519,8239,7920,16164,3634,3941,7574,22,18,35,541,423,970,936,1031,1962,1493,1471,2969,124939,125924,250860,1642,1391,3037,494,714,1208,127079,128035,255117,36473,36170,72641,285795,305884,591679
207,6437,8362,14797,13158,16699,29852,3,6,12,3112,3858,6973,13,17,35,34637,40315,74958,329,444,775,9940,10634,20579,144,200,346,142,161,307,612,820,1432,509,554,1061,833,1016,1847,1213,1527,2737,2760,3392,6148,266,386,650,138,163,298,4840,6899,11738,3527,4407,7937,99,128,225,76281,91637,167920,4445,3847,8296,2929,2540,5469,937,1021,1960,3,7,13,761,648,1406,680,774,1450,1443,1427,2870,64965,62237,127202,575,512,1091,217,331,544,65751,63085,128834,14562,14943,29506,172782,186862,359644
208,3043,4426,7476,17469,22302,39770,10,3,10,1276,1468,2742,8,4,17,40134,47069,87198,165,262,426,10001,10901,20901,282,359,636,142,165,309,567,740,1303,327,318,644,447,494,946,624,812,1440,2916,3457,6379,83,139,217,91,143,238,4451,6169,10619,2642,3289,5933,142,142,284,81761,98252,180010,5163,4447,9608,1473,1360,2834,13852,14986,28834,0,3,6,552,421,980,553,621,1170,1113,1043,2158,69181,65976,135158,644,507,1152,275,434,710,70101,66919,137022,17592,18180,35776,194086,209615,403707
209,5696,7023,12723,14982,18391,33375,104,113,216,2047,2462,4501,260,291,552,63448,70684,134131,177,280,454,17633,18222,35854,442,600,1044,319,337,657,591,705,1298,822,801,1622,657,768,1426,1809,2130,3935,3209,3615,6821,340,460,803,239,321,558,4100,5554,9658,6762,7562,14325,117,132,252,118063,133427,251489,7451,6196,13644,12323,11373,23695,161,171,338,14,26,44,4016,3343,7363,677,930,1609,4711,4295,9006,73141,67483,140617,713,546,1255,302,488,789,74147,68520,142670,20926,20859,41785,243480,251875,495353
210,3644,4441,8081,9877,12222,22103,1101,1112,2208,984,1181,2165,79,86,162,57727,62006,119736,172,221,390,7092,7435,14526,462,531,990,509,578,1085,376,490,862,702,696,1402,538,592,1132,1179,1326,2505,1994,2341,4339,173,246,414,192,229,415,3206,4280,7487,3737,4128,7867,67,89,161,90167,99794,189958,4990,4310,9303,23654,21975,45624,71,51,120,13,16,29,3078,2502,5579,434,485,913,3521,3000,6526,37787,33910,71697,356,291,645,154,202,355,38292,34404,72704,15734,15320,31057,180073,183294,363371
211,5672,7105,12772,21972,27265,49237,5,8,12,6653,7635,14291,249,245,497,47089,52889,99978,882,1075,1953,4545,4750,9301,515,647,1164,620,661,1278,1486,1821,3306,583,552,1143,1180,1337,2515,3366,3828,7195,4982,5985,10972,595,784,1383,957,1119,2072,7359,10095,17455,8305,9839,18145,562,685,1249,111907,131224,243134,4020,3786,7805,1965,1837,3805,250,295,545,12,14,30,1118,1014,2129,980,1318,2295,2111,2345,4455,96747,87771,184520,938,735,1676,362,583,948,98051,89101,187151,20097,19844,39943,244075,255533,499608
212,24435,27567,52008,24045,28951,53000,19,27,40,4903,5719,10624,136,123,260,78712,85192,163909,592,680,1268,15665,16250,31914,826,1075,1901,1237,1358,2592,831,1071,1906,1831,1947,3784,1668,1875,3542,5103,5750,10856,6064,7192,13258,372,537,908,1126,1306,2435,7553,9936,17485,11169,12487,23655,304,348,654,162154,181829,343983,17043,14990,32032,25738,21698,47438,707,744,1450,8,18,23,8350,6539,14888,1355,1493,2846,9723,8045,17765,103033,91960,194990,894,680,1575,408,523,925,104332,93161,197490,32338,30771,63102,376466,378804,755265
213,17802,21595,39398,18003,21905,39909,59,56,113,5237,5527,10763,178,167,342,95478,104108,199582,357,396,749,15856,16177,32031,1137,1368,2503,1113,1187,2299,1078,1331,2414,2136,2165,4301,1876,2076,3950,4250,4769,9019,4017,4812,8827,359,484,844,700,792,1493,5215,6559,11772,10973,11904,22877,260,304,561,168278,186078,354358,17810,15245,33062,21637,18885,40522,183,189,375,26,18,40,8963,7024,15986,1004,1228,2231,9991,8270,18262,91526,82328,173856,827,644,1474,370,512,879,92732,83487,176220,34104,31149,65252,362540,364901,727443
