SA4_CODE_2016,M_Y12e_15_19,M_Y12e_20_24,M_Y12e_25_34,M_Y12e_35_44,M_Y12e_45_54,M_Y12e_55_64,M_Y12e_65_74,M_Y12e_75_84,M_Y12e_85ov,M_Y12e_Tot,M_Y11e_15_19,M_Y11e_20_24,M_Y11e_25_34,M_Y11e_35_44,M_Y11e_45_54,M_Y11e_55_64,M_Y11e_65_74,M_Y11e_75_84,M_Y11e_85ov,M_Y11e_Tot,M_Y10e_15_19,M_Y10e_20_24,M_Y10e_25_34,M_Y10e_35_44,M_Y10e_45_54,M_Y10e_55_64,M_Y10e_65_74,M_Y10e_75_84,M_Y10e_85ov,M_Y10e_Tot,M_Y9e_15_19,M_Y9e_20_24,M_Y9e_25_34,M_Y9e_35_44,M_Y9e_45_54,M_Y9e_55_64,M_Y9e_65_74,M_Y9e_75_84,M_Y9e_85ov,M_Y9e_Tot,M_Y8b_15_19,M_Y8b_20_24,M_Y8b_25_34,M_Y8b_35_44,M_Y8b_45_54,M_Y8b_55_64,M_Y8b_65_74,M_Y8b_75_84,M_Y8b_85ov,M_Y8b_Tot,M_DNGTS_15_19,M_DNGTS_20_24,M_DNGTS_25_34,M_DNGTS_35_44,M_DNGTS_45_54,M_DNGTS_55_64,M_DNGTS_65_74,M_DNGTS_75_84,M_DNGTS_85_ov,M_DNGTS_Tot,M_Hghst_yr_schl_ns_15_19,M_Hghst_yr_schl_ns_20_24,M_Hghst_yr_schl_ns_25_34,M_Hghst_yr_schl_ns_35_44,M_Hghst_yr_schl_ns_45_54,M_Hghst_yr_schl_ns_55_64,M_Hghst_yr_schl_ns_65_74,M_Hghst_yr_schl_ns_75_84,M_Hghst_yr_schl_ns_85_ovr,M_Hghst_yr_schl_ns_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Y12e_15_19,F_Y12e_20_24,F_Y12e_25_34,F_Y12e_35_44,F_Y12e_45_54,F_Y12e_55_64,F_Y12e_65_74,F_Y12e_75_84,F_Y12e_85ov,F_Y12e_Tot,F_Y11e_15_19,F_Y11e_20_24,F_Y11e_25_34,F_Y11e_35_44,F_Y11e_45_54,F_Y11e_55_64,F_Y11e_65_74,F_Y11e_75_84,F_Y11e_85ov,F_Y11e_Tot,F_Y10e_15_19,F_Y10e_20_24,F_Y10e_25_34,F_Y10e_35_44,F_Y10e_45_54,F_Y10e_55_64,F_Y10e_65_74,F_Y10e_75_84,F_Y10e_85ov,F_Y10e_Tot,F_Y9e_15_19,F_Y9e_20_24,F_Y9e_25_34,F_Y9e_35_44,F_Y9e_45_54,F_Y9e_55_64,F_Y9e_65_74,F_Y9e_75_84,F_Y9e_85ov,F_Y9e_Tot,F_Y8b_15_19,F_Y8b_20_24,F_Y8b_25_34,F_Y8b_35_44,F_Y8b_45_54,F_Y8b_55_64,F_Y8b_65_74,F_Y8b_75_84,F_Y8b_85ov,F_Y8b_Tot,F_DNGTS_15_19,F_DNGTS_20_24,F_DNGTS_25_34,F_DNGTS_35_44,F_DNGTS_45_54,F_DNGTS_55_64,F_DNGTS_65_74,F_DNGTS_75_84,F_DNGTS_85_ov,F_DNGTS_Tot,F_Hghst_yr_schl_ns_15_19,F_Hghst_yr_schl_ns_20_24,F_Hghst_yr_schl_ns_25_34,F_Hghst_yr_schl_ns_35_44,F_Hghst_yr_schl_ns_45_54,F_Hghst_yr_schl_ns_55_64,F_Hghst_yr_schl_ns_65_74,F_Hghst_yr_schl_ns_75_84,F_Hghst_yr_schl_ns_85_ovr,F_Hghst_yr_schl_ns_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Y12e_15_19,P_Y12e_20_24,P_Y12e_25_34,P_Y12e_35_44,P_Y12e_45_54,P_Y12e_55_64,P_Y12e_65_74,P_Y12e_75_84,P_Y12e_85ov,P_Y12e_Tot,P_Y11e_15_19,P_Y11e_20_24,P_Y11e_25_34,P_Y11e_35_44,P_Y11e_45_54,P_Y11e_55_64,P_Y11e_65_74,P_Y11e_75_84,P_Y11e_85ov,P_Y11e_Tot,P_Y10e_15_19,P_Y10e_20_24,P_Y10e_25_34,P_Y10e_35_44,P_Y10e_45_54,P_Y10e_55_64,P_Y10e_65_74,P_Y10e_75_84,P_Y10e_85ov,P_Y10e_Tot,P_Y9e_15_19,P_Y9e_20_24,P_Y9e_25_34,P_Y9e_35_44,P_Y9e_45_54,P_Y9e_55_64,P_Y9e_65_74,P_Y9e_75_84,P_Y9e_85ov,P_Y9e_Tot
111,2478,8319,14322,12162,7897,7730,5125,2110,662,60809,771,1084,1869,1610,1232,983,716,357,104,8728,1079,2223,4751,5624,10161,8545,5326,2467,647,40830,263,304,656,751,1518,2019,3133,1591,581,10824,91,90,284,283,534,1103,1465,1302,658,5809,7,18,48,60,74,90,68,89,34,487,386,552,1203,1079,1404,1441,1528,1339,828,9754,5075,12597,23134,21575,22826,21918,17356,9241,3517,137244,2724,8934,16570,14925,9502,7545,4361,1767,637,66963,593,783,1380,1341,1296,894,636,383,143,7440,821,1610,3515,4603,9804,9605,7218,3533,1163,41878,187,269,530,699,1443,2574,3534,2290,1146,12674,47,77,155,191,461,1132,1424,1565,1275,6325,12,22,45,54,76,72,88,106,68,545,349,560,1002,921,1144,1393,1628,1873,1956,10823,4725,12254,23190,22738,23728,23209,18893,11514,6398,146644,5204,17253,30896,27087,17399,15270,9486,3870,1302,127767,1362,1871,3252,2951,2527,1876,1352,742,256,16170,1902,3838,8267,10232,19962,18151,12549,5992,1816,82713,452,572,1182,1448,2965,4594,6664,3881,1728,23492
112,1240,2977,5622,6862,5614,6565,4796,1828,615,36131,413,539,899,1016,1136,1081,730,328,104,6245,716,1134,2535,3167,5963,6374,4245,2016,560,26701,176,170,441,576,959,1242,1894,1003,385,6845,38,55,154,207,409,837,1297,1145,666,4809,11,3,17,31,43,47,54,53,15,286,520,517,991,1196,1541,1869,1634,1198,710,10186,3116,5394,10669,13060,15664,18014,14650,7584,3061,91203,1277,3437,7435,9255,7281,6597,3964,1600,662,41511,302,394,807,974,1299,1194,773,408,130,6276,469,749,1881,2676,6139,7458,5391,2744,1034,28540,98,125,311,401,764,1372,1764,1266,714,6824,29,22,92,141,255,718,1118,1297,1132,4812,10,5,19,14,31,47,35,47,41,248,479,442,975,1229,1534,1827,1656,1595,1262,11001,2665,5177,11526,14695,17303,19216,14697,8955,4975,99206,2523,6414,13059,16121,12897,13160,8758,3434,1271,77638,712,931,1711,1991,2433,2279,1497,740,236,12527,1180,1889,4416,5849,12093,13831,9628,4763,1591,55242,281,296,756,976,1723,2610,3659,2273,1105,13672
113,954,2471,4512,4108,2778,2548,1513,664,211,19759,406,506,804,701,636,518,302,151,31,4054,663,1192,2460,2543,4315,3913,2201,1038,232,18550,165,167,385,416,678,983,1338,647,215,4985,32,69,163,214,387,827,1040,917,424,4075,4,15,56,49,61,51,64,57,29,376,380,514,1123,1084,1099,1108,975,711,284,7283,2608,4926,9489,9113,9952,9946,7436,4178,1425,59077,1063,3228,5997,5429,3572,2635,1459,732,264,24380,256,345,702,658,724,542,359,181,56,3821,385,735,1650,1736,3957,4279,2783,1401,483,17407,100,124,292,338,585,883,1182,797,384,4671,25,37,90,128,240,468,792,802,708,3286,0,14,40,31,37,50,61,61,40,331,335,341,702,738,808,1019,973,896,594,6406,2176,4818,9474,9051,9916,9862,7599,4877,2531,60302,2019,5700,10506,9539,6348,5185,2972,1395,475,44140,664,848,1507,1358,1352,1063,661,333,88,7878,1053,1918,4106,4280,8274,8192,4975,2437,719,35954,267,287,670,748,1263,1862,2521,1444,597,9662
114,701,1720,3095,3437,2898,3743,3686,1691,454,21430,305,405,536,555,543,533,498,247,62,3685,447,813,1840,2110,3763,3791,3024,1472,331,17588,112,122,326,351,611,903,1517,831,250,5025,26,26,99,127,237,571,880,677,280,2923,7,6,12,11,21,27,43,46,18,183,270,364,750,774,878,884,1092,834,449,6296,1870,3448,6663,7374,8952,10454,10734,5794,1843,57132,785,1878,4094,4650,4028,4047,3239,1417,433,24556,259,264,466,546,589,570,494,287,77,3551,349,549,1296,1651,3661,4431,4090,1908,585,18518,85,80,233,299,570,1002,1595,907,415,5199,25,26,62,87,182,501,706,667,458,2703,3,0,9,5,12,35,26,30,21,148,249,251,456,520,736,915,1164,1048,749,6097,1754,3043,6601,7757,9788,11503,11315,6267,2743,60774,1477,3595,7185,8084,6929,7791,6928,3106,885,45991,565,668,997,1100,1132,1104,994,534,143,7232,796,1358,3135,3757,7424,8229,7110,3378,918,36113,200,201,563,649,1185,1901,3109,1738,671,10222
115,2173,5861,8390,11500,10247,8547,5108,1646,455,53922,278,301,528,594,729,599,406,148,48,3624,583,837,1600,2201,4169,3001,2217,1048,268,15933,119,87,178,230,377,508,907,496,161,3070,16,19,56,69,184,326,551,423,181,1819,3,10,37,37,55,84,80,71,48,413,245,246,437,554,729,605,579,415,293,4109,3425,7359,11223,15185,16483,13671,9850,4241,1458,82898,2324,5894,9870,13936,11468,8127,4098,1340,472,57535,189,187,375,530,748,550,443,181,59,3271,325,434,864,1702,3958,3967,3341,1443,549,16587,47,40,81,127,294,599,1061,605,305,3160,10,9,30,58,140,346,559,511,403,2066,3,4,28,41,41,67,87,122,91,487,248,206,479,574,683,589,638,513,658,4590,3156,6776,11723,16981,17337,14244,10227,4709,2544,87689,4504,11752,18259,25436,21711,16676,9208,2982,931,111456,475,491,900,1127,1474,1147,849,330,109,6894,903,1278,2460,3905,8129,6967,5565,2491,816,32518,167,125,265,360,669,1113,1970,1096,461,6231
116,3180,8352,17768,17477,10490,7599,3824,1129,270,70086,622,707,1280,1306,969,656,322,116,25,6000,944,1566,3556,4280,6036,4443,2467,951,211,24451,212,247,635,746,1153,1137,1175,470,128,5897,51,109,305,410,706,1207,1461,929,318,5496,7,42,120,161,174,240,215,160,57,1189,616,779,1787,1657,1446,1219,1001,590,241,9341,5624,11810,25459,26035,20973,16497,10454,4349,1253,122461,3260,8536,20909,18441,10928,7192,3090,953,315,73637,436,529,1112,1190,1011,608,314,125,41,5362,670,1143,2805,3543,6016,5031,3157,1298,378,24042,151,187,492,646,1079,1501,1351,680,270,6357,30,66,247,365,739,1449,1738,1213,742,6585,6,28,139,228,275,360,332,334,134,1836,520,587,1476,1351,1239,1227,1226,758,426,8821,5078,11067,27180,25765,21283,17365,11218,5366,2308,126637,6437,16891,38684,35923,21416,14786,6917,2081,589,143716,1055,1236,2390,2498,1974,1264,635,247,70,11364,1614,2710,6361,7828,12051,9469,5625,2244,585,48495,364,434,1124,1390,2232,2632,2524,1151,398,12256
117,2898,13602,37139,21481,12461,8155,4303,1478,347,101863,263,541,1306,833,820,505,323,117,34,4744,189,492,1807,1749,2832,1946,1237,597,154,11005,70,201,337,298,409,446,485,245,72,2560,38,88,234,175,285,533,830,754,306,3250,13,70,176,110,118,170,202,264,86,1209,645,2327,5917,3262,2403,1759,1248,811,310,18680,4119,17322,46921,27908,19326,13516,8634,4254,1309,143308,3585,16393,37284,19425,10873,7146,3730,1332,380,100146,274,428,911,560,605,482,268,123,46,3702,165,366,1068,1008,2144,2098,1519,750,268,9391,81,167,231,199,311,462,504,293,168,2400,32,100,191,150,302,704,1037,1032,454,3997,7,57,170,112,141,243,326,437,198,1691,641,2197,5142,2393,1584,1460,1132,818,600,15972,4784,19720,44998,23845,15965,12598,8506,4781,2113,137303,6481,29989,74424,40905,23335,15303,8038,2807,733,202013,540,970,2215,1393,1429,987,593,241,83,8444,360,865,2875,2758,4975,4046,2756,1343,421,20394,149,366,566,492,719,909,985,533,242,4960
118,2444,9026,20415,16475,11600,8367,5609,2433,948,77321,184,262,755,527,567,382,309,164,62,3210,171,290,917,1057,1921,1559,1333,826,309,8383,49,87,165,131,243,231,462,335,146,1837,11,40,85,72,101,203,432,502,320,1764,13,10,48,37,38,52,71,103,51,419,473,1153,3063,2208,1671,1253,1228,829,465,12357,3346,10873,25451,20506,16140,12044,9439,5185,2300,105286,2567,9567,23564,17944,12666,8647,5660,2493,1183,84283,185,207,502,459,546,444,438,272,96,3146,118,215,643,718,1831,2071,2087,1267,770,9721,34,85,87,85,144,292,577,461,360,2132,8,39,36,65,106,285,507,758,545,2351,6,3,28,35,57,68,101,179,96,574,383,970,2807,1810,1372,1205,1244,1091,987,11879,3303,11076,27680,21115,16732,13014,10615,6522,4031,114089,5012,18586,43986,34415,24264,17013,11269,4926,2127,161601,371,468,1258,986,1114,828,742,434,153,6360,293,509,1559,1773,3755,3632,3413,2095,1083,18104,84,172,248,214,384,520,1038,800,507,3971
119,5280,16998,36589,27734,20521,15642,8201,3248,1018,135235,686,827,1688,1589,1623,1095,618,311,114,8551,997,1624,4068,4678,7529,6365,4278,2367,840,32756,225,249,686,872,1175,1362,1855,1144,525,8090,53,158,566,711,1265,2175,3139,2878,1280,12229,22,105,459,357,573,805,867,805,316,4311,871,1241,3191,2359,2199,2035,1849,1568,1008,16314,8127,21202,47250,38293,34891,29477,20816,12332,5103,217487,5532,16999,38696,29751,21982,14606,6389,2758,1004,137719,499,619,1394,1420,1465,997,547,287,139,7369,574,997,2957,3858,7583,7768,5407,3113,1529,33783,135,157,569,746,1187,1750,2103,1574,1143,9354,37,96,351,685,1434,2895,4034,3744,2032,15293,10,83,328,345,798,1309,1279,1460,685,6296,767,1214,2960,2280,2246,2065,1947,1926,1770,17170,7559,20161,47245,39085,36691,31389,21702,14853,8300,226982,10805,33999,75284,57487,42508,30252,14595,6010,2023,272954,1193,1445,3074,3009,3087,2091,1167,600,249,15916,1578,2619,7021,8535,15113,14132,9687,5481,2366,66537,354,410,1250,1611,2360,3110,3958,2720,1666,17446
120,2256,9590,23509,17781,12851,9435,5139,1888,585,83030,210,333,668,639,705,481,303,126,45,3499,183,424,1254,1469,2815,2313,1630,899,317,11311,55,102,216,224,332,406,620,373,166,2488,14,51,112,142,249,490,1033,1350,656,4103,10,55,189,78,125,163,218,306,148,1285,384,846,2223,1569,1230,1085,890,592,335,9156,3113,11401,28170,21897,18299,14362,9835,5540,2253,114872,2352,9927,24809,19500,14743,9783,4847,1740,756,88463,148,222,475,478,651,487,378,179,89,3109,148,267,791,1084,2871,3165,2307,1250,618,12497,35,88,142,146,307,536,791,527,419,2990,11,28,76,122,275,675,1491,1880,1069,5622,5,37,151,82,150,239,330,521,323,1843,304,788,2173,1572,1275,1163,998,772,617,9659,3004,11351,28622,22980,20271,16053,11141,6876,3886,124184,4609,19518,48316,37278,27593,19212,9983,3631,1342,171497,354,549,1139,1113,1359,974,674,307,137,6603,335,695,2051,2549,5687,5484,3936,2148,937,23811,86,183,356,365,636,943,1413,907,586,5482
121,3073,9545,23250,26111,22030,16615,11430,5246,1862,119160,230,285,583,613,775,620,528,373,139,4139,299,396,1029,1314,2471,2095,1865,1238,562,11266,87,46,116,134,227,255,537,434,237,2074,31,19,57,94,137,231,365,430,258,1616,6,23,70,91,83,91,81,93,51,576,473,572,1785,1568,1349,1138,1031,770,591,9271,4195,10873,26888,29918,27072,21045,15837,8583,3697,148110,3248,10094,26631,29410,24661,17057,10915,4984,2273,129272,170,199,499,532,896,822,969,616,255,4946,169,250,658,1058,2710,3436,3607,2343,1363,15596,62,42,90,132,158,356,844,708,617,3007,18,23,51,73,135,330,504,605,522,2270,7,23,75,83,93,144,134,168,124,844,388,610,1865,1619,1422,1214,1182,1063,1286,10652,4053,11241,29875,32893,30087,23354,18158,10486,6431,166581,6322,19636,49885,55522,46694,33672,22347,10225,4133,248434,395,477,1082,1141,1671,1438,1499,984,392,9087,466,645,1685,2368,5184,5534,5472,3573,1927,26858,151,87,202,268,386,613,1384,1147,850,5090
122,1796,5207,11104,14516,12362,9163,6025,2618,924,63711,230,350,671,701,826,559,468,282,103,4183,326,508,1251,1958,3622,2672,2152,1362,467,14321,59,47,145,168,262,324,745,555,236,2552,6,19,69,92,109,259,435,428,244,1658,3,7,35,65,60,35,52,57,33,351,289,337,909,1013,977,828,788,661,441,6241,2711,6461,14189,18516,18224,13839,10662,5956,2455,93016,1765,5237,13130,16600,13578,8584,5182,2266,1020,67360,168,157,406,571,890,669,610,375,163,4008,216,268,755,1286,3415,3763,3611,2181,1032,16527,44,31,87,111,174,403,912,761,575,3109,6,12,40,64,139,283,425,535,511,2007,4,3,33,50,42,50,65,88,55,392,251,347,906,979,909,820,951,915,1124,7207,2461,6056,15365,19664,19152,14570,11751,7109,4488,100606,3563,10441,24236,31119,25943,17744,11205,4876,1943,131072,398,506,1075,1265,1718,1231,1073,658,272,8192,538,775,2004,3247,7037,6429,5770,3546,1503,30849,109,80,238,280,442,723,1654,1316,814,5656
123,2098,5442,10378,10007,6404,5162,2831,896,204,43417,553,704,1238,1192,993,708,341,129,30,5886,1124,1865,4191,4462,6312,5324,2921,974,183,27351,240,265,601,739,1021,1255,1510,544,117,6291,29,66,179,244,471,855,1015,561,236,3660,8,14,54,61,79,134,126,79,19,569,453,543,1040,1028,983,959,930,589,306,6835,4504,8900,17685,17729,16259,14391,9670,3770,1090,94008,2400,6348,13270,11952,7239,4754,2284,722,223,49192,438,587,1135,1173,1034,618,319,122,24,5447,627,1210,3095,3626,6569,6126,3533,1297,383,26469,159,182,461,562,1001,1658,1616,722,292,6652,30,40,136,221,453,1045,1074,702,384,4076,5,16,59,92,119,178,159,156,64,841,412,503,1085,1045,976,1057,1059,780,706,7625,4075,8891,19242,18658,17395,15431,10035,4496,2087,100304,4503,11789,23643,21951,13644,9917,5110,1617,430,92602,992,1295,2371,2358,2028,1320,660,246,57,11333,1754,3074,7290,8084,12883,11451,6455,2265,567,53819,398,447,1064,1301,2026,2912,3120,1265,410,12944
124,2319,6153,11342,10828,7363,7065,4421,1504,367,51355,610,824,1529,1410,1170,857,528,191,50,7171,1283,2260,5209,5491,7763,6356,3582,1347,276,33568,215,250,709,814,1251,1418,1740,634,221,7252,46,68,189,251,503,1052,1261,733,310,4412,4,18,60,64,90,78,86,93,29,534,483,689,1525,1395,1336,1295,1142,703,301,8857,4958,10260,20551,20255,19476,18114,12768,5206,1553,113140,2588,6928,14441,13463,8815,7114,3896,1447,444,59133,465,658,1356,1300,1236,818,512,213,76,6628,788,1577,3630,4222,7963,7586,4699,1848,652,32956,141,185,510,616,1102,1775,1818,870,486,7505,24,29,134,174,410,1048,1213,1020,729,4797,3,9,45,72,68,107,124,145,46,617,486,615,1389,1236,1292,1223,1299,992,589,9115,4490,10005,21509,21077,20886,19666,13566,6523,3013,120740,4909,13077,25784,24288,16182,14181,8313,2950,805,110490,1075,1487,2876,2705,2401,1680,1046,399,125,13795,2071,3836,8832,9716,15722,13936,8288,3192,924,66519,354,439,1226,1429,2353,3188,3553,1506,707,14757
125,3667,12752,33727,24655,14844,11319,5866,2255,634,109721,569,793,1450,1212,1058,744,418,186,57,6495,753,1459,3356,3744,5189,4245,2956,1548,481,23734,186,268,758,779,985,1028,1249,740,319,6304,51,252,963,1029,1198,1508,1689,1340,587,8610,28,297,928,733,738,726,591,468,186,4687,681,1389,3980,2817,1992,1686,1296,979,503,15327,5941,17208,45157,34980,25999,21254,14069,7519,2756,174884,3887,12066,34606,23682,15427,10443,4757,1823,625,107314,381,525,1111,945,971,666,422,230,79,5324,415,768,2441,2834,5180,5124,3794,2031,933,23505,91,138,490,608,861,1237,1463,1021,631,6534,31,92,432,698,1200,1993,2042,1730,1109,9311,10,110,433,531,885,1004,850,806,440,5060,583,1039,3110,2073,1708,1498,1357,1236,990,13585,5389,14737,42608,31378,26218,21957,14680,8870,4810,170642,7559,24818,68328,48340,30268,21759,10627,4077,1260,217034,949,1316,2555,2165,2029,1406,834,414,137,11821,1167,2227,5798,6577,10367,9367,6751,3585,1412,47245,273,406,1242,1389,1844,2260,2711,1767,948,12842
126,1838,6238,12331,10801,8530,6979,4195,1711,642,53261,114,164,313,304,389,263,213,130,63,1949,136,216,610,757,1564,1369,1020,713,287,6676,28,69,92,79,153,230,393,318,188,1536,12,26,51,50,103,234,387,428,243,1545,0,12,69,58,74,79,74,115,44,533,191,305,671,567,503,460,418,376,316,3813,2313,7039,14132,12617,11324,9618,6705,3791,1789,69317,1776,6402,13243,11735,9470,7075,3619,1561,674,55561,114,148,214,223,404,355,284,167,74,1967,86,160,354,574,1652,1928,1698,1235,708,8391,28,52,77,67,115,297,484,502,397,2027,3,28,36,48,110,351,525,637,469,2206,3,19,66,56,89,130,130,185,129,812,149,338,697,525,449,483,481,536,694,4357,2165,7146,14686,13226,12288,10626,7210,4837,3138,75321,3611,12641,25576,22539,18008,14053,7814,3274,1315,108821,226,312,524,522,790,617,491,292,142,3914,220,380,963,1328,3210,3301,2720,1955,997,15069,53,121,168,147,264,529,879,820,586,3568
127,4167,10880,18379,15997,12079,9377,4557,1457,326,77217,673,795,1518,1509,1336,828,387,144,32,7223,995,1753,4223,4545,6982,5145,2750,1212,326,27931,215,323,839,1067,1530,1502,1246,621,158,7502,89,204,676,1038,1838,2291,2519,1820,684,11159,30,113,435,586,1192,1331,863,678,264,5491,801,1024,2011,1838,1879,1694,1327,861,325,11763,6985,15085,28080,26580,26835,22168,13649,6792,2109,148288,4427,11634,21858,18095,12194,8271,3341,1022,268,81118,443,563,1289,1387,1232,740,292,114,25,6087,494,1051,2825,3773,6783,5555,3139,1421,421,25459,136,202,754,1165,1657,1727,1383,749,284,8050,51,134,644,1374,2061,3211,3130,2381,1139,14126,23,104,518,817,1523,2050,1494,1362,703,8601,706,867,1964,1856,1783,1761,1407,1029,592,11959,6287,14548,29850,28471,27233,23309,14190,8067,3427,155393,8602,22510,40242,34084,24275,17651,7893,2479,590,158329,1125,1359,2812,2896,2567,1573,680,252,50,13310,1490,2803,7048,8311,13760,10701,5891,2633,749,53388,352,518,1592,2240,3188,3228,2628,1371,443,15551
128,1704,4934,9102,10055,7888,7059,4052,1481,526,46800,322,395,732,791,780,620,411,182,82,4323,497,804,2019,2760,4825,4109,2900,1545,516,19975,70,59,162,190,331,445,1041,713,327,3341,22,10,52,89,114,289,492,470,295,1827,3,5,22,26,41,51,63,51,24,286,205,273,609,671,660,662,600,515,352,4534,2822,6480,12702,14581,14634,13231,9552,4959,2119,81081,1863,5271,11091,12161,9024,6594,3088,1224,512,50813,193,220,467,581,749,502,397,225,107,3451,279,394,1138,1891,4725,5176,4192,2227,937,20962,37,27,95,123,287,620,1400,1026,726,4342,6,10,32,64,112,349,547,592,697,2404,3,0,16,32,40,64,74,62,38,325,209,240,632,635,614,654,664,721,808,5161,2587,6166,13472,15488,15549,13949,10356,6073,3826,87459,3561,10203,20190,22213,16909,13652,7137,2705,1036,97615,517,613,1197,1376,1526,1122,808,410,193,7771,780,1198,3154,4653,9551,9289,7096,3769,1459,40940,106,88,255,312,620,1060,2443,1741,1050,7674
197,0,0,8,3,8,10,15,10,0,52,0,0,3,5,0,0,4,0,0,12,0,3,3,3,14,3,11,4,0,42,0,0,0,4,0,0,4,0,0,8,0,0,0,0,3,3,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,14,3,0,26,3,9,11,18,25,22,48,16,3,152,3,4,17,10,8,22,11,7,3,76,0,0,0,0,3,3,0,0,0,12,0,0,0,4,10,8,19,5,0,50,0,0,0,3,4,5,3,3,3,22,0,0,0,0,0,0,9,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,4,14,6,0,40,4,4,24,14,31,46,60,24,7,217,3,3,21,7,16,29,27,18,4,125,0,0,0,4,6,4,3,0,0,25,0,3,4,3,20,18,35,9,0,87,0,0,0,4,3,4,7,3,3,34
199,85,356,679,376,234,254,167,42,10,2199,26,52,92,68,57,48,25,3,3,380,34,105,225,227,269,237,190,22,8,1323,18,35,67,67,77,61,86,23,3,436,3,22,42,29,41,58,67,18,3,286,0,0,3,3,17,9,4,4,0,41,80,166,499,497,446,319,173,52,12,2245,241,744,1609,1269,1148,985,719,162,32,6910,80,379,647,296,220,206,108,21,4,1964,17,27,38,30,48,41,22,3,0,237,29,58,80,80,138,232,157,27,8,811,11,19,32,28,38,65,58,11,8,270,11,5,6,11,17,37,33,14,9,130,0,3,4,3,4,3,3,4,0,22,50,134,279,182,185,141,95,37,17,1120,200,613,1091,629,646,732,472,120,48,4549,164,734,1328,670,459,457,274,59,11,4161,46,83,133,98,109,91,52,8,3,614,65,157,305,306,412,475,350,49,17,2136,25,54,97,95,121,127,145,34,7,701
201,979,3107,5021,4773,3404,3277,2368,846,217,23980,316,587,981,1288,2289,1962,990,344,69,8831,417,653,1282,1551,2406,2408,1926,761,175,11581,143,154,384,495,888,1119,1138,539,152,5005,65,73,166,161,288,555,1067,925,385,3675,3,18,22,37,41,29,25,21,6,204,282,370,671,738,906,962,1026,665,290,5911,2195,4961,8527,9037,10226,10315,8543,4098,1291,59191,1099,3595,6416,6484,4830,3906,2251,858,347,29782,221,393,726,1103,2566,2267,1261,460,159,9166,253,401,902,1037,1907,2307,2244,929,359,10336,104,117,208,279,646,1088,1054,639,268,4404,36,38,87,118,213,450,1068,1017,759,3783,3,8,22,23,31,27,19,20,9,171,289,335,615,653,865,973,1024,858,539,6149,1995,4892,8971,9697,11061,11019,8925,4777,2456,63787,2073,6707,11432,11254,8236,7184,4618,1708,558,53764,537,977,1712,2393,4851,4227,2248,813,233,17995,662,1054,2183,2587,4314,4715,4174,1683,541,21919,246,270,596,774,1535,2208,2193,1171,418,9410
202,835,2779,4627,4591,3280,3334,2339,848,251,22881,327,597,878,1157,2164,1974,926,319,74,8430,333,598,1362,1507,2305,2419,1785,763,174,11244,109,158,390,411,758,966,1141,604,144,4685,50,78,169,179,282,461,912,874,457,3452,6,11,53,50,62,50,48,22,6,303,321,372,877,832,974,988,979,692,346,6385,1989,4586,8355,8728,9826,10189,8128,4115,1457,57381,1097,3307,6047,6289,4776,3955,2216,797,344,28832,221,406,709,979,2206,2167,1217,461,148,8514,232,442,940,1063,1957,2224,1997,929,329,10113,81,99,202,269,597,973,1060,662,292,4236,27,49,111,113,194,434,947,949,714,3540,3,18,47,46,59,47,35,21,10,281,316,293,668,719,849,952,989,935,670,6390,1973,4624,8727,9476,10632,10749,8463,4756,2503,61909,1936,6092,10670,10874,8051,7292,4555,1646,598,51713,547,1010,1591,2132,4366,4140,2147,781,222,16941,566,1041,2308,2568,4261,4638,3785,1689,505,21358,194,257,594,680,1352,1940,2200,1270,435,8919
203,1833,6021,10651,10322,6590,6319,4516,1745,579,48589,495,973,1840,2318,4639,3530,1752,581,176,16305,506,883,1901,2227,3310,3586,2972,1235,347,16966,192,253,510,682,1052,1281,1493,870,269,6603,95,120,235,292,394,657,1370,1429,711,5297,12,36,75,83,83,78,96,84,35,574,432,649,1413,1358,1413,1323,1387,1016,551,9535,3560,8931,16626,17293,17478,16777,13579,6951,2667,103871,2157,6500,13319,13063,9052,7221,4086,1757,689,57847,326,600,1226,1834,4424,3769,2301,877,287,15649,352,611,1299,1561,2981,3644,3558,1560,637,16198,140,135,310,439,888,1472,1697,1100,509,6694,55,63,183,230,330,761,1686,1709,1422,6437,13,19,69,84,95,81,106,139,66,672,405,513,1022,1012,1198,1353,1504,1398,1047,9456,3450,8448,17433,18221,18964,18310,14929,8542,4652,112956,3992,12519,23969,23383,15645,13541,8605,3507,1270,106430,826,1578,3066,4151,9064,7300,4049,1454,468,31953,860,1492,3198,3794,6295,7233,6529,2795,976,33161,329,387,821,1121,1933,2758,3191,1968,783,13303
