SA4_CODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
111,61,1697,6264,4901,5037,4304,1767,532,189,24747,16,653,4487,3644,3552,2849,851,197,69,16320,7,251,3502,3483,3456,2462,611,133,55,13961,3,106,2021,2769,2673,1806,350,84,32,9845,7,100,2602,4219,3941,2577,471,123,49,14090,21,56,682,1943,2152,1549,448,159,73,7086,1388,1352,2604,2325,2747,2856,2969,2720,2651,21605,21430,24899,46339,44331,46563,45143,36273,20775,9928,295691
112,40,503,2365,2955,3382,3105,1404,473,205,14424,6,162,1465,1815,2050,1806,557,163,70,8086,0,57,889,1591,1735,1401,446,127,52,6308,0,25,482,1120,1292,1015,247,78,35,4296,0,29,511,1293,1462,1123,369,104,34,4914,15,27,221,655,834,679,314,115,70,2926,1783,1062,2146,2548,3112,3660,3096,2431,2092,21926,13774,10593,22204,27770,32981,37248,29358,16550,8042,198521
113,73,748,2410,2058,2193,2006,742,267,90,10588,19,299,1563,1445,1516,1205,369,100,27,6549,5,117,1094,1225,1270,916,274,68,27,4992,0,42,610,954,963,681,164,54,22,3487,3,27,586,1084,1172,820,187,51,34,3961,17,34,147,413,535,503,196,98,35,1985,1268,975,1939,1875,1945,2104,1887,1509,964,14458,10148,9761,18982,18179,19887,19828,15046,9060,3951,124846
114,16,418,1536,1539,1828,1812,1118,399,126,8797,9,207,1015,1029,1220,1093,512,162,43,5293,3,61,713,968,1124,937,394,130,42,4369,0,30,426,734,890,731,219,74,35,3144,0,30,336,1015,1109,914,323,104,28,3866,16,17,148,419,629,606,329,122,62,2352,1024,686,1308,1398,1683,1790,2115,1655,1158,12812,8322,6505,13270,15139,18747,21971,22062,12069,4588,122671
115,58,1452,3176,3002,3213,2711,1406,353,108,15480,16,639,2595,2554,2768,2078,879,178,52,11761,6,223,2217,2900,2807,2049,693,148,34,11080,8,86,1349,2344,2403,1650,455,74,26,8399,9,48,1907,4958,4551,2803,674,100,28,15081,3,25,585,3176,3727,2066,514,105,37,10232,983,659,1160,1410,1721,1361,1251,860,927,10332,16623,14165,22958,32188,33842,27940,20102,8963,4003,180785
116,86,1796,7489,6324,5276,3469,859,138,51,25479,25,745,4923,4738,3678,2237,426,44,13,16829,5,236,3527,4125,2981,1731,325,27,9,12959,7,81,2014,3092,2128,1219,179,18,9,8743,5,49,2203,4557,2849,1391,209,14,3,11275,22,39,489,1380,966,467,114,36,8,3525,1881,1703,3676,3381,2780,2302,1980,1148,648,19493,23419,22967,52724,51901,42341,33933,21714,9736,3575,262316
117,149,2625,10520,4295,2859,1963,911,217,63,23603,49,1311,8902,3976,2432,1533,574,105,26,18908,37,625,8217,4210,2548,1458,492,118,25,17730,28,283,5462,3705,2187,1152,334,80,27,13253,25,255,8976,8026,4461,2214,577,125,32,24690,36,124,3482,6240,4286,2197,745,180,52,17355,1577,4689,11461,5889,4082,3164,2188,1449,757,35254,13077,37189,92073,51826,35329,26163,17164,9046,3426,285297
118,59,1679,6245,3152,2551,2189,1356,520,221,17969,34,785,5741,2860,2283,1649,979,322,142,14795,25,364,5264,3325,2362,1648,813,337,175,14312,16,140,3690,2869,1913,1301,608,257,112,10891,14,140,6035,6367,3924,2276,1065,385,172,20380,13,87,2963,7889,6542,3376,1652,578,314,23401,1225,2281,6235,4340,3332,2525,2420,1845,1516,25730,13370,21998,53164,41635,32892,25087,20072,11718,6342,226282
119,86,2640,11833,8434,7222,5256,1816,535,228,38050,36,1108,7588,6009,5117,3292,960,210,97,24422,24,427,5482,5182,4486,2727,716,137,59,19243,9,152,3214,3985,3169,1863,438,103,35,12967,8,107,3779,6116,4795,2639,568,122,60,18194,21,72,1045,2830,2630,1415,397,164,70,8645,2725,2925,6849,5199,4856,4072,3438,3126,2686,35882,34280,41586,94731,77600,71779,61067,42634,27238,13419,464334
120,63,1677,7293,3958,3351,2681,1316,347,132,20811,23,743,5557,3382,2738,1956,852,199,62,15510,13,298,4702,3643,2871,1984,645,170,52,14379,3,112,3018,3108,2425,1565,484,115,39,10868,7,94,4576,6672,4776,2778,775,155,46,19883,14,48,1765,6054,5206,2463,758,174,81,16556,1003,1827,4712,3376,2705,2220,1825,1290,1081,20042,13724,22842,56865,44928,38627,30476,21016,12447,6153,247072
121,52,1990,6974,4410,4098,3485,2645,1119,519,25290,27,1011,6300,4145,3429,2867,1956,806,333,20868,21,421,5829,4668,3925,2995,1599,660,333,20445,7,139,4173,4395,3353,2458,1213,447,224,16409,13,124,7186,10919,7740,4868,2142,790,317,34092,23,67,3009,12015,13401,7158,2728,933,446,39773,1409,1399,4056,3626,3127,2587,2325,1863,2134,22534,23610,22159,56816,62855,57205,44459,34053,19085,10139,330375
122,40,1165,4259,3217,3379,2854,1741,666,308,17628,10,440,3370,2964,2852,2080,1102,359,157,13344,9,192,2723,3134,2876,2033,878,280,105,12240,3,59,1752,2497,2297,1448,544,183,72,8856,3,58,2702,5504,4581,2629,917,297,141,16834,16,31,1234,6269,6371,2995,958,329,134,18327,985,821,2104,2352,2181,1848,1839,1593,1736,15459,14412,12554,29575,38197,37397,28419,22440,13078,6945,203023
123,91,1569,5187,4302,4106,3148,953,163,54,19577,21,625,3733,3316,2854,2098,480,40,8,13188,10,247,2677,2984,2447,1710,347,28,17,10467,3,95,1471,2132,1907,1228,201,18,6,7062,3,61,1493,2886,2527,1611,225,31,8,8838,24,38,287,886,957,639,166,47,22,3057,1562,1263,2457,2276,2126,1972,1774,1215,994,15648,18115,17847,36961,36430,33690,29869,19726,8285,3174,204085
124,124,1980,6071,5166,4819,4028,1365,273,97,23924,18,769,4354,4042,3541,2684,798,139,25,16380,9,348,3076,3562,3361,2412,532,73,26,13390,7,112,1812,2675,2606,1751,341,34,9,9351,5,95,1809,3457,3311,2316,433,57,23,11504,23,55,353,1151,1290,932,231,73,30,4131,1631,1617,3380,2988,2815,2588,2283,1569,984,19849,20179,20301,42089,41356,40393,37803,26357,11739,4571,244791
125,71,2132,10280,6768,5212,3654,1243,343,137,29834,21,940,7175,5162,3667,2286,684,125,46,20116,9,387,5543,4565,3090,1929,491,87,46,16153,11,123,3401,3652,2270,1469,291,51,20,11284,4,102,4029,5953,3536,1856,376,70,23,15952,18,49,885,2036,1543,878,221,86,34,5749,2015,2841,7768,5298,3961,3181,2464,1814,1324,30663,24671,32185,87999,66525,52359,43343,28819,16438,7583,359916
126,39,1015,3939,2320,2147,1804,970,340,159,12732,5,470,2941,2032,1755,1349,568,164,79,9359,9,170,2501,2206,1752,1307,481,156,62,8642,7,67,1588,1910,1540,1060,351,82,45,6654,3,54,2161,3878,3025,1899,552,128,55,11755,9,21,655,2859,2989,1579,522,140,62,8837,620,768,1559,1249,1142,986,873,928,1178,9295,10835,14231,28852,25863,23636,20279,13945,8639,4930,151220
127,105,2232,7525,5769,5448,3680,884,182,54,25882,34,917,5044,4111,3519,2173,467,71,17,16350,13,324,3524,3316,2850,1593,331,41,12,11997,9,126,1884,2342,1965,1073,196,24,8,7632,3,75,1941,2913,2277,1197,238,33,4,8688,22,45,455,1047,971,518,147,64,15,3278,2488,2258,4537,4168,3956,3349,2487,1738,855,25828,29037,29874,58131,55278,54282,45607,27920,14897,5545,320571
128,36,1364,3801,3054,3208,2911,1379,412,164,16330,22,628,3299,2642,2545,2047,822,189,71,12269,6,245,2856,2941,2666,2074,601,149,57,11592,6,90,1709,2311,2236,1555,403,98,39,8439,5,56,2201,4236,3868,2462,567,133,62,13588,14,35,676,2655,2792,1696,505,121,57,8540,788,662,1564,1551,1520,1464,1248,1228,1366,11384,13095,12667,26178,30079,30190,27203,19937,11043,5949,176329
197,0,0,0,3,4,3,0,0,0,10,0,0,3,0,3,3,0,0,0,14,0,0,3,4,0,7,0,0,0,17,0,0,0,3,3,0,0,0,0,3,0,0,0,3,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,4,3,4,0,10,17,25,11,4,78,12,9,32,34,50,74,108,42,10,374
199,3,61,179,89,80,80,34,6,0,533,0,23,95,63,45,31,16,4,0,277,5,9,77,47,37,30,6,3,0,219,0,7,61,25,27,15,4,0,0,136,0,0,64,75,34,15,3,5,0,210,0,0,19,49,20,5,12,0,0,111,110,265,641,427,392,338,220,74,24,2494,517,1358,2703,1900,1798,1722,1196,282,78,11545
201,21,575,2176,2047,2245,1839,688,198,93,9879,13,192,1456,1421,1615,1070,311,94,32,6185,0,63,958,1320,1296,951,211,56,18,4882,0,27,498,838,927,635,124,42,20,3111,3,21,499,1003,1148,789,164,34,12,3680,9,20,156,525,635,446,167,57,27,2059,1052,807,1364,1458,1762,1858,1943,1339,766,12346,9654,9873,17520,18747,21290,21334,17469,8886,3745,128519
202,23,588,2139,1903,2167,1825,690,242,105,9688,9,245,1443,1457,1560,1211,355,88,30,6391,0,67,918,1292,1332,1021,247,55,23,4965,0,37,494,803,916,623,148,33,17,3072,3,23,517,1090,1215,768,169,63,19,3875,13,25,151,495,587,429,180,69,23,1965,1131,753,1618,1569,1781,1911,1866,1420,1072,13124,9372,9235,17108,18211,20471,20946,16603,8878,3961,124780
203,37,1090,4497,3902,3908,3264,1390,418,194,18697,15,382,3370,3057,2784,2075,669,160,71,12580,10,171,2331,2758,2601,1798,459,132,39,10296,4,61,1216,1979,1917,1283,299,65,33,6864,7,35,1274,2725,2577,1702,423,110,44,8896,19,50,403,1311,1532,991,398,142,58,4902,1642,1366,2633,2608,2760,2696,2838,2180,1630,20352,17118,17452,34086,35537,36470,35106,28527,15504,7326,227122
204,61,667,2267,2218,2610,2375,890,277,148,11507,22,236,1522,1659,1843,1529,497,103,38,7449,6,108,889,1268,1494,1197,282,81,31,5347,6,25,474,852,1062,755,200,52,26,3458,3,18,415,892,1197,858,226,66,11,3693,10,25,123,332,474,430,221,99,29,1732,1402,774,1539,1723,2044,2393,2310,1653,1062,14898,10287,8501,17119,19275,23366,25285,20812,10558,4590,139788
205,51,912,3361,2881,3403,3106,1434,513,178,15841,6,338,2236,2101,2249,1926,687,160,52,9743,6,152,1402,1684,2042,1714,413,103,41,7551,0,50,825,1230,1488,1193,285,50,23,5138,4,67,953,1571,2023,1561,354,87,25,6650,31,62,422,762,1179,936,294,124,61,3871,1985,1420,2762,2728,3409,3908,4038,2854,1625,24737,15423,13540,28423,29340,35918,40282,35293,18127,7251,223600
206,194,4117,20986,7640,5316,3851,2165,603,227,45098,67,1753,17899,7150,4701,3194,1437,362,115,36674,58,695,14439,7961,5053,3375,1239,294,111,33233,26,320,8697,6626,4132,2518,911,258,101,23586,65,322,12994,12994,8079,4548,1564,423,159,41141,59,263,4464,10886,9012,5217,2202,608,266,32982,2902,6434,16680,9001,6411,5230,3956,2729,1866,55211,27570,65808,159836,90017,66343,50874,34506,19956,9372,524285
207,40,1685,6372,3646,4069,3412,2128,922,431,22700,23,606,4907,3236,3246,2614,1357,590,266,16849,17,264,3750,3410,3679,2632,1247,458,220,15676,3,74,2153,2822,2959,2153,800,291,147,11401,19,83,3067,5843,5673,3686,1336,467,232,20400,17,94,1195,5900,7411,4066,1487,504,253,20932,1461,1586,2882,2336,2755,2358,2277,2420,2291,20362,24314,28564,48315,44705,49792,40646,31487,21417,11110,300350
208,58,1562,7284,4966,5222,4382,2250,825,453,27014,17,600,5710,4512,4305,3222,1455,468,231,20522,28,230,4478,4919,4549,3210,1210,390,223,19231,10,96,2618,3904,3644,2447,846,257,141,13960,11,87,3712,7729,7108,3865,1323,389,216,24451,23,70,1414,7545,8263,4106,1432,491,274,23620,1550,1647,3501,3450,3681,3053,2880,2582,2577,24922,23090,25368,52231,57088,58600,46291,34044,20587,12538,329844
209,67,1999,10160,7890,7262,5128,1709,494,180,34887,21,679,7336,6283,5306,3519,1020,202,87,24440,14,274,5030,5839,4703,2960,683,151,51,19696,6,89,2685,4133,3412,2183,442,89,22,13058,7,105,2997,6162,4900,2876,598,115,34,17782,26,53,771,2824,2959,1650,459,142,50,8937,2548,2389,5365,4583,4369,3774,3465,2731,1988,31209,29178,33852,76421,71765,65482,54028,38246,21466,9057,399503
210,54,1517,7006,5487,5123,3442,1088,294,100,24114,19,534,4761,4116,3695,2286,510,106,50,16082,3,213,3295,3491,3211,1795,370,56,30,12461,10,89,1747,2537,2200,1255,226,34,19,8117,3,71,2049,3672,2923,1554,302,63,25,10664,13,47,536,1531,1539,834,201,84,27,4821,2167,1831,4179,3617,3457,2840,2728,2076,1228,24118,23121,24425,55208,50908,48264,37105,26721,16209,6650,288599
211,79,2223,9393,7414,8088,6558,2515,645,267,37171,19,743,6860,5959,5978,4443,1321,250,92,25669,10,299,4770,5665,5400,3807,905,201,84,21145,6,105,2502,4223,4086,2629,575,108,41,14287,11,75,2849,6437,5873,3517,744,169,72,19744,24,40,709,2699,3217,1957,543,179,60,9423,2170,1784,3579,3705,4051,3678,3527,2844,2211,27544,31809,30848,63435,67780,71134,62391,46081,23943,10639,408056
212,128,3184,15568,12321,11013,7295,2285,681,256,52730,24,1156,9588,8793,7363,4539,1202,289,144,33099,18,442,6321,7077,6095,3571,824,209,80,24644,18,172,3338,4939,4162,2470,493,135,50,15770,17,143,3525,6934,5748,3175,704,177,66,20492,59,117,862,2802,2934,1656,490,195,84,9200,3982,3950,7785,6555,6319,5367,4850,3942,2703,45453,50095,58490,116387,105635,96584,77349,55358,31914,13311,605115
213,105,2922,16772,12828,10058,6398,1486,366,128,51064,28,1019,10701,9745,7070,4045,789,114,32,33555,12,385,7299,8357,5893,3288,537,71,32,25875,10,167,4185,6010,4155,2162,317,46,19,17068,13,129,4895,9002,5727,2821,400,64,25,23082,34,94,1279,3911,2877,1195,301,74,32,9787,3981,4341,10283,8489,6936,5672,4659,2981,1695,49032,42871,50091,126540,114709,91031,71110,45235,22199,8698,572482
214,54,1062,4509,4108,4618,3765,1573,557,227,20458,15,409,3148,3191,3307,2395,906,228,95,13689,15,138,2022,2749,2880,1983,586,180,52,10603,3,73,1111,2022,2072,1386,409,109,46,7239,4,43,1097,2552,2599,1758,521,181,46,8812,11,27,312,1264,1679,1080,597,232,72,5279,1612,1272,2377,2642,2990,2982,3214,2638,1749,21475,16958,15920,31974,36487,40081,37104,32608,18360,7772,237269
215,25,537,1921,1631,2176,1901,634,234,127,9185,8,183,1129,1183,1315,1040,333,100,27,5315,0,74,704,881,1079,869,204,65,20,3893,0,30,319,535,701,571,105,44,16,2325,3,17,289,588,731,528,137,61,24,2383,12,23,146,289,339,353,156,71,34,1418,1217,828,1781,1658,2050,2290,2164,1656,932,14584,9101,7825,16382,16175,20112,21405,17186,10355,4819,123356
216,24,497,1771,1655,2022,1622,587,194,94,8469,9,163,1137,1041,1224,955,259,69,15,4872,0,83,658,849,1046,737,149,44,24,3580,0,18,334,563,658,486,107,30,13,2206,3,23,298,618,703,483,121,47,24,2320,11,17,118,247,341,314,150,76,29,1296,1086,618,1376,1402,1684,1786,1896,1428,827,12104,8377,6706,14067,14628,17361,17490,14681,8616,3579,105507
217,42,470,1648,1532,1980,1631,633,190,83,8205,8,181,937,1058,1205,976,304,82,35,4790,3,63,563,808,1029,810,220,73,29,3592,3,30,316,571,717,533,136,44,17,2361,0,21,299,635,812,575,183,59,27,2603,17,14,121,288,443,387,196,77,31,1569,964,588,983,1069,1479,1670,1607,1262,731,10345,7635,6408,12295,13624,17133,17876,14254,7910,3529,100676
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,4,0,4,6,0,0,0,13,0,0,0,0,3,3,0,0,0,6,0,0,4,3,11,5,0,0,0,25
299,6,37,127,61,53,32,12,0,0,329,0,11,83,36,32,25,3,0,0,185,0,0,42,36,19,18,9,0,0,123,0,0,34,23,21,13,0,0,0,88,0,0,52,36,21,16,4,0,0,129,0,0,15,23,14,21,5,0,0,76,64,163,358,249,183,140,91,26,12,1283,357,898,1848,1295,975,816,482,121,38,6825
301,47,1041,3623,3651,3872,2948,1104,279,101,16661,14,445,2604,2824,2878,1969,544,125,30,11437,11,185,2036,2713,2915,1879,390,75,27,10233,3,87,1139,1953,1954,1168,228,54,21,6595,3,58,1303,3062,3185,1637,348,52,33,9685,13,25,394,1587,1917,1079,273,82,40,5410,866,670,1371,1632,1763,1687,1546,1279,1094,11911,14560,12324,24839,30218,32454,28539,21383,10711,4703,179726
302,38,1349,4704,3409,3175,2423,858,310,137,16416,15,591,3672,2878,2544,1680,463,118,57,11997,8,216,2927,3094,2469,1470,313,90,37,10630,0,72,1685,2214,1749,974,179,60,19,6956,0,80,2209,3490,2765,1386,238,92,33,10283,4,24,598,1667,1494,761,207,100,60,4909,728,986,2093,1726,1590,1298,1114,1116,1208,11869,11375,14139,32991,30370,27109,22159,16081,10049,5195,169465
303,64,2025,8020,5404,4523,3197,1186,335,152,24919,22,859,5628,4338,3516,2278,678,163,71,17543,16,344,4414,4457,3564,2237,485,111,83,15715,4,128,2634,3277,2681,1548,310,71,35,10694,0,91,3335,5345,4247,2213,461,125,46,15859,17,49,930,2893,2726,1394,404,132,46,8581,1418,1991,4011,2827,2581,1987,1776,1532,1373,19492,20916,30212,61384,49505,42229,33576,22699,12682,6313,279522
304,76,1189,2804,2253,2106,1685,1046,330,146,11642,35,543,2449,2083,1899,1360,685,208,71,9326,11,188,2048,2404,2193,1514,548,155,44,9110,4,71,1147,1925,1750,1157,371,92,28,6542,3,60,1579,3652,3387,1932,565,158,71,11403,9,25,505,2434,3213,1833,634,179,69,8907,659,921,1225,1142,1165,965,875,830,1074,8851,13755,16427,22084,24914,23908,18916,14470,6968,3605,145038
305,80,2425,7279,3190,2421,1986,1016,302,98,18792,33,1178,6073,2877,2239,1504,655,174,42,14766,20,447,5242,3375,2664,1658,556,142,35,14124,12,187,3327,2589,2117,1215,412,103,39,9994,16,172,4839,5410,4475,2347,653,150,64,18113,15,73,1832,5422,5455,2870,841,255,76,16838,1053,2393,5564,3337,2883,2181,1480,850,747,20482,13691,27589,57771,37802,31800,22992,14081,6469,3291,215485
306,63,872,3430,3635,3817,2926,970,271,92,16080,18,401,2172,2443,2485,1782,527,103,22,9959,5,172,1623,2154,2409,1535,361,68,30,8361,3,77,832,1344,1499,994,239,42,25,5057,7,45,1002,1684,1943,1244,257,70,18,6275,20,28,343,788,926,719,260,86,26,3195,1957,1577,3530,3372,3713,3519,2792,1650,781,22896,14457,13106,30090,32035,34573,31700,22538,10311,3722,192534
307,66,655,1642,1565,1752,1488,569,207,51,8000,11,283,1111,1037,1165,816,264,73,18,4781,3,132,730,886,1024,692,190,48,15,3726,6,51,437,570,581,426,129,34,14,2252,3,64,604,751,804,512,154,47,20,2945,8,38,213,396,403,291,181,62,10,1592,1061,604,1452,1472,1746,1803,1802,1109,586,11630,7607,6530,13850,14588,16907,16900,14013,7311,2685,100396
