SA4_CODE_2016,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedonian_SEO,FOL_Macedonian_SOLSE_VWorW,FOL_Macedonian_SOLSE_NWorNAA,FOL_Macedonian_SOLSE_Tot,FOL_Macedonian_NS,FOL_Macedonian_Tot,FOL_Maltese_SEO,FOL_Maltese_SOLSE_VWorW,FOL_Maltese_SOLSE_NWorNAA,FOL_Maltese_SOLSE_Tot,FOL_Maltese_NS,FOL_Maltese_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_SOLSE_VWorW,FOL_Persian_ED_SOLSE_NWorNAA,FOL_Persian_ED_SOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_SOLSE_VWorW,FOL_Polish_SOLSE_NWorNAA,FOL_Polish_SOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Russian_SEO,FOL_Russian_SOLSE_VWorW,FOL_Russian_SOLSE_NWorNAA,FOL_Russian_SOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_SOLSE_VWorW,FOL_Samoan_SOLSE_NWorNAA,FOL_Samoan_SOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_SOLSE_VWorW,FOL_Serbian_SOLSE_NWorNAA,FOL_Serbian_SOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipino_SEO,FOL_SAL_Filipino_SOLSE_VWorW,FOL_SAL_Filipin_SOLSE_NWorNAA,FOL_SAL_Filipino_SOLSE_Tot,FOL_SAL_Filipino_NS,FOL_SAL_Filipino_Tot,FOL_SAL_Indonesian_SEO,FOL_SAL_Indonesia_SOLSE_VWorW,FOL_SAL_Indones_SOLSE_NWorNAA,FOL_SAL_Indonesian_SOLSE_Tot,FOL_SAL_Indonesian_NS,FOL_SAL_Indonesian_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_SOLSE_VWorW,FOL_SAL_Tagalog_SOLSE_NWorNAA,FOL_SAL_Tagalog_SOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_SOLSE_VWorW,FOL_SAL_Oth_SOLSE_NWorNAA,FOL_SAL_Oth_SOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_SOLSE_VWorW,FOL_SAL_Tot_SOLSE_NWorNAA,FOL_SAL_Tot_SOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_SOLSE_VWorW,FOL_Spanish_SOLSE_NWorNAA,FOL_Spanish_SOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_SOLSE_VWorW,FOL_Tamil_SOLSE_NWorNAA,FOL_Tamil_SOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_SOLSE_VWorW,FOL_Thai_SOLSE_NWorNAA,FOL_Thai_SOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_SOLSE_VWorW,FOL_Turkish_SOLSE_NWorNAA,FOL_Turkish_SOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_SOLSE_VWorW,FOL_Vietnamese_SOLSE_NWorNAA,FOL_Vietnamese_SOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_SOLSE_VWorW,FOL_Oth_SOLSE_NWorNAA,FOL_Oth_SOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_SOLSE_VWorW,FOL_Tot_SOLSE_NWorNAA,FOL_Tot_SOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LSatH_NS_SEO,F_LSatH_NS_SOLSE_VWorW,F_LSatH_NS_SOLSE_NWorNAA,F_LSatH_NS_SOLSE_Tot,F_LSatH_NS_NS,F_LSatH_NS_Tot,F_Tot_SEO,F_Tot_SOLSE_VWorW,F_Tot_SOLSE_NWorNAA,F_Tot_SOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_SOLSE_VWorW,PSEO_SOLSE_NWorNAA,PSEO_SOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_SOLSE_VWorW,POL_Afrikaans_SOLSE_NWorNAA,POL_Afrikaans_SOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_SOLSE_VWorW,POL_Arabic_SOLSE_NWorNAA,POL_Arabic_SOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_SOLSE_VWorW,POL_AIndLng_SOLSE_NWorNAA,POL_AIndLng_SOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Cantones_SEO,POL_CL_Cantones_SOLSE_VWorW,POL_CL_Cantones_SOLSE_NWorNAA,POL_CL_Cantones_SOLSE_Tot,POL_CL_Cantones_NS,POL_CL_Cantones_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_SOLSE_VWorW,POL_CL_Mandarin_SOLSE_NWorNAA,POL_CL_Mandarin_SOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot,POL_CL_Oth_SEO,POL_CL_Oth_SOLSE_VWorW,POL_CL_Oth_SOLSE_NWorNAA,POL_CL_Oth_SOLSE_Tot,POL_CL_Oth_NS,POL_CL_Oth_Tot,POL_CL_Tot_SEO,POL_CL_Tot_SOLSE_VWorW,POL_CL_Tot_SOLSE_NWorNAA,POL_CL_Tot_SOLSE_Tot,POL_CL_Tot_NS,POL_CL_Tot_Tot,POL_Croatian_SEO,POL_Croatian_SOLSE_VWorW,POL_Croatian_SOLSE_NWorNAA,POL_Croatian_SOLSE_Tot,POL_Croatian_NS,POL_Croatian_Tot,POL_Dutch_SEO,POL_Dutch_SOLSE_VWorW,POL_Dutch_SOLSE_NWorNAA,POL_Dutch_SOLSE_Tot,POL_Dutch_NS,POL_Dutch_Tot,POL_French_SEO,POL_French_SOLSE_VWorW,POL_French_SOLSE_NWorNAA,POL_French_SOLSE_Tot,POL_French_NS,POL_French_Tot,POL_German_SEO,POL_German_SOLSE_VWorW,POL_German_SOLSE_NWorNAA,POL_German_SOLSE_Tot,POL_German_NS,POL_German_Tot
111,6,304,..,653,166,822,5,827,..,29,9,37,0,37,..,116,16,134,0,134,..,303,34,339,0,340,..,127,9,136,0,136,..,156,11,165,0,167,..,140,38,179,0,177,..,233,9,248,8,254,..,115,11,123,6,128,..,420,19,433,4,443,..,126,9,133,0,133,..,899,47,940,12,959,..,415,39,453,6,457,..,149,10,162,0,162,..,263,67,328,4,331,..,30,4,35,0,35,..,244,107,353,3,359,..,1766,401,2164,54,2211,..,10674,1938,12610,152,12765,..,440,62,502,8290,8792,161519,11116,2002,13118,8441,183073,317626,..,..,..,..,317626,..,283,4,284,4,289,..,681,212,889,9,904,..,83,0,80,3,85,..,737,223,960,10,969,..,1968,527,2497,9,2506,..,191,79,273,0,276,..,2906,825,3733,23,3748,..,296,54,349,0,353,..,317,10,326,4,331,..,508,17,529,4,530,..,810,20,831,14,846
112,0,48,..,3,0,3,0,3,..,27,0,27,0,27,..,10,3,15,0,15,..,58,5,62,0,62,..,46,0,45,3,49,..,13,0,13,0,18,..,16,3,16,0,16,..,151,9,157,0,155,..,75,5,75,3,79,..,247,9,257,0,260,..,39,0,39,0,39,..,511,18,525,3,531,..,313,16,329,3,336,..,14,0,14,0,14,..,205,26,235,3,237,..,16,0,18,0,18,..,73,16,91,0,90,..,940,121,1064,33,1093,..,4987,486,5481,94,5573,..,378,26,406,9404,9806,107960,5366,518,5884,9499,123343,210091,..,..,..,..,210091,..,134,7,140,5,144,..,97,13,106,0,112,..,147,7,151,4,156,..,156,63,222,7,226,..,334,121,456,8,463,..,34,3,37,0,39,..,525,186,710,15,733,..,46,3,53,0,53,..,319,10,327,10,336,..,631,34,667,5,668,..,1026,19,1038,11,1055
113,0,61,..,3,0,3,0,9,..,14,0,11,0,11,..,27,10,43,0,43,..,20,0,19,0,19,..,12,0,12,0,12,..,129,16,142,3,142,..,15,0,17,0,17,..,172,9,180,0,181,..,18,3,18,0,18,..,193,3,195,0,196,..,47,5,56,0,56,..,422,17,442,3,451,..,95,12,115,3,113,..,53,3,54,0,60,..,64,12,80,0,80,..,29,28,60,0,57,..,52,15,63,0,63,..,956,217,1177,28,1200,..,4593,1092,5681,93,5774,..,214,11,224,5528,5747,66680,4806,1101,5905,5621,78206,131503,..,..,..,..,131503,..,246,3,247,0,247,..,330,42,370,0,369,..,72,0,80,3,82,..,182,87,275,5,282,..,341,405,745,6,747,..,35,23,57,0,57,..,561,519,1076,9,1089,..,38,0,36,0,36,..,82,3,84,3,88,..,111,8,120,0,120,..,182,6,186,0,186
114,0,25,..,43,10,54,0,54,..,64,0,63,0,64,..,8,0,8,0,11,..,68,6,74,3,76,..,36,10,42,0,42,..,13,0,9,0,9,..,42,6,50,0,54,..,60,0,60,0,60,..,46,3,46,0,46,..,159,4,164,0,167,..,24,0,24,0,25,..,289,10,296,3,297,..,171,21,194,0,194,..,12,0,10,0,10,..,95,31,126,0,125,..,9,0,7,0,7,..,61,23,79,0,84,..,474,71,543,16,559,..,3104,432,3541,47,3592,..,207,6,214,4663,4875,66812,3310,439,3753,4713,75273,130255,..,..,..,..,130255,..,77,0,79,0,77,..,123,24,148,3,153,..,40,0,43,3,48,..,178,85,260,3,258,..,280,127,404,8,409,..,29,13,40,0,40,..,482,225,707,10,716,..,182,27,209,3,209,..,188,5,196,0,198,..,214,8,220,4,222,..,458,18,478,0,480
115,19,1962,..,39,3,49,0,48,..,401,21,425,4,427,..,1079,134,1214,8,1226,..,304,17,319,3,322,..,285,33,318,0,318,..,14,0,15,0,15,..,178,19,190,0,190,..,455,7,470,3,468,..,528,45,568,0,573,..,740,15,749,3,750,..,73,0,73,0,73,..,1794,67,1855,8,1869,..,837,69,907,3,914,..,1103,51,1146,4,1154,..,178,49,229,3,229,..,204,20,226,0,226,..,299,56,352,5,357,..,2195,311,2506,43,2549,..,28168,4625,32798,240,33035,..,265,29,290,3933,4226,78085,28433,4656,33084,4174,115348,156141,..,..,..,..,156141,..,946,10,954,9,967,..,3105,214,3315,23,3333,..,12,0,12,5,13,..,5957,1203,7157,35,7187,..,9087,3202,12288,87,12374,..,539,115,655,3,658,..,15587,4509,20094,121,20218,..,743,66,806,13,816,..,313,5,320,0,320,..,475,13,489,4,489,..,712,13,728,4,735
116,10,963,..,121,27,144,0,147,..,1093,120,1216,14,1225,..,740,222,960,10,970,..,492,124,618,3,621,..,314,50,359,12,371,..,1767,151,1917,43,1956,..,387,85,478,3,482,..,3438,101,3542,34,3568,..,753,113,866,0,872,..,7174,270,7444,74,7519,..,309,12,324,3,330,..,11675,499,12177,107,12286,..,1342,264,1609,9,1618,..,2111,296,2406,13,2417,..,287,73,358,4,361,..,899,320,1221,12,1235,..,483,180,663,6,668,..,8190,1889,10085,214,10298,..,60848,9838,70688,752,71442,..,552,121,679,7825,8502,90754,61402,9961,71367,8577,170700,181836,..,..,..,..,181836,..,331,4,337,3,335,..,8654,1553,10204,66,10272,..,35,5,39,3,40,..,2453,1132,3578,20,3601,..,3342,1595,4933,28,4964,..,245,88,326,0,326,..,6037,2810,8842,51,8894,..,1306,223,1529,11,1541,..,223,5,223,4,233,..,739,33,768,13,780,..,544,31,570,14,588
117,18,1935,..,243,73,324,3,327,..,138,17,159,9,164,..,344,34,376,5,379,..,389,34,420,0,424,..,1146,348,1493,6,1500,..,77,7,83,0,83,..,384,61,442,3,444,..,511,18,530,6,540,..,2986,373,3358,23,3377,..,788,24,812,7,822,..,237,8,245,0,242,..,4520,429,4951,38,4986,..,2494,325,2824,26,2853,..,201,9,205,0,205,..,3107,1433,4538,41,4578,..,517,159,671,9,677,..,1825,870,2700,14,2712,..,4372,878,5251,84,5337,..,47870,11435,59310,485,59792,..,344,65,408,14619,15033,79660,48216,11499,59719,15104,154483,168746,..,..,..,..,168746,..,190,3,192,3,194,..,2737,485,3225,29,3253,..,77,5,82,3,85,..,6297,2044,8344,45,8386,..,19600,4683,24283,131,24409,..,1528,566,2087,13,2102,..,27427,7284,34715,183,34895,..,579,94,676,8,684,..,561,11,568,0,566,..,2893,147,3040,27,3072,..,1533,40,1579,17,1595
118,4,495,..,74,9,76,0,76,..,111,13,127,8,131,..,290,17,306,8,314,..,511,49,553,4,562,..,1840,329,2168,6,2179,..,26,0,29,0,29,..,251,33,286,4,289,..,278,3,284,3,290,..,1175,126,1301,3,1308,..,494,8,505,4,510,..,275,12,290,3,289,..,2223,150,2378,15,2394,..,2071,225,2298,15,2309,..,83,0,83,0,85,..,511,89,607,3,610,..,155,16,167,3,172,..,444,69,516,0,516,..,4992,464,5459,69,5533,..,31873,4221,36096,303,36399,..,340,29,370,11096,11471,89659,32216,4247,36466,11404,137524,174685,..,..,..,..,174685,..,293,3,299,0,304,..,1352,196,1546,15,1560,..,48,0,50,5,56,..,4274,817,5093,16,5113,..,9786,2023,11805,59,11864,..,832,277,1110,7,1110,..,14888,3120,18006,84,18087,..,405,34,444,0,444,..,495,21,513,5,521,..,3701,155,3861,26,3882,..,1863,56,1917,23,1943
119,26,2589,..,4503,1146,5652,56,5707,..,371,42,414,7,417,..,289,63,346,6,352,..,491,76,567,3,566,..,745,145,889,8,890,..,690,56,742,9,754,..,775,135,909,12,920,..,1224,36,1256,7,1270,..,3066,524,3591,23,3619,..,2555,75,2632,19,2658,..,314,34,350,4,349,..,7159,672,7833,61,7891,..,2943,536,3479,47,3522,..,385,42,426,4,436,..,1262,352,1613,21,1639,..,654,145,801,10,810,..,8125,4742,12865,80,12941,..,8546,2227,10774,290,11068,..,129924,38144,168066,1574,169637,..,752,276,1025,14288,15318,103711,130673,38424,169096,15867,288670,208749,..,..,..,..,208749,..,152,0,152,3,155,..,59058,9589,68650,664,69313,..,44,0,44,0,44,..,20679,10608,31289,141,31434,..,28909,15306,44216,223,44438,..,1567,803,2368,14,2381,..,51153,26716,77876,375,78251,..,2149,311,2460,22,2481,..,182,4,183,7,193,..,1249,54,1299,13,1313,..,845,35,880,11,890
120,45,4768,..,148,23,169,0,169,..,141,17,158,0,156,..,262,33,297,0,294,..,425,61,482,4,486,..,459,50,508,4,509,..,47,3,47,0,47,..,319,40,359,3,365,..,603,17,615,0,620,..,647,52,694,12,708,..,871,28,894,11,902,..,131,7,133,0,133,..,2245,98,2345,25,2363,..,1667,215,1887,25,1908,..,1354,172,1526,13,1541,..,819,299,1115,3,1122,..,410,84,492,4,500,..,1524,388,1914,7,1918,..,3879,695,4572,111,4684,..,51004,13205,64209,554,64764,..,319,95,406,8589,9001,77102,51323,13293,64617,9150,150867,151957,..,..,..,..,151957,..,165,3,165,0,165,..,5388,731,6123,56,6175,..,29,0,30,0,30,..,9061,3090,12151,71,12227,..,19143,6981,26124,153,26281,..,1115,432,1546,4,1547,..,29316,10508,39824,231,40052,..,947,115,1058,5,1065,..,302,13,315,3,318,..,1172,58,1226,21,1245,..,886,18,905,7,915
121,45,4480,..,116,20,134,3,134,..,24,0,28,0,27,..,1665,224,1897,14,1910,..,587,28,618,4,620,..,942,121,1068,5,1067,..,18,0,17,0,17,..,226,20,249,0,246,..,702,10,710,5,715,..,819,60,877,12,886,..,1005,20,1027,12,1035,..,166,3,170,0,172,..,2696,88,2788,27,2815,..,1986,153,2139,12,2148,..,535,24,562,8,562,..,911,208,1121,7,1129,..,157,22,175,0,175,..,695,110,802,0,801,..,4689,602,5294,120,5416,..,52620,10266,62885,522,63402,..,402,57,457,9505,9962,137209,53019,10325,63344,10021,210572,269493,..,..,..,..,269493,..,1100,17,1116,0,1119,..,1582,180,1763,14,1782,..,12,3,19,3,16,..,14168,2785,16954,83,17039,..,22382,7198,29575,158,29739,..,970,262,1241,6,1245,..,37527,10242,47770,252,48018,..,740,71,814,8,817,..,815,20,838,9,844,..,2284,76,2357,27,2384,..,2119,63,2178,17,2194
122,3,458,..,73,3,78,0,78,..,32,0,29,0,29,..,278,28,305,3,308,..,265,17,282,0,286,..,307,39,347,0,347,..,35,0,38,0,35,..,523,76,601,4,604,..,233,3,236,0,242,..,215,24,243,0,241,..,497,18,510,3,519,..,52,3,57,0,58,..,996,46,1047,11,1059,..,1129,73,1199,10,1213,..,44,3,49,0,49,..,381,67,452,3,456,..,75,8,89,0,85,..,211,44,252,0,255,..,4096,482,4580,63,4642,..,18092,2292,20381,199,20579,..,317,29,349,6316,6664,102131,18407,2320,20730,6517,129370,201772,..,..,..,..,201772,..,520,13,525,0,529,..,437,37,471,4,480,..,7,0,7,0,7,..,1420,371,1789,14,1801,..,2505,776,3283,21,3305,..,114,45,153,0,158,..,4035,1187,5227,39,5264,..,664,70,726,7,736,..,924,26,948,20,970,..,2196,64,2264,16,2278,..,2208,48,2255,23,2277
123,0,141,..,191,19,209,0,213,..,219,11,228,8,237,..,116,32,146,0,142,..,337,56,391,3,389,..,241,50,291,0,291,..,1654,142,1793,43,1830,..,292,37,325,0,329,..,639,23,662,0,662,..,318,45,361,11,372,..,1408,51,1458,17,1474,..,165,3,174,0,170,..,2533,121,2653,24,2678,..,1594,237,1836,22,1853,..,282,21,301,3,308,..,333,94,426,3,433,..,120,17,135,0,137,..,509,234,740,10,747,..,3653,842,4497,110,4609,..,25221,3924,29140,351,29489,..,356,56,415,6634,7046,96808,25572,3983,29552,6980,133338,191267,..,..,..,..,191267,..,307,3,311,0,314,..,5320,841,6166,44,6209,..,44,0,44,7,47,..,911,361,1270,14,1284,..,1462,642,2099,16,2110,..,129,41,171,3,175,..,2500,1043,3543,30,3569,..,845,88,926,9,936,..,167,10,175,3,181,..,598,13,612,3,613,..,495,11,513,9,515
124,3,264,..,148,23,170,3,175,..,756,56,810,6,818,..,161,41,204,0,204,..,330,43,374,6,379,..,199,22,222,3,222,..,546,31,578,12,591,..,196,34,229,0,229,..,643,13,657,11,666,..,209,21,224,0,228,..,1273,39,1311,14,1318,..,140,7,149,0,149,..,2257,79,2339,21,2362,..,913,105,1018,9,1024,..,226,24,251,0,252,..,292,76,371,4,372,..,243,54,297,4,298,..,263,68,335,0,335,..,2868,513,3383,65,3448,..,18031,2446,20480,238,20713,..,333,38,374,7945,8319,127425,18364,2485,20847,8184,156457,250484,..,..,..,..,250484,..,172,4,175,0,177,..,2975,345,3324,41,3361,..,58,0,58,3,64,..,603,248,852,3,854,..,1285,421,1712,14,1726,..,94,38,132,0,132,..,1986,707,2693,21,2712,..,989,121,1106,9,1115,..,418,9,424,3,430,..,594,14,611,3,615,..,845,22,873,5,879
125,53,7118,..,117,47,164,0,168,..,751,91,845,9,852,..,1605,702,2303,25,2333,..,515,70,588,3,592,..,537,110,651,3,660,..,504,42,541,15,555,..,442,82,519,5,529,..,1286,48,1329,17,1341,..,1007,134,1138,13,1155,..,2365,80,2443,23,2466,..,241,12,258,0,258,..,4897,274,5171,50,5216,..,1797,356,2150,31,2189,..,4360,576,4943,37,4974,..,634,185,812,8,822,..,2970,989,3962,43,4003,..,3403,1825,5226,30,5256,..,11751,3298,15047,335,15379,..,100043,29509,129551,1236,130787,..,568,293,863,12026,12887,77145,100611,29806,130419,13258,220818,155954,..,..,..,..,155954,..,159,3,163,0,163,..,39168,7622,46791,422,47213,..,12,0,12,0,12,..,15488,7295,22780,113,22889,..,20013,12557,32569,151,32721,..,1291,728,2024,10,2038,..,36792,20582,57373,276,57649,..,1818,344,2158,17,2170,..,204,5,215,0,213,..,747,36,782,7,792,..,620,20,640,14,651
126,33,4448,..,81,17,100,3,102,..,53,6,60,0,60,..,596,123,722,7,724,..,205,16,221,0,227,..,329,91,418,3,419,..,13,0,13,0,13,..,180,27,205,0,212,..,479,6,491,7,491,..,701,56,760,7,763,..,636,10,648,3,649,..,129,3,129,0,133,..,1946,80,2024,17,2035,..,742,79,820,13,829,..,704,33,736,10,747,..,329,93,426,0,426,..,125,23,143,0,144,..,533,77,613,6,617,..,2935,508,3439,70,3508,..,34486,8400,42885,308,43192,..,203,39,240,3457,3698,46392,34685,8436,43121,3771,93286,92694,..,..,..,..,92694,..,193,6,199,0,203,..,2134,281,2411,20,2432,..,8,0,8,0,8,..,10390,2708,13094,60,13155,..,17337,5548,22890,120,23005,..,858,247,1109,7,1113,..,28585,8503,37089,180,37274,..,416,58,476,5,485,..,201,9,201,0,201,..,573,26,603,10,608,..,533,11,545,3,550
127,3,181,..,1390,306,1698,26,1716,..,821,63,881,14,899,..,368,156,520,3,524,..,644,140,784,9,790,..,283,119,402,3,407,..,1842,164,2009,52,2062,..,3418,1051,4470,54,4523,..,942,45,987,8,994,..,582,82,664,6,666,..,2021,62,2086,26,2115,..,230,40,270,8,277,..,3779,226,4006,41,4048,..,4843,1138,5978,62,6041,..,483,56,545,3,545,..,611,300,910,13,922,..,1064,236,1302,17,1316,..,14357,10821,25177,144,25322,..,18589,7900,26494,371,26860,..,88997,34405,123405,1256,124658,..,540,193,735,10523,11256,69429,89532,34604,124136,11782,205344,142130,..,..,..,..,142130,..,107,0,107,0,107,..,27275,8436,35707,390,36099,..,22,0,27,3,26,..,6700,4114,10811,52,10860,..,4441,2971,7412,56,7465,..,2637,1210,3848,28,3872,..,13778,8291,22065,138,22205,..,3595,783,4380,43,4423,..,129,0,131,0,133,..,695,46,737,10,747,..,543,16,563,5,562
128,0,121,..,505,50,551,6,565,..,101,4,107,0,106,..,56,4,62,0,62,..,241,20,256,5,262,..,440,99,542,3,543,..,30,0,30,0,34,..,144,13,165,0,165,..,188,3,193,3,195,..,229,22,247,3,246,..,296,9,302,3,307,..,43,3,47,0,48,..,758,34,786,5,792,..,786,72,859,13,871,..,37,0,37,0,37,..,236,43,279,3,281,..,64,10,77,0,77,..,215,40,255,3,259,..,1402,212,1619,55,1670,..,13052,1911,14967,176,15145,..,237,18,256,4014,4275,92052,13291,1927,15220,4197,111465,181129,..,..,..,..,181129,..,239,4,244,0,245,..,1871,135,2004,16,2018,..,12,0,13,0,13,..,1671,475,2146,17,2160,..,2220,826,3050,22,3067,..,141,38,179,3,182,..,4034,1336,5371,36,5409,..,544,49,591,9,600,..,315,10,323,0,327,..,558,17,576,0,573,..,761,24,791,11,799
197,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,5,11,0,11,..,3,0,3,0,3,..,28,26,54,0,55,..,0,0,3,30,33,154,30,26,58,27,239,279,..,..,..,..,279,..,0,0,0,0,0,..,3,3,3,0,3,..,0,0,0,0,0,..,3,3,4,0,4,..,7,19,22,0,22,..,0,3,5,0,5,..,14,22,31,0,31,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
199,0,20,..,3,0,3,0,3,..,6,0,6,0,6,..,6,0,6,0,6,..,4,0,4,0,4,..,11,0,11,0,11,..,18,0,18,0,18,..,3,0,3,0,3,..,17,0,17,0,17,..,10,0,13,0,13,..,16,0,16,0,16,..,8,0,8,0,8,..,53,0,52,0,52,..,41,3,43,0,43,..,3,0,3,0,3,..,11,7,18,0,18,..,6,0,6,0,6,..,27,14,38,0,38,..,97,26,123,0,124,..,670,146,819,9,821,..,13,3,21,1058,1072,3038,688,150,836,1061,4939,7212,..,..,..,..,7212,..,5,0,5,0,5,..,122,33,154,0,155,..,16,3,19,0,19,..,66,22,84,0,87,..,210,94,307,0,307,..,7,7,14,0,19,..,285,121,406,3,405,..,12,0,12,0,12,..,23,0,23,0,23,..,76,8,86,4,88,..,57,0,57,0,57
201,0,24,..,16,8,22,0,19,..,70,3,73,0,74,..,29,4,31,0,31,..,52,6,55,0,55,..,48,3,47,0,47,..,4,0,4,0,4,..,46,0,48,0,47,..,104,3,102,0,102,..,29,0,29,0,29,..,126,9,136,0,135,..,43,0,42,0,44,..,301,12,311,3,312,..,86,5,88,0,91,..,36,4,36,0,36,..,68,17,83,0,85,..,9,3,12,0,12,..,58,17,75,0,77,..,597,94,690,21,713,..,3267,436,3699,53,3751,..,239,19,253,5101,5356,71583,3501,454,3956,5155,80690,139419,..,..,..,..,139419,..,84,3,87,0,87,..,162,14,178,0,176,..,23,5,25,0,30,..,143,36,185,0,186,..,726,219,942,3,950,..,61,18,83,0,83,..,932,272,1209,5,1216,..,168,23,193,0,194,..,241,9,250,3,255,..,193,8,203,0,208,..,307,7,313,3,317
202,0,31,..,9,0,9,0,9,..,24,0,25,3,31,..,19,0,21,0,21,..,32,3,32,0,31,..,26,7,32,0,32,..,7,0,11,0,11,..,11,4,13,0,14,..,113,4,121,0,122,..,69,0,69,0,69,..,128,0,129,0,134,..,29,0,27,0,29,..,340,6,352,7,359,..,63,8,73,0,73,..,42,3,46,0,46,..,57,4,57,3,61,..,16,3,18,0,18,..,39,12,49,3,53,..,650,356,1011,30,1048,..,2784,672,3461,68,3523,..,205,4,210,5479,5691,69179,2988,681,3665,5548,78392,134612,..,..,..,..,134612,..,86,3,89,0,89,..,156,17,171,0,172,..,12,0,12,0,12,..,119,37,152,0,152,..,415,245,663,8,666,..,30,9,33,0,33,..,563,291,848,9,854,..,51,3,59,0,59,..,136,3,136,4,140,..,167,7,176,0,176,..,288,4,294,3,303
203,0,87,..,428,121,552,10,560,..,118,6,130,0,131,..,167,43,214,0,213,..,267,43,311,3,314,..,118,35,154,0,154,..,20,0,20,0,20,..,319,100,416,5,419,..,271,7,273,0,273,..,148,3,150,0,150,..,324,10,329,6,332,..,85,3,89,0,89,..,826,22,850,5,853,..,315,57,380,4,381,..,71,5,75,0,75,..,160,42,199,0,202,..,128,26,155,0,160,..,243,115,359,3,362,..,1941,659,2602,54,2656,..,11223,2229,13457,183,13643,..,359,27,392,7799,8188,121288,11584,2258,13845,7986,143119,235394,..,..,..,..,235394,..,186,0,183,5,190,..,557,128,686,9,702,..,24,0,24,0,24,..,379,75,451,0,459,..,1441,382,1817,26,1841,..,98,43,137,0,137,..,1916,494,2408,24,2439,..,1814,355,2165,16,2184,..,563,8,570,9,581,..,444,22,463,3,468,..,968,28,997,18,1011
204,3,30,..,17,0,18,0,18,..,29,3,28,0,28,..,13,3,17,0,17,..,53,10,56,0,55,..,27,3,28,0,28,..,8,0,8,0,8,..,43,5,47,0,47,..,113,3,120,0,121,..,27,3,33,0,35,..,164,10,170,0,170,..,40,0,39,0,39,..,348,13,364,3,362,..,82,7,85,0,92,..,21,0,19,0,19,..,84,22,103,3,108,..,14,9,16,0,16,..,31,9,33,0,33,..,539,132,674,12,679,..,3470,556,4029,66,4096,..,198,10,212,6135,6341,75833,3667,571,4237,6197,86275,149577,..,..,..,..,149577,..,75,0,82,0,82,..,116,8,129,0,131,..,24,0,24,0,23,..,118,46,160,0,161,..,343,157,502,3,505,..,73,36,105,0,102,..,534,233,764,10,778,..,170,24,197,0,201,..,179,7,183,0,187,..,225,4,229,5,241,..,593,15,609,5,614
